EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,FG2A,OpponentPoints,SecondChanceFG2A,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,3SecondViolations,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,PenaltyCorner3FGM,OffThreePtRebounds,FTDefRebounds,Travels,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,PtsPutbacks,FTOffRebounds,Loose Ball Fouls Drawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedCorner3,Charge Fouls,on,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveMakes
101106,1610612744,Andrew Bogut,Andrew Bogut,101106,GSW,426.0,7,-4,16,17,4,4,2,33,1,1.0,1,16,1.0,1.0,1.0,1,2,1.0,3,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,4,16.666666666666668,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.1,0.5,1.0,0.5,1.0,1.0,1.0,0.6474,0.6474,0.6,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1626188,1610612744,Quinn Cook,Quinn Cook,1626188,GSW,10720.0,179,-8,373,371,128,154,28,744,23,3.0,54,413,4.0,2.0,9.0,17,26,2.0,28,4.0,1.0,8.0,4.0,2.0,12,8.0,,128,26.78132678132678,0.6666666666666666,0.15178571428571427,0.021052631578947368,0.1323529411764706,0.14444444444444443,0.012578616352201259,,0.27586206896551724,0.08,0.24468085106382978,0.375,0.6702127659574468,0.5026686170212766,0.5089375,9.39259259259259,0.34316353887399464,10.0,4.0,8.0,8.0,14.0,11.0,17.0,2.0,3.0,1.0,1.0,1.0,14.0,37.0,1.0,3.0,2.0,8.0,29.0,16.0,40.0,6.0,112.0,1.0,2.0,4.0,8.0,7.0,15.0,2.0,9.0,2.0,22.0,28.0,30.0,33.0,15.0,37.0,14.0,5.0,14.0,3.0,17.0,2.0,1.0,5.0,4.0,5.0,37.0,1.0,3.0,1.0,6.0,3.0,1.0,4.0,9.0,20.0,1.0,10.0,2.0,2.0,4.0,1.0,22.0,1.0,1.0,0.4827586206896552,0.4827586206896552,0.6875,0.4,0.5,0.2222222222222222,0.4,0.5370370370370371,0.25,0.4666666666666667,0.5638297872340425,0.5,0.4166666666666667,0.5670103092783505,0.5,0.42,0.425531914893617,0.09259259259259259,0.17391304347826086,0.07142857142857142,0.027777777777777776,0.041666666666666664,0.11428571428571428,0.10416666666666667,0.2777777777777778,0.022727272727272728,0.43478260869565216,0.5263157894736842,0.7,0.14893617021276595,0.5714285714285714,0.6153846153846154,0.25,0.18085106382978725,0.6470588235294118,0.6470588235294118,0.45454545454545453,0.031914893617021274,0.6666666666666666,0.6666666666666666,1.0,0.39361702127659576,0.3783783783783784,0.3783783783783784,0.6428571428571429,0.125,1.0,1.0,0.375,0.3333333333333333,1.0,0.3333333333333333,0.5,0.041666666666666664,0.3333333333333333,0.25,0.3783783783783784,0.49823333333333336,0.041666666666666664,0.07142857142857142,0.07142857142857142,0.19642857142857142,26.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627814,1610612744,Damion Lee,Damion Lee,1627814,GSW,22509.0,375,-54,787,793,268,331,83,1580,18,3.0,59,881,6.0,3.0,23.0,30,56,8.0,64,13.0,10.0,4.0,7.0,1.0,11,26.0,,266,16.818181818181817,0.36363636363636365,0.1276595744680851,0.014778325123152709,0.15753424657534246,0.13910761154855644,0.021505376344086023,0.014492753623188406,0.08928571428571429,0.16822429906542055,0.14173228346456693,0.21428571428571427,0.6771653543307087,0.506661023622047,0.4976,10.269491525423726,0.3405336721728081,9.0,5.0,5.0,10.0,22.0,10.0,19.0,13.0,25.0,2.0,3.0,5.0,14.0,43.0,1.0,5.0,4.0,17.0,29.0,27.0,68.0,19.0,158.0,4.0,3.0,8.0,17.0,13.0,17.0,6.0,22.0,10.0,54.0,46.0,12.0,72.0,9.0,43.0,14.0,8.0,7.0,6.0,13.0,6.0,,6.0,,1.0,32.0,,3.0,2.0,3.0,,2.0,5.0,16.0,28.0,3.0,22.0,2.0,,9.0,3.0,54.0,2.0,2.0,0.7931034482758621,0.7931034482758621,0.8888888888888888,0.39705882352941174,0.375,0.2727272727272727,0.39705882352941174,0.4915254237288136,0.6666666666666666,0.7647058823529411,0.547244094488189,0.6071428571428571,0.5641025641025641,0.5766423357664233,0.6071428571428571,0.6136363636363636,0.5354330708661418,0.13559322033898305,0.2222222222222222,0.13636363636363635,0.028985507246376812,,0.1076923076923077,0.15789473684210525,0.1282051282051282,,0.5,0.6428571428571429,0.5555555555555556,0.1732283464566929,0.45454545454545453,0.5263157894736842,0.8,0.14960629921259844,0.5263157894736842,0.5555555555555556,1.0,0.1968503937007874,0.52,0.52,1.0,0.33858267716535434,0.32558139534883723,0.32558139534883723,0.7857142857142857,0.21428571428571427,0.6666666666666666,1.0,0.35714285714285715,0.2,1.0,0.1282051282051282,1.0,0.1282051282051282,0.4358974358974359,0.23529411764705882,0.32558139534883723,0.4953307692307693,0.06716417910447761,0.13636363636363635,0.10759493670886076,0.34177215189873417,25.266176470588235,2.0,2.0,5.0,3.0,2.0,3.0,1.0,3.0,0.05263157894736842,0.125,0.029585798816568046,0.036231884057971016,0.6666666666666666,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628395,1610612744,Jordan Bell,Jordan Bell,1628395,GSW,11991.0,200,-80,416,424,165,198,46,840,23,7.0,49,498,8.0,8.0,11.0,24,39,14.0,53,6.0,3.0,7.0,10.0,4.0,17,10.0,,165,15.319148936170212,0.4117647058823529,0.21428571428571427,0.06666666666666667,0.15942028985507245,0.19337016574585636,0.06341463414634146,0.06521739130434782,0.2916666666666667,0.1276595744680851,0.46,0.7777777777777778,0.48,0.4993580000000002,0.6054142857142858,8.373469387755103,0.39663461538461536,15.0,7.0,9.0,4.0,12.0,4.0,14.0,,,,,,,1.0,,1.0,,,23.0,,1.0,5.0,51.0,5.0,,1.0,10.0,12.0,22.0,,,3.0,27.0,28.0,18.0,,,1.0,,2.0,15.0,12.0,27.0,9.0,3.0,6.0,2.0,7.0,66.0,,3.0,6.0,3.0,1.0,2.0,7.0,12.0,18.0,,10.0,,,3.0,2.0,27.0,1.0,1.0,0.6086956521739131,0.7368421052631579,,,,,,0.46938775510204084,0.625,0.5454545454545454,0.46,0.5555555555555556,0.5454545454545454,0.4636363636363636,0.5555555555555556,0.54,0.02,0.04081632653061224,0.08695652173913043,,0.07317073170731707,0.06060606060606061,0.1935483870967742,0.19298245614035087,0.22727272727272727,,0.6521739130434783,0.7142857142857143,0.6,0.24,0.3333333333333333,0.3333333333333333,1.0,0.28,0.2857142857142857,0.2857142857142857,0.25,,,,,0.02,,,,,,,0.1111111111111111,,,0.4090909090909091,0.7777777777777778,,,,,0.49961363636363637,0.05660377358490566,0.057692307692307696,0.19607843137254902,0.5294117647058824,25.2,5.0,,5.0,4.0,1.0,2.0,2.0,,,0.23529411764705882,0.058823529411764705,0.04477611940298507,0.7142857142857143,0.2,,8.0,1.0,2.0,11.0,1.0,1.0,6.0,5.0,12.0,7.0,2.0,0.0625,0.1111111111111111,0.5833333333333334,,,,,,,,,,,True,,,,,,
2738,1610612744,Andre Iguodala,Andre Iguodala,2738,GSW,3975.0,66,-63,141,136,44,71,13,277,1,,3,183,,1.0,2.0,4,6,1.0,7,2.0,1.0,,3.0,,3,4.0,,42,11.11111111111111,,0.14285714285714285,0.02702702702702703,0.07692307692307693,0.1111111111111111,0.014285714285714285,0.09090909090909091,,0.13333333333333333,0.08333333333333333,,0.8333333333333334,0.5341791666666666,0.5061,9.700000000000001,0.3120567375886525,,,,,1.0,,1.0,2.0,3.0,,,3.0,,6.0,,1.0,,1.0,,2.0,9.0,4.0,10.0,,,1.0,,,,2.0,4.0,,6.0,,,6.0,,6.0,,,12.0,2.0,14.0,,2.0,6.0,4.0,2.0,30.0,,1.0,2.0,,1.0,,1.0,2.0,5.0,,4.0,,,2.0,,6.0,,,,,1.0,0.2222222222222222,,0.5,0.2222222222222222,,,,0.25,,0.75,0.35714285714285715,,0.75,0.75,,,,,,0.2727272727272727,0.125,,,,,,0.08333333333333333,,,,0.08333333333333333,,,,0.25,0.6666666666666666,0.6666666666666666,1.0,0.5,,,,,,,1.0,,,,,0.75,0.25,,,0.5536875,0.14285714285714285,0.4,,0.6,25.177777777777777,,2.0,,,,,,,,,,,,,0.6666666666666666,,,,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,True,,,,,,
1628035,1610612744,Alfonzo McKinnie,Alfonzo McKinnie,1628035,GSW,4970.0,83,-6,180,181,72,95,17,361,6,1.0,9,193,1.0,2.0,4.0,5,11,5.0,16,1.0,,1.0,,1.0,1,5.0,,72,12.0,1.0,0.09259259259259259,0.0425531914893617,0.12903225806451613,0.10588235294117647,0.056179775280898875,,,0.16,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.5318222222222222,0.56565,6.255555555555556,0.4,2.0,,1.0,1.0,2.0,1.0,1.0,,2.0,,,2.0,3.0,7.0,2.0,2.0,3.0,4.0,4.0,3.0,9.0,5.0,22.0,,2.0,2.0,7.0,1.0,3.0,3.0,6.0,5.0,16.0,8.0,,9.0,,7.0,3.0,1.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,,1.0,,,,1.0,,2.0,5.0,,10.0,,,3.0,2.0,16.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.4444444444444444,,0.3333333333333333,0.4722222222222222,1.0,0.6111111111111112,0.4782608695652174,0.875,0.6153846153846154,0.5,0.1111111111111111,0.16666666666666666,,0.06666666666666667,0.0625,,0.16666666666666666,,,0.3333333333333333,0.4,1.0,0.1111111111111111,0.5,0.5,1.0,0.05555555555555555,1.0,1.0,1.0,0.1111111111111111,,,,0.3888888888888889,0.42857142857142855,0.42857142857142855,1.0,,,,0.6666666666666666,1.0,1.0,0.1111111111111111,,0.2222222222222222,0.4444444444444444,0.75,0.42857142857142855,0.5021166666666667,0.14285714285714285,0.25,0.3181818181818182,0.7272727272727273,24.966666666666665,,,3.0,2.0,,,,,,0.2857142857142857,0.07142857142857142,0.058823529411764705,,,,,,1.0,2.0,,,,2.0,2.0,1.0,,,0.125,0.5,1.0,,,,,,,,,,True,,,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,4336.0,72,-30,164,164,60,62,14,328,9,1.0,19,180,1.0,1.0,5.0,2,7,2.0,9,4.0,2.0,4.0,3.0,2.0,7,7.0,,58,32.402234636871505,0.5714285714285714,0.05,0.030303030303030304,0.14705882352941177,0.0945945945945946,0.024390243902439025,,,0.19230769230769232,0.1836734693877551,0.5,0.7959183673469388,0.5096697916666668,0.4081,9.210526315789474,0.36585365853658536,8.0,2.0,2.0,2.0,3.0,5.0,7.0,,3.0,,,2.0,7.0,27.0,,1.0,3.0,10.0,15.0,7.0,30.0,6.0,57.0,1.0,,1.0,2.0,4.0,6.0,3.0,12.0,5.0,22.0,10.0,20.0,15.0,6.0,26.0,7.0,,5.0,2.0,7.0,1.0,1.0,3.0,2.0,,16.0,1.0,2.0,1.0,2.0,,,3.0,,4.0,,6.0,1.0,,2.0,,22.0,1.0,,0.3333333333333333,0.35714285714285715,0.7142857142857143,0.23333333333333334,,0.25,0.2413793103448276,0.7894736842105263,1.0,0.6666666666666666,0.5204081632653061,0.5,0.4722222222222222,0.5588235294117647,0.5,0.55,0.6122448979591837,,,,,0.08333333333333333,,0.07407407407407407,,0.04,0.8888888888888888,0.8888888888888888,0.375,0.061224489795918366,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.2,0.061224489795918366,,,,0.5510204081632653,0.25925925925925924,0.2692307692307692,0.7142857142857143,,,,0.5,,,0.1111111111111111,1.0,0.1111111111111111,0.5555555555555556,0.3,0.2692307692307692,0.51,0.058823529411764705,0.1,0.03508771929824561,0.38596491228070173,27.146666666666665,1.0,,1.0,,1.0,1.0,,,,,0.02040816326530612,0.02564102564102564,1.0,,,2.0,,,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,0.03333333333333333,0.037037037037037035,0.03225806451612903,,,,True,,,,,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,3005.0,50,1,114,115,43,43,8,229,3,1.0,5,121,1.0,1.0,7.0,11,20,1.0,21,1.0,,1.0,1.0,,2,,,41,9.01639344262295,0.5,0.3055555555555556,0.05555555555555555,0.3181818181818182,0.3103448275862069,0.02,,0.3333333333333333,0.3888888888888889,0.3333333333333333,1.0,0.7777777777777778,0.5437666666666667,0.6219,5.459999999999999,0.37719298245614036,3.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,4.0,,,,,3.0,1.0,4.0,,9.0,1.0,,,2.0,1.0,2.0,,,,2.0,,6.0,3.0,,4.0,1.0,,8.0,5.0,13.0,4.0,1.0,4.0,2.0,2.0,31.0,,1.0,1.0,1.0,,,1.0,6.0,7.0,,,,,,,2.0,1.0,,,,1.0,0.25,,,0.25,0.6,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.4444444444444444,,,,0.16666666666666666,,0.3333333333333333,0.2857142857142857,,,1.0,1.0,,0.1111111111111111,,,,0.1111111111111111,,,,,,,,0.4444444444444444,0.25,0.25,1.0,,,,,,,0.5,1.0,,,,0.25,0.5287,,,0.2222222222222222,0.2222222222222222,26.75,1.0,,,2.0,,,,,,0.6666666666666666,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,7694.0,128,-16,260,267,79,118,35,527,14,4.0,30,270,5.0,11.0,7.0,12,19,17.0,36,6.0,4.0,2.0,2.0,,4,12.0,,79,13.422818791946309,0.5,0.13953488372093023,0.14473684210526316,0.11864406779661017,0.1310344827586207,0.11724137931034483,0.08695652173913043,0.19047619047619047,0.09090909090909091,0.4375,0.8,0.5,0.4833387096774193,0.5553600000000001,8.599999999999998,0.3038461538461538,9.0,4.0,5.0,3.0,6.0,7.0,10.0,,,,,,,2.0,,,,1.0,19.0,,2.0,6.0,44.0,3.0,,,8.0,5.0,6.0,,1.0,3.0,13.0,28.0,10.0,,,2.0,,3.0,12.0,6.0,18.0,3.0,3.0,3.0,1.0,8.0,42.0,1.0,2.0,,2.0,,,1.0,6.0,17.0,3.0,10.0,2.0,,6.0,,13.0,3.0,,0.7368421052631579,0.7777777777777778,,,,,,0.6333333333333333,0.6,0.8333333333333334,0.59375,0.6,0.7142857142857143,0.6111111111111112,0.6666666666666666,0.7222222222222222,0.0625,0.1,0.21428571428571427,,0.13636363636363635,0.1935483870967742,0.05,0.15555555555555556,0.2,0.1111111111111111,0.6428571428571429,0.8181818181818182,0.5555555555555556,0.1875,0.5,0.5,0.6666666666666666,0.3125,0.7,0.7,1.0,,,,,0.0625,,,,,,,,,,0.7142857142857143,0.8,,0.14285714285714285,,,0.5328166666666666,0.16666666666666666,0.17647058823529413,0.18181818181818182,0.29545454545454547,32.65,2.0,,6.0,,,2.0,,,,,0.08695652173913043,0.08928571428571429,0.5,,,2.0,,1.0,2.0,,,,2.0,2.0,1.0,,,0.07692307692307693,0.5,2.0,,,,,,,,,,True,,,,,,
1628980,1610612744,Jacob Evans,Jacob Evans,1628980,GSW,5420.0,90,-15,185,186,72,83,20,371,5,1.0,18,193,1.0,2.0,4.0,2,6,3.0,9,1.0,1.0,5.0,,3.0,5,3.0,,72,13.461538461538462,1.0,0.03636363636363636,0.03225806451612903,0.10256410256410256,0.06382978723404255,0.03225806451612903,,0.058823529411764705,0.1,0.21739130434782608,0.5,0.43478260869565216,0.4512152173913044,0.4659,11.683333333333334,0.3891891891891892,1.0,1.0,1.0,2.0,4.0,3.0,9.0,,1.0,,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,,15.0,1.0,1.0,1.0,5.0,4.0,7.0,1.0,2.0,,11.0,6.0,6.0,3.0,,4.0,1.0,2.0,11.0,2.0,13.0,2.0,,4.0,3.0,4.0,28.0,1.0,,,2.0,,,1.0,10.0,13.0,,1.0,1.0,,1.0,,11.0,1.0,,0.5,0.5,1.0,0.2,1.0,0.5,0.2,0.3333333333333333,1.0,0.5714285714285714,0.32608695652173914,1.25,0.6111111111111112,0.32608695652173914,1.25,0.6111111111111112,0.21739130434782608,0.1111111111111111,0.4,,0.041666666666666664,0.06666666666666667,,0.03571428571428571,0.1111111111111111,0.07142857142857142,0.2,0.3333333333333333,1.0,0.17391304347826086,0.5,0.5,0.5,0.391304347826087,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.043478260869565216,,,,0.17391304347826086,0.25,0.25,1.0,,,,0.5,1.0,1.0,0.1111111111111111,1.0,0.1111111111111111,0.1111111111111111,1.0,0.25,0.4478388888888889,0.043478260869565216,0.05555555555555555,0.3333333333333333,0.7333333333333333,25.54,1.0,,1.0,,,,,,,,0.03225806451612903,0.038461538461538464,1.0,1.0,,,,,2.0,,,1.0,1.0,2.0,1.0,,,,0.5,,,,,,,,,,,True,,,,,,
