EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,HeaveAttempts,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,Fg3aBlocked,LongMidRangeAssists,FTOffRebounds,StepOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Technical Free Throw Trips,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,Clear Path Fouls,BlockedArc3,OffensiveGoaltends,on,HeaveMakes
101109,1610612760,Raymond Felton,Raymond Felton,101109,OKC,4181.0,70,-19.0,144,145,33.0,44,13.0,289,1.0,3.0,2.0,3.0,3.0,4.0,12.0,1.0,2.0,2.0,7.0,4.0,15.0,16.0,173.0,1.0,2.0,2.0,4.0,9.0,3.0,12.0,4.0,1.0,5.0,6.0,11.0,5.0,1.0,4.0,1.0,28.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,33.0,0.75,0.26666666666666666,0.26666666666666666,0.2857142857142857,0.36363636363636365,0.36363636363636365,0.6818181818181818,0.14285714285714285,0.3333333333333333,14.285714285714285,1.0,0.041666666666666664,0.02,0.015384615384615385,0.013157894736842105,0.02857142857142857,0.05555555555555555,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.6666666666666666,0.6666666666666666,0.13636363636363635,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.75,1.0,0.5,0.7272727272727273,0.3333333333333333,0.5191428571428571,0.46313333333333334,11.77142857142857,26.02,0.22916666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627846,1610612760,Abdel Nader,Abdel Nader,1627846,OKC,7625.0,127,-52.0,264,263,108.0,127,30.0,527,20.0,9.0,1.0,3.0,6.0,5.0,14.0,2.0,3.0,19.0,32.0,7.0,20.0,62.0,304.0,3.0,7.0,5.0,20.0,18.0,3.0,13.0,5.0,4.0,2.0,3.0,5.0,3.0,,,2.0,13.0,2.0,3.0,25.0,3.0,28.0,5.0,2.0,2.0,1.0,8.0,7.0,13.0,6.0,2.0,2.0,2.0,107.0,0.8571428571428571,0.35,0.3684210526315789,0.59375,0.5673076923076923,0.5849056603773585,0.38461538461538464,0.125,0.1111111111111111,20.26578073089701,0.25,0.07692307692307693,0.03571428571428571,0.184,0.022556390977443608,0.021739130434782608,0.03125,0.38461538461538464,0.17307692307692307,0.057692307692307696,0.3333333333333333,0.3333333333333333,0.11538461538461539,0.2692307692307692,0.35714285714285715,0.35714285714285715,1.0,0.2857142857142857,0.25,0.7692307692307693,0.38461538461538464,0.5413078431372549,0.520690909090909,4.681249999999999,26.28,0.4090909090909091,14.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,9.0,3.0,1.0,2.0,11.0,18.0,4.0,1.0,1.0,20.0,2.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,6.0,4.0,4.0,1.0,2.0,11.0,2.0,1.0,0.47368421052631576,0.5294117647058824,0.3333333333333333,0.2,0.75,0.42857142857142855,0.6428571428571429,0.375,0.6428571428571429,0.4230769230769231,0.15,0.4,0.23255813953488372,0.012987012987012988,0.037037037037037035,0.1,0.2222222222222222,0.12903225806451613,0.35714285714285715,0.2857142857142857,0.047619047619047616,1.0,0.7,0.8235294117647058,0.5,0.4444444444444444,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.42857142857142855,1.0,0.3333333333333333,0.14285714285714285,0.5,1.0,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5214300000000001,0.07692307692307693,0.125,0.14516129032258066,0.1774193548387097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628390,1610612760,Terrance Ferguson,Terrance Ferguson,1628390,OKC,115862.0,1931,141.0,4106,4107,856.0,1063,514.0,8213,91.0,26.0,7.0,24.0,158.0,44.0,132.0,25.0,23.0,79.0,141.0,106.0,290.0,513.0,4508.0,39.0,31.0,56.0,20.0,318.0,,132.0,44.0,11.0,39.0,33.0,72.0,14.0,19.0,27.0,9.0,177.0,14.0,61.0,108.0,33.0,141.0,40.0,26.0,21.0,14.0,47.0,106.0,231.0,60.0,16.0,7.0,16.0,847.0,1.0,0.36551724137931035,0.36551724137931035,0.5602836879432624,0.5522041763341067,0.5637362637362637,0.6728538283062645,0.07801418439716312,0.15384615384615385,10.657306955966815,0.44680851063829785,0.07625,0.017543859649122806,0.057065217391304345,0.016120906801007556,0.013961605584642234,0.07755775577557755,0.2111368909512761,0.060324825986078884,0.05568445475638051,0.2916666666666667,0.2916666666666667,0.3665893271461717,0.3062645011600928,0.3333333333333333,0.33587786259541985,1.0,0.4716981132075472,0.26436781609195403,0.8839907192575406,0.3333333333333333,0.5729595127610209,0.5758143678160921,5.639007092198581,24.27172413793104,0.20847540185094984,66.0,5.0,10.0,16.0,22.0,6.0,62.0,14.0,33.0,6.0,6.0,37.0,7.0,14.0,14.0,63.0,16.0,19.0,9.0,98.0,138.0,8.0,,18.0,44.0,3.0,8.0,14.0,4.0,26.0,6.0,7.0,3.0,4.0,12.0,3.0,9.0,51.0,2.0,19.0,6.0,7.0,96.0,23.0,4.0,0.8734177215189873,0.92,0.358974358974359,0.3392857142857143,0.5,0.5161290322580645,0.5283018867924528,0.5114942528735632,0.5431034482758621,0.5268817204301075,0.07692307692307693,0.029411764705882353,0.04230769230769231,0.015164279696714406,0.021825396825396824,0.02666666666666667,0.0420353982300885,0.04189944134078212,0.043478260869565216,0.07216494845360824,0.034482758620689655,0.4375,0.7252747252747253,0.7857142857142857,0.8939393939393939,0.23076923076923078,0.2727272727272727,0.6666666666666666,0.3924050632911392,0.39490445859872614,1.0,0.18867924528301888,0.5,0.2,0.2641509433962264,0.24,1.0,0.25287356321839083,0.7272727272727273,0.3793103448275862,0.2608695652173913,0.5571264705882354,0.044543429844097995,0.12025316455696203,0.12280701754385964,0.19103313840155944,8.0,13.0,7.0,2.0,3.0,1.0,5.0,5.0,6.0,19.0,1.0,8.0,1.0,4.0,0.006896551724137931,0.006329113924050633,0.007575757575757576,0.0072992700729927005,0.01256281407035176,0.007017543859649123,0.8571428571428571,0.5714285714285714,1.0,0.3939393939393939,0.003436426116838488,,,,,,,,,,,,True,
1628393,1610612760,Jawun Evans,Jawun Evans,1628393,OKC,34.0,1,,1,1,,1,,2,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,100.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.414,,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629126,1610612760,Deonte Burton,Deonte Burton,1629126,OKC,2888.0,48,-12.0,105,97,35.0,58,8.0,202,8.0,4.0,,,,,1.0,,1.0,6.0,12.0,,1.0,14.0,120.0,,3.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,4.0,6.0,3.0,2.0,,2.0,35.0,,,,0.5,0.46153846153846156,0.4666666666666667,0.07692307692307693,0.08333333333333333,,12.820512820512821,1.0,0.07142857142857142,0.045454545454545456,0.02857142857142857,0.0196078431372549,,0.09090909090909091,0.6153846153846154,0.3076923076923077,,,,,0.07692307692307693,,,,,0.25,0.6923076923076923,,0.5397384615384615,0.590025,3.841666666666667,25.7,0.3333333333333333,6.0,1.0,1.0,2.0,2.0,,,,,,,2.0,1.0,2.0,,2.0,2.0,,2.0,6.0,12.0,,,,,,,,,,,1.0,,,,,,4.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,,,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.125,,,,,0.3333333333333333,,,,,,0.5,0.75,0.8571428571428571,1.0,,,,,,,0.5,1.0,1.0,,,,0.5,1.0,,,0.53135,0.14285714285714285,0.15384615384615385,0.14285714285714285,0.42857142857142855,,,,1.0,,,,,1.0,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,True,
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,91293.0,1522,114.0,3258,3267,574.0,777,414.0,6525,321.0,122.0,54.0,167.0,27.0,52.0,197.0,24.0,47.0,284.0,610.0,63.0,224.0,917.0,3594.0,33.0,117.0,52.0,470.0,111.0,78.0,197.0,52.0,31.0,306.0,181.0,487.0,118.0,63.0,217.0,71.0,1155.0,26.0,164.0,392.0,59.0,451.0,74.0,42.0,132.0,105.0,199.0,56.0,149.0,185.0,17.0,8.0,17.0,566.0,0.5873015873015873,0.28125,0.28125,0.46557377049180326,0.4538369304556355,0.48668796592119273,0.2685851318944844,0.05081967213114754,0.07377049180327869,30.43594543995721,0.6633165829145728,0.25585023400936036,0.04126984126984127,0.23192360163710776,0.037177063642092,0.03355704697986577,0.24897119341563786,0.38489208633093525,0.14628297362110312,0.20023980815347722,0.32335329341317365,0.3253012048192771,0.03237410071942446,0.23621103117505995,0.2639593908629442,0.26666666666666666,0.5384615384615384,0.23076923076923078,0.2781065088757396,0.6534772182254197,0.2639593908629442,0.5310012620192308,0.5298535928143712,7.479016393442623,25.517410714285713,0.1761817065684469,196.0,24.0,40.0,49.0,67.0,34.0,11.0,9.0,5.0,5.0,8.0,160.0,31.0,71.0,8.0,97.0,63.0,9.0,63.0,216.0,98.0,24.0,,33.0,176.0,52.0,12.0,32.0,38.0,67.0,10.0,27.0,3.0,11.0,26.0,7.0,5.0,236.0,19.0,103.0,18.0,8.0,213.0,14.0,15.0,0.17253521126760563,0.1801470588235294,0.24242424242424243,0.17307692307692307,0.43661971830985913,0.5384615384615384,0.41346153846153844,0.4526627218934911,0.4409090909090909,0.5142857142857142,0.06542056074766354,0.65,0.21333333333333335,0.034482758620689655,0.0430622009569378,0.060109289617486336,0.1329639889196676,0.23958333333333334,0.3352272727272727,0.27741935483870966,0.026845637583892617,0.47058823529411764,0.6105919003115264,0.6533333333333333,0.18877551020408162,0.2786885245901639,0.3008849557522124,0.08823529411764706,0.4074074074074074,0.4230769230769231,0.8181818181818182,0.38461538461538464,0.6,0.3333333333333333,0.08653846153846154,0.20833333333333334,0.6,0.39644970414201186,0.7313432835820896,0.029585798816568046,0.1702127659574468,0.5116307142857143,0.11509229098805646,0.1484149855907781,0.10577971646673937,0.23555070883315157,3.0,1.0,11.0,3.0,18.0,,1.0,6.0,6.0,8.0,3.0,9.0,,2.0,0.013392857142857142,0.037037037037037035,0.01015228426395939,,0.037383177570093455,0.013761467889908258,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.2,0.013215859030837005,4.0,4.0,0.005988023952095809,,,,,,,,,True,
202693,1610612760,Markieff Morris,Markieff Morris,202693,OKC,8053.0,134,6.0,274,282,101.0,91,30.0,556,12.0,16.0,2.0,3.0,12.0,10.0,18.0,1.0,9.0,18.0,31.0,13.0,30.0,80.0,329.0,2.0,12.0,13.0,10.0,39.0,,18.0,10.0,3.0,7.0,1.0,8.0,1.0,,6.0,1.0,17.0,1.0,5.0,22.0,3.0,25.0,4.0,3.0,3.0,2.0,3.0,6.0,18.0,9.0,2.0,,2.0,100.0,1.0,0.43333333333333335,0.43333333333333335,0.5806451612903226,0.6147540983606558,0.6349206349206349,0.4918032786885246,0.0967741935483871,0.0625,21.359223300970875,1.0,0.08333333333333333,0.016129032258064516,0.14285714285714285,0.022727272727272728,0.025,0.05128205128205128,0.19672131147540983,0.26229508196721313,0.04918032786885246,0.6666666666666666,0.6666666666666666,0.19672131147540983,0.29508196721311475,0.5555555555555556,0.5555555555555556,1.0,0.14285714285714285,0.36,0.6885245901639344,0.5555555555555556,0.5189557377049181,0.54514,6.693548387096773,24.62333333333333,0.3686131386861314,7.0,,2.0,4.0,7.0,9.0,3.0,1.0,4.0,1.0,4.0,5.0,3.0,5.0,2.0,14.0,7.0,6.0,3.0,35.0,26.0,,,2.0,14.0,3.0,,1.0,,,,1.0,,,2.0,,1.0,6.0,1.0,2.0,,2.0,35.0,5.0,,0.7222222222222222,0.7222222222222222,1.0,0.46153846153846156,0.6,0.5833333333333334,0.8571428571428571,0.64,0.875,0.6730769230769231,0.16666666666666666,0.3333333333333333,0.1917808219178082,0.02857142857142857,0.05714285714285714,,0.18518518518518517,0.20833333333333334,0.18181818181818182,0.14285714285714285,,1.0,0.5833333333333334,0.7,1.0,0.5625,0.6,0.6666666666666666,0.25,0.25,1.0,0.2857142857142857,,,0.14285714285714285,1.0,1.0,0.28,0.5714285714285714,0.16,0.4444444444444444,0.5448000000000001,0.047619047619047616,0.0625,0.175,0.4375,1.0,2.0,2.0,,,,,,,,1.0,2.0,,,,,,,,,,1.0,1.0,0.5,0.03225806451612903,,,,,,,,,,,,True,
202335,1610612760,Patrick Patterson,Patrick Patterson,202335,OKC,13021.0,217,-40.0,470,465,119.0,136,55.0,935,12.0,14.0,,2.0,16.0,9.0,29.0,5.0,5.0,12.0,28.0,14.0,45.0,75.0,537.0,6.0,3.0,8.0,8.0,42.0,,29.0,9.0,3.0,4.0,2.0,6.0,2.0,,3.0,,14.0,6.0,13.0,24.0,17.0,41.0,6.0,5.0,2.0,1.0,3.0,8.0,12.0,12.0,4.0,,4.0,119.0,1.0,0.3111111111111111,0.3111111111111111,0.42857142857142855,0.4520547945205479,0.487012987012987,0.6164383561643836,0.10714285714285714,,14.869888475836431,0.6666666666666666,0.14285714285714285,0.05405405405405406,0.1111111111111111,0.07391304347826087,0.046511627906976744,0.15714285714285714,0.1643835616438356,0.1917808219178082,0.0273972602739726,,,0.2191780821917808,0.3972602739726027,0.3103448275862069,0.3103448275862069,1.0,0.3333333333333333,0.45454545454545453,0.7808219178082192,0.3103448275862069,0.5283294520547945,0.5514772727272728,6.725,24.468888888888888,0.2531914893617021,6.0,3.0,8.0,1.0,2.0,6.0,5.0,1.0,3.0,2.0,,9.0,3.0,9.0,2.0,15.0,1.0,1.0,2.0,7.0,16.0,6.0,,11.0,10.0,1.0,4.0,1.0,,1.0,,1.0,,2.0,1.0,,,12.0,2.0,6.0,,,7.0,,,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.125,0.3333333333333333,0.3333333333333333,0.4,0.22727272727272727,0.4411764705882353,0.2916666666666667,0.25,0.125,0.08620689655172414,0.09243697478991597,0.021739130434782608,0.08,0.04,0.07142857142857142,0.20833333333333334,0.09523809523809523,0.09090909090909091,,0.5,0.6666666666666666,0.5,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.3125,0.3125,1.0,0.5333333333333333,0.375,,0.06666666666666667,0.4,1.0,0.18181818181818182,0.5,0.2727272727272727,,0.54308,0.1038961038961039,0.1875,0.2,0.09333333333333334,,1.0,3.0,,1.0,,,,,2.0,2.0,4.0,,,,,,,0.16666666666666666,0.0967741935483871,,,,0.3333333333333333,0.044444444444444446,,,,2.0,1.0,1.0,,,,,,True,
203924,1610612760,Jerami Grant,Jerami Grant,203924,OKC,89580.0,1493,142.0,3184,3186,585.0,719,406.0,6370,207.0,74.0,9.0,30.0,84.0,39.0,85.0,5.0,16.0,159.0,311.0,76.0,169.0,625.0,3449.0,12.0,49.0,28.0,78.0,225.0,3.0,85.0,39.0,41.0,19.0,25.0,44.0,16.0,9.0,12.0,4.0,113.0,18.0,92.0,203.0,54.0,257.0,33.0,26.0,17.0,10.0,43.0,64.0,132.0,110.0,48.0,17.0,49.0,576.0,0.9868421052631579,0.44970414201183434,0.44970414201183434,0.5112540192926045,0.56875,0.5929791271347249,0.35208333333333336,0.13183279742765272,0.1891891891891892,15.6078860898138,0.3953488372093023,0.14511041009463724,0.030100334448160536,0.131852879944483,0.03432642487046632,0.0332541567695962,0.13429752066115702,0.43125,0.15416666666666667,0.0625,0.3,0.3,0.175,0.17708333333333334,0.4588235294117647,0.4588235294117647,0.9743589743589743,0.09433962264150944,0.2077922077922078,0.7833333333333333,0.4588235294117647,0.555704375,0.5701071428571428,4.515112540192927,24.31715976331361,0.18373115577889448,129.0,26.0,38.0,26.0,35.0,21.0,37.0,7.0,12.0,3.0,5.0,79.0,26.0,41.0,7.0,78.0,31.0,9.0,28.0,117.0,240.0,28.0,,35.0,98.0,13.0,10.0,7.0,,26.0,3.0,7.0,2.0,3.0,7.0,10.0,8.0,110.0,15.0,58.0,4.0,28.0,115.0,9.0,3.0,0.7547169811320755,0.8275862068965517,0.5833333333333334,0.32142857142857145,0.6341463414634146,0.6326530612244898,0.6886792452830188,0.577922077922078,0.6964285714285714,0.6428571428571429,0.13043478260869565,0.17333333333333334,0.12143742255266418,0.03699788583509514,0.04611650485436893,0.022598870056497175,0.11331444759206799,0.11678832116788321,0.14444444444444443,0.18,0.049019607843137254,0.5714285714285714,0.6231884057971014,0.7166666666666667,0.7751937984496124,0.28378378378378377,0.35,0.5714285714285714,0.44047619047619047,0.44047619047619047,1.0,0.7169811320754716,0.6842105263157895,0.34615384615384615,0.1320754716981132,0.6,0.6666666666666666,0.45454545454545453,0.7428571428571429,0.15584415584415584,0.3125,0.5643841463414635,0.11089866156787763,0.1638418079096045,0.1248,0.1872,4.0,4.0,5.0,,3.0,1.0,4.0,7.0,5.0,12.0,,31.0,,2.0,,,,0.01,0.0379746835443038,0.01834862385321101,0.8888888888888888,0.5714285714285714,1.0,0.3333333333333333,,8.0,1.0,,,,,1.0,1.0,,,,True,
203471,1610612760,Dennis Schroder,Dennis Schroder,203471,OKC,43692.0,728,68.0,1537,1540,470.0,513,181.0,3077,111.0,62.0,27.0,68.0,14.0,35.0,103.0,9.0,28.0,109.0,241.0,43.0,117.0,414.0,1700.0,11.0,58.0,32.0,186.0,114.0,15.0,101.0,35.0,23.0,71.0,51.0,122.0,38.0,13.0,59.0,6.0,295.0,5.0,41.0,88.0,16.0,104.0,26.0,16.0,29.0,20.0,43.0,26.0,57.0,78.0,3.0,,4.0,466.0,0.8837209302325582,0.36752136752136755,0.3739130434782609,0.45228215767634855,0.48463687150837986,0.5201005025125628,0.3268156424581006,0.0954356846473029,0.11290322580645161,25.229357798165136,0.6744186046511628,0.13898305084745763,0.0165016501650165,0.12831858407079647,0.02066115702479339,0.017777777777777778,0.1336405529953917,0.3100558659217877,0.17318435754189945,0.18994413407821228,0.39705882352941174,0.39705882352941174,0.03910614525139665,0.2877094972067039,0.33980582524271846,0.33980582524271846,0.8857142857142857,0.34615384615384615,0.3111111111111111,0.6368715083798883,0.3465346534653465,0.5077556179775281,0.4903244318181818,8.317842323651453,26.090598290598294,0.30579050097592714,59.0,2.0,5.0,14.0,24.0,23.0,8.0,2.0,4.0,2.0,7.0,67.0,7.0,15.0,3.0,27.0,30.0,8.0,28.0,112.0,32.0,,2.0,10.0,46.0,1.0,2.0,10.0,7.0,14.0,1.0,9.0,,2.0,11.0,1.0,2.0,88.0,8.0,36.0,12.0,3.0,110.0,5.0,9.0,0.14678899082568808,0.14678899082568808,0.2727272727272727,0.25,0.4666666666666667,0.5172413793103449,0.4423076923076923,0.4666666666666667,0.48214285714285715,0.5185185185185185,0.14414414414414414,0.027777777777777776,0.12010443864229765,0.02364066193853428,0.018404907975460124,0.01282051282051282,0.09411764705882353,0.11382113821138211,0.17777777777777778,0.15384615384615385,0.011363636363636364,0.75,0.5315315315315315,0.6210526315789474,0.13559322033898305,0.3709677419354839,0.41818181818181815,0.21739130434782608,0.5714285714285714,0.5714285714285714,0.875,0.19230769230769232,0.4,0.5,0.07692307692307693,0.2222222222222222,0.5,0.26666666666666666,0.5833333333333334,0.044444444444444446,0.25,0.465165625,0.09326424870466321,0.13382899628252787,0.06521739130434782,0.27053140096618356,1.0,1.0,4.0,,6.0,1.0,2.0,3.0,,13.0,,3.0,,,,,,0.017857142857142856,0.02857142857142857,0.025,0.1111111111111111,0.5,1.0,0.25,,3.0,,,,,1.0,1.0,,1.0,1.0,,True,
