EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyFG2M,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyFg2Pct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceFtPoints,PtsUnassisted3s,Corner3Assists,SecondChanceTurnovers,Corner3FGM,Corner3FGA,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,OffLongMidRangeReboundPct,SecondChanceArc3FGA,SecondChanceArc3Frequency,Travels,OffCorner3ReboundPct,Defensive 3 Seconds Violations,PenaltyCorner3FGM,Charge Fouls Drawn,LongMidRangePctBlocked,PenaltyCorner3Accuracy,OffensiveGoaltends,on,SecondChanceArc3FGM,HeaveAttempts,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Corner3PctBlocked,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,FTOffRebounds,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,Technical Free Throw Trips,BlockedArc3,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,Clear Path Fouls
1626171,1610612741,Bobby Portis,Bobby Portis,1626171,CHI,1511.0,25,8.0,48,45,15.0,15,3.0,93,3.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,8.0,1.0,1.0,6.0,13.0,5.0,8.0,6.0,33.0,56.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,9.0,4.0,8.0,15.0,2.0,8.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,1.0,2.0,9.0,15.0,2.0,0.3333333333333333,0.4,1.0,0.625,1.0,0.625,0.46153846153846156,1.0,0.6428571428571429,1.0,0.5,0.6875,1.0,0.75,0.38095238095238093,0.07692307692307693,0.14285714285714285,49.01960784313725,0.18181818181818182,0.07692307692307693,0.25,0.21052631578947367,0.05263157894736842,0.2,0.25,0.25,0.25,0.1111111111111111,0.3333333333333333,0.42857142857142855,0.5,0.3333333333333333,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.38095238095238093,0.625,0.625,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.625,0.5079809523809523,0.6139,0.4804333333333333,0.045454545454545456,0.07142857142857142,0.06060606060606061,0.2727272727272727,7.338461538461539,25.75,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1626245,1610612741,Cristiano Felicio,Cristiano Felicio,1626245,CHI,7916.0,132,6.0,272,269,49.0,58,22.0,541,12.0,21.0,3.0,4.0,1.0,1.0,6.0,,2.0,,1.0,,,13.0,29.0,,1.0,7.0,33.0,308.0,3.0,4.0,6.0,1.0,,,3.0,5.0,22.0,4.0,,2.0,1.0,,6.0,6.0,9.0,3.0,21.0,6.0,12.0,12.0,27.0,7.0,34.0,1.0,3.0,1.0,2.0,5.0,1.0,8.0,12.0,1.0,8.0,13.0,6.0,2.0,5.0,49.0,2.0,0.8461538461538461,0.9166666666666666,,,,,0.4482758620689655,0.75,0.43333333333333335,0.75,1.0,0.4714285714285714,0.75,0.8333333333333334,0.03333333333333333,0.20689655172413793,0.19047619047619047,13.559322033898304,0.19047619047619047,0.08,0.24,0.21238938053097345,0.0603448275862069,0.05714285714285714,0.15625,0.2564102564102564,0.18181818181818182,0.1,0.7,0.5714285714285714,0.7058823529411765,0.9166666666666666,0.2,0.16666666666666666,0.25,0.06666666666666667,,,,0.03333333333333333,,,,1.0,0.75,1.0,,,0.7333333333333333,,0.5457983333333334,0.647775,0.7628,0.18181818181818182,0.1875,0.18181818181818182,0.15151515151515152,3.6413793103448278,25.0,0.1801470588235294,1.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6,0.25,0.024390243902439025,0.17391304347826086,0.02857142857142857,0.16666666666666666,0.2631578947368421,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1627853,1610612741,Ryan Arcidiacono,Ryan Arcidiacono,1627853,CHI,6395.0,107,-26.0,223,223,40.0,43,15.0,446,,4.0,,,,7.0,10.0,4.0,8.0,6.0,13.0,,2.0,11.0,22.0,6.0,13.0,14.0,54.0,276.0,,,2.0,4.0,,2.0,2.0,8.0,2.0,20.0,15.0,,13.0,6.0,1.0,17.0,22.0,12.0,49.0,3.0,7.0,9.0,16.0,3.0,19.0,1.0,4.0,,1.0,2.0,,7.0,10.0,,14.0,15.0,8.0,1.0,8.0,40.0,1.0,0.09090909090909091,0.09090909090909091,0.8333333333333334,0.46153846153846156,,0.46153846153846156,0.5,,0.5714285714285714,,0.5,0.6585365853658537,1.0,0.5714285714285714,0.37142857142857144,0.045454545454545456,,18.067226890756302,0.18,0.05084745762711865,0.20588235294117646,0.19047619047619047,0.030612244897959183,,0.12,0.2222222222222222,0.14285714285714285,0.058823529411764705,0.11428571428571428,,,,0.2857142857142857,0.7,0.7777777777777778,0.22857142857142856,0.5,0.5,0.25,0.37142857142857144,0.46153846153846156,0.46153846153846156,0.8333333333333334,,,,0.3333333333333333,,0.4857142857142857,0.46153846153846156,0.48528428571428567,,0.4576416666666667,0.2,0.2962962962962963,0.037037037037037035,0.14814814814814814,11.095454545454546,25.73846153846154,0.17937219730941703,,3.0,5.0,4.0,2.0,3.0,,,4.0,1.0,,1.0,1.0,3.0,,,,,0.75,0.1,0.5,,,0.15,,0.2222222222222222,0.25,,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1627885,1610612741,Shaquille Harrison,Shaquille Harrison,1627885,CHI,6374.0,106,-8.0,218,216,46.0,44,23.0,434,19.0,32.0,2.0,3.0,4.0,2.0,7.0,1.0,5.0,1.0,4.0,,,22.0,44.0,2.0,6.0,3.0,53.0,241.0,2.0,4.0,4.0,7.0,,,,10.0,6.0,38.0,6.0,,4.0,1.0,4.0,7.0,10.0,7.0,23.0,6.0,9.0,7.0,16.0,6.0,22.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,7.0,,8.0,7.0,6.0,,10.0,46.0,,0.13636363636363635,0.13636363636363635,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.5,0.5,0.5,0.7142857142857143,0.5196078431372549,0.5,0.7142857142857143,0.12,0.09090909090909091,0.125,21.311475409836067,0.125,0.08695652173913043,0.24324324324324326,0.17204301075268819,0.058823529411764705,0.14285714285714285,0.11538461538461539,0.20689655172413793,0.375,0.18181818181818182,0.64,0.59375,0.6785714285714286,0.15789473684210525,0.14,0.2857142857142857,0.2857142857142857,0.1,0.2,0.2,,0.08,0.25,0.25,1.0,0.75,0.6666666666666666,0.5714285714285714,,,0.76,0.25,0.544114,0.570925,0.4905857142857143,0.11764705882352941,0.13333333333333333,0.07547169811320754,0.18867924528301888,4.497727272727272,24.733333333333334,0.21100917431192662,3.0,5.0,3.0,3.0,,,,,4.0,,,1.0,,5.0,2.0,1.0,2.0,,0.7142857142857143,,,,,0.05,,0.26666666666666666,,,,0.75,,,,,1.0,2.0,1.0,1.0,0.04,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1629102,1610612741,Brandon Sampson,Brandon Sampson,1629102,CHI,12858.0,214,-28.0,438,433,79.0,94,40.0,871,12.0,19.0,,1.0,3.0,5.0,10.0,,2.0,7.0,20.0,1.0,2.0,17.0,31.0,11.0,29.0,4.0,71.0,507.0,1.0,2.0,5.0,6.0,1.0,3.0,2.0,15.0,26.0,8.0,30.0,,20.0,7.0,1.0,4.0,10.0,3.0,26.0,3.0,7.0,6.0,13.0,3.0,16.0,2.0,8.0,3.0,5.0,12.0,1.0,11.0,19.0,1.0,6.0,6.0,3.0,,15.0,79.0,,0.7647058823529411,0.7647058823529411,0.9090909090909091,0.3793103448275862,0.3333333333333333,0.3793103448275862,0.5483870967741935,0.5,0.5583333333333333,0.8333333333333334,0.7222222222222222,0.5634920634920635,0.8333333333333334,0.75,0.48333333333333334,0.03225806451612903,,15.592515592515594,0.05357142857142857,0.022222222222222223,0.09333333333333334,0.06951871657754011,0.014925373134328358,0.015151515151515152,0.03636363636363636,0.1,0.06666666666666667,0.06666666666666667,0.31666666666666665,0.631578947368421,0.631578947368421,0.8333333333333334,0.16666666666666666,0.5,0.5555555555555556,0.03333333333333333,,,,0.3333333333333333,0.35,0.3684210526315789,0.8571428571428571,0.3333333333333333,,0.3333333333333333,0.2222222222222222,0.5,0.8,0.35,0.5305033333333333,0.53415,0.5678444444444445,0.047619047619047616,0.08823529411764706,0.07042253521126761,0.2112676056338028,4.683870967741935,25.099999999999998,0.18036529680365296,3.0,5.0,6.0,5.0,,1.0,,,5.0,7.0,4.0,1.0,3.0,,3.0,2.0,3.0,1.0,0.8333333333333334,0.1,0.5833333333333334,,,0.05,,,0.12903225806451613,0.3333333333333333,,1.0,,3.0,1.0,4.0,4.0,9.0,1.0,1.0,0.15,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.034482758620689655,0.05,0.6,0.3333333333333333,1.0,1.0,0.1111111111111111,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1627739,1610612741,Kris Dunn,Kris Dunn,1627739,CHI,741.0,12,-4.0,24,21,5.0,6,2.0,45,,,,,,,1.0,1.0,2.0,,,,,1.0,3.0,,,1.0,3.0,31.0,,,1.0,1.0,,,,,,2.0,,,,,,1.0,3.0,1.0,8.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,1.0,2.0,,2.0,2.0,1.0,,,5.0,,,,,,,,0.3333333333333333,,0.3333333333333333,,,0.375,0.5,,,,,15.384615384615383,0.16666666666666666,0.14285714285714285,,0.1,0.1,,0.16666666666666666,,,1.0,,,,,0.3333333333333333,,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,0.3805666666666667,,0.2741,0.25,0.25,0.3333333333333333,,17.333333333333332,,0.20833333333333334,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1628374,1610612741,Lauri Markkanen,Lauri Markkanen,1628374,CHI,1000.0,17,3.0,36,33,21.0,10,1.0,69,1.0,2.0,,,2.0,1.0,3.0,,,1.0,3.0,1.0,1.0,2.0,5.0,1.0,3.0,3.0,10.0,37.0,,1.0,,5.0,1.0,1.0,,7.0,2.0,2.0,3.0,,3.0,1.0,,,,,,1.0,2.0,3.0,5.0,1.0,6.0,,,,,1.0,1.0,,,,2.0,4.0,2.0,,7.0,21.0,,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.4,,0.4375,,0.5833333333333334,0.5,,0.5833333333333334,0.375,,,29.72972972972973,0.3333333333333333,0.16666666666666666,0.2857142857142857,0.3125,0.08333333333333333,,0.2857142857142857,0.2,0.5,,0.25,0.5,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,0.16666666666666666,1.0,0.625,0.3333333333333333,0.45105,0.284,0.41635,0.2,0.2857142857142857,,0.7,5.9799999999999995,25.0,0.5833333333333334,1.0,2.0,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,0.4,,1.0,,,,,1.0,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203953,1610612741,Jabari Parker,Jabari Parker,203953,CHI,454.0,8,-5.0,13,12,,2,2.0,25,,,,,,,,,1.0,,,,,,1.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,6.666666666666667,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.3894,,,,,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1628469,1610612741,Antonio Blakeney,Antonio Blakeney,1628469,CHI,3133.0,52,-16.0,106,105,20.0,32,8.0,211,4.0,6.0,1.0,1.0,2.0,5.0,13.0,1.0,5.0,,3.0,,1.0,10.0,24.0,,3.0,4.0,24.0,124.0,1.0,1.0,4.0,5.0,,1.0,2.0,8.0,12.0,8.0,,,3.0,,2.0,4.0,7.0,2.0,17.0,1.0,5.0,2.0,7.0,1.0,8.0,1.0,1.0,,,2.0,,3.0,5.0,,5.0,7.0,3.0,1.0,8.0,20.0,1.0,0.6,0.6,,,,,0.4166666666666667,1.0,0.37037037037037035,0.5,0.5,0.4,0.6666666666666666,0.5714285714285714,0.1111111111111111,0.08333333333333333,0.16666666666666666,27.350427350427353,0.09090909090909091,0.024390243902439025,0.2631578947368421,0.17073170731707318,0.018518518518518517,,,0.25,0.3333333333333333,0.06666666666666667,0.2222222222222222,0.6666666666666666,0.8,1.0,0.48148148148148145,0.38461538461538464,0.4166666666666667,0.18518518518518517,0.2,0.2,1.0,0.1111111111111111,,,,0.5,1.0,0.3333333333333333,0.16666666666666666,,0.3333333333333333,,0.4549611111111111,0.564325,0.5350333333333334,0.10344827586206896,0.11538461538461539,0.16666666666666666,0.3333333333333333,9.15,25.133333333333336,0.18867924528301888,2.0,3.0,3.0,3.0,1.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,,,,,0.6,0.07692307692307693,1.0,,,0.07692307692307693,,,0.25,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.2,,,,,,1.0,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1627782,1610612741,Wayne Selden,Wayne Selden,1627782,CHI,5535.0,92,-36.0,185,189,25.0,23,20.0,374,10.0,16.0,1.0,3.0,5.0,2.0,5.0,2.0,5.0,3.0,10.0,,,14.0,26.0,3.0,11.0,2.0,39.0,212.0,1.0,3.0,2.0,5.0,,,2.0,8.0,10.0,18.0,9.0,2.0,10.0,3.0,2.0,4.0,8.0,4.0,20.0,4.0,5.0,10.0,16.0,5.0,21.0,2.0,4.0,1.0,2.0,10.0,,4.0,10.0,,3.0,4.0,2.0,,8.0,25.0,,0.35714285714285715,0.38461538461538464,1.0,0.2727272727272727,,0.2727272727272727,0.5384615384615384,0.3333333333333333,0.5,0.3333333333333333,0.6,0.5,0.3333333333333333,0.6666666666666666,0.2972972972972973,0.07692307692307693,0.0625,23.78640776699029,0.18867924528301888,0.06451612903225806,0.15151515151515152,0.1744186046511628,0.05263157894736842,0.06060606060606061,0.23076923076923078,0.15384615384615385,0.14285714285714285,0.1111111111111111,0.43243243243243246,0.625,0.6666666666666666,0.4,0.13513513513513514,0.4,0.5,0.13513513513513514,0.4,0.4,,0.2702702702702703,0.3,0.3,1.0,1.0,0.3333333333333333,1.0,,,0.7297297297297297,0.3,0.5219054054054053,0.5599,0.4915,0.05128205128205128,0.07142857142857142,0.05128205128205128,0.20512820512820512,5.953846153846154,25.46363636363636,0.13513513513513514,3.0,3.0,4.0,3.0,,,1.0,1.0,3.0,8.0,5.0,,3.0,,,,,,0.6,0.2,0.8,0.3333333333333333,0.030303030303030304,0.13333333333333333,0.034482758620689655,0.07692307692307693,0.21428571428571427,,,0.6,,,1.0,1.0,,1.0,,1.0,0.02702702702702703,,,,,,,,,,,,1.0,1.0,,,,,0.5,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,
