EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,Steals,BadPassSteals,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,ShortMidRangePctBlocked,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,LiveBallTurnovers,BadPassTurnovers,Turnovers,Offensive Fouls Drawn,LiveBallTurnoverPct,SecondChanceAtRimPctAssisted,Corner3FGA,PenaltyCorner3FGA,HeaveAttempts,Fg3aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,DeadBallTurnovers,Travels,PenaltyTurnovers,Offensive Fouls,FG3APctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,Arc3FGM,FG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,FTDefRebounds,DefFTReboundPct,Blocked3s,BlockedCorner3,PenaltyArc3FGM,PenaltyFG3M,BadPassOutOfBoundsTurnovers,PenaltyFg3Pct,PenaltyArc3Accuracy,LostBallTurnovers,3pt And 1 Free Throw Trips,DefensiveGoaltends,SecondChanceFtPoints,OffShortMidRangeReboundPct,on,Corner3Assists,Charge Fouls,Loose Ball Fouls Drawn,BlockedArc3,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls Drawn,SecondChanceFg3Pct,Arc3PctBlocked,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,HeaveMakes,LongMidRangePctBlocked,OffensiveGoaltends,Clear Path Fouls
1626158,1610612756,Richaun Holmes,Richaun Holmes,1626158,PHX,1352.0,23,-13,47,47,13,10.0,4.0,94,3.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,9.0,8.0,67,1.0,3.0,2.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,7.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,13,1.0,0.75,1.0,0.4444444444444444,0.3333333333333333,1.0,0.4444444444444444,0.3333333333333333,1.0,0.4444444444444444,0.3333333333333333,1.0,0.1111111111111111,0.125,17.307692307692307,0.23076923076923078,0.2,0.25,0.23529411764705882,0.13636363636363635,0.3,0.25,0.25,0.3333333333333333,0.25,0.5,0.8888888888888888,0.375,0.42857142857142855,0.6666666666666666,0.1111111111111111,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.8888888888888888,0.5692555555555555,0.5805666666666666,0.715,0.1111111111111111,0.1111111111111111,0.25,0.25,2.1555555555555554,0.2765957446808511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,448.0,7,-5,19,19,17,4.0,,38,1.0,2.0,,,1.0,1.0,1.0,2.0,3.0,6.0,14.0,25,,,,2.0,4.0,11.0,4.0,2.0,,2.0,,,,,,,,,,,,,2.0,2.0,,5.0,9.0,,1.0,,,,,,11.0,16,,0.6666666666666666,0.6666666666666666,0.5,,0.5,0.42857142857142855,,0.4,0.6,,0.625,0.3333333333333333,0.5,52.63157894736842,,,,,,,,,,,,0.2857142857142857,0.5,1.0,1.0,0.2857142857142857,0.5,1.0,1.0,,,0.2,1.0,0.42857142857142855,0.4453142857142857,,0.46674,0.2222222222222222,0.14285714285714285,,0.7857142857142857,11.766666666666666,0.8947368421052632,1.0,2.0,1.0,1.0,1.0,8.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.2857142857142857,0.5,0.5,0.14285714285714285,0.2,0.5,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628969,1610612756,Mikal Bridges,Mikal Bridges,1628969,PHX,2377.0,40,-21,85,85,34,28.0,8.0,170,2.0,4.0,1.0,2.0,,,,2.0,2.0,6.0,4.0,108,1.0,2.0,2.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,,1.0,4.0,,1.0,,,,1.0,1.0,,1.0,1.0,,34,2.0,0.5,0.5,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.3333333333333333,0.25,7.526881720430107,,,,,,,,,,,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.3333333333333333,,,,1.0,0.5,,,0.6666666666666666,0.6165833333333334,0.8111,,,,0.5,,4.0,0.4,,,,,,,,,,1.0,1.0,,,,,,0.5,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202690,1610612756,Jimmer Fredette,Jimmer Fredette,202690,PHX,3886.0,65,-38,138,140,48,48.0,11.0,278,4.0,4.0,,,,,2.0,6.0,8.0,16.0,22.0,167,,1.0,,1.0,4.0,6.0,6.0,10.0,,,6.0,8.0,5.0,,18.0,,3.0,3.0,6.0,1.0,7.0,,3.0,5.0,,3.0,6.0,,3.0,,,,,,6.0,47,1.0,0.375,0.375,0.5,,0.25,0.27586206896551724,,0.09090909090909091,0.34375,,0.23076923076923078,,,24.666666666666668,0.09375,,0.10344827586206896,0.09836065573770492,0.014084507042253521,,0.08333333333333333,0.0625,0.08,,,0.13793103448275862,1.0,1.0,0.25,0.20689655172413793,0.3333333333333333,0.3333333333333333,0.5,,,,,0.5862068965517241,0.5027839285714285,0.3907,0.47189999999999993,0.09375,0.15789473684210525,,0.2727272727272727,10.824999999999998,0.34782608695652173,2.0,6.0,10.0,5.0,13.0,6.0,7.0,4.0,9.0,3.0,3.0,,,,,0.4482758620689655,,0.20689655172413793,0.3333333333333333,0.3333333333333333,0.3448275862068966,0.45454545454545453,,28.300000000000004,,,5.0,,,,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,0.07692307692307693,0.3333333333333333,0.03333333333333333,0.041666666666666664,0.25,0.25,0.5,0.10344827586206896,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203584,1610612756,Troy Daniels,Troy Daniels,203584,PHX,1612.0,27,-42,56,55,15,19.0,4.0,111,,2.0,,,,,,1.0,,3.0,6.0,80,,,,,1.0,,,,,,,,,,,,2.0,1.0,3.0,1.0,4.0,,,,,1.0,,,,,,,,,,15,,,,,,,0.375,,,0.375,,,,,14.754098360655737,0.07142857142857142,,0.2857142857142857,0.14285714285714285,0.03225806451612903,,,0.125,0.4,,,0.25,,,,0.125,,,,,,,,0.875,0.51683125,,0.506275,,,,,5.066666666666666,0.26785714285714285,,,4.0,,5.0,,1.0,,4.0,1.0,,,,,,0.625,,,,,0.5,,,25.479999999999997,,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,0.1,0.125,,,,0.125,0.5,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.5,0.4,0.4,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627733,1610612756,Dragan Bender,Dragan Bender,1627733,PHX,1373.0,23,-3,51,53,16,30.0,4.0,104,3.0,3.0,1.0,1.0,,,,,3.0,3.0,7.0,53,1.0,1.0,2.0,,,,4.0,2.0,2.0,,1.0,2.0,1.0,,5.0,1.0,3.0,4.0,9.0,1.0,10.0,,,,,2.0,1.0,1.0,1.0,,,,,,,16,,0.6666666666666666,1.0,1.0,1.0,,0.42857142857142855,1.0,,0.5,1.0,,,,16.363636363636363,0.36363636363636365,0.08333333333333333,0.23076923076923078,0.2916666666666667,0.041666666666666664,0.14285714285714285,0.5,0.2,0.25,,,0.42857142857142855,1.0,1.0,0.6666666666666666,,,,,1.0,1.0,,,1.0,0.58465,0.625,,0.14285714285714285,0.3333333333333333,0.2857142857142857,,0.8333333333333334,0.3137254901960784,,,2.0,,4.0,1.0,,,2.0,1.0,1.0,,,,,0.5714285714285714,,,,,0.2857142857142857,,,24.45,,,2.0,,,,2.0,,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,0.5,,,0.2857142857142857,,,,,,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629001,1610612756,De'Anthony Melton,De'Anthony Melton,1629001,PHX,1534.0,26,-11,54,56,17,16.0,5.0,110,3.0,5.0,,,,,,,3.0,5.0,7.0,62,,,,,,,4.0,2.0,,,4.0,5.0,3.0,,11.0,,2.0,,4.0,,4.0,,,2.0,,4.0,3.0,1.0,1.0,,,,1.0,,,16,1.0,0.6666666666666666,0.6666666666666666,0.6,,,0.6,,,0.5833333333333334,,,,,10.16949152542373,,,0.10526315789473684,0.08333333333333333,,,,,0.125,,,1.0,0.6,0.6,0.6666666666666666,,,,,,,,,1.0,0.6218400000000001,,,0.2,0.2,,,1.94,0.3148148148148148,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.5,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628367,1610612756,Josh Jackson,Josh Jackson,1628367,PHX,1917.0,32,-2,68,69,24,36.0,5.0,137,1.0,4.0,,,,,2.0,5.0,3.0,10.0,14.0,74,,,,1.0,2.0,9.0,2.0,4.0,,2.0,2.0,2.0,2.0,,4.0,,3.0,4.0,7.0,1.0,8.0,,1.0,2.0,,3.0,4.0,,2.0,2.0,2.0,,2.0,1.0,9.0,24,,0.3333333333333333,0.3333333333333333,0.3,,0.5,0.46153846153846156,,0.8,0.4666666666666667,,0.75,0.2,,21.62162162162162,0.21052631578947367,,0.23076923076923078,0.21875,0.03225806451612903,,0.4444444444444444,,0.25,,0.5,0.3076923076923077,0.25,0.25,1.0,0.38461538461538464,0.4,0.6666666666666666,,,,,,0.5384615384615384,0.5128769230769231,,0.49490000000000006,0.13333333333333333,0.16666666666666666,,0.6428571428571429,6.15,0.35294117647058826,,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,,,,,0.23076923076923078,0.4,0.07692307692307693,,,0.23076923076923078,0.6,,25.900000000000002,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,0.09090909090909091,0.09090909090909091,,,,,,2.0,2.0,6.0,,2.0,,,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629059,1610612756,Elie Okobo,Elie Okobo,1629059,PHX,1683.0,28,-35,58,60,16,11.0,7.0,118,4.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,9.0,15.0,82,2.0,2.0,4.0,1.0,1.0,2.0,6.0,6.0,,2.0,4.0,4.0,2.0,,8.0,,1.0,1.0,2.0,,2.0,,,2.0,,,,,,1.0,1.0,,1.0,1.0,2.0,15,,0.5,0.5,0.6666666666666666,1.0,1.0,0.5769230769230769,1.0,0.5,0.5769230769230769,1.0,0.5,0.2222222222222222,0.3333333333333333,22.727272727272727,0.1,,0.1,0.1,,,,0.14285714285714285,0.125,,1.0,0.46153846153846156,0.6666666666666666,1.0,0.75,0.15384615384615385,0.5,0.5,,1.0,1.0,0.5,1.0,0.7692307692307693,0.5365346153846154,0.4449,0.69055,,,0.26666666666666666,0.13333333333333333,5.477777777777778,0.27586206896551724,1.0,1.0,4.0,1.0,4.0,,1.0,,4.0,,,,,,,0.3076923076923077,,0.07692307692307693,1.0,1.0,0.3076923076923077,0.5,,25.099999999999998,1.0,1.0,2.0,,0.5,0.5,,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,3.0,1.0,,,,,0.25,0.25,0.25,0.25,,0.25,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612756,Jamal Crawford,Jamal Crawford,2037,PHX,1188.0,20,14,42,43,14,21.0,1.0,85,3.0,3.0,,,2.0,2.0,,,5.0,5.0,26.0,37,,,,2.0,2.0,9.0,4.0,6.0,,,2.0,3.0,2.0,,7.0,,2.0,,2.0,,2.0,,,4.0,,4.0,5.0,,1.0,,,,,,9.0,14,,0.4,0.4,1.0,,1.0,0.8461538461538461,,0.7,0.8666666666666667,,0.75,,,41.86046511627907,,,0.14285714285714285,0.06896551724137931,,,,,0.15384615384615385,,,0.23076923076923078,1.0,1.0,0.6666666666666666,,,,,,,0.4,1.0,0.8461538461538461,0.5412961538461538,,0.58629,0.14285714285714285,0.16666666666666666,,0.34615384615384615,7.840000000000001,0.3333333333333333,2.0,2.0,8.0,3.0,8.0,4.0,3.0,2.0,8.0,,,,1.0,1.0,1.0,0.6153846153846154,,0.15384615384615385,1.0,1.0,0.6153846153846154,0.6,0.125,26.2,2.0,1.0,3.0,1.0,0.6666666666666666,,,,,,1.0,1.0,,,1.0,,2.0,,,,,,,,,,,4.0,4.0,6.0,6.0,4.0,,1.0,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
