EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,LostBallSteals,BadPassTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFtPoints,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Offensive Fouls,Offensive Fouls Drawn,SecondChanceFg3Pct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,HeaveAttempts,Clear Path Fouls,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,3pt And 1 Free Throw Trips,on,3SecondViolations
1627735,1610612757,Wade Baldwin IV,Wade Baldwin IV,1627735,POR,1756.0,29,-20.0,61,61,12,8,5,122,1.0,2.0,4.0,1.0,3.0,4.0,72,1.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,2,3,1.0,6,6,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,3.0,6,1.0,2.0,12,0.5714285714285714,0.25,0.6666666666666666,1.0,0.5,0.25,19.11764705882353,0.16666666666666666,0.5,0.23076923076923078,0.11764705882352941,0.16666666666666666,0.2,0.3333333333333333,0.07142857142857142,0.3333333333333333,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.5,0.7142857142857143,0.4669428571428571,0.43785,6.8,25.2,0.19672131147540983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627774,1610612757,Jake Layman,Jake Layman,1627774,POR,16752.0,279,,571,572,132,157,69,1143,41.0,10.0,35.0,6.0,63.0,43.0,665,11.0,8.0,35.0,3.0,1.0,5.0,6.0,11.0,5.0,4.0,1.0,28.0,13,17,1.0,31,48,5.0,4.0,6.0,2.0,6.0,1.0,1.0,,12.0,3.0,3.0,8.0,16,1.0,22.0,130,0.4056603773584906,0.023255813953488372,0.047619047619047616,0.04878048780487805,,,19.754977029096477,0.5,0.05555555555555555,0.125,0.10655737704918032,0.11627906976744186,0.11627906976744186,0.12962962962962962,0.11578947368421053,0.07407407407407407,0.3867924528301887,0.09433962264150944,0.330188679245283,0.3157894736842105,0.7924528301886793,0.5368066037735849,0.5220868421052631,5.81111111111111,24.804651162790694,0.23117338003502627,28.0,5.0,6.0,3.0,7.0,6.0,5.0,12.0,4.0,8.0,1.0,2.0,10.0,5.0,2.0,39.0,14.0,16.0,136.0,5.0,8.0,5.0,10.0,3.0,3.0,6.0,21.0,62.0,16.0,36.0,6.0,8.0,10.0,1.0,10.0,5.0,2.0,17.0,3.0,1.0,5.0,2.0,1.0,1.0,25.0,2.0,9.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,21.0,3.0,2.0,0.7948717948717948,0.8857142857142857,0.8571428571428571,0.32558139534883723,0.375,0.32558139534883723,0.6190476190476191,0.625,0.2727272727272727,0.5660377358490566,0.38461538461538464,0.39473684210526316,0.5811965811965812,0.38461538461538464,0.4375,0.08333333333333333,0.125,0.13333333333333333,0.0364963503649635,0.08620689655172414,0.05928853754940711,0.0847457627118644,0.08490566037735849,0.1,0.1282051282051282,0.0625,0.75,0.6829268292682927,0.717948717948718,0.7857142857142857,0.6,0.6,0.8333333333333334,0.11320754716981132,0.4166666666666667,0.45454545454545453,0.8,0.07547169811320754,0.5,0.5714285714285714,1.0,0.2857142857142857,0.2857142857142857,0.8,0.46153846153846156,0.8333333333333334,0.38461538461538464,0.3684210526315789,0.42857142857142855,0.10526315789473684,0.5,0.3333333333333333,0.2857142857142857,0.5054571428571429,0.08771929824561403,0.12857142857142856,0.022727272727272728,0.07352941176470588,0.15441176470588236,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628380,1610612757,Zach Collins,Zach Collins,1628380,POR,33575.0,560,-8.0,1110,1113,262,250,122,2223,73.0,22.0,42.0,10.0,108.0,48.0,1253,22.0,12.0,42.0,12.0,,20.0,8.0,28.0,7.0,15.0,3.0,64.0,39,41,10.0,90,133,6.0,3.0,11.0,1.0,14.0,,4.0,3.0,25.0,1.0,5.0,37.0,66,2.0,48.0,262,0.3076923076923077,,0.1111111111111111,0.1232876712328767,0.13636363636363635,,16.175298804780876,0.44,0.30303030303030304,0.12933753943217666,0.17488789237668162,0.14814814814814814,0.10309278350515463,0.14414414414414414,0.17222222222222222,0.18604651162790697,0.46794871794871795,0.14102564102564102,0.2692307692307692,0.29411764705882354,0.7756410256410257,0.522236858974359,0.5203661764705882,4.556481481481482,25.10625,0.23603603603603604,48.0,17.0,25.0,10.0,16.0,7.0,1.0,13.0,2.0,6.0,1.0,2.0,15.0,2.0,6.0,56.0,17.0,38.0,201.0,19.0,32.0,4.0,49.0,10.0,7.0,15.0,56.0,76.0,36.0,51.0,,22.0,15.0,1.0,11.0,29.0,3.0,43.0,3.0,3.0,7.0,5.0,,13.0,47.0,3.0,20.0,,5.0,12.0,,,10.0,2.0,12.0,8.0,,,56.0,2.0,5.0,0.6785714285714286,0.8444444444444444,1.0,0.3541666666666667,0.5833333333333334,0.3541666666666667,0.5185185185185185,0.59375,0.45454545454545453,0.5224358974358975,0.5694444444444444,0.6029411764705882,0.5646067415730337,0.6125,0.6511627906976745,,,0.1111111111111111,0.09666666666666666,0.049107142857142856,0.07633587786259542,0.1111111111111111,0.05641025641025641,,0.13761467889908258,0.04411764705882353,0.6666666666666666,0.6575342465753424,0.75,0.7083333333333334,0.3181818181818182,0.3684210526315789,0.42857142857142855,0.08333333333333333,0.07692307692307693,0.07692307692307693,1.0,0.038461538461538464,0.3333333333333333,0.3333333333333333,1.0,0.35714285714285715,0.35714285714285715,1.0,0.6944444444444444,0.68,0.05555555555555555,0.47058823529411764,0.625,0.058823529411764705,0.5,0.6,0.35714285714285715,0.5349678571428571,0.11560693641618497,0.16,,0.24378109452736318,0.27860696517412936,1.0,2.0,1.0,8.0,2.0,2.0,6.0,2.0,0.25,0.12745098039215685,0.044444444444444446,0.23529411764705882,0.05555555555555555,0.5,1.0,,,,,,,,,,,True,
203086,1610612757,Meyers Leonard,Meyers Leonard,203086,POR,52658.0,878,-77.0,1782,1776,456,479,195,3558,85.0,26.0,96.0,15.0,131.0,111.0,2062,36.0,18.0,95.0,6.0,,44.0,31.0,75.0,26.0,25.0,10.0,181.0,78,95,11.0,184,233,13.0,8.0,19.0,4.0,23.0,3.0,8.0,1.0,42.0,5.0,11.0,48.0,105,2.0,54.0,453,0.45867768595041325,,0.04580152671755725,0.03529411764705882,0.11538461538461539,,15.27363184079602,0.4523809523809524,0.2,0.2087912087912088,0.21971830985915494,0.21358024691358024,0.22448979591836735,0.20512820512820512,0.22743682310469315,0.19230769230769232,0.3512396694214876,0.10743801652892562,0.39669421487603307,0.2777777777777778,0.8099173553719008,0.5446516597510375,0.5644339622641509,4.981679389312977,25.76756756756756,0.2558922558922559,63.0,14.0,21.0,20.0,27.0,11.0,8.0,20.0,7.0,15.0,1.0,3.0,43.0,2.0,6.0,82.0,50.0,43.0,357.0,16.0,25.0,2.0,42.0,22.0,7.0,18.0,83.0,134.0,30.0,141.0,9.0,14.0,43.0,5.0,20.0,29.0,,49.0,2.0,5.0,11.0,10.0,1.0,13.0,51.0,4.0,20.0,,8.0,7.0,2.0,,4.0,2.0,9.0,5.0,2.0,1.0,83.0,9.0,7.0,0.8170731707317073,0.8933333333333333,0.94,0.45045045045045046,0.3888888888888889,0.45454545454545453,0.6259541984732825,0.64,0.6111111111111112,0.6487603305785123,0.6481481481481481,0.6018518518518519,0.6710526315789473,0.6774193548387096,0.6587301587301587,,,,0.06196581196581197,0.05420054200542006,0.05854241338112306,0.05913978494623656,0.053125,0.061224489795918366,0.19736842105263158,0.019801980198019802,0.5555555555555556,0.7411764705882353,0.7682926829268293,0.8412698412698413,0.4230769230769231,0.4782608695652174,0.7272727272727273,0.08264462809917356,0.4,0.4,0.75,0.06198347107438017,0.4666666666666667,0.4666666666666667,1.0,0.4479166666666667,0.4479166666666667,0.9302325581395349,0.7777777777777778,0.6666666666666666,0.07407407407407407,0.5,0.7407407407407407,0.05555555555555555,0.3333333333333333,0.4,0.45263157894736844,0.5626021739130435,0.07751937984496124,0.1360544217687075,,0.11764705882352941,0.23249299719887956,,,1.0,7.0,9.0,,12.0,5.0,0.5,0.07432432432432433,0.05223880597014925,0.5,,,,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,,,True,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,19762.0,329,-54.0,676,672,173,206,83,1348,40.0,46.0,62.0,12.0,130.0,66.0,790,26.0,12.0,62.0,13.0,,20.0,11.0,31.0,7.0,15.0,2.0,73.0,10,13,2.0,25,40,7.0,5.0,10.0,2.0,7.0,1.0,4.0,1.0,17.0,1.0,5.0,8.0,22,,28.0,172,0.336734693877551,,0.1,0.125,0.17391304347826086,,29.40414507772021,0.5882352941176471,0.09090909090909091,0.07602339181286549,0.07936507936507936,0.07744107744107744,0.09523809523809523,0.09433962264150944,0.0989010989010989,0.02857142857142857,0.20408163265306123,0.23469387755102042,0.3163265306122449,0.3157894736842105,0.5408163265306123,0.48968750000000005,0.49887894736842103,9.893076923076922,25.26212121212121,0.2559171597633136,20.0,3.0,4.0,7.0,11.0,19.0,20.0,44.0,3.0,4.0,,,23.0,8.0,3.0,59.0,26.0,25.0,221.0,7.0,13.0,8.0,21.0,14.0,3.0,14.0,51.0,40.0,78.0,57.0,21.0,2.0,23.0,4.0,6.0,8.0,1.0,15.0,5.0,2.0,6.0,,,1.0,33.0,4.0,14.0,,4.0,6.0,,,4.0,2.0,6.0,4.0,,,51.0,1.0,4.0,0.3389830508474576,0.3448275862068966,0.7307692307692307,0.3939393939393939,0.25,0.3939393939393939,0.45384615384615384,0.5384615384615384,0.5384615384615384,0.5,0.40476190476190477,0.4868421052631579,0.5261904761904762,0.45652173913043476,0.5425531914893617,,,0.0625,0.041666666666666664,0.04,0.04093567251461988,0.025974025974025976,0.03759398496240601,0.058823529411764705,0.03636363636363636,0.05154639175257732,0.6666666666666666,0.5,0.5714285714285714,0.4,0.41304347826086957,0.5,0.3157894736842105,0.22448979591836735,0.45454545454545453,0.45454545454545453,0.3,0.02040816326530612,0.75,0.75,1.0,0.3709677419354839,0.3709677419354839,0.6956521739130435,0.19047619047619047,0.75,0.38095238095238093,0.2894736842105263,0.6363636363636364,,,0.25,0.3709677419354839,0.49206333333333335,0.06796116504854369,0.1,,0.09502262443438914,0.23076923076923078,,,1.0,4.0,3.0,,2.0,3.0,0.125,0.03125,0.0784313725490196,0.6666666666666666,,,,1.0,,,,,,0.125,1.0,1.0,,True,
203552,1610612757,Seth Curry,Seth Curry,203552,POR,31569.0,526,7.0,1051,1046,228,231,103,2097,22.0,18.0,76.0,6.0,78.0,93.0,1171,18.0,7.0,76.0,3.0,2.0,16.0,14.0,30.0,12.0,11.0,2.0,74.0,18,14,,32,42,12.0,6.0,13.0,5.0,11.0,1.0,3.0,4.0,24.0,6.0,1.0,20.0,41,,27.0,226,0.543859649122807,0.021505376344086023,0.038461538461538464,0.09090909090909091,,0.02631578947368421,16.994022203245088,0.5416666666666666,,0.046822742474916385,0.08411214953271028,0.06237816764132553,0.023529411764705882,0.07207207207207207,0.09090909090909091,0.05263157894736842,0.1286549707602339,0.10526315789473684,0.4444444444444444,0.24,0.672514619883041,0.49973187134502917,0.47733400000000004,11.685897435897436,25.134408602150543,0.21693625118934348,14.0,2.0,2.0,6.0,11.0,10.0,13.0,38.0,8.0,17.0,1.0,1.0,38.0,4.0,4.0,37.0,46.0,9.0,221.0,5.0,8.0,6.0,22.0,9.0,5.0,5.0,38.0,26.0,48.0,99.0,39.0,2.0,38.0,2.0,4.0,6.0,,10.0,,6.0,10.0,2.0,,1.0,9.0,1.0,3.0,,2.0,,,,,,,,,,34.0,2.0,,0.35135135135135137,0.3611111111111111,0.717391304347826,0.4946236559139785,0.7142857142857143,0.4946236559139785,0.47435897435897434,0.625,0.5,0.6198830409356725,0.7857142857142857,0.66,0.6314285714285715,0.7857142857142857,0.7037037037037037,0.02631578947368421,,,0.022988505747126436,0.01818181818181818,0.02079002079002079,0.029411764705882353,0.02127659574468085,,0.038834951456310676,,,0.6363636363636364,0.7,0.35714285714285715,0.5555555555555556,0.5555555555555556,0.2,0.2222222222222222,0.34210526315789475,0.35135135135135137,0.46153846153846156,0.09941520467836257,0.47058823529411764,0.47058823529411764,0.875,0.5,0.5135135135135135,0.6842105263157895,0.14285714285714285,1.0,0.2857142857142857,0.44,0.5454545454545454,0.04,1.0,0.6666666666666666,0.5,0.5073700000000001,0.017341040462427744,0.0375,,0.09954751131221719,0.17194570135746606,,2.0,4.0,,3.0,,1.0,7.0,0.6666666666666666,,0.04,,0.14285714285714285,,,4.0,,,,,,1.0,1.0,,,True,
1628403,1610612757,Caleb Swanigan,Caleb Swanigan,1628403,POR,775.0,13,-8.0,27,28,6,7,4,55,,,1.0,,,1.0,24,,,1.0,,,,,,,,,,3,1,,4,5,,,1.0,,,,1.0,,1.0,1.0,,2.0,2,,,6,1.0,,,,,,6.0606060606060606,1.0,,0.1111111111111111,0.3,0.21052631578947367,,0.16666666666666666,0.2857142857142857,0.3333333333333333,,,1.0,,1.0,0.4137,,,25.7,0.2222222222222222,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.4137,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,True,
1629018,1610612757,Gary Trent Jr.,Gary Trent Jr.,1629018,POR,3296.0,55,-1.0,116,114,31,17,13,230,4.0,5.0,5.0,1.0,16.0,5.0,134,3.0,1.0,5.0,1.0,,2.0,1.0,3.0,,1.0,,7.0,2,2,,4,4,1.0,,1.0,,1.0,,1.0,,2.0,,,,1,,4.0,31,0.23809523809523808,,0.0625,,0.2,,18.18181818181818,0.5,,0.08,0.06896551724137931,0.07407407407407407,,0.14285714285714285,0.05,0.1111111111111111,0.19047619047619047,0.23809523809523808,0.23809523809523808,0.25,0.42857142857142855,0.48715,0.400875,11.85625,25.580000000000002,0.2672413793103448,3.0,,,,,1.0,3.0,7.0,,,,,1.0,,,7.0,1.0,2.0,19.0,,,,,,,,,6.0,8.0,3.0,,,1.0,1.0,,,,,,1.0,,,1.0,,3.0,1.0,2.0,,,1.0,,,1.0,,1.0,,,,,,,0.42857142857142855,0.42857142857142855,1.0,0.2,,0.2,0.4375,,,0.40476190476190477,,,0.4318181818181818,,,,,,,,,,,,0.1111111111111111,,,0.75,0.75,0.6666666666666666,0.2,0.25,,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,,,0.2,0.2,1.0,,,,,,,,,0.2,,0.09090909090909091,0.11764705882352941,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,True,
203917,1610612757,Nik Stauskas,Nik Stauskas,203917,POR,18902.0,315,-25.0,638,638,123,108,56,1276,22.0,8.0,53.0,12.0,49.0,62.0,710,9.0,12.0,52.0,2.0,1.0,18.0,15.0,33.0,9.0,15.0,1.0,81.0,16,19,1.0,36,37,10.0,8.0,16.0,3.0,8.0,1.0,5.0,,24.0,,2.0,7.0,16,,15.0,123,0.5585585585585585,0.016129032258064516,0.04081632653061224,0.09090909090909091,,0.018867924528301886,20.170454545454547,0.6666666666666666,0.07692307692307693,0.10382513661202186,0.12121212121212122,0.1111111111111111,0.05454545454545454,0.15254237288135594,0.10526315789473684,0.2222222222222222,0.1981981981981982,0.07207207207207207,0.4774774774774775,0.5714285714285714,0.7567567567567568,0.526056880733945,0.5541657894736842,9.56938775510204,25.822580645161292,0.19278996865203762,15.0,1.0,1.0,2.0,6.0,5.0,9.0,19.0,2.0,9.0,,,18.0,4.0,4.0,29.0,20.0,14.0,132.0,2.0,2.0,5.0,12.0,4.0,4.0,6.0,26.0,30.0,28.0,48.0,12.0,,18.0,6.0,1.0,,,1.0,,2.0,11.0,,,1.0,17.0,1.0,5.0,1.0,2.0,,,,,,,,,,26.0,1.0,2.0,0.5172413793103449,0.5172413793103449,0.8,0.3225806451612903,0.3333333333333333,0.32786885245901637,0.5918367346938775,1.0,0.4444444444444444,0.5315315315315315,0.7142857142857143,0.47619047619047616,0.5550847457627118,0.75,0.5208333333333334,,,,,0.007936507936507936,0.003367003367003367,,0.009174311926605505,,0.10144927536231885,,,0.6818181818181818,0.75,0.7333333333333333,0.625,0.625,0.4,0.17117117117117117,0.47368421052631576,0.47368421052631576,0.2222222222222222,0.08108108108108109,0.2222222222222222,0.2222222222222222,1.0,0.33962264150943394,0.34615384615384615,0.7777777777777778,0.14285714285714285,1.0,0.5714285714285714,0.2857142857142857,0.3333333333333333,,,0.3333333333333333,0.34615384615384615,0.56921,0.05172413793103448,0.09433962264150944,0.015873015873015872,0.09090909090909091,0.19696969696969696,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.4,,,1.0,0.14285714285714285,,,2.0,1.0,,,,,0.5,,1.0,,True,
202323,1610612757,Evan Turner,Evan Turner,202323,POR,37500.0,625,-61.0,1244,1250,301,331,133,2494,58.0,69.0,16.0,4.0,172.0,24.0,1457,33.0,5.0,16.0,15.0,,63.0,61.0,124.0,55.0,49.0,7.0,309.0,46,55,14.0,115,125,7.0,2.0,35.0,7.0,10.0,1.0,8.0,,45.0,2.0,9.0,16.0,35,1.0,35.0,301,0.12244897959183673,,0.0872093023255814,0.15517241379310345,0.08695652173913043,,18.18181818181818,0.7777777777777778,0.35,0.16566265060240964,0.18548387096774194,0.17413793103448275,0.10476190476190476,0.22608695652173913,0.19597989949748743,0.14285714285714285,0.29591836734693877,0.3520408163265306,0.08163265306122448,0.10526315789473684,0.41836734693877553,0.47215153061224485,0.44508289473684204,8.861046511627908,24.504166666666666,0.24196141479099678,36.0,8.0,10.0,4.0,11.0,25.0,22.0,45.0,2.0,8.0,,1.0,3.0,2.0,,83.0,5.0,18.0,199.0,12.0,18.0,3.0,28.0,13.0,,3.0,29.0,50.0,116.0,15.0,,8.0,3.0,6.0,3.0,7.0,,10.0,,5.0,27.0,3.0,,,29.0,3.0,12.0,,4.0,6.0,1.0,1.0,3.0,2.0,7.0,4.0,,,29.0,2.0,4.0,0.30120481927710846,0.31645569620253167,1.0,0.20833333333333334,,0.20833333333333334,0.48255813953488375,0.6666666666666666,0.3939393939393939,0.461734693877551,0.6428571428571429,0.34210526315789475,0.47607655502392343,0.6666666666666666,0.34523809523809523,,,,0.02108433734939759,0.011494252873563218,0.016863406408094434,0.03333333333333333,0.013333333333333334,,0.16071428571428573,,0.5714285714285714,0.6206896551724138,0.7346938775510204,0.4444444444444444,0.36231884057971014,0.3968253968253968,0.2,0.22959183673469388,0.4888888888888889,0.4888888888888889,0.18181818181818182,0.04081632653061224,0.25,0.25,1.0,0.1875,0.1875,1.0,0.47619047619047616,0.8,0.09523809523809523,0.2894736842105263,0.36363636363636365,0.02631578947368421,,,0.1875,0.52212,0.05853658536585366,0.06629834254143646,,0.1407035175879397,0.1457286432160804,,1.0,1.0,1.0,7.0,,1.0,2.0,0.3333333333333333,0.018518518518518517,0.009615384615384616,0.375,0.047619047619047616,,,1.0,,,,1.0,,0.5,1.0,,,True,
