EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Arc3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,HeaveAttempts,OffensiveGoaltends,on,BlockedCorner3,3pt And 1 Free Throw Trips,Clear Path Fouls,HeaveMakes
1627395,1610612763,Julian Washburn,Julian Washburn,1627395,MEM,1442.0,24,13.0,44,43,19.0,23.0,5,87,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,39,1.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,6.0,6.0,1.0,1.0,2.0,1.0,19.0,1.0,0.1,0.75,10.0,0.1666666666666666,0.3636363636363636,0.2608695652173913,0.1428571428571428,0.25,0.3333333333333333,0.4,0.25,0.25,0.5,1.0,0.75,0.523325,0.6075,0.2,0.5,11.6,24.83333333333333,0.4318181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1628397,1610612763,Ivan Rabb,Ivan Rabb,1628397,MEM,7656.0,128,-27.0,249,248,87.0,92.0,24,497,15.0,,,,43.0,,12.0,64.0,280,,,5.0,10.0,2.0,25.0,6.0,18.0,25.0,37.0,11.0,17.0,17.0,7.0,87.0,2.0,0.6274509803921569,,21.532846715328464,0.2903225806451613,0.1224489795918367,0.2162162162162162,0.2903225806451613,0.3529411764705882,0.1176470588235294,0.1333333333333333,0.3488372093023256,,,,0.4651162790697674,0.4624395348837209,0.4874666666666666,0.1428571428571428,0.1428571428571428,6.830232558139534,,0.3493975903614458,12.0,20.0,5.0,5.0,4.0,7.0,12.0,2.0,8.0,26.0,6.0,6.0,3.0,15.0,6.0,12.0,6.0,18.0,32.0,20.0,6.0,3.0,5.0,3.0,4.0,1.0,2.0,10.0,1.0,12.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,8.0,1.0,4.0,7.0,3.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,18.0,2.0,0.6153846153846154,0.6956521739130435,0.6046511627906976,1.0,0.5,0.6046511627906976,1.0,0.5,0.8333333333333334,0.5625,0.0697674418604651,0.15,0.625,0.25,0.1428571428571428,0.0526315789473684,0.1111111111111111,0.238095238095238,0.12,0.0833333333333333,0.0666666666666666,0.2142857142857142,0.25,0.4651162790697674,0.6,0.7058823529411765,0.6666666666666666,0.8,0.8,0.5833333333333334,0.1860465116279069,0.25,0.25,0.5,0.8333333333333334,1.0,0.2,0.5833333333333334,0.5714285714285714,0.5571833333333334,0.234375,0.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,27229.0,454,-138.0,888,897,292.0,272.0,73,1785,49.0,9.0,4.0,24.0,118.0,33.0,58.0,227.0,1027,13.0,24.0,8.0,23.0,1.0,54.0,19.0,40.0,61.0,84.0,65.0,65.0,73.0,29.0,290.0,7.0,0.6202185792349727,0.2185430463576159,21.421215242018537,0.1709401709401709,0.1016042780748663,0.1401425178147268,0.1818181818181818,0.1264367816091954,0.0985915492957746,0.1111111111111111,0.3245033112582781,0.0596026490066225,0.1589403973509933,0.0930232558139534,0.6423841059602649,0.4976298013245034,0.4860162790697674,0.1695906432748538,0.2101449275362318,4.8338983050847455,25.38484848484849,0.3288288288288288,46.0,64.0,11.0,14.0,10.0,14.0,17.0,2.0,5.0,65.0,11.0,15.0,8.0,30.0,18.0,30.0,28.0,88.0,88.0,42.0,16.0,11.0,15.0,7.0,10.0,2.0,1.0,22.0,2.0,23.0,13.0,6.0,11.0,3.0,14.0,8.0,1.0,25.0,,6.0,34.0,7.0,9.0,12.0,31.0,24.0,6.0,31.0,14.0,3.0,88.0,12.0,0.676923076923077,0.7719298245614035,0.5508474576271186,0.7333333333333333,0.6,0.5596026490066225,0.7333333333333333,0.6976744186046512,0.7894736842105263,0.7213114754098361,0.0932203389830508,0.109375,0.44,0.0952380952380952,0.0823970037453183,0.0069444444444444,0.0559610705596107,0.0909090909090909,0.0973451327433628,0.0363636363636363,0.0084745762711864,0.2291666666666666,0.4516129032258064,0.423841059602649,0.71875,0.8070175438596491,0.6086956521739131,0.3469387755102041,0.3777777777777777,0.8823529411764706,0.0331125827814569,0.4,0.4,0.5,0.9333333333333332,0.7857142857142857,0.1818181818181818,0.3255813953488372,0.7142857142857143,0.5585714285714286,0.13215859030837,0.3876651982378855,3.0,1.0,10.0,7.0,9.0,13.0,8.0,36.0,3.0,10.0,3.0,7.0,7.0,3.0,1.0,6.0,6.0,1.0,1.0,1.0,4.0,0.9230769230769232,0.3939393939393939,0.6153846153846154,0.3939393939393939,0.0816326530612244,0.1129032258064516,0.3333333333333333,0.3333333333333333,1.0,0.4166666666666667,0.4166666666666667,0.9,0.25,0.2093023255813953,0.7777777777777778,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
202714,1610612763,Shelvin Mack,Shelvin Mack,202714,MEM,72259.0,1204,-204.0,2395,2391,873.0,904.0,219,4786,94.0,24.0,8.0,104.0,261.0,128.0,53.0,421.0,2662,47.0,104.0,61.0,182.0,16.0,425.0,43.0,40.0,84.0,102.0,81.0,60.0,75.0,24.0,864.0,19.0,0.4976133651551312,0.3290488431876606,18.22660098522168,0.0651465798045602,0.0875763747454175,0.0751131221719457,0.0676691729323308,0.0651162790697674,0.0793650793650793,0.1150442477876106,0.2416452442159383,0.0616966580976863,0.2673521850899742,0.0634920634920634,0.6349614395886889,0.4990177377892031,0.5072146825396826,0.0681265206812652,0.086021505376344,7.246360153256705,25.325,0.364509394572025,67.0,119.0,4.0,7.0,25.0,42.0,35.0,13.0,48.0,115.0,8.0,22.0,1.0,23.0,37.0,79.0,23.0,136.0,106.0,124.0,,35.0,121.0,45.0,63.0,19.0,5.0,13.0,1.0,18.0,45.0,20.0,45.0,32.0,17.0,13.0,3.0,62.0,3.0,25.0,25.0,2.0,6.0,8.0,4.0,3.0,1.0,4.0,1.0,,134.0,6.0,0.4608695652173913,0.4608695652173913,0.4406130268199233,0.3636363636363636,0.4683544303797468,0.4730077120822622,0.3666666666666666,0.4484126984126984,0.3709677419354839,0.4822695035460992,0.1340996168582375,0.1764705882352941,0.7258064516129032,0.0166666666666666,0.0193164933135215,0.0116822429906542,0.0163487738419618,0.0163934426229508,0.0298507462686567,0.0062111801242236,0.0148809523809523,0.0601503759398496,0.25,0.3059125964010283,0.5630252100840336,0.6836734693877551,0.5223880597014925,0.3723404255319149,0.4117647058823529,0.3142857142857143,0.1233933161953727,0.2708333333333333,0.3023255813953488,0.5384615384615384,0.2333333333333333,0.5714285714285714,0.5,0.3333333333333333,0.5952380952380952,0.4789847826086955,0.0546318289786223,0.3230403800475059,6.0,2.0,40.0,11.0,39.0,46.0,13.0,75.0,63.0,40.0,39.0,5.0,25.0,7.0,1.0,6.0,3.0,2.0,,,,0.5434782608695652,0.359375,0.2765957446808511,0.359375,0.0957446808510638,0.0267379679144385,0.25,0.25,1.0,0.3846153846153846,0.3883495145631068,0.475,0.25,0.3095238095238095,0.282051282051282,0.3846153846153846,3.0,2.0,5.0,2.0,8.0,1.0,2.0,1.0,3.0,5.0,4.0,0.25,0.0078125,0.1041666666666666,0.0096153846153846,0.1,0.1666666666666666,0.4,0.5,0.0303030303030303,,,,,,,,,,,,True,,,,
203200,1610612763,Justin Holiday,Justin Holiday,203200,MEM,9773.0,163,-25.0,327,320,99.0,95.0,29,647,6.0,8.0,4.0,13.0,23.0,21.0,7.0,50.0,347,9.0,13.0,4.0,8.0,2.0,20.0,8.0,6.0,17.0,18.0,9.0,9.0,8.0,5.0,98.0,1.0,0.5319148936170213,0.4772727272727273,16.619718309859156,0.072289156626506,0.123076923076923,0.0945945945945946,0.0256410256410256,0.0714285714285714,0.1538461538461538,,0.1363636363636363,0.1818181818181818,0.2954545454545454,0.2857142857142857,0.5681818181818182,0.4801454545454545,0.4492714285714285,0.1063829787234042,0.1923076923076923,12.60869565217391,25.166666666666668,0.3027522935779816,4.0,4.0,2.0,2.0,,,1.0,6.0,13.0,11.0,2.0,2.0,2.0,6.0,1.0,5.0,2.0,10.0,22.0,,,1.0,4.0,2.0,3.0,1.0,,1.0,3.0,1.0,7.0,2.0,8.0,6.0,4.0,2.0,,12.0,,1.0,3.0,,2.0,,1.0,,1.0,1.0,1.0,,10.0,,1.0,1.0,0.4782608695652174,1.0,0.2,0.4886363636363636,0.6666666666666666,0.2857142857142857,0.75,0.3333333333333333,0.0434782608695652,,0.6666666666666666,0.2727272727272727,0.0117647058823529,,0.0067567567567567,,,0.0526315789473684,,0.1875,1.0,0.0909090909090909,1.0,1.0,1.0,0.1666666666666666,0.1666666666666666,1.0,0.2954545454545454,0.4615384615384615,0.5,1.0,0.6666666666666666,1.0,1.0,,,0.7014333333333335,0.12,0.2,5.0,2.0,2.0,,5.0,7.0,2.0,18.0,3.0,2.0,,,5.0,4.0,,1.0,,2.0,,,,0.8571428571428571,0.3333333333333333,0.2222222222222222,0.3333333333333333,,,0.625,0.625,1.0,0.1538461538461538,0.1666666666666666,0.5,0.5,0.3571428571428571,,0.1538461538461538,,,1.0,,1.0,1.0,,,,,,,0.0476190476190476,0.0769230769230769,0.0769230769230769,,0.3333333333333333,,,,,,,,,,,,,,,True,,,,
1629139,1610612763,Yuta Watanabe,Yuta Watanabe,1629139,MEM,2240.0,37,-11.0,74,76,27.0,24.0,4,150,3.0,3.0,,,7.0,3.0,,9.0,80,,,,,,,2.0,3.0,5.0,6.0,3.0,,,,27.0,,0.45,0.3,14.102564102564102,0.1875,0.0952380952380952,0.1351351351351351,0.125,0.1428571428571428,0.0714285714285714,0.1428571428571428,0.3,0.3,,,0.7,0.519255,0.5198666666666667,,,6.2,22.96666666666667,0.3648648648648648,2.0,4.0,,,1.0,1.0,1.0,,,3.0,,,,,2.0,3.0,,4.0,6.0,,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,3.0,,,,1.0,1.0,,1.0,,,4.0,,1.0,1.0,0.4285714285714285,,0.6666666666666666,0.45,,0.6666666666666666,,0.6666666666666666,0.1428571428571428,0.25,,,,0.0666666666666666,0.03125,,,,0.0769230769230769,1.0,,0.4,0.5,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.3333333333333333,1.0,,,0.4444444444444444,1.0,,,,,1.0,,3.0,,,,,,,,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,25896.0,432,18.0,869,851,341.0,363.0,74,1720,47.0,14.0,2.0,73.0,144.0,87.0,68.0,281.0,911,27.0,73.0,25.0,70.0,6.0,165.0,19.0,17.0,36.0,44.0,27.0,64.0,77.0,21.0,333.0,3.0,0.5248091603053435,0.3766233766233766,29.769392033542974,0.0787037037037037,0.106145251396648,0.0911392405063291,0.0526315789473684,0.0958904109589041,0.1027397260273972,0.1212121212121212,0.2034632034632034,0.0606060606060606,0.316017316017316,0.024390243902439,0.645021645021645,0.4835166666666667,0.470705487804878,0.1,0.1320754716981132,8.444444444444445,25.4,0.3924050632911392,34.0,62.0,3.0,5.0,10.0,21.0,24.0,14.0,35.0,72.0,6.0,12.0,6.0,24.0,24.0,55.0,35.0,104.0,44.0,100.0,2.0,8.0,45.0,19.0,32.0,5.0,2.0,6.0,,8.0,10.0,4.0,15.0,10.0,9.0,5.0,,24.0,1.0,8.0,13.0,1.0,6.0,12.0,10.0,4.0,4.0,10.0,3.0,,97.0,6.0,0.3055555555555556,0.3098591549295774,0.5,0.5,0.4363636363636363,0.461038961038961,0.5625,0.4207317073170731,0.6666666666666666,0.5,0.0555555555555555,0.0967741935483871,0.625,,0.027027027027027,0.0116959064327485,0.0203562340966921,0.0434782608695652,0.0116279069767441,0.0227272727272727,0.0079365079365079,0.1041666666666666,0.3,0.2683982683982684,0.5483870967741935,0.6071428571428571,0.3823529411764705,0.5106382978723404,0.5333333333333333,0.2083333333333333,0.1515151515151515,0.4,0.4,0.2857142857142857,0.3125,0.6,0.3333333333333333,0.2560975609756097,0.4761904761904761,0.5197375000000001,0.0854092526690391,0.3701067615658363,3.0,,20.0,7.0,25.0,23.0,7.0,36.0,33.0,20.0,8.0,4.0,6.0,3.0,,2.0,2.0,3.0,2.0,,,0.5217391304347826,0.264367816091954,0.2592592592592592,0.264367816091954,0.0425531914893617,0.032258064516129,0.2142857142857142,0.2307692307692307,1.0,0.273972602739726,0.273972602739726,0.45,,0.3048780487804878,0.28,0.273972602739726,1.0,1.0,3.0,2.0,4.0,1.0,4.0,,,6.0,4.0,0.5,0.0114942528735632,,,0.0625,0.1875,0.3333333333333333,,0.0439560439560439,1.0,0.0714285714285714,0.0222222222222222,1.0,1.0,,,,,,,True,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,44043.0,734,-109.0,1437,1430,541.0,574.0,117,2867,98.0,2.0,2.0,90.0,203.0,92.0,79.0,371.0,1612,32.0,90.0,31.0,93.0,6.0,217.0,62.0,90.0,163.0,183.0,67.0,111.0,110.0,34.0,533.0,10.0,0.5377906976744186,0.311864406779661,25.7015306122449,0.2356020942408377,0.2206405693950178,0.229260935143288,0.220125786163522,0.2666666666666666,0.2242152466367713,0.2068965517241379,0.3322033898305084,0.0067796610169491,0.3050847457627119,0.017094017094017,0.4813559322033898,0.4696816949152541,0.4590653846153846,0.1065830721003134,0.1497797356828193,9.314285714285717,25.815217391304348,0.3764787752261656,33.0,50.0,6.0,9.0,16.0,21.0,50.0,21.0,55.0,104.0,12.0,19.0,3.0,27.0,45.0,85.0,49.0,160.0,146.0,62.0,8.0,7.0,62.0,25.0,43.0,8.0,6.0,13.0,11.0,20.0,18.0,6.0,35.0,18.0,24.0,17.0,7.0,59.0,2.0,30.0,38.0,7.0,10.0,25.0,24.0,19.0,5.0,24.0,13.0,1.0,156.0,21.0,0.7019230769230769,0.73,0.5123152709359606,0.631578947368421,0.5294117647058824,0.4949152542372881,0.5,0.4743589743589743,0.5192307692307693,0.5369127516778524,0.0344827586206896,0.1,0.5932203389830508,0.282051282051282,0.0353260869565217,0.0217391304347826,0.0295031055900621,0.0472440944881889,0.0266666666666666,0.0329670329670329,0.0276497695852534,0.2159090909090909,0.5416666666666666,0.1694915254237288,0.66,0.7333333333333333,0.7272727272727273,0.5102040816326531,0.5154639175257731,0.64,0.1864406779661017,0.3818181818181818,0.3888888888888889,0.8095238095238095,0.375,0.6666666666666666,0.3333333333333333,0.1794871794871795,0.7619047619047619,0.4944888888888889,0.0727762803234501,0.431266846361186,,,28.0,7.0,30.0,28.0,7.0,84.0,,28.0,11.0,4.0,12.0,7.0,1.0,5.0,6.0,3.0,,,,1.0,0.3043478260869565,0.21875,0.3043478260869565,0.010204081632653,0.0263157894736842,,,,0.3111111111111111,0.3111111111111111,1.0,,0.2564102564102564,0.2333333333333333,0.3111111111111111,,,5.0,,5.0,,1.0,,5.0,3.0,,,,0.0181818181818181,,,0.2083333333333333,,,,,,,,,1.0,0.0204081632653061,,,,,True,,,,
201149,1610612763,Joakim Noah,Joakim Noah,201149,MEM,10874.0,181,34.0,366,364,135.0,120.0,47,730,7.0,,,,46.0,,13.0,53.0,341,,,6.0,20.0,2.0,46.0,25.0,21.0,50.0,66.0,23.0,14.0,16.0,5.0,135.0,2.0,0.4907407407407407,,15.952380952380953,0.2164948453608247,0.2631578947368421,0.2395833333333333,0.2093023255813953,0.2258064516129032,0.2533333333333333,0.3,0.1521739130434782,,,,0.8043478260869565,0.5377869565217391,0.5309411764705881,0.0980392156862745,0.0980392156862745,3.047826086956522,,0.3688524590163934,18.0,37.0,3.0,8.0,6.0,14.0,2.0,,2.0,20.0,3.0,8.0,,6.0,6.0,17.0,8.0,20.0,26.0,14.0,4.0,10.0,14.0,4.0,7.0,2.0,6.0,8.0,4.0,16.0,9.0,3.0,7.0,5.0,6.0,2.0,1.0,13.0,2.0,8.0,8.0,3.0,,3.0,10.0,8.0,2.0,10.0,7.0,,20.0,3.0,0.65,0.7222222222222222,0.4347826086956521,0.375,0.3529411764705882,0.4347826086956521,0.375,0.3529411764705882,0.375,0.4545454545454545,0.217391304347826,0.1891891891891892,0.5384615384615384,0.4444444444444444,0.0714285714285714,0.088235294117647,0.0777777777777777,0.0384615384615384,0.1081081081081081,0.0869565217391304,0.0816326530612244,0.217391304347826,0.7,0.8043478260869565,0.4864864864864865,0.6,0.6111111111111112,0.2857142857142857,0.5,1.0,0.0434782608695652,,,,1.0,0.375,0.3333333333333333,0.8235294117647058,0.4285714285714285,0.6359571428571428,0.1132075471698113,0.3773584905660377,,,,,,,,,,,5.0,,6.0,,1.0,4.0,4.0,,,,,,,,,0.4285714285714285,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.1052631578947368,,,2.0,0.1428571428571428,,,,,True,,,,
203998,1610612763,Bruno Caboclo,Bruno Caboclo,203998,MEM,4612.0,77,-10.0,148,148,42.0,56.0,17,296,1.0,8.0,2.0,10.0,4.0,18.0,2.0,14.0,161,4.0,10.0,,3.0,,6.0,3.0,4.0,7.0,11.0,6.0,1.0,2.0,,41.0,,0.3043478260869565,0.8181818181818182,14.545454545454549,0.1142857142857142,0.088235294117647,0.1014492753623188,0.1818181818181818,0.1666666666666666,0.1111111111111111,,0.0454545454545454,0.3636363636363636,0.4545454545454545,0.3333333333333333,0.9090909090909092,0.5432840909090909,0.5253166666666667,,,6.700000000000001,24.29444444444444,0.2837837837837837,,2.0,,1.0,,1.0,,,1.0,,,2.0,,3.0,,2.0,,3.0,,,,,3.0,,2.0,,2.0,1.0,,4.0,3.0,,,,1.0,,,1.0,,,2.0,,,1.0,4.0,2.0,,4.0,4.0,,3.0,,,,,,,0.2727272727272727,0.3,0.25,0.3,0.25,,,,,0.0294117647058823,0.0555555555555555,0.0428571428571428,0.1,,,0.0769230769230769,,1.0,0.0909090909090909,,,,,,,0.0454545454545454,,,,0.2,,,0.1666666666666666,,0.611625,0.2142857142857142,0.2142857142857142,2.0,,2.0,1.0,2.0,4.0,1.0,9.0,3.0,2.0,1.0,,3.0,,,1.0,,,2.0,,,0.75,0.2222222222222222,0.25,0.2222222222222222,,,0.25,0.25,0.5,0.2,0.2,1.0,,0.3333333333333333,0.5,0.2,2.0,,1.0,1.0,3.0,,1.0,,,,,0.3333333333333333,,,,0.4,0.2,,,,1.0,,,0.5,1.0,1.0,0.1666666666666666,,,,,True,,,,
