EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,SecondChanceCorner3Frequency,OffensiveGoaltends,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,on,SecondChanceCorner3FGM,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls
1627782,1610612763,Wayne Selden,Wayne Selden,1627782,MEM,27287.0,455,-60.0,917,928,271,314,89.0,1845,25.0,48.0,3.0,6.0,5.0,17.0,16.0,35.0,4.0,15.0,10.0,17.0,4.0,5.0,10.0,46.0,5.0,3.0,16.0,45.0,98.0,20.0,63.0,22.0,172.0,1018.0,3.0,8.0,5.0,4.0,10.0,9.0,26.0,7.0,21.0,6.0,45.0,46.0,44.0,54.0,6.0,4.0,46.0,10.0,8.0,29.0,7.0,36.0,5.0,2.0,18.0,7.0,4.0,79.0,6.0,10.0,14.0,13.0,1.0,28.0,16.0,44.0,5.0,10.0,7.0,3.0,14.0,9.0,9.0,2.0,5.0,1.0,23.0,5.0,14.0,48.0,1.0,7.0,3.0,30.0,2.0,2.0,1.0,29.0,3.0,15.0,1.0,6.0,5.0,1.0,6.0,4.0,1.0,1.0,45.0,271,4.0,1.0,0.5111111111111111,0.5348837209302325,0.9,0.3174603174603174,0.3333333333333333,0.3174603174603174,0.4591836734693877,0.375,0.3461538461538461,0.4658385093167702,0.2307692307692307,0.4148936170212766,0.4942528735632184,0.3125,0.45,0.391304347826087,0.0816326530612244,0.1041666666666666,0.0857142857142857,19.38976377952756,0.6086956521739131,0.04,0.0546218487394958,0.0377358490566037,0.0773480662983425,0.0384615384615384,0.0644391408114558,0.0380047505938242,0.0595238095238095,0.0333333333333333,0.0163934426229508,0.037037037037037,0.0476190476190476,0.0357142857142857,0.0697674418604651,0.075,0.0916030534351145,0.04,0.057471264367816,0.6666666666666666,0.2981366459627329,0.5208333333333334,0.5813953488372093,0.6,0.217391304347826,0.4571428571428571,0.5,0.3125,0.093167701863354,0.2666666666666666,0.2666666666666666,0.75,0.1055900621118012,0.5882352941176471,0.5882352941176471,1.0,0.2857142857142857,0.217391304347826,0.217391304347826,0.8,0.4615384615384615,0.5,0.3846153846153846,0.3617021276595745,0.2941176470588235,0.1063829787234042,0.8,0.3404255319148936,0.1875,0.6894409937888198,0.217391304347826,0.517841304347826,0.51500625,0.5292308510638298,0.0867052023121387,0.1363636363636363,0.0581395348837209,0.2616279069767442,6.808163265306123,25.061904761904763,0.2955288985823337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628397,1610612763,Ivan Rabb,Ivan Rabb,1628397,MEM,1875.0,31,2.0,62,64,19,14,7.0,126,4.0,6.0,3.0,3.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,4.0,8.0,,,2.0,10.0,70.0,3.0,3.0,,,6.0,1.0,2.0,,,,2.0,2.0,6.0,,,6.0,,,1.0,1.0,2.0,3.0,1.0,1.0,,,1.0,8.0,1.0,3.0,4.0,6.0,,10.0,4.0,14.0,,,,,1.0,,,,1.0,,1.0,,4.0,7.0,,,,2.0,,,,2.0,,1.0,,1.0,1.0,,1.0,,,,2.0,19,1.0,,0.25,1.0,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.5555555555555556,1.0,0.5,,0.125,,1.0,14.492753623188406,1.0,,0.375,0.1764705882352941,0.4,0.1666666666666666,0.3846153846153846,0.1739130434782608,0.3333333333333333,,,0.25,,0.4444444444444444,0.4,,0.5,0.3333333333333333,,,0.75,0.6666666666666666,0.6666666666666666,0.25,0.125,,,,0.125,,,,,,,,,,,,1.0,1.0,,0.5,1.0,,,,,0.75,,0.519575,0.5444333333333333,0.4506,0.1111111111111111,0.1111111111111111,0.6,0.2,3.8,,0.3064516129032258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,7641.0,127,9.0,251,259,76,96,18.0,510,8.0,14.0,,1.0,1.0,3.0,6.0,12.0,1.0,2.0,,,,,5.0,14.0,1.0,,3.0,15.0,28.0,5.0,14.0,7.0,52.0,275.0,1.0,2.0,1.0,,5.0,3.0,9.0,,3.0,1.0,7.0,22.0,8.0,15.0,,,13.0,5.0,3.0,4.0,4.0,8.0,3.0,1.0,3.0,,1.0,20.0,1.0,2.0,6.0,9.0,1.0,16.0,3.0,19.0,,3.0,2.0,1.0,7.0,6.0,2.0,,1.0,,9.0,1.0,5.0,15.0,1.0,,,9.0,,,2.0,11.0,1.0,6.0,,1.0,1.0,,2.0,1.0,,,7.0,76,3.0,,0.7333333333333333,0.7333333333333333,1.0,0.3571428571428571,,0.3846153846153846,0.5357142857142857,0.5,0.3333333333333333,0.5357142857142857,0.8333333333333334,0.25,0.5531914893617021,0.8333333333333334,0.2692307692307692,0.3333333333333333,0.1071428571428571,0.2142857142857142,,20.588235294117645,0.7777777777777778,0.1666666666666666,0.1475409836065573,0.0377358490566037,0.1176470588235294,0.0222222222222222,0.1339285714285714,0.0306122448979591,,0.0769230769230769,,0.0256410256410256,,0.2,0.1333333333333333,0.0909090909090909,0.0625,0.2105263157894736,,0.5,0.3333333333333333,0.5714285714285714,0.7272727272727273,0.875,0.2857142857142857,0.5,0.5,0.5,0.0476190476190476,0.5,0.5,1.0,,,,,0.3333333333333333,0.3571428571428571,0.3571428571428571,1.0,0.3333333333333333,,0.3333333333333333,0.25,0.3333333333333333,,,0.25,,0.6666666666666666,0.3846153846153846,0.4757548780487805,0.50655,0.4536458333333333,0.1276595744680851,0.1818181818181818,0.0961538461538461,0.1346153846153846,5.739285714285714,27.407142857142865,0.3027888446215139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,12513.0,209,-74.0,415,429,123,114,45.0,844,19.0,30.0,3.0,6.0,6.0,8.0,12.0,31.0,2.0,5.0,,2.0,,1.0,6.0,15.0,,3.0,4.0,33.0,66.0,6.0,17.0,18.0,102.0,480.0,4.0,9.0,,5.0,13.0,6.0,13.0,3.0,5.0,10.0,31.0,46.0,20.0,18.0,,4.0,15.0,6.0,7.0,7.0,4.0,11.0,4.0,,5.0,1.0,1.0,26.0,,10.0,9.0,23.0,1.0,33.0,10.0,43.0,4.0,11.0,5.0,6.0,6.0,5.0,9.0,,1.0,1.0,15.0,3.0,26.0,40.0,,2.0,6.0,29.0,,3.0,,26.0,4.0,10.0,5.0,21.0,13.0,7.0,22.0,13.0,1.0,1.0,31.0,123,2.0,5.0,0.696969696969697,0.7419354838709677,1.0,0.3529411764705882,0.6,0.3529411764705882,0.5,0.4444444444444444,0.4615384615384615,0.5060240963855421,0.4444444444444444,0.5833333333333334,0.5425531914893617,0.5416666666666666,0.62,0.2048192771084337,0.106060606060606,0.1666666666666666,0.064516129032258,23.44086021505376,0.4,0.1,0.2,0.0746268656716417,0.1168831168831168,,0.1666666666666666,0.0492610837438423,0.0465116279069767,0.1290322580645161,,,,0.1724137931034483,0.1860465116279069,0.3571428571428571,0.1320754716981132,0.0833333333333333,0.1081081081081081,0.5909090909090909,0.3614457831325301,0.6333333333333333,0.76,0.7894736842105263,0.3734939759036144,0.3870967741935484,0.4137931034482758,0.5,0.0602409638554216,0.4,0.4,1.0,0.0240963855421686,,,,0.180722891566265,0.4,0.4,1.0,0.6666666666666666,0.5,,0.4444444444444444,0.75,0.0555555555555555,,0.2222222222222222,0.75,0.5662650602409639,0.4,0.5004981927710844,0.5075888888888889,0.5366305555555555,0.1123595505617977,0.1388888888888889,0.1274509803921568,0.3039215686274509,5.668181818181817,25.34117647058824,0.2963855421686747,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,12888.0,215,-13.0,433,439,108,134,46.0,872,12.0,20.0,1.0,1.0,2.0,5.0,8.0,22.0,13.0,21.0,2.0,6.0,,,12.0,34.0,3.0,4.0,10.0,33.0,63.0,14.0,40.0,25.0,133.0,476.0,6.0,7.0,3.0,2.0,20.0,5.0,13.0,4.0,10.0,15.0,37.0,16.0,50.0,30.0,12.0,4.0,34.0,12.0,4.0,20.0,11.0,31.0,9.0,2.0,15.0,2.0,3.0,73.0,2.0,4.0,10.0,8.0,,18.0,6.0,24.0,2.0,9.0,8.0,1.0,10.0,8.0,5.0,1.0,2.0,,15.0,3.0,2.0,10.0,1.0,1.0,1.0,20.0,,,2.0,29.0,2.0,7.0,6.0,3.0,3.0,,3.0,1.0,,,37.0,108,1.0,5.0,0.2424242424242424,0.2580645161290322,0.7142857142857143,0.35,0.4,0.35,0.5238095238095238,0.8571428571428571,0.3846153846153846,0.5242718446601942,0.9,0.4782608695652174,0.5739130434782609,0.9090909090909092,0.5967741935483871,0.3883495145631068,0.0634920634920634,0.05,0.1363636363636363,26.76348547717842,0.6666666666666666,,0.0754716981132075,0.036697247706422,0.1162790697674418,0.024390243902439,0.09375,0.031413612565445,0.0238095238095238,0.0588235294117647,,0.0273972602739726,,0.0384615384615384,0.1081081081081081,0.1176470588235294,0.1323529411764706,0.0555555555555555,0.0416666666666666,0.3333333333333333,0.1941747572815534,0.6,0.631578947368421,0.3333333333333333,0.2135922330097087,0.3636363636363636,0.4210526315789473,0.25,0.203883495145631,0.6190476190476191,0.6190476190476191,0.1538461538461538,0.058252427184466,0.3333333333333333,0.4,1.0,0.3300970873786408,0.3529411764705882,0.3636363636363636,0.6666666666666666,0.1,1.0,0.3,0.217391304347826,0.4,,,0.4347826086956521,0.4,0.5825242718446602,0.3529411764705882,0.481188349514563,0.473675,0.4617673913043477,0.0825688073394495,0.1029411764705882,0.150375939849624,0.2781954887218045,10.244444444444444,25.34500000000001,0.2494226327944572,2.0,2.0,,2.0,,,0.6666666666666666,0.6666666666666666,1.0,1.0,,,1.0,2.0,1.0,1.0,2.0,0.05,0.1666666666666666,0.0294117647058823,0.048780487804878,,,,,,,,True,,,,,
202714,1610612763,Shelvin Mack,Shelvin Mack,202714,MEM,16965.0,283,-53.0,577,581,207,226,53.0,1158,15.0,25.0,2.0,4.0,5.0,10.0,6.0,16.0,4.0,13.0,1.0,5.0,,2.0,12.0,28.0,1.0,4.0,10.0,25.0,54.0,13.0,33.0,7.0,96.0,646.0,2.0,5.0,2.0,,4.0,5.0,13.0,4.0,12.0,2.0,24.0,22.0,28.0,12.0,27.0,,28.0,12.0,4.0,26.0,20.0,46.0,14.0,6.0,15.0,6.0,5.0,112.0,2.0,4.0,17.0,8.0,,25.0,6.0,31.0,1.0,11.0,7.0,4.0,14.0,9.0,2.0,,5.0,,16.0,6.0,4.0,16.0,,4.0,1.0,14.0,,,1.0,12.0,2.0,5.0,1.0,1.0,1.0,,1.0,,,,24.0,207,5.0,1.0,0.44,0.44,0.3076923076923077,0.3939393939393939,0.3333333333333333,0.3939393939393939,0.4629629629629629,0.4,0.3846153846153846,0.5114942528735632,0.2857142857142857,0.44,0.521978021978022,0.2857142857142857,0.4444444444444444,0.3793103448275862,0.074074074074074,0.16,,16.82389937106918,0.875,,0.0526315789473684,0.0227272727272727,0.146551724137931,0.0208333333333333,0.0932835820895522,0.0220588235294117,0.0192307692307692,0.0394736842105263,,0.0246913580246913,,0.0746268656716417,0.0508474576271186,,0.1325301204819277,0.1818181818181818,0.0232558139534883,,0.2873563218390804,0.6,0.7142857142857143,0.6,0.1839080459770115,0.375,0.375,,0.1494252873563218,0.3076923076923077,0.3076923076923077,0.5,0.057471264367816,0.2,0.2,1.0,0.3218390804597701,0.4285714285714285,0.4285714285714285,0.25,0.5714285714285714,0.5,0.1428571428571428,0.4,0.5,0.08,,0.4,0.4,0.6666666666666666,0.4285714285714285,0.5071028735632184,0.5537833333333333,0.53301,0.0555555555555555,0.087719298245614,0.0416666666666666,0.25,7.46111111111111,25.296969696969697,0.3587521663778163,,,,,,,,,,2.0,,,0.5,,,2.0,,,,,,1.0,1.0,0.1428571428571428,,,,,True,,,,,
203210,1610612763,JaMychal Green,JaMychal Green,203210,MEM,8434.0,141,-18.0,277,277,58,94,30.0,554,9.0,13.0,3.0,4.0,3.0,4.0,1.0,6.0,6.0,8.0,1.0,2.0,,,6.0,12.0,,,,16.0,27.0,7.0,14.0,5.0,58.0,289.0,3.0,4.0,,2.0,8.0,5.0,8.0,,,4.0,14.0,26.0,6.0,21.0,,6.0,12.0,6.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,,13.0,1.0,3.0,13.0,11.0,6.0,30.0,4.0,34.0,,5.0,,5.0,3.0,3.0,8.0,,,4.0,11.0,3.0,6.0,23.0,,3.0,3.0,5.0,,1.0,,6.0,,2.0,1.0,5.0,4.0,1.0,5.0,3.0,2.0,,14.0,58,4.0,1.0,0.8125,1.0,1.0,0.5,,0.5,0.5925925925925926,0.75,0.625,0.6463414634146342,0.75,0.625,0.6590909090909091,0.8,0.7,0.3414634146341463,0.037037037037037,0.0769230769230769,,17.799352750809064,0.2727272727272727,0.6,0.1341463414634146,0.0326086956521739,0.2280701754385964,0.0227272727272727,0.1726618705035971,0.0294117647058823,0.0434782608695652,0.024390243902439,0.0357142857142857,0.0256410256410256,,0.1714285714285714,0.0625,0.2,0.1707317073170731,0.375,,0.6,0.3170731707317073,0.6923076923076923,0.75,0.6666666666666666,0.1463414634146341,0.1666666666666666,0.1666666666666666,1.0,0.1951219512195122,0.75,0.75,1.0,0.048780487804878,0.5,0.5,1.0,0.2926829268292683,0.5,0.5,1.0,1.0,0.75,,0.5,0.75,,,,,0.6585365853658537,0.5,0.5161317073170731,0.5955333333333334,0.47795,0.0465116279069767,0.0689655172413793,0.1379310344827586,0.2413793103448276,7.696296296296295,25.02142857142857,0.2093862815884476,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,True,,,,,
203937,1610612763,Kyle Anderson,Kyle Anderson,203937,MEM,8635.0,144,-44.0,302,310,117,126,26.0,612,5.0,10.0,,1.0,3.0,5.0,3.0,10.0,3.0,7.0,,,,,,2.0,,,2.0,11.0,27.0,,2.0,3.0,25.0,358.0,1.0,3.0,,,2.0,4.0,11.0,,2.0,3.0,11.0,8.0,14.0,,,,2.0,,4.0,11.0,3.0,14.0,1.0,2.0,8.0,1.0,2.0,31.0,1.0,,7.0,9.0,4.0,20.0,1.0,21.0,,7.0,4.0,3.0,2.0,2.0,4.0,,,,6.0,3.0,8.0,19.0,,2.0,3.0,4.0,1.0,1.0,,4.0,,2.0,,4.0,2.0,2.0,4.0,3.0,,,11.0,117,2.0,,0.3636363636363636,0.3636363636363636,,,,,0.4074074074074074,0.3333333333333333,0.3636363636363636,0.3793103448275862,0.3333333333333333,0.3076923076923077,0.4032258064516129,0.3333333333333333,0.3666666666666666,0.0689655172413793,0.1481481481481481,0.3,0.1,11.246200607902736,0.3333333333333333,0.5714285714285714,0.12,,0.1186440677966101,0.0208333333333333,0.1194029850746268,0.0074626865671641,,,,,0.125,0.0857142857142857,0.2,0.0666666666666666,0.1428571428571428,0.0588235294117647,,0.75,0.3448275862068966,0.5,0.7142857142857143,0.6,0.3448275862068966,0.3,0.3333333333333333,,0.2413793103448276,0.4285714285714285,0.4285714285714285,0.3333333333333333,,,,,0.0689655172413793,,,,0.3333333333333333,,,0.3846153846153846,0.6,,,0.1538461538461538,,0.4137931034482758,,0.4481258620689655,0.3899,0.4361653846153845,0.064516129032258,0.0689655172413793,0.08,0.44,8.796296296296296,26.7,0.3874172185430463,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,12119.0,202,11.0,400,405,111,145,35.0,805,8.0,12.0,4.0,4.0,4.0,6.0,12.0,27.0,6.0,15.0,,,,,11.0,25.0,1.0,,4.0,26.0,54.0,11.0,25.0,18.0,103.0,444.0,6.0,7.0,1.0,,12.0,9.0,17.0,,4.0,10.0,28.0,38.0,14.0,33.0,,2.0,25.0,11.0,3.0,18.0,9.0,27.0,8.0,1.0,12.0,3.0,3.0,63.0,2.0,6.0,17.0,25.0,1.0,43.0,8.0,51.0,,6.0,5.0,1.0,8.0,4.0,6.0,,4.0,1.0,14.0,5.0,8.0,15.0,,1.0,3.0,35.0,3.0,3.0,1.0,25.0,2.0,7.0,6.0,7.0,6.0,1.0,7.0,4.0,,,28.0,111,2.0,5.0,0.7307692307692307,0.76,1.0,0.44,,0.44,0.4814814814814814,0.8571428571428571,0.5294117647058824,0.5379746835443038,0.75,0.4285714285714285,0.5666666666666667,0.75,0.5,0.3164556962025316,0.0555555555555555,0.1666666666666666,,23.744292237442924,0.5714285714285714,0.0909090909090909,0.2427184466019417,0.0594059405940594,0.2023809523809523,0.028169014084507,0.2245989304812834,0.0465116279069767,,0.0625,0.1153846153846153,0.032258064516129,,0.217391304347826,0.2647058823529412,0.2608695652173913,0.1666666666666666,0.3333333333333333,,0.5714285714285714,0.1518987341772152,0.6666666666666666,0.8,0.75,0.3417721518987341,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.189873417721519,0.4,0.4285714285714285,0.8333333333333334,,,,,0.3164556962025316,0.44,0.44,1.0,0.5,1.0,0.125,0.2857142857142857,0.6666666666666666,,,0.1904761904761904,,0.4683544303797468,0.44,0.4733113924050632,0.565242857142857,0.4821285714285713,0.0833333333333333,0.1186440677966101,0.116504854368932,0.2718446601941747,9.244444444444447,25.572,0.2775,,,,2.0,,,,,,,,,0.75,,,2.0,,,,,,,,,,0.0666666666666666,,,True,,,,,
201956,1610612763,Omri Casspi,Omri Casspi,201956,MEM,6583.0,110,-18.0,221,225,51,72,23.0,446,16.0,17.0,7.0,7.0,3.0,3.0,1.0,6.0,,,,,,,3.0,8.0,1.0,,3.0,17.0,23.0,3.0,8.0,9.0,52.0,246.0,7.0,8.0,1.0,1.0,15.0,3.0,3.0,,3.0,4.0,10.0,24.0,10.0,9.0,,2.0,8.0,3.0,1.0,8.0,3.0,11.0,2.0,1.0,5.0,2.0,1.0,25.0,,3.0,12.0,9.0,1.0,22.0,3.0,25.0,2.0,6.0,4.0,2.0,2.0,,4.0,1.0,2.0,1.0,6.0,1.0,8.0,10.0,,1.0,,14.0,,1.0,,16.0,2.0,8.0,1.0,1.0,1.0,,1.0,,,,10.0,51,,1.0,0.7058823529411765,0.75,1.0,0.375,,0.375,0.7391304347826086,0.875,1.0,0.6935483870967742,0.7777777777777778,0.5,0.6842105263157895,0.75,0.5,0.2580645161290322,0.0434782608695652,,0.1666666666666666,17.813765182186234,0.3333333333333333,0.25,0.15,0.0483870967741935,0.3243243243243243,,0.2164948453608247,0.0309278350515463,0.05,0.0666666666666666,,,,0.1612903225806451,0.1052631578947368,0.2,0.3809523809523809,0.25,0.2,,0.5483870967741935,0.9411764705882352,0.9411764705882352,0.75,0.1935483870967742,0.1666666666666666,0.2,,,,,,,,,,0.2580645161290322,0.375,0.375,1.0,0.7777777777777778,1.0,0.1111111111111111,0.5,1.0,,,0.5,,0.8064516129032258,0.375,0.5567129032258065,0.5521357142857142,0.5697916666666667,0.2162162162162162,0.2758620689655172,0.2884615384615384,0.1923076923076923,3.073913043478261,26.3125,0.2307692307692307,,,,1.0,,,,,,,,,0.5714285714285714,,,,,,,,,,1.0,,,,,,True,,,,,
