EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,LostBallSteals,Travels,Charge Fouls,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedShortMidRange,Defensive 3 Seconds Violations,PenaltyFg3Pct,OffFTReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,OffensiveGoaltends,Corner3PctBlocked,PenaltyCorner3Accuracy,DefensiveGoaltends,LongMidRangePctBlocked,on,Clear Path Fouls
1627782,1610612763,Wayne Selden,Wayne Selden,1627782,MEM,8439.0,141,-4.0,288,288,71.0,77.0,23.0,576,7.0,12.0,1.0,2.0,5.0,6.0,10.0,1.0,3.0,3.0,3.0,5.0,14.0,3.0,4.0,14.0,25.0,8.0,17.0,10.0,62.0,320,1.0,3.0,2.0,2.0,3.0,7.0,4.0,3.0,9.0,14.0,14.0,21.0,3.0,14.0,5.0,2.0,8.0,3.0,11.0,2.0,1.0,8.0,25.0,2.0,4.0,4.0,4.0,1.0,9.0,6.0,15.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,7.0,1.0,6.0,15.0,1.0,1.0,17.0,2.0,2.0,1.0,17.0,1.0,8.0,1.0,3.0,3.0,3.0,2.0,9.0,71.0,1.0,1.0,0.5,0.5,0.875,0.4705882352941176,0.4705882352941176,0.56,0.4285714285714285,0.6190476190476191,0.2727272727272727,0.62,0.1666666666666666,0.3461538461538461,0.4047619047619047,0.08,0.1666666666666666,18.26923076923077,0.5714285714285714,0.0833333333333333,0.0512820512820512,0.0476190476190476,0.074074074074074,0.0425531914893617,0.0606060606060606,0.0458015267175572,0.12,0.0588235294117647,0.048780487804878,0.0476190476190476,0.0869565217391304,0.0666666666666666,0.1111111111111111,0.1666666666666666,0.6666666666666666,0.2857142857142857,0.5833333333333334,0.7,0.8571428571428571,0.238095238095238,0.6,0.6,0.1666666666666666,0.0714285714285714,0.3333333333333333,0.3333333333333333,0.0714285714285714,1.0,1.0,1.0,0.3333333333333333,0.3571428571428571,0.3571428571428571,0.8,0.25,0.75,0.4545454545454545,0.4,0.3636363636363636,0.6904761904761905,0.3571428571428571,0.5137107142857144,0.4881,0.5388545454545455,0.1632653061224489,0.25,0.032258064516129,0.1451612903225806,6.66,25.352941176470583,0.2465277777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628397,1610612763,Ivan Rabb,Ivan Rabb,1628397,MEM,2423.0,40,-5.0,78,77,13.0,25.0,12.0,155,3.0,6.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,5.0,9.0,,,1.0,11.0,81,1.0,,1.0,3.0,,,,1.0,1.0,4.0,6.0,,,,,1.0,1.0,3.0,4.0,1.0,2.0,1.0,11.0,,4.0,2.0,4.0,1.0,7.0,4.0,11.0,,1.0,,1.0,,3.0,,1.0,4.0,,3.0,5.0,,,6.0,,2.0,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,13.0,,1.0,0.4,0.5,,,,0.5555555555555556,,0.5555555555555556,,0.55,0.75,0.5,,0.1111111111111111,,15.384615384615383,0.25,0.5,0.25,0.1538461538461538,0.1333333333333333,,0.1935483870967742,0.1081081081081081,0.1,0.3333333333333333,,0.1818181818181818,0.6666666666666666,0.1666666666666666,,,,0.6666666666666666,0.5,0.5,0.3333333333333333,0.2222222222222222,0.5,1.0,,0.1111111111111111,1.0,1.0,,,,,,,,,1.0,,,,,0.6666666666666666,,0.5279777777777777,0.5463,,0.2222222222222222,0.2222222222222222,0.2727272727272727,0.0909090909090909,4.533333333333333,,0.1666666666666666,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,54947.0,916,-17.0,1786,1784,335.0,297.0,133.0,3570,105.0,142.0,21.0,19.0,23.0,51.0,128.0,2.0,9.0,3.0,23.0,28.0,69.0,2.0,16.0,158.0,279.0,31.0,92.0,80.0,489.0,1891,30.0,3.0,10.0,50.0,29.0,38.0,23.0,18.0,115.0,196.0,120.0,90.0,3.0,69.0,28.0,23.0,23.0,15.0,38.0,10.0,5.0,15.0,91.0,6.0,33.0,40.0,73.0,4.0,117.0,40.0,157.0,11.0,30.0,18.0,29.0,10.0,38.0,5.0,19.0,67.0,11.0,66.0,137.0,14.0,13.0,110.0,,6.0,2.0,101.0,14.0,52.0,5.0,45.0,33.0,48.0,22.0,115.0,333.0,11.0,5.0,0.620253164556962,0.6758620689655173,0.967741935483871,0.3369565217391304,0.3369565217391304,0.5663082437275986,0.7631578947368421,0.5512129380053908,0.7950819672131147,0.5905797101449275,0.6410256410256411,0.7986111111111112,0.2479784366576819,0.082437275985663,0.0845070422535211,24.8578811369509,0.4328358208955223,0.0909090909090909,0.1498973305954825,0.0662650602409638,0.1104972375690607,0.01875,0.1330977620730271,0.0476772616136919,0.0804597701149425,0.0105263157894736,0.024390243902439,0.15625,0.1369047619047619,0.1050724637681159,0.127906976744186,0.0696202531645569,0.4583333333333333,0.3827493261455525,0.7394366197183099,0.8076923076923077,0.6476190476190476,0.3450134770889488,0.3984375,0.4358974358974359,0.5686274509803921,0.0242587601078167,0.2222222222222222,0.2222222222222222,0.0619946091644204,0.1304347826086956,0.1304347826086956,1.0,0.1859838274932614,0.4057971014492754,0.4057971014492754,0.9642857142857144,0.6363636363636364,0.0606060606060606,0.3770491803278688,0.8260869565217391,0.2622950819672131,0.6307277628032345,0.4057971014492754,0.5051142857142857,0.5363730769230769,0.5218803278688524,0.1295843520782396,0.1640378548895899,0.1022494887525562,0.2351738241308793,4.822580645161291,25.34565217391304,0.1875699888017917,17.0,20.0,26.0,12.0,5.0,5.0,4.0,0.6666666666666666,0.6060606060606061,0.0859375,0.0786026200873362,0.5,0.8095238095238095,1.0,7.0,13.0,13.0,4.0,4.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,2.0,1.0,12.0,6.0,0.5652173913043478,0.0217391304347826,0.1574803149606299,0.1176470588235294,0.0303030303030303,0.1147540983606557,0.8125,0.0108695652173913,,,,,,,,,,,,,,,,,,,,,,True,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,72651.0,1211,-5.0,2386,2381,606.0,556.0,197.0,4767,79.0,144.0,4.0,16.0,37.0,55.0,126.0,31.0,82.0,15.0,29.0,68.0,193.0,13.0,67.0,165.0,352.0,83.0,222.0,158.0,737.0,2554,21.0,15.0,6.0,42.0,41.0,97.0,70.0,74.0,231.0,108.0,222.0,165.0,84.0,191.0,68.0,19.0,149.0,79.0,228.0,53.0,26.0,95.0,535.0,7.0,7.0,43.0,55.0,,98.0,14.0,112.0,6.0,49.0,27.0,50.0,34.0,21.0,6.0,16.0,71.0,19.0,23.0,60.0,2.0,2.0,170.0,3.0,6.0,20.0,187.0,16.0,59.0,26.0,12.0,6.0,12.0,5.0,225.0,599.0,3.0,19.0,0.3272727272727272,0.3272727272727272,0.6626506024096386,0.3738738738738739,0.3772727272727272,0.46875,0.422680412371134,0.5043554006968641,0.4700598802395209,0.5562403697996918,0.5256410256410257,0.5566502463054187,0.3867595818815331,0.0539772727272727,0.0833333333333333,27.506723011909333,0.704225352112676,,0.0892857142857142,0.0108527131782945,0.0932754880694143,0.0155210643015521,0.0909935004642525,0.0127737226277372,0.0216450216450216,,0.0144508670520231,0.0894941634241245,0.0710900473933649,0.0974930362116991,0.0784313725490196,0.020066889632107,0.4166666666666667,0.2508710801393728,0.5486111111111112,0.5984848484848485,0.3544303797468354,0.2195121951219512,0.4365079365079365,0.4621848739495798,0.3272727272727272,0.1428571428571428,0.3780487804878049,0.3780487804878049,0.0505226480836236,0.5172413793103449,0.5172413793103449,1.0,0.3362369337979094,0.3523316062176165,0.3560209424083769,0.5882352941176471,0.1111111111111111,0.3611111111111111,0.2215568862275449,0.4324324324324324,0.4011976047904191,0.6376306620209059,0.3560209424083769,0.4929750874125874,0.4817666666666666,0.4733784848484848,0.1059390048154093,0.1493670886075949,0.0569877883310719,0.3134328358208955,8.530397727272726,25.742342342342344,0.2539815590947192,3.0,9.0,,22.0,1.0,,,0.4285714285714285,0.5,0.0555555555555555,0.0070422535211267,0.2580645161290322,0.75,2.0,3.0,25.0,25.0,28.0,26.0,,12.0,,3.0,1.0,7.0,,,,3.0,1.0,0.3571428571428571,,0.1148648648648648,,0.0555555555555555,0.0179640718562874,0.373134328358209,0.0307017543859649,2.0,4.0,6.0,2.0,2.0,17.0,3.0,0.4,0.009009009009009,0.0103626943005181,0.019047619047619,1.0,1.0,0.3076923076923077,1.0,,,,,,,True,
202066,1610612763,Garrett Temple,Garrett Temple,202066,MEM,91813.0,1530,-99.0,3015,3018,799.0,765.0,245.0,6033,65.0,98.0,7.0,12.0,20.0,10.0,31.0,17.0,48.0,33.0,85.0,41.0,125.0,7.0,34.0,92.0,177.0,74.0,210.0,57.0,463.0,3275,9.0,16.0,2.0,23.0,14.0,38.0,57.0,21.0,85.0,116.0,68.0,204.0,18.0,125.0,41.0,15.0,47.0,22.0,69.0,18.0,4.0,20.0,160.0,8.0,10.0,53.0,66.0,15.0,134.0,18.0,152.0,4.0,50.0,36.0,32.0,25.0,22.0,4.0,7.0,54.0,11.0,48.0,134.0,4.0,4.0,81.0,1.0,9.0,9.0,76.0,7.0,28.0,10.0,25.0,14.0,25.0,11.0,83.0,791.0,17.0,7.0,0.6304347826086957,0.6444444444444445,0.918918918918919,0.3523809523809524,0.3523809523809524,0.519774011299435,0.3684210526315789,0.524547803617571,0.3368421052631579,0.548926014319809,0.4259259259259259,0.3899082568807339,0.5426356589147286,0.0847457627118644,0.1224489795918367,14.377094121230584,0.5925925925925926,0.1704545454545454,0.0847240051347881,0.012135922330097,0.0916955017301038,0.014336917562724,0.0876934414148857,0.0130246020260492,0.0206896551724137,0.0056497175141242,0.0138888888888888,0.0984615384615384,0.0684410646387832,0.0808988764044943,0.1278195488721804,0.0202020202020202,0.44,0.2532299741602067,0.6632653061224489,0.7558139534883721,0.7230769230769231,0.0801033591731266,0.3225806451612903,0.3571428571428571,0.5,0.1240310077519379,0.3541666666666667,0.3541666666666667,0.2196382428940568,0.388235294117647,0.3928571428571428,0.9696969696969696,0.3229974160206718,0.328,0.3306451612903225,0.8780487804878049,0.28,0.28,0.2105263157894736,0.6,0.3578947368421052,0.7958656330749354,0.328,0.540991472868217,0.562995238095238,0.5229905263157896,0.0709046454767726,0.1414141414141414,0.0496760259179265,0.183585313174946,7.340112994350284,24.70190476190476,0.2650082918739635,3.0,3.0,4.0,14.0,,4.0,,0.3333333333333333,0.42,0.0967741935483871,0.0084033613445378,0.3529411764705882,0.4285714285714285,9.0,23.0,8.0,12.0,19.0,8.0,,4.0,3.0,8.0,,1.0,,,,9.0,,0.2105263157894736,,0.0837696335078534,,0.36,0.2421052631578947,0.2352941176470588,0.0047393364928909,2.0,3.0,5.0,,2.0,5.0,2.0,0.3125,0.0095238095238095,0.008,0.0158730158730158,0.2222222222222222,1.0,0.4285714285714285,1.0,4.0,1.0,0.0117647058823529,0.1739130434782608,,,True,
203210,1610612763,JaMychal Green,JaMychal Green,203210,MEM,24998.0,417,-115.0,828,837,274.0,273.0,83.0,1665,36.0,61.0,20.0,13.0,20.0,4.0,22.0,9.0,18.0,4.0,13.0,7.0,21.0,3.0,1.0,49.0,101.0,11.0,34.0,33.0,164.0,965,22.0,4.0,7.0,27.0,17.0,34.0,7.0,12.0,52.0,76.0,22.0,33.0,,21.0,7.0,14.0,13.0,6.0,19.0,5.0,1.0,10.0,44.0,12.0,21.0,32.0,41.0,12.0,85.0,33.0,118.0,5.0,14.0,9.0,16.0,14.0,14.0,,2.0,30.0,5.0,26.0,60.0,6.0,5.0,42.0,3.0,6.0,2.0,40.0,2.0,18.0,3.0,9.0,5.0,9.0,5.0,52.0,273.0,11.0,2.0,0.7755102040816326,0.926829268292683,1.0,0.3235294117647059,0.3235294117647059,0.4851485148514851,0.5,0.4851851851851851,0.4878048780487805,0.5324675324675324,0.4354838709677419,0.5306122448979592,0.2518518518518518,0.1386138613861386,0.1147540983606557,19.86970684039088,0.5333333333333333,0.4,0.2081218274111675,0.0853658536585365,0.2222222222222222,0.075,0.2140762463343108,0.0812807881773399,0.1111111111111111,0.0483870967741935,0.08,0.144578313253012,0.2361111111111111,0.2129629629629629,0.25,0.0847457627118644,0.5555555555555556,0.4518518518518518,0.5901639344262295,0.6666666666666666,0.75,0.1629629629629629,0.1818181818181818,0.2666666666666666,0.75,0.1333333333333333,0.5,0.5,0.0962962962962963,0.3076923076923077,0.3076923076923077,1.0,0.1555555555555555,0.3333333333333333,0.3333333333333333,1.0,0.7692307692307693,0.1153846153846153,0.4878048780487805,0.65,0.024390243902439,0.7037037037037037,0.3333333333333333,0.5234514814814816,0.5425861111111111,0.5163878048780488,0.119205298013245,0.1538461538461538,0.1646341463414634,0.3170731707317073,5.862376237623763,24.682352941176468,0.3309178743961353,10.0,10.0,16.0,5.0,1.0,,1.0,0.4545454545454545,0.3846153846153846,0.3181818181818182,0.087378640776699,0.8888888888888888,0.5,1.0,6.0,,2.0,1.0,2.0,,5.0,2.0,2.0,,,,,,4.0,,0.2857142857142857,,0.2857142857142857,0.2,0.0384615384615384,0.1463414634146341,,,,,,,,,,,,,0.0571428571428571,,,,,2.0,,,0.3333333333333333,2.0,,True,
202714,1610612763,Shelvin Mack,Shelvin Mack,202714,MEM,30580.0,510,-94.0,1004,1009,361.0,375.0,82.0,2013,23.0,45.0,1.0,11.0,16.0,12.0,34.0,7.0,20.0,4.0,8.0,20.0,36.0,,10.0,42.0,99.0,24.0,44.0,27.0,183.0,1129,6.0,1.0,1.0,7.0,15.0,26.0,12.0,12.0,66.0,46.0,38.0,48.0,24.0,36.0,20.0,14.0,39.0,25.0,64.0,20.0,5.0,23.0,153.0,,6.0,19.0,13.0,1.0,33.0,6.0,39.0,2.0,21.0,10.0,18.0,12.0,6.0,1.0,6.0,24.0,9.0,11.0,34.0,3.0,1.0,25.0,,2.0,,36.0,,11.0,4.0,2.0,1.0,2.0,1.0,64.0,354.0,10.0,3.0,0.5476190476190477,0.5476190476190477,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.4242424242424242,0.5769230769230769,0.5454545454545454,0.7105263157894737,0.5660377358490566,0.4375,0.717391304347826,0.3076923076923077,0.1414141414141414,0.1777777777777777,16.71232876712329,0.75,0.0294117647058823,0.0515873015873015,0.0209790209790209,0.0964467005076142,,0.0712694877505567,0.0129032258064516,0.0186915887850467,,,0.0297029702970297,0.0975609756097561,0.0980392156862745,0.0909090909090909,0.0317460317460317,0.5,0.3146853146853147,0.5111111111111111,0.6216216216216216,0.6521739130434783,0.2377622377622377,0.3529411764705882,0.4,0.3333333333333333,0.1398601398601398,0.35,0.3888888888888889,0.0559440559440559,0.5,0.5,1.0,0.2517482517482518,0.5555555555555556,0.5555555555555556,0.6,0.1428571428571428,,0.4210526315789473,0.6875,0.2631578947368421,0.6223776223776224,0.5555555555555556,0.4941604895104895,0.4780214285714286,0.541396052631579,0.0774193548387096,0.1,0.0382513661202185,0.360655737704918,7.462626262626262,25.454545454545453,0.3595617529880478,1.0,3.0,,11.0,,,,0.5,0.4285714285714285,0.1176470588235294,0.036036036036036,0.5714285714285714,1.0,1.0,2.0,6.0,8.0,12.0,4.0,,4.0,,,,1.0,,,,1.0,,0.6666666666666666,,0.0289855072463768,,0.1428571428571428,0.0526315789473684,0.6,0.0222222222222222,,,,,,3.0,,,,,,,,,,2.0,,,1.0,,0.1,True,
203937,1610612763,Kyle Anderson,Kyle Anderson,203937,MEM,56589.0,943,49.0,1859,1850,459.0,436.0,146.0,3709,78.0,117.0,21.0,14.0,22.0,24.0,48.0,9.0,18.0,7.0,18.0,1.0,11.0,2.0,5.0,111.0,183.0,8.0,29.0,25.0,271.0,1939,26.0,2.0,4.0,37.0,18.0,30.0,8.0,6.0,45.0,120.0,102.0,24.0,,11.0,1.0,10.0,62.0,30.0,92.0,19.0,11.0,44.0,214.0,13.0,23.0,71.0,79.0,13.0,163.0,37.0,200.0,1.0,39.0,21.0,20.0,15.0,19.0,1.0,5.0,39.0,6.0,25.0,75.0,5.0,4.0,41.0,2.0,,4.0,41.0,7.0,21.0,3.0,27.0,19.0,28.0,18.0,44.0,452.0,8.0,2.0,0.5405405405405406,0.6060606060606061,1.0,0.2758620689655172,0.2758620689655172,0.6065573770491803,0.6,0.5801886792452831,0.5131578947368421,0.5917030567685589,0.6166666666666667,0.5357142857142857,0.1367924528301886,0.0546448087431694,0.0769230769230769,13.320079522862825,0.5128205128205128,0.2549019607843137,0.1504761904761904,0.0462776659959758,0.2022792022792023,0.04,0.1712328767123287,0.0437956204379562,0.0722222222222222,0.0357142857142857,0.0278884462151394,0.1069767441860465,0.1452513966480447,0.2037735849056604,0.1976744186046511,0.0126582278481012,0.6428571428571429,0.5518867924528302,0.6666666666666666,0.7222222222222222,0.5769230769230769,0.2264150943396226,0.5,0.5106382978723404,0.4583333333333333,0.0849056603773584,0.5,0.5,0.0849056603773584,0.3888888888888889,0.3888888888888889,1.0,0.0518867924528301,0.0909090909090909,0.0909090909090909,1.0,0.75,0.0714285714285714,0.5789473684210527,0.6363636363636364,0.131578947368421,0.6886792452830188,0.0909090909090909,0.532707345971564,0.5602833333333332,0.5270184210526316,0.0929203539823008,0.1065989847715736,0.1365313653136531,0.1660516605166051,4.962295081967214,24.762068965517248,0.2469069392146315,11.0,15.0,24.0,18.0,5.0,2.0,,0.5769230769230769,0.5892857142857143,0.0208333333333333,0.0292682926829268,0.4444444444444444,0.5238095238095238,,3.0,,1.0,12.0,6.0,1.0,5.0,1.0,3.0,,,1.0,1.0,,6.0,,0.125,0.0192307692307692,0.2290076335877862,,,0.0789473684210526,,,,1.0,1.0,,,,2.0,0.5,,,0.081081081081081,,,0.5,1.0,1.0,,,0.3333333333333333,1.0,,True,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,7188.0,120,-24.0,232,238,83.0,85.0,17.0,470,10.0,21.0,,3.0,6.0,1.0,4.0,3.0,5.0,1.0,3.0,2.0,11.0,1.0,4.0,14.0,30.0,3.0,14.0,9.0,46.0,277,,2.0,,,3.0,8.0,5.0,2.0,8.0,20.0,8.0,9.0,,11.0,2.0,5.0,2.0,5.0,7.0,5.0,,2.0,19.0,,,4.0,3.0,1.0,8.0,,8.0,,5.0,2.0,3.0,3.0,,,,3.0,,11.0,23.0,,,10.0,,,2.0,11.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,8.0,83.0,3.0,1.0,0.7142857142857143,0.7142857142857143,1.0,0.2142857142857142,0.2142857142857142,0.4666666666666667,0.375,0.4204545454545454,0.2307692307692307,0.4693877551020408,,0.2666666666666666,0.3181818181818182,0.1666666666666666,0.238095238095238,20.8,1.0,0.1666666666666666,0.081081081081081,,0.0975609756097561,,0.0897435897435897,,,,,0.0714285714285714,0.1176470588235294,0.0967741935483871,0.1,,1.0,0.4772727272727273,0.4761904761904761,0.625,0.9,0.0909090909090909,0.25,0.25,,0.1136363636363636,0.6,0.6,0.0681818181818181,0.3333333333333333,0.3333333333333333,1.0,0.25,0.1818181818181818,0.1818181818181818,1.0,,0.5,0.4615384615384615,0.5,0.3076923076923077,0.7954545454545454,0.1818181818181818,0.5125625,0.5388,0.5181423076923076,0.1041666666666666,0.1470588235294117,,0.1739130434782608,6.003333333333333,25.60714285714286,0.3577586206896552,,,,3.0,,,,,,,,0.3333333333333333,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,0.5,0.0769230769230769,,,,,,,,,,,,,,,,,,,,,,,,True,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,77041.0,1284,-37.0,2516,2519,659.0,613.0,189.0,5035,53.0,84.0,13.0,15.0,20.0,57.0,156.0,31.0,78.0,2.0,4.0,54.0,148.0,6.0,31.0,141.0,318.0,56.0,152.0,102.0,552.0,2706,25.0,7.0,7.0,37.0,37.0,78.0,32.0,57.0,167.0,198.0,84.0,168.0,,148.0,54.0,22.0,122.0,71.0,193.0,49.0,22.0,81.0,457.0,11.0,24.0,124.0,146.0,23.0,293.0,37.0,330.0,5.0,50.0,33.0,43.0,22.0,37.0,2.0,21.0,80.0,25.0,55.0,109.0,7.0,12.0,143.0,11.0,8.0,4.0,137.0,13.0,47.0,27.0,46.0,30.0,48.0,24.0,163.0,651.0,12.0,24.0,0.7021276595744681,0.7226277372262774,1.0,0.3684210526315789,0.3684210526315789,0.4433962264150943,0.4743589743589743,0.4787234042553192,0.5,0.519774011299435,0.5138888888888888,0.571917808219178,0.3234042553191489,0.0691823899371069,0.1547619047619047,22.446730345334316,0.5375,0.3333333333333333,0.2229007633587786,0.036144578313253,0.2572614107883817,0.0231092436974789,0.2374670184696569,0.0307017543859649,0.0478260869565217,0.0204081632653061,0.0165289256198347,0.2059925093632958,0.2126696832579185,0.267379679144385,0.2222222222222222,0.02,0.5,0.1787234042553191,0.6309523809523809,0.7464788732394366,0.7547169811320755,0.3319148936170212,0.3653846153846153,0.3877551020408163,0.5789473684210527,0.1659574468085106,0.3974358974358974,0.3974358974358974,0.0085106382978723,0.5,0.5,1.0,0.3148936170212766,0.3648648648648648,0.3648648648648648,1.0,0.40625,0.1875,0.1818181818181818,0.75,0.2818181818181818,0.502127659574468,0.3648648648648648,0.4774109574468085,0.5055678571428571,0.4570854545454545,0.0932539682539682,0.1335227272727272,0.0670289855072463,0.302536231884058,9.217295597484275,25.787499999999994,0.2619236883942766,6.0,12.0,8.0,17.0,6.0,3.0,,0.48,0.46875,0.0576923076923076,0.0348432055749128,0.8387096774193549,0.4615384615384615,1.0,1.0,12.0,12.0,29.0,12.0,2.0,12.0,1.0,4.0,,,2.0,2.0,,13.0,,0.375,0.0289855072463768,0.2634730538922156,0.3333333333333333,0.03125,0.009090909090909,0.3870967741935484,,,2.0,2.0,,,2.0,3.0,0.2857142857142857,,,0.0442477876106194,,,0.3333333333333333,1.0,,,,,,,True,
