EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LostBallSteals,Corner3FGM,SecondChanceCorner3FGA,SecondChanceFG3A,Fg2aBlocked,Corner3Assists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PtsUnassisted3s,FTDefRebounds,DefFTReboundPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Offensive Fouls,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,Loose Ball Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,on,PenaltyCorner3FGM,Technical Free Throw Trips,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,HeaveAttempts,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,3SecondViolations,Corner3PctBlocked,FTOffRebounds,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls
1626150,1610612763,Andrew Harrison,Andrew Harrison,1626150,MEM,271.0,5,-4.0,9,9,9.0,9.0,1.0,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,10,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,20.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5436,0.5436,1.0,2.2,24.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1628397,1610612763,Ivan Rabb,Ivan Rabb,1628397,MEM,5762.0,96,7.0,197,201,91.0,73.0,26.0,398,12.0,16.0,5.0,7.0,2.0,2.0,20.0,33.0,3.0,56.0,212,8.0,13.0,3.0,25.0,16.0,2.0,9.0,25.0,91.0,,0.6060606060606061,0.6153846153846154,0.6388888888888888,0.6875,0.6666666666666666,0.6944444444444444,0.08333333333333333,20.524017467248907,0.4444444444444444,0.75,0.75,0.05555555555555555,0.4375,0.7142857142857143,0.125,0.5277777777777778,0.5070749999999999,0.5175937500000001,0.44642857142857145,6.9757575757575765,24.566666666666666,0.4619289340101523,5.0,7.0,7.0,11.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,10.0,6.0,9.0,3.0,15.0,2.0,3.0,24.0,6.0,8.0,2.0,7.0,1.0,8.0,1.0,5.0,1.0,1.0,17.0,5.0,12.0,13.0,10.0,23.0,17.0,40.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,4.0,7.0,1.0,11.0,1.0,14.0,2.0,8.0,5.0,4.0,1.0,5.0,4.0,0.6,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6818181818181818,0.6,0.24390243902439024,0.24,0.26,0.11904761904761904,0.25274725274725274,0.18478260869565216,0.3684210526315789,0.25,0.06666666666666667,0.06896551724137931,0.23076923076923078,0.2857142857142857,0.2,0.2,0.21052631578947367,0.4166666666666667,0.14285714285714285,0.8,0.5833333333333334,0.3055555555555556,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.027777777777777776,1.0,1.0,1.0,0.7777777777777778,0.7142857142857143,0.0625,1.0,1.0,0.5829571428571428,0.19047619047619047,0.20512820512820512,0.26785714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,271.0,5,-4.0,9,9,9.0,9.0,1.0,18,,,,,,,,1.0,1.0,,10,,1.0,1.0,,,,,,9.0,,,,,,,,0.5,20.0,,,,,,,,0.5,0.44865,0.44865,,19.2,22.1,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1629139,1610612763,Yuta Watanabe,Yuta Watanabe,1629139,MEM,10461.0,174,20.0,358,359,133.0,133.0,43.0,717,7.0,11.0,2.0,3.0,10.0,3.0,13.0,35.0,16.0,39.0,377,6.0,13.0,3.0,18.0,6.0,10.0,11.0,18.0,133.0,2.0,0.37142857142857144,0.46153846153846156,0.3137254901960784,0.375,0.3482142857142857,0.45,0.3137254901960784,15.196078431372548,0.21568627450980393,0.6363636363636364,0.7,0.19607843137254902,0.1875,0.6666666666666666,0.1875,0.5294117647058824,0.506964705882353,0.4947875,0.46153846153846156,8.777142857142858,24.85,0.3715083798882682,1.0,2.0,5.0,15.0,1.0,9.0,6.0,,1.0,,2.0,7.0,2.0,3.0,2.0,6.0,,6.0,20.0,6.0,2.0,1.0,4.0,4.0,8.0,3.0,4.0,,,20.0,2.0,2.0,16.0,11.0,27.0,4.0,31.0,1.0,4.0,3.0,1.0,1.0,5.0,,2.0,6.0,,2.0,7.0,,6.0,,10.0,,3.0,1.0,1.0,,1.0,,0.7692307692307693,0.8333333333333334,1.0,0.125,,0.125,0.6666666666666666,0.5,0.6,0.16666666666666666,0.12222222222222222,0.02247191011235955,0.20512820512820512,0.02531645569620253,0.16071428571428573,0.023809523809523808,0.02702702702702703,0.034482758620689655,,0.034482758620689655,,0.11627906976744186,0.15384615384615385,0.09523809523809523,0.18032786885245902,0.29411764705882354,0.02857142857142857,,0.8571428571428571,0.29411764705882354,0.3333333333333333,0.3333333333333333,0.6,0.17647058823529413,0.1111111111111111,0.1111111111111111,0.11764705882352941,0.1,0.1,1.0,0.5,0.5,,,0.1,0.5645666666666668,0.05555555555555555,0.07894736842105263,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.02857142857142857,0.09090909090909091,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
202705,1610612763,MarShon Brooks,MarShon Brooks,202705,MEM,975.0,16,-2.0,34,34,16.0,26.0,1.0,68,,,,,1.0,,3.0,4.0,1.0,6.0,32,1.0,1.0,,2.0,4.0,1.0,1.0,2.0,16.0,1.0,0.75,1.0,0.6,1.0,0.6,1.0,0.2,17.142857142857142,,,,0.2,,,,0.2,0.43671,0.4187,0.3333333333333333,13.424999999999999,28.4,0.47058823529411764,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,1.0,1.0,2.0,1.0,1.0,,,5.0,,,2.0,,2.0,,2.0,,,,1.0,1.0,,,,1.0,,,,,2.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,1.0,,,0.2222222222222222,,0.1,,,,,,,,,,0.25,,,,,0.6,0.6666666666666666,0.6666666666666666,0.5,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1626153,1610612763,Delon Wright,Delon Wright,1626153,MEM,2100.0,35,29.0,75,70,15.0,20.0,15.0,145,3.0,7.0,1.0,1.0,3.0,1.0,3.0,8.0,4.0,12.0,65,1.0,1.0,1.0,6.0,4.0,3.0,3.0,6.0,15.0,,0.375,1.0,0.375,1.25,0.4,1.0,0.3333333333333333,17.97752808988764,0.5833333333333334,0.42857142857142855,0.5,0.25,0.5,1.0,0.5,0.9166666666666666,0.5553833333333335,0.52625,0.5,3.275,24.625,0.2,,,,,,1.0,1.0,,1.0,1.0,1.0,3.0,,1.0,,,1.0,1.0,2.0,,,1.0,7.0,5.0,12.0,2.0,3.0,3.0,1.0,29.0,1.0,,5.0,3.0,9.0,1.0,10.0,,2.0,1.0,,,1.0,,,1.0,,,2.0,1.0,6.0,,6.0,,2.0,,,,,,0.3333333333333333,0.3333333333333333,,0.25,1.0,0.25,,,,,0.13636363636363635,,0.5,0.05555555555555555,0.25,0.027777777777777776,,,,0.1,,0.16666666666666666,,0.2,0.4444444444444444,1.0,,,0.3333333333333333,,,,,0.08333333333333333,,,0.08333333333333333,0.3333333333333333,0.3333333333333333,,,,,1.0,0.3333333333333333,0.3762,0.14285714285714285,0.2,,1.0,,,,1.0,3.0,,,,1.0,1.0,1.0,0.125,0.14285714285714285,,,,,,,3.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1627395,1610612763,Julian Washburn,Julian Washburn,1627395,MEM,3685.0,61,17.0,127,126,56.0,45.0,18.0,253,3.0,3.0,1.0,1.0,3.0,,7.0,9.0,7.0,19.0,128,1.0,2.0,,4.0,4.0,3.0,3.0,4.0,56.0,,0.7777777777777778,0.5,0.53125,0.5,0.5588235294117647,0.6666666666666666,0.4375,13.013698630136986,0.1875,1.0,1.0,0.1875,0.5,1.0,,0.625,0.5318999999999999,0.42335,0.21052631578947367,10.144444444444446,24.17142857142857,0.4409448818897638,2.0,2.0,1.0,2.0,3.0,4.0,4.0,,,,1.0,2.0,2.0,2.0,,4.0,,2.0,10.0,3.0,2.0,,1.0,1.0,2.0,,1.0,,,5.0,1.0,,2.0,4.0,8.0,1.0,9.0,,4.0,2.0,1.0,,1.0,1.0,,2.0,,1.0,3.0,,1.0,,2.0,,,,,,1.0,,0.7142857142857143,0.8333333333333334,1.0,0.14285714285714285,,0.14285714285714285,1.0,1.0,1.0,0.5,0.12121212121212122,,0.07692307692307693,0.03333333333333333,0.1016949152542373,0.017543859649122806,,,,0.047619047619047616,,0.08333333333333333,,0.3,0.047619047619047616,0.2,,,0.6666666666666666,0.125,0.5,0.5,1.0,0.25,0.75,0.75,0.25,,,,1.0,1.0,,,,0.5968,,,0.21052631578947367,2.0,1.0,,,,1.0,,,,,1.0,,,,0.6666666666666666,0.25,0.25,1.0,0.5,,,2.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1628416,1610612763,Tyler Dorsey,Tyler Dorsey,1628416,MEM,1600.0,27,16.0,55,55,13.0,21.0,10.0,110,2.0,4.0,,,5.0,1.0,6.0,10.0,7.0,21.0,54,2.0,2.0,2.0,7.0,8.0,5.0,4.0,7.0,13.0,,0.6,1.0,0.6176470588235294,0.875,0.6176470588235294,0.875,0.4117647058823529,24.637681159420293,0.23529411764705882,0.5,0.5,0.29411764705882354,,,0.25,0.6470588235294118,0.50345,0.49331250000000004,0.3333333333333333,8.610000000000001,24.657142857142862,0.23636363636363636,,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,,,1.0,,,1.0,,4.0,9.0,,3.0,,,,,,,,,,3.0,1.0,4.0,5.0,3.0,8.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,0.5,0.42857142857142855,,,,,0.2,0.17647058823529413,0.125,,0.17857142857142858,0.09375,0.2,0.2,,,,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.16666666666666666,,0.14285714285714285,,0.5,0.17647058823529413,0.6666666666666666,1.0,,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.11764705882352941,0.6,0.6,1.0,1.0,,0.25,1.0,0.6,0.631,,,,,,,,1.0,,,,,,,,0.1,,0.5,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1628975,1610612763,Jevon Carter,Jevon Carter,1628975,MEM,7013.0,117,9.0,242,241,100.0,90.0,30.0,483,2.0,8.0,2.0,5.0,16.0,8.0,7.0,18.0,21.0,45.0,257,2.0,8.0,9.0,21.0,14.0,16.0,5.0,21.0,100.0,2.0,0.3888888888888889,0.25,0.44871794871794873,0.38235294117647056,0.5113636363636364,0.5,0.5384615384615384,19.71326164874552,0.20512820512820512,0.25,0.3333333333333333,0.41025641025641024,0.29411764705882354,0.4,0.47058823529411764,0.7435897435897436,0.49144743589743584,0.48604117647058825,0.4666666666666667,9.394444444444444,25.88095238095238,0.4132231404958678,,,3.0,5.0,2.0,5.0,5.0,1.0,6.0,3.0,7.0,10.0,,2.0,,3.0,3.0,8.0,,6.0,,6.0,12.0,10.0,22.0,10.0,6.0,4.0,2.0,54.0,1.0,2.0,1.0,9.0,10.0,3.0,13.0,2.0,5.0,4.0,8.0,5.0,3.0,3.0,,11.0,1.0,5.0,1.0,,10.0,,11.0,1.0,2.0,,,,,,,,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.375,0.375,0.7272727272727273,0.16666666666666666,0.031746031746031744,0.018518518518518517,0.0196078431372549,0.09259259259259259,0.02631578947368421,,0.09090909090909091,,0.02702702702702703,,0.2,,0.26666666666666666,0.022727272727272728,,0.1111111111111111,,,0.1282051282051282,0.6,0.6,,0.1282051282051282,0.4,0.4,0.1282051282051282,0.375,0.375,0.3333333333333333,,,0.058823529411764705,0.375,0.375,0.4010125,0.05,0.10526315789473684,0.06666666666666667,1.0,1.0,1.0,2.0,2.0,,1.0,,,,4.0,2.0,0.1111111111111111,0.25,,0.2,0.2,,,0.25,15.0,,,,,,,1.0,1.0,1.0,2.0,0.5,0.25,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1628605,1610612763,Dusty Hannahs,Dusty Hannahs,1628605,MEM,1234.0,21,-10.0,44,45,18.0,10.0,5.0,89,2.0,3.0,,,3.0,1.0,2.0,4.0,4.0,4.0,51,,1.0,2.0,,,3.0,1.0,,18.0,,0.5,,0.25,,0.25,,0.5,18.367346938775512,0.375,0.6666666666666666,0.6666666666666666,0.375,,,0.3333333333333333,0.875,0.548275,0.5398333333333333,,3.4499999999999997,25.6,0.4090909090909091,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,4.0,,,,3.0,1.0,4.0,1.0,3.0,,,9.0,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.07142857142857142,,,,0.05,,,,,,,,,0.25,,,,,1.0,0.125,,,,,,,0.125,,,,,,0.3333333333333333,,,0.44089999999999996,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,0.6666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
