EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,FtPoints,Fg3aBlocked,SelfOReb,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Technical Free Throw Trips,Corner3Assists,LongMidRangeAssists,BadPassTurnovers,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,PenaltyFtPoints,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,LongMidRangePctBlocked,Charge Fouls,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,PtsUnassisted3s,HeaveAttempts,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,3SecondViolations,HeaveMakes
1626168,1610612743,Trey Lyles,Trey Lyles,1626168,DEN,2799.0,47.0,5,98,94,29,32.0,12.0,192,4.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,9.0,13.0,3.0,10.0,27.0,97,2.0,2.0,1.0,2.0,7.0,4.0,4.0,1.0,2.0,11.0,8.0,10.0,9.0,2.0,8.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0,12.0,1.0,2.0,2.0,4.0,1.0,7.0,3.0,10.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,11.0,29,0.4444444444444444,0.5,1.0,0.3,0.5,0.5,0.3,0.6923076923076923,1.0,1.0,0.5869565217391305,0.875,0.9166666666666666,0.5869565217391305,0.875,0.9166666666666666,0.43478260869565216,0.07692307692307693,0.2,22.52252252252252,0.25,0.18181818181818182,0.08,0.1111111111111111,0.04,0.15,0.06,0.3333333333333333,0.043478260869565216,0.2,0.125,0.2222222222222222,0.125,0.21739130434782608,0.8,1.0,0.5,0.21739130434782608,0.6,0.6,0.3333333333333333,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,0.08695652173913043,1.0,1.0,1.0,0.34782608695652173,0.125,0.125,1.0,0.5,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,0.16666666666666666,0.6521739130434783,0.125,0.49620217391304344,0.57515,0.5193083333333334,0.25925925925925924,0.4074074074074074,8.307692307692307,24.8,0.29591836734693877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627736,1610612743,Malik Beasley,Malik Beasley,1627736,DEN,2605.0,43.0,11,93,90,45,19.0,12.0,183,7.0,10.0,,,2.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,,,7.0,14.0,1.0,2.0,9.0,11.0,16.0,8.0,15.0,47.0,97,,,1.0,2.0,3.0,4.0,7.0,3.0,9.0,17.0,18.0,4.0,24.0,,14.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,4.0,1.0,,5.0,4.0,9.0,3.0,3.0,,,,1.0,1.0,1.0,2.0,,1.0,,,,17.0,45,0.8181818181818182,0.8181818181818182,1.0,0.5333333333333333,0.5,0.3333333333333333,0.5333333333333333,0.6875,,0.5714285714285714,0.7419354838709677,0.75,0.53125,0.7580645161290323,0.75,0.53125,0.4838709677419355,0.125,0.2,30.188679245283016,,0.05,0.09523809523809523,0.2857142857142857,0.08,0.14705882352941177,0.08695652173913043,,0.043478260869565216,,,0.1111111111111111,0.3333333333333333,0.3225806451612903,0.7,0.875,0.8571428571428571,0.06451612903225806,0.5,0.5,1.0,0.12903225806451613,0.75,0.75,0.6666666666666666,0.03225806451612903,1.0,1.0,1.0,0.45161290322580644,0.5,0.5384615384615384,1.0,,,1.0,0.5,1.0,0.1875,0.6666666666666666,,,0.5625,0.8064516129032258,0.5,0.529508064516129,0.575325,0.5078812500000001,0.06382978723404255,0.3617021276595745,6.6625,24.973333333333333,0.4838709677419355,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.07142857142857142,1.0,0.1,0.16666666666666666,0.5,0.1111111111111111,0.3333333333333333,0.03225806451612903,0.0625,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627823,1610612743,Juancho Hernangomez,Juancho Hernangomez,1627823,DEN,1302.0,22.0,2,47,46,13,18.0,4.0,93,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,1.0,4.0,,,2.0,2.0,5.0,1.0,4.0,7.0,43,1.0,1.0,,,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,,,,,,,,1.0,,4.0,2.0,1.0,7.0,1.0,8.0,3.0,2.0,1.0,,,,,,,,,,,,2.0,13,0.5,1.0,1.0,0.25,,,0.25,0.4,1.0,1.0,0.3888888888888889,1.0,0.3333333333333333,0.3888888888888889,1.0,0.3333333333333333,0.4444444444444444,,,17.307692307692307,0.3333333333333333,0.2222222222222222,,0.36363636363636365,0.07142857142857142,0.3,0.04,,0.07692307692307693,0.5,,,0.4,0.2222222222222222,0.5,0.5,,0.2222222222222222,,,,0.1111111111111111,1.0,1.0,1.0,,,,,0.4444444444444444,0.25,0.25,1.0,1.0,1.0,,,,0.3333333333333333,1.0,,,0.6666666666666666,0.6666666666666666,0.25,0.47284444444444446,,0.5907833333333333,0.2857142857142857,0.2857142857142857,6.6,26.275,0.2765957446808511,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628399,1610612743,Tyler Lydon,Tyler Lydon,1628399,DEN,2358.0,39.0,3,86,82,38,29.0,11.0,168,1.0,2.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,,1.0,,3.0,,1.0,2.0,1.0,2.0,1.0,5.0,5.0,85,1.0,1.0,,1.0,2.0,1.0,2.0,,3.0,2.0,,2.0,3.0,2.0,3.0,,1.0,1.0,3.0,4.0,2.0,,11.0,1.0,2.0,2.0,5.0,,7.0,3.0,10.0,1.0,1.0,,1.0,,2.0,1.0,,3.0,1.0,1.0,,,,2.0,38,,,1.0,0.2,,,0.2,0.5,1.0,0.5,0.35714285714285715,0.5,0.2,0.35714285714285715,0.5,0.2,0.7142857142857143,0.5,0.5,9.183673469387756,,0.2777777777777778,0.08,0.16666666666666666,0.041666666666666664,0.23333333333333334,0.061224489795918366,0.2,0.043478260869565216,0.5,0.4444444444444444,,0.1,0.2857142857142857,0.5,1.0,,,,,,,,,,0.2857142857142857,0.5,0.5,1.0,0.42857142857142855,,,,0.5,1.0,0.5,,,0.4,0.5,0.2,,0.4,1.0,,0.5640642857142857,0.6432,0.55701,0.4,0.4,0.95,24.92,0.4418604651162791,,,,,1.0,,1.0,,,,,,0.5,,0.07692307692307693,,,,,,,1.0,1.0,1.0,1.0,2.0,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629164,1610612743,Brandon Goodwin,Brandon Goodwin,1629164,DEN,3422.0,57.0,12,122,118,49,39.0,14.0,240,4.0,8.0,1.0,2.0,1.0,2.0,,6.0,,3.0,,,,,2.0,6.0,,,3.0,4.0,17.0,2.0,6.0,23.0,122,1.0,2.0,,,2.0,1.0,5.0,1.0,3.0,8.0,2.0,6.0,6.0,2.0,6.0,2.0,,6.0,8.0,14.0,5.0,3.0,36.0,1.0,,2.0,,,2.0,1.0,3.0,,,,1.0,,3.0,,4.0,7.0,,10.0,,,,8.0,49,0.25,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.23529411764705882,0.5,0.2,0.30434782608695654,0.5,0.3125,0.4107142857142857,0.5,0.4,0.2608695652173913,,,22.62773722627737,,,,0.10526315789473684,0.03225806451612903,0.043478260869565216,0.01639344262295082,,0.034482758620689655,,,,0.11764705882352941,0.34782608695652173,0.5,0.5,0.25,0.2608695652173913,,,,0.13043478260869565,,,,,,,,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,0.25,0.5,,,0.375,0.6086956521739131,0.3333333333333333,0.44547173913043475,,0.39145,0.08695652173913043,0.34782608695652173,7.194117647058824,26.7,0.4016393442622951,1.0,9.0,,,2.0,1.0,2.0,11.0,1.0,6.0,,,0.6666666666666666,,,,,0.3333333333333333,0.21428571428571427,0.2727272727272727,,3.0,2.0,1.0,,3.0,,3.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,994.0,17.0,10,35,35,7,6.0,3.0,70,1.0,1.0,,,,,,1.0,2.0,4.0,1.0,2.0,,,,2.0,,,1.0,3.0,6.0,1.0,4.0,9.0,37,,,,,,1.0,1.0,,1.0,2.0,2.0,4.0,3.0,,2.0,,1.0,7.0,1.0,8.0,1.0,6.0,17.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,2.0,7,0.3333333333333333,0.3333333333333333,1.0,0.25,,,0.25,0.5,,1.0,0.45,,0.5,0.45,,0.5,0.4,0.16666666666666666,,26.31578947368421,,0.16666666666666666,,,,0.07142857142857142,,,,,0.5,,,0.1,1.0,1.0,1.0,0.1,,,,0.4,0.5,0.6666666666666666,,0.2,0.5,0.5,1.0,0.2,,,,,,,,,,,,,0.5,0.5,,0.497105,,0.480175,,0.2222222222222222,13.683333333333332,23.975,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.25,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628470,1610612743,Torrey Craig,Torrey Craig,1628470,DEN,926.0,15.0,5,32,31,14,26.0,4.0,63,1.0,1.0,,,,,,1.0,,,,,,,,,,,,1.0,2.0,,,2.0,31,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,,2.0,,,,,1.0,1.0,,1.0,,,,,,,,2.0,3.0,,,,,,,14,,,,,,,,0.5,,,0.5,,,0.5,,,,,,5.555555555555555,1.0,,,,,,,,,,,,,0.5,1.0,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.579,,,,,3.6,,0.4375,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629118,1610612743,Thomas Welsh,Thomas Welsh,1629118,DEN,1005.0,17.0,13,38,37,24,5.0,4.0,75,,,,,,,,,1.0,1.0,,,,,1.0,4.0,,,4.0,1.0,1.0,1.0,4.0,6.0,35,,,,,,1.0,1.0,1.0,4.0,5.0,2.0,,3.0,,4.0,1.0,,1.0,1.0,2.0,1.0,,5.0,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,2.0,,,,5.0,24,1.0,1.0,1.0,0.25,,0.25,0.25,1.0,,1.0,0.5,,0.5,0.5,,0.5,0.8,,,14.285714285714286,,0.1,,,,0.07692307692307693,,,,,,0.16666666666666666,,,,,,,,,,0.2,1.0,1.0,1.0,,,,,0.8,0.25,0.25,1.0,,,,,,,,,,0.8,0.8,0.25,0.5051,,0.5051,,0.8333333333333334,15.2,26.025,0.631578947368421,1.0,1.0,,,,,,2.0,,1.0,,,,,,,,0.25,0.16666666666666666,0.5,,,1.0,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203486,1610612743,Mason Plumlee,Mason Plumlee,203486,DEN,642.0,11.0,-1,23,22,6,16.0,2.0,45,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,23,,,,,,,,,,,2.0,,,,,,,1.0,1.0,2.0,,,5.0,,,3.0,3.0,,6.0,,6.0,,,,2.0,1.0,2.0,,1.0,2.0,,,,,,,6,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,12.5,,0.42857142857142855,,0.75,,0.5454545454545454,,,,,0.3333333333333333,1.0,0.75,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5508,,,,,2.3,,0.2608695652173913,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203999,1610612743,Nikola Jokic,Nikola Jokic,203999,DEN,394.0,7.0,-4,13,13,4,2.0,1.0,26,2.0,2.0,,,,,,,,,,,,,,1.0,,,1.0,2.0,2.0,,1.0,4.0,17,,,,,,,,,1.0,,4.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,4,1.0,1.0,,,,,,1.0,,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,,,20.0,1.0,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,1.0,1.0,,0.40235,,0.16875,,,2.3,31.3,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
