EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyArc3FGM,SecondChanceFG2M,PtsPutbacks,LongMidRangeAssists,FTDefRebounds,LostBallSteals,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedShortMidRange,OffensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,LongMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,TwoPtShootingFoulsDrawnPct,PtsUnassisted3s,Technical Free Throw Trips,BlockedArc3,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,DefensiveGoaltends,Defensive 3 Seconds Violations,on,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,HeaveMakes
1626166,1610612741,Cameron Payne,Cameron Payne,1626166,CHI,7028.0,117,-28.0,241,239,59,82,28.0,480,8.0,13.0,1.0,1.0,1.0,5.0,11.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,10.0,1.0,3.0,14.0,28.0,4.0,13.0,5.0,45.0,271.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,4.0,5.0,12.0,6.0,22.0,12.0,10.0,1.0,2.0,15.0,7.0,22.0,5.0,2.0,12.0,3.0,51.0,1.0,1.0,4.0,6.0,10.0,2.0,12.0,1.0,2.0,2.0,6.0,1.0,4.0,3.0,1.0,2.0,9.0,3.0,5.0,13.0,1.0,5.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,58,4.0,1.0,0.2142857142857142,0.2142857142857142,1.0,0.3076923076923077,0.25,0.3076923076923077,0.5,0.5,0.4878048780487805,0.4375,0.5232558139534884,0.375,0.6,0.3170731707317073,0.0714285714285714,0.0769230769230769,0.0909090909090909,19.11764705882353,0.6666666666666666,0.0833333333333333,0.0129870129870129,0.0851063829787234,0.025,0.0840336134453781,0.017094017094017,0.032258064516129,0.0263157894736842,0.1379310344827586,0.04,0.0555555555555555,0.073170731707317,0.1666666666666666,0.0476190476190476,1.0,0.3170731707317073,0.6153846153846154,0.6666666666666666,0.375,0.2682926829268293,0.4545454545454545,0.5,0.0975609756097561,0.25,0.25,0.073170731707317,1.0,1.0,1.0,0.2439024390243902,0.1,0.1,1.0,0.3333333333333333,0.3333333333333333,0.125,1.0,0.125,1.0,0.375,0.6341463414634146,0.1,0.5132121951219512,0.4806,0.50033125,0.0238095238095238,0.0714285714285714,0.0666666666666666,0.2666666666666666,6.307142857142857,24.884615384615383,0.2448132780082987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1626171,1610612741,Bobby Portis,Bobby Portis,1626171,CHI,31832.0,531,-123.0,1081,1080,249,339,95.0,2161,50.0,98.0,34.0,10.0,21.0,40.0,75.0,5.0,26.0,1.0,4.0,,,26.0,68.0,,14.0,95.0,199.0,27.0,72.0,39.0,310.0,1300.0,40.0,,6.0,42.0,18.0,39.0,5.0,14.0,10.0,61.0,100.0,90.0,81.0,68.0,26.0,14.0,21.0,8.0,29.0,7.0,1.0,15.0,3.0,66.0,9.0,37.0,51.0,55.0,115.0,46.0,161.0,13.0,11.0,7.0,12.0,1.0,1.0,17.0,1.0,11.0,29.0,9.0,22.0,61.0,8.0,44.0,4.0,,50.0,,6.0,7.0,5.0,8.0,5.0,61.0,248,8.0,6.0,0.5263157894736842,0.6024096385542169,1.0,0.375,0.3571428571428571,0.375,0.4773869346733668,0.4615384615384615,0.5,0.4811320754716981,0.5272108843537415,0.4772727272727273,0.5,0.2656826568265683,0.0703517587939698,0.1020408163265306,0.0266666666666666,27.07460184409053,0.4137931034482758,0.2156862745098039,0.1201298701298701,0.2383177570093458,0.0535714285714285,0.2260127931769723,0.0966386554621848,0.0256410256410256,0.0352112676056338,0.2018348623853211,0.1764705882352941,0.2950819672131147,0.2209302325581395,0.3095238095238095,0.0962962962962963,0.625,0.3616236162361623,0.5102040816326531,0.5681818181818182,0.56,0.2767527675276753,0.5333333333333333,0.547945205479452,0.0959409594095941,0.1923076923076923,0.2083333333333333,0.014760147601476,0.25,0.25,1.0,0.2509225092250922,0.3823529411764705,0.3823529411764705,1.0,0.85,,0.3962264150943396,0.4761904761904761,,,0.2641509433962264,0.6273062730627307,0.3823529411764705,0.5085020295202951,0.57494375,0.5102877358490566,0.0729166666666666,,0.1354838709677419,0.1967741935483871,6.285929648241203,25.54583333333334,0.2303422756706753,14.0,5.0,18.0,24.0,3.0,9.0,4.0,1.0,2.0,3.0,2.0,9.0,4.0,21.0,1.0,1.0,2.0,1.0,0.45,0.45,0.0769230769230769,0.28125,0.2605042016806723,0.0416666666666666,0.1538461538461538,0.45,0.8,0.4117647058823529,0.0714285714285714,0.3571428571428571,0.0972222222222222,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1626245,1610612741,Cristiano Felicio,Cristiano Felicio,1626245,CHI,1492.0,25,5.0,47,49,9,22,3.0,96,3.0,3.0,,,,1.0,1.0,,1.0,,,,,,,,,4.0,5.0,,,,8.0,49.0,,,,,,,,,,,8.0,,,,,,1.0,,1.0,,,1.0,,2.0,,,,2.0,2.0,,2.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,9,,,1.0,1.0,,,,,0.8,,0.8,,0.8,,,,,,,12.0,1.0,0.2222222222222222,,,,0.0909090909090909,,,,,,0.5,,,,,0.6,1.0,1.0,1.0,0.2,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,0.6,,0.56834,,,,,,,6.720000000000001,,0.1914893617021276,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1627739,1610612741,Kris Dunn,Kris Dunn,1627739,CHI,15562.0,259,-102.0,519,522,120,136,49.0,1041,14.0,25.0,1.0,4.0,7.0,8.0,25.0,7.0,18.0,1.0,2.0,1.0,1.0,4.0,15.0,2.0,2.0,29.0,68.0,5.0,17.0,13.0,86.0,636.0,3.0,2.0,1.0,5.0,7.0,16.0,1.0,3.0,9.0,26.0,12.0,46.0,6.0,15.0,4.0,3.0,22.0,25.0,47.0,17.0,8.0,15.0,7.0,119.0,,2.0,11.0,10.0,23.0,2.0,25.0,1.0,13.0,9.0,10.0,2.0,8.0,8.0,1.0,2.0,18.0,4.0,16.0,35.0,1.0,14.0,1.0,3.0,15.0,,4.0,1.0,,2.0,1.0,26.0,120,5.0,4.0,0.2068965517241379,0.2142857142857142,0.4,0.2941176470588235,0.3333333333333333,0.2941176470588235,0.4264705882352941,0.4375,0.4294117647058823,0.4473684210526316,0.467032967032967,0.4166666666666667,0.5652173913043478,0.2,0.0441176470588235,0.08,0.04,18.825561312607945,0.5555555555555556,0.0806451612903225,0.0121951219512195,0.1078431372549019,,0.0929203539823008,0.0083333333333333,0.0166666666666666,,0.109375,0.0571428571428571,0.04,0.0952380952380952,0.1666666666666666,0.0212765957446808,0.5,0.2941176470588235,0.56,0.6086956521739131,0.2142857142857142,0.2941176470588235,0.32,0.3333333333333333,0.2117647058823529,0.3888888888888889,0.3888888888888889,0.0235294117647058,0.5,0.5,1.0,0.1764705882352941,0.2666666666666666,0.2666666666666666,0.25,0.2,0.4,0.3684210526315789,0.5714285714285714,0.0526315789473684,1.0,0.1052631578947368,0.4941176470588235,0.2666666666666666,0.4958200000000001,0.46695,0.495021052631579,0.0344827586206896,,0.0581395348837209,0.3023255813953488,8.397058823529408,25.752941176470586,0.2312138728323699,1.0,,2.0,2.0,,2.0,4.0,,1.0,2.0,1.0,3.0,1.0,3.0,1.0,,1.0,,0.6666666666666666,0.4,,0.1333333333333333,0.0158730158730158,,,0.25,0.1428571428571428,1.0,,,0.0428571428571428,9.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628990,1610612741,Chandler Hutchison,Chandler Hutchison,1628990,CHI,8267.0,138,-48.0,282,282,39,85,31.0,564,6.0,8.0,2.0,,,4.0,7.0,,1.0,3.0,7.0,1.0,2.0,,3.0,,,10.0,16.0,3.0,10.0,1.0,30.0,349.0,3.0,,,6.0,,,1.0,2.0,,3.0,10.0,10.0,9.0,3.0,,,3.0,,3.0,,,2.0,1.0,6.0,2.0,3.0,5.0,15.0,25.0,5.0,30.0,,2.0,1.0,2.0,,1.0,,,1.0,2.0,,6.0,10.0,2.0,5.0,,1.0,2.0,,,2.0,2.0,2.0,2.0,3.0,39,1.0,,0.5,0.625,1.0,0.3,0.5,0.3,0.625,,0.5576923076923077,0.75,0.5555555555555556,1.0,0.75,0.3846153846153846,,,,8.950617283950617,1.0,0.2459016393442623,0.03125,0.0980392156862745,0.048780487804878,0.1785714285714285,0.0364963503649635,,0.0588235294117647,0.2272727272727272,0.1666666666666666,0.4,0.0975609756097561,0.1,,1.0,0.3076923076923077,0.75,0.75,0.6666666666666666,0.2692307692307692,0.5714285714285714,0.5714285714285714,0.0384615384615384,,,0.2692307692307692,0.4285714285714285,0.4285714285714285,1.0,0.1153846153846153,,,,0.6666666666666666,,,,1.0,0.5,,0.6923076923076923,,0.49005,0.5174000000000001,0.5385,0.037037037037037,,0.2,0.1,4.94375,23.99,0.1382978723404255,2.0,,3.0,4.0,,5.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,0.5,0.0681818181818181,,,0.25,,1.0,,,0.0588235294117647,,,,3.0,,,,,,,,,,,,,,,,,,,,True,,,,,
203200,1610612741,Justin Holiday,Justin Holiday,203200,CHI,9124.0,152,-27.0,312,311,82,109,29.0,623,5.0,7.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,3.0,7.0,1.0,2.0,7.0,21.0,,6.0,8.0,15.0,10.0,28.0,8.0,54.0,347.0,2.0,1.0,,5.0,1.0,4.0,3.0,8.0,5.0,16.0,12.0,4.0,27.0,20.0,7.0,2.0,7.0,2.0,9.0,,2.0,6.0,1.0,20.0,,,5.0,13.0,18.0,,18.0,,4.0,4.0,1.0,,1.0,1.0,1.0,,2.0,1.0,6.0,9.0,,8.0,,1.0,9.0,2.0,2.0,3.0,2.0,3.0,2.0,14.0,81,2.0,1.0,0.75,0.75,0.9,0.3571428571428571,0.375,0.3703703703703703,0.5333333333333333,0.25,0.5348837209302325,0.4583333333333333,0.5869565217391305,0.8333333333333334,0.5714285714285714,0.6511627906976745,0.1333333333333333,,0.5,13.994169096209912,0.5,0.1354166666666666,,0.0757575757575757,,0.1111111111111111,,,,0.1363636363636363,0.1034482758620689,0.1739130434782608,0.0714285714285714,0.1,,0.6666666666666666,0.1627906976744186,0.7142857142857143,0.7142857142857143,1.0,0.0930232558139534,0.5,1.0,0.0930232558139534,0.25,0.25,0.1627906976744186,0.4285714285714285,0.4285714285714285,1.0,0.4883720930232558,0.3333333333333333,0.35,0.8571428571428571,0.6666666666666666,,0.1666666666666666,0.5,0.1666666666666666,0.5,0.5,0.813953488372093,0.35,0.510802380952381,0.6007666666666666,0.4736818181818181,0.0681818181818181,0.0689655172413793,0.0925925925925925,0.2962962962962963,7.886666666666668,26.182142857142857,0.2628205128205128,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,0.5,0.8333333333333334,,,,,,0.5,,0.5,1.0,0.3333333333333333,0.0666666666666666,3.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0357142857142857,0.0476190476190476,0.3333333333333333,1.0,1.0,,,,,,,True,,,,,
203897,1610612741,Zach LaVine,Zach LaVine,203897,CHI,16772.0,280,-71.0,566,565,111,154,52.0,1131,44.0,66.0,5.0,11.0,17.0,5.0,15.0,7.0,16.0,2.0,5.0,1.0,1.0,15.0,40.0,4.0,10.0,56.0,97.0,17.0,45.0,41.0,204.0,703.0,5.0,6.0,1.0,21.0,15.0,25.0,5.0,11.0,9.0,54.0,20.0,92.0,24.0,40.0,15.0,11.0,23.0,12.0,35.0,8.0,4.0,11.0,8.0,82.0,,5.0,13.0,9.0,24.0,5.0,29.0,3.0,5.0,5.0,13.0,4.0,5.0,16.0,2.0,8.0,29.0,5.0,11.0,22.0,1.0,41.0,1.0,,51.0,1.0,3.0,3.0,1.0,3.0,,54.0,110,4.0,2.0,0.1785714285714285,0.1818181818181818,0.4705882352941176,0.3777777777777777,0.4545454545454545,0.3777777777777777,0.5773195876288659,0.6,0.573943661971831,0.625,0.6189024390243902,0.9090909090909092,0.6428571428571429,0.3169014084507042,0.1134020618556701,0.106060606060606,0.2,30.47619047619048,0.4482758620689655,0.0671641791044776,0.0318471337579617,0.1181818181818181,,0.0901639344262295,0.01953125,0.0555555555555555,,,0.1458333333333333,0.0571428571428571,0.1333333333333333,0.05,0.0535714285714285,,0.4647887323943662,0.6666666666666666,0.7457627118644068,0.2272727272727272,0.1056338028169014,0.3333333333333333,0.4166666666666667,0.1126760563380281,0.4375,0.4666666666666667,0.0352112676056338,0.4,0.4,1.0,0.2816901408450704,0.375,0.375,0.4,0.4545454545454545,0.3636363636363636,0.4722222222222222,0.6470588235294118,0.0277777777777777,1.0,0.2777777777777778,0.7816901408450704,0.375,0.5312267605633804,0.5454388888888888,0.5266458333333333,0.1490683229813664,0.0217391304347826,0.1029411764705882,0.2647058823529412,5.290721649484537,25.90000000000001,0.196113074204947,4.0,4.0,4.0,2.0,4.0,2.0,,2.0,6.0,3.0,,2.0,5.0,23.0,,,2.0,,0.8,0.9090909090909092,0.0625,0.125,0.03125,,,,,0.8,0.25,0.4,0.2,27.0,2.0,,,1.0,2.0,4.0,,,,,0.6666666666666666,,,0.1818181818181818,0.5,1.0,3.0,0.75,0.3333333333333333,,,,True,,,,,
1627885,1610612741,Shaquille Harrison,Shaquille Harrison,1627885,CHI,12971.0,216,-40.0,436,438,100,123,37.0,874,14.0,28.0,3.0,1.0,6.0,3.0,8.0,,,3.0,8.0,,2.0,2.0,7.0,,1.0,17.0,36.0,5.0,15.0,10.0,59.0,519.0,4.0,1.0,,,2.0,9.0,1.0,3.0,7.0,14.0,18.0,16.0,15.0,7.0,2.0,2.0,9.0,7.0,16.0,5.0,2.0,6.0,2.0,39.0,2.0,1.0,11.0,10.0,21.0,3.0,24.0,,14.0,3.0,7.0,2.0,4.0,4.0,1.0,3.0,11.0,4.0,11.0,27.0,2.0,17.0,,3.0,14.0,1.0,1.0,6.0,3.0,6.0,4.0,14.0,100,4.0,1.0,0.5294117647058824,0.5294117647058824,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4722222222222222,0.2222222222222222,0.4803921568627451,0.2916666666666667,0.5267857142857143,,0.4666666666666667,0.2941176470588235,0.0555555555555555,0.0714285714285714,,13.987473903966595,0.6363636363636364,0.1052631578947368,0.0078740157480314,0.1325301204819277,0.03125,0.1179775280898876,0.0157068062827225,0.0208333333333333,0.0377358490566037,0.0476190476190476,0.0967741935483871,0.2272727272727272,0.106060606060606,0.2352941176470588,,0.6666666666666666,0.5490196078431373,0.5,0.5384615384615384,0.6428571428571429,0.1568627450980392,0.375,0.375,,,,0.1568627450980392,0.375,0.375,1.0,0.1372549019607843,0.2857142857142857,0.2857142857142857,1.0,0.6,,0.5,0.1666666666666666,0.1666666666666666,,0.0833333333333333,0.8431372549019608,0.2857142857142857,0.5434254901960783,0.5242125,0.4985166666666666,0.1272727272727272,0.0625,,0.2372881355932203,3.1833333333333336,24.386666666666667,0.2293577981651376,,1.0,,,1.0,,11.0,1.0,,,,,3.0,6.0,,,3.0,,,,,,,,,,,,,1.0,0.1538461538461538,,,,,,1.0,,,,,,,,,0.2,,,,,,,,,True,,,,,
1628374,1610612741,Lauri Markkanen,Lauri Markkanen,1628374,CHI,11116.0,185,-59.0,384,384,97,133,38.0,768,10.0,16.0,6.0,4.0,6.0,10.0,18.0,2.0,4.0,1.0,4.0,,,12.0,26.0,2.0,7.0,22.0,38.0,13.0,30.0,23.0,106.0,485.0,8.0,2.0,6.0,16.0,4.0,10.0,4.0,7.0,11.0,31.0,18.0,26.0,36.0,25.0,12.0,1.0,1.0,,1.0,,,1.0,,2.0,1.0,5.0,15.0,17.0,37.0,6.0,43.0,1.0,5.0,5.0,6.0,2.0,2.0,4.0,,4.0,10.0,2.0,11.0,18.0,3.0,22.0,,2.0,27.0,2.0,2.0,6.0,4.0,6.0,4.0,31.0,97,3.0,2.0,0.4090909090909091,0.45,0.9230769230769232,0.4333333333333333,0.5714285714285714,0.4482758620689655,0.5789473684210527,0.4,0.6102941176470589,0.5882352941176471,0.6625,0.6153846153846154,0.7045454545454546,0.4411764705882353,0.0263157894736842,,0.0555555555555555,20.737327188940093,0.6,0.2,0.042016806722689,0.2542372881355932,0.0175438596491228,0.2222222222222222,0.034090909090909,0.027027027027027,0.0217391304347826,0.1621621621621621,0.3125,0.0625,0.2826086956521739,0.1538461538461538,0.0333333333333333,0.6666666666666666,0.2352941176470588,0.625,0.625,0.5,0.2647058823529412,0.5555555555555556,0.5882352941176471,0.0588235294117647,0.5,0.5,0.0588235294117647,0.25,0.25,1.0,0.3823529411764705,0.4615384615384615,0.4615384615384615,0.9166666666666666,0.6,0.2,0.3529411764705882,0.6666666666666666,,,0.4117647058823529,0.6764705882352942,0.48,0.5025111940298507,0.5108999999999999,0.47655,0.1538461538461538,0.064516129032258,0.1509433962264151,0.2924528301886792,5.821052631578947,26.9,0.2526041666666667,2.0,4.0,2.0,4.0,,5.0,,,,,,1.0,1.0,10.0,,,2.0,,0.25,0.5,,0.5555555555555556,0.0350877192982456,0.08,,0.3,0.5,0.3333333333333333,,0.5714285714285714,0.2127659574468085,3.0,,,,,,2.0,1.0,,1.0,,1.0,,,,,,2.0,1.0,1.0,,,,True,,,,,
201577,1610612741,Robin Lopez,Robin Lopez,201577,CHI,6450.0,108,-5.0,212,208,60,71,22.0,420,6.0,6.0,,2.0,2.0,8.0,18.0,1.0,3.0,,,,,,,,,15.0,27.0,,,8.0,38.0,230.0,1.0,,2.0,2.0,3.0,4.0,,,3.0,9.0,10.0,20.0,,,,1.0,2.0,,2.0,,,1.0,1.0,4.0,2.0,5.0,3.0,4.0,7.0,7.0,14.0,,2.0,2.0,4.0,1.0,2.0,8.0,,2.0,12.0,4.0,4.0,13.0,,10.0,4.0,1.0,8.0,,2.0,5.0,5.0,5.0,5.0,9.0,60,2.0,1.0,0.3333333333333333,0.3333333333333333,,,,,0.5555555555555556,0.75,0.5555555555555556,0.75,0.6129032258064516,0.5,0.9,,0.037037037037037,,0.0555555555555555,17.796610169491526,0.3333333333333333,0.0714285714285714,0.0793650793650793,0.0714285714285714,0.0606060606060606,0.0714285714285714,0.0729166666666666,0.1111111111111111,0.0714285714285714,0.1363636363636363,0.0714285714285714,,0.0789473684210526,,,1.0,0.2222222222222222,1.0,1.0,0.5,0.6666666666666666,0.4444444444444444,0.4705882352941176,0.1111111111111111,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.5,1.0,,,,0.2222222222222222,,0.4176074074074073,0.3957,0.4729249999999999,0.1034482758620689,,0.0526315789473684,0.2368421052631578,7.466666666666665,,0.2830188679245283,,,,,,,,,,,,5.0,1.0,3.0,,,,,,,,,0.0476190476190476,0.0666666666666666,,0.125,1.0,,,,0.1034482758620689,,,,,,,,,,,,,,,,,,,,,2.0,,,True,,,,,
