EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceFtPoints,StepOutOfBoundsTurnovers,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,Charge Fouls,Technical Free Throw Trips,BlockedCorner3,BlockedLongMidRange,Corner3PctBlocked,OffensiveGoaltends,HeaveMakes,on
101106,1610612744,Andrew Bogut,Andrew Bogut,101106,GSW,6534.0,109,27,224,225,32,50,10.0,449,13.0,19.0,4.0,6.0,2.0,4.0,4.0,7.0,17.0,26,1.0,35,257,5.0,7.0,10.0,3.0,5.0,6.0,22.0,12.0,6.0,7.0,2.0,9.0,2.0,5.0,2.0,20.0,1.0,5.0,1.0,13.0,19.0,2.0,34.0,7.0,41.0,2.0,2.0,1.0,1.0,2.0,2,10.0,20,2.0,5.0,2.0,1.0,1.0,1.0,7.0,3.0,4.0,7.0,4.0,1.0,6.0,32,2.0,0.6470588235294118,0.7857142857142857,0.6538461538461539,0.7142857142857143,0.6,0.6538461538461539,0.7142857142857143,0.6,0.6730769230769231,0.7142857142857143,0.6,11.914893617021276,0.3333333333333333,1.0,0.2753623188405797,0.09803921568627451,0.3611111111111111,0.027777777777777776,0.3047619047619048,0.06896551724137931,0.2,0.09523809523809523,0.1,0.23076923076923078,0.23076923076923078,0.4117647058823529,0.3548387096774194,0.4,0.2222222222222222,0.5714285714285714,0.7307692307692307,0.6842105263157895,0.6842105263157895,0.6923076923076923,0.2692307692307692,0.5714285714285714,0.5714285714285714,0.5,0.8571428571428571,0.6666666666666666,0.8,0.5,0.7307692307692307,0.5690192307692308,0.5476666666666666,0.5630200000000001,0.038461538461538464,0.038461538461538464,0.2857142857142857,0.17142857142857143,3.3923076923076922,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626188,1610612744,Quinn Cook,Quinn Cook,1626188,GSW,30925.0,515,3,1072,1069,306,410,90.0,2141,9.0,19.0,,2.0,4.0,9.0,8.0,23.0,37.0,81,8.0,223,1259,1.0,4.0,8.0,12.0,24.0,60.0,40.0,34.0,,42.0,17.0,59.0,12.0,22.0,8.0,135.0,2.0,7.0,,25.0,39.0,1.0,65.0,9.0,74.0,,10.0,6.0,4.0,8.0,15,25.0,49,2.0,9.0,,8.0,1.0,4.0,3.0,,3.0,3.0,1.0,,60.0,306,5.0,0.5405405405405406,0.5405405405405406,0.4567901234567901,0.25,0.5,0.581081081081081,0.26666666666666666,0.57,0.5930851063829787,0.26666666666666666,0.5882352941176471,17.247238742565845,0.029411764705882353,,0.13402061855670103,0.028112449799196786,0.12437810945273632,0.009569377990430622,0.13008130081300814,0.019650655021834062,0.04918032786885246,0.03296703296703297,,0.09,0.1484375,0.1746031746031746,0.12658227848101267,0.11627906976744186,,0.3333333333333333,0.10270270270270271,0.47368421052631576,0.5294117647058824,0.5555555555555556,0.12432432432432433,0.34782608695652173,0.34782608695652173,0.375,0.13333333333333333,,0.18,0.4444444444444444,0.6648648648648648,0.49766195652173906,0.5596555555555556,0.4816142857142858,0.026595744680851064,0.047619047619047616,0.03587443946188341,0.26905829596412556,12.45061728395062,0.28544776119402987,20.0,39.0,12.0,26.0,1.0,4.0,3.0,6.0,35.0,78.0,1.0,7.0,8.0,20.0,47.0,104.0,2.0,11.0,11.0,26.0,3.0,120.0,21.0,1.0,77.0,35.0,6.0,1.0,5.0,12.0,7.0,3.0,5.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.851063829787234,0.4519230769230769,0.18181818181818182,0.4230769230769231,0.4563106796116505,0.5621621621621622,0.009615384615384616,0.07407407407407407,0.10526315789473684,0.10256410256410256,0.01282051282051282,0.4666666666666667,0.010309278350515464,0.011764705882352941,0.21081081081081082,0.5128205128205128,0.5714285714285714,0.6,0.14054054054054055,0.46153846153846156,0.46153846153846156,1.0,0.42162162162162165,0.44871794871794873,0.45454545454545453,0.8,0.26666666666666666,0.25,1.0,0.4666666666666667,0.14285714285714285,1.0,0.12,0.5,0.4,0.4,0.45454545454545453,0.009615384615384616,25.754807692307693,,,,,,,,,,,,,,,,,,True
1628395,1610612744,Jordan Bell,Jordan Bell,1628395,GSW,24301.0,405,1,850,862,288,377,80.0,1712,37.0,60.0,5.0,13.0,12.0,20.0,5.0,15.0,46.0,81,17.0,109,993,5.0,14.0,14.0,15.0,28.0,41.0,82.0,10.0,6.0,17.0,14.0,31.0,7.0,9.0,3.0,76.0,17.0,12.0,1.0,19.0,41.0,4.0,64.0,30.0,94.0,1.0,11.0,10.0,1.0,9.0,15,28.0,42,4.0,28.0,4.0,28.0,3.0,13.0,25.0,14.0,11.0,26.0,16.0,1.0,39.0,286,2.0,0.8913043478260869,0.9534883720930233,0.5679012345679012,0.35714285714285715,0.5357142857142857,0.5609756097560976,0.35714285714285715,0.5172413793103449,0.5736842105263158,0.4375,0.5540540540540541,11.583421891604676,0.3076923076923077,0.047619047619047616,0.17083333333333334,0.061224489795918366,0.11585365853658537,0.10240963855421686,0.1485148514851485,0.08011049723756906,0.1044776119402985,0.030303030303030304,0.09090909090909091,0.16483516483516483,0.1509433962264151,0.23255813953488372,0.104,0.15384615384615385,0.04,0.6153846153846154,0.7317073170731707,0.6166666666666667,0.6851851851851852,0.8648648648648649,0.18292682926829268,0.3333333333333333,0.45454545454545453,1.0,0.9285714285714286,0.38461538461538464,0.6896551724137931,0.6,0.7439024390243902,0.5600716049382717,0.5681400000000001,0.5502964285714287,0.14130434782608695,0.14285714285714285,0.12844036697247707,0.3761467889908257,3.4765432098765436,0.3388235294117647,4.0,6.0,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,11.0,,,1.0,,,10.0,,7.0,5.0,6.0,2.0,4.0,1.0,2.0,,1.0,10.0,1.0,4.0,1.0,,,,,,,,0.012195121951219513,,0.12345679012345678,0.1,,,0.4,0.047619047619047616,0.10655737704918032,0.07317073170731707,0.6666666666666666,0.6666666666666666,1.0,,,,,0.012195121951219513,,,,,,,,,,,,0.034482758620689655,,,,50.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.26666666666666666,0.4,,,,,,,,True
201142,1610612744,Kevin Durant,Kevin Durant,201142,GSW,162093.0,2702,658,5714,5727,1473,1860,542.0,11441,207.0,284.0,11.0,20.0,51.0,75.0,179.0,345.0,584.0,995,448.0,2027,6244,43.0,72.0,150.0,130.0,241.0,582.0,550.0,618.0,10.0,263.0,194.0,457.0,152.0,167.0,44.0,1108.0,14.0,18.0,1.0,205.0,225.0,34.0,464.0,33.0,497.0,8.0,58.0,35.0,23.0,90.0,225,79.0,155,16.0,381.0,3.0,506.0,44.0,201.0,76.0,38.0,30.0,84.0,56.0,1.0,573.0,1454,17.0,0.4708904109589041,0.4749568221070812,0.5869346733668341,0.5972222222222222,0.5394190871369294,0.5708604483007954,0.6067961165048543,0.5248538011695907,0.628428927680798,0.6521739130434783,0.6299126637554585,28.90118577075099,0.20987654320987653,0.008695652173913044,0.140361821584529,0.014195583596214511,0.16998341625207297,0.012131715771230503,0.15307938768244927,0.013212221304706853,0.01507537688442211,0.009195402298850575,0.013333333333333334,0.130859375,0.13019390581717452,0.17344173441734417,0.17423442449841606,0.15444015444015444,0.013071895424836602,0.6666666666666666,0.20535068691250905,0.7288732394366197,0.7723880597014925,0.5990338164251208,0.24945770065075923,0.518840579710145,0.5424242424242425,0.329608938547486,0.1941747572815534,0.55,0.21929824561403508,0.68,0.48590021691973967,0.483039275362319,0.47260819672131144,0.4727933823529412,0.13630490956072353,0.17447916666666666,0.0740009866798224,0.2871238283177109,10.460703517587936,0.2577878893944697,198.0,366.0,7.0,31.0,,2.0,3.0,6.0,130.0,357.0,13.0,29.0,30.0,95.0,137.0,388.0,13.0,31.0,33.0,101.0,223.0,234.0,177.0,,357.0,130.0,37.0,1.0,42.0,52.0,135.0,35.0,91.0,14.0,44.0,7.0,8.0,67.0,4.0,6.0,11.0,2.0,10.0,0.5693430656934306,0.35309278350515466,0.41935483870967744,0.32673267326732675,0.35309278350515466,0.28054953000723065,0.002577319587628866,0.0371859296482412,0.056338028169014086,0.01639344262295082,0.0028011204481792717,0.6,0.01839080459770115,0.011840688912809472,0.2646420824295011,0.5409836065573771,0.55,0.46464646464646464,0.022415039768618944,0.22580645161290322,0.22580645161290322,0.8571428571428571,0.25813449023861174,0.3641456582633053,0.3651685393258427,0.5538461538461539,0.019417475728155338,,,0.2815533980582524,0.4482758620689655,1.0,0.017543859649122806,0.5,0.2777777777777778,0.3157894736842105,0.3641456582633053,0.025252525252525252,26.43273195876289,25.0,9.0,56.0,8.0,6.0,,,48.0,0.043478260869565216,0.45454545454545453,5.0,12.0,2.0,8.0,,,,True
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,118916.0,1982,404,4190,4180,870,1080,376.0,8370,103.0,140.0,9.0,13.0,23.0,30.0,67.0,148.0,278.0,526,77.0,1152,4632,16.0,33.0,75.0,50.0,87.0,216.0,426.0,130.0,12.0,95.0,31.0,126.0,16.0,69.0,10.0,283.0,8.0,13.0,1.0,105.0,88.0,6.0,199.0,22.0,221.0,6.0,65.0,46.0,19.0,42.0,79,55.0,120,7.0,102.0,,94.0,4.0,39.0,30.0,9.0,20.0,34.0,17.0,,216.0,853,14.0,0.7661870503597122,0.7830882352941176,0.5285171102661597,0.48484848484848486,0.5747126436781609,0.5646008403361344,0.4625,0.6234567901234568,0.5790533736153072,0.46296296296296297,0.6323529411764706,23.279044516829533,0.05309734513274336,0.01282051282051282,0.07463952502120441,0.013918629550321198,0.1174496644295302,0.009535160905840286,0.09310178485287024,0.011844331641285956,0.025,0.008982035928143712,0.017857142857142856,0.06933333333333333,0.056925996204933584,0.11552346570397112,0.11830985915492957,0.11413043478260869,0.012578616352201259,0.5,0.14705882352941177,0.7357142857142858,0.7744360902255639,0.7864077669902912,0.15546218487394958,0.4527027027027027,0.48201438848920863,0.7611940298507462,0.1625,0.6923076923076923,0.18518518518518517,0.7666666666666667,0.5945378151260504,0.5045146687697162,0.5150052631578947,0.5010763975155278,0.044534412955465584,0.06951871657754011,0.06510416666666667,0.1875,11.607604562737642,0.20763723150357996,108.0,238.0,48.0,104.0,7.0,22.0,10.0,20.0,125.0,322.0,7.0,25.0,24.0,55.0,173.0,426.0,14.0,47.0,34.0,75.0,14.0,495.0,24.0,1.0,321.0,125.0,19.0,3.0,15.0,16.0,37.0,9.0,24.0,7.0,13.0,4.0,3.0,14.0,3.0,4.0,8.0,4.0,5.0,0.953757225433526,0.4061032863849765,0.2978723404255319,0.4533333333333333,0.40705882352941175,0.4474789915966387,0.007042253521126761,0.03612167300380228,0.05,0.012605042016806723,,0.46835443037974683,0.009375,0.007451564828614009,0.25,0.453781512605042,0.4595744680851064,0.75,0.1092436974789916,0.46153846153846156,0.4752475247524752,0.9583333333333334,0.3382352941176471,0.38819875776397517,0.38819875776397517,0.952,0.275,0.3181818181818182,0.8571428571428571,0.3125,0.28,1.0,0.12345679012345678,0.5,0.3395061728395062,0.43636363636363634,0.3894080996884735,0.0117096018735363,25.5962441314554,1.0,10.0,5.0,4.0,4.0,,1.0,4.0,0.060810810810810814,0.2222222222222222,3.0,3.0,,1.0,0.028846153846153848,,,True
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,111977.0,1866,659,4012,3987,957,1134,348.0,7999,113.0,176.0,8.0,12.0,24.0,42.0,48.0,100.0,218.0,399,209.0,1437,4274,17.0,28.0,119.0,51.0,98.0,418.0,210.0,226.0,6.0,199.0,91.0,290.0,62.0,125.0,42.0,671.0,15.0,19.0,,125.0,133.0,,258.0,34.0,292.0,6.0,77.0,46.0,31.0,44.0,148,51.0,138,9.0,188.0,8.0,227.0,16.0,66.0,16.0,4.0,11.0,20.0,10.0,,400.0,938,19.0,0.481651376146789,0.4883720930232558,0.5463659147869674,0.6071428571428571,0.5204081632653061,0.6202020202020202,0.7077922077922078,0.62109375,0.6600185528756958,0.7345679012345679,0.6837748344370861,27.78407802222726,,,0.11885612153708669,0.022919179734620022,0.14551804423748546,0.018115942028985508,0.13043478260869565,0.02051901025950513,0.020689655172413793,0.019157088122605363,0.005952380952380952,0.09169054441260745,0.1375968992248062,0.11811023622047244,0.15601783060921248,0.10752688172043011,0.01279317697228145,0.5,0.17777777777777778,0.6420454545454546,0.7018633540372671,0.5221238938053098,0.10101010101010101,0.48,0.5217391304347826,0.375,0.15584415584415584,0.6666666666666666,0.1640625,0.5714285714285714,0.7747474747474747,0.5145809304703477,0.501852,0.4905149193548386,0.07984790874524715,0.14699331848552338,0.08281141266527488,0.290883785664579,8.871177944862158,0.23853439680957128,57.0,123.0,52.0,102.0,13.0,16.0,13.0,25.0,212.0,489.0,12.0,33.0,59.0,133.0,264.0,591.0,25.0,49.0,72.0,158.0,100.0,573.0,219.0,8.0,481.0,212.0,23.0,5.0,29.0,32.0,104.0,13.0,75.0,10.0,29.0,5.0,8.0,35.0,3.0,,9.0,6.0,18.0,0.7234848484848485,0.4467005076142132,0.5102040816326531,0.45569620253164556,0.4528301886792453,0.5969696969696969,0.008460236886632826,0.05764411027568922,0.08522727272727272,,0.0081799591002045,0.7027027027027027,0.02877697841726619,0.021212121212121213,0.12424242424242424,0.4634146341463415,0.4634146341463415,0.49122807017543857,0.10303030303030303,0.5098039215686274,0.5148514851485149,0.9230769230769231,0.49393939393939396,0.4335378323108384,0.43711340206185567,0.6745283018867925,0.2077922077922078,0.8125,0.8461538461538461,0.42857142857142855,0.36363636363636365,0.5833333333333334,0.09765625,0.52,0.51953125,0.44360902255639095,0.4407484407484408,0.029850746268656716,26.722165820642985,10.0,3.0,26.0,4.0,3.0,,,17.0,0.08,0.5,2.0,17.0,1.0,1.0,0.00980392156862745,,,True
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,88467.0,1474,499,3141,3138,697,836,265.0,6279,83.0,121.0,11.0,20.0,13.0,22.0,16.0,44.0,104.0,182,48.0,364,3355,16.0,27.0,38.0,16.0,32.0,67.0,140.0,68.0,14.0,211.0,120.0,331.0,90.0,127.0,32.0,782.0,19.0,26.0,4.0,127.0,148.0,38.0,313.0,49.0,362.0,7.0,75.0,43.0,32.0,45.0,118,66.0,147,8.0,87.0,7.0,70.0,9.0,27.0,34.0,19.0,15.0,47.0,27.0,,66.0,681,13.0,0.6730769230769231,0.7216494845360825,0.5714285714285714,0.5925925925925926,0.5,0.5284280936454849,0.546875,0.4519230769230769,0.5531914893617021,0.5588235294117647,0.5075757575757576,13.013100436681222,0.4367816091954023,0.07407407407407407,0.17090069284064666,0.04153354632587859,0.18142857142857144,0.02945736434108527,0.1756066411238825,0.03540519276160504,0.06796116504854369,0.0380952380952381,0.05042016806722689,0.1412639405204461,0.18227848101265823,0.18811881188118812,0.1882770870337478,0.15328467153284672,0.04827586206896552,0.574468085106383,0.40468227424749165,0.6859504132231405,0.7280701754385965,0.6385542168674698,0.14715719063545152,0.36363636363636365,0.41025641025641024,0.75,0.625,0.55,0.4230769230769231,0.5909090909090909,0.7959866220735786,0.5324882550335569,0.5390022727272727,0.5199656862745097,0.0880503144654088,0.135,0.1043956043956044,0.18406593406593408,4.841208791208792,0.22190385227634513,5.0,17.0,10.0,20.0,,,2.0,3.0,26.0,97.0,1.0,5.0,3.0,17.0,36.0,117.0,1.0,5.0,5.0,20.0,20.0,102.0,6.0,1.0,96.0,26.0,12.0,1.0,30.0,52.0,73.0,25.0,66.0,5.0,7.0,2.0,6.0,23.0,1.0,11.0,6.0,,1.0,0.9444444444444444,0.3076923076923077,0.2,0.25,0.3103448275862069,0.391304347826087,0.008547008547008548,0.06593406593406594,0.05785123966942149,,0.010309278350515464,0.6186440677966102,0.01904761904761905,0.024714828897338403,0.056856187290969896,0.29411764705882354,0.29411764705882354,1.0,0.06688963210702341,0.5,0.5,1.0,0.32441471571906355,0.26804123711340205,0.2708333333333333,0.9230769230769231,,,,0.15625,0.2,1.0,0.057692307692307696,0.6666666666666666,0.3269230769230769,0.17647058823529413,0.2708333333333333,0.00847457627118644,25.960683760683757,3.0,,11.0,13.0,10.0,1.0,3.0,9.0,0.11363636363636363,0.2727272727272727,2.0,,3.0,,,1.0,,True
201973,1610612744,Jonas Jerebko,Jonas Jerebko,201973,GSW,34949.0,582,170,1225,1231,421,501,157.0,2456,31.0,48.0,13.0,19.0,15.0,20.0,3.0,11.0,44.0,76,31.0,224,1321,14.0,23.0,53.0,18.0,26.0,86.0,56.0,32.0,18.0,29.0,21.0,50.0,16.0,9.0,8.0,121.0,14.0,23.0,1.0,46.0,49.0,8.0,103.0,38.0,141.0,5.0,10.0,6.0,4.0,8.0,17,23.0,62,2.0,36.0,8.0,35.0,5.0,15.0,10.0,3.0,5.0,10.0,5.0,1.0,86.0,421,9.0,0.6363636363636364,0.8,0.5789473684210527,0.6086956521739131,0.6923076923076923,0.5920245398773006,0.6323529411764706,0.6634615384615384,0.6292134831460674,0.6794871794871795,0.7049180327868853,13.839602555003548,0.25,0.037037037037037035,0.14497041420118342,0.07590759075907591,0.1885245901639344,0.05384615384615385,0.16323024054982818,0.06571936056838366,0.09900990099009901,0.03773584905660377,0.06521739130434782,0.11214953271028037,0.12413793103448276,0.22093023255813954,0.1791044776119403,0.23255813953488372,0.06493506493506493,0.5,0.294478527607362,0.6458333333333334,0.6739130434782609,0.6129032258064516,0.06748466257668712,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.5588235294117647,0.6842105263157895,0.38461538461538464,0.75,0.8282208588957055,0.5334139751552794,0.516995652173913,0.537004,0.08670520231213873,0.1744186046511628,0.23660714285714285,0.38392857142857145,6.148684210526315,0.3436734693877551,10.0,17.0,12.0,26.0,1.0,2.0,3.0,6.0,23.0,61.0,4.0,9.0,8.0,20.0,35.0,87.0,5.0,11.0,11.0,26.0,17.0,105.0,,2.0,58.0,22.0,4.0,,5.0,12.0,9.0,1.0,7.0,3.0,2.0,2.0,5.0,6.0,6.0,9.0,,,,1.0,0.40229885057471265,0.45454545454545453,0.4230769230769231,0.4,0.5337423312883436,,0.05263157894736842,0.041666666666666664,,,0.5294117647058824,0.09375,0.0514018691588785,0.10429447852760736,0.5882352941176471,0.5882352941176471,0.7,0.15950920245398773,0.46153846153846156,0.46153846153846156,1.0,0.37423312883435583,0.3770491803278688,0.3770491803278688,1.0,0.058823529411764705,0.5,1.0,0.2647058823529412,0.4444444444444444,1.0,0.11538461538461539,0.5,0.38461538461538464,0.4,0.3793103448275862,,25.986206896551725,10.0,,5.0,,,,,5.0,0.18181818181818182,0.23076923076923078,,,,2.0,,,1.0,True
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,20516.0,342,42,709,727,256,284,77.0,1436,19.0,26.0,2.0,3.0,1.0,4.0,18.0,35.0,45.0,78,22.0,112,797,7.0,11.0,16.0,9.0,19.0,32.0,48.0,42.0,4.0,19.0,12.0,31.0,7.0,11.0,6.0,74.0,7.0,10.0,,8.0,18.0,,26.0,17.0,43.0,2.0,11.0,6.0,5.0,3.0,9,9.0,24,2.0,19.0,,26.0,4.0,11.0,9.0,4.0,5.0,10.0,5.0,,32.0,256,3.0,0.5333333333333333,0.5581395348837209,0.5769230769230769,0.6363636363636364,0.47368421052631576,0.5625,0.6363636363636364,0.42857142857142855,0.6153846153846154,0.6666666666666666,0.5714285714285714,12.642225031605562,,,0.08571428571428572,0.05747126436781609,0.05333333333333334,0.05511811023622047,0.07222222222222222,0.05647840531561462,0.058823529411764705,0.05084745762711865,0.058823529411764705,0.07936507936507936,0.10204081632653061,0.061224489795918366,0.05309734513274336,0.05405405405405406,0.06896551724137931,0.5,0.325,0.7307692307692307,0.7916666666666666,0.6842105263157895,0.4375,0.5142857142857142,0.5142857142857142,0.4444444444444444,0.2727272727272727,0.6666666666666666,0.19047619047619047,0.25,0.35,0.4750333333333332,0.4604,0.4480263157894737,0.12643678160919541,0.12941176470588237,0.14285714285714285,0.2857142857142857,8.564102564102564,0.3610719322990127,8.0,17.0,,,,,,,,2.0,,,,2.0,,2.0,,,,2.0,14.0,,,2.0,,,4.0,,5.0,2.0,6.0,1.0,5.0,,1.0,,,3.0,,1.0,,,,,,,,,0.025,,0.05128205128205128,0.07692307692307693,0.11764705882352941,,0.6666666666666666,0.0625,0.05454545454545454,0.2125,0.47058823529411764,0.5333333333333333,0.375,,,,,0.025,,,,,,,,,,,,0.09523809523809523,,,,68.6,2.0,,4.0,1.0,1.0,,,4.0,,,,,,,,,,True
1628035,1610612744,Alfonzo McKinnie,Alfonzo McKinnie,1628035,GSW,24489.0,408,95,859,875,271,392,102.0,1734,37.0,50.0,8.0,13.0,12.0,16.0,4.0,9.0,42.0,61,10.0,157,952,9.0,14.0,22.0,14.0,18.0,51.0,66.0,18.0,8.0,5.0,6.0,11.0,5.0,2.0,,28.0,16.0,15.0,,31.0,32.0,8.0,71.0,31.0,102.0,1.0,9.0,7.0,2.0,7.0,14,34.0,63,2.0,16.0,2.0,17.0,3.0,8.0,10.0,7.0,3.0,10.0,6.0,,51.0,271,11.0,0.7857142857142857,0.868421052631579,0.6885245901639344,0.6428571428571429,0.7777777777777778,0.6391304347826087,0.6176470588235294,0.7205882352941176,0.6434426229508197,0.6111111111111112,0.7083333333333334,13.891726251276815,0.25,,0.14285714285714285,0.07246376811594203,0.15897435897435896,0.08695652173913043,0.15035799522673032,0.0792838874680307,0.10144927536231885,0.06153846153846154,0.047619047619047616,0.09210526315789473,0.16346153846153846,0.18181818181818182,0.15723270440251572,0.16666666666666666,0.022222222222222223,0.6,0.43478260869565216,0.74,0.8222222222222222,0.7837837837837838,0.0782608695652174,0.4444444444444444,0.5,0.75,0.7647058823529411,0.6153846153846154,0.47058823529411764,0.75,0.9043478260869565,0.5644139130434783,0.594275,0.5739764705882352,0.06666666666666667,0.12121212121212122,0.14012738853503184,0.3248407643312102,3.1557377049180326,0.31548311990686845,1.0,2.0,12.0,31.0,,1.0,4.0,9.0,9.0,23.0,1.0,2.0,3.0,7.0,21.0,54.0,1.0,3.0,7.0,16.0,2.0,63.0,,,23.0,9.0,6.0,1.0,1.0,3.0,7.0,1.0,6.0,,1.0,,5.0,4.0,2.0,,1.0,,,1.0,0.3888888888888889,0.3333333333333333,0.4375,0.3888888888888889,0.46956521739130436,0.018518518518518517,0.09836065573770492,0.1,,,0.5,0.0547945205479452,0.09859154929577464,0.017391304347826087,0.5,0.5,1.0,0.26956521739130435,0.3870967741935484,0.4,1.0,0.2,0.391304347826087,0.391304347826087,1.0,0.058823529411764705,,,0.11764705882352941,0.5,1.0,0.2647058823529412,0.4444444444444444,0.20588235294117646,0.42857142857142855,0.391304347826087,,24.396296296296295,1.0,3.0,2.0,,,,,2.0,0.1111111111111111,0.25,1.0,,,,0.03225806451612903,,,True
