EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,PtsUnassisted3s,LostBallTurnovers,Charge Fouls Drawn,Blocked3s,BlockedCorner3,ShortMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Offensive Fouls Drawn,ShortMidRangeAssists,Clear Path Fouls,Technical Free Throw Trips,StepOutOfBoundsTurnovers,Charge Fouls,LongMidRangePctBlocked,BlockedArc3,OffensiveGoaltends,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockedLongMidRange,Defensive 3 Seconds Violations,3SecondViolations
1626154,1610612738,RJ Hunter,RJ Hunter,1626154,BOS,178.0,3,-1,6,4,5,2,1.0,10,1.0,1.0,1.0,1.0,1.0,1.0,5,1.0,1.0,1.0,1.0,5,0.5,1.0,1.0,28.57142857142857,0.5,0.5,0.5,0.5,1.0,0.376825,0.376825,3.4,32.0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1627824,1610612738,Guerschon Yabusele,Guerschon Yabusele,1627824,BOS,15047.0,251,-18,523,526,269,213,62.0,1049,32.0,24.0,22.0,11.0,49.0,28.0,567,33.0,13.0,22.0,3.0,268,0.36363636363636365,0.061224489795918366,0.09375,17.28813559322034,0.4155844155844156,0.2857142857142857,0.5217391304347826,0.2391304347826087,0.7792207792207793,0.49573376623376614,0.48815000000000014,4.8408163265306134,25.550000000000004,0.51434034416826,20.0,3.0,7.0,15.0,4.0,12.0,2.0,5.0,1.0,6.0,1.0,2.0,8.0,1.0,2.0,4.0,26.0,9.0,15.0,94.0,3.0,8.0,1.0,3.0,3.0,12.0,18.0,4.0,10.0,58.0,32.0,20.0,27.0,4.0,8.0,1.0,7.0,8.0,15.0,7.0,1.0,5.0,2.0,38.0,11.0,11.0,1.0,15.0,13.0,2.0,30.0,23.0,53.0,3.0,8.0,6.0,2.0,3.0,3.0,3.0,12.0,1.0,3.0,15.0,1.0,6.0,18.0,32.0,4.0,4.0,17.0,1.0,22.0,2.0,8.0,4.0,7.0,6.0,1.0,7.0,4.0,1.0,58.0,3.0,4.0,0.6153846153846154,0.6666666666666666,1.0,0.32142857142857145,0.3333333333333333,0.3076923076923077,0.32142857142857145,0.5306122448979592,0.375,0.5454545454545454,0.512987012987013,0.4090909090909091,0.5217391304347826,0.5402298850574713,0.46153846153846156,0.5576923076923077,0.03571428571428571,0.045454545454545456,0.2,0.11764705882352941,0.045454545454545456,0.08333333333333333,0.08148148148148149,0.13636363636363635,0.09565217391304348,0.10526315789473684,0.088,0.0975609756097561,0.03508771929824561,0.13513513513513514,0.09183673469387756,0.11764705882352941,0.03636363636363636,0.10606060606060606,0.11428571428571428,0.13186813186813187,0.15789473684210525,0.08108108108108109,0.5714285714285714,0.625,0.6896551724137931,0.6,0.15584415584415584,0.3333333333333333,0.3333333333333333,0.5,0.06493506493506493,0.4,0.4,1.0,0.07792207792207792,0.16666666666666666,0.16666666666666666,1.0,0.36363636363636365,0.38095238095238093,1.0,0.6363636363636364,0.42857142857142855,0.3333333333333333,0.09090909090909091,0.18181818181818182,0.5,1.0,0.625,0.043478260869565216,0.36363636363636365,0.36363636363636365,0.5268571428571428,0.0963855421686747,0.14545454545454545,0.1276595744680851,0.6170212765957447,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628400,1610612738,Semi Ojeleye,Semi Ojeleye,1628400,BOS,7655.0,128,-25,267,268,169,131,33.0,535,5.0,2.0,14.0,7.0,14.0,22.0,295,6.0,10.0,14.0,2.0,169,0.6111111111111112,0.14285714285714285,,14.521452145214523,0.1388888888888889,0.3888888888888889,0.125,0.4375,0.75,0.5179430555555555,0.518546875,8.828571428571427,25.245454545454546,0.6329588014981273,3.0,1.0,1.0,2.0,,5.0,,4.0,3.0,8.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,7.0,1.0,28.0,1.0,1.0,2.0,5.0,,8.0,2.0,4.0,,16.0,,6.0,15.0,2.0,4.0,1.0,2.0,4.0,6.0,3.0,1.0,1.0,1.0,16.0,1.0,1.0,,7.0,8.0,1.0,16.0,2.0,18.0,,1.0,1.0,,4.0,,3.0,1.0,,1.0,5.0,,4.0,4.0,9.0,,,5.0,,6.0,,3.0,,,,,1.0,,,16.0,1.0,,,,0.7142857142857143,0.3181818181818182,0.4,0.4,0.3181818181818182,0.21428571428571427,1.0,0.3333333333333333,0.375,0.6666666666666666,0.5,0.358974358974359,0.5714285714285714,0.4444444444444444,0.045454545454545456,,0.8,0.14285714285714285,,0.1111111111111111,0.014084507042253521,0.1111111111111111,0.017543859649122806,0.1111111111111111,0.015625,0.041666666666666664,,,0.021739130434782608,,0.11538461538461539,0.14285714285714285,0.05555555555555555,0.10909090909090909,0.125,,,0.6,0.6,,0.1388888888888889,,,,0.1111111111111111,,,,0.2222222222222222,0.375,0.42857142857142855,1.0,0.2857142857142857,0.2857142857142857,0.5,0.16666666666666666,1.0,,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.1875,0.42857142857142855,0.2857142857142857,0.4573666666666667,0.07692307692307693,0.17647058823529413,0.2857142857142857,0.5714285714285714,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.4,0.125,0.5,1.0,0.3333333333333333,,,,,,,,,,True,,,,,,,
1628408,1610612738,PJ Dozier,PJ Dozier,1628408,BOS,1744.0,29,4,65,62,33,24,9.0,127,4.0,3.0,2.0,,8.0,3.0,64,5.0,1.0,2.0,,33,0.2727272727272727,,,14.864864864864865,0.36363636363636365,0.18181818181818182,0.5,,0.6363636363636364,0.5399045454545455,0.559325,7.3875,26.566666666666663,0.5076923076923077,4.0,3.0,3.0,3.0,,2.0,,2.0,1.0,1.0,,1.0,1.0,,,,4.0,2.0,,14.0,3.0,3.0,,,,6.0,3.0,1.0,,9.0,,8.0,6.0,6.0,1.0,,1.0,,1.0,,,1.0,,2.0,,3.0,,2.0,4.0,,6.0,3.0,9.0,,1.0,,1.0,,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,9.0,,,,,1.0,0.6666666666666666,,1.0,0.6666666666666666,0.5,1.0,0.6,0.6363636363636364,1.0,0.75,0.6363636363636364,1.0,0.75,,,,,,0.26666666666666666,0.13043478260869565,0.15384615384615385,,0.21428571428571427,0.09375,0.2,0.125,,,,,,0.5714285714285714,0.2,,,,1.0,1.0,,0.18181818181818182,,,,0.18181818181818182,,,,0.09090909090909091,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,1.0,0.16666666666666666,,0.5,0.6288666666666667,,,0.42857142857142855,0.6428571428571429,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,True,,,,,,,
202954,1610612738,Brad Wanamaker,Brad Wanamaker,202954,BOS,6537.0,109,10,231,231,170,121,27.0,462,6.0,6.0,17.0,13.0,22.0,17.0,237,15.0,13.0,17.0,,170,0.4358974358974359,,,20.0,0.15384615384615385,0.4358974358974359,0.21428571428571427,0.4642857142857143,0.5897435897435898,0.4732307692307693,0.48468928571428566,10.549999999999999,25.83529411764706,0.7359307359307359,4.0,,,4.0,,8.0,3.0,8.0,,,,,6.0,,,6.0,7.0,6.0,12.0,44.0,,1.0,,,,,5.0,6.0,12.0,40.0,2.0,12.0,12.0,,6.0,,15.0,7.0,22.0,4.0,3.0,12.0,2.0,51.0,1.0,1.0,,6.0,4.0,,10.0,2.0,12.0,1.0,2.0,,2.0,5.0,1.0,4.0,1.0,,,6.0,1.0,5.0,4.0,10.0,,,9.0,1.0,15.0,,2.0,6.0,,,,,,,40.0,2.0,5.0,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.35294117647058826,,0.46153846153846156,0.35294117647058826,0.3181818181818182,,0.3333333333333333,0.41025641025641024,,0.5,0.46808510638297873,,0.5714285714285714,,,0.8333333333333334,,,0.058823529411764705,0.01818181818181818,0.10526315789473684,0.021739130434782608,0.08,0.019801980198019802,,0.041666666666666664,,0.024390243902439025,,0.10344827586206896,0.04,,0.1,0.14285714285714285,0.04,,0.6666666666666666,0.6666666666666666,,0.20512820512820512,,,,0.20512820512820512,0.375,0.375,0.3333333333333333,,,,,0.35294117647058826,0.35294117647058826,0.6666666666666666,,,,,,,,0.6666666666666666,,0.46153846153846156,0.35294117647058826,,0.04878048780487805,0.08333333333333333,,0.9090909090909091,,,6.0,1.0,,,,,,,,,,1.0,,,,,,,,True,,,,,,,
1626179,1610612738,Terry Rozier,Terry Rozier,1626179,BOS,8816.0,147,-26,307,307,137,125,31.0,614,16.0,6.0,23.0,6.0,34.0,27.0,340,14.0,9.0,23.0,1.0,136,0.4426229508196721,0.029411764705882353,0.0625,20.11661807580175,0.26229508196721313,0.3770491803278688,0.2608695652173913,0.2608695652173913,0.7049180327868853,0.509494262295082,0.4944,8.464705882352943,25.651851851851852,0.44625407166123776,11.0,1.0,1.0,4.0,3.0,9.0,4.0,9.0,1.0,4.0,3.0,3.0,8.0,,1.0,2.0,18.0,9.0,8.0,71.0,1.0,1.0,,4.0,,2.0,7.0,2.0,5.0,25.0,18.0,18.0,18.0,,8.0,,10.0,7.0,17.0,6.0,1.0,9.0,,41.0,1.0,1.0,,10.0,12.0,1.0,23.0,2.0,25.0,1.0,7.0,4.0,3.0,3.0,,3.0,,,,3.0,,1.0,3.0,7.0,,,9.0,,11.0,,5.0,,,,,,,,25.0,1.0,,0.5,0.5,0.6666666666666666,0.3333333333333333,,0.2222222222222222,0.3333333333333333,0.5294117647058824,1.0,0.5,0.5163934426229508,0.2,0.43478260869565216,0.5303030303030303,0.2,0.48,,,1.0,0.1,,0.1348314606741573,0.013513513513513514,0.15384615384615385,0.014084507042253521,0.14285714285714285,0.013793103448275862,,0.038461538461538464,,0.01694915254237288,,0.06896551724137931,0.125,0.25,0.1111111111111111,0.36363636363636365,0.030303030303030304,,0.6875,0.7333333333333333,0.6363636363636364,0.14754098360655737,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14754098360655737,0.4444444444444444,0.4444444444444444,0.25,0.06557377049180328,0.25,0.25,1.0,0.34782608695652173,0.34782608695652173,0.625,0.2,1.0,1.0,0.6,0.2,,,0.6666666666666666,0.13043478260869565,0.3333333333333333,0.34782608695652173,0.5785875,0.07575757575757576,0.1282051282051282,0.028169014084507043,0.352112676056338,,,9.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,True,,,,,,,
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,7376.0,123,5,255,261,102,83,27.0,516,19.0,5.0,16.0,7.0,34.0,20.0,285,13.0,8.0,16.0,2.0,102,0.37037037037037035,0.058823529411764705,,24.555160142348754,0.35185185185185186,0.2962962962962963,0.23809523809523808,0.3333333333333333,0.7222222222222222,0.5313638888888889,0.5089333333333333,5.8500000000000005,25.29,0.4,16.0,1.0,1.0,5.0,5.0,12.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,,3.0,1.0,22.0,8.0,4.0,72.0,1.0,1.0,1.0,4.0,,5.0,8.0,2.0,1.0,23.0,20.0,24.0,24.0,,4.0,1.0,1.0,5.0,6.0,5.0,,,1.0,17.0,,1.0,,12.0,11.0,4.0,27.0,1.0,28.0,,6.0,2.0,4.0,6.0,,3.0,5.0,2.0,1.0,11.0,2.0,3.0,2.0,9.0,1.0,,8.0,,10.0,2.0,5.0,1.0,3.0,1.0,2.0,3.0,2.0,,23.0,1.0,1.0,0.45454545454545453,0.45454545454545453,1.0,0.4,0.25,0.25,0.4,0.6470588235294118,1.0,0.6153846153846154,0.6296296296296297,0.5,0.5238095238095238,0.6206896551724138,0.5,0.5227272727272727,0.05,0.0625,0.5454545454545454,0.3076923076923077,,0.14666666666666667,0.01818181818181818,0.24,,0.184,0.009009009009009009,,0.037037037037037035,,,,0.15384615384615385,0.13793103448275862,0.15,0.2,0.4,,0.6666666666666666,0.8421052631578947,0.8421052631578947,0.5625,0.2222222222222222,0.4166666666666667,0.5,0.2,0.05555555555555555,0.3333333333333333,0.3333333333333333,,0.07407407407407407,1.0,1.0,1.0,0.25,0.26666666666666666,1.0,0.2,1.0,1.0,0.2,0.6,,,1.0,0.047619047619047616,0.14285714285714285,0.25,0.54045,0.08771929824561403,0.13513513513513514,0.06944444444444445,0.3194444444444444,1.0,1.0,,3.0,,,,0.16666666666666666,,1.0,1.0,1.0,,,,,1.0,1.0,,,,True,,,,,,,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,3735.0,62,21,129,128,45,41,15.0,257,6.0,3.0,5.0,2.0,22.0,9.0,137,7.0,4.0,5.0,4.0,44,0.2903225806451613,0.18181818181818182,0.16666666666666666,24.305555555555557,0.1935483870967742,0.16129032258064516,0.2727272727272727,0.18181818181818182,0.4838709677419355,0.49702096774193555,0.541340909090909,10.354545454545452,24.844444444444445,0.3488372093023256,4.0,,1.0,3.0,3.0,6.0,6.0,10.0,4.0,4.0,1.0,2.0,,,1.0,,13.0,4.0,3.0,41.0,2.0,4.0,1.0,2.0,1.0,8.0,6.0,2.0,3.0,21.0,6.0,20.0,12.0,,,1.0,3.0,5.0,8.0,4.0,1.0,3.0,,21.0,,2.0,,3.0,7.0,,10.0,2.0,12.0,1.0,3.0,3.0,,2.0,,2.0,1.0,1.0,,3.0,,1.0,1.0,4.0,,,3.0,,3.0,,1.0,,,,,1.0,1.0,,21.0,2.0,,0.23076923076923078,0.23076923076923078,1.0,0.4444444444444444,0.5,0.5,0.4444444444444444,0.5909090909090909,0.5,0.8571428571428571,0.6129032258064516,0.5833333333333334,0.8181818181818182,0.625,0.5833333333333334,0.8333333333333334,0.1111111111111111,0.2,0.6666666666666666,,,0.16279069767441862,0.058823529411764705,0.13636363636363635,,0.15384615384615385,0.03571428571428571,,0.07142857142857142,0.09090909090909091,,,0.07692307692307693,0.20833333333333334,0.16666666666666666,0.17647058823529413,,0.1111111111111111,1.0,0.6666666666666666,0.8,,0.1935483870967742,0.5,0.75,0.3333333333333333,0.3225806451612903,0.6,0.6666666666666666,0.3333333333333333,0.12903225806451613,1.0,1.0,1.0,,,,0.16666666666666666,,,0.16666666666666666,0.16666666666666666,,,1.0,0.18181818181818182,,,0.48792,0.03125,0.043478260869565216,0.1951219512195122,0.5121951219512195,1.0,2.0,,,,1.0,1.0,0.3333333333333333,,1.0,1.0,1.0,,,,1.0,,,0.1,,,True,,,,,,,
202330,1610612738,Gordon Hayward,Gordon Hayward,202330,BOS,4385.0,73,-22,149,146,45,37,18.0,295,8.0,4.0,7.0,2.0,22.0,7.0,182,8.0,2.0,7.0,2.0,44,0.2413793103448276,0.09090909090909091,0.25,20.238095238095237,0.27586206896551724,0.2413793103448276,0.4,0.2,0.5172413793103449,0.48841724137931025,0.478365,10.859090909090911,25.7,0.30201342281879195,4.0,,,3.0,3.0,5.0,5.0,9.0,,,,,1.0,,,,12.0,1.0,3.0,30.0,,,,,,,6.0,,3.0,15.0,10.0,14.0,3.0,,1.0,,6.0,7.0,13.0,3.0,4.0,5.0,,33.0,1.0,,,5.0,4.0,,9.0,1.0,10.0,,,,,1.0,,,2.0,,,3.0,,1.0,,3.0,,2.0,5.0,,4.0,,,2.0,,,,,,,14.0,,1.0,0.4166666666666667,0.4166666666666667,1.0,0.14285714285714285,,,0.14285714285714285,0.5454545454545454,,0.75,0.46551724137931033,,0.6,0.4838709677419355,,0.625,,,0.3333333333333333,,,0.0784313725490196,,0.2777777777777778,0.02702702702702703,0.13043478260869565,0.014705882352941176,,,,,0.16666666666666666,0.05,0.1111111111111111,0.07692307692307693,0.3333333333333333,,,,0.5,0.6666666666666666,0.75,0.1724137931034483,0.6,0.6,0.3333333333333333,0.3103448275862069,0.5555555555555556,0.5555555555555556,0.2,,,,,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,0.75,,,0.14285714285714285,,,,,0.5,,,,1.0,,,,,,,,,,1.0,,,,,,,,True,,,,,,,
202694,1610612738,Marcus Morris,Marcus Morris,202694,BOS,3552.0,59,-5,117,121,38,29,15.0,238,3.0,2.0,13.0,3.0,9.0,14.0,114,4.0,4.0,13.0,1.0,38,0.6086956521739131,0.1111111111111111,0.3333333333333333,25.0,0.13043478260869565,0.5652173913043478,0.25,0.375,0.7391304347826086,0.5159978260869565,0.53469375,11.133333333333333,25.514285714285712,0.3247863247863248,2.0,,,2.0,,3.0,1.0,3.0,1.0,1.0,,1.0,5.0,,1.0,,3.0,6.0,8.0,32.0,,1.0,,1.0,,,2.0,1.0,4.0,11.0,4.0,2.0,18.0,,5.0,,1.0,3.0,4.0,1.0,2.0,1.0,,11.0,,2.0,,5.0,10.0,1.0,16.0,2.0,18.0,,1.0,,1.0,2.0,,2.0,4.0,,,6.0,1.0,3.0,3.0,8.0,,3.0,7.0,1.0,8.0,,3.0,1.0,2.0,,2.0,2.0,1.0,,11.0,,1.0,0.6666666666666666,0.6666666666666666,1.0,0.42857142857142855,,0.25,0.42857142857142855,0.3333333333333333,,0.5,0.5217391304347826,,0.4375,0.5925925925925926,,0.55,,,0.3333333333333333,0.16666666666666666,,0.22727272727272727,0.06060606060606061,0.19230769230769232,,0.21428571428571427,0.03125,0.14285714285714285,0.058823529411764705,,,,0.23076923076923078,0.25,0.18181818181818182,0.25,,,0.5,0.6666666666666666,1.0,0.5,0.13043478260869565,,,,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.043478260869565216,1.0,1.0,1.0,0.38461538461538464,0.38461538461538464,1.0,,,,,0.5,,,1.0,0.125,,0.38461538461538464,0.4431,0.11538461538461539,0.25,,0.34375,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,True,,,,,,,
