EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,LongMidRangeFGM,LongMidRangeFGA,PtsUnassisted3s,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3FGM,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SelfOReb,SelfORebPct,2pt And 1 Free Throw Trips,Fg2aBlocked,BlockedShortMidRange,FG2APctBlocked,ShortMidRangePctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,3SecondViolations,Clear Path Fouls,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Corner3PctBlocked,OffensiveGoaltends,HeaveMakes
1626178,1610612751,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,1626178,BKN,523.0,9,3.0,19,19,11,18,4,38,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,20,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,11,1.0,1.0,0.25,0.25,0.25,0.25,0.4,0.4,21.73913043478261,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.441025,0.4539,0.441025,0.2,0.2,1.0,5.3,0.5789473684210527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626203,1610612751,Treveon Graham,Treveon Graham,1626203,BKN,827.0,14,7.0,31,33,28,30,4,64,,,,,,,,,3.0,30,,,,,3.0,,,,,,,,,,,,,,,3.0,28,,,,,0.5,0.5,0.5,0.5,8.108108108108109,,,,,,,,,1.0,0.6070000000000001,0.6336,0.6070000000000001,,,1.0,,0.9032258064516129,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.5,1.5,1.0,0.18181818181818182,0.14285714285714285,0.16666666666666666,0.25,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,24.366666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626210,1610612751,Alan Williams,Alan Williams,1626210,BKN,1532.0,26,16.0,58,59,45,42,12,117,4.0,5.0,2.0,3.0,7.0,8.0,12.0,2.0,18.0,52,5.0,5.0,8.0,2.0,12.0,12.0,1.0,3.0,1.0,8.0,1.0,2.0,3.0,4.0,,,,,,12.0,45,0.75,1.0,0.6666666666666666,0.625,0.6153846153846154,0.5555555555555556,0.6,0.5454545454545454,22.535211267605636,,0.38461538461538464,0.8,0.8,0.5,0.5384615384615384,0.3333333333333333,0.6666666666666666,0.46153846153846156,0.47356923076923074,0.47176666666666667,0.46215555555555554,,,0.6666666666666666,6.066666666666666,0.7758620689655172,,,,1.0,,1.0,,1.0,,1.0,,1.0,8.0,,1.0,,1.0,,6.0,8.0,15.0,19.0,1.0,,,,,,,0.6666666666666666,0.5714285714285714,0.07692307692307693,0.42105263157894735,0.375,0.4,0.4444444444444444,,0.35714285714285715,,0.07692307692307693,,,,0.16666666666666666,,,,0.1111111111111111,,,0.4444444444444444,26.4,2.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.8,1.0,0.5,0.3333333333333333,0.1111111111111111,0.07142857142857142,0.09375,0.16666666666666666,0.1,0.09090909090909091,0.5,0.5,0.5714285714285714,0.5714285714285714,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629033,1610612751,Theo Pinson,Theo Pinson,1629033,BKN,1532.0,26,16.0,58,59,45,42,12,117,1.0,2.0,,1.0,,2.0,3.0,5.0,18.0,52,1.0,1.0,2.0,3.0,14.0,,3.0,3.0,1.0,6.0,1.0,2.0,5.0,8.0,3.0,,,,,14.0,45,,,0.6666666666666666,0.5,0.65,0.6875,0.6428571428571429,0.6363636363636364,22.535211267605636,,0.2,0.5,0.5,,,0.125,,0.9,0.5205,,0.490825,0.23076923076923078,0.5,0.7777777777777778,8.866666666666667,0.7758620689655172,1.0,,3.0,6.0,1.0,1.0,3.0,6.0,3.0,7.0,1.0,1.0,3.0,3.0,6.0,6.0,6.0,3.0,2.0,,3.0,4.0,,,0.6666666666666666,0.42857142857142855,1.0,0.5,0.42857142857142855,0.75,0.75,0.7,,0.125,0.05714285714285714,,,0.14285714285714285,0.1,0.6,0.5,0.5,0.6666666666666666,0.5,1.0,1.0,,0.75,0.5,0.5,0.16666666666666666,25.485714285714288,,1.0,,,4.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,,,1.0,1.0,,,0.5,0.5,,0.05555555555555555,,0.03125,0.16666666666666666,,,,,,,,0.5,,1.0,1.0,3.0,2.0,1.0,1.0,0.1,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201162,1610612751,Jared Dudley,Jared Dudley,201162,BKN,304.0,5,-1.0,11,12,11,12,2,23,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629058,1610612751,Dzanan Musa,Dzanan Musa,1629058,BKN,607.0,10,10.0,23,22,13,12,7,45,1.0,1.0,1.0,1.0,3.0,2.0,4.0,,7.0,18,,2.0,3.0,,4.0,4.0,,1.0,,3.0,,,,,,,,,,4.0,13,1.0,1.0,0.5,0.6666666666666666,0.4375,0.3333333333333333,0.4375,0.3333333333333333,31.03448275862069,,0.125,1.0,1.0,1.0,0.375,0.16666666666666666,1.0,0.625,0.5014875,,0.54245,,,0.5714285714285714,6.85,0.5652173913043478,1.0,1.0,1.0,3.0,,,,2.0,1.0,4.0,,,,,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,,,1.0,0.25,,,0.25,,,0.5,0.125,0.125,0.125,0.2,,,0.125,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,0.16666666666666666,0.3333333333333333,,0.3333333333333333,,25.5,,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203894,1610612751,Shabazz Napier,Shabazz Napier,203894,BKN,840.0,14,11.0,32,32,21,24,5,64,1.0,2.0,1.0,1.0,1.0,1.0,5.0,,8.0,26,1.0,1.0,3.0,,5.0,,2.0,4.0,1.0,10.0,2.0,2.0,1.0,2.0,,,,,,5.0,21,,,0.2,0.3333333333333333,0.4444444444444444,0.4166666666666667,0.4,0.35714285714285715,25.64102564102564,,0.2222222222222222,0.5,0.5,,0.1111111111111111,0.16666666666666666,1.0,0.6666666666666666,0.5127833333333334,0.4099,0.5070666666666667,,,0.625,8.84,0.65625,1.0,1.0,1.0,3.0,,,,2.0,2.0,4.0,,,,1.0,3.0,6.0,3.0,1.0,1.0,,1.0,2.0,,,1.0,0.5,,0.3333333333333333,0.5,,,0.4444444444444444,,0.1111111111111111,0.05555555555555555,,,0.14285714285714285,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,0.16666666666666666,0.3333333333333333,,0.3333333333333333,,24.9,,,,,2.0,,2.0,2.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,0.09090909090909091,,0.05555555555555555,,0.2,,,,,,,,,,2.0,,1.0,,,0.2222222222222222,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202702,1610612751,Kenneth Faried,Kenneth Faried,202702,BKN,523.0,9,8.0,20,21,17,18,2,41,1.0,3.0,1.0,1.0,1.0,1.0,4.0,,2.0,16,1.0,1.0,2.0,,2.0,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,17,1.0,1.0,0.25,0.5,0.25,0.5,0.25,0.5,16.666666666666668,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,1.0,0.75,0.6017,0.6429,0.5729,,,1.0,2.025,0.85,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,,,,,,,,,,,0.375,,0.23076923076923078,0.5,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,0.16666666666666666,,0.1,0.3333333333333333,,,0.25,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628249,1610612751,Mitchell Creek,Mitchell Creek,1628249,BKN,486.0,8,5.0,19,19,17,6,6,38,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,8.0,16,,2.0,2.0,1.0,5.0,6.0,2.0,3.0,1.0,7.0,,,2.0,3.0,1.0,,,,,5.0,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,16.666666666666668,,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6099333333333333,,0.70805,0.3333333333333333,0.3333333333333333,0.625,2.3666666666666667,0.8947368421052632,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,2.0,,,,,,,,1.0,,1.0,,,,,0.2,0.14285714285714285,0.16666666666666666,,0.25,0.16666666666666666,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629066,1610612751,Rodions Kurucs,Rodions Kurucs,1629066,BKN,486.0,8,5.0,19,19,17,6,6,38,,,,,1.0,,1.0,,,16,,,1.0,,,,4.0,4.0,2.0,8.0,1.0,1.0,,,,1.0,,1.0,,,17,,,,,,,,,12.5,,,,,,0.3333333333333333,,,0.6666666666666666,0.4339,0.4401,0.4308,,,,6.1,0.8947368421052632,,,,2.0,,1.0,,1.0,,2.0,,1.0,,,1.0,,2.0,,1.0,,1.0,1.0,,,,,,,,,,0.6666666666666666,,0.16666666666666666,0.07692307692307693,,,0.16666666666666666,,0.6666666666666666,,,,1.0,,,,0.5,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
