EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,OffTwoPtRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,LongMidRangeAssists,StepOutOfBoundsTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,Technical Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,OffCorner3ReboundPct,PenaltyCorner3Accuracy,Offensive Fouls Drawn,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,SecondChanceAtRimPctAssisted,3SecondViolations,on,Blocked3s,BlockedArc3,LongMidRangePctBlocked,HeaveAttempts,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,Clear Path Fouls,HeaveMakes,Arc3PctBlocked,3pt And 1 Free Throw Trips
1626167,1610612754,Myles Turner,Myles Turner,1626167,IND,3299.0,55,-31,110,112,30.0,22,13.0,222,4.0,5.0,1.0,2.0,2.0,3.0,4.0,6.0,9.0,4.0,1.0,13.0,18,4.0,4.0,30.0,138,1.0,4.0,5.0,1.0,8.0,18.0,8.0,4.0,1.0,3.0,3.0,2.0,1.0,6.0,2.0,1.0,4.0,7.0,2.0,13.0,3.0,16,5.0,5.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,10.0,1.0,7.0,1.0,4.0,4.0,4.0,4.0,3.0,8.0,30.0,0.6923076923076923,0.6923076923076923,0.7222222222222222,0.8,0.5909090909090909,0.6666666666666666,0.6,0.6666666666666666,0.18181818181818182,0.05555555555555555,0.25,21.875,0.3333333333333333,0.4,0.25,0.2916666666666667,0.18181818181818182,0.09090909090909091,0.2391304347826087,0.03571428571428571,0.1,0.2,0.2222222222222222,0.6,0.21052631578947367,0.75,0.22727272727272727,0.8,0.8,0.5,0.18181818181818182,0.75,1.0,0.6666666666666666,0.4090909090909091,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.18181818181818182,1.0,0.3333333333333333,1.0,0.16666666666666666,0.4090909090909091,0.46850454545454545,0.48715,0.16,0.19047619047619047,0.26666666666666666,12.266666666666667,26.925,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1627734,1610612754,Domantas Sabonis,Domantas Sabonis,1627734,IND,4645.0,77,1,163,162,44.0,38,17.0,325,12.0,17.0,5.0,3.0,7.0,3.0,9.0,1.0,4.0,,,16.0,30,1.0,4.0,36.0,167,5.0,5.0,10.0,,11.0,16.0,16.0,,1.0,5.0,7.0,4.0,1.0,16.0,,,9.0,9.0,4.0,22.0,7.0,29,2.0,1.0,4.0,2.0,6.0,10.0,2.0,11.0,,3.0,6.0,1.0,5.0,1.0,3.0,1.0,,1.0,1.0,11.0,44.0,0.5,0.6666666666666666,0.5333333333333333,0.5,0.5161290322580645,0.5,0.5454545454545454,0.55,0.03225806451612903,0.03333333333333333,0.1111111111111111,23.626373626373624,0.4,0.4444444444444444,,0.23684210526315788,0.32142857142857145,,0.2727272727272727,0.10144927536231885,,0.3125,0.2,0.16666666666666666,0.3333333333333333,1.0,0.5483870967741935,0.7058823529411765,0.7058823529411765,0.5833333333333334,0.2903225806451613,0.3333333333333333,0.375,,0.12903225806451613,0.25,0.25,1.0,,0.8333333333333334,0.7,0.42857142857142855,,0.5806451612903226,0.5006790322580645,0.52084,0.09090909090909091,0.09375,0.3055555555555556,5.566666666666666,23.3,0.26993865030674846,4.0,1.0,1.0,4.0,1.0,1.0,9.0,1.0,8.0,2.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,0.8,0.6666666666666666,0.75,0.16666666666666666,0.26666666666666666,0.15384615384615385,0.07142857142857142,0.2857142857142857,0.15384615384615385,0.03225806451612903,0.8,0.16666666666666666,0.606375,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1628410,1610612754,Edmond Sumner,Edmond Sumner,1628410,IND,12589.0,210,-33,455,451,143.0,172,56.0,906,10.0,26.0,5.0,1.0,7.0,2.0,5.0,3.0,6.0,19.0,7.0,15.0,37,27.0,15.0,66.0,497,6.0,1.0,11.0,8.0,12.0,18.0,12.0,19.0,4.0,9.0,10.0,4.0,2.0,21.0,,,9.0,6.0,,15.0,9.0,24,12.0,10.0,4.0,3.0,6.0,10.0,5.0,26.0,1.0,1.0,19.0,2.0,24.0,3.0,11.0,5.0,3.0,5.0,2.0,12.0,143.0,0.6,0.6923076923076923,0.40540540540540543,0.09090909090909091,0.3984375,0.13157894736842105,0.44594594594594594,0.2608695652173913,0.421875,0.10810810810810811,0.4,16.153846153846153,0.4,,,0.05,0.10344827586206896,,0.07246376811594203,0.0410958904109589,,0.019230769230769232,0.07692307692307693,0.06896551724137931,0.11594202898550725,0.4,0.40625,0.38461538461538464,0.4166666666666667,0.8,0.078125,0.4,0.6666666666666666,0.5,0.09375,0.5,0.5,,0.296875,0.5,0.3684210526315789,0.14285714285714285,0.3684210526315789,0.828125,0.55114765625,0.5174973684210527,0.1643835616438356,0.24444444444444444,0.18181818181818182,4.7324324324324305,25.45555555555556,0.3142857142857143,2.0,8.0,1.0,2.0,4.0,3.0,10.0,7.0,4.0,1.0,,1.0,9.0,2.0,2.0,1.0,,1.0,2.0,3.0,17.0,1.0,1.0,0.3333333333333333,0.35,0.4166666666666667,0.06569343065693431,0.09615384615384616,0.041666666666666664,0.05405405405405406,0.05555555555555555,0.05405405405405406,0.125,0.4,0.1,0.5554111111111111,0.15151515151515152,3.0,1.0,1.0,4.0,3.0,1.0,7.0,1.0,1.0,18.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8571428571428571,0.25925925925925924,0.25,0.125,0.25925925925925924,0.07692307692307693,0.375,0.375,1.0,0.21052631578947367,0.21052631578947367,0.75,1.0,1.0,0.3,0.05263157894736842,0.14285714285714285,0.21052631578947367,0.03571428571428571,,,,,,,,,,,,,,True,,,,,,,,,,,,
1628988,1610612754,Aaron Holiday,Aaron Holiday,1628988,IND,8110.0,135,1,295,289,96.0,133,31.0,584,9.0,13.0,,2.0,2.0,3.0,10.0,4.0,13.0,29.0,12.0,16.0,36,33.0,12.0,68.0,301,2.0,3.0,8.0,15.0,25.0,8.0,24.0,29.0,3.0,18.0,26.0,11.0,5.0,60.0,2.0,,6.0,6.0,,12.0,2.0,14,4.0,4.0,7.0,4.0,5.0,12.0,1.0,11.0,,,11.0,,15.0,1.0,4.0,1.0,1.0,1.0,1.0,25.0,96.0,0.25,0.25,0.4444444444444444,0.375,0.4057971014492754,0.32608695652173914,0.44666666666666666,0.42857142857142855,0.4782608695652174,0.08333333333333333,0.2,26.283987915407856,0.5833333333333334,,,0.07058823529411765,0.10526315789473684,0.037037037037037035,0.08450704225352113,0.014598540145985401,0.024390243902439025,0.09090909090909091,,0.14285714285714285,0.06818181818181818,1.0,0.18840579710144928,0.6923076923076923,0.75,0.4444444444444444,0.14492753623188406,0.3,0.375,,0.18840579710144928,0.3076923076923077,0.3076923076923077,,0.42028985507246375,,0.08695652173913043,1.0,0.5217391304347826,0.6666666666666666,0.4913731884057971,0.4913673913043478,0.0684931506849315,0.10256410256410256,0.36764705882352944,9.752777777777776,26.154545454545463,0.3254237288135593,,4.0,2.0,1.0,5.0,,2.0,10.0,,8.0,6.0,2.0,,1.0,,2.0,1.0,3.0,2.0,,8.0,,,0.5,0.14285714285714285,0.14285714285714285,,,,,0.23076923076923078,0.024390243902439025,0.057971014492753624,,0.2857142857142857,0.4691416666666666,0.029411764705882353,1.0,,3.0,7.0,3.0,2.0,8.0,,3.0,12.0,12.0,7.0,2.0,,,1.0,2.0,,1.0,,0.5,0.24242424242424243,,0.2,0.24242424242424243,0.07692307692307693,0.25,0.25,1.0,0.2413793103448276,0.2413793103448276,0.42857142857142855,,,0.42857142857142855,0.13043478260869565,0.16666666666666666,0.2413793103448276,0.029411764705882353,1.0,1.0,2.0,1.0,0.07692307692307693,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,
201936,1610612754,Tyreke Evans,Tyreke Evans,201936,IND,2292.0,38,-24,82,86,33.0,28,14.0,168,5.0,10.0,,2.0,3.0,,2.0,,,7.0,3.0,5.0,12,7.0,2.0,18.0,106,,2.0,3.0,3.0,9.0,2.0,8.0,7.0,3.0,6.0,6.0,5.0,1.0,12.0,,,1.0,1.0,,2.0,,2,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,,,2.0,,3.0,1.0,1.0,,,,,9.0,33.0,0.2,0.2,0.4166666666666667,0.6666666666666666,0.42105263157894735,0.5833333333333334,0.45,0.6428571428571429,0.3684210526315789,0.25,,23.232323232323232,0.3333333333333333,,,0.05555555555555555,0.058823529411764705,,0.05714285714285714,,,0.1111111111111111,,,0.08333333333333333,,0.5263157894736842,0.5,0.7142857142857143,0.2,0.10526315789473684,,,,,,,,0.3684210526315789,,0.5,0.6666666666666666,0.5,0.8947368421052632,0.5435815789473685,0.554525,0.05263157894736842,0.08333333333333333,0.5,2.8333333333333326,25.457142857142856,0.4024390243902439,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,1.0,,6.0,2.0,,,,,1.0,,1.0,1.0,,0.2857142857142857,,0.3333333333333333,0.2857142857142857,0.3,,,,0.2857142857142857,0.2857142857142857,,,,,,0.3333333333333333,0.2857142857142857,,,,,,,,,,,,,,,True,,,,,,,,,,,,
202709,1610612754,Cory Joseph,Cory Joseph,202709,IND,3896.0,65,23,142,139,44.0,48,14.0,281,1.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,5.0,2.0,7.0,13,5.0,2.0,22.0,135,1.0,5.0,6.0,2.0,13.0,2.0,12.0,5.0,1.0,15.0,18.0,11.0,2.0,39.0,,,6.0,5.0,1.0,12.0,2.0,14,3.0,3.0,1.0,1.0,,1.0,1.0,2.0,,,4.0,,2.0,,1.0,1.0,1.0,1.0,,13.0,44.0,0.14285714285714285,0.14285714285714285,0.5384615384615384,0.8333333333333334,0.5555555555555556,0.8125,0.5789473684210527,0.8125,0.2777777777777778,0.07692307692307693,0.25,12.82051282051282,1.0,0.125,,0.10416666666666667,0.3157894736842105,,0.16417910447761194,0.03508771929824561,,0.16666666666666666,,0.09090909090909091,0.23076923076923078,,0.16666666666666666,0.3333333333333333,0.3333333333333333,,0.2222222222222222,0.5,0.6666666666666666,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.2777777777777778,1.0,0.125,1.0,0.25,0.4444444444444444,0.4630444444444444,0.4234375,0.05263157894736842,0.07142857142857142,0.5909090909090909,10.76153846153846,26.98,0.30985915492957744,,,,,,,,,,3.0,2.0,1.0,2.0,,,,,,,,2.0,,,,,,0.06451612903225806,,0.1111111111111111,0.08333333333333333,0.5,,,,,0.7122,,,,,2.0,,1.0,2.0,,1.0,6.0,,2.0,2.0,,,,,,,,1.0,0.4,,0.5,0.4,,,,,0.4,0.4,1.0,,,,,0.5,0.4,,,,,,,,2.0,,,,,,,True,,,,,,,,,,,,
201954,1610612754,Darren Collison,Darren Collison,201954,IND,3456.0,58,-31,121,122,37.0,33,15.0,243,3.0,5.0,,1.0,1.0,,,1.0,3.0,4.0,2.0,4.0,8,8.0,6.0,26.0,151,,2.0,2.0,2.0,10.0,4.0,4.0,4.0,1.0,6.0,9.0,1.0,1.0,21.0,,,1.0,2.0,,3.0,,3,1.0,1.0,4.0,3.0,2.0,6.0,2.0,7.0,,2.0,5.0,2.0,6.0,,,,,,,10.0,37.0,0.5,0.5,0.5,1.0,0.625,0.5,0.6842105263157895,0.7142857142857143,0.5,0.125,,17.98561151079137,0.6666666666666666,,,0.06666666666666667,0.043478260869565216,,0.05660377358490566,,,,0.14285714285714285,0.14285714285714285,0.05263157894736842,,0.3125,0.6,0.75,0.3333333333333333,,,,,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.25,,0.25,1.0,0.5,0.8125,0.5383718749999999,0.511725,,,0.38461538461538464,7.975,24.8375,0.30578512396694213,,4.0,,,1.0,2.0,5.0,6.0,,3.0,1.0,2.0,,,,,,1.0,,1.0,3.0,,,,1.5,1.25,,,,,,,0.25,,,0.4653,0.19230769230769232,3.0,,,1.0,1.0,,4.0,1.0,,12.0,,1.0,4.0,,1.0,,3.0,,,3.0,1.0,0.5,1.0,,0.5,0.2,0.75,0.75,1.0,0.25,0.25,1.0,,,1.0,,,0.25,,,,,,,,,1.0,1.0,1.0,,,,True,,,,,,,,,,,,
202711,1610612754,Bojan Bogdanovic,Bojan Bogdanovic,202711,IND,3193.0,53,-2,110,110,15.0,21,13.0,220,5.0,8.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,9.0,,8.0,17,12.0,4.0,38.0,132,4.0,1.0,2.0,,2.0,12.0,4.0,9.0,3.0,2.0,5.0,2.0,,13.0,,,3.0,1.0,,4.0,,4,,,3.0,1.0,2.0,5.0,,2.0,,,4.0,,4.0,1.0,2.0,,,,,2.0,15.0,0.75,0.75,0.47058823529411764,0.5,0.5862068965517241,0.5,0.6166666666666667,0.5,0.41379310344827586,0.17647058823529413,0.2857142857142857,27.77777777777778,0.6,,,0.041666666666666664,0.14285714285714285,,0.08888888888888889,,,,,0.16666666666666666,0.16666666666666666,,0.27586206896551724,0.625,0.7142857142857143,0.8,0.2413793103448276,0.2857142857142857,0.4,0.5,0.06896551724137931,0.5,0.5,1.0,0.3103448275862069,0.2,0.5,1.0,,0.6896551724137931,0.5057241379310344,0.57495,0.06666666666666667,0.1111111111111111,0.05263157894736842,7.017647058823529,26.25,0.13636363636363635,,3.0,1.0,2.0,1.0,,4.0,,,3.0,2.0,1.0,,,,,,2.0,1.0,,1.0,,,0.5,0.4,0.4,,,,,,,0.10344827586206896,,0.2,0.44564000000000004,0.10526315789473684,2.0,,,4.0,,,6.0,,,18.0,,4.0,,,,,,,,,1.0,0.5,,,0.5,0.125,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.4444444444444444,1.0,,,,,,0.4444444444444444,,,1.0,,,,,,,,,1.0,,,True,,,,,,,,,,,,
201152,1610612754,Thaddeus Young,Thaddeus Young,201152,IND,3101.0,52,-27,106,106,14.0,17,11.0,212,4.0,7.0,1.0,,1.0,2.0,5.0,,1.0,3.0,,6.0,13,5.0,,18.0,130,1.0,,2.0,,,12.0,,3.0,,4.0,9.0,3.0,1.0,23.0,2.0,,2.0,3.0,,5.0,4.0,9,,,3.0,2.0,1.0,4.0,,5.0,1.0,,3.0,,,,,,,,,,14.0,1.0,1.0,0.46153846153846156,,0.5,,0.5,,0.2777777777777778,,,18.333333333333336,0.75,,,0.13043478260869565,0.07692307692307693,0.11764705882352941,0.10204081632653061,0.07272727272727272,0.06666666666666667,0.2222222222222222,0.16666666666666666,,0.09523809523809523,,0.3888888888888889,0.5714285714285714,0.5714285714285714,1.0,0.2777777777777778,0.4,0.4,1.0,0.05555555555555555,,,,0.16666666666666666,1.0,0.5,,,0.6666666666666666,0.5022444444444445,0.51605,,,,5.538461538461538,26.119999999999997,0.1320754716981132,,2.0,,,,,,,,5.0,2.0,3.0,2.0,1.0,,,,1.0,,,3.0,,,,,,0.05263157894736842,0.0625,0.08333333333333333,,,0.1,0.1111111111111111,,,,,2.0,,,,,,2.0,,,6.0,,,,,1.0,,,,,,1.0,0.4,,,0.4,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,0.5,,,,,,,,,True,,,,,,,,,,,,
1628388,1610612754,TJ Leaf,TJ Leaf,1628388,IND,6628.0,110,-10,246,246,89.0,116,33.0,492,18.0,23.0,5.0,6.0,8.0,7.0,18.0,1.0,2.0,6.0,1.0,26.0,43,10.0,6.0,64.0,251,6.0,10.0,16.0,3.0,22.0,36.0,16.0,6.0,2.0,4.0,5.0,2.0,1.0,11.0,4.0,1.0,7.0,10.0,2.0,19.0,8.0,27,2.0,2.0,3.0,1.0,,3.0,1.0,9.0,,,6.0,1.0,10.0,2.0,5.0,5.0,3.0,5.0,4.0,22.0,89.0,0.6923076923076923,0.782608695652174,0.6046511627906976,0.625,0.5471698113207547,0.5263157894736842,0.5614035087719298,0.55,0.18867924528301888,0.046511627906976744,0.1111111111111111,21.27659574468085,1.0,0.2857142857142857,0.125,0.14285714285714285,0.1590909090909091,0.0851063829787234,0.14912280701754385,0.05982905982905983,0.05714285714285714,0.09090909090909091,0.17391304347826086,0.21428571428571427,0.17647058823529413,0.8,0.4339622641509434,0.782608695652174,0.782608695652174,0.6111111111111112,0.33962264150943394,0.3888888888888889,0.4375,1.0,0.03773584905660377,0.5,0.5,,0.11320754716981132,0.8333333333333334,0.42105263157894735,0.75,0.05263157894736842,0.6226415094339622,0.5388801886792453,0.510328947368421,0.08928571428571429,0.10869565217391304,0.34375,5.413953488372092,25.05,0.3617886178861789,3.0,4.0,,3.0,,4.0,10.0,2.0,6.0,1.0,1.0,,3.0,,,,,2.0,,1.0,8.0,,2.0,0.5,0.5,0.625,0.04285714285714286,0.037037037037037035,0.06666666666666667,,0.1,,0.07547169811320754,0.6,,0.5388000000000001,0.15625,1.0,,2.0,1.0,,,2.0,,,3.0,3.0,1.0,1.0,,,,1.0,,1.0,1.0,0.5,0.2,,,0.2,,0.25,0.25,1.0,0.16666666666666666,0.16666666666666666,,,,,0.10526315789473684,,0.16666666666666666,,,,,,0.16666666666666666,,,,,,,,,True,,,,,,,,,,,,
