EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,DefensiveGoaltends,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,Corner3PctBlocked,BlockedCorner3,3SecondViolations,3pt And 1 Free Throw Trips,on,Clear Path Fouls,OffensiveGoaltends
1626144,1610612752,Emmanuel Mudiay,Emmanuel Mudiay,1626144,NYK,30612.0,510,-74,1053,1055,245,238.0,141,2108,36.0,71.0,5.0,8.0,10.0,22.0,20.0,49.0,15.0,26.0,7.0,14.0,3.0,3.0,4.0,5.0,14.0,54.0,2.0,8.0,4.0,17.0,71.0,146,21.0,68.0,44.0,249,1225,6.0,11.0,5.0,11.0,3.0,30.0,20.0,38.0,8.0,22.0,16.0,80.0,32.0,110.0,57.0,6.0,8.0,54.0,14.0,17.0,1.0,48.0,26.0,74.0,23.0,3.0,40.0,5.0,3.0,174.0,7.0,5.0,20.0,29.0,1.0,50,12.0,62,2.0,11.0,8.0,3.0,28.0,1.0,22.0,11.0,5.0,6.0,3.0,39.0,3.0,5.0,15.0,26,1.0,33,2.0,2.0,52.0,3.0,1.0,18.0,2.0,6.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,80.0,243,3.0,5.0,0.22535211267605634,0.23880597014925373,0.9047619047619048,0.3088235294117647,0.45454545454545453,0.36363636363636365,0.3088235294117647,0.4863013698630137,0.5454545454545454,0.5263157894736842,0.47897196261682246,0.6136363636363636,0.5333333333333333,0.5232067510548524,0.625,0.5797101449275363,0.3177570093457944,0.014705882352941176,0.11643835616438356,0.14084507042253522,0.12244897959183673,0.038461538461538464,0.018518518518518517,22.67871815940838,0.717948717948718,0.04,0.10545454545454545,0.015625,0.09615384615384616,0.03482587064676617,0.10144927536231885,0.023032629558541268,0.02112676056338028,0.008849557522123894,0.015384615384615385,0.03614457831325301,0.02857142857142857,0.1016949152542373,0.0625,0.18032786885245902,0.10828025477707007,0.058823529411764705,0.019417475728155338,0.6,0.3317757009345794,0.5070422535211268,0.5901639344262295,0.2222222222222222,0.22897196261682243,0.40816326530612246,0.46511627906976744,0.2,0.12149532710280374,0.5769230769230769,0.6,0.26666666666666666,0.06542056074766354,0.5,0.5,1.0,0.2523364485981308,0.25925925925925924,0.2641509433962264,0.8571428571428571,0.36363636363636365,0.625,0.13636363636363635,1.0,1.0,0.36363636363636365,0.25,1.0,0.36666666666666664,0.45454545454545453,0.08333333333333333,0.8,0.2833333333333333,0.23529411764705882,0.6495327102803738,0.25925925925925924,0.5248813084112149,0.524053125,0.5224874999999999,0.08658008658008658,0.11180124223602485,0.02857142857142857,0.12048192771084337,0.321285140562249,6.772602739726026,25.430882352941175,0.23266856600189934,,,,,,,,,,,,,,,True,,
1626209,1610612752,Mario Hezonja,Mario Hezonja,1626209,NYK,72373.0,1206,-262,2474,2481,635,622.0,295,4955,95.0,172.0,6.0,15.0,21.0,37.0,31.0,80.0,23.0,60.0,3.0,27.0,1.0,4.0,,4.0,39.0,125.0,5.0,9.0,11.0,31.0,149.0,312,42.0,152.0,87.0,511,2842,9.0,25.0,6.0,13.0,4.0,40.0,32.0,69.0,11.0,35.0,28.0,125.0,140.0,158.0,108.0,18.0,8.0,124.0,39.0,28.0,1.0,63.0,25.0,88.0,19.0,6.0,53.0,4.0,6.0,201.0,10.0,18.0,93.0,93.0,25.0,211,28.0,239,5.0,57.0,39.0,18.0,45.0,11.0,32.0,43.0,6.0,13.0,11.0,88.0,5.0,23.0,51.0,110,4.0,102,1.0,5.0,114.0,12.0,2.0,56.0,,6.0,8.0,,,6.0,,2.0,8.0,5.0,122.0,632,8.0,4.0,0.4697986577181208,0.4827586206896552,0.8571428571428571,0.27631578947368424,0.46153846153846156,0.3142857142857143,0.2781456953642384,0.4775641025641026,0.36,0.463768115942029,0.45689655172413796,0.47368421052631576,0.46634615384615385,0.4961089494163424,0.5,0.5208333333333334,0.3275862068965517,0.006578947368421052,0.08974358974358974,0.09883720930232558,0.1,0.05,0.008,21.393034825870647,0.5113636363636364,0.44642857142857145,0.1409090909090909,0.02384105960264901,0.181640625,0.02178649237472767,0.15870307167235495,0.023064250411861616,0.028391167192429023,0.01639344262295082,0.02577319587628866,0.0213903743315508,0.023529411764705882,0.09333333333333334,0.15311004784688995,0.2185430463576159,0.18324607329842932,0.17692307692307693,0.02100840336134454,0.625,0.3706896551724138,0.5523255813953488,0.6129032258064516,0.5368421052631579,0.1724137931034483,0.3875,0.4305555555555556,0.3225806451612903,0.12931034482758622,0.38333333333333336,0.40350877192982454,0.391304347826087,0.05818965517241379,0.1111111111111111,0.1111111111111111,1.0,0.26939655172413796,0.312,0.31451612903225806,0.8461538461538461,0.39473684210526316,0.4,0.10526315789473684,0.25,1.0,0.23684210526315788,0.5555555555555556,1.0,0.3557692307692308,0.5675675675675675,0.038461538461538464,,0.2980769230769231,0.3548387096774194,0.6982758620689655,0.31451612903225806,0.5240384199134197,0.5297296296296297,0.5082460784313727,0.11023622047244094,0.15730337078651685,,0.07827788649706457,0.2446183953033268,6.503525641025643,25.837500000000006,0.2566693613581245,1.0,3.0,1.0,7.0,5.0,3.0,0.3333333333333333,,,,,,,,True,,
1627740,1610612752,Henry Ellenson,Henry Ellenson,1627740,NYK,1525.0,25,3,55,58,9,14.0,2,113,5.0,5.0,2.0,2.0,1.0,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,,,5.0,6,1.0,2.0,4.0,17,48,2.0,2.0,,,,4.0,1.0,1.0,,,2.0,4.0,6.0,4.0,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,4.0,3.0,,7,1.0,8,,,,,1.0,1.0,,1.0,,1.0,,2.0,,,2.0,5,,5,,1.0,6.0,,,3.0,,,,,,,,,,,4.0,9,,,0.6,0.75,1.0,0.5,,,0.5,0.8333333333333334,1.0,1.0,0.8125,1.0,1.0,0.7727272727272727,1.0,1.0,0.25,,,,,,,22.413793103448278,0.5,,0.14285714285714285,0.08333333333333333,0.21052631578947367,,0.175,0.047619047619047616,0.3333333333333333,,,,,0.18181818181818182,0.14285714285714285,,0.23076923076923078,0.16666666666666666,,,0.625,1.0,1.0,0.6,0.125,,,,,,,,0.125,,,,0.125,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,0.875,1.0,0.57828125,0.6389499999999999,0.5915,0.2727272727272727,0.3333333333333333,,0.23529411764705882,0.23529411764705882,2.1166666666666667,25.450000000000003,0.16363636363636364,,,1.0,,1.0,,0.5,,,,,,,,True,,
1628436,1610612752,Luke Kornet,Luke Kornet,1628436,NYK,10179.0,170,-13,352,355,82,74.0,26,707,8.0,11.0,3.0,6.0,4.0,7.0,3.0,6.0,1.0,3.0,4.0,7.0,,,,1.0,9.0,32.0,,1.0,1.0,4.0,12.0,20,13.0,39.0,12.0,75,382,3.0,6.0,,1.0,4.0,10.0,5.0,8.0,1.0,5.0,4.0,17.0,16.0,8.0,39.0,,4.0,32.0,9.0,1.0,,7.0,3.0,10.0,2.0,1.0,5.0,,2.0,23.0,1.0,6.0,7.0,15.0,1.0,23,8.0,31,1.0,4.0,3.0,1.0,7.0,,6.0,1.0,,1.0,,8.0,,,3.0,3,,13,,1.0,14.0,,,4.0,,3.0,9.0,1.0,1.0,6.0,,3.0,10.0,7.0,17.0,82,,2.0,0.6666666666666666,0.8,1.0,0.3333333333333333,,0.2,0.3333333333333333,0.6,0.5,0.625,0.5338983050847458,0.42857142857142855,0.5,0.5681818181818182,0.5555555555555556,0.5666666666666667,0.6610169491525424,,0.05,,0.16666666666666666,,,19.57671957671958,0.875,0.5,0.14285714285714285,0.07228915662650602,0.09210526315789473,0.014084507042253521,0.12154696132596685,0.045454545454545456,0.1388888888888889,,0.058823529411764705,0.01694915254237288,,0.16,0.16129032258064516,0.08333333333333333,0.1206896551724138,,0.030303030303030304,0.7,0.1864406779661017,0.7272727272727273,0.7272727272727273,0.625,0.1016949152542373,0.5,0.6,0.6666666666666666,0.05084745762711865,0.3333333333333333,0.3333333333333333,1.0,0.11864406779661017,0.5714285714285714,0.5714285714285714,1.0,0.5423728813559322,0.28125,0.28125,1.0,0.8571428571428571,0.5,,,,0.14285714285714285,,,0.5384615384615384,0.5714285714285714,0.07692307692307693,,0.3076923076923077,0.25,0.847457627118644,0.28125,0.5311703389830509,0.5371,0.5465615384615384,0.06349206349206349,0.16666666666666666,,0.13333333333333333,0.22666666666666666,6.06,26.028205128205133,0.23295454545454544,,,,,2.0,,,1.0,0.14285714285714285,,,,,,True,,
1629019,1610612752,Allonzo Trier,Allonzo Trier,1629019,NYK,27585.0,460,-65,944,934,251,301.0,122,1878,30.0,52.0,5.0,7.0,7.0,15.0,7.0,17.0,15.0,36.0,2.0,5.0,,,,,11.0,33.0,,,3.0,9.0,52.0,105,13.0,38.0,47.0,190,1030,7.0,12.0,,,,14.0,12.0,29.0,3.0,9.0,21.0,54.0,28.0,76.0,27.0,12.0,4.0,33.0,11.0,10.0,2.0,24.0,15.0,39.0,13.0,2.0,20.0,3.0,1.0,93.0,3.0,6.0,26.0,15.0,1.0,42,9.0,51,2.0,11.0,10.0,1.0,20.0,5.0,12.0,20.0,2.0,8.0,4.0,40.0,4.0,10.0,16.0,28,2.0,49,1.0,1.0,51.0,5.0,2.0,22.0,,5.0,8.0,,,8.0,,,8.0,3.0,52.0,250,1.0,4.0,0.2692307692307692,0.28,0.6923076923076923,0.34210526315789475,,0.3333333333333333,0.34210526315789475,0.49523809523809526,0.5833333333333334,0.41379310344827586,0.5,0.5833333333333334,0.4342105263157895,0.5727272727272728,0.5833333333333334,0.5625,0.26573426573426573,0.05263157894736842,0.09523809523809523,0.17307692307692307,,0.027777777777777776,0.06060606060606061,19.01669758812616,0.5,0.037037037037037035,0.05747126436781609,0.020618556701030927,0.15476190476190477,0.02027027027027027,0.09557109557109557,0.02050113895216401,0.01680672268907563,0.03409090909090909,0.011904761904761904,0.008928571428571428,0.05555555555555555,0.048,0.05128205128205128,0.08620689655172414,0.140625,0.2,0.03125,0.375,0.36363636363636365,0.5769230769230769,0.6976744186046512,0.3,0.11888111888111888,0.4117647058823529,0.4117647058823529,0.2857142857142857,0.2517482517482518,0.4166666666666667,0.42857142857142855,0.2,0.03496503496503497,0.4,0.4,1.0,0.23076923076923078,0.3333333333333333,0.3548387096774194,0.6363636363636364,0.5833333333333334,0.7142857142857143,,,,,,,0.39473684210526316,0.4666666666666667,,,0.23684210526315788,0.3333333333333333,0.6293706293706294,0.3333333333333333,0.5117087412587413,0.49900000000000005,0.4880302631578947,0.1375,0.18032786885245902,,0.07368421052631578,0.28421052631578947,8.365714285714285,25.442105263157895,0.2658898305084746,,1.0,1.0,6.0,4.0,,,,,,,,,,True,,
1627758,1610612752,Ron Baker,Ron Baker,1627758,NYK,3304.0,55,2,116,114,46,53.0,17,230,,1.0,,,,,,,,,,2.0,,,,1.0,,2.0,,,,1.0,,1,,4.0,4.0,4,109,,,,,,,,,,2.0,4.0,4.0,,,,,,2.0,,1.0,,1.0,2.0,3.0,2.0,,1.0,,,8.0,,,1.0,3.0,,4,1.0,5,,3.0,2.0,1.0,1.0,,1.0,1.0,,,,2.0,,1.0,1.0,8,,4,,,4.0,,,,,2.0,,,,,,,,,4.0,46,1.0,2.0,,,,,,,,,,,,,,0.2857142857142857,,0.5,0.8,,1.0,1.0,,,,6.8181818181818175,0.5,,0.1,,0.045454545454545456,,0.07692307692307693,,,,,,,0.18181818181818182,0.1111111111111111,,0.0625,,,,0.2,,,,,,,,,,,,0.4,,,,0.4,,,,,,,,,,,,,,0.5,,0.5,,1.0,,0.5607800000000001,,0.516375,,,,,1.0,1.4,24.599999999999998,0.39655172413793105,,,1.0,1.0,2.0,,,1.0,0.3333333333333333,,,,,,True,,
203504,1610612752,Trey Burke,Trey Burke,203504,NYK,13915.0,232,-54,465,475,103,115.0,69,940,12.0,27.0,1.0,2.0,3.0,5.0,10.0,29.0,7.0,28.0,,2.0,,,,,7.0,25.0,1.0,2.0,3.0,9.0,29.0,84,7.0,27.0,15.0,94,543,5.0,10.0,1.0,2.0,3.0,16.0,7.0,16.0,3.0,9.0,5.0,28.0,12.0,46.0,15.0,6.0,2.0,23.0,7.0,13.0,1.0,21.0,6.0,27.0,6.0,,15.0,2.0,4.0,60.0,1.0,4.0,8.0,2.0,,10,5.0,15,1.0,3.0,3.0,,5.0,1.0,4.0,4.0,,1.0,2.0,9.0,3.0,3.0,3.0,9,,14,,1.0,17.0,3.0,,8.0,,2.0,1.0,1.0,1.0,,1.0,,2.0,,28.0,103,2.0,2.0,0.20689655172413793,0.21428571428571427,0.7142857142857143,0.25925925925925924,0.5,0.3333333333333333,0.28,0.34523809523809523,0.5,0.4375,0.35585585585585583,0.5416666666666666,0.46,0.3983050847457627,0.6153846153846154,0.5185185185185185,0.24324324324324326,0.037037037037037035,0.15476190476190477,0.25925925925925924,0.1724137931034483,0.03571428571428571,0.04,23.175182481751822,0.5555555555555556,,0.019230769230769232,0.024691358024691357,0.08163265306122448,0.011363636363636364,0.04950495049504951,0.02,0.016129032258064516,0.041666666666666664,0.019230769230769232,0.013333333333333334,,,0.07407407407407407,,0.06578947368421052,0.13636363636363635,0.017543859649122806,,0.24324324324324326,0.4444444444444444,0.6,0.08333333333333333,0.26126126126126126,0.3448275862068966,0.4166666666666667,0.3,0.25225225225225223,0.25,0.25925925925925924,0.2857142857142857,0.018018018018018018,,,,0.22522522522522523,0.28,0.2916666666666667,0.7142857142857143,0.16666666666666666,0.5,,,,0.16666666666666666,0.5,1.0,0.2,0.6,,,0.36,0.3333333333333333,0.4864864864864865,0.30434782608695654,0.4774233944954129,0.44190500000000005,0.4821173913043478,0.06896551724137931,0.0898876404494382,,0.1702127659574468,0.2978723404255319,9.660714285714285,28.94074074074074,0.221505376344086,2.0,1.0,,,,,,,,,,,,,True,,
1628372,1610612752,Dennis Smith Jr.,Dennis Smith Jr.,1628372,NYK,5883.0,98,-36,200,202,66,43.0,22,402,9.0,20.0,1.0,1.0,3.0,6.0,3.0,5.0,2.0,10.0,1.0,2.0,,,1.0,1.0,2.0,10.0,2.0,3.0,1.0,5.0,14.0,35,3.0,12.0,11.0,48,230,1.0,2.0,2.0,3.0,,8.0,6.0,10.0,2.0,6.0,5.0,23.0,4.0,24.0,6.0,3.0,,10.0,2.0,3.0,,12.0,7.0,19.0,5.0,2.0,8.0,4.0,,45.0,1.0,2.0,4.0,3.0,,7,3.0,10,1.0,6.0,5.0,1.0,5.0,2.0,3.0,6.0,1.0,2.0,2.0,11.0,,5.0,1.0,10,1.0,10,,1.0,18.0,,,6.0,,3.0,2.0,,,2.0,,,2.0,1.0,23.0,65,,3.0,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.25,0.6666666666666666,0.3333333333333333,0.25,0.4,0.5,0.6,0.39361702127659576,0.8,0.5625,0.42857142857142855,0.8,0.5476190476190477,0.2553191489361702,,0.08571428571428572,0.1,,0.1,,29.1304347826087,0.45454545454545453,,0.05084745762711865,0.03125,0.09523809523809523,0.02857142857142857,0.06930693069306931,0.030303030303030304,,,0.09090909090909091,0.03333333333333333,,,0.09090909090909091,0.06666666666666667,0.1,0.08333333333333333,0.038461538461538464,0.5,0.425531914893617,0.45,0.5,0.2222222222222222,0.10638297872340426,0.6,0.6,,0.2127659574468085,0.2,0.2222222222222222,,0.0425531914893617,0.5,0.5,,0.2127659574468085,0.2,0.2,1.0,0.2,1.0,,,,0.6,0.6666666666666666,1.0,0.375,0.5,0.0625,1.0,0.3125,0.2,0.6808510638297872,0.2,0.517818085106383,0.5845875,0.5002,0.11320754716981132,0.14634146341463414,,0.16666666666666666,0.4791666666666667,7.517142857142858,25.316666666666666,0.33,,,,,1.0,,1.0,,,,,,,,True,,
1628995,1610612752,Kevin Knox,Kevin Knox,1628995,NYK,29819.0,497,-129,1039,1040,315,279.0,105,2079,31.0,52.0,1.0,2.0,7.0,10.0,23.0,50.0,6.0,26.0,7.0,18.0,2.0,2.0,3.0,8.0,18.0,62.0,1.0,2.0,6.0,18.0,60.0,128,25.0,80.0,43.0,238,1215,4.0,9.0,3.0,4.0,,17.0,16.0,33.0,9.0,26.0,10.0,69.0,56.0,64.0,63.0,12.0,4.0,62.0,18.0,11.0,1.0,11.0,6.0,17.0,3.0,3.0,8.0,1.0,2.0,40.0,4.0,3.0,27.0,21.0,,48,7.0,55,1.0,15.0,10.0,5.0,5.0,1.0,1.0,15.0,3.0,4.0,4.0,20.0,1.0,7.0,24.0,38,1.0,40,,1.0,57.0,5.0,,30.0,,1.0,6.0,,,4.0,,2.0,6.0,3.0,69.0,312,1.0,1.0,0.4666666666666667,0.4827586206896552,0.84,0.3125,0.75,0.34615384615384615,0.3125,0.46875,0.4444444444444444,0.48484848484848486,0.46875,0.6538461538461539,0.5,0.5085470085470085,0.6538461538461539,0.5307692307692308,0.38461538461538464,0.0125,0.0859375,0.11538461538461539,0.1,,,21.877691645133506,0.25,,0.07692307692307693,0.009836065573770493,0.11894273127753303,0.020942408376963352,0.096,0.014112903225806451,0.007575757575757576,0.010869565217391304,0.012345679012345678,0.01948051948051948,0.02702702702702703,0.06153846153846154,0.06097560975609756,0.13114754098360656,0.14634146341463414,0.047619047619047616,0.009174311926605505,0.5,0.25,0.5961538461538461,0.6739130434782609,0.45161290322580644,0.2403846153846154,0.46,0.5111111111111111,0.43478260869565216,0.125,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.08653846153846154,0.3888888888888889,0.4117647058823529,0.8571428571428571,0.2980769230769231,0.2903225806451613,0.2903225806451613,0.8333333333333334,0.15384615384615385,0.5,0.15384615384615385,1.0,0.5,0.15384615384615385,0.5,1.0,0.1694915254237288,0.7,0.13559322033898305,0.375,0.3050847457627119,0.3333333333333333,0.6346153846153846,0.2903225806451613,0.510231730769231,0.4882687500000001,0.4947305084745763,0.12875536480686695,0.19607843137254902,,0.07142857142857142,0.28991596638655465,8.1359375,25.171249999999997,0.30317613089509143,,3.0,4.0,2.0,1.0,,,,,1.0,0.05555555555555555,,,,True,,
1629011,1610612752,Mitchell Robinson,Mitchell Robinson,1629011,NYK,16606.0,277,-83,570,573,165,148.0,55,1143,44.0,59.0,14.0,24.0,15.0,21.0,1.0,3.0,,,,,,,,,,,,,,,45.0,62,,,17.0,107,658,14.0,25.0,,,6.0,34.0,16.0,22.0,,,9.0,41.0,62.0,28.0,,,24.0,,,3.0,,4.0,2.0,6.0,1.0,1.0,,4.0,,14.0,6.0,27.0,21.0,21.0,1.0,43,34.0,77,3.0,13.0,11.0,2.0,2.0,,,2.0,1.0,2.0,,4.0,,2.0,28.0,38,,24,1.0,1.0,30.0,2.0,,13.0,,3.0,26.0,6.0,5.0,15.0,2.0,9.0,32.0,17.0,41.0,163,2.0,3.0,0.6888888888888889,0.9393939393939394,,,,,,0.7258064516129032,0.56,0.7272727272727273,0.7258064516129032,0.56,0.7272727272727273,0.7039473684210527,0.5862068965517241,0.7321428571428571,,,0.04838709677419355,0.05084745762711865,,,,12.558869701726845,0.5,0.08333333333333333,0.1320754716981132,0.16770186335403728,0.16535433070866143,0.057692307692307696,0.14685314685314685,0.12452830188679245,0.15625,0.2549019607843137,0.08695652173913043,0.037037037037037035,0.13043478260869565,0.15,0.0851063829787234,0.15625,0.1595744680851064,0.18181818181818182,0.21428571428571427,0.53125,0.9516129032258065,0.7457627118644068,0.7857142857142857,0.6818181818181818,0.04838709677419355,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,0.96,0.5833333333333334,,,,,,,0.9545454545454546,0.7142857142857143,,,,,0.9516129032258065,,0.6037500000000002,0.5546086956521739,0.60195,0.1780821917808219,0.1780821917808219,,0.3177570093457944,0.38317757009345793,1.4580645161290318,,0.2894736842105263,,,1.0,1.0,,7.0,,1.0,0.043478260869565216,1.0,,1.0,,,True,,
