EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,Travels,Loose Ball Fouls,Charge Fouls Drawn,RecoveredBlocks,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallTurnovers,Arc3PctBlocked,PenaltyCorner3FGM,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,OffCorner3ReboundPct,BlockedShortMidRange,PtsPutbacks,HeaveAttempts,FTOffRebounds,SecondChanceTurnovers,OffFTReboundPct,Loose Ball Fouls Drawn,on,SecondChanceFtPoints,Charge Fouls,Offensive Fouls,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1626145,1610612750,Tyus Jones,Tyus Jones,1626145,MIN,2053.0,34,-17,70,72,19.0,33.0,3.0,142,2.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,6.0,78,1.0,2.0,2.0,4.0,1.0,3.0,5.0,8.0,4.0,1.0,2.0,1.0,21.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,19.0,1.0,0.4,0.2857142857142857,0.375,0.5,0.2857142857142857,12.0,0.10526315789473684,0.1111111111111111,0.10714285714285714,0.5,0.5,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.50885,0.4114,0.125,0.16666666666666666,0.3333333333333333,7.920000000000002,24.25,0.2714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,1347.0,22,-15,46,46,17.0,22.0,1.0,92,3.0,4.0,5.0,,1.0,10.0,5.0,9.0,11.0,8.0,36.0,68,5.0,4.0,11.0,4.0,10.0,,1.0,1.0,1.0,,,,3.0,3.0,3.0,6.0,7.0,,,,,1.0,1.0,1.0,8.0,8.0,2.0,11.0,17.0,,0.5555555555555556,0.7,0.75,0.6875,0.55,53.19148936170213,0.2,0.25,0.2222222222222222,0.3333333333333333,,0.2,0.75,1.0,0.25,,0.05,0.5,0.75,0.488825,0.47412499999999996,0.09090909090909091,0.18181818181818182,0.3055555555555556,4.066666666666666,24.954545454545453,0.3695652173913043,1.0,1.0,2.0,3.0,2.0,6.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,15.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.6,0.6,0.8333333333333334,0.5454545454545454,1.0,0.5454545454545454,1.0,0.4,1.0,0.5833333333333334,1.0,0.1111111111111111,0.25,1.0,0.16666666666666666,0.05555555555555555,0.5,0.2222222222222222,0.2727272727272727,0.6666666666666666,0.4,0.4,0.5,0.6,0.6,0.8333333333333334,1.0,1.0,0.5,0.6666666666666666,0.16666666666666666,1.0,0.6,0.4452,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1629006,1610612750,Josh Okogie,Josh Okogie,1629006,MIN,857.0,14,-9,30,32,10.0,20.0,3.0,62,,2.0,2.0,,1.0,,,4.0,1.0,,,36,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,10.0,,,,,,0.2,14.705882352941176,0.1,,0.0625,0.3333333333333333,,0.4,,,0.4,,0.2,,0.6,0.45334,0.4208,,,,3.9499999999999997,23.2,0.3333333333333333,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,0.4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201229,1610612750,Anthony Tolliver,Anthony Tolliver,201229,MIN,4923.0,82,-32,164,170,42.0,48.0,11.0,334,,1.0,2.0,1.0,7.0,9.0,,4.0,16.0,,12.0,202,2.0,,,,9.0,5.0,4.0,9.0,2.0,2.0,3.0,1.0,22.0,5.0,1.0,7.0,9.0,2.0,2.0,,1.0,3.0,5.0,8.0,3.0,,,,42.0,,,0.3,0.3,,0.8,12.92134831460674,0.02564102564102564,0.1282051282051282,0.07692307692307693,,,0.05,,,0.1,0.05,0.35,0.45,0.85,0.5261125000000001,0.48436428571428575,,,,11.6,24.456250000000004,0.25609756097560976,,,,,,3.0,,1.0,4.0,,,,,,5.0,,12.0,,3.0,1.0,1.0,2.0,2.0,2.0,,3.0,3.0,3.0,,,,,1.0,0.25,,0.25,,,,,,0.25,1.0,0.6666666666666666,0.022222222222222223,0.02531645569620253,,,0.15151515151515152,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.14285714285714285,,0.3333333333333333,0.5526,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.5,0.029411764705882353,0.09090909090909091,0.041666666666666664,0.07692307692307693,0.07142857142857142,0.6666666666666666,0.14285714285714285,0.14285714285714285,1.0,0.5,0.5,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
203710,1610612750,C.J. Williams,C.J. Williams,203710,MIN,7688.0,128,-49,258,265,85.0,87.0,17.0,523,6.0,9.0,4.0,6.0,4.0,12.0,12.0,19.0,16.0,,39.0,304,6.0,,5.0,12.0,12.0,9.0,3.0,12.0,2.0,1.0,4.0,3.0,27.0,,7.0,7.0,8.0,6.0,5.0,2.0,5.0,5.0,7.0,16.0,3.0,1.0,1.0,5.0,85.0,2.0,0.631578947368421,0.5571428571428572,0.5571428571428572,0.17857142857142858,0.45714285714285713,14.336917562724015,0.1044776119402985,,0.05555555555555555,0.0625,,0.2571428571428571,0.6666666666666666,0.6666666666666666,0.11428571428571428,0.17142857142857143,0.11428571428571428,0.34285714285714286,0.7142857142857143,0.49815714285714296,0.4771392857142857,0.02857142857142857,0.05263157894736842,0.1282051282051282,8.394736842105264,25.225,0.32945736434108525,,,1.0,3.0,1.0,5.0,1.0,6.0,5.0,,,3.0,1.0,1.0,8.0,12.0,9.0,6.0,5.0,,1.0,1.0,,,,,,,,,0.5,0.5,0.6,0.3125,0.125,0.3125,,0.16666666666666666,0.375,0.17857142857142858,0.375,,,,0.014492753623188406,0.007633587786259542,,0.11764705882352941,,0.6666666666666666,0.25,0.25,1.0,0.4166666666666667,0.4166666666666667,0.6,,,0.21428571428571427,0.3333333333333333,0.42857142857142855,0.16666666666666666,0.4166666666666667,0.5198,0.07692307692307693,,1.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,0.11764705882352941,,,,,,0.25,0.75,0.14285714285714285,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.25,0.0625,0.25,0.045454545454545456,0.8333333333333334,0.8333333333333334,0.2,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201959,1610612750,Taj Gibson,Taj Gibson,201959,MIN,1132.0,19,-15,36,39,17.0,11.0,4.0,75,1.0,1.0,,,,,1.0,1.0,,2.0,4.0,49,1.0,2.0,4.0,,,,,,,,,,,,1.0,2.0,3.0,,,,1.0,1.0,2.0,3.0,1.0,2.0,,4.0,17.0,,1.0,1.0,1.0,1.0,,7.5,0.1,,0.0625,,,1.0,1.0,1.0,,,,,1.0,0.4858,0.4858,,,1.0,2.4,,0.4722222222222222,,,1.0,1.0,,,,,,,,,1.0,,,2.0,,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,0.09090909090909091,0.05263157894736842,0.16666666666666666,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,0.2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1629244,1610612750,Cameron Reynolds,Cameron Reynolds,1629244,MIN,2949.0,49,7,100,102,38.0,30.0,7.0,202,1.0,2.0,2.0,,6.0,7.0,3.0,4.0,13.0,,30.0,114,1.0,,5.0,2.0,7.0,3.0,,3.0,,,1.0,1.0,6.0,5.0,,6.0,6.0,2.0,1.0,,,1.0,,2.0,,,,5.0,38.0,,0.75,0.8823529411764706,0.8823529411764706,0.625,0.7647058823529411,16.666666666666664,,0.22727272727272727,0.12195121951219512,,0.6,0.11764705882352941,0.5,0.5,0.11764705882352941,,0.35294117647058826,0.4117647058823529,0.8823529411764706,0.568520588235294,0.5722875,,,0.16666666666666666,6.75,24.246153846153845,0.38,,,,,2.0,4.0,1.0,1.0,8.0,,,,1.0,1.0,3.0,4.0,21.0,3.0,4.0,,,,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,0.875,0.6153846153846154,0.3333333333333333,0.6153846153846154,,1.0,,0.625,,,,1.0,,,,,0.11764705882352941,1.0,1.0,1.0,0.5,0.5714285714285714,0.6666666666666666,0.75,,,,,0.25,1.0,0.5714285714285714,0.74985,,4.0,1.0,2.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,,0.5,,,,1.0,1.0,,,1.0,,,0.07692307692307693,,,,,,,,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
203263,1610612750,James Nunnally,James Nunnally,203263,MIN,1290.0,22,-4,43,46,9.0,7.0,5.0,89,2.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,14.0,50,,3.0,9.0,2.0,4.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,3.0,4.0,1.0,9.0,9.0,,0.5,0.5555555555555556,0.65,0.9,0.5555555555555556,22.916666666666668,,,,,,0.2222222222222222,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.7777777777777778,0.5163388888888889,0.5510625,0.2,0.2,0.6428571428571429,7.3999999999999995,24.919999999999998,0.20930232558139536,,,,,,1.0,1.0,3.0,2.0,,,,,2.0,4.0,2.0,6.0,,1.0,,,,1.0,1.0,,,,,,,0.5,0.5,1.0,0.4,0.5,0.4,,,,0.75,,,,1.0,,,,,,0.5,,,,0.25,0.25,1.0,,,,,0.75,0.3333333333333333,0.25,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.25,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,True,,,,,,,,,,,,,,,,
1628966,1610612750,Keita Bates-Diop,Keita Bates-Diop,1628966,MIN,3206.0,53,-2,110,111,40.0,39.0,8.0,221,3.0,4.0,2.0,5.0,1.0,9.0,5.0,11.0,10.0,3.0,16.0,104,4.0,3.0,8.0,,9.0,1.0,,1.0,,,1.0,,2.0,5.0,5.0,10.0,12.0,1.0,1.0,,1.0,2.0,1.0,2.0,2.0,4.0,1.0,8.0,40.0,1.0,0.45454545454545453,0.30952380952380953,0.34782608695652173,0.4444444444444444,0.47619047619047616,20.833333333333336,0.16666666666666666,0.1724137931034483,0.1694915254237288,0.1111111111111111,0.16666666666666666,0.19047619047619047,0.75,0.75,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.42857142857142855,0.6666666666666666,0.5076261904761905,0.46217142857142857,0.045454545454545456,0.08333333333333333,0.5,9.018181818181818,25.589999999999996,0.36363636363636365,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0,10.0,3.0,,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,0.1,0.3333333333333333,0.1,0.5,0.25,0.5,0.35714285714285715,0.5,,,0.5,0.03333333333333333,0.03389830508474576,0.08333333333333333,0.17647058823529413,0.17391304347826086,1.0,0.5,0.5,1.0,0.1111111111111111,0.1111111111111111,1.0,0.25,,0.14285714285714285,1.0,0.42857142857142855,0.3333333333333333,0.1111111111111111,0.5355,0.25,,,,,,,1.0,,,,,,1.0,,0.034482758620689655,,,0.25,,0.5,,,,,,,1.0,,,,,,,,,,,,,0.2,0.2,1.0,,,,,,,,,,,,1.0,0.2,,,,,,,,True,,,,,,,,,,,,,,,,
1629123,1610612750,Jared Terrell,Jared Terrell,1629123,MIN,3028.0,50,-24,103,103,36.0,34.0,6.0,206,,3.0,,6.0,,5.0,1.0,9.0,5.0,2.0,10.0,109,,,,2.0,5.0,2.0,4.0,6.0,3.0,1.0,2.0,,16.0,2.0,2.0,4.0,4.0,2.0,1.0,,1.0,5.0,3.0,8.0,2.0,4.0,2.0,,36.0,2.0,0.1111111111111111,0.2857142857142857,0.3125,,0.35714285714285715,19.09090909090909,0.07692307692307693,0.07407407407407407,0.07547169811320754,,,0.21428571428571427,,,,0.42857142857142855,,0.35714285714285715,0.5714285714285714,0.48575714285714283,,0.125,0.18181818181818182,,12.755555555555555,25.119999999999997,0.34951456310679613,,,,,,2.0,,,2.0,,,,,,,,,6.0,2.0,,,,4.0,3.0,,2.0,1.0,2.0,,,,,,0.4,,0.4,,,,,,,,0.8,,,,0.07142857142857142,0.08,,,,,0.4,0.4,,,,,,,,0.4,,,,,,,,,,,,,1.0,,1.0,,,,,0.25,,0.5,,,,,,,1.0,,,,1.0,1.0,,2.0,,,,,,0.16666666666666666,0.16666666666666666,,,,1.0,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,
