EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,SecondChanceTurnovers,Loose Ball Fouls Drawn,3SecondViolations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,FTOffRebounds,LostBallSteals,Loose Ball Fouls,Blocked3s,BlockedArc3,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,Technical Free Throw Trips,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,DefensiveGoaltends,on,ThreePtShootingFoulsDrawn,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked,Clear Path Fouls
1627742,1610612747,Brandon Ingram,Brandon Ingram,1627742,LAL,5726.0,95,20.0,206,205,97.0,75.0,20.0,411,11.0,15.0,1.0,2.0,1.0,3.0,8.0,11.0,6.0,10.0,2.0,1.0,25.0,36.0,2.0,13.0,63.0,208,3.0,4.0,6.0,9.0,16.0,1.0,4.0,22.0,16.0,34.0,2.0,7.0,7.0,14.0,6.0,1.0,5.0,1.0,1.0,35.0,8.0,7.0,2.0,17.0,17.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,7.0,4.0,4.0,8.0,1.0,1.0,14.0,2.0,18.0,4.0,9.0,2.0,3.0,2.0,1.0,3.0,2.0,22.0,97.0,1.0,2.0,0.32,0.32,0.6944444444444444,0.75,0.5625,0.6578947368421053,0.75,0.5294117647058824,0.7,0.75,0.5789473684210527,0.0526315789473684,22.80701754385965,0.4285714285714285,0.2857142857142857,0.1,0.2051282051282051,0.1376146788990825,0.09375,0.0952380952380952,0.1176470588235294,0.2068965517241379,0.2,0.6666666666666666,0.3947368421052631,0.7333333333333333,0.7333333333333333,0.5454545454545454,0.2894736842105263,0.7272727272727273,0.7272727272727273,0.25,0.2631578947368421,0.6,0.6,0.0526315789473684,0.5,0.5,1.0,0.1764705882352941,0.3333333333333333,0.0588235294117647,0.4473684210526316,0.4867223684210526,0.4135999999999999,0.4118470588235294,0.2093023255813953,0.2195121951219512,0.0952380952380952,0.3492063492063492,8.372222222222224,25.65,0.470873786407767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1627826,1610612747,Ivica Zubac,Ivica Zubac,1627826,LAL,7617.0,127,-12.0,279,277,79.0,94.0,22.0,556,27.0,34.0,5.0,9.0,7.0,9.0,5.0,12.0,,2.0,,,32.0,48.0,,10.0,74.0,278,5.0,11.0,10.0,8.0,13.0,,5.0,21.0,52.0,12.0,,5.0,2.0,7.0,1.0,1.0,3.0,,2.0,16.0,16.0,13.0,2.0,31.0,43.0,,,3.0,,5.0,2.0,3.0,,8.0,4.0,11.0,16.0,,2.0,16.0,1.0,11.0,3.0,7.0,,6.0,6.0,,6.0,4.0,21.0,79.0,2.0,,0.8125,0.9285714285714286,0.6666666666666666,0.4545454545454545,0.6153846153846154,0.6666666666666666,0.4545454545454545,0.6153846153846154,0.7115384615384616,0.4545454545454545,0.65625,,19.672131147540984,0.375,0.25,0.1529411764705882,0.2758620689655172,0.2027972027972027,0.1590909090909091,0.08,0.25,0.2272727272727272,0.4285714285714285,0.6666666666666666,0.7083333333333334,0.7941176470588235,0.84375,0.7777777777777778,0.25,0.4166666666666667,0.5,1.0,0.0416666666666666,,,,0.8181818181818182,0.5555555555555556,,0.6923076923076923,0.7777777777777778,,0.7083333333333334,0.5016041666666667,0.5392399999999999,0.5185923076923078,0.1346153846153846,0.1346153846153846,0.1351351351351351,0.2837837837837837,3.889583333333333,,0.2831541218637993,8.0,4.0,1.0,11.0,12.0,4.0,1.0,2.0,1.0,0.0833333333333333,0.0588235294117647,0.1666666666666666,0.1641791044776119,0.0185185185185185,0.0991735537190082,0.2258064516129032,0.1666666666666666,0.0909090909090909,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1628366,1610612747,Lonzo Ball,Lonzo Ball,1628366,LAL,6031.0,101,-7.0,216,221,64.0,54.0,14.0,437,3.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,,1.0,11.0,1.0,4.0,10.0,14.0,1.0,27.0,254,1.0,1.0,2.0,2.0,4.0,3.0,1.0,11.0,4.0,4.0,11.0,8.0,9.0,17.0,7.0,2.0,6.0,2.0,,43.0,5.0,7.0,,12.0,16.0,2.0,2.0,4.0,3.0,3.0,,1.0,1.0,7.0,2.0,6.0,8.0,,,3.0,,2.0,,1.0,,1.0,,1.0,1.0,,11.0,64.0,,,0.5,0.5,0.4,1.0,0.5,0.5416666666666666,1.0,0.7142857142857143,0.54,1.0,0.6875,0.5833333333333334,13.733905579399142,0.5714285714285714,,0.1372549019607843,0.1162790697674418,0.1276595744680851,0.0967741935483871,0.3333333333333333,,0.1212121212121212,0.1,,0.1666666666666666,0.75,1.0,0.3333333333333333,0.2083333333333333,0.2,0.2,1.0,0.0416666666666666,,,0.4583333333333333,1.0,1.0,,0.1428571428571428,1.0,0.1428571428571428,0.75,0.53296875,0.6845,0.5110571428571429,0.04,0.0909090909090909,0.074074074074074,0.4074074074074074,5.529999999999999,25.37857142857143,0.2962962962962963,,1.0,1.0,3.0,4.0,,,,,0.1,0.25,,0.0714285714285714,0.0212765957446808,0.0449438202247191,0.1578947368421052,,,,2.0,3.0,1.0,2.0,4.0,1.0,6.0,2.0,12.0,6.0,4.0,1.0,0.6666666666666666,0.4285714285714285,0.6666666666666666,0.4285714285714285,0.027027027027027,0.125,0.6666666666666666,0.6666666666666666,1.0,0.3636363636363636,0.3636363636363636,0.5,0.2857142857142857,0.5,1.0,0.3636363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1628404,1610612747,Josh Hart,Josh Hart,1628404,LAL,11005.0,183,36.0,395,396,141.0,111.0,49.0,791,12.0,17.0,2.0,2.0,5.0,7.0,,3.0,,2.0,32.0,10.0,12.0,22.0,37.0,4.0,67.0,399,2.0,3.0,8.0,5.0,10.0,10.0,2.0,24.0,16.0,8.0,32.0,5.0,7.0,12.0,3.0,4.0,5.0,,,31.0,12.0,15.0,1.0,28.0,36.0,10.0,8.0,7.0,5.0,2.0,,2.0,1.0,9.0,1.0,5.0,11.0,,,6.0,,7.0,1.0,3.0,1.0,4.0,3.0,1.0,5.0,4.0,24.0,141.0,2.0,1.0,0.6666666666666666,0.8,0.5454545454545454,0.6666666666666666,0.5,0.5338983050847458,0.5833333333333334,0.55,0.5403225806451613,0.5714285714285714,0.5454545454545454,0.6271186440677966,15.570175438596491,0.7777777777777778,0.0769230769230769,0.1271186440677966,0.1379310344827586,0.1317073170731707,0.1132075471698113,0.125,0.16,0.1363636363636363,0.1428571428571428,0.8,0.288135593220339,0.7058823529411765,0.8,0.6666666666666666,0.0508474576271186,,,,0.0338983050847457,,,0.5423728813559322,0.3333333333333333,1.0,,0.35,0.7142857142857143,0.5,0.9152542372881356,0.5425250000000001,0.51746,0.5003624999999999,0.0491803278688524,0.125,0.1194029850746268,0.3582089552238806,3.7181818181818183,25.902702702702705,0.3569620253164557,4.0,3.0,2.0,5.0,8.0,1.0,,1.0,,0.1363636363636363,0.1176470588235294,0.3333333333333333,0.0458715596330275,0.024390243902439,0.0366492146596858,0.0638297872340425,0.0465116279069767,0.05,0.0357142857142857,2.0,5.0,,,11.0,4.0,13.0,4.0,30.0,9.0,11.0,1.0,0.7692307692307693,0.3513513513513513,0.4,0.3513513513513513,0.0161290322580645,0.0847457627118644,0.4,0.4,1.0,0.34375,0.34375,0.7272727272727273,,,0.4,0.34375,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0909090909090909,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,
1629004,1610612747,Svi Mykhailiuk,Svi Mykhailiuk,1629004,LAL,25214.0,420,5.0,898,903,312.0,252.0,93.0,1801,10.0,21.0,1.0,2.0,3.0,4.0,1.0,9.0,6.0,17.0,60.0,22.0,17.0,47.0,85.0,12.0,127.0,970,3.0,6.0,6.0,5.0,11.0,28.0,8.0,48.0,24.0,10.0,60.0,26.0,7.0,33.0,4.0,3.0,19.0,7.0,,73.0,10.0,16.0,,26.0,34.0,13.0,12.0,17.0,12.0,3.0,,5.0,1.0,20.0,4.0,18.0,25.0,,,19.0,2.0,20.0,1.0,6.0,5.0,1.0,1.0,,1.0,1.0,48.0,312.0,2.0,3.0,0.7058823529411765,0.7058823529411765,0.3617021276595745,0.5,0.4545454545454545,0.4356060606060606,0.3,0.5128205128205128,0.4471830985915493,0.3,0.5217391304347826,0.6439393939393939,16.019900497512438,0.85,,0.0617760617760617,0.0555555555555555,0.0592255125284738,0.0588235294117647,0.05,0.0833333333333333,0.0642857142857142,0.025,1.0,0.1590909090909091,0.4761904761904761,0.5882352941176471,0.8,0.0681818181818181,0.1111111111111111,0.1666666666666666,1.0,0.1287878787878787,0.3529411764705882,0.3529411764705882,0.4545454545454545,0.2,0.5,1.0,0.1025641025641025,0.75,0.5641025641025641,0.803030303030303,0.5245912878787878,0.4929285714285714,0.5187833333333334,0.0437956204379562,0.1153846153846153,0.0472440944881889,0.3779527559055118,9.108510638297872,25.172941176470587,0.3474387527839643,,7.0,4.0,4.0,8.0,1.0,,2.0,,0.1489361702127659,0.1904761904761904,0.3333333333333333,0.0186046511627906,0.021505376344086,0.0199501246882793,0.0219780219780219,0.0117647058823529,0.025,0.0123456790123456,9.0,25.0,3.0,6.0,18.0,7.0,27.0,10.0,78.0,3.0,18.0,1.0,0.9629629629629628,0.3176470588235294,0.3571428571428571,0.3176470588235294,0.0205479452054794,0.1893939393939394,0.36,0.36,1.0,0.3,0.3,0.9444444444444444,0.1538461538461538,0.5,0.3181818181818182,0.3,,2.0,,4.0,,,1.0,1.0,,,,,0.2,,,2.0,1.0,3.0,2.0,0.0256410256410256,0.5,0.2,,,,,,True,,,,,,,,,,,,,
203484,1610612747,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,LAL,13938.0,232,-27.0,485,485,156.0,112.0,52.0,970,9.0,13.0,,1.0,2.0,2.0,,7.0,7.0,14.0,33.0,9.0,16.0,34.0,47.0,14.0,85.0,558,1.0,4.0,8.0,5.0,9.0,14.0,8.0,27.0,24.0,8.0,33.0,4.0,2.0,6.0,2.0,,2.0,1.0,1.0,14.0,6.0,6.0,,12.0,16.0,6.0,4.0,5.0,5.0,2.0,,,,7.0,1.0,4.0,13.0,1.0,,21.0,8.0,16.0,2.0,6.0,2.0,1.0,1.0,,2.0,2.0,27.0,156.0,4.0,2.0,0.75,0.75,0.4705882352941176,0.25,0.5555555555555556,0.4382716049382716,0.5,0.4130434782608695,0.4770114942528735,0.5,0.5,0.5802469135802469,17.27941176470588,0.7142857142857143,,0.0491803278688524,0.0697674418604651,0.0576923076923076,0.0363636363636363,0.0526315789473684,0.0689655172413793,0.0597014925373134,0.1052631578947368,1.0,0.1604938271604938,0.6923076923076923,0.6923076923076923,0.7777777777777778,0.0864197530864197,,,,0.1728395061728395,0.5,0.5,0.4074074074074074,0.125,,,0.0869565217391304,1.0,0.391304347826087,0.7407407407407407,0.5274814814814813,0.5101416666666667,0.491295652173913,0.0705882352941176,0.1578947368421052,0.0941176470588235,0.3176470588235294,9.608823529411763,25.10851063829787,0.3216494845360825,,2.0,1.0,3.0,4.0,2.0,,2.0,,0.0588235294117647,,0.2857142857142857,0.0260869565217391,0.0086206896551724,0.0173160173160173,0.0222222222222222,0.0222222222222222,,0.0425531914893617,3.0,14.0,1.0,5.0,10.0,2.0,13.0,3.0,36.0,3.0,10.0,,0.9230769230769232,0.2765957446808511,0.2142857142857142,0.2765957446808511,0.0114942528735632,0.1728395061728395,0.2142857142857142,0.2142857142857142,1.0,0.303030303030303,0.303030303030303,0.9,0.217391304347826,0.2,0.2222222222222222,0.303030303030303,2.0,4.0,2.0,4.0,,,2.0,,1.0,,0.5,,0.5,0.5,1.0,,,,,0.04,0.7142857142857143,,2.0,1.0,,,,True,,,,,,,,,,,,,
1628398,1610612747,Kyle Kuzma,Kyle Kuzma,1628398,LAL,6634.0,111,25.0,242,240,126.0,65.0,22.0,482,11.0,16.0,1.0,1.0,3.0,5.0,15.0,20.0,,,26.0,18.0,26.0,36.0,29.0,14.0,90.0,265,1.0,1.0,5.0,12.0,17.0,20.0,10.0,52.0,14.0,38.0,26.0,8.0,5.0,13.0,3.0,2.0,6.0,2.0,,31.0,5.0,10.0,3.0,18.0,20.0,3.0,3.0,2.0,1.0,4.0,,1.0,1.0,6.0,3.0,3.0,7.0,2.0,,12.0,,14.0,2.0,4.0,4.0,2.0,2.0,,2.0,2.0,52.0,126.0,,3.0,0.2692307692307692,0.28,0.7222222222222222,1.0,0.7058823529411765,0.5846153846153846,0.8333333333333334,0.5675675675675675,0.6338028169014085,0.8333333333333334,0.6341463414634146,0.4461538461538462,29.056603773584907,0.3333333333333333,0.5,0.136986301369863,0.1282051282051282,0.1339285714285714,0.1052631578947368,0.15,0.2,0.131578947368421,,1.0,0.2461538461538461,0.6875,0.6875,0.3636363636363636,0.3076923076923077,0.75,0.7894736842105263,0.2,,,,0.4,0.3333333333333333,1.0,,0.1351351351351351,0.6,0.4864864864864865,0.6923076923076923,0.4816630769230768,0.5087666666666667,0.47785,0.0597014925373134,0.1052631578947368,0.0555555555555555,0.5777777777777777,5.355555555555556,25.81379310344828,0.5206611570247934,2.0,1.0,1.0,1.0,2.0,,1.0,3.0,,0.0277777777777777,,0.05,0.024390243902439,0.0178571428571428,0.0206185567010309,0.0555555555555555,,,,1.0,3.0,1.0,2.0,7.0,5.0,8.0,6.0,18.0,6.0,7.0,1.0,0.75,0.2758620689655172,0.3,0.2758620689655172,0.0217391304347826,0.0461538461538461,0.3333333333333333,0.3333333333333333,1.0,0.2692307692307692,0.2692307692307692,0.7142857142857143,0.054054054054054,0.5,0.2777777777777778,0.2692307692307692,1.0,2.0,1.0,2.0,,,,,,,0.5,,0.6666666666666666,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201563,1610612747,Michael Beasley,Michael Beasley,201563,LAL,5645.0,94,-54.0,201,206,47.0,43.0,21.0,407,15.0,25.0,2.0,4.0,4.0,6.0,7.0,22.0,2.0,3.0,4.0,2.0,24.0,50.0,5.0,7.0,55.0,243,2.0,8.0,6.0,5.0,10.0,3.0,1.0,11.0,22.0,26.0,4.0,7.0,,7.0,,,6.0,1.0,,14.0,4.0,13.0,,17.0,24.0,2.0,1.0,4.0,2.0,8.0,2.0,2.0,1.0,12.0,2.0,4.0,12.0,1.0,,10.0,,12.0,4.0,8.0,,2.0,1.0,1.0,2.0,2.0,11.0,47.0,2.0,,0.4583333333333333,0.5,0.48,0.25,0.5,0.4363636363636363,0.2222222222222222,0.3846153846153846,0.4661016949152542,0.3,0.4230769230769231,0.0909090909090909,31.277533039647576,0.3333333333333333,,0.2452830188679245,0.0851063829787234,0.17,0.2,0.2307692307692307,0.3333333333333333,0.0294117647058823,0.2307692307692307,1.0,0.4545454545454545,0.6,0.625,0.4666666666666667,0.4,0.3181818181818182,0.3684210526315789,0.2857142857142857,0.0545454545454545,0.6666666666666666,0.6666666666666666,0.0727272727272727,0.4444444444444444,0.5,,0.4615384615384615,0.6666666666666666,0.1538461538461538,0.5454545454545454,0.4549436363636364,0.4858285714285714,0.4716153846153846,0.135593220338983,0.1481481481481481,0.109090909090909,0.2,5.6160000000000005,26.46,0.2338308457711442,4.0,4.0,1.0,6.0,7.0,3.0,1.0,,,0.08,0.04,0.1363636363636363,0.09375,0.025,0.0673076923076923,0.0384615384615384,0.125,,0.12,,1.0,,1.0,,,,,,,,4.0,,,,,0.032258064516129,0.0181818181818181,,,,,,,0.0769230769230769,,,,,1.0,,1.0,2.0,,1.0,1.0,,,,,0.1111111111111111,,,,,,,0.1666666666666666,1.0,,,,,,,True,,,,,,,,,,,,,
202362,1610612747,Lance Stephenson,Lance Stephenson,202362,LAL,16569.0,276,-1.0,593,600,183.0,190.0,66.0,1193,28.0,45.0,6.0,7.0,10.0,18.0,2.0,8.0,10.0,18.0,29.0,5.0,40.0,71.0,40.0,20.0,151.0,626,8.0,11.0,20.0,13.0,25.0,6.0,10.0,42.0,20.0,60.0,29.0,31.0,15.0,46.0,11.0,4.0,23.0,3.0,5.0,107.0,24.0,22.0,2.0,48.0,56.0,11.0,7.0,13.0,10.0,15.0,4.0,3.0,3.0,28.0,7.0,15.0,28.0,,3.0,24.0,,29.0,3.0,13.0,3.0,1.0,1.0,,1.0,,42.0,183.0,1.0,3.0,0.25,0.2702702702702703,0.5633802816901409,0.7272727272727273,0.52,0.5900900900900901,0.7916666666666666,0.5161290322580645,0.6088709677419355,0.8333333333333334,0.6,0.3603603603603603,22.822822822822825,0.4642857142857143,0.0909090909090909,0.127906976744186,0.1951219512195122,0.1559322033898305,0.0769230769230769,0.1666666666666666,0.175,0.1847826086956521,0.2258064516129032,,0.4054054054054054,0.6222222222222222,0.6666666666666666,0.2857142857142857,0.072072072072072,0.25,0.2857142857142857,0.5,0.1621621621621621,0.5555555555555556,0.5555555555555556,0.2612612612612612,0.5833333333333334,0.8571428571428571,0.5,0.5806451612903226,0.5555555555555556,0.1612903225806451,0.7657657657657657,0.5198486486486487,0.506375,0.4965725806451612,0.1074380165289256,0.1604938271604938,0.1324503311258278,0.2781456953642384,6.721126760563379,25.2475,0.3086003372681282,6.0,4.0,2.0,6.0,8.0,2.0,1.0,2.0,,0.056338028169014,0.0666666666666666,0.125,0.0389610389610389,0.0176991150442477,0.0299625468164794,0.0461538461538461,0.0172413793103448,0.0384615384615384,0.0425531914893617,6.0,11.0,1.0,1.0,11.0,1.0,17.0,2.0,33.0,18.0,11.0,5.0,0.6470588235294118,0.425,0.3333333333333333,0.425,0.0114942528735632,0.0990990990990991,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.3793103448275862,0.3793103448275862,0.5454545454545454,0.032258064516129,1.0,0.2,0.3793103448275862,,,1.0,1.0,1.0,,4.0,,,,1.0,,,,,1.0,,,,0.064516129032258,0.1,0.0833333333333333,,,1.0,1.0,,True,,,,,,,,,,,,,
200765,1610612747,Rajon Rondo,Rajon Rondo,200765,LAL,2151.0,36,1.0,76,73,19.0,26.0,11.0,149,2.0,5.0,1.0,1.0,1.0,2.0,,2.0,,,2.0,,2.0,7.0,3.0,,10.0,78,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,,4.0,2.0,8.0,3.0,11.0,2.0,1.0,7.0,1.0,,25.0,1.0,4.0,1.0,6.0,6.0,1.0,,2.0,,1.0,,2.0,,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,2.0,19.0,,,,,0.2857142857142857,1.0,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3,14.772727272727272,0.6666666666666666,0.5,0.1333333333333333,0.0769230769230769,0.1162790697674418,0.0769230769230769,0.1818181818181818,0.1666666666666666,0.0909090909090909,,,0.5,0.4,0.5,,0.2,,,,,,,0.2,1.0,1.0,,0.6666666666666666,0.5,,0.8,0.472695,0.448,0.5625833333333333,,,0.2,0.2,3.4142857142857146,25.766666666666666,0.25,,1.0,,,,,,,,0.1428571428571428,0.2,,,,,,,,,,1.0,,1.0,2.0,,2.0,,,6.0,2.0,1.0,,0.6666666666666666,,0.6666666666666666,,0.1,,,,1.0,1.0,,0.3333333333333333,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
