EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedAtRim,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctAssisted,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg2aBlocked,Fg3aBlocked,StepOutOfBoundsTurnovers,Offensive Fouls,Offensive Fouls Drawn,SecondChanceFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,Charge Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,Corner3Assists,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,ShortMidRangePctBlocked,3pt And 1 Free Throw Trips,3SecondViolations,on,HeaveAttempts,Charge Fouls Drawn,OffensiveGoaltends,Defensive 3 Seconds Violations,BlockedCorner3,SecondChanceCorner3PctAssisted,Clear Path Fouls,Corner3PctBlocked
101161,1610612755,Amir Johnson,Amir Johnson,101161,PHI,5407.0,90,-7.0,189,194,82.0,60,22.0,383,11.0,15.0,5.0,7.0,6.0,8.0,1.0,5.0,1.0,1.0,2.0,3.0,10.0,2.0,5.0,12.0,21,4.0,12.0,5.0,41.0,220,5.0,7.0,1.0,11.0,6.0,10.0,2.0,5.0,1.0,19.0,12.0,12.0,12.0,10.0,10.0,3.0,6.0,4.0,10.0,4.0,2.0,2.0,2.0,24.0,2.0,6.0,1.0,7.0,6.0,3.0,16.0,9.0,25,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,8.0,13.0,6.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,19.0,82.0,1.0,0.5,0.8571428571428571,1.0,0.3333333333333333,0.4,0.3333333333333333,0.5714285714285714,0.7142857142857143,0.6,0.5454545454545454,0.7142857142857143,0.6,0.5694444444444444,0.7857142857142857,0.59375,0.36363636363636365,17.889908256880734,0.6666666666666666,0.375,0.1,0.12,0.11320754716981132,0.23333333333333334,0.05,0.1625,0.08602150537634409,0.2222222222222222,0.05263157894736842,0.0625,0.03125,0.125,0.041666666666666664,0.23076923076923078,0.15384615384615385,0.16,0.6,0.11764705882352941,1.0,0.45454545454545453,0.7333333333333333,0.7333333333333333,0.5454545454545454,0.15151515151515152,0.2,0.2,0.030303030303030304,0.06060606060606061,0.5,0.5,1.0,0.30303030303030304,0.3,0.3,1.0,1.0,0.7142857142857143,0.5333333333333333,0.75,0.3333333333333333,0.4,0.8181818181818182,0.3,0.5075227272727273,0.6019000000000001,0.5236933333333333,0.1111111111111111,0.16666666666666666,0.2682926829268293,0.4634146341463415,4.404761904761905,25.458333333333332,0.43386243386243384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1626246,1610612755,Boban Marjanovic,Boban Marjanovic,1626246,PHI,2483.0,41,4.0,87,87,23.0,15,15.0,174,9.0,12.0,4.0,4.0,2.0,2.0,3.0,7.0,1.0,,,,1.0,,1.0,12.0,20,,1.0,7.0,31.0,91,4.0,4.0,4.0,12.0,3.0,5.0,,1.0,4.0,10.0,12.0,12.0,,6.0,1.0,,4.0,2.0,6.0,2.0,2.0,1.0,1.0,14.0,2.0,5.0,,4.0,12.0,,16.0,7.0,23,3.0,,,,3.0,1.0,1.0,,4.0,4.0,6.0,6.0,,9.0,1.0,4.0,1.0,,1.0,1.0,10.0,23.0,,0.5,0.6666666666666666,,,,,0.6,1.0,0.6,0.5714285714285714,1.0,0.5,0.62,1.0,0.625,0.047619047619047616,28.712871287128714,0.75,,,0.42857142857142855,0.1724137931034483,0.23529411764705882,0.14285714285714285,0.35555555555555557,0.16279069767441862,0.4,0.08333333333333333,,0.09090909090909091,0.3333333333333333,0.4166666666666667,0.5,0.4,0.3076923076923077,,0.3333333333333333,1.0,0.5714285714285714,0.75,0.75,0.4444444444444444,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.047619047619047616,,,,,0.047619047619047616,,,,1.0,1.0,0.3333333333333333,1.0,0.16666666666666666,,0.6190476190476191,,0.4695380952380952,0.5149250000000001,0.4959666666666667,0.16666666666666666,0.17391304347826086,0.3870967741935484,0.3225806451612903,5.1049999999999995,25.1,0.26436781609195403,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1629003,1610612755,Shake Milton,Shake Milton,1629003,PHI,16093.0,268,-2.0,564,564,187.0,139,64.0,1128,12.0,20.0,1.0,4.0,3.0,8.0,4.0,14.0,9.0,5.0,15.0,9.0,29.0,1.0,6.0,20.0,43,14.0,44.0,5.0,87.0,641,1.0,6.0,,8.0,4.0,15.0,3.0,12.0,4.0,21.0,30.0,10.0,39.0,2.0,29.0,9.0,15.0,3.0,18.0,3.0,10.0,5.0,,39.0,5.0,4.0,,14.0,12.0,,26.0,9.0,35,4.0,8.0,6.0,2.0,2.0,,4.0,,6.0,20.0,29.0,7.0,,7.0,1.0,2.0,8.0,2.0,8.0,2.0,21.0,187.0,1.0,0.75,0.7894736842105263,0.9285714285714286,0.3181818181818182,0.25,0.3181818181818182,0.46511627906976744,0.16666666666666666,0.26666666666666666,0.47126436781609193,0.26666666666666666,0.3148148148148148,0.48333333333333334,0.26666666666666666,0.3620689655172414,0.5057471264367817,15.023474178403756,0.3333333333333333,,,0.07741935483870968,0.025974025974025976,0.14583333333333334,0.043478260869565216,0.10358565737051793,0.03345724907063197,,0.047619047619047616,0.024390243902439025,0.04395604395604396,0.041666666666666664,0.08333333333333333,,0.16216216216216217,0.11688311688311688,0.2631578947368421,0.08333333333333333,0.25,0.22988505747126436,0.6,0.6666666666666666,0.6666666666666666,0.16091954022988506,0.2857142857142857,0.2857142857142857,0.10344827586206896,0.1724137931034483,0.3333333333333333,0.3333333333333333,0.8,0.3333333333333333,0.3103448275862069,0.32142857142857145,1.0,0.26666666666666666,0.25,0.2962962962962963,0.375,0.2222222222222222,0.16666666666666666,0.735632183908046,0.3103448275862069,0.5173781609195403,0.5284277777777777,0.5144722222222222,0.022727272727272728,0.045454545454545456,0.09195402298850575,0.2413793103448276,7.509302325581395,24.920454545454547,0.33156028368794327,1.0,2.0,1.0,1.0,,2.0,6.0,,,1.0,4.0,1.0,3.0,2.0,6.0,1.0,6.0,2.0,9.0,3.0,3.0,1.0,2.0,1.0,2.0,0.2222222222222222,0.022727272727272728,0.06976744186046512,0.1,0.1111111111111111,0.034482758620689655,0.4444444444444444,0.5,0.75,0.2,0.3333333333333333,0.4,0.16666666666666666,1.0,0.2222222222222222,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,
1629015,1610612755,Zhaire Smith,Zhaire Smith,1629015,PHI,2588.0,43,5.0,90,89,27.0,11,10.0,179,4.0,7.0,2.0,2.0,,,1.0,1.0,3.0,,1.0,4.0,6.0,1.0,2.0,5.0,11,4.0,7.0,,22.0,105,2.0,2.0,,4.0,,,1.0,3.0,,3.0,4.0,6.0,6.0,4.0,6.0,4.0,4.0,2.0,6.0,2.0,4.0,,,14.0,,3.0,,2.0,2.0,,4.0,3.0,7,1.0,1.0,1.0,,2.0,2.0,1.0,,3.0,,1.0,,,,,,,,,,3.0,27.0,,0.4,0.6666666666666666,0.5,0.5714285714285714,0.3333333333333333,0.5714285714285714,0.45454545454545453,1.0,,0.6111111111111112,1.0,0.5,0.6111111111111112,1.0,0.5,0.3888888888888889,20.19230769230769,0.6666666666666666,,,0.08695652173913043,0.1111111111111111,0.1111111111111111,,0.0975609756097561,0.07142857142857142,0.14285714285714285,0.14285714285714285,,,,0.18181818181818182,,,0.125,,0.125,,0.3888888888888889,0.5714285714285714,0.6666666666666666,0.25,0.05555555555555555,1.0,1.0,0.16666666666666666,0.05555555555555555,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,,,0.6666666666666666,0.5,0.7777777777777778,0.6666666666666666,0.5254527777777778,0.56535,0.5375,,,0.18181818181818182,0.13636363636363635,5.709090909090909,25.342857142857138,0.3,,,,,,,,1.0,,1.0,,,,,1.0,,,,,6.0,1.0,,,,,,,0.09090909090909091,0.14285714285714285,,,,,,,,,,,0.3333333333333333,,1.0,,,,,,,,,,,,,True,,,,,,,,
1629312,1610612755,Haywood Highsmith,Haywood Highsmith,1629312,PHI,2095.0,35,-17.0,75,74,42.0,39,11.0,149,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,2.0,1.0,3.0,1.0,3.0,2.0,3,1.0,5.0,,7.0,102,1.0,1.0,,2.0,1.0,2.0,1.0,5.0,,5.0,4.0,,3.0,,3.0,1.0,2.0,,2.0,,2.0,,,4.0,,,,,2.0,1.0,3.0,,3,,1.0,1.0,,1.0,,,,1.0,,,1.0,,2.0,,1.0,,,,,5.0,42.0,,1.0,1.0,1.0,0.2,0.2,0.2,0.6666666666666666,1.0,0.5,0.4375,1.0,0.35714285714285715,0.3888888888888889,1.0,0.3125,0.625,11.11111111111111,1.0,0.25,,0.14285714285714285,,,,0.08,,,,,,,,,0.3333333333333333,,,,,0.25,0.5,0.5,1.0,0.125,1.0,1.0,,0.25,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.2857142857142857,0.5,0.42857142857142855,0.3333333333333333,0.875,0.3333333333333333,0.54355,,0.5621857142857143,0.1111111111111111,0.25,0.2857142857142857,0.7142857142857143,5.633333333333333,25.38,0.56,,1.0,,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2857142857142857,,,1.0,,,,,,,,,,,,True,,,,,,,,
1627732,1610612755,Ben Simmons,Ben Simmons,1627732,PHI,5313.0,89,9.0,189,188,44.0,42,25.0,377,19.0,33.0,3.0,6.0,5.0,10.0,,7.0,2.0,,,,,,,19.0,42,,,8.0,46.0,207,3.0,6.0,1.0,7.0,5.0,11.0,,,6.0,16.0,22.0,16.0,,6.0,,,9.0,7.0,16.0,7.0,7.0,,2.0,39.0,3.0,5.0,,6.0,7.0,1.0,14.0,8.0,22,3.0,5.0,4.0,1.0,6.0,6.0,3.0,,9.0,2.0,5.0,13.0,,18.0,,6.0,2.0,1.0,3.0,1.0,16.0,44.0,1.0,0.5789473684210527,0.6875,,,,,0.4523809523809524,0.5,0.45454545454545453,0.4523809523809524,0.5,0.45454545454545453,0.45098039215686275,0.5,0.4444444444444444,,27.649769585253456,0.6666666666666666,0.25,,0.15217391304347827,0.08620689655172414,0.15789473684210525,0.08108108108108109,0.15476190476190477,0.08421052631578947,0.13043478260869565,0.043478260869565216,0.08333333333333333,0.07142857142857142,0.1111111111111111,0.1,0.23529411764705882,0.1111111111111111,0.2,,0.15789473684210525,0.3333333333333333,0.7857142857142857,0.5757575757575758,0.6551724137931034,0.5789473684210527,0.16666666666666666,,,0.047619047619047616,,,,,,,,,1.0,0.5,0.9090909090909091,0.5,,,0.7857142857142857,,0.5531071428571429,0.6063666666666666,0.557890909090909,0.125,0.125,0.15217391304347827,0.34782608695652173,3.7785714285714285,,0.2328042328042328,2.0,,,,,3.0,,,3.0,,,,,,,,,,,,4.0,,,,,,,0.09523809523809523,0.12121212121212122,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,
1629013,1610612755,Landry Shamet,Landry Shamet,1629013,PHI,3498.0,58,-7.0,124,123,39.0,41,13.0,247,3.0,3.0,,,2.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0,12.0,5.0,5.0,5.0,8,6.0,15.0,6.0,34.0,146,,,2.0,5.0,2.0,2.0,6.0,7.0,1.0,23.0,6.0,4.0,15.0,,12.0,5.0,4.0,3.0,7.0,2.0,4.0,,,17.0,2.0,,,2.0,2.0,,4.0,2.0,6,,2.0,2.0,,,,1.0,,1.0,1.0,4.0,3.0,,8.0,,1.0,,,,,23.0,39.0,1.0,0.6,0.6,0.8333333333333334,0.4,0.8571428571428571,0.4,0.625,,1.0,0.6086956521739131,1.5,1.2222222222222223,0.6538461538461539,1.25,1.15,0.6521739130434783,19.28571428571429,,,,0.05128205128205128,,0.1111111111111111,0.05714285714285714,0.07017543859649122,0.029850746268656716,,,,0.08,,0.05,0.07142857142857142,,0.14285714285714285,,,,0.13043478260869565,1.0,1.0,0.6666666666666666,0.08695652173913043,0.5,0.5,0.13043478260869565,0.13043478260869565,0.3333333333333333,0.3333333333333333,,0.5217391304347826,0.4166666666666667,0.4166666666666667,1.0,,,0.2222222222222222,1.0,0.5555555555555556,1.0,0.782608695652174,0.4166666666666667,0.5140065217391304,,0.5619833333333334,0.11538461538461539,0.1111111111111111,0.14705882352941177,0.6764705882352942,9.4375,25.346666666666668,0.31451612903225806,,,1.0,1.0,,,,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,1.0,1.0,1.0,0.2222222222222222,0.5,,,,,,,1.0,2.0,0.11764705882352941,,,,,True,,,,,,,,
201147,1610612755,Corey Brewer,Corey Brewer,201147,PHI,1138.0,19,1.0,39,41,14.0,13,5.0,80,4.0,6.0,,,1.0,1.0,,1.0,,,2.0,,1.0,,,4.0,7,,3.0,3.0,11.0,43,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,6.0,2.0,,,1.0,,3.0,,3.0,,2.0,,1.0,6.0,1.0,1.0,,2.0,1.0,,3.0,2.0,5,,2.0,1.0,1.0,,,,,,,2.0,2.0,,4.0,,2.0,,,,,3.0,14.0,1.0,0.75,0.75,,,,,0.5714285714285714,,1.0,0.4,,0.5,0.4583333333333333,0.25,0.5,0.3,26.666666666666664,,,,0.07142857142857142,0.1,0.25,0.1,0.13636363636363635,0.1,0.16666666666666666,,,0.2,,0.14285714285714285,,,0.25,0.25,,,0.6,0.6666666666666666,0.8,0.75,0.1,,,,0.2,,,,0.1,,,,,,0.5,1.0,,,0.9,,0.508745,,0.63625,0.16666666666666666,0.2222222222222222,0.09090909090909091,0.2727272727272727,3.314285714285714,23.666666666666668,0.358974358974359,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,0.14285714285714285,0.16666666666666666,,,,,,,,,,,0.5,,,,,,,,,,,,,,,True,,,,,,,,
204456,1610612755,T.J. McConnell,T.J. McConnell,204456,PHI,7529.0,125,4.0,265,263,92.0,61,26.0,528,9.0,10.0,,,4.0,4.0,8.0,18.0,17.0,1.0,1.0,,,,,25.0,45,1.0,1.0,4.0,57.0,283,,3.0,,,9.0,22.0,1.0,1.0,,21.0,18.0,32.0,3.0,,,,12.0,7.0,19.0,6.0,7.0,3.0,2.0,45.0,2.0,1.0,,6.0,5.0,,11.0,3.0,14,,10.0,6.0,4.0,3.0,3.0,1.0,,4.0,4.0,9.0,3.0,,5.0,1.0,3.0,2.0,1.0,2.0,,21.0,92.0,1.0,0.36,0.36,1.0,1.0,1.0,1.0,0.5555555555555556,,0.4090909090909091,0.5760869565217391,,0.45652173913043476,0.59375,,0.45652173913043476,0.021739130434782608,17.627118644067796,0.75,,,0.0625,0.014492753623188406,0.15789473684210525,0.03508771929824561,0.09322033898305085,0.023809523809523808,,,0.041666666666666664,0.044444444444444446,,0.06451612903225806,,0.13636363636363635,0.21428571428571427,,,,0.21739130434782608,0.9,0.9,0.3333333333333333,0.391304347826087,0.4444444444444444,0.4444444444444444,0.3695652173913043,0.021739130434782608,1.0,1.0,1.0,,,,,,,0.17391304347826086,1.0,,,0.2391304347826087,,0.45823913043478254,0.425,0.45156086956521746,0.0625,0.06382978723404255,,0.3684210526315789,10.617777777777778,22.7,0.3471698113207547,,,,,,,,,,0.25,8.0,,,1.0,1.0,,,,,,,,,,,,,,,,,0.47058823529411764,0.47058823529411764,0.5,,,,,,0.043478260869565216,1.0,1.0,,,,,1.0,1.0,,,,,,,True,,,,,,,,
202328,1610612755,Greg Monroe,Greg Monroe,202328,PHI,2580.0,43,-5.0,89,89,37.0,14,11.0,178,6.0,7.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0,,,1.0,1.0,,,9.0,15,1.0,1.0,9.0,30.0,110,3.0,4.0,4.0,10.0,6.0,7.0,,,6.0,18.0,8.0,10.0,3.0,4.0,1.0,1.0,6.0,,6.0,,3.0,1.0,2.0,12.0,2.0,2.0,,1.0,3.0,3.0,7.0,4.0,11,,1.0,1.0,,,,,,,4.0,5.0,6.0,,10.0,2.0,6.0,,,,,18.0,37.0,,0.4444444444444444,0.5714285714285714,1.0,1.0,,1.0,0.6,0.75,0.8571428571428571,0.65625,0.75,0.8571428571428571,0.75,0.8333333333333334,1.0,0.0625,18.69158878504673,,0.6,,0.13043478260869565,0.06896551724137931,0.07692307692307693,0.14285714285714285,0.1111111111111111,0.09302325581395349,0.08333333333333333,0.09090909090909091,,0.08333333333333333,0.5,0.08333333333333333,,0.25,0.1111111111111111,,,,0.4375,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.375,0.5,0.5,0.125,,,,,0.0625,1.0,1.0,1.0,0.75,1.0,0.42857142857142855,1.0,,,0.5,1.0,0.46555312499999996,0.4262,0.49062857142857147,0.3,0.3157894736842105,0.3333333333333333,0.6,7.180000000000001,27.9,0.4157303370786517,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
