EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGA,FG3A,HeaveAttempts,NonHeaveArc3FGA,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,Charge Fouls Drawn,FG3APct,LiveBallTurnoverPct,OffThreePtReboundPct,OffCorner3ReboundPct,Corner3Frequency,Arc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted2s,PtsPutbacks,ThreePtAssists,Arc3Assists,LostBallTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefFTReboundPct,OffFTReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3Assists,SelfOReb,Travels,Offensive Fouls,SelfORebPct,SecondChanceArc3FGA,SecondChanceArc3Frequency,2pt And 1 Free Throw Trips,Loose Ball Fouls Drawn,Loose Ball Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedCorner3,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,on,OffensiveGoaltends,3SecondViolations,HeaveMakes,Arc3PctBlocked,Clear Path Fouls
1626143,1610612740,Jahlil Okafor,Jahlil Okafor,1626143,NOP,1132.0,19,-16.0,37,38,19,16,8.0,75,1.0,2.0,1.0,1.0,2.0,7.0,3.0,9.0,2.0,8.0,42.0,2.0,2.0,3.0,6.0,2.0,8.0,6.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,5.0,4.0,4.0,1.0,2.0,1.0,8.0,19,0.3333333333333333,0.5,0.3333333333333333,0.5,0.4,1.0,0.5714285714285714,0.3333333333333333,0.5,0.2857142857142857,22.22222222222222,0.1666666666666666,0.0588235294117647,0.375,0.2857142857142857,0.037037037037037,0.1428571428571428,0.5,0.3333333333333333,0.5,0.2222222222222222,0.5,1.0,0.7777777777777778,0.2857142857142857,0.4,0.1666666666666666,1.0,0.2222222222222222,0.4275,0.4033333333333333,0.1,0.1,0.25,1.0,5.344444444444444,0.5135135135135135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1626150,1610612740,Andrew Harrison,Andrew Harrison,1626150,NOP,470.0,8,-1.0,17,16,8,1,4.0,33,,1.0,,1.0,,,,1.0,,,21.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,8,,,,,,,,,,,23.80952380952381,0.3333333333333333,,,0.2,0.0909090909090909,,0.3333333333333333,,,0.25,,,,,,1.0,,1.0,0.4844833333333334,0.3766,,,,,2.6,0.4705882352941176,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.1666666666666666,0.5,0.25,0.5,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1627767,1610612740,Cheick Diallo,Cheick Diallo,1627767,NOP,2278.0,38,-33.0,82,83,36,20,10.0,165,4.0,7.0,,1.0,1.0,4.0,5.0,13.0,4.0,14.0,111.0,,2.0,,2.0,4.0,4.0,2.0,1.0,,2.0,,6.0,3.0,7.0,5.0,12.0,4.0,16.0,2.0,2.0,3.0,4.0,1.0,2.0,35,0.3846153846153846,,0.3571428571428571,,0.4375,0.3333333333333333,0.5,0.0769230769230769,,0.25,20.0,0.2941176470588235,0.1111111111111111,0.5384615384615384,0.4,0.0888888888888888,0.1,0.2857142857142857,0.6363636363636364,,0.5,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.25,0.3333333333333333,0.5,,0.5714285714285714,0.5162321428571428,0.5295000000000001,0.0666666666666666,0.0714285714285714,0.1428571428571428,0.2857142857142857,5.838461538461538,0.4390243902439024,1.0,,1.0,,,1.0,3.0,2.0,3.0,1.0,1.0,0.0714285714285714,1.0,0.0555555555555555,,0.0714285714285714,,22.2,1.0,3.0,2.0,1.0,3.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.8,1.0,0.3333333333333333,0.3333333333333333,0.125,0.1111111111111111,0.0625,0.6,1.0,0.75,1.0,0.1428571428571428,1.0,0.3333333333333333,0.5748333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
202325,1610612740,Wesley Johnson,Wesley Johnson,202325,NOP,22635.0,377,-87.0,802,808,180,191,104.0,1610,9.0,11.0,2.0,2.0,1.0,7.0,16.0,38.0,6.0,95.0,958.0,2.0,16.0,3.0,10.0,,24.0,12.0,,15.0,16.0,9.0,33.0,5.0,21.0,19.0,44.0,10.0,54.0,23.0,45.0,7.0,9.0,3.0,24.0,178,0.4210526315789473,0.3,0.5056818181818182,0.5217391304347826,0.5163043478260869,0.7272727272727273,0.5217391304347826,,,,11.23110151187905,0.0909090909090909,0.0203252032520325,0.1320754716981132,0.108695652173913,0.0229007633587786,0.0319148936170212,0.0898876404494382,0.1550387596899224,0.0333333333333333,0.125,0.8181818181818182,0.8181818181818182,0.0795454545454545,0.1428571428571428,0.1428571428571428,0.0869565217391304,1.0,0.6931818181818182,0.5370499999999999,0.5199543478260868,0.0434782608695652,0.073170731707317,0.1684210526315789,0.2526315789473684,12.107894736842104,0.2244389027431421,26.0,24.0,50.0,,24.0,4.0,6.0,4.0,12.0,3.0,,0.5681818181818182,0.5,0.0272108843537414,,0.2954545454545454,0.2727272727272727,24.22,3.0,3.0,20.0,4.0,6.0,20.0,2.0,1.0,1.0,2.0,,6.0,5.0,1.0,7.0,4.0,,0.625,0.6666666666666666,0.6666666666666666,0.7,,0.032258064516129,0.0373831775700934,0.14,0.5714285714285714,0.6666666666666666,1.0,0.2272727272727272,0.3,1.0,0.4764928571428571,6.0,8.0,2.0,4.0,3.0,9.0,11.0,3.0,4.0,19.0,2.0,4.0,6.0,13.0,51.0,6.0,11.0,2.0,4.0,1.0,4.0,12.0,8.0,4.0,1.0,6.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.8947368421052632,0.38,0.5,0.4615384615384615,0.38,0.2222222222222222,0.0384615384615384,0.0571428571428571,0.3,0.3,0.5,0.3076923076923077,0.3076923076923077,1.0,0.4583333333333333,0.4583333333333333,0.8181818181818182,0.3333333333333333,0.4,0.5,1.0,0.391304347826087,0.3333333333333333,0.1739130434782608,0.75,0.4583333333333333,0.0196078431372549,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203546,1610612740,Ian Clark,Ian Clark,203546,NOP,3812.0,64,-35.0,131,134,31,45,13.0,265,2.0,4.0,1.0,1.0,1.0,5.0,4.0,12.0,2.0,22.0,163.0,,,1.0,3.0,,8.0,2.0,,5.0,7.0,4.0,16.0,1.0,3.0,2.0,5.0,1.0,6.0,2.0,4.0,1.0,2.0,1.0,8.0,31,0.3333333333333333,0.3333333333333333,0.4761904761904761,0.5714285714285714,0.5,,0.5714285714285714,,,,18.0,0.0625,0.0188679245283018,0.1071428571428571,0.0833333333333333,0.0135135135135135,,,0.0952380952380952,0.1428571428571428,0.1904761904761904,0.5,0.5,0.238095238095238,0.2,0.2,0.1428571428571428,1.0,0.6190476190476191,0.5082928571428571,0.5199214285714285,0.0454545454545454,0.0769230769230769,,0.3636363636363636,8.591666666666667,0.2366412213740458,1.0,8.0,9.0,,8.0,,3.0,3.0,5.0,,,0.4285714285714285,0.6,,,0.0476190476190476,0.3809523809523809,25.3,,,3.0,,2.0,6.0,,2.0,,,,,,,,,,0.75,0.75,,,0.0588235294117647,,,,,1.0,,0.1428571428571428,,,0.46275,1.0,1.0,,,,,3.0,2.0,4.0,4.0,,,2.0,4.0,6.0,6.0,3.0,1.0,,,,1.0,,1.0,,2.0,,,,,,,,,,0.5,0.4444444444444444,,0.5,0.4444444444444444,,,0.1818181818181818,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.375,0.375,0.3333333333333333,,,,,,,0.5714285714285714,0.5,0.375,,2.0,1.0,1.0,1.0,0.0769230769230769,,,,,,,,,,,,,,,,,,,True,,,,,
1628402,1610612740,Frank Jackson,Frank Jackson,1628402,NOP,1684.0,28,-4.0,60,59,15,14,11.0,119,3.0,5.0,1.0,1.0,,,3.0,5.0,1.0,13.0,65.0,,,1.0,1.0,,2.0,4.0,,1.0,2.0,,5.0,,1.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,15,0.6,1.0,0.5454545454545454,0.3333333333333333,0.5416666666666666,,0.3333333333333333,,,,17.808219178082194,0.1428571428571428,,0.0769230769230769,0.1111111111111111,,,0.1111111111111111,0.1,,0.4545454545454545,0.6,0.6,,,,0.3333333333333333,1.0,1.0,0.5254227272727272,0.4292833333333334,0.0833333333333333,0.1666666666666666,,0.1538461538461538,2.16,0.25,1.0,5.0,6.0,,5.0,,1.0,1.0,1.0,1.0,,0.5454545454545454,1.0,,,0.0909090909090909,0.4545454545454545,26.05,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,0.3333333333333333,,,0.5,,0.5580499999999999,,1.0,,,,,1.0,,2.0,2.0,,1.0,,2.0,6.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,,0.25,0.2,,,,1.0,1.0,1.0,0.2,0.2,1.0,,,,,,,0.6666666666666666,,0.2,,1.0,,,,,1.0,0.5,,,,,,,,,,,,,,,,,True,,,,,
204025,1610612740,Tim Frazier,Tim Frazier,204025,NOP,3368.0,56,-52.0,115,118,26,38,13.0,233,2.0,3.0,1.0,1.0,,3.0,3.0,11.0,,9.0,146.0,,,1.0,3.0,,2.0,4.0,1.0,10.0,14.0,7.0,32.0,,,4.0,4.0,3.0,7.0,4.0,7.0,1.0,1.0,1.0,2.0,26,0.2727272727272727,0.3333333333333333,0.3,0.3333333333333333,0.3,,0.3333333333333333,0.0909090909090909,0.3333333333333333,,13.953488372093023,0.1538461538461538,,,0.08,0.0483870967741935,,0.1538461538461538,,,0.2,0.6666666666666666,1.0,0.2,,,0.3333333333333333,1.0,0.4666666666666667,0.46823,0.4298333333333333,0.0666666666666666,0.0909090909090909,,0.2222222222222222,11.054545454545456,0.2260869565217391,,4.0,4.0,,4.0,3.0,2.0,,3.0,,,0.2666666666666666,0.6666666666666666,0.1153846153846153,0.1,,0.2666666666666666,26.2,,,5.0,,1.0,2.0,,4.0,3.0,2.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,0.125,0.3333333333333333,,0.5,,0.3333333333333333,,,0.4241,1.0,,,,,,1.0,,,1.0,,1.0,,,,3.0,1.0,2.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,2.0,,0.25,,,0.25,,,0.1,0.2,0.2,,,,,0.25,0.25,,,,,,,,,,0.25,,1.0,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,True,,,,,
1629026,1610612740,Kenrich Williams,Kenrich Williams,1629026,NOP,895.0,15,-5.0,31,33,1,3,4.0,64,1.0,2.0,,,1.0,1.0,3.0,4.0,,6.0,42.0,,2.0,,,,,,,,,,,1.0,,3.0,4.0,1.0,5.0,2.0,3.0,1.0,,,,1,0.75,,0.75,,0.75,1.0,,,,,13.513513513513514,0.375,0.1,,0.2307692307692307,0.0625,,,,,0.5,0.5,0.5,0.25,1.0,1.0,,,0.5,0.5239,,,,0.3333333333333333,,8.425,0.032258064516129,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,6.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,0.2,,0.5,,1.0,1.0,0.25,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.5,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,
202734,1610612740,E'Twaun Moore,E'Twaun Moore,202734,NOP,16113.0,269,-13.0,578,578,108,115,80.0,1156,20.0,29.0,3.0,4.0,16.0,31.0,41.0,73.0,2.0,123.0,681.0,,27.0,7.0,11.0,,29.0,30.0,6.0,19.0,28.0,12.0,65.0,5.0,7.0,8.0,15.0,6.0,21.0,10.0,23.0,8.0,6.0,3.0,29.0,106,0.5616438356164384,0.6363636363636364,0.5817307692307693,0.7631578947368421,0.5801886792452831,0.84375,0.7631578947368421,0.0821917808219178,0.1724137931034483,0.032258064516129,17.261904761904763,0.05,0.0284090909090909,0.0648148148148148,0.0559701492537313,0.0179856115107913,0.046875,0.0757575757575757,0.0549450549450549,0.1176470588235294,0.2788461538461538,0.6896551724137931,0.8333333333333334,0.2980769230769231,0.5161290322580645,0.5333333333333333,0.2105263157894736,0.75,0.5769230769230769,0.5109884615384614,0.5189578947368422,0.0377358490566037,0.04,0.2195121951219512,0.2357723577235772,7.5328767123287665,0.1868512110726643,12.0,19.0,31.0,,19.0,,4.0,2.0,10.0,1.0,,0.2980769230769231,0.4,,,0.1153846153846153,0.1826923076923076,24.62903225806452,9.0,10.0,13.0,12.0,14.0,52.0,6.0,9.0,6.0,2.0,,1.0,1.0,,1.0,,,0.6341463414634146,0.6842105263157895,0.8571428571428571,0.84375,0.0289855072463768,,,0.075,,0.8,0.625,0.125,0.625,0.9,0.5526533333333333,5.0,5.0,1.0,1.0,4.0,5.0,8.0,1.0,3.0,13.0,1.0,2.0,5.0,8.0,33.0,6.0,8.0,4.0,3.0,1.0,,8.0,3.0,5.0,3.0,6.0,1.0,1.0,,,1.0,,,,1.0,0.8461538461538461,0.4193548387096774,0.5,0.625,0.4193548387096774,,0.0588235294117647,,0.3846153846153846,0.3846153846153846,,0.4166666666666667,0.4166666666666667,1.0,0.4210526315789473,0.4210526315789473,0.75,0.7777777777777778,0.0625,1.0,1.0,0.2631578947368421,0.8,0.1578947368421052,0.3333333333333333,0.4210526315789473,0.032258064516129,3.0,3.0,,,0.0681818181818181,1.0,0.0625,1.0,,1.0,1.0,,,,,,,,,,,,,True,,,,,
203524,1610612740,Solomon Hill,Solomon Hill,203524,NOP,2133.0,36,-21.0,73,77,29,33,8.0,150,1.0,3.0,,,,,1.0,3.0,,5.0,98.0,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,3.0,,3.0,,3.0,,,,,29,0.3333333333333333,,0.3125,,0.3125,,,0.3333333333333333,0.3333333333333333,,12.048192771084338,0.0714285714285714,,0.2222222222222222,0.1304347826086956,,,0.1111111111111111,0.1666666666666666,0.3333333333333333,0.375,0.3333333333333333,0.5,,,,,,1.0,0.59424375,0.5596,,,,,1.7333333333333334,0.3972602739726027,2.0,3.0,5.0,,3.0,,2.0,,2.0,,,0.625,1.0,,,0.25,0.375,24.52,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.531,,,,1.0,,2.0,1.0,,1.0,1.0,,2.0,,3.0,3.0,,1.0,,,,,,,,,,,2.0,,,,,,,1.0,1.0,0.2,,,0.2,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.5,,,0.6666666666666666,,0.3333333333333333,,0.3333333333333333,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,True,,,,,
