EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffThreePtRebounds,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,Travels,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,Corner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,Clear Path Fouls,Loose Ball Fouls,BlockedAtRim,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,3SecondViolations,ShortMidRangePctBlocked,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,DefensiveGoaltends,HeaveAttempts,Arc3PctBlocked,OffensiveGoaltends,on,BlockedCorner3,Defensive 3 Seconds Violations
1626144,1610612752,Emmanuel Mudiay,Emmanuel Mudiay,1626144,NYK,14641.0,244,-93.0,497,494,90,130,56.0,991,18.0,38.0,2.0,4.0,4.0,7.0,16.0,31.0,11.0,21.0,4.0,1.0,3.0,7.0,29.0,1.0,3.0,2.0,6.0,45.0,90,7.0,33.0,19.0,130,561,2.0,7.0,1.0,4.0,7.0,8.0,16.0,2.0,9.0,4.0,26.0,14.0,76.0,15.0,6.0,2.0,29.0,7.0,11.0,23.0,11.0,34.0,7.0,4.0,14.0,4.0,5.0,79.0,5.0,13.0,15.0,3.0,31.0,5.0,36.0,2.0,3.0,2.0,1.0,13.0,2.0,5.0,7.0,2.0,8.0,20.0,1.0,4.0,10.0,20.0,2.0,1.0,25.0,1.0,1.0,27.0,1.0,10.0,3.0,1.0,1.0,1.0,1.0,26.0,88,2.0,0.15555555555555556,0.1590909090909091,0.7142857142857143,0.21212121212121213,0.25,0.2222222222222222,0.21212121212121213,0.5,0.2857142857142857,0.5,0.45121951219512196,0.3181818181818182,0.44,0.4742647058823529,0.3181818181818182,0.4482758620689655,0.2682926829268293,0.12222222222222222,0.2894736842105263,27.75800711743772,0.65,0.17647058823529413,0.10135135135135136,0.034482758620689655,0.14942528735632185,0.11914893617021277,0.020080321285140562,0.07142857142857142,0.02040816326530612,0.07352941176470588,0.05555555555555555,0.2692307692307692,0.1935483870967742,0.04,0.034482758620689655,1.0,0.3089430894308943,0.47368421052631576,0.6666666666666666,0.1111111111111111,0.25203252032520324,0.5161290322580645,0.5161290322580645,0.125,0.17073170731707318,0.5238095238095238,0.5238095238095238,0.2727272727272727,0.032520325203252036,0.23577235772357724,0.2413793103448276,0.2413793103448276,0.7142857142857143,0.36363636363636365,0.5,0.09090909090909091,0.2727272727272727,0.3333333333333333,1.0,0.28,0.5714285714285714,0.12,0.24,0.3333333333333333,0.5772357723577236,0.2413793103448276,0.49409878048780487,0.516455,0.470048,0.07518796992481203,0.1,0.05384615384615385,0.2,8.38111111111111,25.760606060606058,0.18108651911468812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1626209,1610612752,Mario Hezonja,Mario Hezonja,1626209,NYK,6653.0,111,-41.0,231,232,45,64,28.0,463,8.0,15.0,1.0,2.0,1.0,2.0,3.0,7.0,2.0,6.0,4.0,2.0,1.0,1.0,6.0,,,,1.0,13.0,28,1.0,10.0,6.0,35,261,2.0,3.0,,2.0,4.0,3.0,7.0,,2.0,1.0,7.0,12.0,14.0,3.0,,4.0,6.0,1.0,1.0,8.0,3.0,11.0,3.0,,6.0,1.0,1.0,25.0,3.0,17.0,4.0,6.0,27.0,5.0,32.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,6.0,,,5.0,8.0,1.0,,6.0,,,10.0,,5.0,,,,,,7.0,45,,0.46153846153846156,0.5454545454545454,1.0,0.1,,,0.1,0.4642857142857143,0.6666666666666666,0.42857142857142855,0.3815789473684211,0.4,0.3333333333333333,0.4069767441860465,0.4,0.35,0.2631578947368421,0.03571428571428571,0.06666666666666667,18.702290076335878,0.5,0.6666666666666666,0.07407407407407407,0.04225352112676056,0.2698412698412698,0.1794871794871795,0.044642857142857144,0.06896551724137931,,0.10344827586206896,0.0625,,0.28,0.23076923076923078,0.047619047619047616,,0.39473684210526316,0.5333333333333333,0.5714285714285714,0.5,0.18421052631578946,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.15789473684210525,0.3333333333333333,0.3333333333333333,0.5,0.10526315789473684,0.15789473684210525,0.16666666666666666,0.16666666666666666,1.0,0.4,0.5,0.4,,,,0.2222222222222222,0.5,0.1111111111111111,0.1111111111111111,,0.6578947368421053,0.16666666666666666,0.5278418918918919,0.49893,0.44610625,0.11627906976744186,0.15151515151515152,0.11428571428571428,0.2,6.214285714285714,26.379999999999995,0.19480519480519481,2.0,0.04878048780487805,0.05,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628373,1610612752,Frank Ntilikina,Frank Ntilikina,1628373,NYK,11365.0,189,-62.0,400,402,63,79,34.0,802,5.0,9.0,,1.0,1.0,1.0,5.0,17.0,3.0,14.0,3.0,,,5.0,15.0,,,1.0,2.0,13.0,40,5.0,18.0,4.0,45,457,,2.0,,,,4.0,5.0,1.0,2.0,,11.0,10.0,16.0,9.0,6.0,,15.0,5.0,,18.0,10.0,28.0,9.0,1.0,9.0,5.0,4.0,66.0,1.0,11.0,4.0,1.0,16.0,3.0,19.0,1.0,9.0,6.0,3.0,4.0,2.0,4.0,7.0,2.0,,11.0,,2.0,14.0,27.0,,,7.0,,1.0,7.0,,4.0,,1.0,,1.0,1.0,11.0,63,,0.38461538461538464,0.38461538461538464,0.6,0.2777777777777778,,0.5,0.2777777777777778,0.325,,0.8,0.35344827586206895,,0.7857142857142857,0.36885245901639346,,0.6875,0.3103448275862069,,,16.475972540045767,0.36363636363636365,0.09090909090909091,0.04081632653061224,0.008,0.14285714285714285,0.08571428571428572,0.014423076923076924,0.024390243902439025,,0.047619047619047616,0.02631578947368421,0.05555555555555555,0.14545454545454545,0.13636363636363635,0.025,1.0,0.15517241379310345,0.5555555555555556,0.5555555555555556,0.8,0.29310344827586204,0.29411764705882354,0.29411764705882354,0.2,0.2413793103448276,0.21428571428571427,0.21428571428571427,,0.05172413793103448,0.25862068965517243,0.3333333333333333,0.3333333333333333,0.6,0.5,,,,,,0.14285714285714285,1.0,,0.2857142857142857,0.5,0.46551724137931033,0.3333333333333333,0.4895491379310345,0.4643,0.47218571428571426,0.06557377049180328,0.09302325581395349,,0.24444444444444444,10.41,25.422222222222224,0.1575,2.0,0.024096385542168676,,0.029411764705882353,3.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202498,1610612752,Lance Thomas,Lance Thomas,202498,NYK,46999.0,783,-189.0,1612,1615,310,402,170.0,3227,29.0,47.0,7.0,11.0,4.0,8.0,12.0,36.0,15.0,35.0,46.0,1.0,9.0,9.0,33.0,,3.0,2.0,5.0,56.0,118,22.0,79.0,27.0,205,1802,7.0,15.0,,4.0,18.0,10.0,20.0,3.0,14.0,8.0,37.0,82.0,30.0,66.0,,10.0,33.0,9.0,8.0,18.0,9.0,27.0,7.0,2.0,13.0,2.0,3.0,63.0,12.0,31.0,52.0,13.0,96.0,21.0,117.0,1.0,17.0,11.0,6.0,9.0,4.0,5.0,14.0,2.0,4.0,23.0,2.0,4.0,37.0,83.0,1.0,3.0,42.0,2.0,4.0,36.0,,17.0,2.0,7.0,,7.0,3.0,37.0,308,2.0,0.7321428571428571,0.803921568627451,1.0,0.27848101265822783,,0.21428571428571427,0.27848101265822783,0.4745762711864407,0.4666666666666667,0.5,0.4517766497461929,0.3684210526315789,0.4264705882352941,0.47897196261682246,0.4090909090909091,0.4868421052631579,0.4010152284263959,0.06779661016949153,0.14893617021276595,13.130193905817174,0.391304347826087,0.22413793103448276,0.12470023980815348,0.023715415019762844,0.09011627906976744,0.10906701708278581,0.023980815347721823,0.03125,0.024844720496894408,0.1134020618556701,0.1386861313868613,0.12790697674418605,0.0916030534351145,0.08536585365853659,0.009174311926605505,0.42857142857142855,0.23857868020304568,0.6170212765957447,0.725,0.6896551724137931,0.18274111675126903,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.17766497461928935,0.42857142857142855,0.4411764705882353,0.9333333333333333,0.233502538071066,0.16751269035532995,0.2727272727272727,0.2727272727272727,1.0,0.5789473684210527,0.6363636363636364,0.05263157894736842,0.15789473684210525,,,0.23529411764705882,0.5,0.2647058823529412,0.14705882352941177,0.4,0.6395939086294417,0.2727272727272727,0.5153241116751269,0.5324357142857143,0.5106764705882353,0.08018867924528301,0.12781954887218044,0.08780487804878048,0.18048780487804877,9.049152542372878,24.10632911392405,0.19230769230769232,8.0,0.024390243902439025,0.013071895424836602,0.028,2.0,7.0,2.0,2.0,14.0,13.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,5.0,0.012658227848101266,0.02857142857142857,0.021739130434782608,0.022222222222222223,0.01282051282051282,0.2826086956521739,0.28888888888888886,1.0,0.2857142857142857,0.1111111111111111,,,,,,,,,,,,,,,True,,
202683,1610612752,Enes Kanter,Enes Kanter,202683,NYK,8979.0,150,-5.0,312,312,47,56,39.0,624,30.0,49.0,7.0,13.0,5.0,6.0,4.0,17.0,4.0,6.0,,,,,1.0,,,,,38.0,72,,1.0,20.0,96,333,10.0,18.0,,,27.0,5.0,7.0,,,9.0,19.0,38.0,38.0,,,8.0,1.0,,9.0,9.0,5.0,14.0,4.0,1.0,3.0,3.0,3.0,33.0,12.0,22.0,23.0,4.0,49.0,13.0,62.0,3.0,2.0,2.0,,5.0,,4.0,6.0,,1.0,11.0,,,10.0,14.0,,3.0,26.0,,6.0,23.0,,7.0,6.0,4.0,1.0,4.0,3.0,19.0,47,6.0,0.5,0.5588235294117647,,,,,,0.5277777777777778,0.5555555555555556,0.7142857142857143,0.5205479452054794,0.5555555555555556,0.7142857142857143,0.5783132530120482,0.6428571428571429,0.7307692307692307,0.0136986301369863,0.125,0.12244897959183673,26.183844011142064,0.45454545454545453,0.3333333333333333,0.2987012987012987,0.0967741935483871,0.3728813559322034,0.33088235294117646,0.07738095238095238,0.10869565217391304,0.11904761904761904,0.2777777777777778,0.19230769230769232,0.5333333333333333,0.425,0.2631578947368421,0.11538461538461539,0.75,0.6712328767123288,0.6122448979591837,0.6976744186046512,0.4666666666666667,0.2328767123287671,0.23529411764705882,0.2857142857142857,0.25,0.0821917808219178,0.6666666666666666,0.6666666666666666,1.0,,0.0136986301369863,,,,0.7222222222222222,0.5384615384615384,,,,,0.8571428571428571,0.8333333333333334,,,,0.684931506849315,,0.5318575342465752,0.5365944444444444,0.6382285714285715,0.09090909090909091,0.09210526315789473,0.28125,0.19791666666666666,4.344444444444445,25.4,0.15064102564102563,1.0,0.022727272727272728,0.05555555555555555,,2.0,,3.0,2.0,,,,7.0,,,,,,1.0,,,,,0.08333333333333333,,,,,,1.0,0.17647058823529413,,,,,,,,,,,,,True,,
1628422,1610612752,Damyean Dotson,Damyean Dotson,1628422,NYK,22047.0,367,-31.0,751,754,136,197,82.0,1505,11.0,22.0,,1.0,,3.0,2.0,11.0,12.0,31.0,12.0,1.0,4.0,24.0,63.0,1.0,1.0,4.0,9.0,25.0,64,27.0,75.0,6.0,137,834,1.0,3.0,2.0,2.0,8.0,2.0,7.0,6.0,13.0,,22.0,32.0,18.0,69.0,12.0,,63.0,24.0,3.0,18.0,15.0,33.0,12.0,3.0,11.0,4.0,3.0,81.0,4.0,24.0,23.0,1.0,48.0,5.0,53.0,2.0,10.0,6.0,4.0,7.0,3.0,6.0,7.0,2.0,1.0,14.0,1.0,2.0,11.0,25.0,,,12.0,1.0,1.0,8.0,2.0,3.0,,2.0,,2.0,1.0,22.0,136,,0.64,0.64,0.8518518518518519,0.36,1.0,0.46153846153846156,0.36,0.390625,0.3333333333333333,0.2857142857142857,0.4712230215827338,0.8,0.55,0.4787234042553192,0.8,0.55,0.539568345323741,0.046875,0.13636363636363635,18.386714116251483,0.5,0.029411764705882353,0.1111111111111111,0.018018018018018018,0.15,0.12806539509536785,0.013227513227513227,0.010752688172043012,0.030303030303030304,0.12087912087912088,0.0684931506849315,0.16279069767441862,0.1487603305785124,0.15384615384615385,0.024390243902439025,0.5,0.15827338129496402,0.5,0.5789473684210527,0.45454545454545453,0.07913669064748201,0.18181818181818182,0.18181818181818182,0.5,0.22302158273381295,0.3870967741935484,0.3870967741935484,0.8333333333333334,0.08633093525179857,0.45323741007194246,0.38095238095238093,0.38095238095238093,0.8333333333333334,0.2,,0.2,0.2,1.0,,0.15,,0.2,0.45,0.4444444444444444,0.697841726618705,0.38095238095238093,0.5094054347826087,0.48041666666666666,0.48360263157894734,0.028368794326241134,0.045454545454545456,0.058394160583941604,0.16058394160583941,11.257812499999996,25.77066666666667,0.1810918774966711,1.0,0.00641025641025641,0.015873015873015872,0.008333333333333333,1.0,1.0,1.0,,6.0,3.0,2.0,,,,,,1.0,2.0,,,,,,0.25,0.25,1.0,,0.5,,,1.0,1.0,1.0,1.0,1.0,0.013333333333333334,,,,,,,True,,
1629011,1610612752,Mitchell Robinson,Mitchell Robinson,1629011,NYK,17427.0,290,-34.0,596,600,147,178,65.0,1196,46.0,66.0,17.0,32.0,11.0,15.0,,,,,,,,,,,,,,46.0,66,,,34.0,126,644,17.0,32.0,,,47.0,11.0,15.0,,,12.0,34.0,58.0,34.0,,,30.0,,,4.0,6.0,2.0,8.0,1.0,1.0,,,6.0,18.0,30.0,38.0,37.0,2.0,77.0,40.0,117.0,4.0,10.0,10.0,,2.0,,1.0,4.0,1.0,1.0,6.0,,2.0,25.0,41.0,,3.0,34.0,,4.0,47.0,,25.0,2.0,25.0,1.0,33.0,23.0,34.0,146,2.0,0.6304347826086957,0.9354838709677419,,,,,,0.696969696969697,0.53125,0.7333333333333333,0.696969696969697,0.53125,0.7333333333333333,0.7325581395348837,0.6025641025641025,0.8095238095238095,,0.06060606060606061,0.06060606060606061,13.690476190476192,0.3333333333333333,0.07407407407407407,0.23417721518987342,0.16853932584269662,0.2638888888888889,0.24834437086092714,0.1342281879194631,0.19736842105263158,0.16666666666666666,0.2638888888888889,0.29411764705882354,0.08571428571428572,0.23478260869565218,0.3793103448275862,0.25,0.696969696969697,1.0,0.696969696969697,0.7419354838709677,0.6304347826086957,,,,,,,,,,,,,,1.0,0.53125,,,,,1.0,0.7333333333333333,,,,1.0,,0.6385469696969697,0.592203846153846,0.6534666666666666,0.2976190476190476,0.2976190476190476,0.373015873015873,0.2698412698412698,1.0409090909090908,,0.24664429530201343,10.0,0.08333333333333333,0.11904761904761904,0.09302325581395349,,1.0,7.0,10.0,1.0,,,13.0,,,,,2.0,14.0,,,,,0.058823529411764705,,,,,,,,,,,,,,8.0,8.0,6.0,,,,True,,
201599,1610612752,DeAndre Jordan,DeAndre Jordan,201599,NYK,3994.0,67,-51.0,138,136,25,38,17.0,274,7.0,12.0,5.0,5.0,,,2.0,3.0,,,,,,,,,,,,9.0,15,,,4.0,22,176,5.0,5.0,,,14.0,,,,,,,6.0,12.0,,,8.0,,,2.0,3.0,1.0,4.0,1.0,,,2.0,1.0,9.0,8.0,9.0,10.0,1.0,20.0,10.0,30.0,1.0,,,,3.0,1.0,3.0,2.0,,,5.0,1.0,1.0,4.0,8.0,,1.0,4.0,,,4.0,,3.0,,1.0,,1.0,,,25,,0.3333333333333333,0.6,,,,,,0.6,1.0,,0.6,1.0,,0.6875,1.1666666666666667,,,0.13333333333333333,0.08333333333333333,13.461538461538462,0.6,0.14285714285714285,0.3448275862068966,0.16326530612244897,0.3,0.3220338983050847,0.12987012987012986,0.13636363636363635,0.16666666666666666,0.4,0.3333333333333333,0.2857142857142857,0.25,0.5,0.25,,0.8,0.5833333333333334,0.6363636363636364,0.2857142857142857,0.2,0.6666666666666666,1.0,0.5,,,,,,,,,,1.0,1.0,,,,,,,,,,0.8,,0.5073866666666667,0.56534,,0.1875,0.1875,0.6363636363636364,,2.54,,0.18115942028985507,2.0,0.07142857142857142,0.2,,,,2.0,1.0,1.0,,,4.0,,,,,2.0,,,,,,0.2857142857142857,,,,,,,0.3333333333333333,,,,,,,,,,,,,True,,
203501,1610612752,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,NYK,14260.0,238,-64.0,494,500,65,83,36.0,994,13.0,20.0,,,2.0,2.0,6.0,18.0,13.0,31.0,4.0,,2.0,16.0,49.0,1.0,2.0,2.0,7.0,32.0,69,16.0,53.0,24.0,136,550,,4.0,1.0,2.0,3.0,5.0,8.0,2.0,9.0,4.0,20.0,26.0,38.0,33.0,15.0,,48.0,16.0,8.0,14.0,8.0,22.0,8.0,,10.0,1.0,3.0,52.0,,15.0,12.0,7.0,34.0,,34.0,,8.0,6.0,2.0,8.0,,5.0,1.0,,3.0,9.0,,,11.0,20.0,,,27.0,2.0,,31.0,3.0,13.0,2.0,,,,,20.0,65,2.0,0.40625,0.40625,0.6875,0.3018867924528302,0.5,0.2222222222222222,0.3076923076923077,0.463768115942029,,0.625,0.45901639344262296,0.25,0.47058823529411764,0.5,0.25,0.5,0.4344262295081967,0.11594202898550725,0.15,26.59176029962547,0.8888888888888888,0.4375,0.096,,0.14018691588785046,0.11637931034482758,,,,0.1044776119402985,0.12121212121212122,0.04,0.1375,0.14814814814814814,,,0.16393442622950818,0.65,0.7647058823529411,0.3076923076923077,0.14754098360655737,0.3333333333333333,0.42857142857142855,0.5,0.2540983606557377,0.41935483870967744,0.43333333333333335,0.46153846153846156,0.03278688524590164,0.4016393442622951,0.32653061224489793,0.32653061224489793,0.6875,,,,0.3333333333333333,0.5,1.0,0.11764705882352941,1.0,0.11764705882352941,0.4117647058823529,0.2857142857142857,0.5983606557377049,0.3333333333333333,0.5018479338842975,0.45039999999999997,0.5093375,0.10687022900763359,0.16883116883116883,0.022058823529411766,0.14705882352941177,10.904347826086958,26.524528301886797,0.13157894736842105,,,,,1.0,1.0,5.0,,2.0,,,,,,,,,,,0.03225806451612903,,,,,,,,,,0.2222222222222222,,,1.0,,,0.018518518518518517,,,,1.0,,,True,,
203504,1610612752,Trey Burke,Trey Burke,203504,NYK,12710.0,212,-43.0,437,439,51,78,47.0,876,16.0,26.0,,1.0,4.0,4.0,8.0,29.0,8.0,25.0,3.0,,,9.0,20.0,,2.0,2.0,3.0,32.0,80,10.0,23.0,7.0,101,476,1.0,4.0,,2.0,2.0,6.0,11.0,2.0,3.0,,18.0,10.0,54.0,18.0,12.0,,20.0,9.0,5.0,12.0,14.0,26.0,11.0,3.0,7.0,,5.0,66.0,4.0,7.0,5.0,,12.0,5.0,17.0,2.0,6.0,5.0,1.0,5.0,,5.0,5.0,1.0,,10.0,,,2.0,12.0,1.0,2.0,10.0,,,11.0,,7.0,,1.0,,1.0,,18.0,51,,0.15625,0.15625,0.6,0.43478260869565216,,0.6666666666666666,0.43478260869565216,0.4,0.25,0.5454545454545454,0.4563106796116505,0.16666666666666666,0.6428571428571429,0.4719626168224299,0.16666666666666666,0.6428571428571429,0.22330097087378642,0.0625,0.11538461538461539,23.684210526315788,0.5,,0.05,0.02531645569620253,0.07692307692307693,0.06282722513089005,0.02145922746781116,0.018518518518518517,0.01818181818181818,0.022222222222222223,0.058823529411764705,0.09523809523809523,0.10606060606060606,,0.037037037037037035,,0.2524271844660194,0.6153846153846154,0.6956521739130435,0.1875,0.2815533980582524,0.27586206896551724,0.2962962962962963,0.125,0.24271844660194175,0.32,0.32,0.125,0.02912621359223301,0.1941747572815534,0.45,0.45,0.5555555555555556,0.16666666666666666,,,0.3333333333333333,,,0.2857142857142857,1.0,,0.21428571428571427,0.6666666666666666,0.47572815533980584,0.45,0.49174077669902916,0.4747833333333334,0.4633178571428571,0.06542056074766354,0.08333333333333333,0.019801980198019802,0.1782178217821782,9.762500000000001,25.839130434782607,0.11670480549199085,1.0,0.013333333333333334,0.04081632653061224,0.01694915254237288,,1.0,3.0,,,1.0,,,,,,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,0.06896551724137931,,,,,,,,,,,,,True,,
