EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,HeaveAttempts,FTDefRebounds,Loose Ball Fouls Drawn,DefFTReboundPct,SecondChanceArc3FGM,SecondChanceAtRimPctAssisted,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked3s,BlockedArc3,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,LongMidRangePctBlocked,BlockedCorner3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Charge Fouls Drawn,Corner3PctBlocked,on,OffensiveGoaltends,Clear Path Fouls,3pt And 1 Free Throw Trips
1626161,1610612758,Willie Cauley-Stein,Willie Cauley-Stein,1626161,SAC,1786.0,30,7.0,63,61,17,24,5.0,124,6.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,6,13,3.0,15,50,1.0,1.0,1.0,3.0,1.0,1.0,2.0,8.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0,8.0,13.0,3.0,16.0,1.0,1.0,1.0,1.0,1.0,1,1,5.0,6.0,3.0,2.0,17,0.6666666666666666,0.8,0.46153846153846156,1.0,1.0,0.46153846153846156,1.0,1.0,0.46875,0.75,0.5,24.28571428571429,1.0,0.3333333333333333,0.12,0.3333333333333333,0.3333333333333333,0.08823529411764706,0.1,0.25,0.3,0.42857142857142855,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.7692307692307693,0.6,0.6,0.6666666666666666,0.15384615384615385,0.07692307692307693,1.0,1.0,1.0,1.0,0.7692307692307693,0.5373076923076923,0.6104,0.6873,0.1875,0.1875,0.2,0.13333333333333333,3.56923076923077,0.2698412698412698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1627741,1610612758,Buddy Hield,Buddy Hield,1627741,SAC,19981.0,333,-22.0,725,734,249,340,78.0,1459,22.0,32.0,6.0,8.0,5.0,11.0,14.0,41.0,48,87,26.0,188,805,6.0,11.0,,15.0,13.0,28.0,59.0,42.0,54.0,12.0,8.0,26.0,7.0,60.0,14.0,27.0,13.0,40.0,17.0,57.0,9.0,5.0,16.0,8.0,27.0,10,29,17.0,27.0,7.0,59.0,248,0.4375,0.5,0.5517241379310345,0.5454545454545454,0.4642857142857143,0.5159235668789809,0.5357142857142857,0.4489795918367347,0.5538922155688623,0.5357142857142857,0.5272727272727272,23.629719853836782,0.5925925925925926,0.07027027027027027,0.0603448275862069,0.16875,0.11594202898550725,0.04927536231884058,0.047058823529411764,0.07692307692307693,0.08974358974358974,0.03508771929824561,0.08,0.1885245901639344,0.10526315789473684,0.20382165605095542,0.6875,0.7857142857142857,0.45454545454545453,0.08917197452229299,0.2611464968152866,0.5714285714285714,0.75,0.22448979591836735,0.45454545454545453,0.6496815286624203,0.5105152866242038,0.5474375,0.4910061224489795,0.060240963855421686,0.07526881720430108,0.0797872340425532,0.31382978723404253,10.972413793103449,0.34344827586206894,6.0,20.0,3.0,15.0,1.0,1.0,2.0,19.0,55.0,2.0,6.0,19.0,22.0,70.0,1.0,3.0,6.0,21.0,15.0,48.0,18.0,55.0,19.0,4.0,2.0,18.0,1.0,11.0,6.0,1.0,3.0,2.0,4.0,3.0,11.0,3.0,8.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,7.0,1.0,0.7272727272727273,0.3142857142857143,0.3333333333333333,0.2857142857142857,0.3142857142857143,0.445859872611465,0.02857142857142857,0.04597701149425287,0.125,0.03636363636363636,0.02654867256637168,0.06097560975609756,0.036585365853658534,0.02531645569620253,0.25,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.4878048780487805,0.4878048780487805,0.45,0.09554140127388536,0.2,0.2,0.3333333333333333,0.3503184713375796,0.34545454545454546,0.3584905660377358,0.7894736842105263,0.07142857142857142,1.0,0.14285714285714285,0.04081632653061224,0.3877551020408163,0.3157894736842105,0.34545454545454546,0.0410958904109589,24.977142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1627812,1610612758,Yogi Ferrell,Yogi Ferrell,1627812,SAC,24939.0,416,-53.0,873,884,251,341,83.0,1757,14.0,27.0,1.0,3.0,2.0,4.0,16.0,30.0,36,73,29.0,164,991,3.0,6.0,3.0,9.0,7.0,17.0,44.0,18.0,54.0,2.0,14.0,51.0,10.0,116.0,7.0,22.0,21.0,46.0,9.0,55.0,16.0,8.0,11.0,7.0,18.0,13,27,33.0,34.0,15.0,44.0,250,0.25,0.2571428571428571,0.4931506849315068,0.5,0.4117647058823529,0.5625,0.5,0.48333333333333334,0.6,0.6428571428571429,0.581081081081081,15.708418891170432,0.6111111111111112,0.09375,0.026717557251908396,0.11224489795918367,0.10238095238095238,0.022900763358778626,0.031914893617021274,0.03076923076923077,0.10309278350515463,0.10810810810810811,0.05660377358490566,0.11564625850340136,0.10204081632653061,0.225,0.5185185185185185,0.6666666666666666,0.2857142857142857,0.13333333333333333,0.25,0.5,0.3333333333333333,0.13333333333333333,0.5,0.6166666666666667,0.49949618644067795,0.4463333333333333,0.4690071428571429,0.11278195488721804,0.1744186046511628,0.054878048780487805,0.2682926829268293,9.923287671232876,0.28751431844215347,8.0,14.0,2.0,5.0,,,2.0,19.0,42.0,,5.0,11.0,21.0,47.0,,,5.0,13.0,15.0,42.0,21.0,40.0,19.0,6.0,,37.0,4.0,17.0,9.0,11.0,2.0,4.0,8.0,3.0,7.0,,4.0,1.0,5.0,1.0,,1.0,4.0,2.0,2.0,,2.0,1.0,,,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.44680851063829785,,0.38461538461538464,0.4666666666666667,0.39166666666666666,,0.0821917808219178,0.2222222222222222,,0.015267175572519083,0.019417475728155338,0.018691588785046728,0.07547169811320754,1.0,0.5,0.5,0.125,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.041666666666666664,0.4,0.4,1.0,0.35,0.4523809523809524,0.4523809523809524,0.631578947368421,,,,0.06666666666666667,0.36666666666666664,0.45454545454545453,0.475,,26.321276595744678,2.0,3.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628382,1610612758,Justin Jackson,Justin Jackson,1628382,SAC,17719.0,295,-91.0,619,626,187,221,59.0,1245,5.0,9.0,2.0,5.0,2.0,3.0,16.0,9.0,12,34,8.0,71,712,3.0,7.0,,12.0,3.0,14.0,19.0,24.0,,,5.0,19.0,3.0,43.0,5.0,17.0,12.0,30.0,6.0,36.0,6.0,,2.0,1.0,5.0,8,20,14.0,12.0,5.0,19.0,187,1.0,1.0,0.35294117647058826,0.42857142857142855,0.21428571428571427,0.4315068493150685,0.5454545454545454,0.26785714285714285,0.44936708860759494,0.5454545454545454,0.31666666666666665,12.280701754385966,0.4,0.07894736842105263,0.02512562814070352,0.12056737588652482,0.09897610921501707,0.020761245674740483,0.017857142857142856,0.04081632653061224,0.05555555555555555,0.08333333333333333,0.125,0.12264150943396226,0.11428571428571428,0.1232876712328767,0.5555555555555556,0.5555555555555556,1.0,0.2191780821917808,0.1232876712328767,0.45454545454545453,0.4,0.10714285714285714,0.6666666666666666,0.6575342465753424,0.5084069444444445,0.5009142857142856,0.48959444444444444,0.0641025641025641,0.1282051282051282,0.16901408450704225,0.2676056338028169,9.470588235294118,0.30210016155088854,3.0,4.0,9.0,17.0,1.0,1.0,4.0,4.0,22.0,3.0,3.0,10.0,13.0,39.0,2.0,4.0,3.0,14.0,4.0,36.0,3.0,21.0,4.0,,,14.0,2.0,9.0,4.0,1.0,1.0,2.0,6.0,,3.0,1.0,1.0,2.0,2.0,,1.0,,2.0,,,,1.0,7.0,2.0,2.0,3.0,7.0,6.0,4.0,1.0,0.9230769230769231,0.3333333333333333,0.5,0.21428571428571427,0.34210526315789475,0.5342465753424658,,,,,0.011111111111111112,0.02127659574468085,0.014285714285714285,0.0425531914893617,0.8571428571428571,0.1875,0.1875,1.0,0.4444444444444444,0.4444444444444444,1.0,0.2328767123287671,0.5294117647058824,0.5294117647058824,0.8888888888888888,0.3013698630136986,0.18181818181818182,0.18181818181818182,1.0,0.09090909090909091,1.0,0.2727272727272727,0.14285714285714285,0.35714285714285715,0.3,0.19047619047619047,,25.153846153846157,1.0,1.0,3.0,0.05,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,True,,,
1628385,1610612758,Harry Giles III,Harry Giles III,1628385,SAC,49202.0,820,-106.0,1755,1775,579,729,176.0,3530,101.0,158.0,27.0,47.0,31.0,46.0,134.0,50.0,175,342,58.0,408,1994,32.0,57.0,10.0,74.0,53.0,101.0,133.0,228.0,122.0,54.0,20.0,85.0,14.0,190.0,53.0,62.0,76.0,156.0,66.0,222.0,31.0,6.0,39.0,25.0,73.0,72,150,99.0,91.0,37.0,133.0,578,0.6514285714285715,0.7702702702702703,0.5116959064327485,0.5614035087719298,0.5247524752475248,0.5028735632183908,0.5517241379310345,0.5096153846153846,0.5230769230769231,0.578125,0.5362903225806451,23.51447435246318,0.5342465753424658,0.17391304347826086,0.09796672828096119,0.15736040609137056,0.16606498194945848,0.08114856429463171,0.12834224598930483,0.050724637681159424,0.20670391061452514,0.14473684210526316,0.16037735849056603,0.16828478964401294,0.11764705882352941,0.4540229885057471,0.6392405063291139,0.6778523489932886,0.594059405940594,0.3850574712643678,0.14367816091954022,0.8103448275862069,0.574468085106383,0.4423076923076923,0.6739130434782609,0.47126436781609193,0.4827056195965418,0.5376769230769229,0.48733737864077664,0.09788359788359788,0.09946236559139784,0.18137254901960784,0.32598039215686275,6.692690058479532,0.3299145299145299,58.0,16.0,,2.0,,1.0,,,4.0,,,3.0,,6.0,,1.0,,3.0,27.0,,,3.0,,12.0,,65.0,6.0,46.0,10.0,9.0,12.0,11.0,25.0,6.0,34.0,4.0,14.0,3.0,31.0,1.0,16.0,13.0,5.0,7.0,,,12.0,21.0,9.0,,12.0,22.0,12.0,20.0,13.0,,,,,,0.017241379310344827,,0.03508771929824561,0.056962025316455694,,0.046153846153846156,0.10185185185185185,0.04477611940298507,0.06875,0.5454545454545454,0.43283582089552236,0.44274809160305345,0.7068965517241379,0.32,0.32,0.8125,0.005747126436781609,,,,0.011494252873563218,,,,0.017241379310344827,,,,0.028846153846153848,,,,30.183333333333337,1.0,18.0,10.0,0.3050847457627119,,0.037037037037037035,,,,1.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,0.022388059701492536,0.021739130434782608,0.05084745762711865,,,,,,,True,,,
203992,1610612758,Bogdan Bogdanovic,Bogdan Bogdanovic,203992,SAC,29155.0,486,25.0,1007,1012,232,331,101.0,2019,24.0,50.0,3.0,7.0,5.0,12.0,53.0,34.0,61,137,34.0,258,1110,6.0,17.0,,18.0,12.0,24.0,56.0,50.0,72.0,4.0,20.0,76.0,14.0,172.0,6.0,30.0,28.0,59.0,9.0,68.0,13.0,1.0,18.0,15.0,30.0,17,35,42.0,39.0,11.0,54.0,231,0.4098360655737705,0.423728813559322,0.44525547445255476,0.35294117647058826,0.5,0.4933920704845815,0.375,0.4772727272727273,0.5246913580246914,0.375,0.5283018867924528,24.20212765957447,0.6,0.10526315789473684,0.020477815699658702,0.13043478260869565,0.11693548387096774,0.01834862385321101,0.009433962264150943,0.015625,0.08653846153846154,0.07608695652173914,0.17142857142857143,0.13186813186813187,0.125,0.22026431718061673,0.48,0.5714285714285714,0.5416666666666666,0.23348017621145375,0.14977973568281938,0.2916666666666667,0.42857142857142855,0.2727272727272727,0.4166666666666667,0.6167400881057269,0.47668183856502255,0.47591,0.48291463414634145,0.05084745762711865,0.07586206896551724,0.06976744186046512,0.21705426356589147,9.15985401459854,0.23038728897715988,23.0,14.0,5.0,9.0,1.0,3.0,,29.0,81.0,4.0,6.0,20.0,34.0,90.0,2.0,7.0,6.0,20.0,14.0,69.0,33.0,80.0,29.0,12.0,,56.0,6.0,26.0,19.0,11.0,2.0,3.0,12.0,5.0,12.0,1.0,3.0,4.0,6.0,,,2.0,3.0,3.0,3.0,1.0,7.0,,,,,,,4.0,6.0,0.6764705882352942,0.37777777777777777,0.2857142857142857,0.3,0.38202247191011235,0.3964757709251101,,0.08759124087591241,0.16,,0.013986013986013986,0.032520325203252036,0.008849557522123894,0.02654867256637168,,0.4339622641509434,0.46,0.21739130434782608,0.4117647058823529,0.42424242424242425,0.5,0.039647577092511016,0.5555555555555556,0.5555555555555556,0.8,0.3568281938325991,0.35802469135802467,0.35802469135802467,0.6551724137931034,0.125,0.3333333333333333,0.16666666666666666,,0.45454545454545453,0.3,0.3625,0.01098901098901099,26.26555555555555,1.0,1.0,,0.034482758620689655,1.0,0.3333333333333333,1.0,0.25,1.0,1.0,,1.0,,,,,,0.05660377358490566,0.041666666666666664,0.03333333333333333,0.029411764705882353,,,,,,True,,,
1628368,1610612758,De'Aaron Fox,De'Aaron Fox,1628368,SAC,15317.0,255,20.0,554,564,178,247,65.0,1118,20.0,35.0,1.0,1.0,7.0,14.0,32.0,16.0,44,83,32.0,147,606,2.0,5.0,,4.0,14.0,26.0,53.0,12.0,76.0,,17.0,53.0,13.0,123.0,4.0,16.0,8.0,24.0,5.0,29.0,12.0,4.0,13.0,9.0,20.0,10,18,43.0,46.0,23.0,53.0,178,0.13636363636363635,0.13636363636363635,0.5301204819277109,0.4,0.5384615384615384,0.558252427184466,0.3333333333333333,0.6060606060606061,0.6024590163934426,0.3333333333333333,0.6463414634146342,22.36220472440945,0.65,0.055944055944055944,0.021621621621621623,0.11940298507462686,0.08664259927797834,0.019011406844106463,0.014925373134328358,,0.07692307692307693,0.05555555555555555,0.02702702702702703,0.11926605504587157,0.12,0.33980582524271846,0.5714285714285714,0.6666666666666666,0.2,0.3106796116504854,0.1553398058252427,0.16666666666666666,1.0,0.42424242424242425,0.5,0.5339805825242718,0.5063053398058255,0.4729900000000001,0.5304227272727272,0.19491525423728814,0.23469387755102042,0.027210884353741496,0.36054421768707484,7.724096385542169,0.3212996389891697,16.0,8.0,1.0,2.0,,,1.0,8.0,18.0,1.0,4.0,6.0,9.0,20.0,,1.0,4.0,7.0,13.0,12.0,15.0,18.0,8.0,7.0,,36.0,4.0,20.0,12.0,4.0,1.0,1.0,8.0,3.0,7.0,1.0,4.0,1.0,7.0,1.0,,,7.0,8.0,,,4.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,0.4444444444444444,0.45,,0.5714285714285714,0.45,0.1941747572815534,,0.08433734939759036,0.14285714285714285,,0.01282051282051282,0.04054054054054054,0.017543859649122806,0.023809523809523808,0.25,0.5,0.5161290322580645,0.0625,0.5,0.5333333333333333,0.125,0.019417475728155338,0.5,0.5,1.0,0.17475728155339806,0.4444444444444444,0.4444444444444444,0.375,,,0.16666666666666666,0.030303030303030304,0.18181818181818182,0.6666666666666666,0.4444444444444444,,25.24,,,,,,,,,,,,,,,,,,0.03125,,,0.0625,,,,,,True,,,
202697,1610612758,Iman Shumpert,Iman Shumpert,202697,SAC,6579.0,110,-64.0,239,244,86,114,22.0,483,3.0,4.0,,,1.0,2.0,1.0,8.0,6,13,8.0,35,296,,,2.0,2.0,2.0,7.0,10.0,6.0,6.0,,1.0,8.0,1.0,17.0,,5.0,4.0,12.0,2.0,14.0,4.0,,2.0,,4.0,5,8,6.0,9.0,3.0,10.0,85,0.5,0.5,0.46153846153846156,,0.2857142857142857,0.5192307692307693,,0.16666666666666666,0.5833333333333334,0.5,0.3333333333333333,12.734082397003746,0.5,0.06153846153846154,,0.10869565217391304,0.08108108108108109,0.01694915254237288,,,0.030303030303030304,,0.2727272727272727,0.1,0.16666666666666666,0.15384615384615385,0.75,0.75,0.3333333333333333,0.038461538461538464,0.3076923076923077,,,0.16666666666666666,0.5,0.6538461538461539,0.5143692307692308,0.6108,0.47060416666666666,0.13333333333333333,0.1875,0.05714285714285714,0.2857142857142857,12.930769230769231,0.3598326359832636,,3.0,3.0,5.0,,1.0,2.0,2.0,8.0,,,3.0,5.0,13.0,,1.0,,5.0,6.0,15.0,,8.0,2.0,,,7.0,,2.0,1.0,4.0,2.0,,4.0,2.0,2.0,,2.0,,2.0,,,,1.0,,,1.0,,4.0,2.0,,2.0,4.0,1.0,2.0,,1.0,0.38461538461538464,,,0.38461538461538464,0.5,,,,,0.05,,0.06451612903225806,,0.25,,,,0.375,0.375,0.6666666666666666,0.19230769230769232,0.6,0.6,1.0,0.3076923076923077,0.25,0.25,1.0,1.0,,,0.16666666666666666,0.25,,0.25,0.07142857142857142,24.430769230769233,,3.0,,0.3,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,
1628412,1610612758,Frank Mason,Frank Mason,1628412,SAC,10137.0,169,-113.0,383,383,217,202,28.0,766,16.0,24.0,,,11.0,16.0,10.0,8.0,24,42,17.0,77,457,2.0,4.0,,7.0,15.0,28.0,53.0,10.0,38.0,,9.0,33.0,9.0,75.0,,8.0,8.0,16.0,1.0,17.0,8.0,2.0,7.0,5.0,11.0,4,11,25.0,29.0,10.0,53.0,217,0.20833333333333334,0.20833333333333334,0.5714285714285714,0.5,0.5357142857142857,0.4918032786885246,0.7,0.47560975609756095,0.5135135135135135,0.7,0.52,20.334928229665074,0.6363636363636364,0.10810810810810811,,0.10256410256410256,0.10526315789473684,0.005681818181818182,,,0.05128205128205128,0.20833333333333334,0.09090909090909091,0.109375,0.07142857142857142,0.39344262295081966,0.6666666666666666,0.7272727272727273,0.25,0.16393442622950818,0.13114754098360656,,,0.3902439024390244,0.6875,0.7049180327868853,0.5209344262295083,0.40667499999999995,0.5146951219512194,0.14492753623188406,0.2,0.09090909090909091,0.6883116883116883,6.921428571428571,0.566579634464752,5.0,3.0,,3.0,,,2.0,4.0,16.0,1.0,3.0,11.0,4.0,19.0,1.0,1.0,3.0,13.0,14.0,3.0,9.0,16.0,4.0,4.0,,24.0,,14.0,4.0,6.0,1.0,1.0,6.0,2.0,4.0,1.0,2.0,,4.0,,1.0,1.0,,2.0,1.0,,5.0,1.0,1.0,,,1.0,1.0,1.0,4.0,0.25,0.21052631578947367,1.0,0.23076923076923078,0.21052631578947367,0.3114754098360656,,0.09523809523809523,0.08333333333333333,,0.016666666666666666,,0.022222222222222223,0.03571428571428571,1.0,0.5,0.625,,0.375,0.375,0.3333333333333333,0.04918032786885246,,,,0.26229508196721313,0.25,0.25,0.25,,,0.2,0.04878048780487805,0.2682926829268293,0.2727272727272727,0.25,,25.78947368421053,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,0.2,,,,,,,,,True,,,
1627746,1610612758,Skal Labissiere,Skal Labissiere,1627746,SAC,3869.0,64,-12.0,153,151,95,111,10.0,304,5.0,9.0,1.0,2.0,3.0,5.0,1.0,3.0,7,13,5.0,19,173,1.0,2.0,,2.0,5.0,8.0,13.0,10.0,4.0,2.0,3.0,3.0,2.0,9.0,2.0,7.0,7.0,14.0,3.0,17.0,2.0,,5.0,4.0,5.0,6,9,5.0,8.0,3.0,13.0,95,0.7142857142857143,0.8333333333333334,0.5384615384615384,0.5,0.625,0.4666666666666667,0.5,0.5,0.5,0.5,0.5,14.545454545454547,1.0,0.2692307692307692,0.05555555555555555,0.21212121212121213,0.23728813559322035,0.04918032786885246,0.1111111111111111,,0.3333333333333333,0.25,0.2,0.25925925925925924,,0.6,0.5555555555555556,0.5555555555555556,0.8,0.06666666666666667,0.2,1.0,0.5,0.5,0.6,0.7333333333333333,0.53224,0.51465,0.53745,0.16666666666666666,0.1875,0.10526315789473684,0.6842105263157895,5.66923076923077,0.6209150326797386,,2.0,,,,,,,2.0,,,2.0,,2.0,,,,2.0,3.0,,,2.0,,,,,1.0,,,,1.0,,2.0,,,,1.0,,5.0,,,,,,,,1.0,,,,,1.0,,2.0,1.0,,,,,,0.13333333333333333,,,,,0.04,0.05555555555555555,0.05,,,,,,0.6666666666666666,0.6666666666666666,0.5,,,,,0.13333333333333333,,,,,,,,0.2,,,,27.1,,,,,,,,,,,,,1.0,,2.0,,,,,,,1.0,,,,,True,,,
