EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LongMidRangeAssists,ShortMidRangePctAssisted,Technical Free Throw Trips,DefensiveGoaltends,LongMidRangePctBlocked,OffCorner3ReboundPct,3pt And 1 Free Throw Trips,OffensiveGoaltends,on,HeaveAttempts,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,Corner3PctBlocked,Clear Path Fouls
101112,1610612739,Channing Frye,Channing Frye,101112,CLE,20460.0,341.0,-146.0,686,663.0,172.0,178.0,72.0,1349,4.0,7.0,1.0,1.0,2.0,13.0,5.0,18.0,3.0,7.0,1.0,2.0,29.0,72.0,4.0,8.0,7.0,19.0,11.0,38.0,32.0,79.0,11.0,129.0,842.0,2.0,5.0,10.0,15.0,3.0,9.0,7.0,19.0,3.0,30.0,16.0,6.0,93.0,3.0,72.0,29.0,3.0,11.0,9.0,20.0,8.0,1.0,7.0,4.0,49.0,2.0,2.0,24.0,20.0,4.0,48.0,4.0,52.0,6.0,4.0,2.0,7.0,2.0,5.0,6.0,2.0,1.0,1.0,13.0,2.0,4.0,27.0,44.0,3.0,1.0,16.0,3.0,2.0,14.0,1.0,4.0,1.0,2.0,5.0,3.0,2.0,5.0,1.0,1.0,2.0,30.0,172.0,5.0,2.0,0.7272727272727273,0.7272727272727273,0.96875,0.4050632911392405,0.5,0.3684210526315789,0.4050632911392405,0.2894736842105263,0.3333333333333333,0.5042735042735043,0.625,0.48214285714285715,0.524390243902439,0.625,0.5,0.6752136752136753,0.07894736842105263,0.2857142857142857,0.07692307692307693,17.82437745740498,0.5384615384615384,0.25,0.13333333333333333,0.009478672985781991,0.1791044776119403,0.012345679012345678,0.15492957746478872,0.010723860589812333,0.015873015873015872,0.011363636363636364,0.015384615384615385,0.18518518518518517,0.1509433962264151,0.046511627906976744,0.16831683168316833,0.21212121212121213,0.2,0.05982905982905983,0.5714285714285714,0.8,1.0,0.1111111111111111,0.15384615384615385,0.16666666666666666,0.15384615384615385,0.2777777777777778,0.2777777777777778,0.8,0.05982905982905983,0.42857142857142855,0.42857142857142855,1.0,0.6153846153846154,0.4027777777777778,0.4027777777777778,0.9655172413793104,0.16666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.03571428571428571,1.0,0.6785714285714286,0.3684210526315789,0.7350427350427351,0.4027777777777778,0.4874589743589744,0.47205,0.4521375,0.04132231404958678,0.0975609756097561,0.0125,0.11627906976744186,0.23255813953488372,12.547368421052632,26.055696202531642,0.25072886297376096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1626150,1610612739,Andrew Harrison,Andrew Harrison,1626150,CLE,652.0,11.0,5.0,22,21.0,14.0,6.0,1.0,43,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,2.0,2.0,,,7.0,11.0,22.0,,,,,1.0,1.0,,,3.0,5.0,,4.0,,,,,,1.0,1.0,2.0,1.0,,1.0,,5.0,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,1.0,1.0,,,2.0,4.0,,,4.0,,,7.0,1.0,4.0,,,1.0,1.0,,1.0,,,,5.0,14.0,,,,,,,,,,1.0,1.0,1.0,,1.0,1.1,,1.25,,,,,26.08695652173913,,,,,0.14285714285714285,,0.08333333333333333,,,,,,,,0.14285714285714285,,,0.5,1.0,1.0,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.61385,,0.4759,0.8,0.8,,,0.45454545454545453,4.8,,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1626224,1610612739,Cedi Osman,Cedi Osman,1626224,CLE,10991.0,183.0,-102.0,361,358.0,86.0,70.0,38.0,719,11.0,16.0,2.0,3.0,2.0,10.0,,7.0,3.0,10.0,,,5.0,13.0,1.0,1.0,1.0,1.0,13.0,33.0,8.0,23.0,8.0,58.0,463.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0,4.0,14.0,14.0,12.0,18.0,6.0,13.0,5.0,3.0,3.0,8.0,11.0,6.0,2.0,1.0,2.0,30.0,1.0,2.0,11.0,11.0,1.0,23.0,4.0,27.0,7.0,5.0,2.0,3.0,,2.0,3.0,1.0,,,6.0,1.0,1.0,7.0,14.0,1.0,,14.0,2.0,1.0,11.0,3.0,5.0,,2.0,1.0,,1.0,1.0,,,,14.0,86.0,,2.0,0.5384615384615384,0.5384615384615384,0.75,0.34782608695652173,1.0,0.6666666666666666,0.34782608695652173,0.3939393939393939,0.4,0.44642857142857145,0.75,0.625,0.48333333333333334,0.75,0.6363636363636364,0.4107142857142857,0.09090909090909091,,0.3,16.336633663366335,0.5,0.125,0.12790697674418605,0.01694915254237288,0.16176470588235295,0.011494252873563218,0.14285714285714285,0.014634146341463415,0.02702702702702703,,0.014925373134328358,0.1,0.09375,0.20833333333333334,0.16666666666666666,0.14285714285714285,,0.2857142857142857,0.6875,0.6875,0.6363636363636364,0.17857142857142858,0.2,0.2857142857142857,0.125,,,,0.17857142857142858,0.3,0.3,0.3333333333333333,0.23214285714285715,0.38461538461538464,0.4166666666666667,1.0,,,,0.5,1.0,1.0,0.375,0.6666666666666666,0.125,1.0,0.6964285714285714,0.38461538461538464,0.5330044642857142,,0.53904375,0.08620689655172414,0.14285714285714285,,0.05172413793103448,0.2413793103448276,6.8606060606060595,24.695652173913043,0.23822714681440443,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.043478260869565216,0.07692307692307693,0.2,0.029411764705882353,0.03225806451612903,0.5,0.25,0.5,,,,,,,,,,,,,,,,True,,,,,,,
1628021,1610612739,David Nwaba,David Nwaba,1628021,CLE,3132.0,52.0,-9.0,106,100.0,36.0,29.0,8.0,206,5.0,6.0,4.0,5.0,1.0,3.0,,,1.0,1.0,,,,2.0,,,,,6.0,9.0,1.0,3.0,1.0,16.0,135.0,3.0,,,7.0,4.0,5.0,,,1.0,9.0,6.0,6.0,3.0,,2.0,,1.0,,3.0,3.0,3.0,,,,9.0,2.0,1.0,4.0,3.0,,7.0,3.0,10.0,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,5.0,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,9.0,36.0,1.0,,0.5,0.75,1.0,0.3333333333333333,,,0.3333333333333333,0.6666666666666666,0.8,0.625,1.0,0.8,0.6666666666666666,1.1666666666666667,0.9,0.25,0.1111111111111111,0.16666666666666666,,11.304347826086957,1.0,,0.13043478260869565,0.03125,0.18181818181818182,0.1111111111111111,0.15555555555555556,0.06,,,0.14285714285714285,0.125,,0.25,0.2,0.14285714285714285,,0.5,0.8333333333333334,1.0,0.6,0.25,0.3333333333333333,0.3333333333333333,,,,,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,1.0,0.8,,,0.75,,0.5547458333333334,0.6077,0.6379400000000001,0.08333333333333333,0.1111111111111111,,0.4375,0.5625,3.0,24.666666666666668,0.33962264150943394,3.0,,,,,,,,,,,,0.125,,1.0,,,3.0,3.0,1.0,4.0,1.0,1.0,0.3333333333333333,,,,,,,,,True,,,,,,,
1629012,1610612739,Collin Sexton,Collin Sexton,1629012,CLE,10187.0,170.0,-83.0,334,326.0,85.0,87.0,31.0,660,11.0,18.0,1.0,5.0,5.0,13.0,4.0,24.0,,4.0,,,9.0,20.0,1.0,1.0,1.0,6.0,20.0,55.0,9.0,24.0,11.0,78.0,417.0,4.0,1.0,1.0,7.0,3.0,13.0,1.0,6.0,4.0,13.0,14.0,26.0,15.0,12.0,20.0,9.0,2.0,6.0,12.0,18.0,10.0,2.0,2.0,1.0,48.0,1.0,2.0,7.0,3.0,,10.0,3.0,13.0,1.0,1.0,,6.0,1.0,3.0,4.0,3.0,,,10.0,,,3.0,10.0,,1.0,17.0,3.0,1.0,14.0,,5.0,,2.0,,,,,,,,13.0,85.0,,2.0,0.35,0.3684210526315789,0.5555555555555556,0.375,1.0,0.16666666666666666,0.375,0.36363636363636365,0.23076923076923078,0.4240506329113924,0.7,0.23684210526315788,0.45348837209302323,0.7,0.30952380952380953,0.3037974683544304,0.03636363636363636,0.1111111111111111,,26.229508196721312,0.6,,0.0379746835443038,0.0196078431372549,0.109375,0.012195121951219513,0.06993006993006994,0.016304347826086956,0.03125,,0.015384615384615385,0.03333333333333333,,0.08333333333333333,0.10638297872340426,0.11764705882352941,,0.22784810126582278,0.6111111111111112,0.6875,0.45454545454545453,0.16455696202531644,0.38461538461538464,0.38461538461538464,0.3037974683544304,0.16666666666666666,0.16666666666666666,,0.05063291139240506,,,,0.25316455696202533,0.45,0.45,0.5555555555555556,,,,0.2,1.0,,0.2631578947368421,0.2,0.3157894736842105,0.16666666666666666,0.5316455696202531,0.45,0.48967784810126586,0.5236625,0.4758078947368421,0.05952380952380952,0.08333333333333333,,0.08974358974358974,0.16666666666666666,11.114545454545455,25.820833333333336,0.25449101796407186,2.0,,,,,,1.0,1.0,,,,,0.02857142857142857,,0.4,,,1.0,2.0,,2.0,0.5,0.5,,3.0,0.4,,,,,,,True,,,,,,,
203903,1610612739,Jordan Clarkson,Jordan Clarkson,203903,CLE,11022.0,184.0,-87.0,376,361.0,102.0,116.0,44.0,737,19.0,34.0,5.0,7.0,10.0,27.0,5.0,11.0,1.0,8.0,,1.0,8.0,40.0,1.0,4.0,5.0,14.0,34.0,72.0,9.0,48.0,17.0,112.0,468.0,10.0,1.0,5.0,7.0,11.0,19.0,5.0,15.0,4.0,41.0,26.0,42.0,24.0,3.0,40.0,8.0,5.0,7.0,10.0,17.0,8.0,2.0,7.0,,44.0,2.0,9.0,8.0,5.0,3.0,16.0,11.0,27.0,5.0,2.0,3.0,7.0,,4.0,2.0,3.0,,,9.0,,1.0,2.0,7.0,,1.0,23.0,1.0,1.0,19.0,1.0,8.0,,1.0,1.0,,1.0,1.0,1.0,,,41.0,102.0,,1.0,0.38235294117647056,0.3939393939393939,0.8888888888888888,0.1875,0.2,0.3333333333333333,0.1875,0.4722222222222222,0.5789473684210527,0.3958333333333333,0.23333333333333334,0.5441176470588235,0.4296875,0.23333333333333334,0.5694444444444444,0.4,0.06944444444444445,0.08823529411764706,0.037037037037037035,32.38770685579196,0.7777777777777778,0.3,0.07042253521126761,0.08490566037735849,0.12698412698412698,0.020618556701030927,0.09701492537313433,0.054187192118226604,0.05714285714285714,0.13333333333333333,0.01282051282051282,0.07407407407407407,0.03571428571428571,0.125,0.06666666666666667,0.2777777777777778,1.0,0.2833333333333333,0.5588235294117647,0.6129032258064516,0.47368421052631576,0.225,0.37037037037037035,0.38461538461538464,0.09166666666666666,0.45454545454545453,0.5,0.2,0.06666666666666667,0.125,0.125,1.0,0.3333333333333333,0.2,0.20512820512820512,0.875,0.06666666666666667,,,0.26666666666666666,0.25,1.0,0.20588235294117646,0.7142857142857143,0.4117647058823529,0.35714285714285715,0.6833333333333333,0.2,0.5098166666666668,0.5486541666666666,0.48976764705882353,0.06299212598425197,0.10126582278481013,,0.0625,0.36607142857142855,6.456944444444444,25.625000000000004,0.2712765957446808,9.0,,1.0,1.0,,5.0,1.0,,,0.020833333333333332,0.025,,0.038461538461538464,0.07246376811594203,0.6,0.029411764705882353,,2.0,2.0,,2.0,0.2,0.2222222222222222,,,0.3,2.0,1.0,0.09090909090909091,0.05263157894736842,,,True,,,,,,,
1627790,1610612739,Ante Zizic,Ante Zizic,1627790,CLE,957.0,16.0,,33,33.0,13.0,12.0,1.0,66,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,,,,,,,,,,2.0,5.0,,,,4.0,36.0,,,,,1.0,3.0,,,,2.0,4.0,,,,,,,,1.0,1.0,1.0,,,,3.0,,,3.0,2.0,,5.0,,5.0,,,,,,,2.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,2.0,13.0,,,1.0,1.0,,,,,,0.4,0.3333333333333333,0.4,,0.3333333333333333,0.4,,0.3333333333333333,,,,,20.588235294117645,,,0.14285714285714285,,0.375,,0.22727272727272727,,,,,0.4,,,0.2857142857142857,1.0,,0.2,1.0,1.0,1.0,0.6,,,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,1.0,,,0.2,,0.42782,,0.45083333333333336,,,,,0.5,10.0,,0.3939393939393939,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
203918,1610612739,Rodney Hood,Rodney Hood,203918,CLE,4289.0,71.0,-46.0,141,136.0,10.0,8.0,11.0,277,1.0,2.0,,,3.0,8.0,3.0,7.0,,,,,5.0,9.0,,1.0,,,7.0,17.0,5.0,9.0,10.0,39.0,171.0,2.0,,1.0,2.0,,,,,2.0,2.0,,14.0,9.0,6.0,9.0,5.0,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,,2.0,3.0,2.0,,5.0,2.0,7.0,1.0,1.0,,,,,,,,,,,,,3.0,,,6.0,,,11.0,,4.0,1.0,,,,,,,,,2.0,10.0,,,,,0.6,0.5555555555555556,,,0.5555555555555556,0.4117647058823529,,0.5576923076923077,0.3333333333333333,,0.6290322580645161,0.3333333333333333,1.0,0.34615384615384615,0.058823529411764705,0.5,,20.26143790849673,,,0.0625,0.03773584905660377,0.08823529411764706,,0.07575757575757576,0.025,,0.07142857142857142,,,0.14285714285714285,,0.11538461538461539,,,0.07692307692307693,0.5,1.0,,0.3076923076923077,0.375,0.375,0.2692307692307692,0.42857142857142855,0.42857142857142855,,,,,,0.34615384615384615,0.5555555555555556,0.5555555555555556,0.6,,,,0.3333333333333333,,,,,,,0.4230769230769231,0.5555555555555556,0.4472115384615385,0.5054000000000001,,0.16129032258064516,0.19047619047619047,0.1,0.05128205128205128,0.05128205128205128,11.311764705882354,26.766666666666666,0.07092198581560284,1.0,,,,,2.0,,,,,,,,0.15384615384615385,0.3333333333333333,,,1.0,1.0,,2.0,0.5,1.0,,,,,,,,,,True,,,,,,,
202692,1610612739,Alec Burks,Alec Burks,202692,CLE,7945.0,132.0,-63.0,256,248.0,54.0,71.0,28.0,504,12.0,21.0,4.0,7.0,2.0,10.0,,3.0,4.0,6.0,2.0,3.0,5.0,14.0,,1.0,1.0,4.0,14.0,34.0,9.0,20.0,19.0,74.0,323.0,4.0,2.0,4.0,10.0,4.0,8.0,2.0,5.0,4.0,18.0,8.0,20.0,18.0,9.0,14.0,5.0,12.0,6.0,7.0,13.0,6.0,1.0,4.0,,33.0,2.0,4.0,8.0,9.0,2.0,19.0,6.0,25.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,3.0,4.0,,,14.0,,1.0,22.0,1.0,11.0,1.0,,,,,,,,,18.0,54.0,1.0,,0.2857142857142857,0.3076923076923077,0.6666666666666666,0.45,0.5,0.4,0.45,0.4117647058823529,0.5,0.5092592592592593,0.5,0.5384615384615384,0.578125,0.5555555555555556,0.6,0.37037037037037035,0.35294117647058826,0.3333333333333333,0.5,22.996515679442506,0.5,0.3333333333333333,0.16071428571428573,0.046511627906976744,0.15384615384615385,0.03225806451612903,0.1574074074074074,0.04054054054054054,0.07407407407407407,0.03333333333333333,0.02,0.18181818181818182,0.10526315789473684,0.2,0.15,0.16666666666666666,,0.3888888888888889,0.5714285714285714,0.8571428571428571,0.3333333333333333,0.18518518518518517,0.2,0.4,0.05555555555555555,,,,0.1111111111111111,0.6666666666666666,0.6666666666666666,1.0,0.25925925925925924,0.35714285714285715,0.35714285714285715,0.4,0.375,0.6666666666666666,1.0,0.125,,,0.5384615384615384,0.5714285714285714,0.3076923076923077,0.25,0.7592592592592593,0.35714285714285715,0.50505,0.56649375,0.5203458333333334,0.1875,0.25,0.05,0.13513513513513514,0.24324324324324326,5.135294117647058,25.794999999999998,0.2109375,3.0,1.0,1.0,,,,,,,,,,0.034482758620689655,,0.375,0.07692307692307693,1.0,1.0,1.0,2.0,2.0,0.25,0.3333333333333333,,2.0,,,,,0.08333333333333333,1.0,,True,,,,,,,
1626166,1610612739,Cameron Payne,Cameron Payne,1626166,CLE,2360.0,39.0,-15.0,83,80.0,34.0,27.0,12.0,163,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,,,2.0,,,,,2.0,5.0,,3.0,5.0,9.0,97.0,1.0,,,,2.0,2.0,,,1.0,5.0,,4.0,,,2.0,,,1.0,2.0,3.0,,2.0,1.0,,8.0,1.0,,3.0,1.0,,4.0,1.0,5.0,3.0,2.0,1.0,2.0,,2.0,1.0,,1.0,,3.0,,,,2.0,,,3.0,1.0,,6.0,,1.0,,2.0,1.0,1.0,,1.0,1.0,,,5.0,34.0,,1.0,,,,,,,,0.4,1.0,0.25,,1.0,0.4090909090909091,,0.8333333333333334,0.375,,,,14.73684210526316,0.6666666666666666,,0.05,,0.25,0.043478260869565216,0.125,0.023255813953488372,,,0.05263157894736842,0.125,,,0.18181818181818182,1.0,1.0,0.25,0.5,0.5,,0.125,,,0.25,0.5,0.5,,0.125,,,,0.25,,,,,,,,,,0.5,1.0,,,0.625,,0.47995,,0.36975,0.1111111111111111,0.16666666666666666,,,0.5555555555555556,10.219999999999999,24.900000000000002,0.40963855421686746,1.0,,,,,1.0,,,,,,,,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,
