EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceCorner3FGA,HeaveAttempts,StepOutOfBoundsTurnovers,Corner3PctBlocked,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceFG3M,BlockedCorner3,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,on,3SecondViolations,HeaveMakes,OffensiveGoaltends,Clear Path Fouls
1626158,1610612756,Richaun Holmes,Richaun Holmes,1626158,PHX,29291.0,488,-94.0,1026,1019,361,438,91,2045,83.0,114.0,11.0,19.0,20.0,30.0,12.0,41.0,1.0,3.0,96.0,158.0,46.0,238.0,1177,15.0,25.0,7.0,37.0,28.0,44.0,25.0,81.0,162.0,30.0,14.0,9.0,10.0,5.0,15.0,4.0,1.0,6.0,1.0,3.0,35.0,13.0,26.0,45.0,44.0,11.0,100.0,39.0,139.0,3.0,21.0,13.0,8.0,8.0,2.0,5.0,14.0,1.0,3.0,1.0,22.0,5.0,6.0,46.0,77.0,1.0,12.0,8.0,61.0,5.0,2.0,72.0,13.0,36.0,7.0,28.0,18.0,2.0,8.0,28.0,15.0,3.0,81.0,361,5.0,7.0,0.84375,0.9101123595505618,0.6075949367088608,0.6,0.6363636363636364,0.6075949367088608,0.6,0.6363636363636364,0.6329787234042553,0.6379310344827587,0.6532258064516129,0.056962025316455694,0.043859649122807015,0.0975609756097561,18.495575221238937,0.36363636363636365,0.25,0.14666666666666667,0.09701492537313433,0.2694610778443114,0.07386363636363637,0.1905781584582441,0.08783783783783784,0.13333333333333333,0.09574468085106383,0.043478260869565216,0.07518796992481203,0.06976744186046512,0.1366906474820144,0.12790697674418605,0.18666666666666668,0.2847222222222222,0.17391304347826086,0.057692307692307696,0.5357142857142857,0.7215189873417721,0.7280701754385965,0.7614678899082569,0.8674698795180723,0.25949367088607594,0.2926829268292683,0.32432432432432434,0.75,0.0189873417721519,0.3333333333333333,0.3333333333333333,0.76,0.5789473684210527,0.45454545454545453,0.6818181818181818,0.6666666666666666,0.7215189873417721,0.5415227848101266,0.5293478260869565,0.5183636363636362,0.19889502762430938,0.19889502762430938,0.15546218487394958,0.3403361344537815,3.289240506329113,0.35185185185185186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1626162,1610612756,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHX,21271.0,355,-120.0,772,765,254,274,73,1537,38.0,65.0,5.0,9.0,12.0,19.0,11.0,25.0,2.0,6.0,51.0,96.0,43.0,208.0,941,7.0,13.0,8.0,22.0,18.0,30.0,18.0,75.0,54.0,48.0,6.0,12.0,11.0,3.0,14.0,3.0,,7.0,2.0,2.0,31.0,1.0,11.0,20.0,19.0,6.0,45.0,12.0,57.0,3.0,14.0,10.0,4.0,15.0,,6.0,7.0,3.0,9.0,1.0,22.0,,7.0,12.0,39.0,2.0,2.0,1.0,50.0,3.0,5.0,52.0,5.0,22.0,5.0,12.0,10.0,,2.0,13.0,7.0,,75.0,254,4.0,5.0,0.5294117647058824,0.5625,0.53125,0.5384615384615384,0.6,0.5092592592592593,0.4117647058823529,0.57,0.5625,0.55,0.6147540983606558,0.125,0.13846153846153847,0.12,23.953488372093023,0.6818181818181818,0.20689655172413793,0.10614525139664804,0.05913978494623656,0.15503875968992248,0.0070921985815602835,0.1266233766233766,0.03669724770642202,0.09090909090909091,0.06060606060606061,,,0.02631578947368421,0.05,0.1,0.20408163265306123,0.16981132075471697,0.08695652173913043,0.039473684210526314,0.5384615384615384,0.4012345679012346,0.5846153846153846,0.6785714285714286,0.5789473684210527,0.15432098765432098,0.44,0.5,0.36363636363636365,0.037037037037037035,0.3333333333333333,0.3333333333333333,0.5294117647058824,0.5555555555555556,0.4,0.38,0.631578947368421,0.808641975308642,0.5541795031055897,0.5844307692307692,0.544668,0.12849162011173185,0.19469026548672566,0.10576923076923077,0.3605769230769231,4.227083333333335,0.3290155440414508,5.0,16.0,1.0,5.0,16.0,50.0,4.0,6.0,15.0,21.0,66.0,4.0,7.0,20.0,45.0,18.0,50.0,16.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7142857142857143,0.3181818181818182,0.35,0.3181818181818182,0.4074074074074074,0.015151515151515152,0.02,0.5,0.09876543209876543,0.3125,0.3125,0.8,0.30864197530864196,0.32,0.32653061224489793,0.6875,0.23529411764705882,0.1,0.2,0.3,0.4,0.32,0.015151515151515152,25.150000000000016,,,,,,,,,,,,,,,,,,,,True,,,,
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,25817.0,430,-124.0,945,924,341,427,88,1869,47.0,72.0,2.0,4.0,22.0,32.0,32.0,68.0,22.0,44.0,101.0,184.0,86.0,330.0,1138,6.0,14.0,2.0,14.0,41.0,70.0,47.0,153.0,78.0,124.0,4.0,10.0,46.0,36.0,82.0,23.0,13.0,35.0,10.0,1.0,200.0,4.0,5.0,17.0,29.0,4.0,50.0,9.0,59.0,1.0,11.0,6.0,5.0,37.0,6.0,23.0,21.0,4.0,14.0,2.0,58.0,3.0,22.0,25.0,56.0,1.0,1.0,4.0,74.0,1.0,1.0,98.0,7.0,36.0,14.0,2.0,1.0,,1.0,2.0,2.0,,153.0,341,6.0,13.0,0.38613861386138615,0.3939393939393939,0.5489130434782609,0.42857142857142855,0.5857142857142857,0.4899598393574297,0.3333333333333333,0.5247524752475248,0.5597269624573379,0.3684210526315789,0.6071428571428571,0.05434782608695652,0.09722222222222222,0.04411764705882353,33.49282296650718,0.6379310344827587,0.0851063829787234,0.11553784860557768,0.022321428571428572,0.1,0.023668639053254437,0.10926365795724466,0.022900763358778626,0.010869565217391304,0.02531645569620253,0.03773584905660377,0.01652892561983471,0.041666666666666664,0.11382113821138211,0.09411764705882353,0.16279069767441862,0.09154929577464789,0.14285714285714285,0.008928571428571428,1.0,0.2891566265060241,0.6527777777777778,0.7230769230769231,0.5106382978723404,0.27309236947791166,0.47058823529411764,0.49230769230769234,0.28125,0.17670682730923695,0.5,0.5,0.2222222222222222,0.5,0.5,0.31683168316831684,0.6875,0.5502008032128514,0.4868382591093118,0.4372166666666667,0.47763999999999995,0.13261648745519714,0.16901408450704225,0.04242424242424243,0.4636363636363636,8.281521739130437,0.36084656084656086,1.0,5.0,,2.0,13.0,60.0,3.0,8.0,29.0,14.0,65.0,4.0,8.0,31.0,30.0,12.0,59.0,13.0,2.0,,2.0,1.0,,,0.7142857142857143,0.2153846153846154,0.25806451612903225,0.21875,0.26104417670682734,0.03076923076923077,0.016666666666666666,0.2727272727272727,0.020080321285140562,0.2,0.25,1.0,0.24096385542168675,0.21666666666666667,0.22033898305084745,0.6923076923076923,0.16666666666666666,0.019801980198019802,,0.2871287128712871,0.27586206896551724,0.22033898305084745,0.015151515151515152,27.34,1.0,1.0,1.0,0.2,0.05555555555555555,,,,,,,,,,,,,,,True,,,,
1627733,1610612756,Dragan Bender,Dragan Bender,1627733,PHX,13534.0,226,-101.0,489,486,174,190,39,975,21.0,28.0,5.0,5.0,7.0,13.0,,4.0,,,21.0,32.0,20.0,83.0,609,5.0,5.0,7.0,17.0,7.0,14.0,8.0,28.0,32.0,10.0,6.0,2.0,11.0,4.0,15.0,4.0,,5.0,6.0,,34.0,4.0,8.0,9.0,26.0,11.0,46.0,12.0,58.0,,4.0,4.0,,8.0,,4.0,2.0,,4.0,1.0,10.0,1.0,4.0,23.0,28.0,,1.0,,29.0,1.0,2.0,36.0,4.0,19.0,1.0,10.0,7.0,,3.0,10.0,4.0,,28.0,173,2.0,1.0,0.7619047619047619,0.8888888888888888,0.65625,1.0,0.5,0.5338983050847458,0.8333333333333334,0.47619047619047616,0.5533333333333333,0.85,0.5,0.0625,0.07142857142857142,,16.037735849056606,0.8,0.4074074074074074,0.18439716312056736,0.07920792079207921,0.11538461538461539,0.04,0.1598173515981735,0.05970149253731343,0.10256410256410256,0.07317073170731707,0.047619047619047616,0.029411764705882353,0.0625,0.20588235294117646,0.15384615384615385,0.19047619047619047,0.11940298507462686,0.09090909090909091,,0.4,0.4745762711864407,0.75,0.8076923076923077,0.7619047619047619,0.06779661016949153,,,,,,,0.8333333333333334,1.0,0.2,0.6190476190476191,0.5384615384615384,0.9322033898305084,0.569743220338983,0.63008,0.5795904761904762,0.25675675675675674,0.40425531914893614,0.20481927710843373,0.3373493975903614,1.9875,0.3558282208588957,4.0,10.0,2.0,4.0,3.0,17.0,1.0,,3.0,7.0,27.0,1.0,2.0,7.0,21.0,,17.0,3.0,,,,,,,1.0,0.25925925925925924,0.2857142857142857,0.25925925925925924,0.4576271186440678,,,,0.1694915254237288,0.4,0.4,1.0,0.288135593220339,0.17647058823529413,0.17647058823529413,1.0,0.16666666666666666,0.19047619047619047,0.5,0.14285714285714285,,0.17647058823529413,,24.614814814814817,,,,,,1.0,,,,,,,,,,,,,,True,,,,
2037,1610612756,Jamal Crawford,Jamal Crawford,2037,PHX,71940.0,1199,-377.0,2564,2552,809,1019,229,5116,11.0,22.0,,1.0,3.0,8.0,32.0,75.0,64.0,139.0,107.0,236.0,93.0,508.0,3047,3.0,7.0,2.0,26.0,26.0,69.0,44.0,159.0,24.0,190.0,,8.0,186.0,43.0,229.0,30.0,13.0,140.0,32.0,14.0,501.0,4.0,4.0,33.0,42.0,2.0,77.0,8.0,85.0,4.0,33.0,20.0,13.0,67.0,19.0,52.0,32.0,4.0,15.0,2.0,99.0,3.0,30.0,25.0,75.0,1.0,3.0,3.0,91.0,2.0,6.0,110.0,6.0,26.0,18.0,11.0,8.0,,3.0,12.0,5.0,,157.0,807,9.0,14.0,0.11214953271028037,0.11214953271028037,0.4533898305084746,0.42857142857142855,0.37681159420289856,0.4737442922374429,0.6,0.4136690647482014,0.5206611570247934,0.5952380952380952,0.48466257668711654,0.03389830508474576,0.045454545454545456,0.02666666666666667,20.480225988700564,0.6767676767676768,0.018518518518518517,0.06306306306306306,0.005847953216374269,0.07268722466960352,0.008714596949891068,0.06696428571428571,0.00699912510936133,0.0036496350364963502,0.012345679012345678,,0.0058309037900874635,0.017241379310344827,0.05592105263157895,0.05116279069767442,0.09523809523809523,0.07238605898123325,0.07407407407407407,0.016597510373443983,0.4166666666666667,0.0502283105022831,0.5,0.5238095238095238,0.2727272727272727,0.17123287671232876,0.4266666666666667,0.4383561643835616,0.125,0.317351598173516,0.460431654676259,0.47761194029850745,0.05,,,0.05755395683453238,0.375,0.5114155251141552,0.4683715277777779,0.4679249999999999,0.4565022058823529,0.07725321888412018,0.1015625,0.051181102362204724,0.31299212598425197,14.066949152542367,0.3155226209048362,9.0,37.0,1.0,11.0,58.0,165.0,12.0,20.0,59.0,67.0,202.0,13.0,21.0,70.0,102.0,99.0,162.0,58.0,,2.0,5.0,10.0,1.0,,0.5074626865671642,0.3316831683168317,0.3,0.33668341708542715,0.4611872146118721,,,0.078125,0.08447488584474885,0.24324324324324326,0.24324324324324326,1.0,0.3767123287671233,0.3515151515151515,0.3515151515151515,0.43103448275862066,0.6,0.07913669064748201,0.09090909090909091,0.4244604316546763,0.3389830508474576,0.35802469135802467,0.047619047619047616,26.157425742574254,1.0,3.0,,,0.05,1.0,6.0,6.0,1.0,0.46153846153846156,0.03597122302158273,0.5,0.6666666666666666,,,,,,,True,,,,
1628367,1610612756,Josh Jackson,Josh Jackson,1628367,PHX,40085.0,668,-218.0,1444,1434,424,569,127,2878,59.0,116.0,5.0,13.0,9.0,15.0,24.0,71.0,13.0,35.0,96.0,222.0,56.0,323.0,1669,7.0,19.0,9.0,29.0,20.0,45.0,19.0,83.0,92.0,100.0,4.0,33.0,38.0,6.0,44.0,4.0,2.0,37.0,1.0,,94.0,3.0,18.0,45.0,49.0,14.0,108.0,21.0,129.0,10.0,21.0,15.0,6.0,32.0,3.0,28.0,20.0,,4.0,5.0,52.0,4.0,11.0,32.0,75.0,5.0,3.0,4.0,64.0,1.0,7.0,81.0,5.0,36.0,4.0,22.0,19.0,,3.0,22.0,14.0,,83.0,422,10.0,4.0,0.4791666666666667,0.48936170212765956,0.43243243243243246,0.3684210526315789,0.4444444444444444,0.4405940594059406,0.4,0.463768115942029,0.475,0.48333333333333334,0.5253164556962026,0.14864864864864866,0.1810344827586207,0.16901408450704225,24.469413233458177,0.6153846153846154,0.20588235294117646,0.12564102564102564,0.0430622009569378,0.17509727626459143,0.01282051282051282,0.14528593508500773,0.032208588957055216,0.049689440993788817,0.058823529411764705,0.009615384615384616,0.011560693641618497,0.01639344262295082,0.15789473684210525,0.0916030534351145,0.11363636363636363,0.1943127962085308,0.08695652173913043,0.06993006993006994,0.6363636363636364,0.38283828382838286,0.5086206896551724,0.6210526315789474,0.5254237288135594,0.23432343234323433,0.3380281690140845,0.4067796610169492,0.4166666666666667,0.11551155115511551,0.37142857142857144,0.37142857142857144,0.52,0.38461538461538464,0.4,0.21739130434782608,0.6,0.6501650165016502,0.5199456666666665,0.4990642857142857,0.4905174242424242,0.1130952380952381,0.1422924901185771,0.08978328173374613,0.25696594427244585,6.234684684684683,0.29362880886426596,7.0,26.0,2.0,6.0,18.0,55.0,4.0,6.0,18.0,25.0,81.0,6.0,8.0,24.0,72.0,3.0,53.0,18.0,,,,2.0,,,0.96,0.30864197530864196,0.3333333333333333,0.31645569620253167,0.26732673267326734,,,0.38461538461538464,0.0858085808580858,0.2692307692307692,0.2692307692307692,1.0,0.18151815181518152,0.32727272727272727,0.32727272727272727,0.9444444444444444,0.16,0.08695652173913043,0.3333333333333333,0.2608695652173913,0.3333333333333333,0.33962264150943394,0.024096385542168676,25.653086419753077,2.0,2.0,2.0,,0.08,1.0,2.0,2.0,,0.3333333333333333,,0.5,1.0,5.0,,,,,,True,,,,
1628969,1610612756,Mikal Bridges,Mikal Bridges,1628969,PHX,41646.0,694,-138.0,1473,1473,414,523,137,2946,47.0,64.0,8.0,12.0,9.0,13.0,5.0,15.0,,1.0,52.0,80.0,29.0,199.0,1717,8.0,13.0,2.0,27.0,11.0,17.0,17.0,63.0,84.0,20.0,2.0,8.0,35.0,17.0,52.0,8.0,9.0,25.0,7.0,3.0,121.0,8.0,7.0,31.0,36.0,2.0,69.0,15.0,84.0,2.0,40.0,25.0,15.0,16.0,3.0,13.0,11.0,2.0,3.0,1.0,27.0,,5.0,30.0,57.0,1.0,,2.0,27.0,1.0,2.0,34.0,4.0,13.0,5.0,18.0,16.0,,2.0,18.0,10.0,,63.0,412,4.0,4.0,0.8076923076923077,0.8235294117647058,0.65,0.6153846153846154,0.6470588235294118,0.5448717948717948,0.5434782608695652,0.5,0.5823529411764706,0.5625,0.5727272727272728,0.1,0.125,,12.07847946045371,0.5925925925925926,0.034482758620689655,0.08955223880597014,0.017948717948717947,0.1225296442687747,0.030534351145038167,0.10229007633587786,0.023006134969325152,0.013333333333333334,0.007042253521126761,0.04081632653061224,0.030303030303030304,0.03125,0.06701030927835051,0.11864406779661017,0.1,0.10952380952380952,0.18604651162790697,0.02857142857142857,0.5555555555555556,0.41025641025641024,0.734375,0.8392857142857143,0.8085106382978723,0.09615384615384616,0.3333333333333333,0.3333333333333333,0.8,0.00641025641025641,,,0.5217391304347826,0.6666666666666666,0.875,0.2826086956521739,0.6923076923076923,0.8974358974358975,0.5736612903225807,0.5899599999999998,0.5607900000000001,0.08484848484848485,0.14606741573033707,0.135678391959799,0.3165829145728643,2.930000000000001,0.28105906313645623,7.0,31.0,2.0,14.0,15.0,45.0,4.0,6.0,15.0,22.0,76.0,10.0,8.0,29.0,57.0,9.0,44.0,15.0,1.0,1.0,1.0,1.0,,,0.8636363636363636,0.2894736842105263,0.27586206896551724,0.29333333333333333,0.48717948717948717,0.013157894736842105,0.022222222222222223,,0.1987179487179487,0.22580645161290322,0.22580645161290322,1.0,0.28846153846153844,0.3333333333333333,0.3409090909090909,0.8,0.17391304347826086,0.30434782608695654,0.14285714285714285,0.32608695652173914,0.4,0.3409090909090909,0.013157894736842105,24.92105263157894,6.0,1.0,1.0,,0.2608695652173913,1.0,1.0,3.0,,0.3,,0.25,1.0,,2.0,0.3333333333333333,1.0,,,True,,,,
1629150,1610612756,Emanuel Terry,Emanuel Terry,1629150,PHX,1032.0,17,7.0,39,40,23,21,4,79,4.0,6.0,1.0,2.0,2.0,4.0,,,,,4.0,6.0,1.0,9.0,42,1.0,2.0,,2.0,2.0,4.0,1.0,5.0,6.0,2.0,2.0,,1.0,,1.0,,,1.0,,,2.0,1.0,1.0,1.0,3.0,,4.0,2.0,6.0,,3.0,2.0,1.0,,,,1.0,,,,1.0,,,2.0,3.0,,,1.0,2.0,,,2.0,,1.0,,,,,,,,,5.0,23,,,0.75,1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.5,0.6428571428571429,0.5,0.5,,,,18.181818181818183,,,0.5,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.14285714285714285,,0.3333333333333333,,0.2,,0.5,1.0,,0.25,,,,1.0,0.6666666666666666,0.6666666666666666,0.75,,,,,,,,1.0,0.5,,1.0,0.5,1.0,0.6362,0.5314,0.627825,0.14285714285714285,0.14285714285714285,0.2222222222222222,0.5555555555555556,1.5166666666666666,0.5897435897435898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203933,1610612756,T.J. Warren,T.J. Warren,203933,PHX,18059.0,301,-78.0,668,667,233,320,63,1335,32.0,46.0,7.0,7.0,9.0,16.0,18.0,34.0,2.0,10.0,52.0,90.0,23.0,184.0,790,9.0,11.0,1.0,25.0,15.0,27.0,11.0,56.0,50.0,54.0,10.0,7.0,8.0,2.0,10.0,2.0,,7.0,1.0,,22.0,2.0,4.0,20.0,13.0,7.0,40.0,7.0,47.0,1.0,9.0,4.0,5.0,6.0,,4.0,3.0,,2.0,1.0,9.0,,3.0,17.0,35.0,1.0,3.0,1.0,23.0,2.0,1.0,29.0,4.0,14.0,2.0,9.0,6.0,1.0,2.0,10.0,6.0,,56.0,233,7.0,2.0,0.4807692307692308,0.5319148936170213,0.5777777777777777,0.8181818181818182,0.5555555555555556,0.6338582677165354,0.8571428571428571,0.5625,0.658273381294964,0.8928571428571429,0.6086956521739131,0.07777777777777778,0.08695652173913043,0.058823529411764705,20.081411126187245,0.6666666666666666,0.2413793103448276,0.07692307692307693,0.02197802197802198,0.16393442622950818,0.01818181818181818,0.1134020618556701,0.02054794520547945,0.029411764705882353,0.029850746268656716,,0.012048192771084338,0.037037037037037035,0.0379746835443038,0.14814814814814814,0.05555555555555555,0.14285714285714285,0.25,0.02040816326530612,0.6,0.36220472440944884,0.6956521739130435,0.7619047619047619,0.5,0.2677165354330709,0.5294117647058824,0.5625,0.4444444444444444,0.07874015748031496,0.2,0.2222222222222222,0.5,1.0,0.14285714285714285,0.4,0.5625,0.6535433070866141,0.5166854330708661,0.5165333333333333,0.51279875,0.10218978102189781,0.14,0.1358695652173913,0.30434782608695654,5.921111111111112,0.34880239520958084,8.0,15.0,3.0,7.0,11.0,22.0,2.0,2.0,6.0,19.0,37.0,3.0,5.0,13.0,48.0,9.0,22.0,11.0,,,1.0,,1.0,,0.8421052631578947,0.5135135135135135,0.38461538461538464,0.5135135135135135,0.29133858267716534,,,0.5,0.11811023622047244,0.5333333333333333,0.5333333333333333,0.875,0.1732283464566929,0.5,0.5,0.8181818181818182,0.14285714285714285,0.175,0.42857142857142855,0.15,0.3333333333333333,0.5,,24.613513513513514,1.0,,,,0.07142857142857142,,1.0,2.0,1.0,0.6666666666666666,0.1,0.5,1.0,,1.0,1.0,1.0,1.0,0.1,True,,,,
1629059,1610612756,Elie Okobo,Elie Okobo,1629059,PHX,12124.0,202,-57.0,432,427,112,148,33,859,11.0,18.0,,2.0,4.0,6.0,2.0,9.0,1.0,5.0,14.0,32.0,12.0,61.0,498,,3.0,,,4.0,8.0,8.0,22.0,18.0,10.0,,3.0,14.0,5.0,19.0,3.0,2.0,12.0,1.0,1.0,43.0,3.0,3.0,7.0,13.0,,20.0,6.0,26.0,3.0,9.0,6.0,3.0,10.0,2.0,9.0,5.0,,1.0,2.0,15.0,,4.0,13.0,31.0,,,,16.0,,2.0,16.0,1.0,5.0,2.0,3.0,3.0,,,3.0,2.0,,22.0,112,2.0,2.0,0.6428571428571429,0.6428571428571429,0.4375,,0.5,0.4152542372881356,,0.5833333333333334,0.4621212121212121,,0.6470588235294118,0.09375,0.1111111111111111,0.1111111111111111,17.05263157894737,0.6666666666666666,,0.1092436974789916,0.025210084033613446,0.11475409836065574,0.04054054054054054,0.1111111111111111,0.031088082901554404,0.017543859649122806,0.02631578947368421,0.041666666666666664,0.03773584905660377,0.047619047619047616,0.1,0.13333333333333333,0.08333333333333333,0.10638297872340426,0.14285714285714285,0.08571428571428572,0.6666666666666666,0.3050847457627119,0.6111111111111112,0.6875,0.7272727272727273,0.15254237288135594,0.2222222222222222,0.25,0.5,0.0847457627118644,0.2,0.2,0.2857142857142857,,,0.5,0.6666666666666666,0.7627118644067796,0.5394644067796609,0.5567214285714286,0.5943708333333333,0.09375,0.1388888888888889,,0.36065573770491804,5.8999999999999995,0.25925925925925924,2.0,5.0,1.0,1.0,5.0,22.0,3.0,1.0,3.0,7.0,27.0,4.0,2.0,4.0,18.0,3.0,22.0,5.0,,,,1.0,,,0.8571428571428571,0.25925925925925924,0.5,0.25925925925925924,0.4576271186440678,,,,0.0847457627118644,0.4,0.4,1.0,0.3728813559322034,0.22727272727272727,0.22727272727272727,0.8,0.42857142857142855,0.08333333333333333,1.0,0.25,0.3333333333333333,0.22727272727272727,0.03571428571428571,25.440740740740743,1.0,,,,0.14285714285714285,,,,,,,,,,,,,,,True,,,,
