EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,on,Corner3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls
1627395,1610612763,Julian Washburn,Julian Washburn,1627395,MEM,15.0,-2.0,1,1.0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,27946.0,-120.0,922,330.0,1849,1093,466.0,927.0,334.0,85.0,25.0,30.0,4.0,5.0,9.0,11.0,32.0,71.0,16.0,40.0,1.0,1.0,18.0,57.0,2.0,4.0,6.0,18.0,73.0,141.0,18.0,58.0,52.0,252.0,10.0,16.0,2.0,4.0,4.0,30.0,30.0,54.0,6.0,19.0,25.0,103.0,92.0,54.0,54.0,2.0,57.0,18.0,5.0,37.0,25.0,62.0,21.0,4.0,24.0,6.0,7.0,149.0,5.0,5.0,1.0,38.0,46.0,7.0,91.0,11.0,102.0,2.0,16.0,10.0,6.0,23.0,6.0,11.0,14.0,12.0,2.0,37.0,1.0,17.0,30.0,44.0,1.0,2.0,4.0,69.0,3.0,4.0,70.0,3.0,1.0,25.0,11.0,13.0,8.0,1.0,4.0,13.0,7.0,1.0,101.0,333.0,3.0,10.0,0.6301369863013698,0.6388888888888888,1.0,0.3103448275862069,0.5,0.3157894736842105,0.3103448275862069,0.5177304964539007,0.625,0.5555555555555556,0.5025125628140703,0.65,0.5342465753424658,0.5431034482758621,0.6818181818181818,0.5852272727272727,0.2914572864321608,0.0354609929078014,0.0333333333333333,0.0422535211267605,0.025,26.26953125,0.6216216216216216,0.25,0.0476190476190476,0.2044444444444444,0.0198412698412698,0.2420382165605095,0.0279329608938547,0.2198952879581152,0.0232018561484918,0.0135135135135135,0.0181818181818181,0.0294117647058823,0.0215827338129496,0.05,0.1739130434782608,0.2619047619047619,0.1632653061224489,0.2439024390243902,0.2352941176470588,0.02,0.5384615384615384,0.1507537688442211,0.8333333333333334,0.8620689655172413,0.68,0.3567839195979899,0.4507042253521127,0.4705882352941176,0.5,0.2010050251256281,0.4,0.4102564102564102,0.8125,0.0050251256281407,0.2864321608040201,0.3157894736842105,0.3157894736842105,1.0,0.25,0.8,0.5,0.2,0.5,1.0,0.1506849315068493,0.8181818181818182,0.0136986301369863,0.2465753424657534,0.3333333333333333,0.4422110552763819,0.3157894736842105,0.4623540201005026,0.4597323529411765,0.4454499999999999,0.1131221719457013,0.1533742331288343,0.119047619047619,0.4087301587301587,9.79290780141844,25.59310344827586,0.3603020496224379,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
203200,1610612763,Justin Holiday,Justin Holiday,203200,MEM,9287.0,-56.0,302,92.0,610,362,155.0,308.0,100.0,35.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,13.0,5.0,15.0,10.0,5.0,,13.0,,2.0,,3.0,12.0,32.0,6.0,23.0,6.0,48.0,1.0,2.0,,2.0,2.0,4.0,2.0,10.0,3.0,8.0,2.0,15.0,20.0,4.0,18.0,2.0,13.0,,,3.0,4.0,7.0,1.0,3.0,1.0,1.0,1.0,18.0,,1.0,1.0,6.0,4.0,,10.0,2.0,12.0,1.0,4.0,4.0,,7.0,5.0,5.0,5.0,2.0,,12.0,,2.0,1.0,6.0,,1.0,,4.0,,,7.0,1.0,,3.0,1.0,1.0,1.0,,,1.0,,,15.0,100.0,1.0,1.0,0.8333333333333334,0.9090909090909092,1.0,0.2608695652173913,,0.375,0.2608695652173913,0.375,0.5,0.2,0.3818181818181818,0.25,0.3611111111111111,0.4137931034482758,0.4,0.3947368421052631,0.4181818181818181,,,,,20.23121387283237,0.5833333333333334,,0.125,0.0655737704918032,0.0108695652173913,0.109090909090909,,0.0862068965517241,0.0060975609756097,,0.0238095238095238,,,,,0.08,0.1666666666666666,0.1333333333333333,,0.027027027027027,,0.0727272727272727,1.0,1.0,0.75,0.2363636363636363,0.2307692307692307,0.2307692307692307,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.1818181818181818,0.2363636363636363,,,,0.25,1.0,,0.5,,,0.0555555555555555,1.0,0.2777777777777778,0.1666666666666666,,0.4909090909090909,,0.4834472727272727,0.5691333333333334,0.4804361111111111,0.0526315789473684,0.088235294117647,0.0833333333333333,0.3125,12.1875,24.473913043478262,0.3246753246753247,6.0,3.0,0.6,0.6,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,True,,,
203210,1610612763,JaMychal Green,JaMychal Green,203210,MEM,53986.0,-201.0,1786,633.0,3572,2027,900.0,1786.0,560.0,199.0,80.0,128.0,28.0,47.0,25.0,44.0,10.0,42.0,23.0,46.0,35.0,13.0,26.0,61.0,1.0,5.0,4.0,7.0,113.0,216.0,38.0,96.0,63.0,403.0,30.0,56.0,2.0,8.0,15.0,81.0,34.0,74.0,8.0,20.0,25.0,117.0,156.0,70.0,111.0,50.0,61.0,26.0,26.0,28.0,8.0,36.0,6.0,2.0,20.0,5.0,3.0,80.0,24.0,47.0,1.0,81.0,76.0,23.0,180.0,72.0,252.0,7.0,33.0,14.0,19.0,31.0,6.0,26.0,32.0,5.0,8.0,63.0,4.0,14.0,55.0,123.0,2.0,11.0,8.0,74.0,4.0,9.0,80.0,5.0,1.0,34.0,8.0,25.0,19.0,1.0,5.0,26.0,12.0,1.0,117.0,558.0,21.0,7.0,0.6902654867256637,0.8863636363636364,0.9736842105263158,0.3958333333333333,0.25,0.4,0.3958333333333333,0.5231481481481481,0.5357142857142857,0.4594594594594595,0.5448717948717948,0.515625,0.4893617021276595,0.5759312320916905,0.5472972972972973,0.536697247706422,0.3076923076923077,0.1203703703703703,0.1328125,0.2142857142857142,,20.42743538767396,0.492063492063492,0.4509803921568627,0.0196078431372549,0.1743119266055046,0.0854545454545454,0.2410714285714285,0.072289156626506,0.2033678756476684,0.0804988662131519,0.0909090909090909,0.0995475113122171,0.056338028169014,0.0739299610894941,0.0666666666666666,0.1559139784946236,0.1847133757961783,0.1935483870967742,0.2295719844357976,0.2784810126582278,0.053030303030303,0.4615384615384615,0.4102564102564102,0.625,0.7207207207207207,0.6375,0.1346153846153846,0.238095238095238,0.303030303030303,0.5,0.1474358974358974,0.5,0.5,0.9565217391304348,0.1121794871794871,0.1955128205128205,0.4262295081967213,0.4262295081967213,0.9615384615384616,0.734375,0.5957446808510638,0.1071428571428571,0.078125,0.2,1.0,0.4680851063829787,0.5681818181818182,0.1382978723404255,0.0744680851063829,0.5714285714285714,0.717948717948718,0.4262295081967213,0.5291434294871795,0.5649553191489364,0.5159595744680852,0.0997067448680351,0.1387755102040816,0.2009925558312655,0.2903225806451613,6.1745370370370365,24.748958333333334,0.3135498320268757,12.0,4.0,0.3428571428571428,0.3428571428571428,1.0,0.3076923076923077,1.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,0.046875,0.3333333333333333,1.0,,,,,,,,True,,,
203998,1610612763,Bruno Caboclo,Bruno Caboclo,203998,MEM,1172.0,-16.0,38,21.0,76,48,20.0,38.0,20.0,8.0,,1.0,,1.0,,1.0,,,,,3.0,1.0,,2.0,,,,1.0,,1.0,,5.0,,,,1.0,,2.0,,,,1.0,,2.0,,,,,,,2.0,,,,,,,,,,,,2.0,,,2.0,,,2.0,2.0,4.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,20.0,,,,,,,,,,,,,,,,,,,0.8333333333333334,,,,,13.333333333333332,,,,,,0.4,0.1538461538461538,0.1538461538461538,0.08,,,,0.25,,,,,0.4,,,1.0,0.1666666666666666,,,,,,,,,,,,0.5,0.3333333333333333,,,,0.3333333333333333,,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,1.0,,0.5965583333333333,0.6186,0.6067666666666667,,,,,0.6,24.14,0.5263157894736842,,,,,,,,2.0,,,,,,,,,,0.6666666666666666,,,,,,,,,,True,,,
1627782,1610612763,Wayne Selden,Wayne Selden,1627782,MEM,8434.0,-18.0,277,94.0,554,289,141.0,277.0,58.0,30.0,8.0,18.0,1.0,2.0,,4.0,4.0,13.0,1.0,5.0,5.0,,2.0,14.0,,1.0,1.0,4.0,13.0,36.0,5.0,19.0,8.0,49.0,1.0,3.0,,1.0,1.0,3.0,1.0,7.0,1.0,4.0,,5.0,14.0,12.0,12.0,2.0,14.0,2.0,3.0,8.0,2.0,10.0,1.0,1.0,4.0,2.0,2.0,22.0,2.0,4.0,,8.0,2.0,,10.0,6.0,16.0,2.0,1.0,1.0,,3.0,,1.0,2.0,2.0,1.0,5.0,,,4.0,16.0,,3.0,,8.0,,1.0,11.0,1.0,,6.0,,3.0,2.0,,1.0,3.0,2.0,,5.0,58.0,1.0,,0.5384615384615384,0.5833333333333334,0.8,0.2631578947368421,,0.25,0.2631578947368421,0.3611111111111111,0.3333333333333333,0.1428571428571428,0.3727272727272727,0.25,0.2272727272727272,0.4083333333333333,0.3,0.2272727272727272,0.3454545454545454,0.0833333333333333,,0.2307692307692307,,21.03559870550162,0.6,,,0.024390243902439,0.0434782608695652,0.1403508771929824,0.0454545454545454,0.0719424460431654,0.0441176470588235,0.0869565217391304,0.048780487804878,,0.0512820512820512,,0.0285714285714285,0.03125,,0.1951219512195122,,0.0588235294117647,0.6666666666666666,0.3272727272727272,0.4444444444444444,0.4444444444444444,0.5,0.2363636363636363,0.3076923076923077,0.4,0.5,0.0909090909090909,0.2,0.2,1.0,0.0909090909090909,0.2545454545454545,0.1428571428571428,0.1428571428571428,0.5,0.5,0.5,,0.25,,,0.3636363636363636,,,0.3636363636363636,0.25,0.6727272727272727,0.1428571428571428,0.5178563636363638,0.478,0.4997227272727272,0.1,0.1463414634146341,0.0612244897959183,0.1020408163265306,6.469444444444445,25.105263157894733,0.2093862815884476,3.0,,0.6,0.6,1.0,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,True,,,
1628397,1610612763,Ivan Rabb,Ivan Rabb,1628397,MEM,1713.0,-19.0,58,33.0,115,65,29.0,57.0,9.0,10.0,2.0,5.0,2.0,2.0,,,1.0,2.0,1.0,2.0,,,,1.0,,,,,4.0,9.0,,1.0,,8.0,2.0,2.0,,,,4.0,,1.0,,,,,4.0,4.0,,4.0,1.0,,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,,8.0,1.0,3.0,,2.0,4.0,,6.0,4.0,10.0,,,,,1.0,,1.0,1.0,,,2.0,,,4.0,7.0,1.0,,,,,,,,,,,,,,,,,,,9.0,1.0,,0.5,1.0,,,,,,0.4444444444444444,1.0,,0.4,1.0,,0.4,1.0,,0.1,0.2222222222222222,0.2,0.5,,18.46153846153846,0.5,,,0.25,0.125,0.2,0.0909090909090909,0.2307692307692307,0.1142857142857142,0.3,,,0.1111111111111111,,0.3,0.3333333333333333,,0.2222222222222222,,,,0.5,0.4,0.5,,0.2,0.5,1.0,1.0,0.2,0.5,0.5,1.0,,0.1,,,,1.0,1.0,,,,,,,,,,0.6,,0.4528599999999999,0.5232,0.4177,,,0.5,,6.655555555555556,27.3,0.1578947368421052,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,5964.0,5.0,195,79.0,390,197,99.0,195.0,51.0,26.0,8.0,17.0,1.0,2.0,2.0,5.0,2.0,8.0,3.0,7.0,3.0,,7.0,12.0,1.0,2.0,3.0,6.0,13.0,32.0,8.0,15.0,7.0,57.0,2.0,4.0,1.0,2.0,,7.0,3.0,8.0,3.0,6.0,3.0,18.0,14.0,12.0,24.0,2.0,12.0,7.0,5.0,4.0,1.0,5.0,1.0,,3.0,,1.0,11.0,2.0,1.0,,2.0,2.0,,4.0,3.0,7.0,1.0,1.0,1.0,,4.0,2.0,4.0,3.0,,,7.0,,1.0,3.0,14.0,1.0,1.0,,7.0,,,10.0,,1.0,3.0,,,,,,,,,18.0,51.0,3.0,,0.5384615384615384,0.5833333333333334,1.0,0.5333333333333333,0.5,0.5,0.5333333333333333,0.40625,0.5,0.375,0.5319148936170213,0.5833333333333334,0.5357142857142857,0.5588235294117647,0.5833333333333334,0.6,0.3191489361702128,0.15625,0.2941176470588235,,,25.89285714285714,0.5714285714285714,,,0.0625,0.0138888888888888,0.0444444444444444,0.0714285714285714,0.0519480519480519,0.03,,0.0416666666666666,,,0.3333333333333333,0.1,0.0666666666666666,,0.0625,,0.05,,0.3617021276595745,0.4705882352941176,0.6666666666666666,0.625,0.1702127659574468,0.25,0.25,1.0,0.1489361702127659,0.4285714285714285,0.4285714285714285,,0.0638297872340425,0.2553191489361702,0.5833333333333334,0.5833333333333334,1.0,0.3333333333333333,0.5,,0.3333333333333333,0.5,1.0,0.3571428571428571,0.4,,0.4285714285714285,0.5,0.6808510638297872,0.5833333333333334,0.4889893617021277,0.4804124999999999,0.505575,0.0784313725490196,0.0857142857142857,0.1228070175438596,0.3157894736842105,7.39375,25.219999999999995,0.2615384615384615,1.0,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,1.0,,,,,,,,,1.0,0.0625,,,,,,True,,,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,30423.0,-53.0,988,307.0,1981,1117,507.0,993.0,283.0,125.0,25.0,54.0,1.0,3.0,6.0,15.0,17.0,59.0,19.0,43.0,12.0,3.0,32.0,80.0,3.0,7.0,9.0,27.0,61.0,156.0,36.0,92.0,63.0,293.0,5.0,15.0,4.0,8.0,4.0,26.0,14.0,42.0,9.0,30.0,24.0,79.0,26.0,96.0,69.0,4.0,79.0,32.0,12.0,68.0,29.0,97.0,19.0,10.0,45.0,9.0,14.0,223.0,3.0,11.0,,14.0,13.0,,27.0,14.0,41.0,9.0,17.0,11.0,6.0,18.0,1.0,13.0,6.0,5.0,,24.0,,7.0,7.0,32.0,1.0,1.0,3.0,63.0,1.0,2.0,71.0,6.0,9.0,19.0,8.0,8.0,5.0,1.0,2.0,8.0,3.0,,77.0,282.0,2.0,5.0,0.2131147540983606,0.2203389830508474,0.6388888888888888,0.391304347826087,0.5,0.3,0.3956043956043956,0.391025641025641,0.3333333333333333,0.3333333333333333,0.4637096774193548,0.4782608695652174,0.3819444444444444,0.5182481751824818,0.52,0.463855421686747,0.3709677419354839,0.0769230769230769,0.1481481481481481,0.0677966101694915,,25.964912280701757,0.75,,,0.056768558951965,0.0355987055016181,0.0795454545454545,0.0158730158730158,0.0666666666666666,0.0281124497991967,0.0260869565217391,0.0390625,0.0454545454545454,0.0142857142857142,0.0204081632653061,0.0659340659340659,0.0659340659340659,0.0212765957446808,0.0888888888888888,0.048780487804878,0.0676691729323308,0.375,0.2177419354838709,0.4629629629629629,0.5434782608695652,0.24,0.2379032258064516,0.288135593220339,0.3090909090909091,0.1176470588235294,0.1733870967741935,0.4418604651162791,0.4418604651162791,0.2631578947368421,0.0483870967741935,0.3225806451612903,0.4,0.4050632911392405,0.59375,0.1304347826086956,0.3333333333333333,,0.3043478260869565,0.4285714285714285,0.6666666666666666,0.2083333333333333,0.4,0.0416666666666666,0.375,0.3333333333333333,0.5887096774193549,0.4050632911392405,0.4797346153846153,0.462409375,0.4725274647887323,0.0902255639097744,0.1124260355029585,0.0887372013651877,0.2696245733788396,9.52628205128205,25.710869565217397,0.2849949647532729,4.0,,0.3333333333333333,0.3333333333333333,1.0,,1.0,1.0,39.0,1.0,,8.0,,,,,,0.0434782608695652,1.0,1.0,5.0,0.0515463917525773,1.0,1.0,0.0108695652173913,0.0125,,True,,,
202066,1610612763,Garrett Temple,Garrett Temple,202066,MEM,24998.0,-115.0,837,273.0,1665,965,417.0,828.0,274.0,83.0,12.0,18.0,2.0,3.0,4.0,5.0,4.0,10.0,3.0,13.0,19.0,8.0,12.0,51.0,1.0,2.0,3.0,18.0,19.0,41.0,20.0,70.0,9.0,107.0,2.0,3.0,1.0,3.0,,7.0,4.0,11.0,5.0,26.0,3.0,26.0,16.0,22.0,57.0,4.0,51.0,12.0,1.0,12.0,3.0,15.0,3.0,,4.0,4.0,4.0,33.0,2.0,4.0,,13.0,18.0,4.0,35.0,6.0,41.0,2.0,13.0,10.0,3.0,8.0,,5.0,7.0,3.0,,15.0,2.0,2.0,11.0,38.0,1.0,1.0,3.0,24.0,1.0,2.0,16.0,1.0,1.0,6.0,2.0,8.0,5.0,2.0,1.0,8.0,5.0,,26.0,273.0,6.0,1.0,0.4210526315789473,0.4705882352941176,0.95,0.2857142857142857,0.3333333333333333,0.1923076923076923,0.2857142857142857,0.4634146341463415,0.6666666666666666,0.3636363636363636,0.4414414414414414,0.5833333333333334,0.3108108108108108,0.4533898305084746,0.5833333333333334,0.325,0.6306306306306306,0.024390243902439,0.0555555555555555,,,14.440825190010855,0.5333333333333333,0.1333333333333333,,0.0913705583756345,0.016260162601626,0.0902777777777777,0.0125,0.0909090909090909,0.0147783251231527,0.0246913580246913,0.0097087378640776,0.0161290322580645,0.016,,0.108433734939759,0.0972222222222222,0.0476190476190476,0.0648148148148148,0.1666666666666666,0.0285714285714285,0.625,0.1621621621621621,0.6666666666666666,0.7058823529411765,0.5833333333333334,0.09009009009009,0.4,0.4,0.25,0.1171171171171171,0.2307692307692307,0.2307692307692307,,0.1711711711711711,0.4594594594594595,0.2352941176470588,0.2352941176470588,0.9166666666666666,0.5,0.6666666666666666,,0.3333333333333333,0.5,1.0,0.1351351351351351,0.8,0.2162162162162162,0.4864864864864865,0.1666666666666666,0.7927927927927928,0.2352941176470588,0.5274148648648649,0.56175,0.5198472972972973,0.0517241379310344,0.1304347826086956,0.0654205607476635,0.2429906542056074,8.551219512195122,24.907142857142865,0.3309178743961353,8.0,2.0,0.4210526315789473,0.4210526315789473,1.0,0.25,,1.0,3.0,,2.0,3.0,,,,,,0.1666666666666666,,,,,,,,,,True,,,
