EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG2M,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,Charge Fouls,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,Clear Path Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,Corner3PctBlocked,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,BlockedCorner3
101181,1610612765,Jose Calderon,Jose Calderon,101181,DET,3841.0,64,-9.0,137,141,47.0,62.0,11.0,278,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,6.0,1.0,7.0,3.0,12.0,138,1.0,2.0,1.0,4.0,2.0,5.0,2.0,4.0,3.0,5.0,1.0,1.0,2.0,5.0,7.0,4.0,1.0,2.0,19.0,2.0,1.0,2.0,3.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,5.0,46.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.25,0.14285714285714285,0.5,0.34615384615384615,0.25,0.39285714285714285,0.35714285714285715,0.5384615384615384,0.16666666666666666,0.25,11.842105263157894,0.5,0.05,0.05405405405405406,0.043478260869565216,0.047619047619047616,0.02666666666666667,0.08333333333333333,0.05263157894736842,0.15384615384615385,0.047619047619047616,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.75,1.0,0.3333333333333333,0.15384615384615385,0.38461538461538464,0.2,0.2,1.0,1.0,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.6153846153846154,0.2,0.4695999999999999,0.4681,0.4166666666666667,13.800000000000002,25.78571428571429,0.34306569343065696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626169,1610612765,Stanley Johnson,Stanley Johnson,1626169,DET,20752.0,346,35.0,724,728,261.0,245.0,93.0,1452,44.0,12.0,25.0,3.0,7.0,23.0,2.0,7.0,15.0,49.0,7.0,17.0,45.0,76.0,22.0,72.0,23.0,179.0,744,8.0,21.0,10.0,24.0,5.0,59.0,18.0,72.0,60.0,48.0,15.0,11.0,9.0,10.0,19.0,7.0,3.0,5.0,48.0,9.0,22.0,30.0,57.0,12.0,69.0,17.0,13.0,4.0,7.0,1.0,4.0,12.0,3.0,5.0,19.0,2.0,10.0,33.0,22.0,26.0,,,3.0,2.0,3.0,59.0,260.0,5.0,0.2,0.21951219512195122,0.9090909090909091,0.3055555555555556,0.4166666666666667,0.30985915492957744,0.5921052631578947,0.527027027027027,0.6,0.5664556962025317,0.6276595744680851,0.4864864864864865,0.14473684210526316,,21.146953405017925,0.3684210526315789,0.13636363636363635,0.043689320388349516,0.17886178861788618,0.15160349854227406,0.029490616621983913,0.0759493670886076,0.023529411764705882,0.18032786885245902,0.16831683168316833,0.2972972972972973,0.16891891891891891,0.0472972972972973,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.1554054054054054,0.3310810810810811,0.30612244897959184,0.3125,0.8666666666666667,0.11764705882352941,0.26666666666666666,0.15555555555555556,0.37777777777777777,0.4117647058823529,0.7837837837837838,0.3125,0.5171891156462584,0.5097533333333333,0.329608938547486,4.861842105263157,25.8625,0.36049723756906077,30.0,6.0,7.0,8.0,12.0,7.0,1.0,3.0,2.0,6.0,6.0,9.0,3.0,21.0,12.0,6.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,3.0,1.0,2.0,4.0,1.0,4.0,6.0,16.0,1.0,3.0,0.375,0.6666666666666666,0.5714285714285714,0.6176470588235294,0.6176470588235294,0.013888888888888888,0.11363636363636363,0.24,0.02040816326530612,0.19230769230769232,0.04,0.011976047904191617,0.023809523809523808,0.016,0.16129032258064516,0.09278350515463918,0.22727272727272727,0.04411764705882353,1.0,0.6818181818181818,0.7692307692307693,0.23333333333333334,0.48,0.631578947368421,0.08333333333333333,0.30434782608695654,0.30434782608695654,1.0,0.4117647058823529,0.8571428571428571,0.16666666666666666,0.5,1.0,0.35294117647058826,0.3333333333333333,1.0,0.6666666666666666,0.42857142857142855,0.49978750000000005,0.10126582278481013,0.18604651162790697,0.11731843575418995,,,,,,,,,,,,,,,,,,,True,
1628971,1610612765,Bruce Brown,Bruce Brown,1628971,DET,11996.0,200,32.0,401,410,131.0,154.0,54.0,811,28.0,9.0,8.0,,,3.0,,1.0,,10.0,,2.0,17.0,36.0,1.0,13.0,7.0,44.0,406,1.0,11.0,,3.0,3.0,13.0,18.0,16.0,3.0,9.0,,3.0,5.0,6.0,11.0,5.0,1.0,3.0,28.0,6.0,5.0,12.0,18.0,9.0,27.0,8.0,5.0,3.0,3.0,1.0,1.0,3.0,2.0,,6.0,2.0,13.0,32.0,9.0,12.0,,2.0,3.0,2.0,3.0,13.0,131.0,5.0,0.5294117647058824,0.6,1.0,0.07692307692307693,,0.08333333333333333,0.4722222222222222,0.37755102040816324,0.35714285714285715,0.4,0.38235294117647056,0.2653061224489796,0.08333333333333333,,13.034188034188036,0.5,0.08955223880597014,0.045454545454545456,0.06578947368421052,0.08095238095238096,0.04433497536945813,0.06896551724137931,0.020833333333333332,0.1111111111111111,0.06557377049180328,0.5714285714285714,0.16326530612244897,,,,,0.061224489795918366,0.20408163265306123,,,,,0.6428571428571429,0.07142857142857142,0.14285714285714285,,0.8367346938775511,,0.5100781249999999,0.4895153846153847,0.29545454545454547,2.819444444444445,27.900000000000002,0.3266832917705736,15.0,3.0,5.0,5.0,2.0,1.0,,,,1.0,3.0,6.0,,8.0,5.0,,4.0,1.0,,1.0,1.0,3.0,,1.0,2.0,,,,1.0,,2.0,,4.0,,1.0,,0.5,0.45454545454545453,0.42857142857142855,0.5,,0.03571428571428571,0.25,,0.05263157894736842,,0.04225352112676056,0.038461538461538464,0.04,0.13513513513513514,0.05714285714285714,0.06666666666666667,0.07692307692307693,0.3333333333333333,0.5357142857142857,0.5555555555555556,0.6,0.25,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.6,0.3333333333333333,,,0.14285714285714285,,,0.5555555555555556,,0.4905928571428571,0.07547169811320754,0.1,0.18181818181818182,2.0,2.0,1.0,1.0,0.047619047619047616,,,,,,,,,,,,,,True,
202397,1610612765,Ish Smith,Ish Smith,202397,DET,75062.0,1251,83.0,2514,2515,803.0,809.0,313.0,5029,133.0,35.0,115.0,42.0,106.0,27.0,1.0,4.0,32.0,108.0,12.0,43.0,161.0,354.0,44.0,135.0,47.0,501.0,2774,8.0,115.0,14.0,47.0,23.0,171.0,34.0,288.0,93.0,105.0,32.0,18.0,97.0,106.0,203.0,69.0,37.0,69.0,512.0,16.0,50.0,61.0,122.0,23.0,145.0,28.0,16.0,12.0,40.0,8.0,22.0,21.0,18.0,3.0,61.0,21.0,53.0,109.0,68.0,62.0,,8.0,10.0,5.0,11.0,171.0,800.0,7.0,0.10559006211180125,0.10625,0.7045454545454546,0.32592592592592595,0.2978723404255319,0.3333333333333333,0.4548022598870056,0.46421267893660534,0.4567901234567901,0.48452611218568664,0.49137931034482757,0.27607361963190186,0.05084745762711865,0.009433962264150943,19.979260283442795,0.6557377049180327,0.08664772727272728,0.022792022792022793,0.1182033096926714,0.09849157054125998,0.0184,0.021897810218978103,0.030303030303030304,0.11180124223602485,0.1165644171779141,0.2719836400817996,0.23517382413087934,0.2167689161554192,0.39622641509433965,0.4,0.09523809523809523,0.05521472392638037,0.22085889570552147,0.2962962962962963,0.3018867924528302,0.6875,0.03571428571428571,0.21604938271604937,0.024691358024691357,0.2654320987654321,0.27906976744186046,0.5480572597137015,0.3047619047619048,0.4634018595041323,0.4442270440251574,0.3413173652694611,8.764406779661021,26.392592592592592,0.31941129673826574,77.0,2.0,6.0,21.0,42.0,12.0,1.0,2.0,1.0,7.0,5.0,20.0,2.0,17.0,53.0,39.0,2.0,3.0,3.0,15.0,13.0,7.0,,11.0,9.0,3.0,3.0,4.0,2.0,1.0,7.0,6.0,26.0,4.0,7.0,0.25,0.25,0.4608695652173913,0.2857142857142857,0.30357142857142855,0.022222222222222223,0.06015037593984962,0.0782608695652174,0.018518518518518517,0.11702127659574468,,0.012773722627737226,0.012195121951219513,0.010256410256410256,0.0942622950819672,0.06688963210702341,0.12371134020618557,0.036,0.6363636363636364,0.5789473684210527,0.616,0.11688311688311688,0.3652173913043478,0.39622641509433965,0.09523809523809523,0.4444444444444444,0.46153846153846156,0.75,0.21428571428571427,0.3333333333333333,0.5,1.0,1.0,0.25,0.14285714285714285,1.0,0.6,0.5,0.44496428571428565,0.05108055009823183,0.06951871657754011,0.033932135728542916,1.0,2.0,1.0,6.0,0.0189873417721519,1.0,1.0,1.0,1.0,1.0,0.037037037037037035,,,,,,,,True,
203083,1610612765,Andre Drummond,Andre Drummond,203083,DET,38512.0,642,101.0,1293,1276,446.0,460.0,175.0,2569,193.0,68.0,64.0,,2.0,3.0,,,3.0,11.0,2.0,7.0,146.0,259.0,3.0,14.0,72.0,373.0,1447,1.0,92.0,2.0,7.0,20.0,130.0,152.0,140.0,9.0,7.0,3.0,16.0,15.0,13.0,28.0,9.0,4.0,10.0,69.0,91.0,72.0,114.0,210.0,124.0,334.0,29.0,23.0,6.0,21.0,2.0,4.0,15.0,17.0,,36.0,12.0,28.0,64.0,89.0,114.0,,11.0,30.0,14.0,30.0,130.0,444.0,11.0,0.5205479452054794,0.7676767676767676,1.0,0.21428571428571427,0.2857142857142857,0.3,0.5637065637065637,0.5512820512820513,0.5555555555555556,0.5738461538461539,0.5701754385964912,0.05128205128205128,0.06177606177606178,,23.853820598006642,0.5833333333333334,0.3247863247863248,0.2607449856733524,0.3333333333333333,0.328042328042328,0.19448946515397084,0.27631578947368424,0.25,0.2777777777777778,0.29069767441860467,0.706959706959707,0.23443223443223443,0.007326007326007326,,,,0.01098901098901099,0.040293040293040296,0.2727272727272727,0.2727272727272727,1.0,,0.6868686868686869,,0.0707070707070707,0.2857142857142857,0.7582417582417582,0.42857142857142855,0.5248940520446096,0.516463157894737,0.3485254691689008,2.9401544401544415,35.77857142857143,0.34493426140757927,122.0,53.0,94.0,43.0,24.0,,,,,1.0,58.0,104.0,,138.0,52.0,,94.0,4.0,,5.0,,29.0,4.0,24.0,20.0,1.0,,4.0,5.0,5.0,1.0,11.0,52.0,16.0,18.0,,0.5576923076923077,0.5652173913043478,0.5523809523809524,0.575,,0.03626943005181347,0.140625,,0.5217391304347826,0.08,0.10820895522388059,0.24615384615384617,0.0962566844919786,0.2727272727272727,0.3945578231292517,0.5,0.20408163265306123,0.6,0.6321243523316062,0.6559139784946236,0.5081967213114754,0.375,0.43636363636363634,0.5833333333333334,,,,0.8952380952380953,0.5638297872340425,0.05660377358490566,,,0.009523809523809525,,,0.6323529411764706,,0.5561864705882352,0.16560509554140126,0.17333333333333334,0.3699731903485255,22.0,,,9.0,0.13580246913580246,,,9.0,,,,5.0,3.0,2.0,2.0,,,,True,
2585,1610612765,Zaza Pachulia,Zaza Pachulia,2585,DET,27522.0,459,1.0,914,930,263.0,249.0,105.0,1844,58.0,12.0,26.0,6.0,20.0,,,,,1.0,,1.0,43.0,104.0,,1.0,56.0,142.0,999,,28.0,,1.0,27.0,41.0,54.0,32.0,,,,10.0,34.0,17.0,51.0,14.0,3.0,14.0,119.0,33.0,19.0,65.0,92.0,50.0,142.0,12.0,7.0,5.0,11.0,2.0,4.0,19.0,7.0,1.0,30.0,9.0,34.0,83.0,83.0,69.0,,12.0,10.0,3.0,10.0,41.0,263.0,9.0,0.627906976744186,0.7714285714285715,,,,,0.41346153846153844,0.4095238095238095,0.2413793103448276,0.5182481751824818,0.43617021276595747,0.009523809523809525,0.09615384615384616,,16.042267050912585,0.36666666666666664,0.23722627737226276,0.12267657992565056,0.13013698630136986,0.2,0.09812108559498957,0.16091954022988506,0.12745098039215685,0.17105263157894737,0.13157894736842105,0.5523809523809524,0.24761904761904763,0.19047619047619047,0.3,0.3,0.8333333333333334,,0.009523809523809525,,,,,0.41379310344827586,,0.034482758620689655,,0.5619047619047619,,0.5009067307692308,0.4610964285714285,0.2887323943661972,6.496153846153849,72.2,0.28774617067833697,29.0,9.0,27.0,4.0,8.0,,,,,,9.0,32.0,,28.0,7.0,,16.0,1.0,,7.0,13.0,14.0,3.0,8.0,5.0,1.0,,3.0,7.0,14.0,3.0,6.0,26.0,6.0,6.0,,0.28125,0.25,0.28125,0.3684210526315789,,0.1206896551724138,0.11538461538461539,,0.20512820512820512,0.14285714285714285,0.06666666666666667,0.075,0.05806451612903226,0.2727272727272727,0.256198347107438,0.125,0.1,0.6,0.5,0.5686274509803921,0.5517241379310345,0.3076923076923077,0.34782608695652173,0.75,,,,0.84375,0.3333333333333333,,,,,,,0.3333333333333333,,0.5362538461538461,0.208,0.20967741935483872,0.19718309859154928,10.0,,1.0,11.0,0.09090909090909091,,3.0,9.0,,,,,,,2.0,,,,True,
201933,1610612765,Blake Griffin,Blake Griffin,201933,DET,33395.0,557,23.0,1146,1133,446.0,451.0,141.0,2279,121.0,32.0,59.0,4.0,16.0,18.0,1.0,6.0,45.0,109.0,14.0,47.0,102.0,196.0,52.0,127.0,91.0,451.0,1303,10.0,62.0,17.0,53.0,61.0,176.0,54.0,150.0,72.0,108.0,45.0,19.0,38.0,39.0,77.0,27.0,12.0,23.0,193.0,18.0,38.0,57.0,112.0,34.0,146.0,8.0,5.0,3.0,31.0,7.0,22.0,23.0,9.0,2.0,54.0,20.0,24.0,60.0,119.0,130.0,,20.0,7.0,2.0,7.0,176.0,443.0,16.0,0.2647058823529412,0.28421052631578947,0.46153846153846156,0.4094488188976378,0.32075471698113206,0.4126984126984127,0.5204081632653061,0.5572755417956656,0.5,0.5918635170603674,0.5751633986928104,0.3931888544891641,0.09693877551020408,0.0625,32.80542986425339,0.5740740740740741,0.20577617328519857,0.0594059405940594,0.18627450980392157,0.19750519750519752,0.05673758865248227,0.12389380530973451,0.022727272727272728,0.2222222222222222,0.19230769230769232,0.3746130030959752,0.1826625386996904,0.04953560371517028,0.25,0.26666666666666666,0.75,0.05572755417956656,0.33746130030959753,0.41284403669724773,0.4205607476635514,0.4444444444444444,0.02702702702702703,0.2782608695652174,0.05217391304347826,0.40869565217391307,0.2978723404255319,0.7678018575851393,0.4166666666666667,0.5109953416149065,0.49881885964912276,0.3902439024390244,4.644897959183674,25.73543307086614,0.38917975567190227,80.0,10.0,21.0,23.0,18.0,7.0,,3.0,3.0,9.0,12.0,27.0,3.0,42.0,32.0,84.0,14.0,1.0,2.0,7.0,8.0,14.0,2.0,17.0,15.0,3.0,2.0,7.0,4.0,5.0,6.0,11.0,47.0,5.0,5.0,0.3,0.4444444444444444,0.5161290322580645,0.44594594594594594,0.5121951219512195,0.015748031496062992,0.06611570247933884,0.1694915254237288,0.01834862385321101,0.37777777777777777,0.05,0.05363984674329502,0.017241379310344827,0.06060606060606061,0.20930232558139536,0.19327731092436976,0.16666666666666666,0.1048951048951049,0.7142857142857143,0.6611570247933884,0.7079646017699115,0.275,0.3050847457627119,0.3673469387755102,0.1111111111111111,0.3888888888888889,0.3888888888888889,0.5714285714285714,0.5675675675675675,0.47619047619047616,,,,0.24324324324324326,0.3333333333333333,0.3333333333333333,0.71875,0.5,0.5635270833333333,0.13850415512465375,0.2025862068965517,0.09312638580931264,9.0,1.0,,20.0,0.031746031746031744,,2.0,3.0,,,,1.0,,,1.0,1.0,3.0,0.023255813953488372,True,
202704,1610612765,Reggie Jackson,Reggie Jackson,202704,DET,8715.0,145,-20.0,295,293,82.0,93.0,44.0,588,10.0,1.0,19.0,2.0,6.0,9.0,,2.0,6.0,28.0,2.0,10.0,17.0,35.0,9.0,37.0,19.0,80.0,370,1.0,7.0,2.0,12.0,11.0,27.0,6.0,28.0,27.0,28.0,6.0,1.0,8.0,3.0,11.0,3.0,,4.0,25.0,2.0,4.0,4.0,8.0,3.0,11.0,1.0,1.0,,3.0,1.0,2.0,3.0,1.0,2.0,6.0,2.0,5.0,17.0,16.0,23.0,3.0,5.0,1.0,1.0,1.0,25.0,80.0,4.0,0.17647058823529413,0.1875,1.0,0.24324324324324326,0.16666666666666666,0.24324324324324326,0.4857142857142857,0.4236111111111111,0.42105263157894735,0.47530864197530864,0.5,0.5138888888888888,0.02857142857142857,,25.364431486880466,0.5,0.056338028169014086,0.023809523809523808,0.08,0.06611570247933884,0.019736842105263157,0.06666666666666667,,0.16666666666666666,0.0975609756097561,0.1388888888888889,0.2638888888888889,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.125,0.3888888888888889,0.21428571428571427,0.21428571428571427,1.0,,0.05263157894736842,0.10526315789473684,0.5263157894736842,0.2,0.6527777777777778,0.21428571428571427,0.4640006944444446,0.452628947368421,0.3375,8.494285714285713,26.12972972972973,0.27796610169491526,6.0,1.0,2.0,1.0,9.0,3.0,,,1.0,1.0,2.0,4.0,1.0,7.0,5.0,,2.0,,,2.0,2.0,1.0,,,,,,,,,1.0,1.0,5.0,,,1.0,0.5,0.7142857142857143,0.7,0.5833333333333334,,,0.05263157894736842,,,,0.014705882352941176,,0.02040816326530612,0.06896551724137931,,,,,0.6,0.6,,0.47368421052631576,0.5,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,,,,0.2,1.0,1.0,1.0,,0.4598,0.07894736842105263,0.1282051282051282,0.0875,,,,4.0,,,,,,,,,,,,1.0,1.0,0.02702702702702703,True,
204038,1610612765,Langston Galloway,Langston Galloway,204038,DET,51361.0,856,93.0,1717,1716,529.0,490.0,207.0,3433,37.0,8.0,36.0,20.0,37.0,81.0,4.0,26.0,39.0,108.0,5.0,24.0,52.0,110.0,75.0,189.0,47.0,376.0,1901,13.0,26.0,18.0,50.0,8.0,84.0,92.0,12.0,225.0,107.0,39.0,10.0,29.0,14.0,43.0,10.0,4.0,19.0,100.0,10.0,24.0,28.0,55.0,21.0,76.0,13.0,8.0,5.0,9.0,2.0,6.0,4.0,3.0,,13.0,4.0,32.0,72.0,46.0,53.0,4.0,3.0,4.0,1.0,4.0,84.0,528.0,8.0,0.8846153846153846,0.8846153846153846,1.0,0.3968253968253968,0.36,0.39893617021276595,0.4727272727272727,0.5501672240802675,0.5,0.5886075949367089,0.525,0.6321070234113713,0.09090909090909091,,16.700507614213198,0.6923076923076923,0.0577319587628866,0.021645021645021644,0.08080808080808081,0.06649616368286446,0.02527075812274368,0.026737967914438502,0.012195121951219513,0.06140350877192982,0.08260869565217391,0.12374581939799331,0.12040133779264214,0.12374581939799331,0.5405405405405406,0.5405405405405406,0.85,0.2709030100334448,0.3612040133779264,0.3611111111111111,0.3611111111111111,1.0,0.19047619047619047,0.10526315789473684,0.34210526315789475,0.3157894736842105,0.20833333333333334,0.7558528428093646,0.3644859813084112,0.5191730639730638,0.519675,0.22340425531914893,9.57090909090909,25.051322751322754,0.30809551543389635,16.0,,3.0,4.0,16.0,36.0,3.0,13.0,4.0,9.0,4.0,8.0,7.0,34.0,11.0,,,1.0,3.0,6.0,4.0,11.0,,3.0,8.0,,,1.0,2.0,1.0,6.0,6.0,15.0,3.0,4.0,0.5384615384615384,0.5,0.4230769230769231,0.6904761904761905,0.7391304347826086,0.015873015873015872,0.1891891891891892,0.08333333333333333,,0.057692307692307696,,0.02981029810298103,0.02702702702702703,0.022813688212927757,0.054878048780487805,0.057971014492753624,0.07462686567164178,0.05161290322580645,1.0,0.43243243243243246,0.5333333333333333,0.9375,0.4444444444444444,0.48484848484848486,0.875,0.4444444444444444,0.46153846153846156,1.0,0.14285714285714285,,,0.75,1.0,0.42857142857142855,0.4444444444444444,1.0,0.5,0.5,0.5061464285714286,0.07667731629392971,0.12605042016806722,0.09042553191489362,5.0,1.0,,3.0,0.04716981132075472,,1.0,1.0,,,0.037037037037037035,,,,,4.0,9.0,0.04639175257731959,True,
203493,1610612765,Reggie Bullock,Reggie Bullock,203493,DET,12009.0,200,72.0,422,422,169.0,136.0,55.0,844,6.0,4.0,7.0,2.0,7.0,10.0,2.0,6.0,12.0,28.0,3.0,8.0,7.0,20.0,16.0,38.0,18.0,80.0,465,4.0,12.0,6.0,14.0,10.0,38.0,8.0,6.0,48.0,28.0,12.0,3.0,11.0,11.0,22.0,8.0,3.0,8.0,55.0,,4.0,1.0,7.0,3.0,10.0,5.0,5.0,,2.0,,2.0,1.0,,,3.0,1.0,9.0,14.0,16.0,21.0,4.0,1.0,2.0,1.0,2.0,37.0,168.0,1.0,0.5714285714285714,0.5714285714285714,1.0,0.42105263157894735,0.42857142857142855,0.42105263157894735,0.35,0.5344827586206896,0.5384615384615384,0.5846153846153846,0.6,0.6551724137931034,0.15,,14.020618556701033,0.6666666666666666,0.009900990099009901,,0.06896551724137931,0.031446540880503145,0.010471204188481676,,,,0.07692307692307693,0.10344827586206896,0.1206896551724138,0.1206896551724138,0.2857142857142857,0.2857142857142857,1.0,0.1724137931034483,0.4827586206896552,0.42857142857142855,0.42857142857142855,1.0,0.2857142857142857,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.375,0.7586206896551724,0.42857142857142855,0.49672844827586216,0.47200192307692307,0.475,10.045000000000002,25.44473684210526,0.4004739336492891,3.0,,,2.0,2.0,4.0,,3.0,1.0,2.0,2.0,3.0,1.0,9.0,5.0,,,,,2.0,1.0,2.0,1.0,2.0,,,,,1.0,1.0,1.0,,4.0,1.0,1.0,0.25,0.6666666666666666,0.4166666666666667,0.5,0.5625,,0.3333333333333333,0.14285714285714285,,0.125,0.08333333333333333,0.02531645569620253,,0.03773584905660377,0.02702702702702703,,,,0.5,0.5,0.75,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.5,0.4,0.4,1.0,,,,,,0.2857142857142857,0.5,1.0,0.5,0.5,0.46520000000000006,0.109375,0.16666666666666666,0.1125,2.0,,,,,,,1.0,,,,,,,,1.0,3.0,0.075,True,
