EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,FTDefRebounds,DefFTReboundPct,BlockedShortMidRange,HeaveAttempts,Charge Fouls,SecondChanceCorner3FGM,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,FTOffRebounds,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked,OffFTReboundPct,HeaveMakes,OffensiveGoaltends,Clear Path Fouls
1626158,1610612756,Richaun Holmes,Richaun Holmes,1626158,PHX,3614.0,60,-44,120,117,37.0,32.0,15.0,237,5.0,12.0,2.0,5.0,2.0,5.0,1.0,4.0,1.0,6.0,17.0,4.0,16.0,135.0,2.0,5.0,1.0,5.0,2.0,7.0,3.0,7.0,8.0,4.0,4.0,2.0,4.0,8.0,12.0,8.0,20.0,12.0,32.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,2.0,4.0,10.0,1.0,3.0,8.0,5.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,7.0,37.0,1.0,1.0,0.6666666666666666,1.0,0.3529411764705882,0.4,0.2857142857142857,0.3529411764705882,0.4,0.2857142857142857,0.4210526315789473,0.5,0.4375,0.1176470588235294,0.1666666666666666,19.565217391304348,0.125,0.25,0.2105263157894736,0.48,0.1333333333333333,0.3508771929824561,0.1764705882352941,0.1578947368421052,0.3333333333333333,0.2,0.16,0.25,0.1818181818181818,0.3333333333333333,0.4583333333333333,1.0,0.1111111111111111,0.6666666666666666,0.7058823529411765,0.4166666666666667,0.5,0.6,0.2352941176470588,0.25,0.25,1.0,0.0588235294117647,1.0,0.4,0.7142857142857143,0.4,0.7058823529411765,0.5493117647058824,0.604825,0.5381571428571428,0.1111111111111111,0.1111111111111111,0.3125,0.4375,3.494117647058824,0.3083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,9221.0,154,1,307,301,58.0,60.0,30.0,608,19.0,30.0,1.0,2.0,4.0,7.0,7.0,11.0,11.0,29.0,52.0,23.0,126.0,327.0,1.0,2.0,,8.0,4.0,10.0,9.0,23.0,20.0,38.0,,9.0,1.0,2.0,9.0,10.0,19.0,3.0,22.0,,2.0,1.0,13.0,1.0,6.0,4.0,1.0,19.0,2.0,3.0,4.0,15.0,,2.0,28.0,28.0,1.0,9.0,2.0,,,,,,23.0,58.0,2.0,2.0,0.3448275862068966,0.3448275862068966,0.5576923076923077,0.5,0.4,0.5786516853932584,0.5,0.4117647058823529,0.6188118811881188,0.5,0.5227272727272727,0.173076923076923,0.2,34.78260869565217,0.6842105263157895,0.1265822784810126,0.0263157894736842,0.12,0.0149253731343283,0.1233766233766233,0.0209790209790209,0.0256410256410256,,0.05,0.0188679245283018,0.1388888888888889,0.1724137931034483,,0.109375,0.1818181818181818,,,0.3370786516853932,0.6333333333333333,0.7916666666666666,0.4210526315789473,0.1235955056179775,0.6363636363636364,0.7777777777777778,0.1428571428571428,0.1235955056179775,0.25,0.5,0.4117647058823529,0.5714285714285714,0.7528089887640449,0.5254584269662921,0.5006666666666666,0.4744794117647059,0.1111111111111111,0.15,0.0634920634920634,0.1825396825396825,6.642307692307692,0.1889250814332247,3.0,15.0,37.0,2.0,6.0,2.0,7.0,15.0,37.0,2.0,6.0,2.0,7.0,27.0,18.0,37.0,15.0,2.0,12.0,12.0,24.0,9.0,3.0,9.0,2.0,1.0,60.0,1.0,9.0,2.0,1.0,2.0,1.0,2.0,0.6,0.4054054054054054,0.3333333333333333,0.2857142857142857,0.4054054054054054,0.4157303370786517,0.054054054054054,0.1818181818181818,0.0909090909090909,0.054054054054054,0.2727272727272727,0.3,0.3333333333333333,0.4157303370786517,0.4054054054054054,0.4285714285714285,0.6,1.0,0.75,0.3333333333333333,1.0,0.4117647058823529,0.2857142857142857,0.4054054054054054,0.0512820512820512,26.062162162162167,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1628367,1610612756,Josh Jackson,Josh Jackson,1628367,PHX,5355.0,89,-37,179,180,30.0,37.0,16.0,359,7.0,16.0,1.0,1.0,,,5.0,11.0,10.0,19.0,37.0,2.0,52.0,196.0,1.0,1.0,,2.0,3.0,3.0,,15.0,18.0,20.0,2.0,2.0,,1.0,8.0,6.0,14.0,1.0,15.0,1.0,3.0,2.0,8.0,,4.0,3.0,1.0,12.0,1.0,,5.0,12.0,1.0,1.0,13.0,7.0,3.0,5.0,,4.0,4.0,4.0,1.0,,15.0,30.0,1.0,,0.4736842105263157,0.5,0.5135135135135135,1.0,1.0,0.5102040816326531,0.5,0.9375,0.5098039215686274,0.5,0.9375,0.054054054054054,0.0625,31.65829145728643,0.6666666666666666,0.109090909090909,0.0196078431372549,0.2222222222222222,,0.1538461538461538,0.0113636363636363,,0.0625,,,0.1052631578947368,0.0952380952380952,0.1333333333333333,0.25,,0.0454545454545454,0.25,0.3265306122448979,0.4375,0.4666666666666667,0.8571428571428571,0.2244897959183673,0.4545454545454545,0.5,0.4,0.2040816326530612,0.5,1.0,,,0.5714285714285714,0.4791265306122449,0.592775,0.4334187499999999,0.0980392156862745,0.1282051282051282,0.0384615384615384,0.2884615384615384,8.127027027027026,0.1675977653631284,7.0,3.0,8.0,,1.0,2.0,3.0,4.0,12.0,,1.0,3.0,5.0,9.0,3.0,8.0,3.0,,5.0,,5.0,,,5.0,,,10.0,1.0,5.0,1.0,2.0,1.0,,,0.75,0.3333333333333333,,0.6,0.3333333333333333,0.2448979591836734,,0.0909090909090909,,,0.7,0.7,0.1428571428571428,0.1632653061224489,0.375,0.375,0.6666666666666666,,0.5,,,0.375,0.6666666666666666,0.375,,24.625,1.0,4.0,1.0,2.0,1.0,3.0,0.0816326530612244,0.25,0.25,1.0,0.25,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,
1629059,1610612756,Elie Okobo,Elie Okobo,1629059,PHX,4437.0,74,-33,148,148,35.0,34.0,17.0,296,5.0,9.0,,,3.0,3.0,,4.0,3.0,6.0,16.0,4.0,25.0,161.0,,2.0,,,3.0,5.0,,12.0,6.0,6.0,,,,2.0,3.0,3.0,6.0,2.0,8.0,1.0,,,2.0,3.0,4.0,1.0,,6.0,1.0,1.0,6.0,10.0,,,3.0,4.0,,2.0,,,,,,,12.0,35.0,1.0,,0.5,0.5,0.375,,0.6,0.375,,0.6666666666666666,0.4166666666666667,,0.6666666666666666,,,21.176470588235293,0.3333333333333333,0.0789473684210526,0.037037037037037,0.1071428571428571,,0.0909090909090909,0.0263157894736842,0.0384615384615384,0.0588235294117647,,,0.0714285714285714,0.0714285714285714,0.1,0.08,0.3333333333333333,0.0555555555555555,,0.3214285714285714,0.5555555555555556,0.5555555555555556,0.6,0.1428571428571428,,,,0.1071428571428571,,,0.3333333333333333,1.0,0.75,0.5384017857142857,0.62955,0.5624944444444444,0.0666666666666666,0.1111111111111111,,0.48,6.33125,0.2364864864864864,1.0,3.0,10.0,,,2.0,4.0,3.0,12.0,,1.0,2.0,4.0,6.0,3.0,10.0,3.0,,9.0,1.0,10.0,1.0,,5.0,2.0,2.0,21.0,,1.0,1.0,,,,,0.6666666666666666,0.25,,0.5,0.25,0.4285714285714285,,,,,0.3333333333333333,0.3333333333333333,,0.3571428571428571,0.3,0.3,0.6666666666666666,,,,,0.4444444444444444,0.5,0.3,,25.08333333333333,,2.0,,,,,0.0714285714285714,,,,,,1.0,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,
201583,1610612756,Ryan Anderson,Ryan Anderson,201583,PHX,16663.0,278,-82,556,555,113.0,123.0,50.0,1111,7.0,12.0,2.0,5.0,2.0,4.0,1.0,5.0,9.0,12.0,26.0,11.0,56.0,621.0,2.0,5.0,1.0,8.0,3.0,6.0,3.0,18.0,12.0,12.0,4.0,4.0,5.0,9.0,11.0,18.0,31.0,14.0,45.0,,3.0,1.0,6.0,,6.0,,2.0,12.0,,4.0,12.0,23.0,2.0,2.0,20.0,14.0,1.0,7.0,,1.0,1.0,1.0,1.0,,18.0,113.0,2.0,,0.5,0.6,0.4615384615384615,0.4,0.5,0.375,0.4375,0.4166666666666667,0.4166666666666667,0.5,0.4736842105263157,0.1538461538461538,0.1666666666666666,12.62135922330097,0.5,0.125,0.06,0.0909090909090909,0.043859649122807,0.1094339622641509,0.053030303030303,0.0266666666666666,0.0975609756097561,0.088235294117647,0.0568181818181818,0.1016949152542373,0.1132075471698113,0.1875,0.0952380952380952,0.0625,,1.0,0.2,0.5833333333333334,0.7,0.5714285714285714,0.0833333333333333,0.2,0.2,1.0,0.15,0.625,0.4,0.2222222222222222,0.5,0.7666666666666667,0.5249791666666668,0.5795166666666666,0.5379805555555556,0.106060606060606,0.21875,0.1428571428571428,0.3214285714285714,9.373076923076924,0.2032374100719424,4.0,7.0,29.0,1.0,3.0,3.0,11.0,7.0,34.0,1.0,3.0,3.0,12.0,21.0,,29.0,7.0,1.0,10.0,7.0,17.0,4.0,3.0,8.0,1.0,1.0,41.0,2.0,6.0,,2.0,1.0,1.0,,1.0,0.2058823529411764,0.3333333333333333,0.25,0.2058823529411764,0.5666666666666667,0.0294117647058823,,0.2222222222222222,0.0344827586206896,0.4444444444444444,0.5714285714285714,0.25,0.4833333333333333,0.2413793103448276,0.25,1.0,,0.375,0.3333333333333333,1.0,0.6111111111111112,0.2727272727272727,0.2413793103448276,,25.814705882352943,,5.0,,1.0,1.0,2.0,0.0833333333333333,,,,0.0555555555555555,,,,2.0,0.1818181818181818,,,,,,,,True,,,,,,,,,,,,,
2772,1610612756,Trevor Ariza,Trevor Ariza,2772,PHX,11204.0,187,-46,376,375,70.0,98.0,30.0,751,6.0,16.0,,1.0,,4.0,,2.0,3.0,8.0,21.0,12.0,55.0,422.0,,1.0,,,,4.0,2.0,2.0,6.0,10.0,,4.0,1.0,,15.0,10.0,27.0,1.0,28.0,,5.0,4.0,7.0,,3.0,2.0,,10.0,1.0,1.0,2.0,7.0,,2.0,11.0,14.0,,3.0,2.0,2.0,1.0,2.0,2.0,,2.0,70.0,1.0,1.0,0.375,0.375,0.3809523809523809,,,0.4134615384615384,,,0.4568965517241379,,0.1111111111111111,0.1904761904761904,0.25,16.183574879227056,0.7,0.1111111111111111,,0.1851851851851851,0.0129870129870129,0.1461988304093567,0.0058479532163742,,,,0.0166666666666666,0.075,0.088235294117647,0.25,0.2028985507246377,0.0833333333333333,,1.0,0.3076923076923077,0.375,0.5,0.5,0.0384615384615384,,,,0.0576923076923076,1.0,,0.5,,0.903846153846154,0.5729740384615385,,0.5671375,0.0714285714285714,0.125,,0.0363636363636363,4.852380952380953,0.1861702127659574,2.0,8.0,21.0,,,,3.0,9.0,31.0,,,,4.0,27.0,,21.0,8.0,,12.0,5.0,17.0,5.0,,8.0,1.0,3.0,39.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2903225806451613,,,0.2903225806451613,0.5961538461538461,,,,,0.6666666666666666,0.6666666666666666,,0.4038461538461538,0.3809523809523809,0.3809523809523809,1.0,,,,,0.375,,0.3809523809523809,0.03125,24.56774193548388,1.0,10.0,,1.0,,,0.1923076923076923,0.1,0.1,1.0,0.125,,,,2.0,0.25,1.0,,,,,,,True,,,,,,,,,,,,,
1628969,1610612756,Mikal Bridges,Mikal Bridges,1628969,PHX,4803.0,80,-40,157,157,38.0,33.0,14.0,314,3.0,9.0,,,1.0,3.0,,1.0,,3.0,10.0,3.0,15.0,180.0,,,,,1.0,3.0,2.0,4.0,4.0,2.0,,2.0,1.0,,2.0,2.0,4.0,1.0,5.0,,6.0,3.0,1.0,,3.0,1.0,,4.0,,2.0,2.0,11.0,,1.0,8.0,4.0,2.0,3.0,,,,,,,4.0,38.0,2.0,,0.6666666666666666,0.6666666666666666,0.3,,0.3333333333333333,0.3,,0.2,0.3571428571428571,,0.3333333333333333,0.2,0.2222222222222222,14.534883720930234,0.25,0.0476190476190476,,0.074074074074074,0.032258064516129,0.0579710144927536,0.0131578947368421,,,,0.0434782608695652,,0.1818181818181818,,0.08,,,,0.45,0.3333333333333333,0.4285714285714285,0.6666666666666666,0.05,,,,,,,0.6,0.3333333333333333,0.95,0.5654815789473685,0.6018,0.6393625,0.1428571428571428,0.2727272727272727,,0.2666666666666666,2.6500000000000004,0.2420382165605095,,2.0,6.0,,2.0,,2.0,2.0,10.0,,3.0,,2.0,6.0,,5.0,2.0,,1.0,,1.0,,,1.0,,,2.0,3.0,,,,2.0,,,1.0,0.2,,,0.2222222222222222,0.5,,,,,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,,0.6666666666666666,,,0.4,,0.4,,25.99,,4.0,,,1.0,,0.2,,,,,,1.0,0.3333333333333333,,,,1.0,1.0,,,,,True,,,,,,,,,,,,,
203477,1610612756,Isaiah Canaan,Isaiah Canaan,203477,PHX,9503.0,158,-25,315,317,51.0,57.0,24.0,632,11.0,22.0,,1.0,2.0,4.0,2.0,2.0,3.0,16.0,27.0,6.0,59.0,354.0,,1.0,,6.0,5.0,7.0,2.0,18.0,14.0,18.0,,3.0,2.0,,5.0,4.0,10.0,2.0,12.0,,4.0,3.0,8.0,1.0,3.0,3.0,,11.0,1.0,,6.0,17.0,,,9.0,7.0,2.0,3.0,,,,,,,18.0,51.0,,,0.4375,0.4375,0.5925925925925926,,0.7142857142857143,0.5638297872340425,0.6,0.7272727272727273,0.6020408163265306,0.6,0.8181818181818182,0.1111111111111111,0.1363636363636363,17.341040462427745,0.7272727272727273,0.0519480519480519,,0.0666666666666666,0.0307692307692307,0.0592105263157894,0.0147058823529411,,,,0.0196078431372549,0.0333333333333333,0.0606060606060606,0.0714285714285714,0.0476190476190476,0.1666666666666666,,,0.4680851063829787,0.5,0.5789473684210527,0.5454545454545454,0.0425531914893617,1.0,1.0,,0.0638297872340425,0.2,,0.3636363636363636,0.5,0.8936170212765957,0.5544680851063829,0.6314500000000001,0.5415272727272726,0.0816326530612244,0.1071428571428571,0.1016949152542373,0.3050847457627119,4.07037037037037,0.1619047619047619,3.0,2.0,12.0,,1.0,,1.0,7.0,20.0,2.0,4.0,2.0,4.0,21.0,,12.0,2.0,,14.0,3.0,17.0,3.0,,11.0,,3.0,37.0,1.0,5.0,1.0,,,,1.0,1.0,0.35,0.5,0.5,0.35,0.425531914893617,,,,,1.0,1.0,0.3333333333333333,0.2553191489361702,0.1666666666666666,0.1666666666666666,1.0,,0.2,,,0.0909090909090909,,0.1666666666666666,0.0476190476190476,24.68,5.0,8.0,2.0,3.0,,,0.1702127659574468,0.625,0.625,1.0,0.2727272727272727,0.6666666666666666,3.0,0.6,1.0,0.1666666666666666,,,1.0,2.0,0.0714285714285714,0.6666666666666666,1.0,True,,,,,,,,,,,,,
1629028,1610612756,Deandre Ayton,Deandre Ayton,1629028,PHX,11682.0,195,-18,386,388,60.0,72.0,29.0,774,30.0,39.0,5.0,9.0,4.0,5.0,6.0,20.0,20.0,44.0,79.0,11.0,99.0,427.0,5.0,11.0,3.0,13.0,6.0,10.0,4.0,16.0,64.0,24.0,8.0,4.0,4.0,9.0,27.0,26.0,57.0,13.0,70.0,2.0,6.0,6.0,4.0,1.0,8.0,1.0,3.0,12.0,,1.0,11.0,17.0,,2.0,21.0,13.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,1.0,16.0,60.0,,2.0,0.7272727272727273,0.8,0.5569620253164557,0.4545454545454545,0.6,0.5569620253164557,0.4545454545454545,0.6,0.5823529411764706,0.5,0.6666666666666666,0.050632911392405,0.0769230769230769,22.695035460992905,0.3333333333333333,0.2626262626262626,0.09,0.3068181818181818,0.0555555555555555,0.2834224598930481,0.0755813953488372,0.14,0.0714285714285714,,0.0357142857142857,0.2222222222222222,0.3714285714285714,0.1578947368421052,0.2933333333333333,0.3846153846153846,0.064516129032258,0.6,0.4936708860759494,0.7692307692307693,0.8333333333333334,0.7666666666666667,0.2531645569620253,0.3,0.3157894736842105,0.3333333333333333,0.2531645569620253,0.8181818181818182,0.5555555555555556,0.5,0.8,0.4936708860759494,0.4935746835443038,0.5289875,0.48753,0.0609756097560975,0.0609756097560975,0.1313131313131313,0.1616161616161616,7.518987341772154,0.155440414507772,8.0,,,,,,,,,,,,,,,,,,8.0,9.0,17.0,8.0,1.0,7.0,1.0,,43.0,,3.0,,1.0,,,,,,,,,,,0.05,,,0.4,0.4,0.875,,,,,0.2,,,,,,,,,,,,,1.0,,,,,,,,,,4.0,0.5714285714285714,,,,,0.125,,,True,,,,,,,,,,,,,
2037,1610612756,Jamal Crawford,Jamal Crawford,2037,PHX,2898.0,48,-34,99,100,28.0,25.0,9.0,199,,1.0,,1.0,,,1.0,4.0,4.0,2.0,9.0,10.0,20.0,114.0,,1.0,,,1.0,4.0,7.0,9.0,,4.0,,1.0,,,2.0,,2.0,,2.0,,1.0,,3.0,,1.0,,1.0,4.0,,1.0,,1.0,,,9.0,12.0,,2.0,1.0,1.0,,1.0,,,9.0,28.0,,1.0,,,0.2222222222222222,,0.25,0.2941176470588235,,0.2,0.4545454545454545,,0.5625,0.1111111111111111,1.0,23.636363636363637,0.75,,,0.0869565217391304,,0.037037037037037,,,,,,,,,0.1,,,,0.0588235294117647,,,,0.2352941176470588,0.25,0.25,,0.2352941176470588,1.0,,,,0.5294117647058824,0.4667558823529411,,0.42146,0.1904761904761904,0.1818181818181818,,0.45,13.166666666666668,0.2828282828282828,1.0,2.0,8.0,,,,1.0,2.0,8.0,,,,1.0,3.0,3.0,8.0,2.0,,7.0,1.0,8.0,1.0,,6.0,,1.0,17.0,1.0,3.0,,,,,2.0,0.5,0.25,,,0.25,0.4705882352941176,,,,,0.25,0.25,,0.4705882352941176,0.25,0.25,0.5,,,,,0.2,,0.25,0.2,26.037499999999994,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,
