EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,Loose Ball Fouls Drawn,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,AtRimPctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,Corner3Assists,Travels,Charge Fouls,Charge Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctAssisted,SecondChanceFtPoints,Offensive Fouls,NonShootingPenaltyNonTakeFouls,FTOffRebounds,Loose Ball Fouls,DefensiveGoaltends,OffFTReboundPct,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3PctBlocked,on,OffensiveGoaltends,3SecondViolations,Clear Path Fouls,BlockedCorner3
1626161,1610612758,Willie Cauley-Stein,Willie Cauley-Stein,1626161,SAC,549.0,9,-9,18,22,1,6,4.0,40,1.0,1.0,29,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,9.090909090909092,1.0,1.0,0.14285714285714285,0.08333333333333333,0.25,1.0,0.4099,4.4,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1627741,1610612758,Buddy Hield,Buddy Hield,1627741,SAC,13160.0,219,-8,460,477,162,206,69.0,937,18.0,74.0,516,4.0,17.0,24.0,,55.0,5.0,,28.0,14.0,42.0,8.0,5.0,11.0,6.0,14.0,14.0,,162,0.05405405405405406,0.16666666666666666,29.36802973977695,0.7857142857142857,,0.03184713375796178,0.05622489959839357,0.04477611940298507,0.1267605633802817,0.5107290780141844,10.044594594594592,0.3521739130434783,15.0,26.0,3.0,4.0,3.0,10.0,5.0,10.0,30.0,7.0,14.0,1.0,3.0,3.0,7.0,27.0,54.0,5.0,9.0,10.0,16.0,30.0,34.0,68.0,12.0,174.0,4.0,9.0,6.0,12.0,26.0,9.0,23.0,13.0,23.0,3.0,60.0,16.0,44.0,93.0,9.0,4.0,1.0,53.0,27.0,7.0,7.0,12.0,5.0,9.0,12.0,16.0,3.0,3.0,2.0,3.0,1.0,5.0,1.0,3.0,11.0,16.0,2.0,13.0,5.0,1.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,60.0,0.26666666666666666,0.2857142857142857,0.9117647058823529,0.5,0.5,0.5652173913043478,0.5074626865671642,0.40540540540540543,0.4444444444444444,0.391304347826087,0.5704225352112676,0.6190476190476191,0.6195652173913043,0.59375,0.6190476190476191,0.6276595744680851,0.4788732394366197,0.038461538461538464,0.125,0.125,0.09782608695652174,0.125,0.022222222222222223,0.022222222222222223,0.0945945945945946,0.1111111111111111,0.10204081632653061,0.125,0.15384615384615385,0.11428571428571428,0.15384615384615385,0.04225352112676056,1.0,0.18309859154929578,0.5769230769230769,0.6,0.4,0.2777777777777778,0.3333333333333333,0.4,0.2112676056338028,0.3333333333333333,0.3333333333333333,0.09859154929577464,0.5,0.5,1.0,0.38028169014084506,0.5,0.5,0.8888888888888888,0.19047619047619047,0.75,0.14285714285714285,0.3333333333333333,1.0,0.42857142857142855,0.5555555555555556,1.0,0.21739130434782608,0.3,0.15217391304347827,0.42857142857142855,0.34782608695652173,0.625,0.6619718309859155,0.5094339622641509,0.5042153846153845,0.51346,0.04895104895104895,0.08,0.014705882352941176,0.14942528735632185,0.3448275862068966,25.80294117647059,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1627812,1610612758,Yogi Ferrell,Yogi Ferrell,1627812,SAC,13002.0,217,-14,459,461,176,182,63.0,920,18.0,51.0,506,8.0,13.0,33.0,,86.0,,1.0,21.0,1.0,22.0,6.0,3.0,2.0,1.0,7.0,18.0,,176,0.1568627450980392,0.16666666666666666,18.21631878557875,0.2857142857142857,0.05263157894736842,,0.0041841004184100415,,0.21176470588235294,0.48999058823529407,9.864705882352942,0.38344226579520696,7.0,17.0,1.0,1.0,3.0,5.0,5.0,6.0,16.0,1.0,6.0,,1.0,,3.0,9.0,28.0,,3.0,3.0,9.0,18.0,10.0,34.0,14.0,80.0,2.0,2.0,,4.0,4.0,9.0,20.0,3.0,12.0,9.0,36.0,8.0,28.0,18.0,12.0,,,28.0,9.0,20.0,14.0,5.0,8.0,1.0,8.0,12.0,1.0,3.0,3.0,5.0,,1.0,,2.0,1.0,7.0,4.0,15.0,3.0,,4.0,5.0,,2.0,2.0,2.0,,,2.0,,36.0,0.2222222222222222,0.2222222222222222,0.6,0.29411764705882354,,0.25,0.29411764705882354,0.35294117647058826,1.0,0.45,0.38823529411764707,0.3333333333333333,0.421875,0.42696629213483145,0.3333333333333333,0.4857142857142857,0.4,0.29411764705882354,0.10619469026548672,0.0851063829787234,0.01098901098901099,0.0966183574879227,,,0.013513513513513514,,0.14285714285714285,0.09302325581395349,0.09523809523809523,0.0945945945945946,0.05,0.02127659574468085,,0.2,0.4117647058823529,0.5833333333333334,0.14285714285714285,0.2777777777777778,0.3333333333333333,0.2,0.18823529411764706,0.375,0.375,0.07058823529411765,0.16666666666666666,0.16666666666666666,1.0,0.32941176470588235,0.32142857142857145,0.32142857142857145,0.5555555555555556,0.16666666666666666,1.0,0.16666666666666666,,,0.5,,,0.15625,0.6,0.09375,,0.28125,0.3333333333333333,0.6,0.32142857142857145,0.48469999999999996,0.4669156249999999,0.05747126436781609,0.09433962264150944,,0.05,0.45,25.19411764705882,6.0,1.0,1.0,2.0,2.0,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,
1628382,1610612758,Justin Jackson,Justin Jackson,1628382,SAC,15627.0,260,-5,554,563,215,241,75.0,1117,21.0,36.0,623,,12.0,17.0,3.0,39.0,4.0,2.0,21.0,7.0,28.0,5.0,5.0,1.0,,6.0,14.0,1.0,215,,,13.814756671899529,0.16666666666666666,0.08695652173913043,0.024539877300613498,0.02564102564102564,0.0410958904109589,0.2727272727272727,0.5142220779220781,10.530555555555555,0.388086642599278,5.0,5.0,1.0,1.0,3.0,3.0,11.0,2.0,10.0,9.0,18.0,3.0,4.0,2.0,4.0,8.0,23.0,2.0,3.0,2.0,7.0,18.0,17.0,41.0,9.0,96.0,3.0,6.0,5.0,7.0,23.0,9.0,15.0,4.0,11.0,2.0,32.0,20.0,16.0,51.0,,4.0,,23.0,8.0,5.0,5.0,7.0,2.0,3.0,8.0,11.0,2.0,,,5.0,1.0,1.0,,3.0,5.0,17.0,5.0,11.0,1.0,,,6.0,,,5.0,4.0,1.0,,5.0,3.0,32.0,0.5555555555555556,0.625,1.0,0.4146341463414634,0.7142857142857143,0.36363636363636365,0.4146341463414634,0.5,0.5,0.6,0.564935064935065,0.8076923076923077,0.5769230769230769,0.5853658536585366,0.8214285714285714,0.5714285714285714,0.5324675324675324,,0.07482993197278912,0.07079646017699115,0.02727272727272727,0.07307692307692308,,0.024390243902439025,0.033707865168539325,,0.08695652173913043,0.061224489795918366,0.07692307692307693,0.058823529411764705,0.10714285714285714,0.04878048780487805,0.6,0.06493506493506493,1.0,1.0,0.4,0.5238095238095238,0.5238095238095238,0.5454545454545454,0.12987012987012986,0.2,0.2,0.23376623376623376,0.5,0.5,1.0,0.2987012987012987,0.34782608695652173,0.34782608695652173,1.0,0.07692307692307693,1.0,0.3076923076923077,0.75,1.0,0.23076923076923078,0.6666666666666666,1.0,0.11538461538461539,1.0,0.15384615384615385,0.5,0.2692307692307692,0.2857142857142857,0.5974025974025974,0.34782608695652173,0.523761111111111,0.515598076923077,0.07317073170731707,0.14634146341463414,,0.23958333333333334,0.3333333333333333,24.614634146341462,,1.0,2.0,1.0,,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,True,,,,
201585,1610612758,Kosta Koufos,Kosta Koufos,201585,SAC,30096.0,502,-32,1057,1077,410,454,145.0,2134,92.0,153.0,1196,8.0,14.0,36.0,3.0,94.0,33.0,20.0,125.0,52.0,177.0,15.0,11.0,12.0,8.0,27.0,27.0,3.0,410,0.05228758169934641,0.03260869565217391,15.599343185550083,0.4444444444444444,0.5555555555555556,0.0967741935483871,0.08990825688073395,0.10256410256410256,0.6013071895424836,0.468369934640523,5.933333333333334,0.38789025543992434,33.0,58.0,16.0,23.0,12.0,18.0,37.0,3.0,3.0,,,,,,,,,,,,,73.0,,,10.0,156.0,20.0,35.0,,,40.0,32.0,52.0,,,1.0,65.0,108.0,38.0,,,28.0,,,,22.0,15.0,3.0,8.0,16.0,49.0,56.0,8.0,4.0,2.0,15.0,3.0,4.0,3.0,12.0,40.0,68.0,1.0,24.0,4.0,,,12.0,,2.0,18.0,6.0,1.0,11.0,18.0,7.0,65.0,0.7397260273972602,0.9152542372881356,,,,,,0.477124183006536,0.5714285714285714,0.6153846153846154,0.477124183006536,0.5714285714285714,0.6153846153846154,0.4785276073619632,0.5405405405405406,0.5909090909090909,,0.08620689655172414,0.21292775665399238,0.22072072072072071,0.0784313725490196,0.21649484536082475,0.1276595744680851,0.054945054945054944,0.09146341463414634,0.025,0.23255813953488372,0.17391304347826086,0.23529411764705882,0.2275449101796407,0.2,0.11267605633802817,0.3888888888888889,0.3790849673202614,0.5689655172413793,0.6226415094339622,0.6060606060606061,0.40217391304347827,0.4157303370786517,0.8378378378378378,0.0196078431372549,1.0,1.0,,,,,,,,,0.6571428571428571,0.6956521739130435,,,,,,,0.34615384615384615,0.6666666666666666,,,,,0.3790849673202614,,0.5117137931034483,0.4723153846153844,0.07453416149068323,0.07453416149068323,,0.2564102564102564,0.4166666666666667,,7.0,1.0,,,3.0,1.0,,9.0,4.0,3.0,5.0,1.0,0.10344827586206896,0.1875,,,,,,,,,,True,,,,
1628368,1610612758,De'Aaron Fox,De'Aaron Fox,1628368,SAC,9775.0,163,-4,345,355,140,164,47.0,700,26.0,66.0,397,3.0,21.0,33.0,,78.0,2.0,,12.0,3.0,15.0,11.0,7.0,7.0,5.0,9.0,23.0,,140,0.045454545454545456,,25.944584382871536,0.7777777777777778,,0.017094017094017096,0.01694915254237288,0.038461538461538464,0.3058823529411765,0.4823388235294118,8.818181818181818,0.4057971014492754,16.0,24.0,1.0,2.0,10.0,15.0,15.0,2.0,16.0,1.0,1.0,,,,,10.0,18.0,1.0,2.0,7.0,12.0,33.0,11.0,19.0,16.0,115.0,1.0,3.0,1.0,2.0,5.0,17.0,31.0,7.0,12.0,8.0,63.0,16.0,50.0,21.0,12.0,,,18.0,10.0,12.0,11.0,14.0,7.0,1.0,8.0,4.0,1.0,4.0,1.0,2.0,,2.0,,2.0,5.0,15.0,4.0,20.0,2.0,,,10.0,,1.0,,,,,,,63.0,0.24242424242424243,0.24242424242424243,0.6363636363636364,0.5789473684210527,0.5,0.5833333333333334,0.5789473684210527,0.5,0.3333333333333333,0.5483870967741935,0.5823529411764706,0.5,0.6395348837209303,0.6117021276595744,0.5,0.65625,0.2235294117647059,0.125,0.0449438202247191,0.1038961038961039,0.016666666666666666,0.07228915662650602,,,0.020833333333333332,,0.05405405405405406,,0.09090909090909091,0.0847457627118644,0.16666666666666666,0.02631578947368421,,0.2823529411764706,0.6666666666666666,0.7619047619047619,0.3125,0.5769230769230769,0.5769230769230769,0.2,0.18823529411764706,0.125,0.125,0.011764705882352941,1.0,1.0,1.0,0.21176470588235294,0.5555555555555556,0.5555555555555556,0.6,0.4,0.5,,,,0.4,0.5,1.0,0.3488372093023256,0.6666666666666666,,,0.27906976744186046,0.5833333333333334,0.5058823529411764,0.5555555555555556,0.4572,0.49755000000000005,0.10752688172043011,0.13513513513513514,,0.043478260869565216,0.5478260869565217,25.53684210526316,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,True,,,,
202697,1610612758,Iman Shumpert,Iman Shumpert,202697,SAC,4002.0,67,-20,142,140,56,68,16.0,282,1.0,10.0,181,,3.0,8.0,,21.0,3.0,,2.0,4.0,6.0,3.0,2.0,2.0,1.0,3.0,4.0,,56,,,15.432098765432098,0.6666666666666666,,0.057692307692307696,0.05405405405405406,0.05,0.05,0.5316275,11.26,0.39436619718309857,4.0,4.0,,,1.0,1.0,,1.0,5.0,1.0,5.0,,,1.0,2.0,1.0,5.0,,1.0,,1.0,5.0,2.0,10.0,4.0,20.0,,1.0,,1.0,,1.0,2.0,1.0,3.0,1.0,6.0,6.0,4.0,6.0,,,,5.0,1.0,5.0,3.0,3.0,,1.0,2.0,,,1.0,,1.0,,1.0,,1.0,4.0,6.0,,5.0,,,,1.0,1.0,,,,,,,,6.0,0.6,0.6,1.0,0.2,,0.3333333333333333,0.2,0.5,,0.5,0.4,,0.5,0.45454545454545453,,0.5,0.5,,,0.07692307692307693,0.045454545454545456,0.03636363636363636,0.05263157894736842,0.07692307692307693,0.0625,,,,,0.10526315789473684,,,,0.2,1.0,1.0,0.75,,,,0.25,0.2,0.2,0.25,0.2,0.2,1.0,0.25,0.2,0.2,1.0,,,,,,0.5,,,0.2,1.0,0.4,0.5,0.2,,0.7,0.2,0.48845000000000005,0.5780899999999999,0.09090909090909091,0.09090909090909091,0.09090909090909091,,0.3,24.32,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,True,,,,
203992,1610612758,Bogdan Bogdanovic,Bogdan Bogdanovic,203992,SAC,18862.0,314,-24,645,662,256,247,87.0,1307,25.0,82.0,746,4.0,21.0,42.0,,105.0,5.0,,32.0,7.0,39.0,8.0,5.0,10.0,7.0,19.0,50.0,1.0,256,0.04878048780487805,0.08,26.344086021505376,0.5263157894736842,,0.024271844660194174,0.021212121212121213,0.01098901098901099,0.15625,0.48327215189873424,9.860975609756098,0.39689922480620154,15.0,28.0,2.0,2.0,8.0,14.0,10.0,8.0,29.0,3.0,7.0,1.0,2.0,,2.0,28.0,71.0,2.0,5.0,11.0,29.0,33.0,31.0,78.0,29.0,188.0,3.0,7.0,3.0,7.0,17.0,15.0,31.0,11.0,31.0,16.0,79.0,28.0,38.0,69.0,24.0,2.0,2.0,69.0,28.0,21.0,16.0,12.0,9.0,2.0,18.0,14.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,9.0,14.0,19.0,5.0,40.0,2.0,1.0,,10.0,4.0,6.0,2.0,2.0,,,3.0,,79.0,0.42424242424242425,0.4375,0.7419354838709677,0.3974358974358974,0.42857142857142855,0.3548387096774194,0.40789473684210525,0.4024390243902439,0.42857142857142855,0.4838709677419355,0.496875,0.5357142857142857,0.5080645161290323,0.5310734463276836,0.5666666666666667,0.541095890410959,0.4875,0.07142857142857142,0.08433734939759036,0.13740458015267176,0.016129032258064516,0.10774410774410774,0.01694915254237288,0.05357142857142857,0.01,0.041666666666666664,0.03571428571428571,0.12280701754385964,0.09433962264150944,0.1346153846153846,0.14814814814814814,0.03571428571428571,,0.175,0.5357142857142857,0.5769230769230769,0.4,0.4,0.43478260869565216,0.5,0.18125,0.27586206896551724,0.27586206896551724,0.04375,0.42857142857142855,0.42857142857142855,1.0,0.44375,0.39436619718309857,0.39436619718309857,0.7142857142857143,0.14285714285714285,1.0,0.14285714285714285,0.5,1.0,0.35714285714285715,0.4,1.0,0.22580645161290322,0.5714285714285714,0.03225806451612903,,0.46774193548387094,0.3793103448275862,0.6625,0.4057971014492754,0.5304749999999999,0.4736149999999999,0.08187134502923976,0.1111111111111111,0.04938271604938271,0.09042553191489362,0.42021276595744683,26.221794871794867,5.0,3.0,,,6.0,0.375,2.0,,3.0,,1.0,,,,1.0,1.0,1.0,,,,,,,True,,,,
1627746,1610612758,Skal Labissiere,Skal Labissiere,1627746,SAC,1563.0,26,19,59,59,39,26,6.0,118,2.0,3.0,56,1.0,1.0,1.0,,2.0,,,5.0,,5.0,,,,,1.0,1.0,,39,0.3333333333333333,0.5,14.0625,,,,,,0.2857142857142857,0.5169785714285714,4.933333333333334,0.6610169491525424,1.0,1.0,,,1.0,1.0,,,,,,,,,,3.0,4.0,,,1.0,1.0,1.0,3.0,4.0,1.0,12.0,,,,,,1.0,2.0,1.0,1.0,1.0,6.0,2.0,,9.0,,,,4.0,3.0,,,1.0,,,2.0,3.0,,,,1.0,1.0,,,1.0,3.0,5.0,,2.0,,,,,,1.0,2.0,1.0,1.0,,2.0,1.0,6.0,1.0,1.0,1.0,0.75,,1.0,0.75,0.3333333333333333,,0.5,0.7857142857142857,,0.8333333333333334,0.75,,0.75,0.5714285714285714,,0.1875,0.125,,0.15625,,,,,0.25,0.3333333333333333,,0.09090909090909091,0.2,,0.5,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,,0.5714285714285714,0.75,0.75,1.0,,,,,,,,,0.3333333333333333,1.0,,,0.3333333333333333,1.0,0.7142857142857143,0.75,,0.5250166666666667,,,,,0.5,25.15,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,True,,,,
1627786,1610612758,Troy Williams,Troy Williams,1627786,SAC,5882.0,98,13,210,213,89,97,26.0,423,4.0,15.0,210,1.0,4.0,7.0,2.0,17.0,2.0,1.0,18.0,4.0,22.0,6.0,5.0,,,1.0,7.0,,89,0.06666666666666667,,14.893617021276595,,0.16666666666666666,0.03333333333333333,0.03773584905660377,,0.14285714285714285,0.5551196428571429,5.56,0.4238095238095238,6.0,9.0,,1.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,,,1.0,3.0,3.0,10.0,,,3.0,5.0,8.0,4.0,13.0,7.0,35.0,1.0,2.0,,,3.0,3.0,5.0,4.0,8.0,4.0,22.0,8.0,8.0,12.0,,,,10.0,3.0,3.0,1.0,1.0,1.0,2.0,8.0,9.0,1.0,1.0,,1.0,,,,,8.0,14.0,1.0,13.0,,,,2.0,1.0,3.0,3.0,2.0,,1.0,3.0,3.0,22.0,0.5,0.5,1.0,0.3076923076923077,,0.5,0.3076923076923077,0.5333333333333333,0.5,0.6,0.5,0.5,0.6923076923076923,0.5147058823529411,0.5,0.6470588235294118,0.4642857142857143,0.1111111111111111,0.14285714285714285,0.17777777777777778,0.043478260869565216,0.1574074074074074,0.15384615384615385,,0.02631578947368421,0.125,0.13333333333333333,0.1111111111111111,0.2,0.12903225806451613,0.2857142857142857,0.06666666666666667,1.0,0.32142857142857145,0.6666666666666666,0.75,0.5,0.25,0.25,1.0,0.07142857142857142,0.5,0.5,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.35714285714285715,0.3,0.3,1.0,0.5,,,,,,,,0.3076923076923077,0.75,0.23076923076923078,0.3333333333333333,0.38461538461538464,0.6,0.7857142857142857,0.3,0.6195,0.601026923076923,0.0967741935483871,0.11764705882352941,0.07142857142857142,0.08571428571428572,0.6285714285714286,25.0,2.0,1.0,,,3.0,,1.0,,3.0,,,,,,,,,,,,,,,True,,,,
