EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,SecondChanceArc3FGA,Fg3aBlocked,OffTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceFtPoints,Corner3Assists,FTOffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,BlockedShortMidRange,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyFG3M,StepOutOfBoundsTurnovers,BlockedArc3,DefensiveGoaltends,PenaltyFg3Pct,OffCorner3ReboundPct,PenaltyCorner3Accuracy,PenaltyArc3FGM,PenaltyArc3Accuracy,Charge Fouls Drawn,SecondChanceArc3FGM,PtsUnassisted3s,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,on,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,3SecondViolations,Defensive 3 Seconds Violations,HeaveAttempts,OffensiveGoaltends,Corner3PctBlocked
101150,1610612746,Lou Williams,Lou Williams,101150,LAC,2491.0,42,-20.0,91,92,23.0,34.0,10.0,183,1.0,3.0,6.0,9.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,9.0,17.0,2.0,9.0,9.0,33.0,108,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,5.0,7.0,2.0,16.0,6.0,2.0,8.0,1.0,1.0,10.0,2.0,12.0,2.0,8.0,1.0,1.0,26.0,1.0,5.0,4.0,9.0,1.0,10.0,4.0,3.0,1.0,4.0,1.0,2.0,9.0,1.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,23.0,1.0,0.1111111111111111,0.125,1.0,0.2222222222222222,1.0,0.2222222222222222,0.5294117647058824,1.0,0.5,0.46153846153846156,1.25,0.25,0.55,1.25,0.5833333333333334,0.34615384615384615,0.058823529411764705,0.3333333333333333,33.333333333333336,1.0,0.26666666666666666,0.23809523809523808,0.0625,0.25,0.024390243902439025,0.07142857142857142,0.25,0.14285714285714285,0.5,0.2631578947368421,1.0,0.11538461538461539,0.3333333333333333,0.5,0.34615384615384615,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.19230769230769232,0.4,0.4,0.038461538461538464,1.0,1.0,1.0,0.3076923076923077,0.125,0.125,1.0,0.5,1.0,1.0,0.5,0.46153846153846156,0.125,0.47987500000000005,0.645,0.4684875,0.13793103448275862,0.2,0.15151515151515152,0.21212121212121213,9.641176470588237,25.87777777777778,0.25274725274725274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
101162,1610612746,Marcin Gortat,Marcin Gortat,101162,LAC,136.0,2,3.0,5,5,,,,10,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.25,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1627820,1610612746,Tyrone Wallace,Tyrone Wallace,1627820,LAC,5839.0,97,8.0,212,212,100.0,117.0,29.0,424,5.0,11.0,8.0,21.0,1.0,3.0,1.0,4.0,,,,2.0,2.0,14.0,35.0,1.0,6.0,6.0,37.0,209,1.0,1.0,,1.0,2.0,6.0,14.0,5.0,1.0,13.0,12.0,16.0,3.0,2.0,2.0,,6.0,7.0,,7.0,,5.0,1.0,1.0,14.0,1.0,3.0,4.0,8.0,3.0,11.0,5.0,4.0,1.0,7.0,8.0,12.0,9.0,,14.0,,6.0,1.0,,,1.0,1.0,13.0,100.0,1.0,0.42857142857142855,0.46153846153846156,1.0,0.16666666666666666,,0.16666666666666666,0.4,1.0,0.42857142857142855,0.3780487804878049,0.5,0.3157894736842105,0.3854166666666667,0.5,0.30952380952380953,0.14634146341463414,0.17142857142857143,0.45454545454545453,22.357723577235774,0.7142857142857143,0.10526315789473684,0.06382978723404255,0.04,0.08235294117647059,0.03125,0.05555555555555555,,0.06666666666666667,0.23076923076923078,0.05263157894736842,1.0,0.2682926829268293,0.45454545454545453,0.8333333333333334,0.5121951219512195,0.38095238095238093,0.4,0.5,0.07317073170731707,0.3333333333333333,0.3333333333333333,0.0975609756097561,0.25,0.25,1.0,0.04878048780487805,,,,,,,0.10526315789473684,0.4146341463414634,,0.4839939024390244,0.6373,0.520792105263158,0.1276595744680851,0.14634146341463414,0.05405405405405406,0.35135135135135137,7.531428571428572,24.566666666666663,0.4716981132075472,1.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.047619047619047616,0.5,0.1,0.028169014084507043,0.041666666666666664,0.07692307692307693,0.1111111111111111,0.2,1.0,0.5,1.0,0.5,0.3157894736842105,0.3333333333333333,0.15789473684210525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1628405,1610612746,Johnathan Motley,Johnathan Motley,1628405,LAC,9360.0,156,-34.0,338,343,144.0,167.0,42.0,681,31.0,45.0,8.0,24.0,,1.0,,1.0,,,,2.0,1.0,39.0,70.0,,3.0,24.0,102.0,373,8.0,12.0,,,20.0,18.0,34.0,2.0,18.0,54.0,48.0,30.0,,10.0,2.0,,4.0,9.0,2.0,11.0,1.0,4.0,4.0,1.0,24.0,3.0,10.0,17.0,33.0,18.0,51.0,5.0,2.0,3.0,16.0,10.0,27.0,24.0,,40.0,8.0,19.0,5.0,,,3.0,2.0,54.0,144.0,5.0,0.6153846153846154,0.7058823529411765,,,,,0.5571428571428572,0.6666666666666666,0.5294117647058824,0.5342465753424658,0.6666666666666666,0.5,0.5730337078651685,0.7142857142857143,0.574468085106383,0.0410958904109589,0.05714285714285714,0.08888888888888889,27.202072538860104,0.3125,0.27419354838709675,0.136986301369863,0.06976744186046512,0.2,0.1,0.09375,0.3,0.2,0.35294117647058826,0.15,0.6666666666666666,0.6164383561643836,0.6888888888888889,0.7560975609756098,0.3287671232876712,0.3333333333333333,0.3333333333333333,0.875,0.0136986301369863,,,0.0136986301369863,,,,0.0273972602739726,,,,,,,0.027777777777777776,0.6575342465753424,,0.5110972602739726,0.5585999999999999,0.5115013888888889,0.2261904761904762,0.2345679012345679,0.19607843137254902,0.5294117647058824,3.8799999999999994,24.866666666666664,0.4260355029585799,8.0,11.0,13.0,20.0,1.0,,,12.0,6.0,5.0,4.0,11.0,2.0,1.0,5.0,3.0,,3.0,1.0,3.0,,,,0.375,0.11214953271028037,0.10526315789473684,,0.07692307692307693,0.5483870967741935,,0.9166666666666666,0.7272727272727273,,0.5555555555555556,0.65,0.027777777777777776,4.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.13636363636363635,0.1568627450980392,0.1,0.25,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1628414,1610612746,Sindarius Thornwell,Sindarius Thornwell,1628414,LAC,5191.0,87,,191,190,103.0,109.0,26.0,381,1.0,5.0,,3.0,,,1.0,2.0,,,,,,1.0,8.0,1.0,2.0,9.0,14.0,195,,3.0,,,,1.0,6.0,1.0,6.0,11.0,2.0,,3.0,,,,,4.0,1.0,5.0,,3.0,1.0,,11.0,1.0,3.0,3.0,7.0,2.0,9.0,3.0,3.0,,6.0,4.0,7.0,6.0,,12.0,,4.0,2.0,1.0,,2.0,1.0,11.0,103.0,1.0,1.0,1.0,1.0,0.5,,0.5,0.125,,0.16666666666666666,0.25,,0.35714285714285715,0.4375,,0.5,0.2,,,9.589041095890412,0.5,0.08333333333333333,0.08108108108108109,0.05,0.0821917808219178,0.02531645569620253,,0.08333333333333333,0.13333333333333333,,0.06666666666666667,0.5,0.5,0.2,0.2,0.3,,,,,,,0.2,0.5,0.5,1.0,,,,,,,,,0.7,,0.5611300000000001,0.4884,0.5397642857142858,0.2857142857142857,0.3333333333333333,,0.7857142857142857,5.0375,22.9,0.5392670157068062,,2.0,1.0,4.0,1.0,,,1.0,1.0,5.0,3.0,3.0,,1.0,4.0,,,1.0,,,,,,0.1,0.01694915254237288,0.047619047619047616,,0.14285714285714285,1.0,,0.6666666666666666,,,0.5714285714285714,0.25,0.14285714285714285,,1.0,,,2.0,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,True,,,,,,,,,,,
1628983,1610612746,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,LAC,3599.0,60,-35.0,129,134,64.0,61.0,15.0,263,1.0,4.0,2.0,7.0,1.0,3.0,,3.0,,,1.0,1.0,1.0,4.0,14.0,1.0,4.0,7.0,18.0,159,,,,,,1.0,7.0,3.0,5.0,10.0,,8.0,3.0,,1.0,1.0,4.0,6.0,4.0,10.0,3.0,4.0,2.0,,24.0,1.0,,3.0,4.0,2.0,6.0,4.0,4.0,,6.0,4.0,6.0,7.0,,9.0,1.0,3.0,2.0,,,1.0,,10.0,64.0,2.0,,,1.0,0.25,,0.25,0.2857142857142857,,0.14285714285714285,0.3055555555555556,,0.25,0.4090909090909091,,0.38461538461538464,0.2222222222222222,0.2857142857142857,0.75,19.178082191780824,0.6666666666666666,0.11538461538461539,,0.05555555555555555,0.06,0.034482758620689655,0.09090909090909091,0.125,0.18181818181818182,,,,0.2222222222222222,0.25,1.0,0.3888888888888889,0.2857142857142857,0.3333333333333333,,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,,0.05555555555555555,1.0,1.0,1.0,,,,0.1,0.4444444444444444,1.0,0.4836305555555555,,0.46014499999999997,0.15,0.1875,,0.5555555555555556,9.721428571428572,24.375,0.49612403100775193,,,,1.0,2.0,,,1.0,1.0,2.0,1.0,2.0,,2.0,2.0,1.0,,1.0,1.0,,,0.14285714285714285,,0.25,0.025,,,,,,,,,0.1,,0.2,,1.0,,,1.0,1.0,,,,,,0.045454545454545456,,,,1.0,,,,0.3333333333333333,,,1.0,1.0,,,,,,,True,,,,,,,,,,,
201976,1610612746,Patrick Beverley,Patrick Beverley,201976,LAC,2617.0,44,-23.0,97,99,46.0,44.0,11.0,196,1.0,1.0,3.0,3.0,,,1.0,1.0,,,1.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,15.0,120,2.0,2.0,,,4.0,1.0,1.0,2.0,1.0,3.0,6.0,2.0,6.0,,3.0,1.0,,6.0,2.0,8.0,1.0,2.0,4.0,,18.0,,6.0,5.0,11.0,1.0,12.0,1.0,1.0,,1.0,,3.0,4.0,1.0,4.0,,,2.0,,,1.0,1.0,3.0,46.0,2.0,0.75,0.75,1.0,0.5,,0.5,1.0,1.0,1.0,0.875,1.0,0.3333333333333333,0.75,1.0,0.3,0.5,,,10.091743119266054,1.0,0.3125,0.3333333333333333,,0.3235294117647059,,,0.25,0.2,1.0,0.3333333333333333,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.6666666666666666,,,,0.125,1.0,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,0.6666666666666666,0.625,0.3333333333333333,0.48206249999999995,0.39585000000000004,0.4991333333333334,,,0.26666666666666666,0.2,7.525,25.625,0.4742268041237113,1.0,1.0,,,,,,,,2.0,2.0,,,,1.0,,,1.0,,3.0,,,,,,,,0.3333333333333333,1.0,,0.5,1.0,,,,,,1.0,1.0,,,,,,,1.0,0.1111111111111111,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1626149,1610612746,Montrezl Harrell,Montrezl Harrell,1626149,LAC,2958.0,49,-31.0,105,108,26.0,37.0,13.0,213,9.0,12.0,1.0,4.0,,,,,,,,,,10.0,16.0,,,2.0,22.0,139,2.0,3.0,,,5.0,2.0,3.0,,,4.0,12.0,8.0,,2.0,,,,2.0,1.0,3.0,1.0,,2.0,,7.0,1.0,2.0,3.0,6.0,2.0,8.0,2.0,1.0,1.0,3.0,2.0,5.0,6.0,,4.0,,2.0,,,,3.0,1.0,4.0,26.0,,0.6,0.6666666666666666,,,,,0.625,0.6666666666666666,0.6666666666666666,0.625,0.6666666666666666,0.6666666666666666,0.6111111111111112,0.625,0.6666666666666666,,,,17.5,0.6666666666666666,0.15,0.10526315789473684,0.1,0.1282051282051282,0.05128205128205128,0.125,0.25,0.14285714285714285,,0.06666666666666667,0.3333333333333333,0.75,0.75,0.75,0.25,0.25,0.25,,,,,,,,,,,,,,,,,0.75,,0.5313937500000001,0.7035,0.5589666666666666,0.1111111111111111,0.1111111111111111,0.22727272727272727,0.18181818181818182,3.1125000000000003,,0.24761904761904763,2.0,3.0,2.0,3.0,,,,1.0,1.0,3.0,3.0,1.0,,,,,1.0,3.0,2.0,,,,,0.25,0.034482758620689655,0.08333333333333333,,0.25,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.6666666666666666,,1.0,,,,,,,1.0,,1.0,,,,0.5,,,,,,,,,,,2.0,,,,,,True,,,,,,,,,,,
1629010,1610612746,Jerome Robinson,Jerome Robinson,1629010,LAC,6181.0,103,-14.0,221,225,76.0,115.0,30.0,446,4.0,8.0,2.0,8.0,4.0,9.0,,2.0,,1.0,6.0,17.0,5.0,10.0,25.0,6.0,19.0,4.0,42.0,235,1.0,4.0,1.0,4.0,7.0,4.0,10.0,6.0,2.0,13.0,16.0,4.0,15.0,,17.0,6.0,7.0,8.0,,8.0,,5.0,3.0,,16.0,,11.0,1.0,12.0,,12.0,4.0,4.0,,5.0,2.0,10.0,6.0,,4.0,,2.0,,,,,,13.0,76.0,,0.8,0.8,0.8333333333333334,0.3157894736842105,0.25,0.3157894736842105,0.4,0.25,0.4,0.4318181818181818,0.3125,0.34375,0.45652173913043476,0.3888888888888889,0.38235294117647056,0.4318181818181818,0.28,0.375,19.844357976653697,0.8,0.02564102564102564,0.22,,0.1348314606741573,,,,,0.07142857142857142,0.21428571428571427,,0.18181818181818182,0.5,0.8,0.18181818181818182,0.25,0.5,1.0,0.20454545454545456,0.4444444444444444,0.4444444444444444,0.045454545454545456,,,,0.38636363636363635,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.125,,,0.3125,0.6136363636363636,0.35294117647058826,0.4769977272727272,0.47646428571428573,0.48782500000000006,0.043478260869565216,0.07407407407407407,0.16666666666666666,0.30952380952380953,10.276,26.3,0.3438914027149321,1.0,1.0,3.0,3.0,1.0,3.0,,,,8.0,5.0,1.0,1.0,,1.0,,1.0,,,2.0,,0.5,,,,,,0.25,1.0,0.5,0.125,1.0,0.375,0.1875,1.0,0.0625,2.0,,,,3.0,,,,1.0,,,,,1.0,,1.0,,,,0.16666666666666666,,,1.0,0.2,1.0,1.0,3.0,0.3333333333333333,1.0,,True,,,,,,,,,,,
202340,1610612746,Avery Bradley,Avery Bradley,202340,LAC,2021.0,34,-6.0,69,74,30.0,31.0,7.0,143,,,,,1.0,5.0,,,,,2.0,4.0,3.0,1.0,5.0,2.0,4.0,2.0,10.0,78,,1.0,,,,,1.0,3.0,,6.0,,2.0,6.0,,4.0,2.0,1.0,1.0,2.0,3.0,2.0,,1.0,,8.0,,2.0,,2.0,,2.0,,,,1.0,1.0,3.0,2.0,1.0,2.0,,,1.0,,,,,6.0,30.0,,,,1.0,0.5,,0.5,0.2,,,0.4444444444444444,,0.75,0.5,,0.75,0.4444444444444444,0.2,,14.285714285714285,,,0.1,,0.06451612903225806,,,,,,0.10526315789473684,,,,,,,,,0.5555555555555556,0.2,0.25,,,,,0.4444444444444444,0.5,0.5,1.0,,,,0.75,0.4444444444444444,0.5,0.4520444444444444,0.3463,0.498375,,,,0.6,19.419999999999998,25.275000000000002,0.43478260869565216,,,,,,,,,,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,0.6666666666666666,,,2.0,0.6666666666666666,,,,,,0.2,True,,,,,,,,,,,
