EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,ShortMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,NonShootingFoulsDrawn,OffensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedCorner3,DefensiveGoaltends,on
1627735,1610612757,Wade Baldwin IV,Wade Baldwin IV,1627735,POR,1277.0,21,-10,44,43,1,17,4,87,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,4.0,43,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,3.0,2.0,6.0,1.0,7.0,1.0,1.0,2.0,4.0,1.0,1.0,4,1.0,1.0,4.0,3.0,1.0,1,1.0,0.3333333333333333,0.25,0.25,0.25,0.5,0.3333333333333333,0.5,0.5,23.52941176470588,0.6666666666666666,0.2727272727272727,0.09090909090909091,0.1111111111111111,0.18181818181818182,0.041666666666666664,0.1111111111111111,0.4,0.3333333333333333,0.1111111111111111,0.5,0.125,1.0,1.0,0.125,1.0,1.0,0.25,1.0,0.75,0.4977625,0.5803,6.616666666666667,25.2,0.022727272727272728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1627774,1610612757,Jake Layman,Jake Layman,1627774,POR,26600.0,443,21,898,894,149,189,108,1792,68.0,15.0,10.0,21.0,4.0,8.0,50.0,65.0,97.0,60.0,212.0,970,18.0,38.0,49.0,4.0,2.0,12.0,11.0,23.0,6.0,8.0,2.0,57.0,10.0,29.0,35.0,5.0,69.0,24.0,93.0,8.0,6.0,2.0,11.0,1.0,1.0,22,3.0,22.0,43.0,33.0,2.0,147,2.0,0.6701030927835051,0.6146496815286624,0.6347305389221557,0.3821656050955414,0.03333333333333333,0.041237113402061855,0.04411764705882353,0.02,18.26086956521739,0.23809523809523808,0.13409961685823754,0.16111111111111112,0.056179775280898875,0.14512471655328799,0.05275779376498801,0.0625,0.12048192771084337,0.16091954022988506,0.1513157894736842,0.43312101910828027,0.1337579617834395,0.47619047619047616,0.5,0.050955414012738856,0.5,0.5,0.3184713375796178,0.75,0.8152866242038217,0.5499243589743591,0.55345,4.278350515463918,25.236666666666668,0.16592427616926503,51.0,9.0,5.0,8.0,3.0,10.0,1.0,3.0,18.0,1.0,2.0,5.0,9.0,21.0,19.0,9.0,1.0,2.0,4.0,25.0,5.0,11.0,6.0,12.0,2.0,30.0,92.0,63.0,14.0,1.0,18.0,5.0,2.0,12.0,2.0,4.0,2.0,11.0,7.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,26.0,6.0,16.0,12.0,1.0,1.0,5.0,1.0,6.0,13.0,10.0,30.0,0.7076923076923077,0.7931034482758621,1.0,0.35,0.5,0.5,0.3559322033898305,0.5,0.45454545454545453,0.525,0.6086956521739131,0.5681818181818182,0.625,0.047619047619047616,0.1,0.5,0.08333333333333333,0.0502092050209205,0.04672897196261682,0.08108108108108109,0.017241379310344827,0.12087912087912088,0.21428571428571427,0.06349206349206349,0.7692307692307693,0.75,0.7846153846153846,0.7254901960784313,0.7,0.5,0.06369426751592357,0.3,0.3333333333333333,1.0,0.36,0.3673469387755102,1.0,0.6,0.2222222222222222,0.1,0.5,1.0,0.34782608695652173,0.625,0.13043478260869565,0.3333333333333333,0.391304347826087,0.5555555555555556,0.3673469387755102,0.5299159090909091,0.09580838323353294,0.14953271028037382,0.1179245283018868,0.14150943396226415,,,,,,,,,,,,,,,,,,,,,True
1628380,1610612757,Zach Collins,Zach Collins,1628380,POR,51660.3,861,58,1728,1726,393,343,185,3454,126.0,35.0,17.0,41.0,3.0,16.0,76.0,100.0,183.0,82.0,341.0,1878,39.0,70.0,76.0,18.0,,29.0,14.0,43.0,12.0,20.0,7.0,100.0,20.0,58.0,68.0,9.0,135.0,73.0,208.0,15.0,8.0,4.0,27.0,,4.0,48,5.0,58.0,106.0,89.0,6.0,392,6.0,0.546448087431694,0.5188679245283019,0.5645695364238411,0.30943396226415093,,0.09836065573770492,0.12698412698412698,,17.9763739085773,0.1956521739130435,0.1295238095238095,0.1638418079096045,0.05970149253731343,0.14334470989761092,0.08816120906801007,0.06597222222222222,0.11224489795918367,0.1761006289308176,0.17006802721088435,0.47547169811320755,0.15471698113207547,0.4146341463414634,0.4358974358974359,0.06037735849056604,0.1875,0.1875,0.28679245283018867,0.7446808510638298,0.7849056603773585,0.5198432075471696,0.5429618421052631,4.424590163934425,25.25121951219512,0.22743055555555555,80.0,25.0,14.0,25.0,2.0,6.0,1.0,2.0,23.0,2.0,6.0,5.0,12.0,25.0,66.0,25.0,3.0,8.0,14.0,73.0,21.0,37.0,6.0,14.0,28.0,88.0,130.0,69.0,34.0,,23.0,2.0,2.0,50.0,3.0,10.0,7.0,21.0,14.0,7.0,3.0,15.0,4.0,9.0,11.0,1.0,11.0,86.0,12.0,43.0,48.0,,,35.0,1.0,12.0,48.0,29.0,88.0,0.65,0.7831325301204819,0.92,0.3048780487804878,0.375,0.42857142857142855,0.3048780487804878,0.6410256410256411,0.5675675675675675,0.6276595744680851,0.5882352941176471,0.6759259259259259,0.6666666666666666,0.04878048780487805,,0.4375,0.06976744186046512,0.10893246187363835,0.13089005235602094,0.10714285714285714,0.078125,0.10588235294117647,0.13333333333333333,0.08547008547008547,0.6041666666666666,0.6349206349206349,0.7272727272727273,0.675,0.47058823529411764,1.0,0.022641509433962263,0.3333333333333333,0.3333333333333333,1.0,0.3026315789473684,0.3026315789473684,0.9130434782608695,0.7142857142857143,0.2,0.1276595744680851,0.3333333333333333,1.0,0.49019607843137253,0.56,0.0392156862745098,0.5,0.23529411764705882,0.4166666666666667,0.3026315789473684,0.5026598039215686,0.14527027027027026,0.20093457943925233,0.21407624633431085,0.25806451612903225,1.0,2.0,6.0,6.0,1.0,3.0,5.0,0.02127659574468085,0.0425531914893617,0.5,1.0,,,,,,,,,,True
1628403,1610612757,Caleb Swanigan,Caleb Swanigan,1628403,POR,4151.0,69,-6,146,143,30,42,15,289,12.0,3.0,2.0,10.0,,4.0,2.0,8.0,26.0,4.0,23.0,135,5.0,6.0,2.0,5.0,,,3.0,3.0,2.0,,,9.0,3.0,6.0,8.0,4.0,18.0,5.0,23.0,2.0,2.0,,5.0,,1.0,7,1.0,9.0,15.0,9.0,,30,,0.3076923076923077,0.31666666666666665,0.359375,0.13333333333333333,,0.19230769230769232,0.16666666666666666,,23.636363636363637,0.5714285714285714,0.2222222222222222,0.16666666666666666,0.14285714285714285,0.19444444444444445,0.06493506493506493,0.1111111111111111,0.15384615384615385,0.25,0.14814814814814814,0.4,0.3333333333333333,0.2,0.2857142857142857,0.13333333333333333,,,0.06666666666666667,0.5,0.5333333333333333,0.47760166666666665,0.46805,6.753846153846155,24.549999999999997,0.2054794520547945,6.0,1.0,,2.0,1.0,2.0,,,,,1.0,,,1.0,4.0,1.0,,1.0,2.0,4.0,1.0,5.0,,,1.0,3.0,10.0,3.0,2.0,,,1.0,,2.0,,,,2.0,1.0,1.0,,2.0,,2.0,3.0,1.0,3.0,5.0,1.0,3.0,,,,,,,,,3.0,0.625,0.7142857142857143,1.0,0.25,,,0.25,0.2,0.2,0.16666666666666666,0.2,0.2857142857142857,0.3,0.3,,0.2857142857142857,,0.03571428571428571,0.07692307692307693,,,0.26666666666666666,0.2222222222222222,,,0.5,0.6,0.8333333333333334,,,0.06666666666666667,0.5,0.5,1.0,,,,0.3333333333333333,,0.16666666666666666,,,0.4,,,,,,,0.39678,0.09375,0.10714285714285714,0.17391304347826086,0.13043478260869565,,,,,,,,0.3333333333333333,,,,1.0,,,,,,,,,True
203552,1610612757,Seth Curry,Seth Curry,203552,POR,83950.0,1399,132,2853,2823,782,634,335,5676,59.0,6.0,24.0,47.0,43.0,108.0,198.0,99.0,214.0,251.0,581.0,3066,22.0,108.0,198.0,10.0,5.0,37.0,29.0,66.0,23.0,23.0,7.0,161.0,13.0,48.0,44.0,1.0,93.0,27.0,120.0,36.0,21.0,9.0,27.0,3.0,8.0,60,8.0,40.0,97.0,78.0,10.0,774,12.0,0.46261682242990654,0.5774193548387097,0.5954825462012321,0.5397849462365591,0.0199203187250996,0.04672897196261682,0.15254237288135594,0.025252525252525252,16.835949522930132,0.012987012987012988,0.05372405372405373,0.0852575488454707,0.023381294964028777,0.06657018813314038,0.020179372197309416,0.025210084033613446,0.02356902356902357,0.07633587786259542,0.08686440677966102,0.12688172043010754,0.1010752688172043,0.5106382978723404,0.5106382978723404,0.23225806451612904,0.39814814814814814,0.40186915887850466,0.4258064516129032,0.13333333333333333,0.6666666666666666,0.5002650537634412,0.49420937500000006,11.750000000000002,25.206772908366545,0.2740974412898703,32.0,4.0,11.0,18.0,26.0,53.0,5.0,10.0,87.0,11.0,17.0,15.0,38.0,113.0,44.0,13.0,13.0,23.0,2.0,67.0,23.0,44.0,20.0,48.0,25.0,131.0,90.0,282.0,4.0,,87.0,6.0,7.0,14.0,,1.0,15.0,33.0,26.0,7.0,2.0,10.0,1.0,4.0,3.0,1.0,2.0,52.0,3.0,15.0,10.0,2.0,2.0,1.0,5.0,4.0,12.0,5.0,125.0,0.45454545454545453,0.4639175257731959,0.831858407079646,0.450199203187251,0.5652173913043478,0.4166666666666667,0.450199203187251,0.5909090909090909,0.5227272727272727,0.7222222222222222,0.5760869565217391,0.7282608695652174,0.6298076923076923,,,0.55,,0.017902813299232736,0.023255813953488372,0.008849557522123894,0.018867924528301886,0.06538461538461539,0.07692307692307693,0.004291845493562232,0.4166666666666667,0.5423728813559322,0.64,0.40625,0.4166666666666667,0.5116279069767442,0.11397849462365592,0.49056603773584906,0.49056603773584906,0.9615384615384616,0.4393939393939394,0.45077720207253885,0.7931034482758621,0.6666666666666666,0.5,0.37777777777777777,0.6470588235294118,1.0,0.1956521739130435,0.6111111111111112,0.10869565217391304,0.5,0.41304347826086957,0.39473684210526316,0.4393939393939394,0.4839119565217391,0.037578288100208766,0.06637168141592921,0.1153184165232358,0.22547332185886404,2.0,6.0,57.0,8.0,,,4.0,0.0125,0.13333333333333333,0.3333333333333333,1.0,,1.0,2.0,3.0,0.009259259259259259,0.011857707509881422,,,,True
203086,1610612757,Meyers Leonard,Meyers Leonard,203086,POR,31569.0,526,7,1051,1046,228,231,103,2097,54.0,16.0,6.0,17.0,6.0,10.0,56.0,54.0,81.0,63.0,204.0,1171,16.0,22.0,55.0,3.0,,27.0,26.0,53.0,23.0,16.0,8.0,132.0,10.0,47.0,72.0,3.0,122.0,31.0,153.0,8.0,5.0,4.0,13.0,1.0,1.0,19,3.0,24.0,54.0,34.0,2.0,226,3.0,0.6666666666666666,0.625,0.6496815286624203,0.4375,,0.037037037037037035,0.037037037037037035,,14.94449188727583,0.12,0.2408026755852843,0.21962616822429906,0.045454545454545456,0.23196881091617932,0.06444906444906445,0.0425531914893617,0.24705882352941178,0.24324324324324326,0.2215909090909091,0.375,0.11805555555555555,0.35294117647058826,0.375,0.06944444444444445,0.6,0.6,0.3888888888888889,0.9411764705882353,0.8125,0.5389230769230771,0.5808699999999999,4.57530864197531,26.096825396825395,0.21693625118934348,42.0,10.0,12.0,15.0,2.0,7.0,,1.0,22.0,,1.0,3.0,10.0,24.0,24.0,10.0,,1.0,5.0,25.0,12.0,20.0,3.0,11.0,6.0,39.0,86.0,66.0,8.0,1.0,22.0,3.0,3.0,21.0,,2.0,3.0,6.0,4.0,2.0,,5.0,,4.0,6.0,1.0,6.0,29.0,4.0,13.0,6.0,2.0,,3.0,1.0,2.0,8.0,5.0,39.0,0.7962962962962963,0.86,0.9166666666666666,0.38095238095238093,,0.2727272727272727,0.3870967741935484,0.625,0.6,0.5882352941176471,0.532258064516129,0.625,0.5735294117647058,0.058823529411764705,,0.3157894736842105,,0.08045977011494253,0.08823529411764706,0.08333333333333333,0.06666666666666667,0.23300970873786409,0.21052631578947367,0.03278688524590164,0.625,0.7777777777777778,0.8076923076923077,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.04861111111111111,0.2857142857142857,0.2857142857142857,1.0,0.39285714285714285,0.39285714285714285,0.9090909090909091,0.625,0.5,0.058823529411764705,,,0.4838709677419355,0.8,0.03225806451612903,,0.3225806451612903,0.3,0.4,0.5510083333333333,0.08496732026143791,0.14444444444444443,0.12254901960784313,0.19117647058823528,,,6.0,4.0,1.0,2.0,3.0,0.0625,,,,,,,,,,1.0,2.0,2.0,True
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,21510.0,358,90,738,712,164,150,90,1450,51.0,3.0,23.0,48.0,21.0,47.0,58.0,70.0,146.0,60.0,234.0,755,10.0,106.0,58.0,12.0,,27.0,15.0,42.0,7.0,20.0,3.0,99.0,4.0,14.0,18.0,4.0,36.0,11.0,47.0,6.0,4.0,2.0,7.0,1.0,1.0,19,1.0,11.0,29.0,28.0,1.0,163,1.0,0.4794520547945205,0.5218446601941747,0.5416666666666666,0.2912621359223301,,0.0821917808219178,0.19607843137254902,,27.54982415005862,0.2,0.08,0.09395973154362416,0.028169014084507043,0.0855614973262032,0.025210084033613446,0.032,0.03529411764705882,0.1,0.10743801652892562,0.24757281553398058,0.23300970873786409,0.4791666666666667,0.5,0.22815533980582525,0.44680851063829785,0.44680851063829785,0.2815533980582524,0.15,0.5388349514563107,0.48133398058252425,0.48095769230769225,9.43698630136986,25.34,0.2222222222222222,26.0,2.0,10.0,13.0,2.0,2.0,2.0,2.0,23.0,3.0,10.0,6.0,17.0,25.0,19.0,7.0,3.0,10.0,3.0,26.0,19.0,31.0,8.0,19.0,12.0,74.0,34.0,54.0,,,23.0,8.0,4.0,5.0,2.0,4.0,2.0,12.0,10.0,2.0,,4.0,,1.0,3.0,,1.0,25.0,5.0,12.0,3.0,,,2.0,,1.0,3.0,2.0,74.0,0.24285714285714285,0.24285714285714285,0.72,0.4166666666666667,0.3,0.42105263157894735,0.4166666666666667,0.7,0.6129032258064516,0.575,0.62,0.5909090909090909,0.6607142857142857,0.041666666666666664,,0.631578947368421,0.15384615384615385,0.023255813953488372,0.011111111111111112,0.0273972602739726,0.038461538461538464,0.1125,0.03571428571428571,0.04081632653061224,0.6666666666666666,0.5098039215686274,0.6341463414634146,0.34615384615384615,0.08695652173913043,0.2857142857142857,0.009708737864077669,1.0,1.0,1.0,0.39655172413793105,0.39655172413793105,0.6956521739130435,0.6666666666666666,0.5,0.5,0.3,0.6666666666666666,0.26,0.7692307692307693,0.04,1.0,0.34,0.35294117647058826,0.39655172413793105,0.49337899999999996,0.056338028169014086,0.0784313725490196,0.1111111111111111,0.3162393162393162,,,21.0,3.0,,,3.0,,,,,,,,,,,,,,True
203090,1610612757,Maurice Harkless,Maurice Harkless,203090,POR,16327.0,272,43,573,567,199,132,70,1140,33.0,2.0,1.0,3.0,,1.0,20.0,25.0,37.0,29.0,93.0,599,2.0,10.0,19.0,3.0,1.0,12.0,3.0,15.0,3.0,6.0,3.0,33.0,3.0,18.0,24.0,3.0,45.0,6.0,51.0,12.0,6.0,,2.0,1.0,,6,,11.0,31.0,13.0,,195,2.0,0.6756756756756757,0.6060606060606061,0.62,0.4393939393939394,0.034482758620689655,0.08108108108108109,0.09090909090909091,,12.347560975609756,0.2727272727272727,0.15789473684210525,0.14173228346456693,0.02830188679245283,0.15053763440860216,0.022388059701492536,0.033707865168539325,0.1780821917808219,0.11904761904761904,0.13636363636363635,0.5,0.045454545454545456,0.3333333333333333,0.3333333333333333,0.015151515151515152,,,0.30303030303030304,0.4,0.9393939393939394,0.5765169230769229,0.5085166666666666,2.8,25.217241379310344,0.3472949389179756,24.0,1.0,10.0,12.0,5.0,9.0,3.0,3.0,5.0,,2.0,4.0,8.0,10.0,13.0,1.0,,3.0,3.0,5.0,10.0,12.0,7.0,11.0,5.0,46.0,40.0,27.0,,1.0,5.0,,3.0,3.0,,,6.0,4.0,3.0,1.0,,4.0,,3.0,1.0,,1.0,19.0,1.0,9.0,8.0,2.0,2.0,7.0,,1.0,10.0,7.0,46.0,0.8,0.8,0.9,0.3448275862068966,,0.6363636363636364,0.35714285714285715,0.5,0.8333333333333334,0.2,0.8913043478260869,0.3125,0.8846153846153846,,0.1111111111111111,0.6666666666666666,,0.018518518518518517,0.013513513513513514,,0.04,0.16216216216216217,0.17647058823529413,,0.7,0.7272727272727273,0.8,0.8333333333333334,,,0.13636363636363635,0.5555555555555556,0.625,1.0,0.25,0.25,0.8,0.5,1.0,0.4,,,0.5217391304347826,0.8333333333333334,0.13043478260869565,1.0,0.34782608695652173,0.5,0.2631578947368421,0.5532090909090909,0.12162162162162163,0.2,0.053763440860215055,0.4946236559139785,,1.0,3.0,1.0,,,1.0,,0.2,,,,,,,,,,,,True
202329,1610612757,Al-Farouq Aminu,Al-Farouq Aminu,202329,POR,18388.3,306,75,636,636,276,184,77,1272,28.0,6.0,6.0,12.0,2.0,6.0,24.0,27.0,46.0,36.0,131.0,678,8.0,28.0,24.0,2.0,,5.0,7.0,12.0,6.0,4.0,1.0,31.0,6.0,24.0,39.0,6.0,69.0,16.0,85.0,8.0,4.0,1.0,2.0,,1.0,6,2.0,13.0,22.0,28.0,2.0,270,1.0,0.5869565217391305,0.6036585365853658,0.6616161616161617,0.43902439024390244,,0.043478260869565216,0.07142857142857142,,14.583333333333332,0.3,0.22033898305084745,0.1951219512195122,0.05454545454545454,0.21,0.055970149253731345,0.06593406593406594,0.2361111111111111,0.21153846153846154,0.1941747572815534,0.34146341463414637,0.14634146341463414,0.5,0.5,0.07317073170731707,0.3333333333333333,0.3333333333333333,0.2926829268292683,0.6,0.7804878048780488,0.5292591463414634,0.4943583333333333,5.734782608695652,24.508333333333333,0.4339622641509434,19.0,3.0,5.0,8.0,7.0,12.0,4.0,8.0,8.0,1.0,2.0,3.0,9.0,15.0,32.0,4.0,1.0,2.0,9.0,20.0,8.0,14.0,7.0,17.0,10.0,47.0,26.0,45.0,8.0,,8.0,1.0,,9.0,1.0,,4.0,4.0,3.0,1.0,,2.0,,,,,3.0,37.0,2.0,14.0,6.0,,,3.0,,3.0,6.0,3.0,43.0,0.48148148148148145,0.5652173913043478,1.0,0.4166666666666667,0.5,0.4117647058823529,0.4166666666666667,0.5,0.5714285714285714,0.55,0.5967741935483871,0.6666666666666666,0.6527777777777778,,,0.6666666666666666,0.07692307692307693,0.056962025316455694,0.06756756756756757,0.05,0.045454545454545456,0.20754716981132076,0.2,,0.5,0.6785714285714286,0.7307692307692307,0.5263157894736842,0.16666666666666666,1.0,0.14634146341463414,0.5833333333333334,0.5833333333333334,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.2,0.5,1.0,0.25806451612903225,0.625,0.25806451612903225,0.5,0.2903225806451613,0.3333333333333333,0.3333333333333333,0.513266129032258,0.15789473684210525,0.2413793103448276,0.15267175572519084,0.35877862595419846,,,,4.0,,,1.0,,,,,,,,1.0,,0.02702702702702703,,,,True
203994,1610612757,Jusuf Nurkic,Jusuf Nurkic,203994,POR,15065.0,251,125,529,512,198,136,70,1041,80.0,33.0,12.0,29.0,6.0,12.0,3.0,54.0,121.0,3.0,139.0,500,38.0,56.0,3.0,6.0,,21.0,6.0,27.0,3.0,12.0,8.0,60.0,8.0,30.0,38.0,6.0,74.0,40.0,114.0,9.0,7.0,2.0,14.0,3.0,,29,3.0,15.0,31.0,40.0,2.0,197,3.0,0.4462809917355372,0.4475806451612903,0.49642857142857144,0.024193548387096774,,0.049586776859504134,0.0625,,27.479674796747965,0.375,0.25333333333333335,0.30612244897959184,0.09090909090909091,0.27419354838709675,0.15447154471544716,0.09333333333333334,0.25806451612903225,0.2391304347826087,0.29411764705882354,0.6451612903225806,0.23387096774193547,0.41379310344827586,0.42857142857142855,0.0967741935483871,0.5,0.5,0.024193548387096774,0.868421052631579,0.6693548387096774,0.4998,0.5461799999999999,4.656198347107438,26.46666666666667,0.3742911153119093,36.0,13.0,14.0,27.0,,,,,1.0,,,1.0,1.0,1.0,28.0,16.0,,,7.0,39.0,18.0,37.0,1.0,1.0,20.0,59.0,52.0,3.0,20.0,,1.0,3.0,1.0,30.0,2.0,14.0,2.0,15.0,9.0,6.0,,8.0,,2.0,7.0,,9.0,35.0,3.0,11.0,7.0,,,7.0,,,7.0,5.0,59.0,0.48148148148148145,0.5909090909090909,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.42105263157894735,0.4864864864864865,0.42105263157894735,0.5131578947368421,0.45348837209302323,0.59,0.034482758620689655,,0.5172413793103449,0.2222222222222222,0.189873417721519,0.2716049382716049,0.13157894736842105,0.07692307692307693,0.2619047619047619,0.38461538461538464,0.23728813559322035,0.7142857142857143,0.45,0.48,0.4444444444444444,0.5,0.6666666666666666,,,,,0.3333333333333333,0.3333333333333333,1.0,0.3939393939393939,0.07692307692307693,,,,0.7105263157894737,0.5185185185185185,,,0.02631578947368421,1.0,0.3333333333333333,0.5265144736842104,0.08333333333333333,0.08527131782945736,0.2805755395683453,0.4244604316546763,,,,8.0,,2.0,9.0,0.07692307692307693,,,,1.0,,,,,,,,,True
