EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,FTDefRebounds,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,DeadBallTurnovers,Offensive Fouls,SecondChanceArc3FGA,SecondChanceFG3A,Steals,BadPassSteals,Charge Fouls,SecondChanceArc3Frequency,LostBallSteals,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,HeaveAttempts,Fg2aBlocked,SelfOReb,Loose Ball Fouls,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,BlockedLongMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,SecondChanceFg3Pct,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceFtPoints,FTOffRebounds,StepOutOfBoundsTurnovers,DefensiveGoaltends,Corner3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedArc3,OffensiveGoaltends,3SecondViolations
101181,1610612765,Jose Calderon,Jose Calderon,101181,DET,1126.0,19,1.0,38,40,21.0,21.0,6.0,78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,7.0,45,1.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,21.0,0.3333333333333333,0.3333333333333333,0.6,0.5,0.6,0.5,0.7,0.5,17.77777777777778,1.0,0.0625,0.2,0.0588235294117647,0.0526315789473684,0.2,1.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,0.5,1.0,0.2,0.4645399999999999,0.5307,0.2,0.2,0.2857142857142857,10.78,0.5526315789473685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627740,1610612765,Henry Ellenson,Henry Ellenson,1627740,DET,1489.0,25,-8.0,48,51,24.0,27.0,6.0,99,1.0,2.0,,1.0,,2.0,1.0,2.0,2.0,6.0,2.0,12.0,60,1.0,3.0,10.0,4.0,,,1.0,1.0,1.0,,,3.0,,3.0,9.0,,9.0,,,,,,2.0,2.0,1.0,2.0,,,1.0,10.0,24.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5454545454545454,0.7142857142857143,20.0,,,0.4285714285714285,0.3636363636363636,,,,0.2,0.5,0.5,1.0,0.2,,,0.2,0.5,0.5,0.1666666666666666,,0.6,0.472255,0.43475,0.0909090909090909,0.1428571428571428,0.8333333333333334,8.683333333333332,0.5,1.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,1.0,1.0,0.4,0.3333333333333333,0.3333333333333333,0.5,0.25,0.4,0.5,1.0,0.1,0.3,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,0.3547,0.1666666666666666,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628379,1610612765,Luke Kennard,Luke Kennard,1628379,DET,405.0,7,2.0,13,15,4.0,9.0,1.0,28,1.0,1.0,,,,,1.0,2.0,2.0,3.0,,7.0,18,,,3.0,2.0,2.0,,,,,,,,,,3.0,,3.0,,,,1.0,,,1.0,,,,,,3.0,4.0,0.5,0.5,0.6666666666666666,,0.875,1.5,0.875,1.5,35.71428571428571,,,,0.6,,,,0.25,1.0,1.0,,,,,0.5,0.5,0.5,,,0.5,0.490325,0.5478,,,0.4285714285714285,11.233333333333334,0.3076923076923077,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,3.0,,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,,0.25,,0.6,,0.5,1.0,,1.0,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,,27.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628971,1610612765,Bruce Brown,Bruce Brown,1628971,DET,897.0,15,-11.0,28,32,20.0,18.0,4.0,60,2.0,4.0,1.0,2.0,1.0,1.0,,,3.0,5.0,,6.0,37,2.0,3.0,4.0,,6.0,1.0,,1.0,,1.0,,2.0,,,1.0,,1.0,,,,1.0,1.0,1.0,4.0,,,,,,4.0,20.0,,,0.6,0.6666666666666666,0.5,0.5,0.5,0.5,21.875,,,,,,,,0.6666666666666666,0.5,0.5,,0.1666666666666666,1.0,1.0,,,,0.5,0.5,0.8333333333333334,0.4921083333333333,0.5358625,,,0.6666666666666666,3.4200000000000004,0.7142857142857143,,,1.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,1.0,,,1.0,,,,,1.0,0.5,0.5,0.1666666666666666,0.5,,,,,,,,0.1666666666666666,,,,0.25,,,0.420575,0.3333333333333333,28.3,1.0,,1.0,1.0,2.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203083,1610612765,Andre Drummond,Andre Drummond,203083,DET,456.0,8,-3.0,13,14,1.0,10.0,,27,2.0,2.0,,,,,,,2.0,2.0,3.0,7.0,19,,,,4.0,,,,,,,,,,1.0,3.0,,3.0,,,,,,,,3.0,5.0,1.0,,3.0,,1.0,1.0,1.0,1.0,,1.0,,0.875,,30.769230769230766,,,0.5,0.3333333333333333,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,0.606,,0.75,0.75,,1.4,0.0769230769230769,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.5,0.25,,0.5,,0.5,,,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,1610612765,Zaza Pachulia,Zaza Pachulia,2585,DET,648.0,11,-8.0,22,23,10.0,10.0,3.0,45,2.0,5.0,1.0,3.0,,1.0,,,2.0,6.0,2.0,6.0,29,1.0,4.0,2.0,2.0,2.0,3.0,,3.0,,2.0,1.0,6.0,4.0,,,4.0,4.0,,,,,,1.0,2.0,3.0,2.0,,,1.0,2.0,10.0,0.5,1.0,0.3333333333333333,0.25,0.2857142857142857,0.2,0.375,0.2,30.769230769230766,,0.3636363636363636,,,0.3333333333333333,0.5,,0.7142857142857143,0.4,0.5,0.5,0.1428571428571428,,,,,,0.6,0.3333333333333333,0.8571428571428571,0.4842166666666667,0.4453,0.125,0.1428571428571428,0.3333333333333333,3.266666666666667,0.4545454545454545,,,1.0,,1.0,,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1428571428571428,,,,,,,,,0.1428571428571428,,,,0.2,,,0.5197333333333334,0.3333333333333333,60.4,,,,,1.0,1.0,,,,,,,,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.2,1.0,0.3333333333333333,0.25,1.0,1.0,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204038,1610612765,Langston Galloway,Langston Galloway,204038,DET,877.0,15,-9.0,30,30,10.0,20.0,3.0,60,,,,,,,,1.0,,1.0,1.0,1.0,40,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,2.0,1.0,2.0,,,1.0,1.0,10.0,,,,,,,0.25,0.5,8.823529411764705,1.0,,,,,,,,,,,,,,1.0,,,,,,0.4275,,0.5,0.5,1.0,15.2,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202720,1610612765,Jon Leuer,Jon Leuer,202720,DET,385.0,6,3.0,13,14,13.0,7.0,3.0,27,1.0,1.0,1.0,1.0,,,,,1.0,1.0,2.0,4.0,12,1.0,1.0,4.0,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,2.0,,,,4.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.5,,,,0.1666666666666666,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,0.914,0.914,,,1.0,0.1,1.0,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,0.25,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203922,1610612765,Glenn Robinson III,Glenn Robinson III,203922,DET,799.0,13,2.0,25,25,14.0,7.0,4.0,50,,,,,,4.0,,,,4.0,,,25,,3.0,,,,1.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,14.0,,,,,,,,,16.666666666666668,,0.0909090909090909,0.1666666666666666,0.0666666666666666,0.0666666666666666,,,,,,,0.8,,,,,,,,0.2,0.42511,0.4301375,,,,7.6,0.56,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,0.2,,,,,,0.1666666666666666,,,0.2,,,,0.25,,,0.405,,26.9,,,,,,,,,,,,,,,,,,2.0,,,,0.5,,0.5,0.1666666666666666,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202704,1610612765,Reggie Jackson,Reggie Jackson,202704,DET,227.0,4,-3.0,7,7,,6.0,,14,,1.0,,,1.0,1.0,,,1.0,2.0,,2.0,9,,,,,2.0,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,42.85714285714285,,,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,,,,,0.6666666666666666,0.49295,,,,,7.6,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,0.3333333333333333,,,,,,,,,26.3,,,,,,,,,,,,,,,,,,1.0,,,,0.5,1.0,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
