EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChancePoints,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,OffTwoPtRebounds,SelfOReb,TwoPtShootingFoulsDrawn,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyArc3FGM,PenaltyFG3M,ShortMidRangeAssists,PenaltyFg3Pct,PenaltyEfgPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Accuracy,SecondChanceFG2A,LongMidRangeAssists,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyAtRimFGM,SecondChanceFG2M,PenaltyFG2M,BadPassSteals,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,PenaltyFg2Pct,ShortMidRangePctBlocked,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsPutbacks,Corner3Assists,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,DefensiveGoaltends,OffAtRimReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,HeaveAttempts,OffensiveGoaltends,3SecondViolations
1626154,1610612738,RJ Hunter,RJ Hunter,1626154,BOS,1541.0,26,28,53,50,12.0,26,8,103,1.0,2.0,1.0,1.0,1.0,4.0,10.0,2.0,1.0,2.0,3.0,4.0,10.0,1.0,17,42,2.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,3.0,10.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,12.0,1.0,0.5,0.5,0.75,0.4,0.4,0.6666666666666666,0.6153846153846154,0.6071428571428571,0.16666666666666666,0.7692307692307693,0.3333333333333333,0.5,22.580645161290324,0.04,0.07142857142857142,0.06666666666666667,0.05128205128205128,0.04,0.07142857142857142,0.2,0.07692307692307693,0.15384615384615385,0.5,1.0,1.0,0.07692307692307693,1.0,1.0,0.7692307692307693,0.4,0.4,0.75,1.0,0.5,0.5,0.9230769230769231,0.4,0.5006153846153846,0.4866,0.376825,0.058823529411764705,5.699999999999999,28.46,0.22641509433962265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626179,1610612738,Terry Rozier,Terry Rozier,1626179,BOS,128.0,2,6,4,4,,4,1,8,,,,,,2.0,2.0,1.0,,,,2.0,2.0,,6,3,1.0,,,,,,,6.0,,2.0,2.0,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,1.5,1.5,,1.0,,,40.0,0.4,,,0.4,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,0.556125,0.56415,,,,25.55,,1.0,1.0,3.0,1.0,1.5,1.5,1.0,0.25,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,161.0,3,6,5,5,,5,1,10,,,,,1.0,,,,,,1.0,,,1.0,1,3,,,,,,,,,,,,,,1.0,1.0,1.0,,3.0,,,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,0.25,,,,,33.333333333333336,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,0.4052,,,,6.7,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628400,1610612738,Semi Ojeleye,Semi Ojeleye,1628400,BOS,1541.0,26,28,53,50,12.0,26,8,103,4.0,6.0,,,,1.0,4.0,1.0,3.0,5.0,7.0,2.0,5.0,1.0,17,42,1.0,,3.0,,3.0,10.0,,6.0,,4.0,1.0,,1.0,1.0,2.0,1.0,,5.0,2.0,1.0,1.0,2.0,2.0,4.0,,,,,3.0,4.0,,3.0,12.0,,1.0,1.0,1.0,0.4,0.4,0.7142857142857143,0.6666666666666666,0.6071428571428571,0.375,0.4166666666666667,,,22.580645161290324,0.04,0.07142857142857142,0.13333333333333333,0.05128205128205128,0.08,0.14285714285714285,,0.07692307692307693,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,0.3333333333333333,0.25,0.25,1.0,1.0,,1.0,0.9166666666666666,0.25,0.6106083333333333,,0.59005,0.17647058823529413,3.5285714285714285,25.26,0.22641509433962265,1.0,1.0,3.0,1.0,1.5,0.75,0.1111111111111111,,1.0,1.0,0.17647058823529413,,1.0,2.0,,,0.2,0.14285714285714285,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.08333333333333333,1.0,1.0,1.0,0.08333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629057,1610612738,Robert Williams III,Robert Williams III,1629057,BOS,1001.0,17,25,32,33,6.0,15,6,65,,,,1.0,1.0,,,,,1.0,2.0,,,,2,22,,,,,,2.0,,,,,,,1.0,,1.0,,,2.0,1.0,1.0,5.0,6.0,1.0,7.0,1.0,1.0,2.0,2.0,,,,,6.0,,1.0,1.0,,,,0.5,0.5,0.5,,,,,7.692307692307692,0.21739130434782608,0.125,0.1111111111111111,0.1935483870967742,0.06666666666666667,0.125,0.2,0.14285714285714285,,,,,0.5,1.0,1.0,,,,,,,,,,0.42965,,,,14.9,,0.1875,,,,,,,0.1111111111111111,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202954,1610612738,Brad Wanamaker,Brad Wanamaker,202954,BOS,1413.0,24,22,49,46,12.0,22,7,95,2.0,2.0,1.0,2.0,3.0,,2.0,,,6.0,8.0,,2.0,5.0,17,39,,2.0,,3.0,5.0,4.0,8.0,,,2.0,,1.0,4.0,2.0,6.0,2.0,2.0,14.0,,1.0,5.0,6.0,,6.0,1.0,,1.0,2.0,6.0,7.0,1.0,5.0,12.0,1.0,0.3333333333333333,0.3333333333333333,,,,0.75,0.6,0.6538461538461539,0.625,0.2,0.125,,22.80701754385965,0.25,0.07142857142857142,,0.17647058823529413,,,0.2,0.07692307692307693,0.2,1.0,1.0,,0.3,0.6666666666666666,1.0,0.2,,,,,0.5,,0.4,,0.502355,0.4417,0.5692,0.29411764705882354,9.4875,27.549999999999997,0.24489795918367346,,,2.0,,1.0,1.0,0.125,0.42857142857142855,,,0.11764705882352941,,,3.0,,,,0.25,0.3,2.0,3.0,,,,,,,0.5,0.3,0.6666666666666666,0.6666666666666666,0.5,,,,,,1.0,2.0,,,,,,,,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627824,1610612738,Guerschon Yabusele,Guerschon Yabusele,1627824,BOS,178.0,3,-1,6,4,5.0,2,1,10,,,,,,1.0,1.0,,,,,1.0,1.0,,3,5,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,5.0,,,,1.0,1.0,1.0,,1.5,1.5,,1.0,,,14.285714285714285,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.4803,,,,,27.1,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628408,1610612738,PJ Dozier,PJ Dozier,1628408,BOS,1380.0,23,22,48,45,12.0,21,7,93,2.0,3.0,,,2.0,,3.0,,,2.0,5.0,,4.0,1.0,5,39,,,,,,,4.0,,,3.0,,,3.0,1.0,4.0,,2.0,9.0,,4.0,2.0,6.0,3.0,9.0,1.0,,,,1.0,2.0,,,12.0,,,,,,,0.4,0.2222222222222222,0.25,,0.4444444444444444,,,17.857142857142854,0.1,0.3076923076923077,,0.18181818181818182,0.13043478260869565,,0.2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.2222222222222222,,,0.3333333333333333,,,,,,,0.7777777777777778,,0.5393444444444444,0.4276,,,4.8,25.35,0.25,,,3.0,,1.0,0.75,0.125,,,,0.6,3.0,1.0,1.0,0.375,0.6666666666666666,0.14285714285714285,0.1,0.16666666666666666,,,,1.0,,,1.0,,,,,,,0.1111111111111111,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628464,1610612738,Daniel Theis,Daniel Theis,1628464,BOS,362.0,6,4,15,13,1.0,9,1,28,,,,,,,,,,1.0,1.0,,,,2,15,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,3.0,,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,6.25,0.5,,,0.16666666666666666,0.14285714285714285,,,,,,,,,,,,,,,,,,,,0.4133,,,,16.7,,0.06666666666666667,,,,,,,,0.5,,,,1.0,,,0.5,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626179,1610612738,Terry Rozier,Terry Rozier,1626179,BOS,107347.0,1789,-45,3662,3676,991.0,998,410,7338,77.0,136.0,35.0,38.0,113.0,90.0,265.0,17.0,69.0,139.0,329.0,117.0,335.0,73.0,702,3985,33.0,87.0,87.0,23.0,193.0,100.0,178.0,258.0,93.0,265.0,90.0,26.0,124.0,107.0,231.0,86.0,77.0,569.0,18.0,151.0,118.0,273.0,32.0,305.0,68.0,18.0,35.0,101.0,108.0,93.0,9.0,193.0,985.0,6.0,0.3597122302158273,0.37037037037037035,0.7350427350427351,0.3492537313432836,0.3492537313432836,0.42249240121580545,0.473644578313253,0.4950284090909091,0.5079787234042553,0.5045180722891566,0.0790273556231003,0.11764705882352941,18.600723763570567,0.12127440904419322,0.19509043927648578,0.02269861286254729,0.15397824842587293,0.016411378555798686,0.023734177215189875,0.1990521327014218,0.18719211822660098,0.20481927710843373,0.5661764705882353,0.6416666666666667,0.4675324675324675,0.17018072289156627,0.336283185840708,0.36893203883495146,0.3990963855421687,0.33962264150943394,0.33962264150943394,0.6888888888888889,0.288135593220339,0.20114942528735633,0.39655172413793105,0.7093373493975904,0.33962264150943394,0.507249698340875,0.5365193181818183,0.48683908045977015,0.27492877492877493,8.204863221884498,25.486865671641787,0.2706171490988531,5.0,11.0,58.0,0.3333333333333333,0.4491525423728814,0.46774193548387094,0.08717948717948718,0.11290322580645161,0.29411764705882354,0.8,0.08262108262108261,12.0,4.0,30.0,0.011594202898550725,0.01856763925729443,0.010752688172043012,0.051798561151079135,0.08426966292134831,24.0,80.0,27.0,70.0,26.0,32.0,30.0,0.367816091954023,0.4885057471264368,0.12048192771084337,0.3,0.3,0.20833333333333334,0.10542168674698796,0.38571428571428573,0.38571428571428573,0.8888888888888888,0.37681159420289856,26.0,17.0,48.0,16.0,68.0,15.0,20.0,10.0,10.0,21.0,8.0,0.7058823529411765,0.38095238095238093,0.23684210526315788,20.0,10.0,37.0,50.0,3.0,0.38461538461538464,0.42528735632183906,0.08849557522123894,0.5714285714285714,8.0,18.0,5.0,8.0,21.0,0.0035087719298245615,0.3050847457627119,0.4444444444444444,,0.010723860589812333,False,6.0,16.0,6.0,18.0,2.0,4.0,3.0,32.0,20.0,2.0,3.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,14.0,2.0,5.0,6.0,1.0,1.0,17.0,0.04395604395604396,0.028985507246376812,0.018633540372670808,0.22424242424242424,0.25,0.2711864406779661,0.375,0.6666666666666666,0.10344827586206896,0.3333333333333333,0.017699115044247787,,,,,,,,,,,
