EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,Arc3FGA,FG2A,FG3A,OpponentPoints,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyAtRimFGM,Corner3FGA,PenaltyCorner3FGA,PenaltyFtPoints,ShortMidRangeAssists,OffTwoPtRebounds,SelfOReb,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceAtRimFGA,Corner3Assists,Steals,LostBallSteals,Offensive Fouls Drawn,SecondChanceAtRimFrequency,LongMidRangeFGM,Corner3FGM,LostBallTurnovers,Travels,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,SecondChanceAtRimFGM,PtsPutbacks,BadPassSteals,DefensiveGoaltends,SecondChanceAtRimAccuracy,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveAttempts,LongMidRangeAssists,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceFtPoints,Fg3aBlocked,FTOffRebounds,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,BlockedCorner3,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Arc3PctBlocked,Clear Path Fouls,OffensiveGoaltends,3SecondViolations
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,424.0,7,-7.0,15,15,8,12,1.0,30,1.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8,0.5,18.75,0.3333333333333333,0.25,0.2857142857142857,0.5,0.25,0.5,0.5,1.0,0.49155,2.2,24.4,0.5333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627777,1610612762,Georges Niang,Georges Niang,1627777,UTA,2226.0,37,-36.0,83,84,55,38,10.0,167,2.0,8.0,7.0,8.0,107.0,8.0,,1.0,1.0,1.0,,3.0,,4.0,5.0,6.0,1.0,2.0,3.0,1.0,55,0.5333333333333333,19.35483870967742,0.21052631578947367,,0.13333333333333333,0.25,,0.13333333333333333,0.5333333333333333,0.6666666666666666,0.4742866666666667,9.928571428571427,25.925,0.6626506024096386,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,16.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,4.0,10.0,2.0,4.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,10.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.375,1.0,0.5,0.375,0.42857142857142855,1.0,0.5,0.5,1.25,0.625,0.5333333333333333,1.25,0.625,0.14285714285714285,0.5,0.3333333333333333,0.3333333333333333,0.047619047619047616,0.024390243902439025,0.0625,0.3333333333333333,0.5,1.0,0.26666666666666666,0.5,0.5,0.5,0.06666666666666667,0.375,0.375,0.6666666666666666,0.5,1.0,1.0,0.125,0.5,0.5,0.375,0.488425,0.47605625,0.06666666666666667,0.14285714285714285,0.3125,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628463,1610612762,Tyler Cavanaugh,Tyler Cavanaugh,1628463,UTA,2369.0,39,-37.0,88,89,60,43,10.0,177,3.0,2.0,5.0,5.0,113.0,2.0,1.0,,1.0,,,2.0,2.0,3.0,5.0,8.0,,1.0,1.0,,60,0.5,12.244897959183673,0.14285714285714285,0.15384615384615385,0.14705882352941177,0.2222222222222222,0.1,0.3,0.2,0.8,0.5231450000000001,3.5799999999999996,24.119999999999997,0.6818181818181818,2.0,3.0,,2.0,,1.0,,,1.0,2.0,2.0,1.0,2.0,9.0,,,,,,2.0,4.0,1.0,4.0,9.0,4.0,,3.0,,1.0,,,,3.0,,,1.0,1.0,2.0,3.0,1.0,2.0,,1.0,9.0,1.0,1.0,1.0,0.2,,0.25,0.2,0.4,,0.5,0.35,,0.4375,0.4090909090909091,,0.5,,,,,,0.07142857142857142,,,0.6666666666666666,0.6666666666666666,0.2,,,,,0.5,0.5,1.0,,,,0.375,0.25,0.5,0.5,,0.5424875,0.09090909090909091,0.16666666666666666,,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,0.14285714285714285,0.08333333333333333,0.2857142857142857,0.2,0.3333333333333333,0.14285714285714285,1.0,0.3,0.6666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628513,1610612762,Naz Mitrou-Long,Naz Mitrou-Long,1628513,UTA,2147.0,36,-35.0,81,81,56,38,8.0,162,4.0,2.0,4.0,4.0,106.0,2.0,5.0,1.0,6.0,,5.0,13.0,1.0,2.0,3.0,3.0,,1.0,2.0,1.0,56,0.5,11.363636363636363,0.1,0.08333333333333333,0.09375,0.1111111111111111,0.1111111111111111,0.5,0.25,1.0,0.50981875,2.25,24.125,0.691358024691358,3.0,1.0,,,,,,,,,3.0,,,6.0,,1.0,,,,1.0,1.0,,2.0,2.0,4.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,4.0,4.0,2.0,,,,2.0,0.6666666666666666,0.6666666666666666,,,,,,0.75,,1.0,0.375,,0.3333333333333333,0.375,,0.3333333333333333,0.25,0.25,0.5,,,,,,0.75,1.0,,,,,,,,,,,,0.3333333333333333,,,,,0.5031833333333333,,,,0.3333333333333333,1.0,2.0,2.0,,,,,,,,0.2,,,0.6666666666666666,0.25,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628960,1610612762,Grayson Allen,Grayson Allen,1628960,UTA,2071.0,35,-28.0,78,78,59,37,8.0,156,7.0,10.0,11.0,11.0,97.0,10.0,3.0,1.0,4.0,1.0,3.0,9.0,3.0,1.0,4.0,5.0,,2.0,4.0,3.0,59,0.5,38.372093023255815,0.047619047619047616,0.25,0.12121212121212122,0.1111111111111111,0.2222222222222222,0.3181818181818182,0.45454545454545453,0.8181818181818182,0.49094523809523816,5.536363636363635,26.836363636363636,0.7564102564102564,2.0,4.0,1.0,3.0,1.0,2.0,,1.0,2.0,8.0,4.0,3.0,12.0,29.0,,,,1.0,,2.0,6.0,2.0,8.0,21.0,,8.0,6.0,3.0,2.0,1.0,,,1.0,2.0,1.0,,,2.0,3.0,10.0,15.0,,4.0,21.0,,,0.6666666666666666,0.2727272727272727,,0.25,0.2727272727272727,0.36363636363636365,,0.3333333333333333,0.38636363636363635,,0.35714285714285715,0.5,,0.5,0.09090909090909091,0.14285714285714285,0.5,,,0.027777777777777776,,,0.2857142857142857,0.3333333333333333,0.13636363636363635,0.3333333333333333,0.3333333333333333,,0.045454545454545456,0.2,0.2,0.5,1.0,,,0.2857142857142857,0.5714285714285714,0.25,0.2,0.6165,0.4909692307692308,0.19230769230769232,0.26666666666666666,,0.7241379310344828,2.0,1.0,,11.0,,1.0,1.0,0.05555555555555555,0.09090909090909091,,,0.3333333333333333,0.07692307692307693,,0.045454545454545456,0.5,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202327,1610612762,Ekpe Udoh,Ekpe Udoh,202327,UTA,1175.0,20,-31.0,43,43,30,23,4.0,86,3.0,,4.0,,63.0,,1.0,1.0,2.0,1.0,1.0,5.0,,2.0,2.0,4.0,,1.0,2.0,2.0,30,,14.893617021276597,0.18181818181818182,,0.13333333333333333,,,0.75,,0.75,0.468575,3.325,,0.6976744186046512,2.0,3.0,,1.0,,,,,,,2.0,,2.0,6.0,,1.0,,,,2.0,4.0,,,4.0,4.0,,,,,,,,2.0,1.0,,,,1.0,1.0,1.0,2.0,,1.0,4.0,1.0,1.0,,,,,,0.5,,0.5,0.5,,0.5,0.6,,0.5,,,0.5,,,0.1,,0.5,0.6666666666666666,0.6666666666666666,0.25,,,,,,,,,,,0.75,,,,0.648,0.468575,0.2,0.2,,0.6666666666666666,2.0,,,,,2.0,,0.25,0.3333333333333333,,,,,1.0,,0.6666666666666666,,1.0,,,,,1.0,,,1.0,1.0,,,,,3.0,2.0,3.0,1.0,,0.3333333333333333,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203497,1610612762,Rudy Gobert,Rudy Gobert,203497,UTA,42.0,1,,1,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628396,1610612762,Tony Bradley,Tony Bradley,1628396,UTA,1107.0,18,-6.0,42,43,27,17,6.0,85,6.0,,6.0,,50.0,,,,,,,,2.0,1.0,4.0,6.0,,2.0,2.0,2.0,27,,16.666666666666668,0.1111111111111111,0.25,0.17647058823529413,,0.2857142857142857,1.0,,1.0,0.49301666666666666,2.25,,0.6428571428571429,5.0,4.0,,,,,,,,,5.0,,,10.0,1.0,1.0,,,2.0,3.0,4.0,,,6.0,8.0,2.0,,,,,1.0,1.0,2.0,,,,1.0,2.0,4.0,,,,,6.0,0.8,1.0,,,,,,0.8333333333333334,1.0,0.75,0.8333333333333334,1.0,0.75,0.8333333333333334,1.0,0.75,,,,0.5,0.125,0.09523809523809523,0.125,,0.8333333333333334,0.8333333333333334,,,,,,,,,,,,1.0,,,,0.5059,0.46265,,,0.2,0.6,3.0,,,,,1.0,,0.07692307692307693,0.16666666666666666,,0.5,,,0.8,,0.75,,1.0,,1.0,,,1.0,,,,,2.0,,,,2.0,2.0,2.0,2.0,,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200757,1610612762,Thabo Sefolosha,Thabo Sefolosha,200757,UTA,190.0,3,-5.0,7,8,2,3,2.0,15,,,1.0,,12.0,,,,,,,,,,,,,,,,2,,10.0,,,,,,,,,0.4367,21.1,,0.2857142857142857,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.4367,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203526,1610612762,Raul Neto,Raul Neto,203526,UTA,94.0,2,,2,3,2,3,1.0,5,1.0,,1.0,,,,,,,,,,,,,,,,,,2,,33.333333333333336,,,,,,1.0,,1.0,0.3924,3.2,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.3924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
