EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,OffTwoPtRebounds,TwoPtShootingFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,SecondChanceFg3Pct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,Offensive Fouls Drawn,OffAtRimReboundPct,OffShortMidRangeReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,ShortMidRangePctAssisted,DefensiveGoaltends,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,FTDefRebounds,LostBallOutOfBoundsTurnovers,Charge Fouls,DefFTReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveAttempts,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,3SecondViolations
1626154,1610612738,RJ Hunter,RJ Hunter,1626154,BOS,1380.0,23,22,48,45,12.0,21.0,7,93,1.0,2.0,1.0,1.0,1.0,4.0,10.0,2.0,1.0,2.0,3.0,4.0,10.0,1.0,17.0,39.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,3.0,10.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,12.0,1.0,0.5,0.5,0.75,0.4,0.4,0.6666666666666666,0.6153846153846154,0.6071428571428571,0.16666666666666666,0.7692307692307693,0.3333333333333333,0.5,24.999999999999996,0.05,0.07692307692307693,0.06666666666666667,0.06060606060606061,0.043478260869565216,0.07142857142857142,0.2,0.08333333333333333,0.15384615384615385,0.5,1.0,1.0,0.07692307692307693,1.0,1.0,0.7692307692307693,0.4,0.4,0.75,1.0,0.5,0.5,0.9230769230769231,0.4,0.5006153846153846,0.4866,0.376825,0.058823529411764705,5.699999999999999,28.46,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627824,1610612738,Guerschon Yabusele,Guerschon Yabusele,1627824,BOS,1744.0,29,4,65,62,33.0,24.0,9,127,3.0,5.0,2.0,1.0,2.0,4.0,5.0,,3.0,4.0,7.0,4.0,5.0,,20.0,64.0,,3.0,3.0,,8.0,4.0,4.0,12.0,,5.0,4.0,,,1.0,1.0,1.0,,3.0,,2.0,1.0,3.0,1.0,4.0,,,1.0,1.0,3.0,2.0,,8.0,33.0,,0.5,0.5,1.0,0.8,0.8,0.5714285714285714,0.8333333333333334,0.7692307692307693,0.6666666666666666,0.4166666666666667,,,17.56756756756757,0.06666666666666667,0.15384615384615385,,0.10714285714285714,0.03125,,,0.1,0.4166666666666667,0.6,0.6,0.6666666666666666,0.16666666666666666,0.5,0.5,0.4166666666666667,0.8,0.8,1.0,,0.3333333333333333,0.5,0.8333333333333334,0.8,0.4864291666666667,0.5338499999999999,0.459325,0.4,3.042857142857143,26.860000000000003,0.5076923076923077,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,0.6666666666666666,0.5,0.043478260869565216,0.2,0.25,0.3333333333333333,1.0,0.5,1.0,0.5,0.6666666666666666,0.07692307692307693,0.125,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628400,1610612738,Semi Ojeleye,Semi Ojeleye,1628400,BOS,2463.0,41,28,88,84,37.0,31.0,15,172,4.0,6.0,,,2.0,4.0,9.0,1.0,6.0,5.0,10.0,5.0,10.0,1.0,26.0,74.0,1.0,2.0,6.0,,9.0,10.0,,9.0,6.0,9.0,4.0,,,1.0,1.0,1.0,,3.0,2.0,1.0,3.0,4.0,2.0,6.0,1.0,,,1.0,3.0,4.0,,9.0,37.0,,1.0,1.0,0.6,0.5,0.5,0.5,0.625,0.5909090909090909,0.5,0.5,,,22.115384615384613,0.08333333333333333,0.05263157894736842,0.09523809523809523,0.07272727272727272,0.044444444444444446,0.1,0.08333333333333333,0.058823529411764705,0.3,0.6666666666666666,0.6666666666666666,1.0,0.1,,,0.45,0.4444444444444444,0.4444444444444444,0.5,1.0,,0.75,0.8,0.4444444444444444,0.556775,,0.5012812499999999,0.34615384615384615,6.35,25.740000000000002,0.42045454545454547,,,,3.0,,,3.0,,3.0,,2.0,0.5,,,1.5,0.5625,0.75,,,0.08333333333333333,,,,,,0.5,0.09090909090909091,0.16666666666666666,0.11538461538461539,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.1,0.1,0.5,0.5,1.0,0.05,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628408,1610612738,PJ Dozier,PJ Dozier,1628408,BOS,3050.0,51,25,110,106,43.0,43.0,15,216,6.0,7.0,3.0,,4.0,1.0,6.0,,1.0,6.0,13.0,2.0,8.0,1.0,19.0,100.0,,5.0,2.0,,9.0,,12.0,6.0,,6.0,1.0,,4.0,1.0,5.0,,3.0,11.0,,5.0,6.0,11.0,6.0,17.0,2.0,1.0,1.0,2.0,3.0,2.0,,9.0,43.0,,,,1.0,0.25,0.25,0.46153846153846156,0.42857142857142855,0.4318181818181818,0.6428571428571429,0.38095238095238093,,,17.46031746031746,0.16666666666666666,0.20833333333333334,,0.18333333333333332,0.1111111111111111,,0.4166666666666667,0.25,0.3333333333333333,0.8571428571428571,0.8571428571428571,,0.19047619047619047,,,0.2857142857142857,0.16666666666666666,0.16666666666666666,1.0,,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.16666666666666666,0.5391904761904762,0.5785499999999999,0.5551285714285714,0.47368421052631576,6.392307692307692,25.900000000000002,0.39090909090909093,4.0,4.0,3.0,,4.0,4.0,9.0,3.0,1.0,6.0,1.0,0.5,1.0,0.6,1.0,0.6428571428571429,0.9,0.20689655172413793,0.16666666666666666,0.08333333333333333,,1.0,1.0,,1.0,,0.045454545454545456,0.07142857142857142,0.47368421052631576,,2.0,1.0,2.0,,,1.0,1.0,,,,,,,,0.07692307692307693,0.09523809523809523,,,,0.09523809523809523,0.5,0.5,1.0,,,1.0,1.0,1.0,8.0,1.0,1.0,1.0,0.16666666666666666,0.2727272727272727,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202954,1610612738,Brad Wanamaker,Brad Wanamaker,202954,BOS,2510.0,42,32,87,83,37.0,32.0,13,170,2.0,3.0,2.0,2.0,4.0,1.0,5.0,,1.0,6.0,10.0,1.0,5.0,5.0,20.0,74.0,,3.0,1.0,3.0,8.0,4.0,8.0,,3.0,5.0,1.0,1.0,6.0,6.0,12.0,5.0,4.0,30.0,,2.0,5.0,7.0,,7.0,1.0,,1.0,3.0,6.0,8.0,2.0,8.0,37.0,1.0,0.3333333333333333,0.3333333333333333,,0.2,0.2,0.6,0.5,0.5263157894736842,0.6666666666666666,0.3333333333333333,0.1,,19.801980198019802,0.14705882352941177,0.1,,0.12962962962962962,,,0.09090909090909091,0.1111111111111111,0.2,0.6666666666666666,0.6666666666666666,,0.26666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.2,0.2,,,0.5,0.25,0.5333333333333333,0.2,0.4815166666666667,0.4417,0.46915,0.4,8.440000000000001,26.779999999999994,0.42528735632183906,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,3.0,1.0,1.0,0.3333333333333333,1.0,0.625,1.0,,,0.08333333333333333,,,,,0.5,1.0,0.17647058823529413,0.25,0.1,2.0,3.0,,,,,,1.0,1.0,1.0,2.0,1.0,,0.5,0.2727272727272727,,0.2,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,1.0,,,,,,,2.0,1.0,1.0,1.0,1.0,0.25,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628464,1610612738,Daniel Theis,Daniel Theis,1628464,BOS,1040.0,17,6,40,36,11.0,10.0,2,76,,,,,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,7.0,36.0,,1.0,1.0,2.0,5.0,2.0,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,3.0,,2.0,4.0,6.0,1.0,7.0,,,1.0,1.0,1.0,2.0,,5.0,11.0,,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.875,0.8333333333333334,0.3333333333333333,,,9.523809523809524,0.5714285714285714,0.2222222222222222,,0.375,0.05263157894736842,,0.5,0.14285714285714285,,,,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,1.0,,,0.5,0.3333333333333333,1.0,0.42933333333333334,,0.43735,0.7142857142857143,10.45,26.7,0.275,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,0.75,,0.125,,,0.5,,,,,1.0,0.25,0.3333333333333333,,1.0,1.0,,,,,,,,,,,,,0.6,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,0.25,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629057,1610612738,Robert Williams III,Robert Williams III,1629057,BOS,1558.0,26,27,53,54,27.0,31.0,8,107,,1.0,1.0,,,,,,,,3.0,,,,,39.0,,2.0,,,,,,,,,,,1.0,,1.0,,,2.0,1.0,1.0,5.0,6.0,2.0,8.0,,,3.0,3.0,,,,,27.0,,,,,,,,,,,,,,6.451612903225807,0.20833333333333334,0.09090909090909091,0.07692307692307693,0.17142857142857143,0.07407407407407407,0.08333333333333333,0.2857142857142857,0.1111111111111111,0.3333333333333333,,,,,,,,,,,,0.5,,0.3333333333333333,,0.4793,0.6107,0.4991,,10.799999999999999,,0.5094339622641509,,1.0,,,,2.0,,,,1.0,,,,,,,,0.07142857142857142,,0.1,,0.5,,,,,,,,,2.0,,,,,,,1.0,,1.0,1.0,,1.0,0.2857142857142857,,0.6666666666666666,,,,,,,,,,,,,,,,,,0.16666666666666666,,,1.0,,,,,,,1.0,1.0,4.0,4.0,4.0,2.0,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626179,1610612738,Terry Rozier,Terry Rozier,1626179,BOS,860.0,14,-12,34,34,6.0,12.0,2,68,2.0,4.0,1.0,,1.0,1.0,4.0,,1.0,3.0,6.0,1.0,4.0,,9.0,41.0,,1.0,1.0,,2.0,4.0,2.0,,3.0,4.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,,1.0,,1.0,1.0,,,,1.0,,,2.0,6.0,,0.6666666666666666,0.6666666666666666,,0.25,0.25,0.5,0.45,0.45,0.5,0.4,0.16666666666666666,0.25,27.77777777777778,,0.14285714285714285,,0.1111111111111111,,,,,0.4,0.5,0.6666666666666666,1.0,0.1,,,0.4,0.25,0.25,,,0.5,0.5,0.8,0.25,0.45704,,0.48755,0.2222222222222222,7.5,27.575,0.17647058823529413,,,1.0,,,,,1.0,,,,,,1.0,,0.5,,,,,0.3333333333333333,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,0.1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,443.0,7,-10,19,19,6.0,11.0,1,38,1.0,2.0,1.0,,,,,,,1.0,2.0,,,1.0,3.0,24.0,,1.0,,,2.0,,2.0,,,,,,,1.0,1.0,1.0,,3.0,,1.0,,2.0,,2.0,2.0,1.0,,1.0,1.0,2.0,,2.0,6.0,,,,,,,0.5,0.5,0.5,1.0,,,,30.0,,0.3333333333333333,,0.25,,,,0.5,1.0,0.5,0.5,,,,,,,,,,1.0,,1.0,,0.60585,,0.6555,0.6666666666666666,1.35,,0.3157894736842105,,,1.0,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,,1.0,1.0,1.0,3.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202328,1610612738,Greg Monroe,Greg Monroe,202328,BOS,202.0,3,3,6,7,3.0,,3,13,1.0,2.0,,1.0,1.0,,,,,2.0,3.0,,,,4.0,9.0,,1.0,,,2.0,,4.0,,,,,1.0,1.0,,1.0,,1.0,2.0,,,,,2.0,2.0,,,,,,,,2.0,3.0,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,,0.3333333333333333,0.5,33.333333333333336,,,,,1.0,,,,0.6666666666666666,0.5,1.0,,0.3333333333333333,1.0,1.0,,,,,,,,0.6666666666666666,,0.45270000000000005,0.5866,0.386,0.5,3.5666666666666664,,0.5,1.0,1.0,,,1.0,1.0,2.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
