EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,FG2M,SecondChanceFG2M,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,BadPassTurnovers,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,LostBallSteals,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangePctBlocked,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,AtRimPctAssisted,FTDefRebounds,DefFTReboundPct,HeaveAttempts,ShortMidRangeAssists,Travels,LostBallOutOfBoundsTurnovers,Corner3FGM,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,3SecondViolations,OffCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,Loose Ball Fouls,SecondChanceArc3Frequency,on,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy
105,1610612748,Dan Majerle,Dan Majerle,105,MIA,2870.0,48,-2.0,88,86,27.0,26.0,13.0,174,1.0,1.0,2.0,4.0,11.0,1,4.0,13.0,2.0,14.0,98,1.0,1.0,1.0,9.0,3.0,11.0,4.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,12.0,2.0,1.0,4.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,4.0,2.0,27.0,0.75,0.3076923076923077,0.3076923076923077,0.42857142857142855,0.4375,0.25,0.9285714285714286,16.831683168316832,1.0,0.11764705882352941,0.06666666666666667,0.25,0.13157894736842105,0.047619047619047616,0.1,0.125,0.2222222222222222,0.11764705882352941,0.25,0.1,0.07142857142857142,0.14285714285714285,0.7857142857142857,0.36363636363636365,0.36363636363636365,0.75,1.0,1.0,0.36363636363636365,0.5359678571428572,0.6037,0.125,0.6666666666666666,0.07142857142857142,25.0,0.3068181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1477,1610612748,Bruce Bowen,Bruce Bowen,1477,MIA,2130.0,36,-7.0,69,65,,1.0,5.0,134,3.0,1.0,,2.0,7.0,3,2.0,7.0,,8.0,61,1.0,,2.0,6.0,,7.0,2.0,2.0,,2.0,,,,2.0,4.0,,,,,1.0,1.0,,1.0,1.0,2.0,,2.0,1.0,5.0,,,,1.0,0.2857142857142857,0.2857142857142857,0.4,0.4,1.0,0.7,16.0,1.0,,,,,0.03125,,,,,,,0.3,,0.7,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,0.2857142857142857,0.594495,,,,0.25,24.3,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.1,0.1,0.5,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,1971.0,33,5.0,62,60,27.0,32.0,8.0,122,5.0,1.0,,1.0,3.0,19,1.0,3.0,3.0,22.0,61,3.0,2.0,4.0,,3.0,3.0,1.0,3.0,,3.0,,,,3.0,6.0,1.0,,2.0,2.0,1.0,3.0,,2.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,27.0,,0.3333333333333333,0.3333333333333333,0.4318181818181818,0.4782608695652174,0.5,0.13636363636363635,35.21126760563381,1.0,0.08333333333333333,0.041666666666666664,,0.07407407407407407,0.03333333333333333,,,,0.07692307692307693,,,0.22727272727272727,,0.13636363636363635,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.36363636363636365,0.3333333333333333,0.46028181818181824,0.45376666666666665,0.08695652173913043,0.1,0.18181818181818182,26.099999999999998,0.43548387096774194,3.0,1.0,8.0,1.0,10.0,2.0,2.0,,1.0,,,,,,0.42105263157894735,0.3333333333333333,0.3333333333333333,0.10526315789473684,0.2,,,,0.6,0.75,1.0,1.0,1.0,1.0,5.0,4.0,9.0,1.0,2.0,3.0,5.0,1.0,2.0,9.0,6.0,1.0,1.0,9.0,0.375,0.42857142857142855,0.5,0.6,0.6428571428571429,0.6428571428571429,0.1111111111111111,0.125,0.2,0.22727272727272727,0.2,0.2,1.0,0.4090909090909091,0.4444444444444444,0.5,0.5,0.14285714285714285,1.0,0.2857142857142857,0.5,0.46529285714285706,0.4090909090909091,10.984210526315788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,5438.0,91,-34.0,171,167,30.0,37.0,18.0,338,7.0,2.0,,,,25,,,11.0,35.0,184,2.0,1.0,3.0,,,,,1.0,2.0,3.0,2.0,,,1.0,8.0,2.0,1.0,12.0,13.0,3.0,16.0,,,,1.0,,5.0,2.0,9.0,19.0,5.0,30.0,,,,0.48,0.5147058823529411,0.75,,20.526315789473685,0.2,0.19047619047619047,0.03571428571428571,0.07692307692307693,0.17105263157894737,0.0375,0.05263157894736842,0.08333333333333333,0.13333333333333333,0.21875,0.08333333333333333,,0.28,,,,,,1.0,0.28,,0.440852,0.5394,0.1724137931034483,0.1724137931034483,0.08571428571428572,,0.17543859649122806,3.0,1.0,12.0,1.0,6.0,2.0,2.0,1.0,1.0,5.0,,1.0,5.0,2.0,0.48,0.5,0.5,0.08,0.14285714285714285,0.041666666666666664,0.045454545454545456,0.4,0.42857142857142855,0.5,0.5,1.0,3.0,2.0,4.0,7.0,14.0,,,3.0,5.0,,,14.0,18.0,,1.0,14.0,0.75,0.8181818181818182,,0.6,0.6,0.5833333333333334,,,0.1875,0.16,0.5,0.6666666666666666,,0.56,0.5,0.5,1.0,0.6,0.3333333333333333,,,0.48647999999999997,0.4,10.931999999999999,8.0,1.0,4.0,1.0,1.0,3.0,5.0,4.0,2.0,0.25,0.6666666666666666,,,,,,,,,,,,,,,,,,True,,,,,,,,
920,1610612748,A.C. Green,A.C. Green,920,MIA,352.0,6,,10,10,5.0,7.0,2.0,20,,,,,,1,,,1.0,1.0,11,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,5.0,,,,,0.25,,,8.333333333333334,,,,,,,,,,,,,,,,,,,,,,0.3325,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.3325,,16.3,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,2257.0,38,-18.0,72,70,8.0,12.0,4.0,142,2.0,1.0,,,1.0,10,,1.0,,10.0,77,1.0,,,,,,,6.0,1.0,7.0,1.0,,2.0,3.0,15.0,,1.0,3.0,4.0,,4.0,,1.0,1.0,5.0,1.0,7.0,2.0,4.0,,,8.0,,,,0.45454545454545453,0.45454545454545453,,0.09090909090909091,23.684210526315788,0.7142857142857143,0.12,,0.1111111111111111,0.11764705882352941,,,,,0.13333333333333333,0.125,,0.18181818181818182,,0.09090909090909091,,,,1.0,0.2727272727272727,,0.40351,0.526,,,,40.1,0.1111111111111111,,,5.0,,4.0,,,,4.0,1.0,,1.0,1.0,1.0,0.5,,,,,,,1.0,,,,,,,,5.0,8.0,,,,,,,,6.0,,,,0.6,0.6,,,,,,,0.3333333333333333,,,,,0.7272727272727273,0.625,0.625,0.6,,,,,,,14.489999999999998,,,2.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,
193,1610612748,Anthony Mason,Anthony Mason,193,MIA,3455.0,58,-52.0,109,107,6.0,9.0,9.0,216,1.0,,,,,7,,,4.0,10.0,129,,2.0,2.0,,,,,1.0,1.0,2.0,1.0,,,1.0,5.0,,,5.0,5.0,1.0,6.0,,1.0,,2.0,,5.0,1.0,2.0,4.0,2.0,6.0,,,,0.42857142857142855,0.5555555555555556,1.0,,11.864406779661017,0.4,0.1388888888888889,,,0.11363636363636363,0.0196078431372549,,,0.1111111111111111,0.058823529411764705,,,0.14285714285714285,,,,,,,0.14285714285714285,,0.39749999999999996,,0.2222222222222222,0.2222222222222222,0.2,,0.05504587155963303,,,3.0,,2.0,,1.0,1.0,2.0,,,,,,0.42857142857142855,,,0.14285714285714285,1.0,0.058823529411764705,0.06666666666666667,,,,,,,1.0,2.0,2.0,4.0,,,1.0,1.0,,,2.0,4.0,1.0,,2.0,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,,,0.3,0.2857142857142857,0.5,0.5,,0.5714285714285714,0.5,0.5,1.0,,,,,0.4245,0.2,9.657142857142857,,1.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,True,,,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,4321.0,72,-28.0,137,136,25.0,31.0,15.0,273,2.0,,2.0,2.0,8.0,16,4.0,10.0,4.0,32.0,141,1.0,,,12.0,,8.0,2.0,5.0,,5.0,,,,4.0,10.0,,3.0,9.0,13.0,,13.0,,2.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,25.0,1.0,0.4,0.4,0.5384615384615384,0.5714285714285714,,0.38461538461538464,20.915032679738562,1.0,0.16666666666666666,,0.3,0.1875,,,,0.15384615384615385,0.2222222222222222,0.2222222222222222,,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.25,0.25,1.0,,0.46153846153846156,0.25,0.4786211538461539,0.3662,0.07142857142857142,0.1111111111111111,,24.479999999999997,0.18248175182481752,1.0,,8.0,,10.0,,,,3.0,1.0,1.0,,1.0,,0.5,,,,,,,,0.5,0.5,,,,,1.0,7.0,13.0,,1.0,1.0,2.0,,1.0,2.0,6.0,,,2.0,0.375,0.375,,0.5,0.3333333333333333,0.3333333333333333,,,0.07142857142857142,0.038461538461538464,,,,0.5,0.5384615384615384,0.5384615384615384,0.2857142857142857,,,0.3333333333333333,,0.4722,0.0625,15.1875,,,,,,,,,1.0,,1.0,1.0,0.3333333333333333,,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,
258,1610612748,Brian Grant,Brian Grant,258,MIA,2488.0,41,-15.0,78,76,19.0,30.0,9.0,154,4.0,,,,,11,,,5.0,15.0,91,1.0,3.0,5.0,,,,,,1.0,1.0,1.0,,,,3.0,1.0,2.0,7.0,10.0,4.0,14.0,,,,2.0,,3.0,2.0,4.0,6.0,3.0,19.0,,,,0.45454545454545453,0.5357142857142857,0.8333333333333334,,19.318181818181817,0.6666666666666666,0.2413793103448276,0.041666666666666664,0.3333333333333333,0.2571428571428571,0.12121212121212122,,0.14285714285714285,,0.35294117647058826,0.3333333333333333,,0.36363636363636365,,,,,,,0.36363636363636365,,0.43217272727272726,,0.21428571428571427,0.21428571428571427,0.3333333333333333,,0.24358974358974358,,,5.0,1.0,2.0,,2.0,3.0,2.0,1.0,,,1.0,,0.45454545454545453,1.0,1.0,0.18181818181818182,0.25,0.3333333333333333,0.25,,,,,,1.0,2.0,4.0,3.0,3.0,,,3.0,5.0,,,9.0,8.0,,,9.0,0.8,0.8,,0.6,0.6,0.6428571428571429,,,0.16666666666666666,0.36363636363636365,0.5,0.6666666666666666,0.5,0.2727272727272727,1.0,1.0,1.0,0.2,,,,0.41722000000000004,0.6,7.5,3.0,,1.0,1.0,1.0,,,1.0,2.0,0.25,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,True,,,,,,,,
76,1610612748,Cedric Ceballos,Cedric Ceballos,76,MIA,188.0,3,-5.0,5,5,,,,10,,,,,,1,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,0.3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
