EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,Usage,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,TwoPtAssists,Assists,AtRimAssists,AssistPoints,AtRimFGA,PenaltyAtRimFGA,FG2A,PenaltyFG2A,Fouls,NonShootingPenaltyNonTakeFouls,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG3A,PenaltyFG2M,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,Technical Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,FG3APct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,Avg3ptShotDistance,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffTwoPtRebounds,OffTwoPtReboundPct,OffShortMidRangeReboundPct,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,Travels,ShootingFouls,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,RecoveredBlocks,SecondChanceFg3Pct,AtRimPctBlocked,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,HeaveAttempts,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,OffCorner3ReboundPct,PenaltyArc3Accuracy,PenaltyCorner3FGM,PtsUnassisted3s,Corner3Assists,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,OffLongMidRangeReboundPct,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,BlockedAtRim,OffensiveGoaltends,DefCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
147,1610612754,Jalen Rose,Jalen Rose,147,IND,75.0,1,1.0,2,2,2.0,2.0,4,2.0,2.0,3,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,50.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,229.0,4,,8,8,8.0,8.0,16,,,9,,,,,,8.0,,,,,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,229.0,4,,8,8,8.0,8.0,16,,,9,,,,,,8.0,,,10.0,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4623,0.4623,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,175.0,3,-2.0,6,7,6.0,7.0,13,2.0,2.0,7,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,37.5,1.0,1.0,2.0,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,1610612754,Tyus Edney,Tyus Edney,721,IND,175.0,3,-2.0,6,7,6.0,7.0,13,,2.0,7,,2.0,1.0,,2.0,6.0,0.3333333333333333,0.3333333333333333,37.5,1.0,1.0,2.0,,,,,1.0,1.0,2.0,2.0,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3816833333333333,0.3816833333333333,3.8,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,28.6,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,54.0,1,2.0,2,1,2.0,1.0,3,2.0,2.0,2,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,50.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,54.0,1,2.0,2,1,2.0,1.0,3,,,2,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1610612754,Zan Tabak,Zan Tabak,440,IND,154.0,3,-1.0,6,6,6.0,6.0,12,1.0,1.0,6,1.0,1.0,2.0,1.0,1.0,6.0,0.5,0.5,12.5,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1610612754,Jalen Rose,Jalen Rose,147,IND,9805.0,163,-30.0,298,293,86.0,69.0,591,5.0,70.0,319,2.0,16.0,5.0,1.0,16.0,86.0,0.43209876543209874,0.34782608695652173,26.16279069767442,0.22857142857142856,0.28859060402684567,40.0,9.0,11.0,3.0,24.0,5.0,2.0,63.0,18.0,18.0,3.0,0.06329113924050633,0.09090909090909091,0.26582278481012656,0.42185000000000006,0.3873840909090909,11.46984126984127,1.0,11.0,15.0,3.0,18.0,4.0,2.0,9.0,1.0,3.0,0.4444444444444444,0.09016393442622951,0.023809523809523808,0.08904109589041095,0.017964071856287425,0.034482758620689655,0.07547169811320754,4.0,1.0,35.0,10.0,4.0,25.0,16.0,7.0,4.0,32.0,10.0,,0.64,0.6956521739130435,0.3968253968253968,0.3888888888888889,0.41139240506329117,0.3181818181818182,0.20253164556962025,0.8,0.8,0.5,0.4430379746835443,0.12658227848101267,0.5,0.18181818181818182,25.7625,2.0,0.025,0.03125,2.0,0.016,0.03125,False,2.0,3.0,11.0,10.0,23.0,3.0,6.0,1.0,2.0,2.0,5.0,4.0,9.0,3.0,1.0,9.0,18.0,15.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,6.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3125,0.3125,0.4444444444444444,0.3333333333333333,0.375,0.06349206349206349,0.08571428571428572,0.043478260869565216,0.2,0.08333333333333333,0.13725490196078433,0.125,0.06666666666666667,0.3142857142857143,0.34375,0.45454545454545453,0.2911392405063291,0.43478260869565216,0.45454545454545453,0.9,0.0759493670886076,0.5,0.5,1.0,0.2,0.2,1.0,0.25,0.6666666666666666,0.5,0.08333333333333333,0.16666666666666666,0.2,0.4492928571428572,0.12857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,7751.0,129,-12.0,235,230,92.0,67.0,465,13.0,43.0,246,5.0,9.0,15.0,3.0,9.0,92.0,0.524390243902439,0.32142857142857145,17.857142857142858,0.20930232558139536,0.39148936170212767,41.0,6.0,6.0,4.0,12.0,13.0,4.0,25.0,6.0,15.0,3.0,0.37142857142857144,0.36363636363636365,0.6571428571428571,0.4609471428571428,0.4324545454545454,7.551999999999998,3.0,12.0,15.0,5.0,20.0,7.0,4.0,9.0,4.0,6.0,0.7777777777777778,0.11764705882352941,0.08333333333333333,0.0967741935483871,0.03759398496240601,0.11538461538461539,0.1276595744680851,9.0,1.0,4.0,6.0,3.0,12.0,10.0,2.0,5.0,14.0,6.0,,0.5833333333333334,0.6363636363636364,0.48,0.3333333333333333,0.42857142857142855,0.18181818181818182,0.2857142857142857,0.6923076923076923,0.9,0.5555555555555556,0.11428571428571428,0.17142857142857143,0.25,0.2727272727272727,24.869999999999997,6.0,0.15789473684210525,0.21428571428571427,2.0,0.020618556701030927,0.02040816326530612,False,3.0,3.0,1.0,2.0,8.0,,4.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,10.0,10.0,6.0,2.0,2.0,3.0,,,2.0,,,3.0,1.0,4.0,2.0,2.0,2.0,3.0,,6.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,0.2,0.2,1.0,0.75,0.8333333333333334,0.12,,,0.5,,0.1,,0.05555555555555555,0.25,0.25,,0.22857142857142856,0.25,0.25,1.0,0.11428571428571428,,,,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.524,0.23255813953488372,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.23076923076923078,0.07692307692307693,0.13333333333333333,0.5,0.5,1.0,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,
