EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyFG2M,Corner3Assists,Loose Ball Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyFg2Pct,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,PtsUnassisted3s,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,BlockedLongMidRange,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceTurnovers,SecondChanceFtPoints,FTOffRebounds,LostBallTurnovers,3SecondViolations,OffFTReboundPct,ShortMidRangePctAssisted,HeaveAttempts,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedArc3,ShortMidRangePctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Travels,DefensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct
109,1610612747,Robert Horry,Robert Horry,109,LAL,5919.0,99,26,185,188,59,72,28.0,373,5.0,7.0,3.0,5.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,12.0,4.0,7.0,4.0,28.0,188.0,3.0,6.0,1.0,1.0,9.0,2.0,2.0,2.0,4.0,10.0,10.0,2.0,12.0,2.0,4.0,2.0,1.0,7.0,1.0,8.0,1.0,6.0,1.0,17.0,3.0,6.0,3.0,3.0,4.0,10.0,9.0,19.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,13.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,4.0,6.0,2.0,10.0,59,1.0,0.8333333333333334,1.0,1.0,0.5714285714285714,1.0,1.0,0.5714285714285714,0.5,0.5,0.631578947368421,0.6428571428571429,0.75,0.6666666666666666,0.6428571428571429,0.8333333333333334,0.3684210526315789,0.08333333333333333,0.14285714285714285,10.599078341013826,0.5,0.6666666666666666,0.041666666666666664,0.10526315789473684,0.13043478260869565,0.17647058823529413,0.06315789473684211,0.12162162162162163,0.05,0.14285714285714285,0.125,0.15384615384615385,0.25,0.05555555555555555,0.034482758620689655,0.04,0.14285714285714285,0.125,0.3333333333333333,0.3684210526315789,0.7142857142857143,0.8333333333333334,0.8,0.10526315789473684,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.15789473684210525,0.6666666666666666,0.6666666666666666,1.0,0.21052631578947367,0.5,0.5,1.0,0.7142857142857143,0.6,0.6666666666666666,0.14285714285714285,1.0,1.0,0.25,0.25,1.0,0.25,1.0,0.7368421052631579,0.5,0.5466868421052632,0.51465,0.479175,0.32142857142857145,0.35714285714285715,5.849999999999999,25.042857142857144,0.31891891891891894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
166,1610612747,Ron Harper,Ron Harper,166,LAL,964.0,16,18,29,30,18,11,4.0,59,2.0,2.0,,,2.0,1.0,,,1.0,2.0,1.0,2.0,,,,,,,2.0,3.0,1.0,2.0,1.0,8.0,22.0,,,,,,3.0,1.0,2.0,1.0,8.0,4.0,,3.0,,,,,,1.0,1.0,,,,3.0,,1.0,,3.0,,3.0,1.0,4.0,,1.0,,1.0,,,,,1.0,2.0,,1.0,,1.0,,,,1.0,1.0,1.0,8.0,18,,1.0,1.0,1.0,0.5,,0.5,0.5,0.6666666666666666,,0.7,,0.7,0.8,,0.8,0.4,,,15.15151515151515,,,0.25,0.1,,,0.17647058823529413,0.07692307692307693,,0.14285714285714285,,,,0.6666666666666666,,0.3333333333333333,,,1.0,0.4,1.0,1.0,1.0,0.2,,,,,0.4,0.5,0.5,1.0,,,,,,,,,,,0.4,0.4,0.5,,,0.8,,0.52629,,0.52629,,1.0,1.6666666666666667,22.85,0.6206896551724138,2.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1731,1610612747,Tyronn Lue,Tyronn Lue,1731,LAL,7965.0,133,22,251,258,92,109,42.0,509,3.0,5.0,,,2.0,4.0,1.0,7.0,,3.0,,,5.0,10.0,,,2.0,4.0,5.0,16.0,5.0,13.0,4.0,29.0,250.0,,1.0,,,,4.0,2.0,4.0,4.0,12.0,2.0,8.0,12.0,,10.0,5.0,1.0,8.0,2.0,10.0,1.0,3.0,1.0,22.0,,1.0,3.0,6.0,,9.0,1.0,10.0,,12.0,7.0,5.0,4.0,4.0,4.0,8.0,6.0,11.0,1.0,5.0,1.0,1.0,,,,,1.0,1.0,12.0,92,2.0,0.2,0.2,0.8,0.38461538461538464,,0.5,0.38461538461538464,0.3125,,0.43103448275862066,,0.5,0.46774193548387094,,0.6,0.4482758620689655,0.0625,0.2,13.087248322147651,0.5,,0.06451612903225806,0.011235955056179775,0.0967741935483871,,0.07258064516129033,0.009009009009009009,,,0.03571428571428571,,,,0.05263157894736842,0.11764705882352941,0.08,,1.0,0.1724137931034483,0.6,0.75,0.3333333333333333,0.13793103448275862,0.2413793103448276,0.14285714285714285,0.14285714285714285,,0.10344827586206896,,,,0.3448275862068966,0.5,0.5,0.8,,,,,,,0.25,,,0.5,0.5,0.6206896551724138,0.5,0.46420862068965507,0.3698,0.43476875,,0.41379310344827586,9.937500000000002,25.361538461538462,0.3665338645418327,1.0,1.0,1.0,,1.0,2.0,0.25,0.5,0.06666666666666667,0.11764705882352941,1.0,3.0,4.0,2.0,2.0,1.0,0.16666666666666666,0.25,0.25,,,,,,,,,,,,,True,,,,,,,,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,4524.0,75,-9,142,149,44,60,20.0,291,3.0,7.0,,1.0,1.0,4.0,1.0,2.0,,,,,3.0,7.0,,1.0,,,5.0,13.0,3.0,7.0,2.0,21.0,154.0,,1.0,,1.0,,3.0,,,,2.0,8.0,2.0,9.0,,7.0,3.0,2.0,6.0,3.0,9.0,1.0,4.0,1.0,21.0,1.0,,2.0,8.0,1.0,11.0,1.0,12.0,,6.0,2.0,4.0,2.0,2.0,1.0,3.0,5.0,9.0,,3.0,,,,,,,,,2.0,44,3.0,0.8,0.8,1.0,0.42857142857142855,,,0.42857142857142855,0.38461538461538464,,0.475,,0.3333333333333333,0.5,,0.3333333333333333,0.35,0.15384615384615385,0.2857142857142857,14.634146341463415,0.6666666666666666,0.14285714285714285,0.1509433962264151,,0.09090909090909091,0.09090909090909091,0.13333333333333333,0.017241379310344827,,,,0.1111111111111111,,,0.17391304347826086,0.25,0.10526315789473684,,,0.35,0.42857142857142855,0.6,1.0,0.2,0.1,0.5,0.5,1.0,,,,,0.35,0.42857142857142855,0.42857142857142855,1.0,0.5,,,0.5,,,0.3333333333333333,,,,,0.7,0.42857142857142855,0.499305,0.46149999999999997,0.3490333333333333,,0.09523809523809523,5.753846153846155,25.185714285714287,0.30985915492957744,,1.0,2.0,,1.0,2.0,0.3333333333333333,,0.09523809523809523,0.14285714285714285,1.0,,1.0,1.0,1.0,,,0.25,0.25,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,5677.0,95,13,180,180,51,60,27.0,360,21.0,25.0,5.0,5.0,8.0,23.0,,,,,,,,,,,,,28.0,48.0,,,22.0,78.0,185.0,5.0,6.0,,,17.0,13.0,,,8.0,24.0,44.0,12.0,,10.0,,,1.0,9.0,4.0,13.0,3.0,8.0,1.0,30.0,3.0,9.0,2.0,18.0,1.0,21.0,14.0,35.0,2.0,,,,4.0,3.0,6.0,10.0,1.0,9.0,5.0,41.0,4.0,2.0,,1.0,,1.0,2.0,1.0,24.0,51,3.0,0.7857142857142857,0.9565217391304348,,,,,,0.5833333333333334,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.6153846153846154,0.5735294117647058,0.7083333333333334,0.5714285714285714,,0.020833333333333332,0.04,37.68115942028986,0.4,0.16666666666666666,0.2727272727272727,0.15789473684210525,0.13333333333333333,0.21428571428571427,0.24691358024691357,0.16901408450704225,0.25,0.08,0.1875,0.2222222222222222,0.2,0.13333333333333333,0.2857142857142857,0.34782608695652173,0.18181818181818182,0.10526315789473684,0.5,0.5208333333333334,0.84,0.875,0.7619047619047619,0.4791666666666667,,,,,,,,,,,,,0.8333333333333334,1.0,,,,,0.6153846153846154,,,,,0.5208333333333334,,0.4768270833333334,0.5404666666666667,0.49173076923076925,0.21794871794871795,0.3076923076923077,3.658333333333333,,0.2833333333333333,7.0,8.0,1.0,3.0,1.0,17.0,0.6153846153846154,0.875,0.265625,0.265625,7.0,,,,2.0,,,0.30434782608695654,0.30434782608695654,1.0,7.0,2.0,1.0,1.0,0.18181818181818182,0.8571428571428571,,,,,,True,,,,,,,,,,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,3920.0,65,12,131,135,56,75,21.0,266,9.0,14.0,1.0,1.0,8.0,,1.0,2.0,1.0,3.0,1.0,2.0,,1.0,,,,1.0,10.0,16.0,1.0,4.0,4.0,27.0,130.0,1.0,1.0,,,2.0,10.0,1.0,3.0,1.0,18.0,12.0,8.0,3.0,,1.0,,1.0,6.0,,6.0,,6.0,,12.0,,,1.0,5.0,1.0,7.0,,7.0,,2.0,1.0,1.0,,,3.0,3.0,4.0,9.0,1.0,5.0,,,,,,,,,18.0,56,2.0,0.6,0.6,1.0,0.25,,0.3333333333333333,0.25,0.625,1.0,0.575,1.0,0.6538461538461539,0.6136363636363636,1.0,0.6428571428571429,0.2,0.0625,0.07142857142857142,16.129032258064516,,0.14285714285714285,0.1111111111111111,,0.08333333333333333,,0.10526315789473684,,,,,,,,0.0625,0.21052631578947367,0.1,,,0.7,0.6428571428571429,0.6923076923076923,0.6666666666666666,,0.1,0.5,0.5,,0.15,0.3333333333333333,0.3333333333333333,1.0,0.05,,,,1.0,1.0,1.0,,,,0.6153846153846154,0.15384615384615385,0.5,0.07692307692307693,,0.9,,0.5867175,0.5299,0.5802807692307692,0.07407407407407407,0.6666666666666666,2.36875,23.9,0.42748091603053434,6.0,7.0,,1.0,1.0,3.0,0.7,0.75,0.13636363636363635,0.16666666666666666,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,5846.0,97,22,179,184,57,70,32.0,363,8.0,12.0,4.0,5.0,3.0,11.0,10.0,20.0,2.0,2.0,,,,3.0,,,,2.0,22.0,43.0,2.0,5.0,15.0,65.0,182.0,7.0,10.0,,,17.0,12.0,,2.0,9.0,23.0,14.0,30.0,6.0,6.0,2.0,,4.0,12.0,2.0,14.0,2.0,10.0,,30.0,1.0,3.0,5.0,10.0,,15.0,4.0,19.0,,3.0,2.0,1.0,3.0,1.0,5.0,8.0,3.0,8.0,2.0,20.0,,2.0,1.0,,,2.0,3.0,2.0,23.0,57,2.0,0.3181818181818182,0.3684210526315789,1.0,0.4,,,0.5,0.5116279069767442,0.7,0.5208333333333334,0.7,0.5,0.5625,0.7272727272727273,0.5833333333333334,0.10416666666666667,0.09302325581395349,0.16666666666666666,29.906542056074766,0.375,,0.14285714285714285,0.047619047619047616,0.2777777777777778,0.058823529411764705,0.17045454545454544,0.05,0.09523809523809523,,0.047619047619047616,0.1,,0.11764705882352941,0.2413793103448276,0.041666666666666664,0.2857142857142857,,0.6666666666666666,0.25,0.6666666666666666,0.8,0.5,0.22916666666666666,0.4166666666666667,0.5,0.5,0.2,0.041666666666666664,1.0,1.0,1.0,0.0625,,,,0.5,0.8,0.5,,,,0.21428571428571427,,,0.14285714285714285,,0.3541666666666667,,0.43930106382978723,0.47635000000000005,0.4014615384615385,0.26153846153846155,0.35384615384615387,11.009302325581396,30.320000000000004,0.31843575418994413,3.0,7.0,,,1.0,9.0,0.5833333333333334,1.0,0.16071428571428573,0.17647058823529413,4.0,,2.0,,3.0,,0.25,0.36363636363636365,0.4444444444444444,,3.0,,2.0,,,0.25,1.0,2.0,2.0,1.0,0.18181818181818182,True,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,1072.0,18,-3,35,36,23,20,8.0,71,2.0,3.0,,1.0,3.0,2.0,2.0,4.0,,,,,,1.0,,,,,4.0,9.0,,1.0,1.0,9.0,32.0,,2.0,,,,7.0,,,1.0,9.0,4.0,4.0,,,1.0,,,1.0,,1.0,,,1.0,2.0,,3.0,,1.0,1.0,2.0,3.0,5.0,1.0,,,,3.0,2.0,,3.0,1.0,3.0,,2.0,1.0,,,,,,,,9.0,23,1.0,0.5,0.5,,,,,,0.4444444444444444,,0.4,,0.5714285714285714,0.4090909090909091,,0.5625,0.1,,,31.818181818181817,1.0,0.5,0.1,0.1875,,,0.05555555555555555,0.15789473684210525,0.25,0.16666666666666666,0.16666666666666666,,,1.0,,,,0.2,,0.3,0.6666666666666666,0.6666666666666666,0.5,0.2,0.4,0.5,0.5,0.5,,,,,0.1,,,,0.5,,,,,,0.42857142857142855,,,,,0.4,,0.42929500000000004,0.4127,0.4329571428571429,,1.0,10.722222222222221,24.9,0.6571428571428571,2.0,4.0,,1.0,,,0.5714285714285714,0.6666666666666666,,,,,,,2.0,,,,,1.0,,,1.0,,,,,,,,,True,,,,,,,,,,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,1327.0,22,10,43,45,24,22,10.0,88,,3.0,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,6.0,,,3.0,3.0,32.0,,2.0,,,3.0,3.0,,,,,,,,,,,1.0,1.0,1.0,2.0,,1.0,,5.0,1.0,2.0,,1.0,,1.0,3.0,4.0,,,,,,,,,1.0,1.0,,4.0,,,,,,,,,,24,,,,,,,,,,,,,,0.1875,0.375,,,0.16666666666666666,0.3333333333333333,14.814814814814813,,,0.06666666666666667,0.1111111111111111,,0.16666666666666666,0.04,0.125,,0.2,0.125,0.25,,,,0.125,,,,0.5,,,,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,0.3333333333333333,,,,,0.5,,0.46436666666666665,0.5644,0.45080000000000003,1.0,,7.05,,0.5581395348837209,,,1.0,,,2.0,,,0.25,0.25,,,,,,,,,,,3.0,,,,,,,,,,,True,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,99.0,2,7,4,3,4,3,,7,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,,,,,,,,,2.0,1.0,,,,,,,,2.0,4,,,,,,,,,,,,,,1.0,,1.0,,,,20.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
