EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,OffThreePtRebounds,DeadBallTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeAssists,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,Corner3Assists,ShortMidRangeAssists,LostBallSteals,BadPassTurnovers,PenaltyTurnovers,FG3APct,OffArc3ReboundPct,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,Avg3ptShotDistance,PenaltyFtPoints,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,Arc3FGM,PenaltyArc3FGA,FG3M,PtsAssisted3s,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,3SecondViolations,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,on,PenaltyArc3FGM,PenaltyFG3M,FTDefRebounds,Technical Free Throw Trips,PenaltyFg3Pct,DefFTReboundPct,PenaltyArc3Accuracy,PtsUnassisted3s,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,Corner3PctBlocked,PenaltyCorner3Accuracy,DefensiveGoaltends
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,3819.0,64,-7,134,133,11.0,9.0,16.0,267,2.0,2.0,1.0,1.0,6.0,16.0,3.0,11.0,11.0,29,3.0,25.0,131,1.0,3.0,2.0,1.0,2.0,2.0,14.0,8.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,8.0,9.0,4.0,13.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,11.0,0.6363636363636364,0.7,0.3793103448275862,0.3333333333333333,0.5,0.3793103448275862,0.3333333333333333,0.5,0.4032258064516129,0.3333333333333333,0.5,0.034482758620689655,0.0625,20.77922077922078,1.0,0.14285714285714285,0.06451612903225806,0.08333333333333333,0.1323529411764706,0.05333333333333334,0.09523809523809523,0.06666666666666667,0.058823529411764705,0.1875,0.17391304347826086,0.1,0.11764705882352941,0.75,0.06896551724137931,1.0,1.0,0.5,0.5517241379310345,0.375,0.4,0.5,0.3793103448275862,0.2727272727272727,0.2727272727272727,1.0,0.3333333333333333,1.0,0.06896551724137931,0.4155103448275862,0.43293333333333334,0.37945,0.0967741935483871,0.0967741935483871,0.08,0.08,10.83448275862069,0.08208955223880597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2054,1610612756,Jake Tsakalidis,Jake Tsakalidis,2054,PHX,4490.0,75,-16,153,152,23.0,16.0,21.0,305,3.0,9.0,3.0,9.0,3.0,6.0,,1.0,6.0,16,,12.0,148,3.0,10.0,6.0,1.0,4.0,2.0,8.0,4.0,4.0,1.0,,,,,,,5.0,5.0,13.0,18.0,10.0,28.0,1.0,,,,,1.0,7.0,11.0,,,,7.0,6.0,1.0,7.0,5.0,2.0,23.0,0.6666666666666666,1.0,0.375,0.3,0.25,0.375,0.3,0.25,0.375,0.3,0.25,0.0625,,9.497206703910614,,0.203125,0.06756756756756757,0.3333333333333333,0.22784810126582278,0.10989010989010989,0.08,0.06060606060606061,0.15789473684210525,0.10526315789473684,0.3076923076923077,0.4166666666666667,0.1111111111111111,0.7142857142857143,0.5625,0.3333333333333333,0.375,0.3333333333333333,0.375,0.5,0.5,1.0,0.0625,,,,0.9,0.3333333333333333,0.5625,0.4953375,0.48769999999999997,0.59555,,,0.5,0.16666666666666666,5.14375,0.1503267973856209,1.0,4.0,5.0,1.0,2.0,1.0,1.0,0.1111111111111111,0.29411764705882354,0.0625,0.7142857142857143,0.3333333333333333,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
219,1610612756,Vinny Del Negro,Vinny Del Negro,219,PHX,162.0,3,-8,5,5,,,,10,,,,,,2.0,,,,2,,,10,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.43955,,,,,,,10.1,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
53,1610612756,Mario Elie,Mario Elie,53,PHX,3896.0,65,-23,136,135,14.0,12.0,17.0,271,8.0,9.0,1.0,1.0,1.0,4.0,,,9.0,13,4.0,22.0,139,1.0,1.0,2.0,,1.0,,10.0,8.0,2.0,1.0,2.0,2.0,4.0,1.0,,10.0,1.0,1.0,6.0,7.0,2.0,9.0,,2.0,1.0,1.0,,1.0,2.0,3.0,6.0,,3.0,,,,,,,14.0,0.5555555555555556,0.625,0.6923076923076923,1.0,,0.45,0.5,,0.4782608695652174,0.5,,0.07692307692307693,,15.384615384615383,1.0,0.10909090909090909,0.016129032258064516,0.09090909090909091,0.10606060606060606,0.02564102564102564,,,0.058823529411764705,0.13333333333333333,0.13043478260869565,0.1,,,0.45,0.8888888888888888,1.0,0.625,0.2,0.25,0.25,,,,,,0.5,1.0,0.8,0.584875,0.5441,0.46950000000000003,0.13043478260869565,0.1875,0.09090909090909091,,2.1076923076923078,0.10294117647058823,,,1.0,,,,,0.1111111111111111,0.0625,0.09090909090909091,,,,,1.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.35,0.1,0.15,0.2,0.5,0.5,24.514285714285712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
915,1610612756,Rodney Rogers,Rodney Rogers,915,PHX,1054.0,18,-2,33,30,13.0,5.0,6.0,63,1.0,3.0,,,,1.0,,2.0,1.0,6,6.0,8.0,27,,,,1.0,3.0,4.0,2.0,,,2.0,,,,,,,,,2.0,2.0,,2.0,,2.0,,,,3.0,,2.0,8.0,,3.0,,,,,,4.0,13.0,1.0,1.0,0.16666666666666666,,0.3333333333333333,0.125,,0.25,0.3333333333333333,,0.4,0.3333333333333333,1.0,37.5,,0.14285714285714285,,,0.11764705882352941,,,,0.3333333333333333,0.2,,,,,0.375,0.3333333333333333,0.5,1.0,0.125,,,,0.25,,,,,,0.625,0.5314625000000001,,0.578175,0.2727272727272727,0.3333333333333333,,0.5,7.716666666666666,0.3939393939393939,1.0,2.0,,3.0,,2.0,,0.3333333333333333,,,,,0.5,0.5,,2.0,1.0,,,2.0,,1.0,,,,2.0,,1.0,0.25,,0.25,,,0.25,23.15,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,457.0,8,-5,15,14,4.0,11.0,2.0,29,,,,,,,,1.0,,1,,,14,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,4.0,,,,,,,,,,,,,,5.555555555555555,,0.2,,,0.14285714285714285,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,0.4175,,0.4175,,,,,16.9,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
467,1610612756,Jason Kidd,Jason Kidd,467,PHX,4328.0,72,-8,148,147,23.0,16.0,21.0,295,1.0,5.0,,1.0,2.0,3.0,4.0,18.0,7.0,26,4.0,24.0,138,,1.0,,1.0,4.0,4.0,,14.0,,2.0,23.0,,23.0,,8.0,46.0,2.0,2.0,6.0,8.0,3.0,11.0,1.0,2.0,1.0,4.0,3.0,7.0,1.0,3.0,4.0,,2.0,,,,,,4.0,23.0,,,0.2692307692307692,,0.25,0.3125,,0.16666666666666666,0.35294117647058826,,0.2857142857142857,0.07692307692307693,0.3333333333333333,23.563218390804597,0.5714285714285714,0.09523809523809523,0.02857142857142857,0.13333333333333333,0.10256410256410256,0.034482758620689655,0.043478260869565216,0.03125,0.10526315789473684,0.05263157894736842,0.12,,0.05,,0.15625,0.2,0.2,,0.09375,0.6666666666666666,1.0,,0.5625,0.2222222222222222,0.23529411764705882,,0.3333333333333333,,0.34375,0.46437343750000004,0.54235,0.3808416666666667,0.058823529411764705,0.07142857142857142,,0.16666666666666666,13.526923076923076,0.1554054054054054,,,1.0,3.0,,,,,0.058823529411764705,,,,,,6.0,,,6.0,2.0,6.0,2.0,2.0,6.0,,9.0,1.0,1.0,1.0,0.1875,0.1,,0.1875,0.6666666666666666,,24.849999999999998,2.0,1.0,,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
361,1610612756,Clifford Robinson,Clifford Robinson,361,PHX,3123.0,52,-8,109,112,8.0,2.0,15.0,221,1.0,4.0,,2.0,6.0,10.0,6.0,11.0,13.0,25,5.0,34.0,109,,2.0,1.0,,,,24.0,2.0,,2.0,2.0,,2.0,,,4.0,4.0,2.0,2.0,4.0,4.0,8.0,,2.0,2.0,4.0,1.0,6.0,4.0,8.0,7.0,1.0,4.0,1.0,1.0,,1.0,,,8.0,0.9230769230769231,0.9230769230769231,0.52,,,0.46774193548387094,,,0.5,0.125,,0.08,0.1,31.25,0.6666666666666666,0.043478260869565216,0.07547169811320754,0.18181818181818182,0.07017543859649122,0.06153846153846154,0.15789473684210525,0.041666666666666664,0.07142857142857142,,0.05263157894736842,0.2,,,0.12903225806451613,0.25,0.3333333333333333,1.0,0.3225806451612903,0.6,0.6666666666666666,0.8333333333333334,0.3548387096774194,0.5454545454545454,0.5454545454545454,1.0,0.6666666666666666,,0.3225806451612903,0.45615967741935487,0.5436166666666666,0.55035,0.11764705882352941,0.14285714285714285,0.029411764705882353,,11.74,0.07339449541284404,,,,2.0,,1.0,,0.25,,,,,,,1.0,3.0,1.0,3.0,,6.0,1.0,1.0,3.0,,1.0,,3.0,1.0,0.1935483870967742,,0.0967741935483871,0.0967741935483871,,1.0,24.133333333333336,,,,,,1.0,3.0,,,1.0,1.0,0.16666666666666666,0.16666666666666666,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,
960,1610612756,Tony Delk,Tony Delk,960,PHX,1121.0,19,-3,32,32,19.0,9.0,7.0,64,,,,,,2.0,3.0,5.0,3.0,7,1.0,7.0,24,,2.0,,1.0,3.0,2.0,,6.0,,,,,,,,,1.0,1.0,2.0,3.0,1.0,4.0,,1.0,,,,,1.0,1.0,3.0,1.0,2.0,,,,,,2.0,19.0,,,0.42857142857142855,,0.3333333333333333,0.42857142857142855,,0.3333333333333333,0.4375,,0.3333333333333333,,,19.51219512195122,,0.125,0.047619047619047616,0.16666666666666666,0.13636363636363635,0.04,,0.14285714285714285,,0.3333333333333333,,0.3333333333333333,,,,,,,0.2857142857142857,,,,0.7142857142857143,0.6,0.6,,,,,0.3907,0.3359,0.36369999999999997,0.25,0.25,,0.2857142857142857,15.4,0.59375,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,4534.0,76,-1,152,150,43.0,62.0,18.0,302,3.0,8.0,2.0,6.0,6.0,14.0,2.0,10.0,11.0,32,9.0,34.0,150,3.0,7.0,6.0,3.0,8.0,12.0,14.0,8.0,4.0,2.0,,1.0,1.0,,,3.0,4.0,1.0,11.0,14.0,6.0,20.0,1.0,4.0,4.0,4.0,1.0,5.0,6.0,11.0,9.0,,4.0,2.0,,2.0,2.0,1.0,12.0,43.0,0.6363636363636364,0.7777777777777778,0.34375,0.42857142857142855,0.375,0.3787878787878788,0.42857142857142855,0.5,0.44594594594594594,0.42857142857142855,0.55,0.0625,0.07142857142857142,24.137931034482758,0.8,0.16923076923076924,0.07017543859649122,0.09090909090909091,0.15789473684210525,0.08108108108108109,0.06666666666666667,0.03571428571428571,0.125,0.11764705882352941,0.25,0.125,0.05263157894736842,0.5,0.24242424242424243,0.375,0.375,0.3333333333333333,0.42424242424242425,0.42857142857142855,0.46153846153846156,0.8333333333333334,0.30303030303030304,0.2,0.2222222222222222,0.5,0.8571428571428571,0.3333333333333333,0.2727272727272727,0.44216666666666665,0.5708399999999999,0.5030111111111112,0.10810810810810811,0.1111111111111111,0.17647058823529413,0.35294117647058826,9.290625000000002,0.28289473684210525,2.0,4.0,2.0,1.0,,,5.0,,0.11764705882352941,0.14285714285714285,,,0.4444444444444444,0.5,,,,1.0,,1.0,,1.0,1.0,1.0,,,3.0,2.0,0.030303030303030304,0.14285714285714285,,0.030303030303030304,,,24.3,3.0,,,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,1.0,0.1,,1.0,1.0,1.0,0.1111111111111111,1.0,,,,,,,,,False,1.0,1.0,2.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,
