EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fouls,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,FG2A,SecondChanceFG2A,PenaltyFG2A,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Avg2ptShotDistance,Corner3FGA,PenaltyCorner3FGA,Corner3Frequency,PenaltyCorner3Frequency,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FtPoints,PenaltyFG2M,PenaltyFtPoints,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Fg2Pct,PenaltyFg2Pct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsAssisted2s,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeFGM,ThreePtAssists,Arc3Assists,AtRimAssists,NonShootingPenaltyNonTakeFouls,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Steals,LostBallSteals,LostBallTurnovers,LongMidRangePctAssisted,LongMidRangeAssists,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Corner3Assists,OffTwoPtRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Fg2aBlocked,Loose Ball Fouls,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,Fg3aBlocked,SelfOReb,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceCorner3FGA,DefCorner3ReboundPct,SecondChanceCorner3Frequency,PtsUnassisted3s,Blocked3s,BlockedArc3,AtRimPctBlocked,FTOffRebounds,OffFTReboundPct
120,1610612757,Steven Smith,Steven Smith,120,POR,412.0,7.0,-7,15,14,15.0,8.0,1.0,29,1.0,2.0,1.0,2.0,1.0,2.0,3.0,20.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,1.0,0.5,0.5,0.5,0.75,0.75,0.75,0.75,1.0,12.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.503475,0.503475,1.0,24.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1610612757,Antonio Harvey,Antonio Harvey,176,POR,825.0,14.0,-8,28,28,19.0,13.0,1.0,56,,,,,,,,34.0,,,,,,,4.0,,,,,19.0,,,,,,,,,,6.8965517241379315,,,,,,,,,0.3974,0.3974,,,0.6785714285714286,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,0.25,0.5,0.2,0.2857142857142857,0.09090909090909091,0.3333333333333333,0.2,0.3333333333333333,1.0,1.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1610612757,Greg Anthony,Greg Anthony,21,POR,285.0,5.0,-2,10,9,4.0,2.0,,19,,,,,,1.0,,10.0,,1.0,,,,,1.0,,,,,4.0,,,,,,,,,1.0,10.0,,,,,,,1.0,,0.5715,0.5715,,22.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,601.0,10.0,-7,21,20,15.0,8.0,1.0,41,,,,,,,3.0,26.0,,,3.0,,,,,,,,3.0,15.0,,,,,0.25,0.5,0.25,0.375,,27.272727272727273,,,,,,,,,0.4126,0.402,1.0,,0.7142857142857143,2.0,4.0,,2.0,,,2.0,,2.0,,2.0,,,,,,,0.2857142857142857,,,0.2222222222222222,,,0.3333333333333333,0.25,,0.5,14.2,,,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,0.25,0.5,0.5,0.5,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1610612757,Detlef Schrempf,Detlef Schrempf,96,POR,369.0,6.0,5,13,13,13.0,7.0,,26,,,,,,1.0,,8.0,,1.0,,,,,1.0,,,,,13.0,,,,,,,,,0.5,23.076923076923077,,,,,,,0.5,,0.51035,0.51035,,23.5,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,0.14285714285714285,,,0.125,,,0.3333333333333333,,,0.5,14.3,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1610612757,Arvydas Sabonis,Arvydas Sabonis,717,POR,24.0,,-3,1,1,,1.0,,2,,1.0,,,,1.0,,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,100.0,1.0,,,,,,1.0,,0.51105,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1610612757,Scottie Pippen,Scottie Pippen,937,POR,456.0,8.0,-13,15,15,6.0,6.0,1.0,30,,,,,,,3.0,26.0,,,3.0,,,,,,,,3.0,6.0,,,,,1.0,1.0,1.5,1.5,,18.75,,,,,,,1.0,,0.7752,0.7752,1.0,,0.4,,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,729.0,12.0,-3,24,24,15.0,10.0,1.0,48,,1.0,,1.0,,1.0,15.0,27.0,,1.0,9.0,,1.0,,1.0,,,,9.0,15.0,,,,,0.75,0.6,0.8333333333333334,0.75,0.125,36.0,0.125,,,,0.2,,0.375,,0.48758749999999995,0.45156,0.6,26.0,0.625,1.0,7.0,,4.0,,,2.0,,2.0,,2.0,,,,,,,0.18181818181818182,,,0.15384615384615385,,,0.2,0.2,,0.125,8.242857142857142,,,,,3.0,4.0,6.0,3.0,3.0,3.0,6.0,1.0,2.0,,5.0,3.0,1.0,1.0,0.8571428571428571,0.75,0.5,0.75,0.75,0.125,0.14285714285714285,,,,2.0,2.0,1.0,1.0,6.0,,1.0,0.5,0.5,0.25,1.0,1.0,0.5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1610612757,Stacey Augmon,Stacey Augmon,278,POR,224.0,4.0,-1,7,8,4.0,5.0,,15,,,,,,,2.0,8.0,,,2.0,,,,,,,,2.0,4.0,,,,,1.0,1.0,1.0,1.0,,28.57142857142857,,,,,,,,,0.3638,0.3638,1.0,,0.5714285714285714,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,19.7,,,,,,,1.0,,1.0,,,2.0,2.0,1.0,4.0,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,2.0,,,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,1610612757,Rod Strickland,Rod Strickland,393,POR,136.0,2.0,7,4,5,4.0,5.0,,9,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
