EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,FG2M,SecondChanceFG2M,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyPointsPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,LostBallSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3FGM,PenaltyArc3Accuracy,SecondChanceArc3FGM,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedCorner3,SecondChanceArc3Accuracy,Travels,SecondChanceTurnovers,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,on,3SecondViolations,DefensiveGoaltends,BlockedArc3,HeaveAttempts,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,1014.0,17,-13,32,33,16.0,19.0,8,65,5.0,3.0,2.0,2.0,2.0,9,2.0,2.0,31,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,0.09090909090909091,0.125,0.2222222222222222,0.2,0.5,26.19047619047619,0.25,0.15,0.15384615384615385,0.125,0.3333333333333333,0.125,1.0,1.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,1.0,0.5,0.5555555555555556,0.47307777777777776,0.5485,0.470175,0.1,0.1,0.5,5.055555555555555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,8491.0,142,11,270,271,97.0,100.0,52,541,24.0,16.0,7.0,5.0,1.0,30,10.0,48.0,254,17.0,4.0,24.0,10.0,2.0,1.0,2.0,,5.0,21.0,21.0,32.0,23.0,55.0,17.0,7.0,3.0,7.0,1.0,7.0,5.0,97.0,0.631578947368421,0.5714285714285714,0.06666666666666667,0.041666666666666664,0.2,12.684365781710914,0.1926605504587156,0.15671641791044777,0.18382352941176472,0.13924050632911392,0.16326530612244897,0.125,0.17647058823529413,0.7142857142857143,0.8,0.16666666666666666,0.03333333333333333,0.9411764705882353,0.7,0.8,0.51788,0.5499352941176471,0.52226,0.2,0.2,0.5,1.5733333333333335,0.3592592592592593,17.0,10.0,5.0,2.0,19.0,10.0,7.0,5.0,19.0,18.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,6.0,3.0,19.0,30.0,2.0,4.0,2.0,6.0,19.0,2.0,0.47368421052631576,1.0,0.6333333333333333,0.5882352941176471,0.7,0.6333333333333333,0.5882352941176471,0.7,0.6785714285714286,0.3333333333333333,0.5,0.125,0.14814814814814814,0.041666666666666664,0.1891891891891892,0.08333333333333333,0.19444444444444445,0.20512820512820512,0.15789473684210525,0.125,0.2222222222222222,0.7083333333333334,0.7391304347826086,0.4117647058823529,0.4,0.5,1.0,0.625,0.7142857142857143,0.3958333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,7037.0,117,33,221,218,66.0,77.0,47,439,7.0,,3.0,6.0,12.0,25,5.0,40.0,190,2.0,,2.0,7.0,1.0,7.0,10.0,4.0,23.0,1.0,11.0,12.0,2.0,14.0,8.0,2.0,2.0,,,,,66.0,0.5,0.3333333333333333,0.04,,0.16666666666666666,15.714285714285715,0.12359550561797752,0.008849557522123894,0.11009174311926606,0.014925373134328358,,0.025,0.13793103448275862,,0.19444444444444445,0.16666666666666666,0.3333333333333333,,0.3333333333333333,0.5,0.47905138888888893,0.4505333333333333,0.44375555555555557,0.05263157894736842,0.07407407407407407,0.05,10.644,0.2986425339366516,4.0,,1.0,4.0,13.0,1.0,4.0,2.0,13.0,6.0,20.0,,3.0,1.0,2.0,1.0,,1.0,,,3.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,5.0,10.0,,,,,13.0,1.0,0.23076923076923078,0.23076923076923078,0.52,0.5,0.5714285714285714,0.4861111111111111,0.3333333333333333,0.6111111111111112,0.5909090909090909,0.75,,,0.05,0.047619047619047616,,0.1,0.15384615384615385,0.08823529411764706,0.07142857142857142,,,0.5714285714285714,0.5714285714285714,0.25,0.6666666666666666,0.8,,,0.3333333333333333,0.325,5.0,2.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,11.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.2727272727272727,0.5,0.2727272727272727,0.3055555555555556,0.4166666666666667,0.4166666666666667,0.4,0.25,0.2222222222222222,0.2222222222222222,0.5,0.05555555555555555,0.5,0.5,1.0,0.3333333333333333,0.1111111111111111,1.0,0.1111111111111111,0.5,23.772727272727273,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,4818.0,80,-9,156,154,37.0,42.0,33,310,4.0,1.0,1.0,6.0,13.0,23,4.0,28.0,143,4.0,,5.0,5.0,3.0,5.0,5.0,3.0,10.0,4.0,11.0,13.0,6.0,19.0,4.0,1.0,1.0,,,,,37.0,0.45161290322580644,0.4166666666666667,0.13043478260869565,0.25,0.3333333333333333,17.5,0.1774193548387097,0.043010752688172046,0.16883116883116883,0.05660377358490566,0.06060606060606061,0.06060606060606061,0.15789473684210525,,0.13793103448275862,0.20689655172413793,0.4482758620689655,0.16666666666666666,0.16666666666666666,0.3448275862068966,0.4424913793103448,0.42869999999999997,0.4307916666666667,0.03333333333333333,0.041666666666666664,0.17857142857142858,13.35217391304348,0.23717948717948717,1.0,,1.0,2.0,9.0,1.0,2.0,2.0,9.0,,18.0,2.0,,,2.0,2.0,,2.0,,1.0,3.0,1.0,3.0,,1.0,3.0,4.0,3.0,5.0,10.0,,1.0,,,9.0,,,,0.391304347826087,0.25,0.4,0.41379310344827586,0.4166666666666667,0.5833333333333334,0.6428571428571429,0.75,,,0.13333333333333333,0.15384615384615385,,0.16666666666666666,0.23809523809523808,0.13636363636363635,0.09090909090909091,0.25,0.06666666666666667,0.25,0.3333333333333333,,0.3333333333333333,0.5,,,1.0,0.32142857142857145,6.0,2.0,4.0,1.0,1.0,1.0,,2.0,,2.0,6.0,2.0,1.0,1.0,6.0,,2.0,,,,2.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.20689655172413793,0.46153846153846156,0.46153846153846156,,0.13793103448275862,0.5,0.5,1.0,0.06896551724137931,,,,0.16666666666666666,0.16666666666666666,1.0,,,24.03333333333333,1.0,1.0,1.0,0.5,0.14285714285714285,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,True,,,,,,,,,,,
468,1610612758,Jon Barry,Jon Barry,468,SAC,1639.0,27,11,49,52,17.0,12.0,14,101,3.0,,1.0,,3.0,6,,9.0,43,,,,1.0,1.0,2.0,2.0,2.0,4.0,2.0,,,2.0,2.0,,,,,,,,17.0,0.45,,0.16666666666666666,0.3333333333333333,,17.91044776119403,,0.07142857142857142,,0.058823529411764705,,0.2,,,0.3,,0.3,,0.3333333333333333,0.7,0.532485,,0.547,,,,8.283333333333333,0.3469387755102041,2.0,,1.0,,3.0,,1.0,,5.0,4.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,,2.0,1.0,1.0,6.0,,1.0,,,5.0,2.0,0.6666666666666666,0.6666666666666666,0.5,,1.0,0.45,,0.8333333333333334,0.8333333333333334,0.5,,,,,,,,,,,,0.6666666666666666,1.0,1.0,,,,,1.0,0.5555555555555556,1.0,,1.0,,,,1.0,3.0,2.0,1.0,4.0,,1.0,2.0,3.0,,3.0,1.0,,,,1.0,0.25,0.5,0.25,0.4,0.3333333333333333,0.3333333333333333,,0.1,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,0.6666666666666666,0.3333333333333333,24.9,,,,,,,,,1.0,0.5,,,,,,,,,,,,True,,,,,,,,,,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,5106.0,85,-5,163,166,66.0,68.0,29,329,5.0,1.0,4.0,2.0,6.0,13,5.0,14.0,156,1.0,2.0,5.0,9.0,2.0,3.0,3.0,1.0,6.0,2.0,4.0,5.0,2.0,7.0,8.0,3.0,1.0,3.0,2.0,4.0,3.0,66.0,0.3611111111111111,0.8333333333333334,0.15384615384615385,,1.0,13.30049261083744,0.0625,0.024691358024691357,0.05952380952380952,0.021505376344086023,,,,0.75,0.3333333333333333,0.13333333333333333,0.4,0.5,0.4444444444444444,0.4666666666666667,0.5091133333333333,0.5878,0.5334666666666666,0.17647058823529413,0.2,0.35714285714285715,9.261538461538462,0.4049079754601227,2.0,,2.0,,3.0,,3.0,3.0,9.0,2.0,4.0,,,,2.0,,,1.0,,1.0,4.0,2.0,7.0,3.0,2.0,4.0,9.0,7.0,1.0,4.0,1.0,,1.0,1.0,9.0,2.0,0.3333333333333333,0.3333333333333333,0.23076923076923078,,0.3333333333333333,0.3,0.75,0.3333333333333333,0.36363636363636365,0.7777777777777778,,,0.05,,0.1,,0.08333333333333333,0.09090909090909091,0.06666666666666667,,0.1111111111111111,0.4,0.4,0.5,,,,,0.5,0.6428571428571429,1.0,,1.0,,,,1.0,1.0,,1.0,2.0,1.0,,,,3.0,1.0,1.0,,,2.0,,0.5,,0.5,0.13333333333333333,0.16666666666666666,0.16666666666666666,,0.06666666666666667,,,,0.06666666666666667,1.0,1.0,,,,,,1.0,24.299999999999997,,1.0,1.0,1.0,,,,0.5,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,5543.0,92,25,177,177,78.0,85.0,30,354,10.0,3.0,2.0,14.0,12.0,36,9.0,48.0,174,9.0,2.0,9.0,11.0,3.0,,,,,6.0,4.0,6.0,6.0,12.0,9.0,3.0,2.0,,,,,78.0,0.48,0.4090909090909091,0.08333333333333333,,0.21428571428571427,27.52293577981651,0.0547945205479452,0.08450704225352113,0.05555555555555555,0.06818181818181818,0.037037037037037035,0.08695652173913043,0.04,,0.21739130434782608,0.30434782608695654,0.2608695652173913,0.3,0.13333333333333333,0.43478260869565216,0.4732163043478261,0.48820625,0.4531700000000001,0.0625,0.07894736842105263,0.1875,9.791666666666666,0.4406779661016949,7.0,1.0,2.0,4.0,15.0,2.0,7.0,5.0,22.0,8.0,22.0,2.0,,,,,,1.0,1.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,10.0,5.0,4.0,5.0,1.0,,1.0,,22.0,1.0,0.26666666666666666,0.2857142857142857,0.4166666666666667,0.2222222222222222,0.6363636363636364,0.42391304347826086,0.35,0.5666666666666667,0.6470588235294118,0.5,0.125,,0.058823529411764705,,0.14285714285714285,,0.038461538461538464,0.09090909090909091,,0.16666666666666666,0.04,0.7,0.7,0.42857142857142855,0.2857142857142857,0.36363636363636365,,0.3333333333333333,1.0,0.4583333333333333,4.0,,1.0,,,1.0,3.0,9.0,3.0,3.0,10.0,1.0,1.0,4.0,6.0,3.0,9.0,3.0,,,,0.6666666666666666,0.3,0.25,0.3,0.21739130434782608,0.3333333333333333,0.3333333333333333,0.25,0.021739130434782608,,,,0.1956521739130435,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.06666666666666667,,0.2,0.3333333333333333,24.950000000000003,,1.0,1.0,1.0,,,,0.1,1.0,0.3333333333333333,1.0,2.0,,,,1.0,2.0,1.0,1.0,,,True,,,,,,,,,,,
1715,1610612758,Jason Williams,Jason Williams,1715,SAC,1642.0,27,-24,55,58,33.0,24.0,5,113,,,,1.0,2.0,3,,2.0,70,1.0,,2.0,3.0,,3.0,3.0,3.0,6.0,,3.0,3.0,,3.0,,,,,,,,33.0,0.25,1.0,,,,12.307692307692307,0.13636363636363635,,0.10344827586206896,,,,0.2,,,0.25,0.5,,,0.25,0.40273749999999997,0.3545,0.40273749999999997,,,1.0,15.200000000000001,0.6,,,,,1.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,4.0,,2.0,2.0,,,,,2.0,,,,0.3333333333333333,1.0,0.3333333333333333,0.25,1.0,0.25,0.25,0.5,,,,,,,0.1,0.14285714285714285,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,0.25,0.5,0.5,,,,,,0.25,,,,,,,0.25,,26.7,,,,,,,,,,,,,,,,,1.0,,,1.0,,True,,,,,,,,,,,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,204.0,3,-1,6,7,,,2,13,,,,1.0,,1,,,5,,,,,,,,,,1.0,,,2.0,2.0,,,,1.0,,1.0,1.0,,,,,,,22.22222222222222,,0.25,,0.4,0.5,,,1.0,,1.0,,,,,0.3993,,,,,,5.6,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
185,1610612758,Chris Webber,Chris Webber,185,SAC,6961.0,116,27,221,219,75.0,73.0,40,440,27.0,6.0,7.0,30.0,25.0,82,14.0,74.0,204,15.0,7.0,19.0,17.0,1.0,7.0,10.0,4.0,23.0,11.0,18.0,27.0,14.0,41.0,20.0,9.0,2.0,3.0,3.0,3.0,3.0,75.0,0.4065934065934066,0.5,0.012195121951219513,0.037037037037037035,,36.02941176470588,0.2,0.10784313725490197,0.2,0.10743801652892562,0.13157894736842105,0.02631578947368421,0.2222222222222222,1.0,0.32926829268292684,0.36585365853658536,0.3048780487804878,0.4,0.4117647058823529,0.32926829268292684,0.436129268292683,0.4602538461538461,0.4567941176470588,0.10112359550561797,0.10112359550561797,0.25675675675675674,8.370731707317074,0.3393665158371041,15.0,4.0,5.0,6.0,30.0,6.0,8.0,7.0,23.0,22.0,38.0,8.0,3.0,2.0,1.0,2.0,1.0,4.0,5.0,3.0,2.0,1.0,5.0,2.0,2.0,3.0,7.0,1.0,4.0,8.0,1.0,1.0,2.0,,23.0,2.0,0.36666666666666664,0.4230769230769231,0.36585365853658536,0.4,0.47058823529411764,0.36585365853658536,0.4,0.47058823529411764,0.5476190476190477,0.7142857142857143,0.38461538461538464,0.14285714285714285,0.2,0.10526315789473684,0.19230769230769232,0.09090909090909091,0.12903225806451613,0.25,0.2,0.2,0.06,0.5555555555555556,0.5769230769230769,0.3333333333333333,0.2,0.2,0.16666666666666666,0.6666666666666666,0.7142857142857143,0.3108108108108108,9.0,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,0.36,0.36,0.5555555555555556,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,1.0,0.25,True,,,,,,,,,,,
