EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,Technical Free Throw Trips,DefLongMidRangeReboundPct,Corner3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,LongMidRangeAssists,FTDefRebounds,BadPassTurnovers,2pt And 1 Free Throw Trips,DefFTReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,LongMidRangePctBlocked,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,LostBallSteals,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted3s,Assisted3sPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,ShortMidRangePctBlocked,ThreePtAssists,Corner3Assists,on,Loose Ball Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3Assists,BadPassOutOfBoundsTurnovers,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceAtRimPctAssisted,Arc3PctAssisted,HeaveAttempts,OffArc3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1051,1610612750,Dean Garrett,Dean Garrett,1051,MIN,242.0,4,1.0,6,6,4.0,4,12,5,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
111,1610612750,LaPhonso Ellis,LaPhonso Ellis,111,MIN,4569.0,76,-15.0,137,136,48.0,60,273,131,4.0,7.0,14.0,48.0,0.07547169811320754,0.1044776119402985,0.09090909090909091,0.35036496350364965,21.0,3.0,6.0,2.0,4.0,1.0,6.0,5.0,10.0,1.0,1.0,9.0,22.0,1.0,6.0,24.0,2.0,4.0,2.0,6.0,1.0,3.0,1.0,2.0,4.0,14.0,4.0,2.0,1.0,1.0,1.0,6.0,3.0,7.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,1.0,1.0,4.0,13.0,1.0,8.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,0.7777777777777778,0.875,0.4090909090909091,0.5,0.3333333333333333,0.391304347826087,0.5,0.25,0.4444444444444444,0.5,0.4,0.043478260869565216,0.045454545454545456,0.16666666666666666,20.253164556962023,0.2,0.09375,0.21428571428571427,0.1,0.0945945945945946,0.1,0.11538461538461539,0.07142857142857142,0.2,0.14285714285714285,0.18181818181818182,0.3333333333333333,0.08333333333333333,0.6666666666666666,0.2608695652173913,0.5,0.6,0.3333333333333333,0.2608695652173913,0.16666666666666666,0.16666666666666666,1.0,0.43478260869565216,0.5,0.5,1.0,0.043478260869565216,1.0,0.5,0.25,0.30434782608695654,0.45072608695652167,0.548925,0.402675,0.11538461538461539,0.12,0.25,0.16666666666666666,10.868181818181817,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,1454.0,24,-11.0,42,42,7.0,14,84,43,4.0,4.0,5.0,7.0,0.2,0.17391304347826086,0.5,0.16666666666666666,8.0,,,,,,2.0,1.0,3.0,,,1.0,5.0,1.0,1.0,3.0,,,,,,,,,,,2.0,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,3.0,,1.0,,,,,,,,,,,,,0.2,,,0.16666666666666666,,,0.16666666666666666,,,0.16666666666666666,,,14.0,1.0,0.047619047619047616,,,0.041666666666666664,,,0.125,,0.14285714285714285,,,0.2,,,,,,0.3333333333333333,,,,0.5,0.3333333333333333,0.3333333333333333,,,,,,0.16666666666666666,0.41619999999999996,,,,,,,14.8,24.5,1.0,2.0,2.0,1.0,1.0,4.0,1.0,0.18181818181818182,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1732,1610612750,Felipe Lopez,Felipe Lopez,1732,MIN,2167.0,36,-13.0,60,64,15.0,20,124,67,4.0,5.0,6.0,15.0,0.16,0.14285714285714285,0.42857142857142855,0.25,11.0,2.0,5.0,,1.0,3.0,5.0,1.0,3.0,,,6.0,13.0,2.0,1.0,13.0,,1.0,,,2.0,5.0,1.0,1.0,5.0,10.0,2.0,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,2.0,,,2.0,5.0,,1.0,1.0,,,,,,,,5.0,,0.8333333333333334,0.8333333333333334,0.46153846153846156,,0.4,0.4,,0.3333333333333333,0.43333333333333335,,0.4166666666666667,0.13333333333333333,,,23.61111111111111,1.0,0.03333333333333333,,,0.030303030303030304,,,0.07692307692307693,,0.09090909090909091,,,,,0.3333333333333333,0.4,0.4,0.5,0.3333333333333333,0.6,0.6,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,,1.0,,,0.4666666666666667,0.4731666666666667,0.4424,0.530775,0.06666666666666667,0.07692307692307693,,0.38461538461538464,7.569230769230769,22.5,2.0,3.0,3.0,,,6.0,,,0.13333333333333333,2.0,4.0,1.0,3.0,1.0,2.0,1.0,0.25,0.6666666666666666,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,2649.0,44,-6.0,85,84,40.0,39,169,84,2.0,6.0,7.0,40.0,0.07407407407407407,0.1388888888888889,,0.47058823529411764,13.0,2.0,3.0,1.0,1.0,4.0,6.0,1.0,4.0,,,7.0,13.0,,10.0,24.0,1.0,1.0,2.0,4.0,3.0,5.0,,7.0,13.0,6.0,8.0,2.0,,2.0,,1.0,3.0,1.0,,2.0,2.0,1.0,3.0,1.0,2.0,4.0,,1.0,3.0,4.0,1.0,13.0,3.0,4.0,1.0,1.0,,1.0,,,13.0,,0.42857142857142855,0.5,0.5384615384615384,1.0,0.6,0.5384615384615384,1.0,0.6,0.631578947368421,1.0,0.65,,0.15384615384615385,0.3333333333333333,23.711340206185568,0.25,0.030303030303030304,0.3333333333333333,,0.024390243902439025,0.2,,,,,0.42857142857142855,,,,0.23076923076923078,0.6666666666666666,1.0,,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.5,0.3076923076923077,0.25,0.3333333333333333,1.0,,1.0,1.0,,0.23076923076923078,0.4538846153846154,0.5824,0.40065999999999996,0.2,0.2,0.16666666666666666,0.5416666666666666,10.123076923076923,,,2.0,2.0,,1.0,4.0,,0.18181818181818182,,1.0,1.0,,1.0,1.0,,1.0,0.14285714285714285,0.2,1.0,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
210,1610612750,Terrell Brandon,Terrell Brandon,210,MIN,2650.0,44,-11.0,82,81,39.0,38,163,81,5.0,6.0,6.0,39.0,0.19230769230769232,0.17647058823529413,0.16666666666666666,0.47560975609756095,11.0,,,,,,2.0,1.0,6.0,1.0,1.0,1.0,8.0,1.0,1.0,6.0,,,1.0,1.0,1.0,4.0,1.0,1.0,6.0,,2.0,,1.0,,,,1.0,,,2.0,1.0,,2.0,,,2.0,,2.0,,4.0,1.0,1.0,,,1.0,,,1.0,1.0,,6.0,2.0,,,0.125,,0.25,0.2777777777777778,,0.5,0.2777777777777778,,0.5,0.1111111111111111,,,11.827956989247312,,,0.125,,,,,,,0.23076923076923078,0.16666666666666666,,,1.0,,,,,0.2222222222222222,,,,0.6666666666666666,0.16666666666666666,0.16666666666666666,,0.1111111111111111,,,0.2,0.1111111111111111,0.3833888888888889,,0.38878,,,0.16666666666666666,1.0,16.7125,25.6,,8.0,8.0,,5.0,16.0,1.0,0.14285714285714285,,,,,3.0,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
417,1610612750,Sam Mitchell,Sam Mitchell,417,MIN,1920.0,32,-9.0,52,52,8.0,21,104,47,3.0,4.0,4.0,8.0,0.11538461538461539,0.0967741935483871,,0.15384615384615385,8.0,,,,,,,1.0,6.0,,,1.0,6.0,,2.0,4.0,,,,,,,,2.0,2.0,2.0,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,1.0,4.0,,2.0,1.0,,,,,,,,2.0,,1.0,1.0,0.16666666666666666,,,0.16666666666666666,,,0.2857142857142857,,1.0,,0.16666666666666666,,13.114754098360656,,,,,,,,,,0.2222222222222222,,,,,,,,,,,,,1.0,0.16666666666666666,0.2,1.0,,,,,,0.3789666666666667,,,0.14285714285714285,0.14285714285714285,,0.5,18.466666666666665,,,2.0,2.0,1.0,,4.0,,0.1,,,,,1.0,1.0,,,0.25,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1895,1610612750,William Avery,William Avery,1895,MIN,465.0,8,7.0,13,13,2.0,8,26,7,1.0,1.0,1.0,2.0,0.14285714285714285,0.1,,0.15384615384615385,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,2.0,3.0,,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,,,20.0,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,0.4691666666666667,,,,,,,9.433333333333334,,,1.0,1.0,1.0,,2.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,2402.0,40,-2.0,77,72,33.0,40,149,64,1.0,2.0,2.0,33.0,0.03571428571428571,0.05128205128205128,,0.42857142857142855,10.0,,2.0,,,1.0,4.0,,1.0,3.0,1.0,1.0,7.0,6.0,,5.0,,,,,1.0,3.0,4.0,,5.0,,2.0,,3.0,,,,1.0,,,3.0,3.0,1.0,1.0,,,2.0,,1.0,,2.0,,,,,1.0,,1.0,1.0,,,5.0,,,,0.14285714285714285,,0.3333333333333333,0.19230769230769232,,0.35714285714285715,0.19230769230769232,,0.35714285714285715,0.46153846153846156,,,17.441860465116278,0.5,,0.09090909090909091,,,,,,,0.1,,0.5,,,0.15384615384615385,,,,0.3076923076923077,0.25,0.25,,0.07692307692307693,,,,0.23076923076923078,,,0.14285714285714285,0.6153846153846154,0.5219346153846154,0.69105,0.5079642857142856,,,,1.0,8.314285714285715,23.933333333333334,3.0,2.0,2.0,,1.0,4.0,,,0.23076923076923078,,1.0,3.0,1.0,,1.0,,,0.14285714285714285,,0.42857142857142855,,,,1.0,1.0,,,,1.0,,0.16666666666666666,0.25,0.16666666666666666,,,,,1.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,True,,,,,,,,,,,,,,,,,,,,
1073,1610612750,Reggie Slater,Reggie Slater,1073,MIN,661.0,11,2.0,18,18,3.0,8,36,19,1.0,2.0,5.0,3.0,0.1,0.09090909090909091,,0.16666666666666666,4.0,1.0,4.0,1.0,3.0,2.0,4.0,,,,,3.0,8.0,,,6.0,1.0,3.0,,2.0,,1.0,,,,4.0,2.0,2.0,,1.0,,3.0,,3.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.6666666666666666,1.0,0.375,0.3333333333333333,,0.375,0.3333333333333333,,0.375,0.3333333333333333,,,0.125,,36.36363636363637,,0.3333333333333333,,,0.3333333333333333,0.5,0.25,0.3333333333333333,,,,,0.3333333333333333,,0.5,0.25,0.25,,0.5,0.5,0.6666666666666666,1.0,,,,,,1.0,0.3333333333333333,,0.5,0.44205000000000005,0.49946666666666667,0.4434,,,0.3333333333333333,,3.7,,,,,,,,,0.16666666666666666,,,1.0,,,1.0,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,True,,,,,,,,,,,,,,,,,,,,
