EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3A,PtsAssisted3s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,Arc3FGA,PtsPutbacks,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,Corner3Assists,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Arc3Frequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,ShortMidRangePctBlocked,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,OffThreePtRebounds,3SecondViolations,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,OffCorner3ReboundPct,on,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1051,1610612750,Dean Garrett,Dean Garrett,1051,MIN,2256.0,38,-9.0,66,68,11.0,20,10.0,134,1.0,3.0,1.0,1.0,4.0,3.0,5.0,4.0,12.0,5.0,13.0,75,1.0,3.0,1.0,3.0,2.0,3.0,3.0,6.0,2.0,2.0,2.0,6.0,6.0,2.0,8.0,1.0,1.0,4.0,6.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.43333333333333335,0.375,0.375,0.16666666666666666,0.6666666666666666,18.987341772151897,0.2608695652173913,0.0625,0.2,0.05128205128205128,0.16666666666666666,0.05263157894736842,0.5,0.3333333333333333,0.2,1.0,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,0.4166666666666667,0.6,0.6,0.6666666666666666,0.3333333333333333,0.5,0.25,0.43388333333333334,0.3699333333333333,0.5427,0.14285714285714285,0.14285714285714285,0.23076923076923078,0.23076923076923078,10.116666666666667,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1732,1610612750,Felipe Lopez,Felipe Lopez,1732,MIN,2218.0,37,-6.0,68,67,22.0,38,12.0,135,1.0,6.0,3.0,3.0,3.0,,1.0,3.0,10.0,1.0,10.0,65,,4.0,,3.0,3.0,,2.0,4.0,2.0,1.0,4.0,5.0,5.0,4.0,9.0,4.0,1.0,1.0,3.0,,2.0,1.0,,,,,,2.0,22.0,0.6666666666666666,0.6666666666666666,0.3,,0.32142857142857145,0.3,0.3333333333333333,0.3,0.2,0.1,0.16666666666666666,20.0,0.16129032258064516,0.11764705882352941,0.15151515151515152,0.1,0.2222222222222222,0.13333333333333333,0.1111111111111111,0.2,0.16666666666666666,,0.42857142857142855,0.16666666666666666,0.2,,0.21428571428571427,0.07142857142857142,,,,0.6,0.6,0.7142857142857143,0.5273857142857142,0.5413250000000001,0.55252,0.06666666666666667,0.09090909090909091,0.3,0.2,4.6899999999999995,0.3235294117647059,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,0.25,1.0,0.25,0.3333333333333333,0.2,0.2857142857142857,1.0,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.25,0.25,1.0,0.2,1.0,1.0,0.3333333333333333,0.4,22.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,8048.0,134,-18.0,249,251,70.0,111,36.0,500,4.0,7.0,3.0,3.0,7.0,7.0,18.0,14.0,32.0,17.0,45.0,261,3.0,6.0,4.0,10.0,10.0,11.0,19.0,18.0,10.0,3.0,4.0,6.0,11.0,4.0,15.0,5.0,3.0,4.0,6.0,,22.0,4.0,8.0,2.0,,3.0,2.0,19.0,70.0,0.6428571428571429,0.6923076923076923,0.4375,0.5,0.42424242424242425,0.5,0.5232558139534884,0.625,0.5277777777777778,0.09375,0.2857142857142857,19.16376306620209,0.06593406593406594,0.03571428571428571,0.07964601769911504,0.03007518796992481,0.058823529411764705,0.017857142857142856,,,0.125,0.6666666666666666,0.21212121212121213,0.5714285714285714,0.8,0.5,0.21212121212121213,0.5454545454545454,0.3888888888888889,0.4117647058823529,0.7142857142857143,0.5,0.3,0.24242424242424243,0.44715757575757575,0.47138,0.44643,0.11428571428571428,0.11764705882352941,0.2222222222222222,0.4222222222222222,12.668750000000001,0.28112449799196787,2.0,3.0,,,,,,,1.0,,,4.0,,,7.0,10.0,,2.0,5.0,23.0,2.0,6.0,2.0,12.0,,,,,0.4,0.4,0.030303030303030304,0.5,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,,,,0.6666666666666666,,24.8,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,6.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,0.2222222222222222,0.13636363636363635,0.05128205128205128,0.21428571428571427,0.0625,0.030303030303030304,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
210,1610612750,Terrell Brandon,Terrell Brandon,210,MIN,8512.0,142,-22.0,266,263,70.0,114,39.0,529,7.0,9.0,,2.0,10.0,14.0,33.0,23.0,52.0,3.0,61.0,276,2.0,4.0,1.0,5.0,8.0,3.0,14.0,16.0,30.0,1.0,2.0,11.0,13.0,2.0,15.0,4.0,2.0,4.0,10.0,,3.0,,1.0,2.0,,2.0,1.0,14.0,70.0,0.34782608695652173,0.34782608695652173,0.4423076923076923,0.5,0.47540983606557374,0.5,0.4838709677419355,0.5,0.5909090909090909,0.019230769230769232,,22.80130293159609,0.11702127659574468,0.015748031496062992,0.11206896551724138,0.0136986301369863,,,0.07142857142857142,0.13043478260869565,0.13953488372093023,0.5,0.14754098360655737,0.7777777777777778,0.7777777777777778,0.2857142857142857,0.16393442622950818,0.5409836065573771,0.42424242424242425,0.42424242424242425,0.35714285714285715,,0.2,0.29508196721311475,0.4679360655737704,0.40070000000000006,0.46546000000000004,,,0.08196721311475409,0.22950819672131148,13.584615384615384,0.2631578947368421,1.0,2.0,1.0,3.0,,,,4.0,9.0,,,4.0,2.0,6.0,20.0,21.0,4.0,7.0,9.0,43.0,2.0,5.0,4.0,8.0,0.5,0.4444444444444444,,0.4444444444444444,0.5,0.55,0.14754098360655737,0.625,0.2,0.2222222222222222,0.5,0.04918032786885246,0.3333333333333333,0.3333333333333333,1.0,,,,0.5,,24.633333333333333,,6.0,,6.0,1.0,1.0,,2.0,,1.0,,3.0,1.0,1.0,,1.0,6.0,1.0,,,,1.0,1.0,,,,0.09090909090909091,0.05128205128205128,0.06666666666666667,0.030303030303030304,0.09836065573770492,,,3.0,1.0,2.0,1.0,6.0,3.0,1.0,2.0,0.5,0.1,0.14285714285714285,0.5,0.5,0.3333333333333333,0.2,0.5,0.5,,,,,,,,,,,True,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,9850.0,164,-30.0,302,300,77.0,131,44.0,602,6.0,11.0,3.0,,21.0,10.0,23.0,27.0,55.0,30.0,84.0,307,3.0,7.0,4.0,10.0,10.0,13.0,27.0,30.0,24.0,3.0,9.0,24.0,38.0,10.0,48.0,4.0,2.0,4.0,13.0,,36.0,15.0,4.0,6.0,2.0,6.0,4.0,27.0,77.0,0.5555555555555556,0.6,0.4909090909090909,0.42857142857142855,0.46551724137931033,0.42857142857142855,0.56,0.5,0.7105263157894737,0.05454545454545454,0.18181818181818182,23.275862068965516,0.20869565217391303,0.06293706293706294,0.22695035460992907,0.059880239520958084,0.07692307692307693,0.0684931506849315,0.14705882352941177,0.32142857142857145,0.18867924528301888,0.6666666666666666,0.1896551724137931,0.5454545454545454,0.6666666666666666,0.3333333333333333,0.3620689655172414,0.39655172413793105,0.43478260869565216,0.43478260869565216,0.7,0.42857142857142855,,0.2413793103448276,0.4299140350877193,0.4662,0.4029416666666667,0.2112676056338028,0.22058823529411764,0.11904761904761904,0.32142857142857145,11.03090909090909,0.25496688741721857,,11.0,,1.0,,,1.0,,3.0,,,7.0,3.0,,12.0,17.0,3.0,3.0,6.0,39.0,2.0,2.0,2.0,6.0,,,,,0.7,0.5384615384615384,0.05172413793103448,0.3333333333333333,0.5238095238095238,0.55,0.5454545454545454,0.017241379310344827,,,,,,,,0.07692307692307693,38.833333333333336,2.0,2.0,4.0,1.0,5.0,,5.0,8.0,6.0,,,4.0,,,,1.0,,1.0,2.0,,,4.0,,,,0.5,0.3076923076923077,0.045454545454545456,0.3888888888888889,,0.034482758620689655,0.6666666666666666,,,,2.0,,,,,6.0,,0.047619047619047616,0.125,,,,0.15384615384615385,,,1.0,1.0,2.0,0.041666666666666664,0.08333333333333333,,,,,,True,,,
417,1610612750,Sam Mitchell,Sam Mitchell,417,MIN,1894.0,32,-16.0,58,54,11.0,25,10.0,112,,,,,1.0,2.0,8.0,2.0,9.0,,4.0,54,,,,,,,,4.0,,1.0,1.0,3.0,4.0,1.0,5.0,1.0,,1.0,4.0,,,,,,,,,,11.0,1.0,1.0,0.2222222222222222,,0.2,,0.2,,,0.1111111111111111,,16.417910447761194,0.125,0.029411764705882353,0.10714285714285714,0.02702702702702703,,0.05555555555555555,0.2727272727272727,,,,,,,,0.1,0.8,0.25,0.2857142857142857,1.0,,,0.1,0.36924444444444443,,,,,,,17.522222222222226,0.1896551724137931,,,,,,,,,1.0,,,,1.0,,2.0,2.0,2.0,,,4.0,1.0,,,1.0,,,,,,,0.1,,,,,,,,,,,,,,40.7,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,0.125,0.3333333333333333,,,,,0.1,,,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,True,,,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,7632.0,127,-24.0,234,233,55.0,93,32.0,467,,6.0,,1.0,9.0,5.0,19.0,7.0,34.0,,32.0,242,2.0,4.0,,4.0,7.0,,10.0,10.0,4.0,2.0,3.0,8.0,9.0,3.0,12.0,6.0,3.0,2.0,9.0,1.0,,,,,,,,10.0,55.0,0.7142857142857143,0.7142857142857143,0.20588235294117646,0.5,0.32,0.4,0.32,0.4,0.38461538461538464,0.058823529411764705,0.16666666666666666,20.8955223880597,0.09523809523809523,0.027522935779816515,0.07407407407407407,0.023622047244094488,0.058823529411764705,0.034482758620689655,0.08,0.16666666666666666,0.07317073170731707,,0.12,,,,0.18,0.38,0.2631578947368421,0.2631578947368421,0.8,,0.07692307692307693,0.44,0.477255,0.43645000000000006,0.4654461538461539,,,0.125,0.3125,12.908823529411764,0.23504273504273504,,2.0,5.0,10.0,,,5.0,6.0,16.0,,1.0,2.0,6.0,18.0,6.0,6.0,1.0,1.0,4.0,12.0,3.0,3.0,2.0,6.0,1.0,0.375,,0.375,0.2857142857142857,0.38461538461538464,0.32,0.5,0.2222222222222222,0.25,0.5,0.2,0.5,0.5,1.0,,,,,0.38461538461538464,23.787499999999994,,6.0,,6.0,,,,,1.0,1.0,2.0,3.0,1.0,1.0,,,1.0,,,,,,,1.0,,0.09090909090909091,,,,0.029411764705882353,0.12,,,1.0,,1.0,2.0,,1.0,,,0.3333333333333333,0.1111111111111111,,0.16666666666666666,0.16666666666666666,1.0,0.07692307692307693,,0.16666666666666666,,,,,,2.0,1.0,0.2,0.4,,True,,,
1073,1610612750,Reggie Slater,Reggie Slater,1073,MIN,2273.0,38,9.0,67,68,13.0,47,11.0,135,2.0,4.0,,1.0,2.0,,1.0,3.0,7.0,1.0,7.0,63,,1.0,,,2.0,,,4.0,2.0,1.0,1.0,5.0,5.0,2.0,7.0,2.0,,7.0,14.0,1.0,2.0,1.0,,1.0,,2.0,2.0,,13.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.42857142857142855,,0.4375,,,0.14285714285714285,,14.102564102564102,0.1724137931034483,0.03571428571428571,0.14285714285714285,0.0625,,,0.25,0.1111111111111111,0.16666666666666666,1.0,0.5714285714285714,0.5,0.5,1.0,0.2857142857142857,0.14285714285714285,,,,,0.5,0.5714285714285714,0.45759999999999995,0.4256,0.4091,0.125,0.125,,,4.385714285714286,0.19402985074626866,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,2.0,,1.0,1.0,1.0,,,,,,0.14285714285714285,,,,,,,,,,,,,2.0,,0.5,,,,,,,,,1.0,,0.25,,,,,,0.5,True,,,
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,955.0,16,-11.0,26,25,7.0,10,3.0,51,,,,,,,,,,1.0,1.0,26,,,,,,,,,,,,3.0,3.0,,3.0,,,,4.0,,1.0,,,,,,,,7.0,,,,,,,,,,,,6.8965517241379315,0.1875,,0.16666666666666666,,,,0.16666666666666666,1.0,0.1111111111111111,,,,,,,,,,,,,1.0,0.5022,,,,,,,,0.2692307692307692,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,24.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,
1895,1610612750,William Avery,William Avery,1895,MIN,383.0,6,3.0,10,12,,7,2.0,22,,,,,1.0,,,,1.0,,,5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,8.333333333333334,,,,,,,,,,1.0,,,,,1.0,,,,,,,,0.3882,,,,,,,8.1,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
