EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,Fouls,Loose Ball Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFtPoints,LostBallTurnovers,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,DefAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,OffThreePtRebounds,LostBallSteals,Offensive Fouls,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,FTOffRebounds,OffFTReboundPct,DefCorner3ReboundPct,Technical Free Throw Trips,SelfOReb,SecondChanceTurnovers,SelfORebPct,BlockedShortMidRange,AtRimPctBlocked,Travels,on,Corner3Assists,LostBallOutOfBoundsTurnovers,HeaveAttempts,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,Corner3PctAssisted,SecondChanceCorner3PctAssisted,3SecondViolations,SecondChanceAtRimPctAssisted,DefensiveGoaltends,OffCorner3ReboundPct,SecondChanceArc3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,1497.0,25,6,55,48,48,37,5,103,1.0,1.0,1.0,3.0,1.0,4.0,7.0,9.0,45,3.0,6.0,6.0,2.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,11.0,1.0,1,1,2.0,1.0,2.0,1.0,3.0,3.0,7.0,1.0,3.0,1.0,6.0,48,0.25,0.25,0.6428571428571429,0.5,0.25,0.3333333333333333,16.666666666666668,0.6666666666666666,0.07692307692307693,0.047619047619047616,0.14285714285714285,0.25,0.75,0.3333333333333333,0.5,0.3333333333333333,0.25,0.413925,0.428,0.5,0.5,0.6666666666666666,5.25,0.8727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1908,1610612755,Jumaine Jones,Jumaine Jones,1908,PHI,1845.0,31,15,66,58,46,29,11,124,5.0,1.0,,1.0,5.0,9.0,2.0,12.0,52,4.0,2.0,4.0,8.0,1.0,,,,,,,,1.0,3,7,1.0,,1.0,,1.0,,4.0,,1.0,1.0,4.0,46,0.5555555555555556,0.5555555555555556,0.5454545454545454,0.4,0.1111111111111111,1.0,15.584415584415584,1.0,0.05555555555555555,0.07692307692307693,0.14285714285714285,0.5555555555555556,0.1111111111111111,,,0.25,0.5555555555555556,0.4648333333333334,0.4754999999999999,0.1,0.1,0.3333333333333333,7.122222222222222,0.696969696969697,5.0,3.0,3.0,1.0,3.0,3.0,3.0,6.0,1.0,2.0,6.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,0.2,0.5,1.0,0.25,1.0,0.25,1.0,0.5,0.16,0.125,0.13793103448275862,0.3333333333333333,0.1111111111111111,0.15384615384615385,0.16666666666666666,1.0,1.0,0.2,0.3333333333333333,1.0,1.0,1.0,0.47303333333333336,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1928,1610612755,Todd MacCulloch,Todd MacCulloch,1928,PHI,1669.0,28,6,55,55,43,30,10,110,5.0,4.0,2.0,4.0,7.0,9.0,3.0,17.0,49,8.0,3.0,15.0,6.0,1.0,1.0,,1.0,,1.0,,2.0,4.0,4,9,2.0,,1.0,,2.0,2.0,4.0,,2.0,,15.0,43,0.7777777777777778,0.7777777777777778,0.7727272727272727,0.75,0.1111111111111111,0.25,20.0,1.0,0.3076923076923077,0.19047619047619047,,0.5555555555555556,0.4444444444444444,0.5,0.6666666666666666,0.5,0.5555555555555556,0.5052,0.49805,0.18181818181818182,0.18181818181818182,0.8823529411764706,3.1333333333333333,0.7818181818181819,5.0,3.0,3.0,4.0,,3.0,3.0,7.0,6.0,8.0,4.0,5.0,,,5.0,,,4.0,2.0,0.5714285714285714,0.8,1.0,0.75,1.0,0.75,0.875,,0.21739130434782608,,0.2,0.4,0.25,0.1,,1.0,1.0,0.4,,1.0,1.0,1.0,0.5948666666666668,0.4117647058823529,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1934,1610612755,Rodney Buford,Rodney Buford,1934,PHI,4229.0,70,21,142,131,92,59,25,273,3.0,2.0,2.0,3.0,5.0,18.0,2.0,21.0,121,15.0,,17.0,4.0,,3.0,,3.0,,,,6.0,5.0,7,12,1.0,,1.0,3.0,4.0,2.0,2.0,,1.0,,17.0,92,0.2777777777777778,0.3958333333333333,0.42,0.425,,,17.159763313609467,0.25,0.10416666666666667,0.11290322580645161,0.15,0.125,0.125,0.6666666666666666,0.6666666666666666,0.1,0.375,0.43048333333333333,0.4179375,0.04,0.05263157894736842,0.8095238095238095,12.394444444444444,0.647887323943662,1.0,,1.0,1.0,12.0,2.0,4.0,7.0,4.0,6.0,2.0,4.0,2.0,,5.0,4.0,2.0,15.0,,0.6,0.75,0.5,0.26666666666666666,0.5,0.425,0.5,,0.07017543859649122,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.13333333333333333,0.03571428571428571,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.5,0.14285714285714285,,0.5,0.46812500000000007,0.3333333333333333,,,5.0,1.0,1.0,1.0,2.0,0.09090909090909091,0.058823529411764705,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,3.0,6.0,1.0,3.0,3.0,5.0,6.0,3.0,5.0,2.0,3.0,1.0,2.0,3.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.6,0.5,0.25,0.07692307692307693,0.1,1.0,0.16666666666666666,0.16666666666666666,1.0,0.041666666666666664,1.0,1.0,0.20833333333333334,0.4,0.4,1.0,0.14285714285714285,1.0,0.2857142857142857,0.05,1.0,0.2,0.5,0.4,25.03333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1952,1610612755,Raja Bell,Raja Bell,1952,PHI,919.0,15,13,33,33,30,25,4,66,1.0,1.0,,,2.0,2.0,1.0,5.0,26,2.0,1.0,5.0,4.0,,1.0,,1.0,,1.0,,2.0,,1,2,,,,,,,1.0,1.0,1.0,,5.0,30,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,,,8.108108108108109,,,0.07142857142857142,,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,0.4476833333333334,0.4476833333333334,0.3333333333333333,0.5,1.0,9.2,0.9090909090909091,1.0,,,1.0,1.0,,,,2.0,,,,1.0,,1.0,,,1.0,,,,,1.0,,0.6666666666666666,,,,0.16666666666666666,,,,,,1.0,1.0,,0.3333333333333333,,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,1.0,1.0,,0.3333333333333333,,,,,,,,,,0.3333333333333333,,,,,23.9,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,1389.0,23,5,52,40,23,9,8,92,3.0,2.0,1.0,3.0,5.0,9.0,5.0,15.0,43,5.0,2.0,8.0,4.0,,4.0,,4.0,,2.0,1.0,8.0,3.0,3,4,1.0,1.0,,1.0,2.0,,5.0,,2.0,,8.0,23,0.5555555555555556,0.4166666666666667,0.5,0.4444444444444444,,,26.229508196721312,0.5,0.21428571428571427,0.16666666666666666,0.2,0.25,0.25,0.3333333333333333,0.3333333333333333,0.25,0.5,0.39518749999999997,0.37349374999999996,0.14285714285714285,0.18181818181818182,0.5333333333333333,11.2,0.4423076923076923,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,6.0,2.0,1.0,,,1.0,1.0,1.0,,,0.6,0.75,1.0,0.6,1.0,0.375,1.0,,0.045454545454545456,,0.04,0.125,,,,0.6666666666666666,0.6666666666666666,0.5,0.25,1.0,1.0,0.5,0.6024,0.13333333333333333,,1.0,,,,,,,0.2857142857142857,1.0,2.0,,1.0,,,,1.0,,2.0,,,2.0,,3.0,,,,3.0,,,2.0,,1.0,,,,,,,,,,0.25,,,,0.6666666666666666,0.6666666666666666,0.5,0.08333333333333333,,,0.16666666666666666,,,,,,,0.125,,0.25,,,26.73333333333333,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
248,1610612755,George Lynch,George Lynch,248,PHI,309.0,5,-7,10,9,10,9,1,19,,,,,,,,,11,,,,,,,,,,,,,,1,2,,,,,,,,,,,,10,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,0.16666666666666666,1.0,0.14285714285714285,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,2167.0,36,19,71,64,48,21,15,135,1.0,1.0,3.0,5.0,5.0,9.0,2.0,12.0,51,4.0,2.0,4.0,4.0,,2.0,,2.0,,,2.0,4.0,3.0,5,7,2.0,,1.0,,2.0,1.0,2.0,,1.0,,4.0,48,0.5555555555555556,0.5555555555555556,0.6,0.4,,,13.793103448275863,1.0,0.10714285714285714,0.14705882352941177,,0.1111111111111111,0.5555555555555556,0.6,0.6,0.25,0.1111111111111111,0.38816666666666666,0.387125,0.1,0.1,0.3333333333333333,10.444444444444445,0.676056338028169,,,,,3.0,1.0,1.0,2.0,1.0,6.0,,2.0,2.0,,2.0,1.0,,1.0,,0.6,0.6,1.0,0.25,1.0,0.25,1.0,,0.0625,0.3333333333333333,0.047619047619047616,,0.1111111111111111,0.06666666666666667,0.3333333333333333,,,,0.3333333333333333,,,,0.3729,0.16666666666666666,,1.0,1.0,,,,,0.2857142857142857,0.125,0.6666666666666666,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.25,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
87,1610612755,Dikembe Mutombo,Dikembe Mutombo,87,PHI,2356.0,39,11,72,72,39,28,16,144,3.0,1.0,2.0,4.0,5.0,7.0,4.0,14.0,67,3.0,4.0,8.0,4.0,1.0,,,,,,,,9.0,13,16,,,,,,,4.0,,2.0,,8.0,39,0.7142857142857143,0.7142857142857143,0.7777777777777778,0.8,0.14285714285714285,0.25,10.112359550561798,,0.2727272727272727,0.3157894736842105,0.15384615384615385,0.42857142857142855,0.5714285714285714,0.5,0.6666666666666666,0.3333333333333333,0.42857142857142855,0.46559999999999996,0.43896666666666667,0.2222222222222222,0.2222222222222222,0.5714285714285714,3.685714285714286,0.5416666666666666,3.0,1.0,1.0,1.0,,2.0,2.0,4.0,2.0,6.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,,0.6,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,0.06451612903225806,0.6,0.07894736842105263,0.1111111111111111,,0.07142857142857142,0.6,1.0,1.0,0.6666666666666666,,0.5,1.0,1.0,0.515,0.2857142857142857,,,2.0,5.0,4.0,5.0,,0.2222222222222222,0.45454545454545453,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,,,,,,0.14285714285714285,0.16666666666666666,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,2662.0,44,10,88,79,45,24,18,167,8.0,2.0,3.0,5.0,8.0,28.0,2.0,27.0,77,10.0,1.0,13.0,16.0,3.0,5.0,1.0,6.0,1.0,1.0,2.0,13.0,1.0,2,2,2.0,,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,13.0,45,0.2857142857142857,0.32051282051282054,0.3375,0.34210526315789475,0.10714285714285714,,39.81481481481481,0.6666666666666666,0.030303030303030304,0.05128205128205128,0.08333333333333333,0.20512820512820512,0.1282051282051282,0.6,0.6,0.1111111111111111,0.48717948717948717,0.4391102564102564,0.4436833333333333,0.02564102564102564,0.03571428571428571,0.48148148148148145,11.335714285714287,0.5113636363636364,2.0,,,1.0,15.0,,1.0,,3.0,,,,1.0,,,,,3.0,,,,,0.3,,0.3333333333333333,,,,0.16666666666666666,,,,,0.16666666666666666,0.25,0.4,,0.38461538461538464,,,0.5,,,,,,,,,,,,,3.0,,1.0,,,,1.0,3.0,10.0,,2.0,7.0,3.0,11.0,,,2.0,8.0,3.0,6.0,10.0,3.0,2.0,,,1.0,,0.3333333333333333,0.2727272727272727,,0.25,0.2727272727272727,0.28205128205128205,,,,0.2,0.2,,0.02564102564102564,,,0.2564102564102564,0.3,0.3,0.3333333333333333,,,,0.05555555555555555,,0.3888888888888889,0.2857142857142857,0.3,26.38181818181818,,,,,,,,,0.375,,True,,,,,,,,,,,,,,,,,,,,,,,,
