EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Corner3FGM,SecondChanceFG2M,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,SecondChanceTurnovers,DefensiveGoaltends,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGA,ThreePtShootingFoulsDrawn,BlockedLongMidRange,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,on,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,Technical Free Throw Trips
275,1610612752,Allan Houston,Allan Houston,275,NYK,9125.0,152.0,-17.0,282.0,279,66.0,62,24.0,561,3.0,5.0,1.0,9.0,20.0,16.0,21.0,1.0,1.0,4.0,7.0,2.0,4.0,3.0,4.0,28.0,46.0,4.0,8.0,17.0,85.0,292,1.0,2.0,5.0,6.0,7.0,13.0,3.0,4.0,12.0,35.0,24.0,32.0,6.0,6.0,7.0,4.0,6.0,6.0,3.0,2.0,1.0,12.0,6.0,6.0,6.0,4.0,3.0,1.0,2.0,4.0,2.0,1.0,6.0,1.0,6.0,11.0,3.0,17.0,1.0,3.0,6.0,1.0,1.0,1.0,35.0,66.0,1.0,0.42857142857142855,0.42857142857142855,0.5,0.5,0.4,0.75,0.5,0.6086956521739131,0.5384615384615384,0.6296296296296297,0.5,0.6764705882352942,0.6854838709677419,0.5,0.7608695652173914,0.14814814814814814,22.006472491909385,0.3333333333333333,0.047244094488188976,0.04054054054054054,0.02702702702702703,0.13636363636363635,0.029411764705882353,0.09259259259259259,0.6,0.6,0.6666666666666666,0.37037037037037035,0.45,0.45,0.2222222222222222,0.3888888888888889,0.7619047619047619,0.7619047619047619,0.5,0.018518518518518517,0.12962962962962962,0.5714285714285714,0.5714285714285714,0.5,0.16666666666666666,0.6666666666666666,0.5,1.0,0.058823529411764705,0.23529411764705882,0.75,0.24074074074074073,0.5714285714285714,0.4060861111111112,0.48518,0.39300882352941174,0.05357142857142857,0.0625,0.07058823529411765,0.4117647058823529,12.910869565217391,25.012500000000003,0.23404255319148937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
349,1610612752,Mark Jackson,Mark Jackson,349,NYK,7582.0,126.0,-11.0,232.0,232,53.0,50,19.0,464,8.0,12.0,3.0,5.0,11.0,3.0,6.0,4.0,,1.0,2.0,,,1.0,1.0,16.0,29.0,2.0,6.0,1.0,39.0,253,1.0,,,2.0,2.0,5.0,1.0,1.0,,7.0,12.0,20.0,6.0,,2.0,1.0,20.0,23.0,10.0,6.0,4.0,49.0,15.0,17.0,20.0,7.0,6.0,1.0,5.0,4.0,1.0,,9.0,3.0,,3.0,,1.0,1.0,1.0,,,,,7.0,53.0,2.0,0.375,0.375,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.5517241379310345,0.4,0.5428571428571428,1.0,0.5833333333333334,0.5571428571428572,1.0,0.5833333333333334,0.17142857142857143,17.6,0.5555555555555556,0.14150943396226415,0.14782608695652175,0.10344827586206896,,0.1935483870967742,0.34285714285714286,0.6666666666666666,0.7272727272727273,0.25,0.3142857142857143,0.45454545454545453,0.5,0.2,0.17142857142857143,0.5,0.5,1.0,0.11428571428571428,0.05714285714285714,0.5,0.5,1.0,,,,,0.5,0.16666666666666666,1.0,0.5142857142857142,0.5,0.48384285714285713,0.4929,0.49843333333333334,0.02857142857142857,0.034482758620689655,0.05128205128205128,0.1794871794871795,6.206896551724137,24.233333333333334,0.22844827586206898,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,0.06896551724137931,0.08333333333333333,0.09090909090909091,0.0379746835443038,0.2222222222222222,0.03225806451612903,0.05263157894736842,0.06060606060606061,0.25,0.06666666666666667,0.25,0.25,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
369,1610612752,Charlie Ward,Charlie Ward,369,NYK,3541.0,59.0,14.0,109.0,105,25.0,38,14.0,214,2.0,6.0,,1.0,2.0,,3.0,1.0,,2.0,5.0,,,,,3.0,11.0,2.0,6.0,4.0,16.0,94,,,,,,2.0,,,2.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,4.0,5.0,2.0,1.0,1.0,11.0,4.0,5.0,7.0,1.0,1.0,,6.0,1.0,2.0,,7.0,2.0,1.0,3.0,,4.0,,1.0,1.0,,,,2.0,25.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,,,0.3333333333333333,0.2727272727272727,,0.35294117647058826,,,0.42105263157894735,,0.3333333333333333,0.35294117647058826,20.3125,0.8571428571428571,0.08888888888888889,0.08771929824561403,0.08333333333333333,0.07692307692307693,0.1,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.5,0.11764705882352941,0.5,0.5,,0.17647058823529413,,,,0.058823529411764705,0.29411764705882354,0.4,0.4,0.5,,,,,,,,0.7058823529411765,0.4,0.48704117647058826,,0.3821,0.05555555555555555,0.08333333333333333,,0.125,6.681818181818182,24.666666666666668,0.22935779816513763,,,,1.0,1.0,1.0,,2.0,1.0,2.0,,1.0,4.0,,,,0.09090909090909091,,,0.047619047619047616,0.08333333333333333,0.03773584905660377,,,0.08333333333333333,,,,,,1.0,1.0,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,11134.0,186.0,,340.0,336,78.0,85,33.0,676,14.0,25.0,3.0,9.0,17.0,2.0,5.0,,,,,,,,,25.0,47.0,,,22.0,72.0,346,10.0,,,19.0,5.0,6.0,,,10.0,20.0,28.0,22.0,,,,,7.0,9.0,2.0,,5.0,20.0,28.0,39.0,56.0,2.0,2.0,,2.0,7.0,1.0,,9.0,2.0,13.0,26.0,6.0,31.0,3.0,16.0,1.0,5.0,4.0,5.0,20.0,78.0,2.0,0.56,0.7368421052631579,,,,,,0.5319148936170213,0.8333333333333334,0.5319148936170213,0.7,0.8333333333333334,0.5901639344262295,0.7307692307692307,0.8333333333333334,,18.56763925729443,0.2222222222222222,0.18181818181818182,0.1864406779661017,0.1951219512195122,0.10344827586206896,0.20238095238095238,0.5319148936170213,0.56,0.6666666666666666,0.5714285714285714,0.3617021276595745,0.5294117647058824,0.5625,0.4444444444444444,0.10638297872340426,0.4,0.4,1.0,,,,,,,,,,0.5,,,0.5319148936170213,,0.4777978723404255,0.5475200000000001,0.49965,0.26666666666666666,0.26666666666666666,0.2638888888888889,0.2777777777777778,5.1,,0.22941176470588234,3.0,,7.0,5.0,2.0,2.0,,14.0,5.0,17.0,,,1.0,,4.0,0.7,0.10638297872340426,0.16,0.058823529411764705,0.11475409836065574,0.21739130434782608,0.11643835616438356,0.12903225806451613,0.16,0.22727272727272727,,,,,1.0,1.0,,,0.04878048780487805,6.0,9.0,5.0,12.0,3.0,6.0,1.0,1.0,1.0,0.42857142857142855,0.125,0.1111111111111111,0.16666666666666666,0.2,0.9,0.6666666666666666,,,,,,,,,True,,,,,
779,1610612752,Glen Rice,Glen Rice,779,NYK,5616.0,94.0,12.0,167.0,160,45.0,64,21.0,327,6.0,6.0,,3.0,8.0,3.0,11.0,2.0,,1.0,5.0,,1.0,,1.0,12.0,25.0,3.0,7.0,4.0,37.0,168,2.0,,1.0,4.0,1.0,4.0,,1.0,2.0,4.0,10.0,14.0,9.0,,5.0,1.0,1.0,1.0,,1.0,,2.0,8.0,15.0,18.0,1.0,1.0,,3.0,2.0,1.0,,5.0,1.0,3.0,7.0,1.0,4.0,,2.0,,1.0,1.0,1.0,4.0,45.0,1.0,0.4166666666666667,0.45454545454545453,1.0,0.42857142857142855,,,0.42857142857142855,0.48,0.25,0.515625,0.6666666666666666,0.2,0.5441176470588235,0.6666666666666666,0.3333333333333333,0.21875,20.3125,0.6,0.0975609756097561,0.12371134020618557,0.05,0.18181818181818182,0.075,0.1875,1.0,1.0,0.16666666666666666,0.25,0.375,0.5,0.6666666666666666,0.34375,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.0625,0.15625,0.2,0.2,1.0,,0.3333333333333333,,,,0.2,,0.40625,0.2,0.46157812500000006,0.5585,0.39419000000000004,0.058823529411764705,0.07407407407407407,0.10810810810810811,0.10810810810810811,11.784,24.4,0.2694610778443114,,2.0,2.0,2.0,,,,,4.0,3.0,,,2.0,,1.0,1.0,0.08,,0.25,,0.26666666666666666,0.02857142857142857,,,0.26666666666666666,,1.0,1.0,1.0,,1.0,,,,2.0,2.0,,2.0,2.0,3.0,,,,0.3,0.125,0.16666666666666666,,,0.6666666666666666,1.0,1.0,0.2,,,,,,,True,,,,,
84,1610612752,Latrell Sprewell,Latrell Sprewell,84,NYK,9855.0,164.0,-4.0,302.0,300,70.0,72,29.0,602,11.0,14.0,1.0,6.0,18.0,7.0,21.0,1.0,1.0,2.0,10.0,,,,2.0,24.0,53.0,2.0,11.0,13.0,67.0,319,1.0,,1.0,,4.0,10.0,,3.0,4.0,12.0,14.0,34.0,6.0,,10.0,2.0,9.0,12.0,3.0,2.0,4.0,27.0,7.0,8.0,10.0,5.0,5.0,,9.0,5.0,6.0,2.0,14.0,2.0,5.0,11.0,1.0,18.0,1.0,5.0,3.0,1.0,,1.0,12.0,70.0,2.0,0.2916666666666667,0.2916666666666667,1.0,0.18181818181818182,,,0.18181818181818182,0.4528301886792453,0.4,0.421875,,0.3076923076923077,0.4652777777777778,,0.375,0.171875,25.671641791044774,0.6428571428571429,0.050724637681159424,0.046052631578947366,0.02857142857142857,0.08333333333333333,0.05063291139240506,0.21875,0.7857142857142857,0.8461538461538461,0.36363636363636365,0.28125,0.3333333333333333,0.46153846153846156,0.16666666666666666,0.328125,0.3333333333333333,0.3684210526315789,0.2857142857142857,0.015625,0.15625,0.2,0.2,1.0,0.5,,,,0.07692307692307693,0.15384615384615385,,0.390625,0.2,0.44935703125000004,0.5597,0.44498846153846144,0.08695652173913043,0.08771929824561403,,0.1791044776119403,10.249056603773584,25.527272727272727,0.23178807947019867,1.0,,,8.0,3.0,1.0,2.0,1.0,,2.0,,2.0,3.0,,,,0.1509433962264151,0.07142857142857142,0.2777777777777778,0.009523809523809525,,0.015748031496062992,,,,,,,,1.0,,,0.09523809523809523,0.027777777777777776,,1.0,,,1.0,1.0,,,,0.07692307692307693,0.045454545454545456,0.0625,,,0.5,,,,1.0,1.0,1.0,0.07692307692307693,0.08333333333333333,,True,,,,,
948,1610612752,Marcus Camby,Marcus Camby,948,NYK,6226.0,104.0,-7.0,188.0,189,23.0,35,17.0,377,5.0,9.0,,2.0,7.0,,5.0,,,,,,,,,7.0,21.0,,,4.0,18.0,201,2.0,,,4.0,,2.0,,,2.0,2.0,12.0,2.0,,,,,5.0,6.0,3.0,,2.0,13.0,13.0,17.0,19.0,2.0,2.0,,,2.0,,,2.0,,5.0,12.0,1.0,11.0,1.0,4.0,2.0,6.0,5.0,6.0,2.0,23.0,,0.8571428571428571,1.0,,,,,,0.3333333333333333,,0.3333333333333333,0.5,,0.34615384615384615,0.5,0.25,,13.592233009708737,,0.16049382716049382,0.1595744680851064,0.09090909090909091,0.18181818181818182,0.1875,0.42857142857142855,0.5555555555555556,0.5555555555555556,0.8,0.3333333333333333,0.2857142857142857,0.2857142857142857,1.0,0.23809523809523808,,,,,,,,,,,,,,,,0.42857142857142855,,0.4664047619047619,0.5618,0.395,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.1111111111111111,6.485714285714285,,0.12234042553191489,,,1.0,,1.0,1.0,,2.0,2.0,2.0,,1.0,,,3.0,0.5,,,,0.027777777777777776,0.15384615384615385,0.024691358024691357,,0.030303030303030304,0.16666666666666666,,,,,,,,,0.037037037037037035,1.0,2.0,2.0,2.0,,2.0,1.0,5.0,,0.25,,,,0.8333333333333334,1.0,0.5,,,,,,,,,True,,,,,
970,1610612752,Othella Harrington,Othella Harrington,970,NYK,2591.0,43.0,13.0,80.0,79,30.0,19,8.0,159,2.0,6.0,5.0,3.0,5.0,,,,,,,,,,,5.0,11.0,,,2.0,12.0,57,3.0,,,2.0,3.0,7.0,,,2.0,8.0,4.0,6.0,,,,,1.0,1.0,,1.0,,2.0,7.0,7.0,13.0,1.0,1.0,,1.0,,1.0,,1.0,,2.0,7.0,,2.0,,,1.0,1.0,1.0,1.0,8.0,30.0,,0.4,0.4,,,,,,0.45454545454545453,0.42857142857142855,0.45454545454545453,,0.42857142857142855,0.5,0.25,0.5,,14.772727272727273,1.0,0.1891891891891892,0.15555555555555556,,0.3333333333333333,0.21052631578947367,0.5454545454545454,0.3333333333333333,0.5,0.5,0.45454545454545453,0.6,0.6,0.3333333333333333,,,,,,,,,,,,,,0.7142857142857143,,,0.5454545454545454,,0.45942727272727274,0.53725,0.4595714285714286,,,0.16666666666666666,0.6666666666666666,4.818181818181818,,0.375,2.0,,,2.0,,,,4.0,,6.0,1.0,,,,2.0,,0.18181818181818182,0.3333333333333333,,0.12903225806451613,,0.17142857142857143,0.18181818181818182,0.09090909090909091,,0.25,,,,0.4,,1.0,,0.1111111111111111,,3.0,2.0,,2.0,,,1.0,,,0.5,0.5,,1.0,1.0,,,,,,,,,1.0,True,,,,,
1594,1610612752,Rick Brunson,Rick Brunson,1594,NYK,200.0,3.0,-1.0,10.0,10,8.0,10,,20,,1.0,,,,,,,,,,,,,,,1.0,,,3.0,3.0,10,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,4.0,,2.0,,,,,3.0,8.0,,,,,,,,,,,,,,0.5,,0.75,,40.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.4869,,,0.6666666666666666,0.6666666666666666,,1.0,,,0.8,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,
280,1610612752,Felton Spencer,Felton Spencer,280,NYK,230.0,4.0,1.0,11.0,10,9.0,10,,21,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,
