EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,SecondChanceFG2A,ThreePtAssists,Arc3Assists,ShootingFouls,Fouls,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,LongMidRangeFrequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChancePoints,Corner3Assists,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls,Technical Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,ShortMidRangeFGM,Fg2aBlocked,LostBallTurnovers,FG2APctBlocked,ShortMidRangePctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,PtsPutbacks,FTDefRebounds,DefensiveGoaltends,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,Offensive Fouls,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,Assisted3sPct,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,SecondChanceAtRimPctAssisted,Travels,SecondChanceTurnovers,LongMidRangePctBlocked,on,PenaltyArc3FGM,PenaltyArc3Accuracy,3SecondViolations,SelfOReb,SelfORebPct,SecondChanceCorner3FGA,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct
128,1610612762,David Benoit,David Benoit,128,UTA,1748.0,29,2,50,50,21,17,6,100,3.0,5,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,6,1.0,5.0,3.0,12.0,49,2.0,2.0,3.0,3.0,7.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,21,0.6666666666666666,0.6666666666666666,0.2,0.2,0.5,1.0,0.4090909090909091,0.4,0.5,0.5833333333333334,0.45454545454545453,23.21428571428571,0.10526315789473684,0.047619047619047616,0.125,0.1111111111111111,0.038461538461538464,0.16666666666666666,0.6666666666666666,0.14285714285714285,1.0,0.45454545454545453,0.6,0.6,0.6666666666666666,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.4,1.0,0.4,0.2,0.9090909090909091,0.3333333333333333,0.6044863636363638,0.6627700000000001,0.16666666666666666,0.2857142857142857,0.5833333333333334,0.9333333333333332,23.84,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1521,1610612762,Jacque Vaughn,Jacque Vaughn,1521,UTA,1103.0,18,-4,30,31,10,15,5,61,,1,,1.0,,,,,,,,3,,,,,33,,1.0,,,,,,,,,,1.0,,,3.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,10,,,,,,,,,,,,7.894736842105263,,,0.14285714285714285,0.08333333333333333,,,,0.14285714285714285,1.0,0.3333333333333333,,,,,,,,,1.0,,,,0.3333333333333333,,0.4491666666666667,0.5523,,,,12.366666666666665,,0.3333333333333333,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.6666666666666666,0.3866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
304,1610612762,John Stockton,John Stockton,304,UTA,2639.0,44,7,76,75,19,23,8,151,3.0,3,,,,,,,1.0,1.0,4.0,5,,1.0,4.0,12.0,79,,1.0,1.0,1.0,1.0,2.0,6.0,,1.0,,11.0,15.0,8.0,,34.0,1.0,,4.0,4.0,1.0,5.0,1.0,1.0,2.0,,5.0,,,1.0,1.0,1.0,1.0,1.0,19,0.25,0.25,,,0.8,,0.6666666666666666,,0.6666666666666666,,0.16666666666666666,9.30232558139535,0.17391304347826086,0.030303030303030304,,0.11764705882352941,0.02702702702702703,,0.25,,1.0,0.5,1.0,1.0,0.3333333333333333,,,0.16666666666666666,,,,,,0.5,0.6666666666666666,,0.4829666666666667,0.45145,,,0.08333333333333333,6.659999999999999,25.1,0.25,2.0,2.0,4.0,1.0,,5.0,,2.0,0.3333333333333333,0.45175,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.5,0.5,0.5,0.5,0.09090909090909091,0.1111111111111111,0.2,0.5,0.5,0.5,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
330,1610612762,Danny Manning,Danny Manning,330,UTA,1426.0,24,-7,42,41,13,13,6,83,3.0,3,,,6.0,,,,,,5.0,12,,,5.0,15.0,43,,1.0,,1.0,1.0,10.0,,,,,1.0,1.0,1.0,,2.0,,,,,,,1.0,1.0,3.0,,6.0,,3.0,,,,,1.0,13,1.0,1.0,,,0.4166666666666667,,0.4166666666666667,,0.5,0.25,,36.734693877551024,,,,,,,,,,0.25,1.0,1.0,1.0,0.5,,,,,,,,,0.25,,0.4207916666666666,0.4582,0.2,0.2,0.06666666666666667,8.6,,0.30952380952380953,3.0,2.0,,,,4.0,,2.0,0.25,0.3623,,,1.0,1.0,2.0,,,2.0,,2.0,2.0,1.0,,,0.5,0.5,0.5,0.6666666666666666,,,,0.3333333333333333,0.3333333333333333,,,0.13333333333333333,1.0,1.0,1.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,3824.0,64,-13,108,111,37,43,14,219,4.0,9,1.0,2.0,2.0,,,,,,4.0,11,,,,8.0,125,1.0,3.0,,,2.0,4.0,4.0,,,,1.0,1.0,1.0,,2.0,6.0,4.0,6.0,12.0,6.0,18.0,,,2.0,1.0,4.0,,2.0,2.0,1.0,2.0,1.0,2.0,37,0.5,1.0,,,0.36363636363636365,0.3333333333333333,0.36363636363636365,0.3333333333333333,0.3076923076923077,0.3333333333333333,,12.0,0.18181818181818182,0.12,0.26666666666666666,0.20833333333333334,0.10344827586206896,0.058823529411764705,,0.21428571428571427,0.5,0.8181818181818182,0.4444444444444444,0.5714285714285714,0.5,0.18181818181818182,,,,,0.6666666666666666,0.5,,,0.8181818181818182,,0.5180090909090909,0.5073333333333333,0.15384615384615385,0.15384615384615385,0.25,1.0363636363636364,,0.3425925925925926,,4.0,,,6.0,10.0,1.0,2.0,,0.5596,2.0,4.0,,2.0,4.0,,,,,,2.0,,2.0,,0.5,0.5,0.4,1.0,0.21052631578947367,0.23076923076923078,0.2,,,1.0,0.5,0.5,,2.0,2.0,0.18181818181818182,,,,,,4.0,2.0,1.0,0.2222222222222222,0.6666666666666666,0.07142857142857142,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
317,1610612762,John Starks,John Starks,317,UTA,933.0,16,-22,26,30,5,9,2,56,1.0,2,,,1.0,,,,1.0,,1.0,4,,1.0,,2.0,41,,1.0,,,,2.0,,,1.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,,,,,,,,,5,1.0,1.0,,,0.25,,0.2,,0.2,,0.2,24.999999999999996,0.16666666666666666,,0.25,0.2,,,,0.25,,0.4,0.5,1.0,1.0,0.2,,0.2,,,,,,,0.6,,0.46959,0.293,,,,5.8999999999999995,24.4,0.19230769230769232,1.0,,,,,1.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,1.0,,0.25,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
935,1610612762,Bryon Russell,Bryon Russell,935,UTA,2761.0,46,-11,79,81,29,39,10,160,,1,,,1.0,3.0,2.0,1.0,2.0,1.0,1.0,5,4.0,5.0,4.0,18.0,101,,,3.0,4.0,10.0,2.0,,,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,5.0,2.0,7.0,,1.0,1.0,,4.0,,,,,,,10.0,29,1.0,1.0,0.8,0.8,0.2,,0.7,1.0,0.75,1.0,0.5,14.444444444444445,0.09090909090909091,0.030303030303030304,0.3,0.15625,0.05263157894736842,,,0.3,,0.1,,,,0.1,0.3,0.2,0.5,0.5,,,0.6666666666666666,0.3333333333333333,0.6,0.5,0.4930199999999999,0.51795,,,0.5555555555555556,13.819999999999999,24.080000000000002,0.3670886075949367,3.0,,,,,2.0,,1.0,0.3,0.561,,,1.0,,,,,,,,,,,,,,,,0.07692307692307693,,0.18181818181818182,0.3333333333333333,0.3333333333333333,,,,,1.0,,0.2,,,,,1.0,,,,1.0,,,,,3.0,2.0,1.0,1.0,2.0,12.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,
180,1610612762,John Crotty,John Crotty,180,UTA,596.0,10,-7,16,18,9,6,3,34,,1,,,,,,,,,,1,,,,,19,,,,,,,,,,,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,9,,,,,,,,,,,,5.2631578947368425,0.125,0.14285714285714285,,0.1111111111111111,0.1,,,,,1.0,,,,,,,,,,,,,1.0,,0.5391,,,,,,,0.5625,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,502.0,8,-4,14,15,8,4,2,29,1.0,1,1.0,1.0,,,,,,,1.0,2,,,,2.0,14,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,2.0,8,1.0,1.0,,,0.5,1.0,0.5,1.0,0.5,1.0,,18.75,0.14285714285714285,,,0.125,,,,,,0.5,1.0,1.0,1.0,,,,,,1.0,1.0,,,0.5,,0.4699,0.5449,,,1.0,9.35,,0.5714285714285714,1.0,,,,,,,,0.5,,,,,,,,,,,,1.0,,,,,,,1.0,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
923,1610612762,Donyell Marshall,Donyell Marshall,923,UTA,1268.0,21,-3,34,36,10,17,6,70,3.0,4,,,3.0,,,1.0,2.0,,4.0,7,1.0,2.0,3.0,14.0,42,,1.0,,2.0,2.0,4.0,4.0,,2.0,1.0,1.0,1.0,1.0,,2.0,4.0,,6.0,6.0,4.0,10.0,,,,,3.0,1.0,1.0,,,,,2.0,10,0.5,0.6666666666666666,0.5,0.5,0.5714285714285714,,0.6111111111111112,,0.7,0.5,0.2222222222222222,22.727272727272727,0.5454545454545454,0.21052631578947367,,0.42857142857142855,0.19047619047619047,0.2857142857142857,1.0,,,0.4444444444444444,0.75,0.75,0.6666666666666666,0.3333333333333333,,0.2222222222222222,0.5,0.5,,,,,0.6666666666666666,0.5,0.4945944444444444,0.463,0.1111111111111111,0.14285714285714285,0.14285714285714285,3.5714285714285716,25.049999999999997,0.29411764705882354,,3.0,,,,,,,,0.5908,2.0,2.0,,2.0,7.0,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.875,,0.125,0.5714285714285714,,,,0.6666666666666666,1.0,0.5,1.0,1.0,,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.5,,,2.0,,,,,0.25,,,,,,,,3.0,,,1.0,1.0,,,,,,,1.0,,,3.0,0.5,,,,True,,,,,,,,,,,,,
