EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,Travels,SecondChanceTurnovers,BlockedAtRim,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,HeaveAttempts,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SelfOReb,Blocked3s,BlockedArc3,SelfORebPct,Fg3aBlocked,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,on
133,1610612766,David Wesley,David Wesley,133,CHH,21265.0,354,45,664,663,208,150,95,1327,21.0,28.0,1.0,1.0,8.0,10.0,2.0,9.0,21.0,53.0,4.0,6.0,8.0,25.0,1.0,3.0,3.0,7.0,44.0,90,12.0,31.0,29.0,153.0,665,4.0,5.0,1.0,3.0,2.0,13.0,17.0,26.0,3.0,7.0,13.0,56.0,44.0,44.0,36.0,25.0,8.0,6.0,32.0,5.0,37.0,3.0,2.0,16.0,7.0,9.0,79.0,4.0,9.0,15.0,2.0,26.0,4.0,30.0,15.0,5.0,10.0,9.0,1.0,1.0,5.0,8.0,14.0,2.0,11.0,24.0,1.0,4.0,39.0,3.0,4.0,11.0,8.0,1.0,1.0,1.0,1.0,56.0,208,3.0,0.5,0.5,1.0,0.3870967741935484,0.3333333333333333,0.42857142857142855,0.3870967741935484,0.4888888888888889,0.8,0.6538461538461539,0.512396694214876,0.6875,0.6515151515151515,0.551094890510949,0.7222222222222222,0.6829268292682927,0.256198347107438,0.06666666666666667,0.14285714285714285,0.1111111111111111,0.018867924528301886,19.509043927648577,0.6428571428571429,0.10526315789473684,0.06224066390041494,0.014336917562724014,0.11538461538461539,0.07523510971786834,0.012121212121212121,0.03260869565217391,0.012195121951219513,0.08064516129032258,0.023529411764705882,0.0851063829787234,0.1323529411764706,1.0,0.23140495867768596,0.75,0.875,0.3333333333333333,0.0743801652892562,0.2222222222222222,0.25,1.0,0.4380165289256198,0.39622641509433965,0.40384615384615385,0.6190476190476191,0.049586776859504134,0.6666666666666666,0.6666666666666666,1.0,0.2066115702479339,0.32,0.32,1.0,0.125,1.0,0.375,0.3333333333333333,1.0,0.30303030303030304,0.8,0.21212121212121213,0.42857142857142855,0.48760330578512395,0.32,0.4827793388429752,0.44399999999999995,0.48307575757575755,0.08527131782945736,0.11224489795918367,0.08496732026143791,0.3660130718954248,12.045555555555557,25.341935483870966,0.3132530120481928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
136,1610612766,P.J. Brown,P.J. Brown,136,CHH,21232.0,354,71,671,668,250,177,90,1339,17.0,34.0,10.0,16.0,5.0,9.0,3.0,10.0,6.0,18.0,,,,,,,,,26.0,62,,,22.0,74.0,665,11.0,20.0,,,8.0,30.0,7.0,17.0,,,11.0,25.0,32.0,20.0,,,,7.0,8.0,2.0,10.0,2.0,,4.0,1.0,3.0,22.0,31.0,7.0,47.0,3.0,57.0,37.0,94.0,9.0,6.0,3.0,4.0,2.0,2.0,8.0,2.0,12.0,2.0,13.0,30.0,8.0,1.0,26.0,2.0,,11.0,3.0,14.0,,14.0,7.0,25.0,250,4.0,0.6153846153846154,0.8888888888888888,,,,,,0.41935483870967744,0.55,0.4117647058823529,0.41935483870967744,0.55,0.4117647058823529,0.5,0.625,0.5208333333333334,,0.11290322580645161,0.20588235294117646,,,11.1254851228978,0.3333333333333333,0.21428571428571427,0.18951612903225806,0.11923076923076924,0.10144927536231885,0.17034700315457413,0.11182108626198083,0.10227272727272728,0.075,0.16393442622950818,0.17582417582417584,0.21875,0.1,0.5,0.5483870967741935,0.5,0.6296296296296297,0.4117647058823529,0.16129032258064516,0.3,0.3,1.0,0.2903225806451613,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.8,0.625,,,,0.5294117647058824,0.5555555555555556,,,0.5483870967741935,,0.4942064516129032,0.529221052631579,0.4966529411764706,0.15492957746478872,0.15492957746478872,0.40540540540540543,0.33783783783783783,6.790322580645162,,0.37257824143070045,16.0,4.0,2.0,3.0,2.0,13.0,1.0,1.0,1.0,0.07142857142857142,0.07547169811320754,0.17391304347826086,0.06666666666666667,0.125,0.1111111111111111,0.1,,,,,,,,,,,,,,,,,,,,,,True
1884,1610612766,Baron Davis,Baron Davis,1884,CHH,21187.0,353,51,671,665,249,167,92,1336,27.0,42.0,3.0,4.0,9.0,14.0,4.0,11.0,5.0,11.0,6.0,8.0,13.0,39.0,,1.0,8.0,23.0,36.0,64,19.0,47.0,38.0,167.0,680,3.0,4.0,3.0,4.0,,15.0,11.0,19.0,11.0,27.0,22.0,77.0,18.0,54.0,39.0,38.0,13.0,10.0,39.0,10.0,49.0,7.0,3.0,17.0,5.0,17.0,108.0,8.0,12.0,16.0,,28.0,8.0,36.0,28.0,15.0,13.0,8.0,5.0,5.0,12.0,3.0,20.0,7.0,10.0,32.0,3.0,2.0,52.0,5.0,,20.0,7.0,5.0,1.0,5.0,1.0,77.0,249,5.0,0.25,0.2647058823529412,0.6842105263157895,0.40425531914893614,0.75,0.4074074074074074,0.41304347826086957,0.5625,0.75,0.5789473684210527,0.581081081081081,0.9375,0.5978260869565217,0.6231343283582089,0.9375,0.652542372881356,0.42342342342342343,0.15625,0.16666666666666666,0.2727272727272727,,19.84536082474227,0.4,,0.06694560669456066,0.029850746268656716,0.17142857142857143,0.09061488673139159,0.024844720496894408,0.03333333333333333,0.0379746835443038,0.03333333333333333,0.056179775280898875,0.1,0.1774193548387097,0.2,0.3783783783783784,0.6428571428571429,0.7714285714285715,0.2962962962962963,0.0990990990990991,0.36363636363636365,0.5,0.25,0.0990990990990991,0.45454545454545453,0.45454545454545453,,0.07207207207207207,0.75,0.75,0.6666666666666666,0.35135135135135137,0.3333333333333333,0.3333333333333333,0.6923076923076923,0.5,0.75,0.125,,,0.30434782608695654,0.6428571428571429,0.5,0.34782608695652173,0.8018018018018018,0.34210526315789475,0.5186155963302752,0.5655687500000001,0.4968522727272727,0.16535433070866143,0.25316455696202533,0.08982035928143713,0.46107784431137727,4.739062499999999,27.11063829787234,0.3710879284649776,4.0,,,4.0,1.0,1.0,3.0,,,,,0.020202020202020204,,,0.125,,3.0,3.0,3.0,4.0,18.0,1.0,1.0,0.375,1.0,0.6666666666666666,0.08695652173913043,0.75,0.020833333333333332,,,,,,,,,True
1944,1610612766,Eddie Robinson,Eddie Robinson,1944,CHH,8723.0,145,24,273,277,122,118,34,550,5.0,9.0,,1.0,1.0,2.0,6.0,10.0,12.0,23.0,,1.0,1.0,1.0,,,,,23.0,42,1.0,2.0,2.0,51.0,286,1.0,6.0,,,,2.0,5.0,9.0,,1.0,,10.0,38.0,8.0,,1.0,1.0,,6.0,1.0,7.0,1.0,,1.0,2.0,3.0,15.0,5.0,1.0,17.0,,18.0,5.0,23.0,4.0,1.0,3.0,2.0,,2.0,1.0,,3.0,,5.0,11.0,,1.0,2.0,,,1.0,,2.0,1.0,3.0,1.0,10.0,122,2.0,0.8260869565217391,0.8636363636363636,,0.5,,,0.5,0.5476190476190477,0.16666666666666666,0.5555555555555556,0.5568181818181818,0.16666666666666666,0.5,0.5666666666666667,0.16666666666666666,0.5,0.045454545454545456,,,,,15.483870967741934,0.6666666666666666,,0.16831683168316833,0.05434782608695652,0.029411764705882353,0.13333333333333333,0.04424778761061947,0.06060606060606061,,0.18518518518518517,0.16666666666666666,0.1590909090909091,,0.3333333333333333,0.20454545454545456,0.5555555555555556,0.5555555555555556,0.8,0.22727272727272727,0.6,0.6,0.6666666666666666,0.5227272727272727,0.5217391304347826,0.5217391304347826,0.9166666666666666,0.022727272727272728,,,,0.022727272727272728,1.0,1.0,,0.16666666666666666,,,,,0.2,0.5,,,0.25,1.0,0.42443749999999997,0.41999999999999993,0.43645500000000004,0.022222222222222223,0.023255813953488372,0.0392156862745098,0.19607843137254902,11.71904761904762,24.65,0.4468864468864469,2.0,,,,,1.0,,,,,,0.08333333333333333,,,0.25,,,,,1.0,3.0,,,,,,0.1,,,1.0,1.0,1.0,0.05,,,,,True
469,1610612766,Jamal Mashburn,Jamal Mashburn,469,CHH,25282.0,421,65,792,791,273,202,110,1583,23.0,57.0,4.0,13.0,9.0,22.0,21.0,51.0,33.0,79.0,1.0,4.0,6.0,17.0,,,2.0,8.0,77.0,187,7.0,21.0,74.0,249.0,793,10.0,27.0,,1.0,2.0,22.0,27.0,61.0,2.0,8.0,42.0,102.0,68.0,86.0,18.0,17.0,6.0,22.0,45.0,12.0,57.0,9.0,3.0,21.0,12.0,12.0,126.0,16.0,6.0,32.0,6.0,44.0,18.0,62.0,12.0,6.0,6.0,20.0,1.0,12.0,10.0,8.0,30.0,9.0,5.0,24.0,,4.0,88.0,4.0,2.0,36.0,9.0,2.0,1.0,3.0,3.0,102.0,273,7.0,0.44155844155844154,0.4594594594594595,0.8571428571428571,0.3333333333333333,,0.25,0.3333333333333333,0.4117647058823529,0.37037037037037035,0.4426229508196721,0.4206730769230769,0.35714285714285715,0.43478260869565216,0.4979919678714859,0.3793103448275862,0.53125,0.10096153846153846,0.11764705882352941,0.22807017543859648,0.13725490196078433,0.02531645569620253,30.425299890948747,0.6666666666666666,0.3,0.1103448275862069,0.05063291139240506,0.06666666666666667,0.1,0.04497354497354497,0.09523809523809523,0.01098901098901099,0.09722222222222222,0.11538461538461539,0.11403508771929824,0.05063291139240506,1.0,0.27403846153846156,0.40350877192982454,0.5227272727272727,0.5217391304347826,0.24519230769230768,0.4117647058823529,0.4772727272727273,0.23809523809523808,0.3798076923076923,0.4177215189873418,0.42857142857142855,0.5151515151515151,0.019230769230769232,0.25,0.3333333333333333,1.0,0.08173076923076923,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.4642857142857143,0.3076923076923077,,,,0.3188405797101449,0.4090909090909091,0.11594202898550725,0.25,0.375,0.35294117647058826,0.4322182692307693,0.45962592592592594,0.4342673913043479,0.15,0.1643835616438356,0.08835341365461848,0.40963855421686746,9.882352941176473,25.88095238095238,0.3446969696969697,6.0,1.0,1.0,,2.0,1.0,,,,0.029411764705882353,0.016129032258064516,0.041666666666666664,0.018867924528301886,,0.18181818181818182,,,1.0,,,3.0,,,0.03571428571428571,,,,,,4.0,1.0,1.0,0.04,1.0,2.0,0.047619047619047616,0.25,True
2048,1610612766,Jamaal Magloire,Jamaal Magloire,2048,CHH,5800.0,97,15,185,187,102,83,20,372,11.0,18.0,1.0,2.0,6.0,11.0,1.0,3.0,1.0,2.0,,,,,,,,,13.0,23,,,5.0,31.0,186,1.0,2.0,,,3.0,5.0,8.0,14.0,,,4.0,20.0,22.0,4.0,,,,2.0,3.0,,3.0,,,1.0,1.0,1.0,6.0,4.0,6.0,13.0,,19.0,6.0,25.0,,,,,,,4.0,,4.0,1.0,9.0,20.0,3.0,1.0,17.0,1.0,,6.0,3.0,4.0,,4.0,3.0,20.0,102,4.0,0.8461538461538461,0.9166666666666666,,,,,,0.5652173913043478,0.5,0.5714285714285714,0.5652173913043478,0.5,0.5714285714285714,0.5,0.5,0.47619047619047616,,0.08695652173913043,0.05555555555555555,0.3333333333333333,,16.908212560386474,,,0.203125,0.06349206349206349,0.3333333333333333,0.23170731707317074,0.06329113924050633,0.08,0.07142857142857142,0.3125,0.3333333333333333,0.06666666666666667,0.35714285714285715,0.75,0.782608695652174,0.6111111111111112,0.6470588235294118,0.9090909090909091,0.13043478260869565,0.3333333333333333,0.5,1.0,0.08695652173913043,0.5,0.5,,,,,,,,,,1.0,0.5,,,,0.7857142857142857,0.5454545454545454,,,0.782608695652174,,0.5171130434782608,0.54415,0.5239214285714285,0.21428571428571427,0.21428571428571427,0.16129032258064516,0.6451612903225806,2.3391304347826085,,0.5513513513513514,2.0,1.0,1.0,1.0,,3.0,1.0,,2.0,0.07692307692307693,0.0625,0.041666666666666664,0.06666666666666667,,0.25,,,,,,,,,,,,,,,,,,,,,,,True
901,1610612766,Otis Thorpe,Otis Thorpe,901,CHH,1950.0,32,-22,56,61,14,9,13,117,2.0,3.0,2.0,2.0,,,,2.0,,,,,,,,,,,2.0,5,,,,4.0,70,2.0,2.0,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,4.0,3.0,3.0,2.0,8.0,4.0,12.0,,,,,,,,,,,1.0,4.0,1.0,,,,,,,,,,,,14,1.0,,,,,,,,0.4,1.0,,0.4,1.0,,0.4,1.0,,,,,,,7.142857142857143,,0.6666666666666666,0.17647058823529413,0.11764705882352941,0.25,0.20689655172413793,0.10526315789473684,0.2222222222222222,0.125,,0.25,0.2222222222222222,0.25,,0.6,0.6666666666666666,0.6666666666666666,,0.4,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.6,,0.47096,0.54465,,,,1.0,,4.3,,0.25,4.0,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,,,,,True
922,1610612766,Elden Campbell,Elden Campbell,922,CHH,15160.0,253,35,467,466,89,54,73,933,19.0,35.0,8.0,14.0,3.0,6.0,11.0,37.0,6.0,15.0,,,,,,,,,36.0,87,,,27.0,99.0,456,10.0,17.0,,,8.0,28.0,7.0,13.0,,,9.0,23.0,56.0,16.0,,,,8.0,5.0,2.0,7.0,1.0,1.0,1.0,,4.0,16.0,18.0,13.0,36.0,3.0,52.0,20.0,72.0,4.0,2.0,2.0,6.0,,,6.0,6.0,12.0,3.0,13.0,29.0,4.0,4.0,39.0,1.0,,16.0,4.0,10.0,,10.0,7.0,23.0,89,1.0,0.7777777777777778,0.875,,,,,,0.41379310344827586,0.5882352941176471,0.5384615384615384,0.41379310344827586,0.5882352941176471,0.5384615384615384,0.4669811320754717,0.6363636363636364,0.575,,0.09195402298850575,0.11428571428571428,0.10810810810810811,,21.532846715328464,0.5,0.23076923076923078,0.2,0.08737864077669903,0.19696969696969696,0.1991869918699187,0.08333333333333333,0.07692307692307693,0.15625,0.2222222222222222,0.2054794520547945,0.1774193548387097,0.2033898305084746,0.7,0.40229885057471265,0.5428571428571428,0.6129032258064516,0.6842105263157895,0.42528735632183906,0.2972972972972973,0.3333333333333333,0.9090909090909091,0.1724137931034483,0.4,0.4,0.8333333333333334,,,,,,,,,0.8235294117647058,0.5714285714285714,,,,0.46153846153846156,0.5,,,0.40229885057471265,,0.4319574712643679,0.5359666666666667,0.4491076923076923,0.1568627450980392,0.1568627450980392,0.2828282828282828,0.23232323232323232,7.0310344827586215,,0.1905781584582441,8.0,2.0,,1.0,3.0,2.0,8.0,,,,0.058823529411764705,0.03896103896103896,0.07142857142857142,,0.14285714285714285,0.375,,,,,,,,,,,,,,3.0,,,0.06976744186046512,,1.0,,,True
934,1610612766,Derrick Coleman,Derrick Coleman,934,CHH,4235.0,71,25,132,128,50,35,18,260,2.0,6.0,1.0,4.0,,2.0,3.0,9.0,,4.0,,1.0,1.0,4.0,,,1.0,2.0,5.0,19,1.0,5.0,7.0,20.0,127,1.0,5.0,,,4.0,6.0,1.0,7.0,1.0,2.0,3.0,8.0,8.0,2.0,3.0,4.0,1.0,2.0,5.0,1.0,6.0,1.0,,1.0,2.0,2.0,13.0,8.0,1.0,11.0,2.0,14.0,8.0,22.0,3.0,3.0,,2.0,,1.0,1.0,1.0,3.0,2.0,1.0,8.0,2.0,,9.0,1.0,,4.0,1.0,2.0,,2.0,1.0,8.0,50,3.0,0.8,1.0,1.0,0.2,,0.5,0.2,0.2631578947368421,0.2,0.14285714285714285,0.2708333333333333,0.2,0.2777777777777778,0.35714285714285715,0.375,0.36363636363636365,0.20833333333333334,0.10526315789473684,0.16666666666666666,0.1111111111111111,,20.12987012987013,0.6666666666666666,0.6666666666666666,0.20754716981132076,0.16666666666666666,0.125,0.19672131147540983,0.13793103448275862,0.38461538461538464,0.07692307692307693,0.18181818181818182,0.23529411764705882,0.2,0.125,0.5,0.25,0.3333333333333333,0.4,0.5,0.375,0.3333333333333333,0.375,1.0,0.16666666666666666,,,,0.041666666666666664,,,,0.16666666666666666,0.25,0.25,1.0,0.8,0.25,,,,0.2222222222222222,,0.2222222222222222,0.5,0.4583333333333333,0.25,0.44005625,0.5189199999999999,0.4381,0.14814814814814814,0.18181818181818182,0.3,0.4,8.073684210526316,24.54,0.3787878787878788,2.0,,,,,1.0,1.0,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,3.0,,,0.1875,,,,,True
765,1610612766,Hersey Hawkins,Hersey Hawkins,765,CHH,1576.0,26,16,49,49,8,15,5,98,,,,,,,2.0,2.0,,,,,1.0,3.0,,,,1.0,2.0,2,1.0,3.0,3.0,10.0,37,,,,,1.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,,1.0,,1.0,,,,,1.0,2.0,,,4.0,,4.0,,4.0,2.0,2.0,,,,,,,,,1.0,1.0,,,4.0,,,1.0,1.0,,,,,1.0,8,,0.5,0.5,1.0,0.3333333333333333,,,0.3333333333333333,1.0,,,0.7,,,0.7142857142857143,0.5,0.25,0.6,,,,,12.499999999999998,,,0.23529411764705882,,,0.18181818181818182,,,,,0.3333333333333333,0.16666666666666666,,,,,,,0.4,1.0,1.0,0.5,,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,1.0,,0.6,0.3333333333333333,0.45216,,0.4692,0.16666666666666666,0.3333333333333333,0.1,0.1,11.3,24.899999999999995,0.16326530612244897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
