EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Offensive Fouls,BlockedAtRim,NonShootingPenaltyNonTakeFouls,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,Avg3ptShotDistance,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PtsAssisted3s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,FTDefRebounds,LostBallSteals,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,BlockedLongMidRange,PenaltyFg3Pct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,LongMidRangePctBlocked,PtsPutbacks,Corner3Assists,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,3SecondViolations,OffArc3ReboundPct,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1051,1610612750,Dean Garrett,Dean Garrett,1051,MIN,2474.0,41.0,-8.0,70,73,13,23,10.0,143,1.0,3.0,1.0,1.0,4.0,3.0,5.0,4.0,12.0,5.0,13.0,80.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,9.0,1.0,1.0,4.0,6.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,13,0.75,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.43333333333333335,0.375,0.375,0.16666666666666666,0.6666666666666666,17.857142857142858,0.2916666666666667,0.0625,0.21875,0.05,0.16666666666666666,0.05263157894736842,0.5,0.42857142857142855,0.2,1.0,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,0.4166666666666667,0.6,0.6,0.6666666666666666,0.3333333333333333,0.5,0.25,0.43388333333333334,0.3699333333333333,0.5427,0.14285714285714285,0.14285714285714285,0.23076923076923078,0.23076923076923078,10.116666666666667,0.18571428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
111,1610612750,LaPhonso Ellis,LaPhonso Ellis,111,MIN,2650.0,44.0,-11.0,82,81,39,38,11.0,163,1.0,1.0,1.0,,4.0,1.0,6.0,3.0,11.0,5.0,11.0,81.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,,2.0,1.0,3.0,3.0,6.0,,,2.0,7.0,,6.0,2.0,1.0,1.0,,1.0,1.0,2.0,39,0.6666666666666666,0.6666666666666666,0.2727272727272727,1.0,0.25,1.0,0.36666666666666664,0.75,0.25,,,19.35483870967742,0.038461538461538464,0.05263157894736842,0.08823529411764706,0.06818181818181818,,0.05263157894736842,0.07692307692307693,,,1.0,0.08333333333333333,1.0,1.0,,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,,0.16666666666666666,0.40437499999999993,0.5595,0.4121666666666666,0.14285714285714285,0.15384615384615385,0.2727272727272727,0.18181818181818182,13.327272727272726,0.47560975609756095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,0.08333333333333333,0.25,0.16666666666666666,0.07142857142857142,0.3333333333333333,0.3333333333333333,0.125,0.25,0.25,1.0,0.08333333333333333,1.0,0.3333333333333333,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1732,1610612750,Felipe Lopez,Felipe Lopez,1732,MIN,2053.0,34.0,-7.0,63,61,22,28,14.0,124,1.0,6.0,3.0,3.0,2.0,1.0,3.0,3.0,11.0,1.0,10.0,65.0,,4.0,,3.0,4.0,,2.0,4.0,2.0,1.0,4.0,4.0,5.0,4.0,9.0,3.0,,2.0,2.0,,2.0,1.0,,,,,,2.0,22,0.6666666666666666,0.6666666666666666,0.2727272727272727,,0.28125,0.3,0.29411764705882354,0.3,0.16666666666666666,0.09090909090909091,0.16666666666666666,21.794871794871796,0.16,0.11764705882352941,0.14814814814814814,0.10256410256410256,0.2,0.13333333333333333,0.125,0.25,0.1111111111111111,,0.375,0.16666666666666666,0.2,,0.125,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.6,0.5,0.6875,0.516709375,0.5413250000000001,0.5045833333333333,0.058823529411764705,0.08333333333333333,0.3,0.2,6.745454545454546,0.3492063492063492,,1.0,,,5.0,2.0,,,,,,,,,,,,0.3125,,,,,,,0.5,0.5,1.0,,,,22.880000000000003,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,0.2,1.0,0.2,0.25,0.16666666666666666,0.3333333333333333,0.3125,0.2,0.2,1.0,0.2,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
210,1610612750,Terrell Brandon,Terrell Brandon,210,MIN,9142.0,152.0,-22.0,281,281,75,121,42.0,562,7.0,9.0,,2.0,10.0,14.0,34.0,23.0,53.0,3.0,61.0,293.0,2.0,4.0,1.0,5.0,9.0,3.0,14.0,16.0,30.0,1.0,2.0,13.0,15.0,2.0,17.0,4.0,2.0,4.0,10.0,,3.0,,1.0,2.0,,2.0,1.0,14.0,75,0.34782608695652173,0.34782608695652173,0.4339622641509434,0.5,0.46774193548387094,0.5,0.47619047619047616,0.5,0.5416666666666666,0.018867924528301886,,21.77914110429448,0.13131313131313133,0.015037593984962405,0.12096774193548387,0.013071895424836602,,,0.13333333333333333,0.125,0.13333333333333333,0.5,0.14516129032258066,0.7777777777777778,0.7777777777777778,0.2857142857142857,0.16129032258064516,0.5483870967741935,0.4117647058823529,0.4117647058823529,0.35714285714285715,,0.18181818181818182,0.2903225806451613,0.4668483870967741,0.40070000000000006,0.4595545454545454,,,0.08196721311475409,0.22950819672131148,13.656603773584907,0.2669039145907473,,2.0,6.0,2.0,9.0,2.0,6.0,,2.0,1.0,3.0,,8.0,6.0,1.0,1.0,2.0,0.14516129032258066,0.08,,0.05,,0.058823529411764705,0.029411764705882353,0.2,0.2222222222222222,0.5,0.0967741935483871,,0.18181818181818182,24.633333333333333,1.0,1.0,3.0,,,,4.0,,,4.0,6.0,24.0,25.0,4.0,10.0,10.0,51.0,,2.0,0.5,0.4444444444444444,,0.4444444444444444,0.4444444444444444,0.5,,0.04838709677419355,0.3333333333333333,0.3333333333333333,1.0,,,,0.5,,3.0,1.0,1.0,6.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.1,0.625,0.125,0.5,0.5,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,True,,,,,
417,1610612750,Sam Mitchell,Sam Mitchell,417,MIN,2086.0,35.0,-14.0,62,60,14,21,12.0,122,,,,,1.0,2.0,7.0,2.0,8.0,2.0,6.0,58.0,,,,,,2.0,2.0,4.0,,1.0,1.0,2.0,3.0,1.0,4.0,1.0,,1.0,5.0,,2.0,1.0,,,,,,2.0,14,1.0,1.0,0.25,,0.2222222222222222,,0.3,,0.5,0.125,,13.513513513513514,0.08,0.02702702702702703,0.06896551724137931,0.025,,0.05263157894736842,0.16666666666666666,,,,,,,,0.1111111111111111,0.7777777777777778,0.2857142857142857,0.3333333333333333,1.0,,,0.1111111111111111,0.365275,,,0.1,0.1111111111111111,,0.3333333333333333,17.337500000000002,0.22580645161290322,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,0.1111111111111111,,,,,,,,,,0.1111111111111111,,1.0,40.7,,,,,,,,,,,,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.14285714285714285,,,,,,,,,,,,,True,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,7148.0,119.0,-12.0,224,226,65,105,32.0,450,4.0,6.0,3.0,3.0,8.0,5.0,14.0,14.0,28.0,18.0,46.0,243.0,3.0,6.0,4.0,10.0,10.0,12.0,20.0,18.0,10.0,1.0,4.0,5.0,10.0,4.0,14.0,5.0,3.0,3.0,5.0,,22.0,5.0,7.0,1.0,,2.0,1.0,20.0,65,0.6428571428571429,0.6923076923076923,0.5,0.5,0.5,0.5,0.6052631578947368,0.625,0.5555555555555556,0.03571428571428571,0.16666666666666666,18.992248062015502,0.06756756756756757,0.04040404040404041,0.08421052631578947,0.034482758620689655,0.07692307692307693,0.019230769230769232,,,0.1282051282051282,0.5,0.21428571428571427,0.6666666666666666,0.8,0.5,0.2857142857142857,0.5,0.35714285714285715,0.35714285714285715,0.8,0.5,0.3,0.21428571428571427,0.4250928571428571,0.47138,0.43712,0.16129032258064516,0.16129032258064516,0.21739130434782608,0.43478260869565216,12.042857142857143,0.29017857142857145,2.0,5.0,,,,,,,3.0,1.0,6.0,2.0,11.0,4.0,2.0,1.0,,,0.14285714285714285,,0.058823529411764705,,0.23076923076923078,0.07692307692307693,0.625,0.625,0.6,,0.6666666666666666,,,2.0,,,,,,,,,4.0,,5.0,8.0,,1.0,4.0,19.0,2.0,2.0,,,,,0.4,0.4,0.2222222222222222,,,,,,,,0.6666666666666666,,,,,,,3.0,1.0,5.0,2.0,1.0,3.0,2.0,,,,,0.45454545454545453,,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,,,,,True,,,,,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,7089.0,118.0,-15.0,218,220,53,93,28.0,438,,5.0,,1.0,9.0,5.0,19.0,7.0,33.0,,32.0,228.0,2.0,4.0,,4.0,7.0,,10.0,10.0,4.0,2.0,3.0,8.0,10.0,3.0,13.0,7.0,4.0,2.0,9.0,1.0,,,,,,,,10.0,53,0.7142857142857143,0.7142857142857143,0.21212121212121213,0.5,0.34782608695652173,0.5,0.34782608695652173,0.5,0.4166666666666667,0.06060606060606061,0.2,20.967741935483872,0.10810810810810811,0.030303030303030304,0.09278350515463918,0.02631578947368421,0.07692307692307693,0.03636363636363636,0.09090909090909091,0.1875,0.08333333333333333,,0.10869565217391304,,,,0.1956521739130435,0.41304347826086957,0.2631578947368421,0.2631578947368421,0.8,,0.08333333333333333,0.391304347826087,0.4623336956521739,0.3728,0.4573833333333333,,,0.125,0.3125,13.275757575757575,0.24311926605504589,,2.0,4.0,1.0,13.0,5.0,4.0,,1.0,1.0,3.0,,6.0,1.0,,,,0.2826086956521739,0.043478260869565216,,,,,0.03333333333333333,0.2222222222222222,0.25,0.5,0.08695652173913043,,0.08333333333333333,23.661538461538463,,5.0,9.0,,,4.0,6.0,,,2.0,18.0,7.0,7.0,1.0,2.0,4.0,14.0,1.0,3.0,1.0,0.46153846153846156,,0.46153846153846156,0.2857142857142857,0.4166666666666667,0.09090909090909091,0.1956521739130435,0.5555555555555556,0.5555555555555556,1.0,,,,,0.3333333333333333,1.0,,2.0,,1.0,,,3.0,2.0,1.0,1.0,,,,0.4,0.1111111111111111,0.5,0.125,0.25,0.25,1.0,,0.25,,,,,2.0,,,,1.0,,2.0,0.5,,,True,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,8512.0,142.0,-22.0,266,263,70,114,39.0,529,5.0,10.0,3.0,,18.0,9.0,19.0,23.0,47.0,27.0,73.0,276.0,3.0,6.0,4.0,10.0,8.0,11.0,23.0,26.0,20.0,3.0,8.0,21.0,33.0,9.0,42.0,4.0,2.0,4.0,11.0,,32.0,14.0,3.0,5.0,2.0,5.0,3.0,23.0,70,0.5652173913043478,0.6190476190476191,0.48936170212765956,0.5,0.46938775510204084,0.5,0.5703125,0.5555555555555556,0.7666666666666667,0.06382978723404255,0.2,22.47557003257329,0.22340425531914893,0.06299212598425197,0.2413793103448276,0.06164383561643835,0.09523809523809523,0.07462686567164178,0.17857142857142858,0.2608695652173913,0.23255813953488372,0.6,0.20408163265306123,0.5,0.625,0.2,0.3673469387755102,0.3877551020408163,0.47368421052631576,0.47368421052631576,0.7777777777777778,0.5,,0.24489795918367346,0.43251020408163277,0.48031666666666667,0.4141,0.22950819672131148,0.23728813559322035,0.136986301369863,0.3150684931506849,10.855319148936168,0.2631578947368421,2.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,,3.0,,5.0,,,3.0,5.0,0.04081632653061224,0.3181818181818182,0.05263157894736842,0.02564102564102564,,0.4,,0.5,0.5294117647058824,0.5555555555555556,0.02040816326530612,0.6666666666666666,0.1,24.25,,,1.0,,,1.0,,,,6.0,,11.0,16.0,3.0,2.0,6.0,37.0,5.0,2.0,,,,,0.75,0.6,0.45454545454545453,0.02040816326530612,,,,,,,,0.1,,,,,,5.0,,2.0,2.0,,,1.0,,,,0.05555555555555555,0.4,0.14285714285714285,,,,,,,,4.0,5.0,,2.0,,,,,,,2.0,0.1111111111111111,True,,,,,
1073,1610612750,Reggie Slater,Reggie Slater,1073,MIN,2378.0,40.0,9.0,70,70,13,41,14.0,140,2.0,7.0,2.0,2.0,5.0,,1.0,5.0,13.0,1.0,11.0,68.0,,3.0,,,3.0,,,8.0,2.0,2.0,3.0,4.0,5.0,4.0,9.0,2.0,,8.0,14.0,1.0,2.0,1.0,,1.0,,2.0,2.0,,13,0.8,0.8,0.38461538461538464,,0.38461538461538464,,0.39285714285714285,,,0.15384615384615385,,19.047619047619047,0.14814814814814814,0.09375,0.12121212121212122,0.11428571428571428,0.09090909090909091,0.07142857142857142,0.1111111111111111,0.14285714285714285,0.18181818181818182,1.0,0.5384615384615384,0.2857142857142857,0.2857142857142857,1.0,0.38461538461538464,0.07692307692307693,,,,0.6666666666666666,0.6666666666666666,0.5384615384615384,0.44743846153846156,0.4625666666666666,0.42053333333333337,0.07142857142857142,0.07142857142857142,,,3.9923076923076923,0.18571428571428572,,3.0,,,,,,1.0,,1.0,2.0,,2.0,,1.0,1.0,2.0,,,0.3333333333333333,0.14285714285714285,0.5,,0.25,0.6,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,0.25,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.4,,,,,,,,,,,,,,1.0,1.0,,,,,,,True,,,,,
1725,1610612750,Rasho Nesterovic,Rasho Nesterovic,1725,MIN,2178.0,36.0,-8.0,69,70,11,21,8.0,139,2.0,2.0,,,6.0,,2.0,4.0,10.0,,8.0,73.0,1.0,2.0,,2.0,1.0,,,8.0,,2.0,3.0,5.0,5.0,3.0,8.0,1.0,1.0,3.0,7.0,,,,,1.0,,1.0,1.0,,11,1.0,1.0,0.4,0.5,0.4,0.5,0.4,0.5,,0.2,,14.102564102564102,0.18518518518518517,0.08823529411764706,0.15151515151515152,0.07894736842105263,,0.05,0.25,,0.21428571428571427,1.0,0.2,1.0,1.0,1.0,0.6,0.2,,,,,,0.2,0.44406,0.39115,0.3298,,,0.25,,7.74,0.15942028985507245,,2.0,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,0.18181818181818182,,,0.25,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,
