EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,PenaltyFG2M,PtsAssisted2s,Steals,LostBallSteals,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,DefAtRimReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Arc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,BadPassSteals,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGA,Arc3Assists,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,PtsPutbacks,SelfOReb,Travels,SelfORebPct,SecondChanceAtRimAccuracy,FTDefRebounds,Blocked3s,BlockedArc3,RecoveredBlocks,AtRimPctBlocked,DefFTReboundPct,BlocksRecoveredPct,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,BlockedShortMidRange,OffThreePtReboundPct,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,LongMidRangePctBlocked,on,FTOffRebounds,3SecondViolations,OffFTReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,OffensiveGoaltends,SecondChanceArc3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1035,1610612759,Shawnelle Scott,Shawnelle Scott,1035,SAS,842.0,14,-14.0,31,26,18,8.0,1,57,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,27,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,18,0.5,0.25,0.375,0.5,0.5,1.0,21.875,0.6666666666666666,0.4,0.14285714285714285,0.25,1.0,0.25,1.0,1.0,0.25,0.5,0.5,0.75,0.40338749999999995,0.34762499999999996,0.25,0.5,3.15,29.8,0.5806451612903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1498,1610612759,Antonio Daniels,Antonio Daniels,1498,SAS,2179.0,36,-1.0,69,65,58,10.0,5,134,,,1.0,3.0,3.0,1.0,2.0,4.0,6.0,11.0,69,1.0,4.0,2.0,3.0,,1.0,2.0,2.0,,,,1.0,,1.0,,1.0,6.0,6.0,,2.0,58,0.5,0.4166666666666667,0.6111111111111112,0.6666666666666666,,,13.333333333333334,,0.07692307692307693,0.045454545454545456,0.1111111111111111,,,,,0.16666666666666666,0.5,0.6,0.6666666666666666,0.4471333333333334,0.45962,0.25,0.5,10.05,24.099999999999998,0.8405797101449275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,3.0,5.0,5.0,3.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,0.25,0.25,0.25,0.3,0.5625,0.03225806451612903,0.05263157894736842,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.2,1.0,0.8181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
251,1610612759,Sean Elliott,Sean Elliott,251,SAS,3429.0,57,-4.0,107,103,34,29.0,13,210,4.0,4.0,,2.0,1.0,6.0,9.0,6.0,5.0,26.0,114,3.0,1.0,8.0,2.0,,2.0,5.0,5.0,1.0,1.0,,1.0,1.0,2.0,,1.0,2.0,5.0,1.0,2.0,34,0.6666666666666666,0.7,0.7647058823529411,0.4,,,15.2,0.5,0.2,0.08196721311475409,0.2857142857142857,,0.26666666666666666,1.0,1.0,,0.13333333333333333,0.25,0.6666666666666666,0.5142333333333333,0.5002,0.125,0.2,10.477777777777778,23.433333333333334,0.3177570093457944,,5.0,3.0,4.0,,,3.0,,2.0,4.0,9.0,3.0,3.0,,3.0,6.0,3.0,,,,1.0,4.0,1.0,0.5,,0.5,0.25,0.4,0.058823529411764705,0.09523809523809523,,,0.3333333333333333,0.26666666666666666,0.75,0.75,1.0,,,0.15384615384615385,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.058823529411764705,0.5,0.4,0.4,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
70,1610612759,Steve Kerr,Steve Kerr,70,SAS,5996.0,100,,190,182,97,48.0,20,372,,,3.0,11.0,8.0,7.0,10.0,15.0,1.0,30.0,195,9.0,11.0,8.0,11.0,1.0,2.0,6.0,9.0,2.0,,1.0,,1.0,2.0,,4.0,8.0,2.0,,,97,0.7,0.58,0.58,0.6,0.1,0.3333333333333333,12.616822429906541,1.0,0.08333333333333333,0.05454545454545454,,0.2857142857142857,,,,0.12,0.44,0.4,0.6,0.46159,0.45797,,,16.14,24.46666666666666,0.5105263157894737,2.0,7.0,2.0,4.0,1.0,3.0,5.0,3.0,1.0,24.0,9.0,5.0,6.0,2.0,2.0,13.0,4.0,1.0,,,,24.0,0.6,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.575,0.575,0.046511627906976744,0.02631578947368421,0.6666666666666666,1.0,0.28,0.16,0.5,0.5,1.0,0.15,0.3333333333333333,0.8,,,5.0,7.0,6.0,4.0,2.0,,0.42857142857142855,0.42857142857142855,0.7777777777777778,0.07142857142857142,,0.7142857142857143,0.7142857142857143,,,3.0,2.0,1.0,3.0,1.0,3.0,6.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.046875,0.03571428571428571,0.047619047619047616,0.07142857142857142,0.05,0.5,0.4,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.25,0.2727272727272727,0.35003333333333336,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
955,1610612759,Samaki Walker,Samaki Walker,955,SAS,1594.0,27,-27.0,53,49,31,19.0,4,102,,2.0,3.0,,,2.0,9.0,,,4.0,71,3.0,,2.0,,,,4.0,5.0,,,,,,,,2.0,2.0,,,,31,0.2222222222222222,0.2222222222222222,0.2222222222222222,,,,15.789473684210527,,,0.2,,,0.2222222222222222,,,0.3333333333333333,,,0.2222222222222222,0.42048888888888886,0.4888333333333333,,,10.444444444444445,,0.5849056603773585,,4.0,,,,,,,,2.0,,,2.0,,,6.0,4.0,,,,,2.0,,,,,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.2222222222222222,,,0.4444444444444444,,,,,,,0.5,,1.0,2.0,1.0,2.0,1.0,,,0.5,0.5,0.3333333333333333,,,0.5,0.5,0.3333333333333333,,,,,1.0,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,0.05263157894736842,0.04,,,1.0,,0.5,,,,,,0.7987,,1.0,1.0,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,3049.0,51,-7.0,99,97,55,35.0,13,196,3.0,8.0,2.0,1.0,1.0,4.0,15.0,2.0,4.0,12.0,103,7.0,2.0,4.0,1.0,2.0,2.0,10.0,14.0,1.0,1.0,1.0,2.0,,3.0,3.0,2.0,4.0,5.0,,1.0,55,0.26666666666666666,0.23529411764705882,0.3157894736842105,0.11764705882352941,0.13333333333333333,1.0,19.1304347826087,0.3333333333333333,0.15384615384615385,0.19607843137254902,0.2222222222222222,,0.47058823529411764,0.375,0.375,0.11764705882352941,0.058823529411764705,0.1111111111111111,0.5882352941176471,0.5077911764705882,0.5023277777777778,0.05555555555555555,0.0625,6.706666666666666,24.05,0.5555555555555556,,5.0,,1.0,,1.0,,,4.0,12.0,,,1.0,,,3.0,8.0,,1.0,,1.0,12.0,,,,,0.4444444444444444,0.5454545454545454,0.21052631578947367,0.3333333333333333,,,0.29411764705882354,0.058823529411764705,,,,0.1111111111111111,,1.0,3.0,4.0,1.0,4.0,4.0,2.0,,,0.5,0.6666666666666666,0.5714285714285714,0.16666666666666666,0.3333333333333333,0.2,0.2,0.4444444444444444,0.75,,,1.0,3.0,,2.0,,,1.0,1.0,,4.0,4.0,2.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.10526315789473684,0.08333333333333333,0.17647058823529413,0.07692307692307693,,,1.0,,,,,,0.6964333333333333,0.16666666666666666,3.0,,,1.0,1.0,2.0,1.0,1.0,0.1,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1507,1610612759,Derek Anderson,Derek Anderson,1507,SAS,246.0,4,-5.0,8,8,2,,1,16,,,,1.0,,,,1.0,,,8,,,,1.0,,,,,,,,,,,,,,,,,2,,,,1.0,,,11.11111111111111,,,,,,,,,,1.0,,1.0,0.44955,,,,,24.4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,1340.0,22,-9.0,42,41,21,13.0,4,83,,,,,,1.0,2.0,1.0,,2.0,51,1.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,,21,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,6.666666666666666,,0.2,0.0625,,1.0,,,,,,,0.3333333333333333,0.4478166666666667,0.3973,,,17.3,23.4,0.5,,2.0,,1.0,,,,,,2.0,,1.0,1.0,1.0,,2.0,,,,,,2.0,,,,,1.0,1.0,,,,,0.6666666666666666,0.3333333333333333,,,,,,1.0,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
422,1610612759,Avery Johnson,Avery Johnson,422,SAS,3080.0,51,28.0,98,95,35,34.0,13,193,6.0,11.0,3.0,,,11.0,24.0,,3.0,25.0,81,9.0,,12.0,,1.0,,5.0,6.0,4.0,,1.0,,3.0,4.0,,5.0,8.0,6.0,,1.0,35,0.4583333333333333,0.4583333333333333,0.46296296296296297,,0.041666666666666664,,27.433628318584073,1.0,,0.06557377049180328,,,0.4583333333333333,0.5454545454545454,0.6,0.125,,,0.4583333333333333,0.48720416666666666,0.4648111111111111,0.04,0.04,8.529166666666667,,0.35714285714285715,1.0,10.0,,,,,,,3.0,13.0,,5.0,6.0,2.0,3.0,13.0,4.0,,,,2.0,13.0,,,,,0.5555555555555556,0.5416666666666666,0.07547169811320754,0.05,0.3333333333333333,0.3333333333333333,0.4166666666666667,,,,,,,0.52,2.0,4.0,4.0,5.0,10.0,4.0,1.0,,0.45454545454545453,0.5,0.5555555555555556,,0.3333333333333333,0.4,0.4,0.4444444444444444,0.5,,,1.0,1.0,,2.0,,,1.0,,,1.0,1.0,3.0,,,,1.0,1.0,1.0,1.0,0.02857142857142857,0.023809523809523808,,,0.21428571428571427,,0.75,,,,,,0.5872,0.08,1.0,1.0,0.125,1.0,1.0,2.0,1.0,,0.08333333333333333,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.3333333333333333,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,3219.0,54,35.0,101,96,53,22.0,12,197,8.0,14.0,7.0,,,15.0,28.0,,10.0,40.0,88,12.0,,16.0,,4.0,2.0,14.0,24.0,4.0,1.0,1.0,4.0,3.0,8.0,4.0,,2.0,14.0,2.0,8.0,53,0.5357142857142857,0.5357142857142857,0.5882352941176471,,0.14285714285714285,,35.8974358974359,0.5,0.18181818181818182,0.20967741935483872,0.14285714285714285,0.25,0.5,0.5714285714285714,0.8,0.25,,,0.5,0.5054642857142857,0.5491583333333334,0.23529411764705882,0.23529411764705882,6.182142857142857,,0.5247524752475248,4.0,7.0,,,,,,,5.0,21.0,,5.0,6.0,3.0,1.0,13.0,11.0,1.0,,2.0,,21.0,,,,,0.6666666666666666,0.65625,0.21568627450980393,0.21739130434782608,0.5714285714285714,0.5714285714285714,0.25,,,,,,,0.525,6.0,8.0,3.0,8.0,14.0,2.0,,,0.4666666666666667,0.5384615384615384,0.6666666666666666,0.25,0.5,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.75,,,2.0,5.0,2.0,6.0,,,1.0,1.0,1.0,9.0,10.0,2.0,,6.0,3.0,6.0,0.4,0.4,0.42857142857142855,0.28125,0.24390243902439024,0.38461538461538464,0.14285714285714285,0.16666666666666666,0.25,0.6666666666666666,,,,,,0.6073,0.15,5.0,,0.4,1.0,2.0,4.0,2.0,,0.2222222222222222,0.4,1.0,,,3.0,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,2.0,0.1111111111111111,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,
