EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,3SecondViolations,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,LongMidRangePctBlocked,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,LostBallOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,Steals,LostBallSteals,BlockedShortMidRange,Loose Ball Fouls,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,DefCorner3ReboundPct,on,SelfOReb,SelfORebPct,SecondChanceCorner3FGA,BadPassTurnovers,BlockedLongMidRange,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct
128,1610612762,David Benoit,David Benoit,128,UTA,3714.0,62,-20,112,113,55,60,15.0,225,3.0,7.0,2.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,5.0,13.0,2.0,6.0,7.0,23.0,135,3.0,5.0,1.0,4.0,7.0,16.0,8.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,6.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,5.0,6.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,16.0,55,0.8,0.8,0.5,0.3333333333333333,0.25,0.3333333333333333,0.38461538461538464,0.6,0.42105263157894735,0.5,0.5227272727272727,0.6666666666666666,0.3157894736842105,18.89763779527559,0.2,0.08823529411764706,0.022222222222222223,0.15384615384615385,0.10638297872340426,0.017857142857142856,0.0625,0.25,0.07692307692307693,0.16666666666666666,0.5,0.3684210526315789,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.05263157894736842,0.2631578947368421,0.4,0.4,1.0,0.10526315789473684,0.21052631578947367,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.5,0.6842105263157895,0.5,0.5240894736842105,0.5690333333333334,0.1,0.14285714285714285,0.6956521739130435,7.93076923076923,23.983333333333334,0.49107142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1521,1610612762,Jacque Vaughn,Jacque Vaughn,1521,UTA,1330.0,22,-5,44,41,23,27,4.0,85,,1.0,,,,,4.0,,,1.0,2.0,1.0,2.0,,5.0,1.0,2.0,,3.0,49,,1.0,1.0,2.0,,3.0,,,,3.0,2.0,1.0,3.0,5.0,1.0,1.0,12.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,1.0,6.0,,,,,,,,,,3.0,23,,,,0.5,0.5,0.5,,,0.21428571428571427,0.5,0.21428571428571427,0.5,0.2857142857142857,16.3265306122449,,,,0.2,0.06666666666666667,,,,,0.2,,0.14285714285714285,,,,,0.5714285714285714,,,,,0.2857142857142857,0.5,0.5,,,,,0.6666666666666666,0.5,0.42857142857142855,0.5,0.3629285714285714,0.3475,,,1.0,14.879999999999999,26.65,0.5227272727272727,1.0,2.0,1.0,1.0,1.0,1.0,4.0,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
178,1610612762,Olden Polynice,Olden Polynice,178,UTA,677.0,11,-3,22,20,12,16,5.0,42,2.0,2.0,2.0,2.0,1.0,,,,,,1.0,,,2.0,3.0,,1.0,1.0,5.0,25,2.0,2.0,,,1.0,5.0,,4.0,,,1.0,,,,,,,2.0,,,,,3.0,3.0,,,,,,1.0,2.0,,2.0,,,1.0,,,,,5.0,12,,,,,,,0.6666666666666666,1.0,0.5,1.0,0.5,0.8333333333333334,0.25,18.51851851851852,,,0.2222222222222222,,,0.2727272727272727,,,,,,0.5,1.0,1.0,,0.25,,,,,,0.25,,,,1.0,1.0,,,,0.75,,0.5630333333333333,0.6673,,,1.0,1.8,36.7,0.5454545454545454,,,,,,,,,,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5,0.5,1.0,1.0,0.6646,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
252,1610612762,Karl Malone,Karl Malone,252,UTA,2409.0,40,-15,72,73,43,45,10.0,145,5.0,5.0,5.0,5.0,6.0,2.0,7.0,,,,,,,8.0,18.0,,,11.0,27.0,96,7.0,14.0,,,9.0,23.0,14.0,2.0,,,,,1.0,1.0,1.0,,2.0,1.0,2.0,5.0,2.0,9.0,3.0,12.0,,3.0,3.0,2.0,2.0,3.0,4.0,1.0,14.0,,1.0,5.0,,,,,23.0,43,0.875,0.875,,,,,0.4444444444444444,0.5,0.4444444444444444,0.5,0.5208333333333334,0.5526315789473685,,32.926829268292686,0.6666666666666666,0.23809523809523808,0.037037037037037035,0.2222222222222222,0.23333333333333334,0.09090909090909091,0.07692307692307693,0.2,0.25,0.2222222222222222,,0.2777777777777778,1.0,1.0,1.0,0.3333333333333333,0.3888888888888889,0.2857142857142857,0.2857142857142857,0.5,,,,,,0.35714285714285715,1.0,,,,0.2777777777777778,,0.41357777777777777,0.42196428571428574,0.05263157894736842,0.05263157894736842,0.8518518518518519,9.65,,0.5972222222222222,1.0,,,,,,,0.05555555555555555,,1.0,1.0,1.0,1.0,2.0,,2.0,,1.0,1.0,1.0,0.3333333333333333,,,0.3333333333333333,1.0,1.0,0.5051,0.07407407407407407,1.0,1.0,1.0,2.0,1.0,0.16666666666666666,0.25,0.16666666666666666,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
935,1610612762,Bryon Russell,Bryon Russell,935,UTA,2687.0,45,-18,80,82,43,52,12.0,162,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,7.0,4.0,7.0,4.0,22.0,107,3.0,4.0,2.0,3.0,4.0,16.0,4.0,2.0,12.0,,4.0,2.0,1.0,1.0,,1.0,2.0,,1.0,2.0,,3.0,1.0,4.0,,1.0,1.0,,,1.0,2.0,,4.0,,1.0,1.0,,,,,16.0,43,0.6666666666666666,0.6666666666666666,1.0,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.42857142857142855,0.75,0.6428571428571429,0.8571428571428571,0.6875,0.8888888888888888,0.5,18.478260869565215,,0.09090909090909091,,0.125,0.1,0.02631578947368421,,0.16666666666666666,,0.125,,0.21428571428571427,0.3333333333333333,0.5,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,0.5,0.21428571428571427,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.5,0.2857142857142857,0.14285714285714285,1.0,0.7142857142857143,0.5,0.49393928571428575,0.47208571428571433,0.06666666666666667,0.125,0.7272727272727273,7.771428571428572,24.0,0.5375,1.0,,,,,,1.0,0.14285714285714285,,,,,1.0,,,1.0,,,,,0.125,,,0.14285714285714285,,,0.5337,,,1.0,,,,,0.1111111111111111,,,,,2.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,,,,,,,,,,,True,,,,,,,,,,
304,1610612762,John Stockton,John Stockton,304,UTA,2056.0,34,-3,61,61,26,25,10.0,122,3.0,3.0,,,,1.0,2.0,,,,3.0,,2.0,4.0,5.0,,3.0,6.0,14.0,71,,1.0,,2.0,1.0,1.0,2.0,6.0,,,3.0,,7.0,8.0,4.0,,17.0,2.0,1.0,3.0,,4.0,2.0,6.0,1.0,1.0,1.0,,,1.0,3.0,,7.0,,1.0,,,,,,1.0,26,0.25,0.25,,,,,0.8,,0.5,,0.5555555555555556,,0.375,14.285714285714286,,0.17647058823529413,0.08695652173913043,0.09090909090909091,0.14285714285714285,0.06666666666666667,0.14285714285714285,0.2,0.16666666666666666,0.09090909090909091,,0.375,1.0,1.0,0.3333333333333333,,0.25,0.5,0.5,,,0.375,,,,,,,0.6666666666666666,,0.75,,0.48906875000000005,0.4729166666666667,0.1111111111111111,0.16666666666666666,0.07142857142857142,6.659999999999999,24.8,0.4262295081967213,,1.0,,1.0,3.0,,1.0,,,1.0,1.0,1.0,2.0,4.0,,,,0.5,0.5,0.6666666666666666,,0.14285714285714285,,,0.5,1.0,0.45175,0.2857142857142857,,,,5.0,,,0.16666666666666666,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,True,,,,,,,,,,
330,1610612762,Danny Manning,Danny Manning,330,UTA,1801.0,30,3,57,57,23,27,6.0,114,1.0,2.0,,,6.0,2.0,4.0,,,,,,,5.0,12.0,,,8.0,18.0,57,,,,,4.0,4.0,10.0,,,,,,1.0,2.0,1.0,,5.0,,,3.0,,3.0,,3.0,,2.0,2.0,,1.0,2.0,9.0,2.0,8.0,,2.0,2.0,1.0,,1.0,1.0,4.0,23,1.0,1.0,,,,,0.4166666666666667,,0.4166666666666667,,0.5625,1.0,,29.032258064516128,,0.16666666666666666,,,0.125,,,0.25,0.14285714285714285,,1.0,0.16666666666666666,0.5,0.5,1.0,0.5,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,0.16666666666666666,,0.4031,,0.14285714285714285,0.14285714285714285,0.2222222222222222,10.65,,0.40350877192982454,1.0,1.0,1.0,,,,3.0,0.08333333333333333,,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,,0.3345,0.1111111111111111,2.0,,,,,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.4,1.0,,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,True,,,,,,,,,,
923,1610612762,Donyell Marshall,Donyell Marshall,923,UTA,625.0,10,-26,18,20,6,9,2.0,38,,1.0,,,2.0,,,,,,2.0,,1.0,,3.0,,2.0,,,35,,,,1.0,,,,,,,2.0,,2.0,2.0,1.0,,4.0,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,6,,,,,,,,,,,,,0.4,23.80952380952381,,,,,,,,,,,1.0,0.2,,,,0.4,,,,,,0.4,,,,,,,1.0,,0.6,,0.42673000000000005,0.4047,,,,5.933333333333334,24.55,0.3333333333333333,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.53415,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,,,,,
180,1610612762,John Crotty,John Crotty,180,UTA,887.0,15,-7,25,27,13,15,3.0,52,,2.0,,,,,1.0,,,,,,,,3.0,,,1.0,1.0,31,,,,,1.0,1.0,,,,,,,2.0,3.0,1.0,,7.0,1.0,,2.0,,2.0,1.0,3.0,,,,,,,2.0,,1.0,,,,1.0,1.0,1.0,,1.0,13,,,,,,,,,,,,,,10.714285714285714,,0.15384615384615385,0.1,,0.14285714285714285,0.08333333333333333,,,0.25,,,0.6666666666666666,,,,,0.3333333333333333,,,,,,,,,,,,,,0.6666666666666666,,0.5000333333333333,,,,1.0,7.3,,0.52,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1.0,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
317,1610612762,John Starks,John Starks,317,UTA,134.0,2,-4,5,6,2,3,,11,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,True,,,,,,,,,,
