EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG2M,FG3M,FtPoints,Points,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,Steals,BadPassSteals,LostBallTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,AtRimPctBlocked,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffTwoPtRebounds,OffRebounds,LostBallSteals,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,Corner3Assists,Blocked2s,BlockedAtRim,Blocks,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceFtPoints,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Travels,Loose Ball Fouls,RecoveredBlocks,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceAtRimPctAssisted,Offensive Fouls,BlockedLongMidRange,3SecondViolations,OffCorner3ReboundPct,HeaveAttempts,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,OffensiveGoaltends,SecondChanceArc3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1035,1610612759,Shawnelle Scott,Shawnelle Scott,1035,SAS,381.0,6,-5,16,12,16,4,28,1.0,1.0,1.0,1,1.0,11,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,16,0.5,1.0,1.0,25.0,0.5,0.6666666666666666,0.2857142857142857,0.5,1.0,0.5,0.5,0.5,0.5,0.34762499999999996,0.34762499999999996,6.3,25.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1498,1610612759,Antonio Daniels,Antonio Daniels,1498,SAS,8599.0,143,-56,272,263,136,87,535,13.0,17.0,10.0,35,19.0,295,17.0,12.0,17.0,2.0,5.0,9.0,9.0,4.0,2.0,2.0,2.0,6.0,1.0,136,0.35185185185185186,0.05714285714285714,0.07692307692307693,21.694915254237287,0.6666666666666666,0.16129032258064516,0.06976744186046512,0.18181818181818182,0.1111111111111111,0.24074074074074073,0.3148148148148148,0.3448275862068966,0.5185185185185185,0.4555924528301887,0.47222500000000006,9.971428571428572,25.594736842105263,0.5,21.0,8.0,9.0,6.0,7.0,8.0,3.0,13.0,1.0,2.0,1.0,2.0,3.0,1.0,19.0,4.0,12.0,62.0,11.0,2.0,7.0,35.0,16.0,22.0,9.0,3.0,3.0,10.0,3.0,13.0,3.0,4.0,3.0,3.0,29.0,4.0,3.0,3.0,2.0,3.0,10.0,13.0,2.0,3.0,4.0,2.0,35.0,2.0,0.42105263157894735,0.42105263157894735,0.75,0.21052631578947367,0.16666666666666666,0.21052631578947367,0.5428571428571428,0.6470588235294118,0.46296296296296297,0.4827586206896552,0.5086206896551724,0.53125,0.1111111111111111,0.04081632653061224,0.045454545454545456,0.022727272727272728,0.0625,0.16666666666666666,0.8888888888888888,1.0,0.5,0.6153846153846154,0.6666666666666666,0.5,0.24074074074074073,0.23076923076923078,0.23076923076923078,0.037037037037037035,0.5,0.5,1.0,0.17647058823529413,0.17647058823529413,0.6666666666666666,0.2413793103448276,0.8571428571428571,0.06896551724137931,0.5,0.1,0.17647058823529413,0.07142857142857142,0.10810810810810811,0.5645161290322581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
70,1610612759,Steve Kerr,Steve Kerr,70,SAS,3049.0,51,-7,99,97,55,35,196,2.0,7.0,5.0,6,8.0,103,5.0,6.0,7.0,1.0,2.0,4.0,5.0,1.0,,1.0,,1.0,,55,0.5714285714285714,0.16666666666666666,0.5,13.043478260869566,1.0,0.15384615384615385,0.0784313725490196,,0.5,0.14285714285714285,0.5,0.45454545454545453,0.5714285714285714,0.4392785714285714,0.43692727272727266,15.633333333333335,24.9125,0.5555555555555556,13.0,,,,,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,,17.0,4.0,2.0,,14.0,,8.0,6.0,3.0,2.0,5.0,,5.0,,2.0,1.0,2.0,10.0,2.0,3.0,1.0,,3.0,4.0,1.0,,1.0,,,14.0,,,,0.6666666666666666,0.375,0.3333333333333333,0.375,0.6666666666666666,0.8,0.6071428571428571,0.6363636363636364,0.6071428571428571,0.6363636363636364,,0.05263157894736842,0.08333333333333333,,0.125,,,,,0.5,1.0,,0.2857142857142857,0.75,0.75,0.07142857142857142,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.5,,,0.09090909090909091,1.0,0.2,0.2857142857142857,,,0.8235294117647058,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.02631578947368421,0.020833333333333332,0.058823529411764705,0.35475,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
955,1610612759,Samaki Walker,Samaki Walker,955,SAS,1473.0,25,-30,50,46,37,23,96,,,,4,,68,2.0,,,,,2.0,4.0,,,,,,,37,,,,7.4074074074074066,,,0.1,,,,,,0.75,0.558475,0.5701499999999999,3.6999999999999997,,0.74,4.0,1.0,3.0,,1.0,,1.0,1.0,,,,,,,2.0,,,4.0,1.0,,,2.0,,4.0,,,,1.0,1.0,2.0,,1.0,,,5.0,2.0,1.0,1.0,,2.0,3.0,,,,,,2.0,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,0.2,,0.2222222222222222,,0.75,0.3333333333333333,0.3333333333333333,,,,,0.25,1.0,1.0,,,,,,,,0.5,,,,,,,,0.5,1.0,2.0,2.0,2.0,2.0,,,0.5,0.5,0.5,0.1111111111111111,0.08333333333333333,,0.66795,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,12989.0,216,-66,408,400,194,125,808,7.0,2.0,2.0,52,3.0,425,23.0,3.0,2.0,5.0,5.0,33.0,49.0,6.0,2.0,1.0,4.0,10.0,7.0,194,0.05454545454545454,0.09615384615384616,0.2857142857142857,16.2280701754386,0.6,0.11904761904761904,0.14903846153846154,0.1724137931034483,,0.12727272727272726,0.03636363636363636,0.07692307692307693,0.509090909090909,0.49575090909090896,0.46780769230769237,8.186538461538461,24.066666666666666,0.47549019607843135,44.0,14.0,25.0,7.0,9.0,3.0,5.0,20.0,,1.0,,1.0,1.0,1.0,22.0,1.0,17.0,64.0,12.0,1.0,6.0,33.0,30.0,14.0,3.0,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,,10.0,26.0,3.0,3.0,5.0,15.0,38.0,20.0,1.0,,9.0,1.0,33.0,5.0,0.6818181818181818,0.8823529411764706,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4230769230769231,0.5217391304347826,0.42727272727272725,0.5192307692307693,0.5,0.5689655172413793,0.12,0.1566265060240964,0.12195121951219512,0.21212121212121213,0.11864406779661017,0.45454545454545453,0.56,0.6363636363636364,0.5714285714285714,0.42857142857142855,0.6,0.6666666666666666,0.36363636363636365,0.25,0.25,0.01818181818181818,,,,0.5,0.5,1.0,0.34615384615384615,0.7777777777777778,0.038461538461538464,,0.5,0.5,0.14285714285714285,0.15,0.515625,6.0,9.0,16.0,14.0,16.0,,,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.08588957055214724,0.07389162561576355,0.1346153846153846,0.5997333333333335,0.25,5.0,8.0,10.0,1.0,1.0,1.0,1.0,0.025,0.08450704225352113,0.8888888888888888,0.625,4.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.125,0.07142857142857142,0.025,0.030303030303030304,0.08,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,4325.0,72,-37,135,130,64,31,265,,7.0,2.0,5,9.0,162,4.0,3.0,7.0,1.0,2.0,6.0,7.0,1.0,,1.0,1.0,2.0,2.0,64,0.6428571428571429,0.2,,11.18881118881119,0.5,0.2,0.10714285714285714,0.16666666666666666,0.25,,0.5,0.2857142857142857,0.6428571428571429,0.4963107142857143,0.4245928571428571,16.639999999999997,24.777777777777775,0.4740740740740741,10.0,,,,,,1.0,5.0,1.0,2.0,,1.0,4.0,2.0,1.0,5.0,,17.0,1.0,2.0,,8.0,2.0,,15.0,,4.0,2.0,,2.0,,,2.0,,4.0,4.0,1.0,,,2.0,5.0,,,,,,8.0,,1.0,1.0,1.0,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.2,0.25,0.6071428571428571,0.5714285714285714,0.6071428571428571,0.5714285714285714,,0.08695652173913043,,0.0625,0.14285714285714285,,,,,,,,0.35714285714285715,0.2,0.25,0.14285714285714285,0.5,0.5,1.0,0.5714285714285714,0.5714285714285714,1.0,,,0.14285714285714285,,1.0,0.5714285714285714,,,0.47058823529411764,,2.0,,1.0,1.0,1.0,,,,,0.021739130434782608,0.01694915254237288,,0.3401,,,,,,,,,,0.045454545454545456,,,,,,,,,,,,,,,,,1.0,1.0,0.2,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
251,1610612759,Sean Elliott,Sean Elliott,251,SAS,7988.0,133,-36,248,248,103,80,496,1.0,7.0,3.0,23,13.0,243,12.0,5.0,7.0,1.0,2.0,16.0,18.0,8.0,2.0,4.0,2.0,10.0,8.0,103,0.3611111111111111,0.043478260869565216,,16.96113074204947,0.8,0.09523809523809523,0.11029411764705882,0.13333333333333333,,0.027777777777777776,0.19444444444444445,0.17647058823529413,0.6666666666666666,0.5268083333333333,0.5358235294117646,9.917391304347825,24.138461538461545,0.4153225806451613,32.0,6.0,11.0,3.0,6.0,1.0,3.0,11.0,3.0,6.0,,2.0,1.0,,10.0,4.0,5.0,37.0,4.0,,2.0,10.0,12.0,8.0,12.0,,1.0,4.0,,4.0,,1.0,1.0,2.0,8.0,13.0,3.0,2.0,4.0,6.0,13.0,5.0,1.0,,2.0,1.0,10.0,4.0,0.6,0.6,1.0,0.3076923076923077,,0.3076923076923077,0.43478260869565216,0.3333333333333333,0.4444444444444444,0.23529411764705882,0.4868421052631579,0.2777777777777778,0.09090909090909091,0.11304347826086956,0.034482758620689655,0.13043478260869565,0.15,0.3055555555555556,0.5454545454545454,0.6,0.6666666666666666,1.0,1.0,1.0,0.3055555555555556,0.2727272727272727,0.2727272727272727,0.16666666666666666,0.5,0.5,1.0,0.14285714285714285,0.14285714285714285,1.0,0.35294117647058826,0.5,0.11764705882352941,,,0.14285714285714285,0.05405405405405406,0.08333333333333333,0.2702702702702703,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.009259259259259259,0.007692307692307693,0.02564102564102564,0.7357,0.05405405405405406,1.0,1.0,,,3.0,1.0,4.0,,,1.0,1.0,,,1.0,1.0,,,,2.0,0.1,0.1,,,,0.5,0.3333333333333333,,,1.0,1.0,2.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,9302.0,155,-21,291,284,131,84,575,28.0,,,65,,284,24.0,,,10.0,6.0,41.0,55.0,8.0,3.0,3.0,8.0,16.0,3.0,131,,0.15384615384615385,0.14285714285714285,31.888544891640866,0.5,0.21428571428571427,0.22666666666666666,0.21052631578947367,0.2222222222222222,0.4307692307692308,,,0.3230769230769231,0.451316923076923,0.4572041666666667,8.026153846153846,,0.45017182130584193,27.0,10.0,21.0,4.0,8.0,9.0,3.0,16.0,,,,,,,22.0,,31.0,75.0,9.0,,15.0,33.0,18.0,26.0,,,,12.0,1.0,13.0,1.0,5.0,,7.0,27.0,28.0,4.0,3.0,5.0,2.0,10.0,45.0,1.0,,17.0,6.0,33.0,2.0,0.4090909090909091,0.5,,,,,0.3384615384615385,0.375,0.3384615384615385,0.375,0.43103448275862066,0.4714285714285714,0.2857142857142857,0.22950819672131148,0.3448275862068966,0.20454545454545456,0.1836734693877551,0.3230769230769231,0.47619047619047616,0.6666666666666666,0.3,0.32142857142857145,0.375,0.4444444444444444,0.24615384615384617,0.1875,0.1875,,,,,,,,0.3333333333333333,0.5,,,,,0.20987654320987653,0.20987654320987653,0.44,6.0,12.0,14.0,12.0,14.0,1.0,2.0,0.5,0.5,0.5,0.10526315789473684,0.1,0.11764705882352941,0.5147818181818182,0.18666666666666668,4.0,7.0,8.0,,9.0,4.0,9.0,0.14285714285714285,0.07692307692307693,0.5833333333333334,0.5714285714285714,2.0,2.0,,7.0,2.0,,1.0,4.0,0.7777777777777778,,0.07692307692307693,0.05,0.06060606060606061,0.4444444444444444,0.6666666666666666,1.0,,,,4.0,,2.0,1.0,1.0,0.16666666666666666,,True,,,,,,,,,,,,,,,,,,,
1507,1610612759,Derek Anderson,Derek Anderson,1507,SAS,2580.0,43,-10,78,78,37,17,156,3.0,3.0,,11,3.0,68,4.0,,3.0,,1.0,7.0,8.0,,1.0,,1.0,1.0,,37,0.21428571428571427,,,18.085106382978726,,0.09090909090909091,0.1346153846153846,0.14285714285714285,,0.21428571428571427,0.21428571428571427,,0.5,0.4821999999999999,0.394425,8.463636363636363,25.366666666666664,0.47435897435897434,13.0,2.0,4.0,1.0,1.0,,,4.0,,,,,,,2.0,,3.0,7.0,1.0,,2.0,4.0,,4.0,,,,2.0,,2.0,,,,2.0,4.0,6.0,,,,,3.0,5.0,1.0,,1.0,2.0,4.0,1.0,,,,,,,0.18181818181818182,0.25,0.14285714285714285,0.25,0.21875,0.3333333333333333,,0.14634146341463414,0.09090909090909091,,0.2777777777777778,0.2857142857142857,0.5,0.5,,,,,0.2857142857142857,,,,,,,,,,0.25,1.0,,,,,0.07142857142857142,0.09090909090909091,0.5714285714285714,,1.0,,1.0,1.0,,,,,,0.022727272727272728,0.02,,0.414,,,,,,,,,,0.05,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
345,1610612759,Terry Porter,Terry Porter,345,SAS,2529.0,42,-30,84,83,50,37,167,,3.0,2.0,4,5.0,104,3.0,3.0,3.0,,,,,1.0,,1.0,,1.0,,50,0.5555555555555556,,,14.444444444444445,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.49405000000000004,0.4863333333333333,13.575,24.2,0.5952380952380952,6.0,,1.0,,1.0,,2.0,3.0,,2.0,,1.0,,,2.0,,5.0,9.0,2.0,,2.0,6.0,2.0,2.0,,,,2.0,2.0,4.0,,1.0,,1.0,10.0,,1.0,,,,1.0,6.0,,,2.0,1.0,6.0,1.0,0.5,0.5,,,,,0.5,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.375,0.42857142857142855,,,,,,0.1111111111111111,,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,,,,,,,0.16666666666666666,,0.16666666666666666,,,,0.18181818181818182,0.3333333333333333,0.6666666666666666,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
