EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,BadPassTurnovers,Travels,SecondChanceTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,BlockedShortMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SelfOReb,Blocked3s,BlockedArc3,BlockedLongMidRange,SelfORebPct,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,on,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
133,1610612766,David Wesley,David Wesley,133,CHH,15792.0,263,30.0,481,480,86.0,52.0,77.0,961,16.0,21.0,1.0,1.0,2.0,3.0,1.0,6.0,18.0,45.0,4.0,6.0,1.0,13.0,2.0,3.0,35.0,72.0,5.0,19.0,21.0,106.0,472,5.0,6.0,2.0,2.0,12.0,7.0,11.0,3.0,9.0,23.0,34.0,36.0,15.0,13.0,1.0,6.0,24.0,6.0,30.0,3.0,3.0,13.0,3.0,8.0,66.0,4.0,7.0,10.0,17.0,4.0,21.0,9.0,5.0,4.0,6.0,1.0,3.0,6.0,9.0,1.0,8.0,19.0,1.0,2.0,29.0,2.0,3.0,10.0,4.0,23.0,86.0,2.0,0.4857142857142857,0.4857142857142857,1.0,0.2631578947368421,0.2631578947368421,0.4861111111111111,0.8333333333333334,0.6363636363636364,0.46703296703296704,0.625,0.5,0.5097087378640777,0.6666666666666666,0.575,0.2087912087912088,0.08333333333333333,0.14285714285714285,0.3333333333333333,0.022222222222222223,19.753086419753085,0.6666666666666666,0.05649717514124294,0.018518518518518517,0.1,0.06882591093117409,0.016,0.04411764705882353,0.015384615384615385,0.06818181818181818,0.013888888888888888,0.09836065573770492,0.11290322580645161,0.23076923076923078,0.7619047619047619,0.8888888888888888,0.25,0.06593406593406594,0.16666666666666666,0.25,1.0,0.4945054945054945,0.4,0.4090909090909091,0.6666666666666666,0.06593406593406594,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,0.07692307692307693,0.07692307692307693,1.0,0.125,1.0,0.25,0.21428571428571427,0.6666666666666666,0.21428571428571427,0.43956043956043955,0.07692307692307693,0.4809296703296703,0.45493124999999995,0.45986785714285716,0.10101010101010101,0.125,0.11320754716981132,0.2169811320754717,12.359722222222224,25.294736842105266,0.1787941787941788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
136,1610612766,P.J. Brown,P.J. Brown,136,CHH,13453.0,224,36.0,410,412,86.0,44.0,65.0,822,11.0,26.0,5.0,10.0,2.0,5.0,2.0,7.0,3.0,9.0,,,,,,,16.0,42.0,,,8.0,40.0,399,6.0,14.0,,5.0,17.0,3.0,7.0,,2.0,8.0,22.0,10.0,,,,6.0,5.0,,5.0,,,2.0,1.0,2.0,10.0,20.0,6.0,30.0,39.0,24.0,63.0,6.0,3.0,3.0,2.0,2.0,6.0,1.0,8.0,1.0,8.0,21.0,6.0,1.0,8.0,2.0,,5.0,,8.0,86.0,2.0,0.6875,0.9166666666666666,,,,0.38095238095238093,0.42857142857142855,0.42857142857142855,0.38095238095238093,0.42857142857142855,0.42857142857142855,0.4444444444444444,0.53125,0.5,,0.14285714285714285,0.23076923076923078,,,10.950413223140496,0.25,0.18867924528301888,0.1111111111111111,0.10714285714285714,0.16744186046511628,0.107981220657277,0.1016949152542373,0.06666666666666667,0.16666666666666666,0.1791044776119403,0.21428571428571427,0.12,0.6190476190476191,0.4230769230769231,0.55,0.5454545454545454,0.16666666666666666,0.2857142857142857,0.2857142857142857,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.7142857142857143,0.5,,0.7142857142857143,0.4,,0.6190476190476191,,0.5074928571428571,0.5042000000000001,0.5506285714285715,0.1111111111111111,0.1111111111111111,0.425,0.2,5.564285714285715,,0.2097560975609756,8.0,3.0,1.0,3.0,1.0,2.0,1.0,10.0,10.0,10.0,5.0,1.0,0.3,0.07142857142857142,0.09090909090909091,0.16393442622950818,0.07407407407407407,0.16666666666666666,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1884,1610612766,Baron Davis,Baron Davis,1884,CHH,15120.0,252,44.0,463,457,90.0,54.0,74.0,920,14.0,24.0,2.0,3.0,1.0,3.0,4.0,7.0,3.0,10.0,6.0,7.0,8.0,20.0,,8.0,21.0,41.0,14.0,27.0,18.0,102.0,445,2.0,3.0,3.0,,13.0,2.0,6.0,10.0,4.0,23.0,6.0,36.0,33.0,20.0,8.0,6.0,31.0,6.0,37.0,4.0,2.0,12.0,3.0,16.0,80.0,5.0,12.0,12.0,24.0,5.0,29.0,16.0,6.0,10.0,5.0,1.0,7.0,2.0,12.0,,8.0,23.0,1.0,2.0,26.0,4.0,,15.0,,23.0,90.0,3.0,0.14285714285714285,0.15,0.7857142857142857,0.5185185185185185,0.5185185185185185,0.5121951219512195,0.6666666666666666,0.3333333333333333,0.6176470588235294,1.0833333333333333,0.59375,0.6455696202531646,1.0833333333333333,0.6388888888888888,0.39705882352941174,0.14634146341463414,0.20833333333333334,0.14285714285714285,,16.69724770642202,0.4166666666666667,0.0670391061452514,0.02403846153846154,0.19047619047619047,0.09917355371900827,0.0205761316872428,0.030303030303030304,0.015151515151515152,0.022727272727272728,0.06756756756756757,0.09836065573770492,0.19642857142857142,0.35294117647058826,0.5833333333333334,0.7368421052631579,0.14285714285714285,0.10294117647058823,0.5714285714285714,0.6666666666666666,0.25,0.14705882352941177,0.3,0.3,,0.10294117647058823,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.29411764705882354,0.4,0.4,0.875,0.5,0.6666666666666666,,0.1875,0.3333333333333333,0.5,0.75,0.4,0.5202111940298508,0.5655583333333333,0.46696000000000004,0.189873417721519,0.28846153846153844,0.12745098039215685,0.22549019607843138,5.853658536585367,25.974074074074082,0.19438444924406048,2.0,,,,3.0,3.0,1.0,3.0,1.0,3.0,,,,,,0.02631578947368421,,,,,3.0,3.0,2.0,2.0,3.0,3.0,5.0,9.0,2.0,1.0,0.5,0.14285714285714285,0.5,1.0,0.6666666666666666,0.125,1.0,0.375,,,,,,,,,,True,,,,,,,
1944,1610612766,Eddie Robinson,Eddie Robinson,1944,CHH,5297.0,88,4.0,157,154,26.0,18.0,22.0,311,3.0,5.0,,1.0,,,4.0,8.0,10.0,21.0,,1.0,,,,,17.0,34.0,,1.0,4.0,38.0,152,1.0,3.0,1.0,,2.0,3.0,3.0,,,6.0,28.0,6.0,,,,1.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,3.0,4.0,15.0,19.0,4.0,23.0,1.0,1.0,,2.0,,,,2.0,,3.0,7.0,,,4.0,,,2.0,,6.0,26.0,,0.8235294117647058,0.875,,,,0.5,0.3333333333333333,1.0,0.4857142857142857,0.25,1.0,0.5135135135135135,0.25,1.0,0.02857142857142857,0.029411764705882353,,0.125,,21.54696132596685,1.0,0.24193548387096775,0.04411764705882353,0.14814814814814814,0.21348314606741572,0.05194805194805195,0.05,,0.2,0.21052631578947367,0.2857142857142857,0.09090909090909091,0.14285714285714285,0.6,0.6,1.0,0.22857142857142856,0.5,0.5714285714285714,0.5,0.6,0.47619047619047616,0.47619047619047616,0.9,0.02857142857142857,,,,,,,,0.25,,,,,,0.17142857142857143,,0.41987857142857143,0.4885125,0.35800000000000004,0.05405405405405406,0.05555555555555555,0.05263157894736842,0.15789473684210525,12.91764705882353,23.5,0.16560509554140126,2.0,1.0,,,2.0,,,2.0,1.0,3.0,1.0,,,,0.1111111111111111,0.06451612903225806,0.14285714285714285,,0.3333333333333333,,,1.0,,,,,,,,,,0.4,0.25,,,,,,1.0,1.0,1.0,1.0,0.058823529411764705,,,,,True,,,,,,,
922,1610612766,Elden Campbell,Elden Campbell,922,CHH,17280.0,288,33.0,525,523,96.0,56.0,84.0,1048,22.0,44.0,11.0,17.0,3.0,7.0,13.0,43.0,7.0,19.0,,,,,,,42.0,106.0,,,37.0,121.0,514,14.0,22.0,,12.0,40.0,7.0,15.0,,11.0,25.0,58.0,26.0,,,,12.0,5.0,2.0,7.0,1.0,1.0,1.0,,4.0,16.0,25.0,13.0,36.0,52.0,27.0,79.0,5.0,3.0,2.0,8.0,,9.0,8.0,17.0,4.0,15.0,37.0,5.0,5.0,49.0,1.0,,19.0,6.0,25.0,96.0,1.0,0.6904761904761905,0.8285714285714286,,,,0.39622641509433965,0.6363636363636364,0.4666666666666667,0.39622641509433965,0.6363636363636364,0.4666666666666667,0.4653846153846154,0.6896551724137931,0.5434782608695652,,0.11320754716981132,0.18181818181818182,0.09302325581395349,,23.786407766990294,0.47058823529411764,0.1791044776119403,0.10638297872340426,0.17333333333333334,0.17753623188405798,0.0989010989010989,0.1095890410958904,0.16666666666666666,0.20408163265306123,0.1875,0.1527777777777778,0.18181818181818182,0.41509433962264153,0.5,0.6111111111111112,0.5909090909090909,0.4056603773584906,0.3023255813953488,0.3333333333333333,0.7692307692307693,0.1792452830188679,0.3684210526315789,0.3684210526315789,0.8571428571428571,,,,,,,,,0.7727272727272727,0.6470588235294118,,0.4666666666666667,0.42857142857142855,,0.41509433962264153,,0.4353367924528303,0.52229,0.45228,0.1532258064516129,0.1532258064516129,0.3305785123966942,0.2066115702479339,7.03867924528302,,0.18285714285714286,14.0,2.0,,3.0,,2.0,5.0,11.0,3.0,11.0,7.0,1.0,0.21428571428571427,,0.05263157894736842,0.05555555555555555,0.06451612903225806,,0.6363636363636364,0.2727272727272727,,,,,,,,,8.0,,,0.1111111111111111,,,,,,,4.0,,,,0.07692307692307693,1.0,,,,True,,,,,,,
469,1610612766,Jamal Mashburn,Jamal Mashburn,469,CHH,15160.0,253,35.0,467,466,89.0,54.0,73.0,933,16.0,35.0,3.0,8.0,5.0,9.0,11.0,33.0,16.0,41.0,,3.0,3.0,8.0,,1.0,43.0,109.0,3.0,11.0,30.0,125.0,456,6.0,16.0,1.0,,12.0,7.0,17.0,1.0,16.0,30.0,36.0,50.0,9.0,8.0,3.0,15.0,26.0,6.0,32.0,4.0,2.0,9.0,11.0,6.0,70.0,12.0,4.0,17.0,26.0,13.0,39.0,6.0,5.0,1.0,14.0,,6.0,6.0,20.0,4.0,2.0,8.0,,3.0,38.0,2.0,2.0,15.0,4.0,30.0,89.0,1.0,0.4186046511627907,0.45,1.0,0.2727272727272727,0.2727272727272727,0.3944954128440367,0.375,0.4117647058823529,0.3958333333333333,0.35294117647058826,0.3888888888888889,0.45255474452554745,0.35294117647058826,0.5172413793103449,0.09166666666666666,0.13761467889908258,0.2,0.18181818181818182,0.04878048780487805,28.64963503649635,0.7,0.09444444444444444,0.05825242718446602,0.06060606060606061,0.08536585365853659,0.05416666666666667,0.1076923076923077,0.015625,0.06666666666666667,0.0958904109589041,0.11290322580645161,0.05084745762711865,0.2916666666666667,0.45714285714285713,0.5714285714285714,0.5625,0.275,0.3333333333333333,0.4074074074074074,0.09090909090909091,0.3416666666666667,0.3902439024390244,0.41025641025641024,0.5,0.025,,,,0.06666666666666667,0.375,0.375,1.0,0.47058823529411764,0.375,,0.5,0.5555555555555556,0.05555555555555555,0.38333333333333336,0.375,0.43851166666666674,0.465675,0.460575,0.11278195488721804,0.12295081967213115,0.096,0.24,9.789908256880732,25.336363636363636,0.1905781584582441,6.0,1.0,,5.0,8.0,,1.0,2.0,1.0,3.0,3.0,,0.38461538461538464,,0.029411764705882353,0.05194805194805195,0.03571428571428571,,1.0,,,1.0,,,,,,,,,,0.14285714285714285,0.058823529411764705,,,,,,4.0,1.0,1.0,1.0,0.06896551724137931,2.0,1.0,0.09090909090909091,0.3333333333333333,True,,,,,,,
901,1610612766,Otis Thorpe,Otis Thorpe,901,CHH,1888.0,31,-14.0,55,56,4.0,2.0,12.0,111,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,2.0,,,,2.0,57,1.0,1.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,3.0,6.0,2.0,8.0,,,,,,1.0,,1.0,,1.0,4.0,,1.0,,,,,,,4.0,,,,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,,,,,4.477611940298507,,0.15,0.05405405405405406,0.15384615384615385,0.15151515151515152,0.05263157894736842,0.2,,0.16666666666666666,0.16666666666666666,0.125,0.18181818181818182,0.5,1.0,1.0,,0.5,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.5,,0.47095,0.5616,,,,1.0,,4.55,,0.07272727272727272,2.0,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
934,1610612766,Derrick Coleman,Derrick Coleman,934,CHH,1459.0,24,-4.0,39,40,,,8.0,79,1.0,1.0,,,,,1.0,3.0,,2.0,,,1.0,2.0,,,2.0,6.0,1.0,2.0,1.0,8.0,45,,,,1.0,1.0,,,,,,4.0,,3.0,2.0,1.0,,2.0,,2.0,,,1.0,,1.0,4.0,1.0,,4.0,4.0,1.0,5.0,1.0,1.0,,2.0,,,2.0,2.0,,2.0,4.0,1.0,,2.0,,,1.0,,,,,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,,,0.4375,,,0.4444444444444444,0.5,,0.25,,,,,23.404255319148938,1.0,0.23529411764705882,0.05555555555555555,,0.2,0.047619047619047616,,,,0.5,0.14285714285714285,,0.125,1.0,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.25,,,,,,,,0.25,0.5,0.5,1.0,,,,,,,0.375,0.5,0.41678125000000005,,,0.1111111111111111,0.14285714285714285,0.125,,9.749999999999998,26.75,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.2,,,,,True,,,,,,,
197,1610612766,Scott Burrell,Scott Burrell,197,CHH,65.0,1,-1.0,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
765,1610612766,Hersey Hawkins,Hersey Hawkins,765,CHH,886.0,15,2.0,27,26,3.0,,5.0,53,,,,,,,,,,,,,1.0,3.0,,,,,1.0,3.0,2.0,5.0,27,,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,,,,,,,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,2.0,,,1.0,,,3.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.5,,,0.625,,,1.0,,,,,12.5,,0.2,,,0.16666666666666666,,,,,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,1.0,0.3333333333333333,0.5273,,,0.25,1.0,,,,25.03333333333333,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
