EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyTurnovers,2pt And 1 Free Throw Trips,PenaltyAtRimAccuracy,Corner3Assists,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedArc3,3SecondViolations,ShortMidRangePctBlocked,PtsUnassisted3s,HeaveAttempts,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,on,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
109,1610612747,Robert Horry,Robert Horry,109,LAL,19930.0,332,107.0,622,619,207,235,108,1241,8.0,16.0,2.0,8.0,2.0,1.0,8.0,3.0,9.0,8.0,16.0,1.0,2.0,2.0,3.0,6.0,22.0,1.0,2.0,2.0,6.0,12.0,33.0,14.0,38.0,13.0,79.0,622,2.0,11.0,2.0,4.0,10.0,1.0,5.0,4.0,9.0,11.0,25.0,18.0,6.0,42.0,2.0,22.0,6.0,2.0,21.0,6.0,27.0,6.0,12.0,5.0,4.0,60.0,7.0,21.0,2.0,5.0,31.0,8.0,44.0,30.0,74.0,5.0,19.0,9.0,10.0,9.0,4.0,7.0,7.0,2.0,1.0,16.0,4.0,25.0,47.0,2.0,2.0,22.0,2.0,9.0,15.0,1.0,7.0,1.0,1.0,7.0,16.0,9.0,25.0,207,2.0,0.75,0.8181818181818182,1.0,0.3684210526315789,0.5,0.4444444444444444,0.3684210526315789,0.36363636363636365,0.18181818181818182,0.2,0.4647887323943662,0.3333333333333333,0.5,0.4817073170731707,0.3333333333333333,0.5681818181818182,0.5352112676056338,0.06060606060606061,0.125,13.189771197846568,0.5625,0.38095238095238093,0.06060606060606061,0.11877394636015326,0.0995260663507109,0.07936507936507936,0.09210526315789473,0.1111111111111111,0.0975609756097561,0.10666666666666667,0.10714285714285714,0.07692307692307693,0.08620689655172414,0.1111111111111111,0.09230769230769231,0.0851063829787234,0.16666666666666666,0.058823529411764705,0.16666666666666666,0.11904761904761904,0.5625,0.22535211267605634,0.5,0.5714285714285714,0.75,0.11267605633802817,0.125,0.125,1.0,0.1267605633802817,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.22535211267605634,0.5,0.5,1.0,0.30985915492957744,0.2727272727272727,0.2727272727272727,1.0,0.5333333333333333,0.25,0.5,0.13333333333333333,0.5,1.0,0.13333333333333333,0.5,1.0,0.14285714285714285,0.21428571428571427,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.7605633802816901,0.2727272727272727,0.5130788732394367,0.5147041666666666,0.46397142857142853,0.0273972602739726,0.05714285714285714,0.12658227848101267,0.31645569620253167,6.809090909090909,24.55263157894737,0.3327974276527331,,,,,,,,,,,,,,,,,True,,,,
166,1610612747,Ron Harper,Ron Harper,166,LAL,2058.0,34,21.0,69,68,50,58,3,137,3.0,3.0,,,2.0,1.0,2.0,,1.0,1.0,3.0,,,1.0,3.0,,1.0,,,,,4.0,6.0,1.0,4.0,2.0,13.0,73,,,,,,3.0,5.0,1.0,3.0,2.0,11.0,8.0,,3.0,,1.0,,,3.0,,3.0,,,2.0,1.0,6.0,,,,,5.0,,5.0,,5.0,,3.0,2.0,1.0,,,,1.0,,,1.0,,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,11.0,50,1.0,1.0,1.0,1.0,0.25,,0.3333333333333333,0.25,0.6666666666666666,,0.6,0.55,,0.5625,0.5909090909090909,,0.6111111111111112,0.4,,,16.666666666666668,,,,0.1724137931034483,,,,0.14705882352941177,,,,,,,0.2857142857142857,0.09090909090909091,0.18181818181818182,,,,1.0,0.3,1.0,1.0,1.0,0.2,0.5,0.5,1.0,0.1,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,0.1,,,,,,,,,,,,,0.25,0.375,0.3333333333333333,,,0.7,,0.48776,,0.4795125,0.1,0.16666666666666666,,0.8461538461538461,4.9,23.549999999999997,0.7246376811594203,2.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,
1731,1610612747,Tyronn Lue,Tyronn Lue,1731,LAL,5846.0,97,22.0,179,184,57,70,32,363,2.0,4.0,,,1.0,1.0,2.0,,3.0,,3.0,,,,,3.0,6.0,,,1.0,1.0,3.0,9.0,3.0,9.0,,15.0,182,,,,,,,1.0,1.0,1.0,,3.0,2.0,4.0,9.0,,6.0,3.0,1.0,6.0,1.0,7.0,,1.0,4.0,1.0,15.0,,1.0,,,4.0,,4.0,1.0,5.0,,10.0,6.0,4.0,3.0,1.0,3.0,2.0,,,5.0,,4.0,9.0,,1.0,,,,1.0,,,,1.0,,1.0,1.0,3.0,57,2.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.3333333333333333,,,0.4166666666666667,,0.75,0.4166666666666667,,0.75,0.5,0.1111111111111111,0.25,10.74766355140187,0.6,,,0.05714285714285714,0.015873015873015872,,,0.045454545454545456,0.0125,,,0.047619047619047616,,,,0.06896551724137931,0.08333333333333333,,,,1.0,0.2222222222222222,0.5,0.6666666666666666,0.5,0.1111111111111111,0.5,0.5,,0.16666666666666666,,,,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,0.5,,,0.5,1.0,0.7222222222222222,0.5,0.4911055555555556,,0.39602499999999996,,,,0.2,8.266666666666667,25.333333333333336,0.31843575418994413,,1.0,,,1.0,,,,,,,,,,,,True,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,37257.0,621,187.0,1183,1177,307,303,185,2360,116.0,158.0,39.0,45.0,42.0,62.0,156.0,,,,,,,,,,,,,,,178.0,314.0,,,97.0,453.0,1139,46.0,60.0,,,116.0,48.0,73.0,,,35.0,131.0,230.0,126.0,,72.0,,,18.0,32.0,16.0,48.0,13.0,24.0,3.0,5.0,112.0,14.0,63.0,4.0,28.0,109.0,8.0,145.0,81.0,226.0,15.0,7.0,4.0,3.0,20.0,3.0,10.0,33.0,10.0,2.0,53.0,7.0,26.0,53.0,10.0,14.0,180.0,84.0,16.0,37.0,1.0,20.0,,2.0,15.0,38.0,26.0,131.0,307,5.0,0.6460674157303371,0.8098591549295775,,,,,,0.5668789808917197,0.7666666666666667,0.6575342465753424,0.5668789808917197,0.7666666666666667,0.6575342465753424,0.5736040609137056,0.7160493827160493,0.6064814814814815,,0.05732484076433121,0.06962025316455696,32.25108225108225,0.37735849056603776,0.25,0.05970149253731343,0.2210953346855984,0.14651162790697675,0.2204724409448819,0.13861386138613863,0.22096774193548388,0.14500941619585686,0.21774193548387097,0.10582010582010581,0.13675213675213677,0.15853658536585366,0.05263157894736842,0.18181818181818182,0.23595505617977527,0.23195876288659795,0.2222222222222222,0.21428571428571427,0.1271186440677966,0.6842105263157895,0.5031847133757962,0.7341772151898734,0.7891156462585034,0.6206896551724138,0.4968152866242038,0.3974358974358974,0.4161073825503356,0.6935483870967742,,,,,,,,,,,,,0.75,0.8666666666666667,0.10256410256410256,,,,,,,0.5753424657534246,,,,,0.5031847133757962,,0.4886328025477707,0.5449490196078431,0.5114835616438357,0.2222222222222222,0.2222222222222222,0.2560706401766004,0.2891832229580574,3.9570063694267517,,0.2595097210481826,34.0,12.0,20.0,0.8095238095238095,3.0,24.0,1.0,1.0,1.0,11.0,0.04487179487179487,,,,,,True,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,41614.0,694,213.0,1327,1323,390,398,210,2650,58.0,94.0,14.0,24.0,21.0,49.0,108.0,50.0,122.0,2.0,3.0,,1.0,,,9.0,31.0,3.0,6.0,4.0,12.0,157.0,324.0,11.0,34.0,124.0,471.0,1289,26.0,48.0,3.0,7.0,69.0,43.0,87.0,4.0,12.0,60.0,158.0,110.0,204.0,27.0,22.0,30.0,9.0,29.0,72.0,25.0,97.0,20.0,43.0,18.0,11.0,219.0,5.0,24.0,,21.0,65.0,1.0,87.0,29.0,116.0,7.0,25.0,15.0,10.0,32.0,1.0,17.0,19.0,15.0,,51.0,1.0,20.0,53.0,1.0,9.0,151.0,58.0,14.0,10.0,2.0,3.0,,1.0,6.0,12.0,6.0,158.0,390,5.0,0.3503184713375796,0.3767123287671233,0.8181818181818182,0.3235294117647059,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.4845679012345679,0.5416666666666666,0.4942528735632184,0.48463687150837986,0.5545454545454546,0.494949494949495,0.5449172576832151,0.576271186440678,0.5877862595419847,0.09497206703910614,0.08950617283950617,0.13829787234042554,30.242966751918157,0.6274509803921569,0.024390243902439025,,0.12014787430683918,0.0502092050209205,0.14788732394366197,0.03968253968253968,0.1259150805270864,0.048013245033112585,0.0851063829787234,0.045,0.021897810218978103,0.02,0.11538461538461539,0.08823529411764706,0.14814814814814814,0.11574074074074074,0.12844036697247707,0.21212121212121213,0.0440251572327044,0.5,0.26256983240223464,0.6170212765957447,0.7160493827160493,0.3448275862068966,0.3016759776536313,0.4537037037037037,0.5212765957446809,0.3673469387755102,0.3407821229050279,0.4098360655737705,0.4166666666666667,0.34,0.008379888268156424,0.6666666666666666,0.6666666666666666,1.0,0.08659217877094973,0.2903225806451613,0.2903225806451613,0.7777777777777778,0.43636363636363634,0.5833333333333334,0.2857142857142857,0.01818181818181818,,,0.10909090909090909,0.5,1.0,0.21212121212121213,,,0.12121212121212122,0.3333333333333333,0.3575418994413408,0.3,0.45800560224089637,0.48186341463414634,0.43290918367346937,0.14425427872860636,0.15508021390374332,0.1464968152866242,0.3354564755838641,9.816358024691358,25.98529411764706,0.293896006028636,15.0,12.0,8.0,0.7142857142857143,5.0,8.0,4.0,13.0,2.0,,0.12962962962962962,6.0,1.0,1.0,0.01639344262295082,0.02857142857142857,True,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,1495.0,25,23.0,50,50,28,28,8,100,,3.0,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,5.0,,,,,40,,2.0,,,,,3.0,,,,,,,,,,,2.0,2.0,1.0,3.0,,1.0,,1.0,7.0,1.0,3.0,,,3.0,,3.0,4.0,7.0,1.0,,,,1.0,,1.0,,,,1.0,,2.0,4.0,1.0,,,,,2.0,,2.0,,,,2.0,,,28,1.0,,,,,,,,,,,,,,,,,,0.4,0.6666666666666666,9.836065573770492,1.0,,,0.16666666666666666,0.23076923076923078,,0.07692307692307693,0.125,0.15384615384615385,0.2,,0.3333333333333333,,0.25,0.25,0.16666666666666666,0.125,,,0.3333333333333333,,0.6,,,,0.2,,,,0.2,,,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,0.6,,0.44505999999999996,0.5516,0.34946666666666665,,,,,5.4799999999999995,,0.56,,,,,1.0,,,,,,,,,,,,True,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,31721.0,529,171.0,1017,1009,292,272,163,2026,11.0,20.0,2.0,4.0,7.0,5.0,20.0,23.0,43.0,8.0,9.0,1.0,1.0,2.0,3.0,26.0,53.0,1.0,1.0,9.0,21.0,39.0,83.0,34.0,62.0,26.0,206.0,970,4.0,8.0,2.0,2.0,16.0,8.0,19.0,11.0,24.0,12.0,61.0,42.0,36.0,90.0,4.0,53.0,26.0,8.0,42.0,5.0,47.0,2.0,17.0,15.0,10.0,99.0,,5.0,,21.0,29.0,2.0,52.0,5.0,57.0,2.0,21.0,6.0,15.0,9.0,1.0,3.0,3.0,6.0,,12.0,1.0,11.0,40.0,,,34.0,12.0,6.0,,1.0,,,,,1.0,1.0,61.0,292,8.0,0.5384615384615384,0.5675675675675675,0.8823529411764706,0.5483870967741935,1.0,0.4583333333333333,0.5483870967741935,0.46987951807228917,0.5,0.42105263157894735,0.6206896551724138,0.7,0.5697674418604651,0.640625,0.7272727272727273,0.6122448979591837,0.42758620689655175,0.0963855421686747,0.2,14.285714285714286,0.75,0.05714285714285714,,0.0688836104513064,0.013192612137203167,0.1875,,0.09380863039399624,0.010548523206751054,0.018867924528301886,0.01818181818181818,,,,0.038461538461538464,0.04929577464788732,0.10285714285714286,0.1686746987951807,0.2413793103448276,0.031746031746031744,1.0,0.13793103448275862,0.55,0.6875,0.45454545454545453,0.13793103448275862,0.25,0.3125,,0.296551724137931,0.5348837209302325,0.5348837209302325,0.6956521739130435,0.06206896551724138,0.8888888888888888,0.8888888888888888,1.0,0.36551724137931035,0.49056603773584906,0.49056603773584906,0.8461538461538461,0.4,0.5,0.5,0.1,1.0,1.0,0.1,1.0,1.0,0.16279069767441862,0.06976744186046512,0.6666666666666666,0.4883720930232558,0.42857142857142855,0.5655172413793104,0.49056603773584906,0.49074379310344823,0.5305214285714285,0.5079244186046512,0.07792207792207792,0.13043478260869565,0.07766990291262135,0.2961165048543689,12.40722891566265,24.84193548387097,0.2871189773844641,5.0,3.0,3.0,0.7142857142857143,3.0,2.0,2.0,1.0,1.0,,0.2,12.0,,,,,True,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,13049.0,217,52.0,413,416,117,150,54,829,7.0,14.0,1.0,2.0,3.0,2.0,8.0,1.0,5.0,1.0,2.0,,,1.0,1.0,7.0,20.0,1.0,2.0,2.0,7.0,10.0,27.0,8.0,22.0,2.0,46.0,411,1.0,4.0,1.0,2.0,5.0,3.0,5.0,3.0,8.0,1.0,16.0,12.0,8.0,24.0,2.0,19.0,7.0,6.0,24.0,9.0,33.0,4.0,12.0,10.0,2.0,75.0,2.0,6.0,,6.0,21.0,5.0,32.0,8.0,40.0,1.0,4.0,2.0,2.0,12.0,3.0,12.0,3.0,,,15.0,1.0,17.0,26.0,,,5.0,2.0,1.0,1.0,,,,,1.0,1.0,,16.0,117,,0.6,0.6666666666666666,1.0,0.36363636363636365,0.5,0.375,0.38095238095238093,0.37037037037037035,0.25,0.6,0.4489795918367347,0.4166666666666667,0.5769230769230769,0.45098039215686275,0.4166666666666667,0.5714285714285714,0.4489795918367347,0.2222222222222222,0.2857142857142857,13.953488372093021,0.8,0.45454545454545453,,0.125,0.04477611940298507,0.11538461538461539,0.05128205128205128,0.12272727272727273,0.046242774566473986,0.045454545454545456,0.07547169811320754,,0.03333333333333333,0.1111111111111111,0.1276595744680851,0.109375,0.14035087719298245,0.13953488372093023,,0.043478260869565216,,0.2857142857142857,0.5,0.7,0.5714285714285714,0.16326530612244897,0.25,0.3333333333333333,0.5,0.10204081632653061,0.2,0.2,1.0,0.04081632653061224,0.5,0.5,1.0,0.40816326530612246,0.35,0.35,1.0,0.3333333333333333,0.5,,,,,0.3333333333333333,0.5,1.0,0.23076923076923078,0.07692307692307693,1.0,0.5384615384615384,0.2857142857142857,0.7346938775510204,0.3684210526315789,0.51063125,0.4958916666666667,0.47266666666666673,0.04,0.07142857142857142,0.10869565217391304,0.34782608695652173,5.74074074074074,25.65909090909091,0.28329297820823246,1.0,3.0,1.0,0.3333333333333333,5.0,,,,,,0.25,,1.0,,,,True,,,,
270,1610612747,Horace Grant,Horace Grant,270,LAL,23659.0,394,109.0,765,768,203,199,116,1533,20.0,44.0,7.0,19.0,12.0,4.0,12.0,9.0,31.0,,,,,,,,,,,,,33.0,87.0,,,15.0,81.0,743,8.0,22.0,,,21.0,10.0,21.0,,,7.0,27.0,48.0,18.0,,16.0,,,14.0,13.0,4.0,17.0,4.0,5.0,3.0,5.0,38.0,7.0,31.0,,13.0,35.0,6.0,54.0,38.0,92.0,3.0,13.0,9.0,4.0,4.0,1.0,3.0,9.0,1.0,1.0,13.0,3.0,24.0,43.0,2.0,3.0,22.0,8.0,3.0,12.0,,3.0,,2.0,7.0,12.0,10.0,27.0,203,6.0,0.7272727272727273,0.96,,,,,,0.3793103448275862,0.36363636363636365,0.47619047619047616,0.3793103448275862,0.36363636363636365,0.47619047619047616,0.413265306122449,0.40384615384615385,0.5192307692307693,,0.16091954022988506,0.25,12.3059866962306,0.3076923076923077,0.2727272727272727,,0.11666666666666667,0.10437710437710437,0.15476190476190477,0.11864406779661017,0.125,0.10674157303370786,0.18181818181818182,0.06557377049180328,0.09183673469387756,0.12,0.1111111111111111,0.11688311688311688,0.07216494845360824,0.15079365079365079,0.11290322580645161,0.2727272727272727,0.075,0.8333333333333334,0.5057471264367817,0.45454545454545453,0.6060606060606061,0.6,0.13793103448275862,0.3333333333333333,0.4,0.75,0.3563218390804598,0.2903225806451613,0.3,1.0,,,,,,,,,0.8636363636363636,0.3684210526315789,,,,,,,,0.5714285714285714,,,,,0.5057471264367817,,0.48035747126436784,0.5154842105263158,0.477,0.08421052631578947,0.08421052631578947,0.25925925925925924,0.3333333333333333,7.375862068965517,,0.265359477124183,6.0,2.0,,0.5,,5.0,2.0,,,1.0,0.16666666666666666,,,,0.03225806451612903,,True,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,31140.0,519,164.0,1000,993,295,272,168,1993,25.0,38.0,4.0,6.0,11.0,5.0,13.0,3.0,12.0,4.0,14.0,,,1.0,6.0,11.0,35.0,,5.0,6.0,16.0,33.0,63.0,15.0,49.0,24.0,135.0,966,7.0,9.0,,5.0,14.0,10.0,20.0,7.0,22.0,12.0,53.0,40.0,26.0,33.0,4.0,34.0,11.0,5.0,41.0,9.0,50.0,4.0,24.0,10.0,7.0,109.0,6.0,4.0,2.0,11.0,41.0,11.0,63.0,12.0,75.0,,25.0,16.0,9.0,20.0,9.0,16.0,12.0,4.0,,32.0,6.0,25.0,49.0,1.0,2.0,27.0,8.0,4.0,6.0,,3.0,,3.0,,6.0,5.0,53.0,295,6.0,0.6060606060606061,0.6451612903225806,0.7333333333333333,0.30612244897959184,,0.3181818181818182,0.3125,0.5238095238095238,0.7777777777777778,0.5,0.4955357142857143,0.5,0.4880952380952381,0.54,0.5,0.5408163265306123,0.4375,0.07936507936507936,0.10526315789473684,13.193277310924369,0.625,0.3548387096774194,0.03278688524590164,0.10173697270471464,0.01078167115902965,0.1134020618556701,0.06315789473684211,0.104,0.02145922746781116,0.009259259259259259,0.006289308176100629,0.019230769230769232,0.07894736842105263,,0.04950495049504951,0.1037037037037037,0.1317365269461078,0.14666666666666667,,,0.8333333333333334,0.3392857142857143,0.6578947368421053,0.7352941176470589,0.6,0.11607142857142858,0.38461538461538464,0.4166666666666667,0.6,0.10714285714285714,0.25,0.25,0.6666666666666666,0.125,0.2857142857142857,0.2857142857142857,0.75,0.3125,0.3142857142857143,0.3142857142857143,0.7272727272727273,0.42857142857142855,0.6666666666666666,0.5,,,,0.35714285714285715,,,0.2619047619047619,0.14285714285714285,0.16666666666666666,0.38095238095238093,0.375,0.7767857142857143,0.3235294117647059,0.53369009009009,0.4866818181818182,0.5054940476190476,0.0743801652892562,0.11267605633802817,0.1037037037037037,0.3925925925925926,5.6000000000000005,25.571428571428573,0.295,8.0,7.0,,0.7272727272727273,5.0,,1.0,,,,0.07692307692307693,12.0,1.0,1.0,,0.02,True,,,,
