EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,Steals,LostBallSteals,DeadBallTurnovers,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,FTDefRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,DefFTReboundPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,Offensive Fouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Arc3Assists,LongMidRangeAssists,2pt And 1 Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,on,SelfOReb,BlockedAtRim,LongMidRangePctBlocked,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Loose Ball Fouls,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,PenaltyCorner3FGM,Fg3aBlocked,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Accuracy,SecondChanceFtPoints,HeaveAttempts,Arc3PctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PtsUnassisted3s,DefensiveGoaltends
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,958.0,16,-6.0,33,33,5.0,28.0,3,66,1.0,3.0,1.0,1.0,3.0,2.0,2.0,8,5.0,9.0,38,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,5.0,1.0,0.5,0.5,0.25,0.25,0.4,1.0,31.57894736842105,1.0,0.3333333333333333,0.07142857142857142,0.3076923076923077,0.0625,0.16666666666666666,0.2857142857142857,1.0,0.25,0.375,0.3333333333333333,0.3333333333333333,1.0,0.375,0.3333333333333333,0.3333333333333333,0.25,1.0,0.375,0.47922499999999996,0.6028,0.2,0.2,0.3333333333333333,8.3375,0.15151515151515152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
201,1610612756,Chris Dudley,Chris Dudley,201,PHX,1609.0,27,2.0,60,59,22.0,45.0,7,119,1.0,2.0,,,,,1.0,2,,2.0,61,,,2.0,2.0,,,,,,2.0,3.0,4.0,3.0,7.0,2.0,1.0,1.0,4.0,,1.0,1.0,,,,2.0,22.0,,1.0,1.0,0.5,0.5,0.5,1.0,8.823529411764705,0.5,0.13636363636363635,0.09523809523809523,0.16,0.12,0.125,0.1111111111111111,0.25,0.1111111111111111,1.0,0.5,1.0,1.0,,,,,,1.0,0.54945,,,,1.0,,0.36666666666666664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.25,0.14285714285714285,0.5,1.0,1.0,1.0,1.0,0.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
219,1610612756,Vinny Del Negro,Vinny Del Negro,219,PHX,263.0,4,,11,10,9.0,2.0,2,21,,,,,,1.0,1.0,1,,2.0,12,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,1.0,1.0,1.0,1.0,1.0,1.0,7.692307692307692,,,,,,,,,,,,,,,,,1.0,,,0.3833,,,,1.0,17.6,0.8181818181818182,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.3833,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,1055.0,18,-6.0,40,39,11.0,33.0,3,79,,,,,,6.0,2.0,6,3.0,7.0,41,,2.0,2.0,4.0,,,,,,,2.0,3.0,,3.0,2.0,,2.0,3.0,,1.0,2.0,4.0,,1.0,2.0,11.0,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4375,0.3333333333333333,26.19047619047619,0.6666666666666666,0.13333333333333333,,0.11764705882352941,,,,,0.3333333333333333,,,,,,,,1.0,,,0.3813,,0.14285714285714285,0.14285714285714285,0.2857142857142857,19.883333333333333,0.275,,,,2.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,0.3468,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
960,1610612756,Tony Delk,Tony Delk,960,PHX,1285.0,21,6.0,49,46,22.0,36.0,6,95,,1.0,1.0,1.0,3.0,2.0,1.0,6,2.0,10.0,45,2.0,2.0,7.0,,2.0,,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,2.0,,1.0,7.0,22.0,,,,0.16666666666666666,0.36363636363636365,0.4166666666666667,0.4375,24.999999999999996,0.5,0.0625,0.058823529411764705,0.05263157894736842,0.05,,,,0.14285714285714285,0.09090909090909091,,,,0.2727272727272727,0.3333333333333333,0.5,0.18181818181818182,0.5,0.5454545454545454,0.48200909090909094,0.3189,0.08333333333333333,0.14285714285714285,0.7,11.100000000000001,0.4489795918367347,,,1.0,4.0,1.0,,,1.0,1.0,1.0,,,,,,,0.25,0.35714285714285715,0.16666666666666666,,,,0.14285714285714285,,,,,,0.43326428571428577,,,,,,,,,,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,0.3333333333333333,0.4,0.45454545454545453,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,0.5,0.5,1.0,0.14285714285714285,0.2857142857142857,0.5,0.5,24.2,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
361,1610612756,Clifford Robinson,Clifford Robinson,361,PHX,232.0,4,3.0,8,9,,8.0,1,17,,1.0,,,,,,1,2.0,5.0,11,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,1.0,,,1.0,,,,0.75,0.8333333333333334,,33.333333333333336,,,,,,,,,,0.5,,,,,,,,,1.0,0.6008,,0.3333333333333333,0.5,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,3.0,,,,,,1.0,1.0,,1.0,0.5,,0.5,1.0,1.0,1.0,,,,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612756,Jason Kidd,Jason Kidd,467,PHX,1325.0,22,2.0,49,48,13.0,42.0,5,97,2.0,3.0,,,3.0,2.0,4.0,8,1.0,9.0,49,,,2.0,,8.0,3.0,10.0,1.0,23.0,,,,1.0,1.0,,,,,,1.0,2.0,1.0,,1.0,2.0,13.0,,,,0.5,0.5,0.5625,1.0,14.545454545454545,,,,,0.047619047619047616,,,,,0.375,0.6666666666666666,0.6666666666666666,,0.375,,,0.25,,0.375,0.5002125,,0.125,0.125,0.2222222222222222,9.125,0.2653061224489796,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,1.0,1.0,,,,0.3333333333333333,,0.5,,,1.0,1.0,0.6553,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,7.0,5.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
53,1610612756,Mario Elie,Mario Elie,53,PHX,684.0,11,-3.0,26,27,5.0,21.0,2,53,3.0,3.0,,,,,3.0,3,2.0,8.0,29,,,2.0,6.0,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,5.0,,1.0,1.0,1.0,0.75,0.8,1.0,17.857142857142854,,,,,,,,,,0.75,1.0,1.0,1.0,,,,,,1.0,0.6054125,,0.2,0.25,0.25,,0.19230769230769232,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,0.5471,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,0.25,,,,,,0.25,,,,,,,,24.6,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
915,1610612756,Rodney Rogers,Rodney Rogers,915,PHX,219.0,4,6.0,7,7,6.0,7.0,2,14,1.0,3.0,2.0,,,,1.0,3,,5.0,3,2.0,,5.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,,5.0,6.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.625,0.625,40.0,,,,,,,,,,0.75,0.3333333333333333,0.5,1.0,,,,,0.6666666666666666,1.0,0.5743125,0.5591,,,1.0,,0.8571428571428571,1.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,0.3333333333333333,0.625,0.3333333333333333,0.3333333333333333,,,,,,,0.75,0.3333333333333333,0.5743125,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.25,,,,,,0.25,1.0,1.0,1.0,,0.25,1.0,1.0,24.8,,,,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.5,0.3333333333333333,1.0,1.0,0.6,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2091,1610612756,Daniel Santiago,Daniel Santiago,2091,PHX,193.0,3,2.0,8,8,8.0,1.0,2,16,1.0,1.0,1.0,,,,1.0,1,,2.0,8,1.0,,2.0,,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,,2.0,8.0,,,,1.0,1.0,1.0,1.0,20.0,1.0,0.25,0.3333333333333333,0.2,0.25,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,0.6943,0.6943,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,0.5,,,,1.0,1.0,0.6943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,
