EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,LongMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,ShortMidRangePctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,Corner3Frequency,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Corner3FGM,SecondChanceArc3FGA,PtsAssisted3s,Arc3Assists,Assisted3sPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,BlockedLongMidRange,OffCorner3ReboundPct,on,PenaltyCorner3FGA,FTDefRebounds,DefFTReboundPct,PenaltyCorner3Frequency,Defensive 3 Seconds Violations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
128,1610612762,David Benoit,David Benoit,128,UTA,677.0,11,-3.0,22,20,12,16,5.0,42,1.0,1.0,1.0,3.0,1.0,4.0,2.0,25,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,12,1.0,1.0,0.25,0.5,0.25,0.5,0.25,0.5,14.814814814814813,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.25,0.75,0.3333333333333333,0.3333333333333333,1.0,0.5,0.25,0.40415,0.43920000000000003,1.0,14.174999999999999,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1521,1610612762,Jacque Vaughn,Jacque Vaughn,1521,UTA,989.0,16,-1.0,34,30,9,18,6.0,64,1.0,,,3.0,,4.0,3.0,34,,2.0,3.0,,,,,3.0,9,,,,,0.25,0.375,0.25,0.375,14.634146341463415,,,,0.16666666666666666,0.5,,,,,0.5,0.36355,0.359225,1.0,14.399999999999999,0.2647058823529412,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,26.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
178,1610612762,Olden Polynice,Olden Polynice,178,UTA,5996.0,100,7.0,179,178,30,41,30.0,357,19.0,6.0,1.0,2.0,16.0,29.0,39.0,178,4.0,7.0,9.0,14.0,1.0,3.0,19.0,9.0,30,0.4375,0.6363636363636364,0.5517241379310345,0.5714285714285714,0.5333333333333333,0.5714285714285714,0.5571428571428572,0.5625,19.339622641509433,0.041666666666666664,0.034482758620689655,0.043478260869565216,0.6333333333333333,0.06666666666666667,0.5,0.5,1.0,0.8571428571428571,0.6666666666666666,0.5053275862068966,0.5761285714285714,0.23076923076923078,3.2517241379310344,0.16759776536312848,,1.0,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,,2.0,4.0,12.0,1.0,,,,0.03333333333333333,0.034482758620689655,,0.03333333333333333,,,,,,36.7,12.0,6.0,10.0,3.0,3.0,8.0,7.0,6.0,11.0,1.0,13.0,1.0,18.0,10.0,1.0,1.0,15.0,2.0,16.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,6.0,1.0,1.0,10.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5454545454545454,0.5454545454545454,0.5416666666666666,0.05263157894736842,0.16666666666666666,0.031746031746031744,0.1744186046511628,0.09090909090909091,0.16494845360824742,0.22580645161290322,0.10344827586206896,0.19230769230769232,0.125,0.05,0.03333333333333333,0.25,0.631578947368421,0.6666666666666666,0.4166666666666667,0.26666666666666666,0.375,0.375,0.3333333333333333,0.9090909090909091,0.6,0.5,0.57294,0.11764705882352941,0.12121212121212122,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
252,1610612762,Karl Malone,Karl Malone,252,UTA,5190.0,86,6.0,153,154,26,28,24.0,307,24.0,2.0,3.0,15.0,25.0,52.0,57.0,150,2.0,2.0,4.0,42.0,5.0,20.0,24.0,4.0,26,0.84,0.875,0.4807692307692308,1.0,0.4716981132075472,1.0,0.49107142857142855,1.0,34.831460674157306,0.21739130434782608,0.25,0.22727272727272727,0.4528301886792453,0.2830188679245283,0.2,0.2,1.0,1.0,0.4716981132075472,0.4828990566037736,0.5276000000000001,0.07017543859649122,7.709615384615384,0.16993464052287582,,,,,,1.0,,,,,,3.0,12.0,,12.0,,2.0,24.0,2.0,5.0,,,,,0.018867924528301886,0.057692307692307696,,,,,,,,23.0,18.0,5.0,6.0,2.0,4.0,13.0,7.0,5.0,9.0,1.0,11.0,,8.0,2.0,8.0,1.0,3.0,15.0,4.0,1.0,4.0,2.0,4.0,2.0,1.0,,,6.0,,,10.0,4.0,1.0,2.0,,2.0,,,0.5555555555555556,0.5,0.55,0.08333333333333333,0.6666666666666666,0.2631578947368421,0.041666666666666664,0.1,0.04878048780487805,0.08333333333333333,,0.041666666666666664,0.14285714285714285,0.2777777777777778,0.2692307692307692,0.04,0.75,0.8181818181818182,0.7777777777777778,0.24528301886792453,0.3076923076923077,0.3333333333333333,1.0,0.6,0.8333333333333334,1.0,0.5447277777777778,0.07272727272727272,0.07407407407407407,0.19298245614035087,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.07692307692307693,0.23076923076923078,1.0,0.018867924528301886,0.8,0.1,,,,,,,,,,,,,,True,,,,,,,,,,
935,1610612762,Bryon Russell,Bryon Russell,935,UTA,5932.0,99,10.0,176,175,27,38,29.0,351,8.0,2.0,4.0,7.0,8.0,20.0,25.0,170,2.0,4.0,5.0,12.0,7.0,15.0,15.0,5.0,27,0.75,0.75,0.4,0.5,0.3793103448275862,0.5,0.4032258064516129,0.5,14.97584541062802,0.2916666666666667,0.1724137931034483,0.2608695652173913,0.27586206896551724,0.2413793103448276,0.5714285714285714,0.5714285714285714,0.75,0.5,0.5862068965517241,0.4992637931034482,0.43485000000000007,0.2,9.23,0.1534090909090909,1.0,7.0,,,2.0,9.0,,,,7.0,1.0,2.0,10.0,1.0,11.0,,1.0,23.0,,5.0,1.0,0.2222222222222222,,0.2222222222222222,0.3103448275862069,0.1,,0.2413793103448276,0.14285714285714285,0.14285714285714285,,,0.14285714285714285,24.477777777777778,3.0,,,1.0,1.0,5.0,3.0,,1.0,,,1.0,4.0,,6.0,,,8.0,,,3.0,3.0,,,,,,,,,4.0,1.0,1.0,,,,,,,,,0.25,,0.12698412698412698,,,,,,,,0.15,0.16666666666666666,,0.375,0.5,0.6666666666666666,0.1724137931034483,0.2,0.2,1.0,,,0.5,0.43765,0.03333333333333333,0.047619047619047616,,2.0,,1.0,3.0,,,,,,,,,,,,,0.06896551724137931,,,1.0,1.0,6.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,,,True,,,,,,,,,,
304,1610612762,John Stockton,John Stockton,304,UTA,4929.0,82,7.0,145,145,21,21,25.0,290,7.0,1.0,3.0,4.0,5.0,12.0,14.0,144,,1.0,,6.0,3.0,6.0,11.0,,21,0.6,0.6,0.4166666666666667,,0.38461538461538464,,0.42857142857142855,,9.248554913294798,0.15,0.08108108108108109,0.15789473684210525,0.5384615384615384,0.3076923076923077,0.75,0.75,0.6666666666666666,0.5,0.6153846153846154,0.5008961538461538,0.538775,,7.033333333333334,0.14482758620689656,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,24.0,,24.0,,5.0,48.0,,7.0,1.0,,,,0.07692307692307693,0.16666666666666666,,0.07692307692307693,,,0.5,,,24.3,2.0,,,,,1.0,4.0,,,2.0,2.0,,4.0,,13.0,1.0,4.0,3.0,5.0,1.0,5.0,3.0,,2.0,,,,2.0,2.0,1.0,6.0,1.0,,2.0,,2.0,,,,,1.0,0.2857142857142857,,0.05555555555555555,0.0547945205479452,0.1,0.060240963855421686,0.03571428571428571,0.12,,,0.06666666666666667,0.07142857142857142,0.16666666666666666,0.2857142857142857,0.4,0.5,0.07692307692307693,,,,,,,,0.07142857142857142,0.07692307692307693,0.14285714285714285,,,,6.0,2.0,1.0,,,,,4.0,1.0,1.0,,,0.5,,,,,,,,,,,,,,,1.0,0.3333333333333333,True,,,,,,,,,,
330,1610612762,Danny Manning,Danny Manning,330,UTA,738.0,12,3.0,23,22,4,11,5.0,45,1.0,,1.0,1.0,3.0,6.0,8.0,26,,,2.0,6.0,,2.0,3.0,2.0,4,1.0,1.0,0.5,,0.5,,0.5714285714285714,1.0,26.666666666666668,,0.2857142857142857,,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,,0.16666666666666666,0.40815,,0.25,8.383333333333333,0.17391304347826086,,,,,,,,,,,,1.0,,,,,,,2.0,5.0,2.0,,,,,0.16666666666666666,,,,,,,,,,,1.0,,2.0,4.0,2.0,1.0,2.0,,2.0,2.0,,,,,1.0,2.0,1.0,,1.0,,,1.0,,,,1.0,,1.0,2.0,,1.0,1.0,,1.0,,,0.5,0.5,0.5,,,0.3333333333333333,0.08333333333333333,,0.07692307692307693,0.14285714285714285,,,,0.5,0.25,,,,,0.6666666666666666,0.5,0.6666666666666666,1.0,0.5,,,0.4822,,,0.25,,,,,1.0,,,,,,,1.0,,0.25,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
923,1610612762,Donyell Marshall,Donyell Marshall,923,UTA,4806.0,80,5.0,143,144,11,19,23.0,287,15.0,3.0,1.0,4.0,14.0,30.0,28.0,141,1.0,3.0,2.0,18.0,1.0,12.0,16.0,2.0,11,0.6428571428571429,0.8181818181818182,0.4666666666666667,0.3333333333333333,0.45161290322580644,0.3333333333333333,0.45161290322580644,0.3333333333333333,21.301775147928996,0.05,0.16666666666666666,0.05263157894736842,0.4838709677419355,0.12903225806451613,0.25,0.3333333333333333,1.0,1.0,0.5161290322580645,0.48122419354838714,0.5387666666666667,0.07142857142857142,5.4766666666666675,0.07692307692307693,,,,,,1.0,,,,,,3.0,2.0,1.0,3.0,,,7.0,5.0,12.0,2.0,,,,0.03225806451612903,0.1,0.25,,,,,,,23.5,10.0,3.0,3.0,1.0,3.0,11.0,,3.0,3.0,,6.0,,10.0,6.0,1.0,,4.0,11.0,4.0,,,,1.0,4.0,,,,5.0,3.0,2.0,,,,3.0,,3.0,,,1.0,1.0,1.0,0.13333333333333333,0.2,0.21153846153846154,0.05555555555555555,,0.05128205128205128,0.07692307692307693,0.07692307692307693,,,0.21428571428571427,0.25925925925925924,,0.6666666666666666,0.7692307692307693,0.6,0.3548387096774194,0.2727272727272727,0.2727272727272727,0.6666666666666666,1.0,1.0,0.3333333333333333,0.5348666666666667,,,0.21428571428571427,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,2.0,,0.09090909090909091,0.6666666666666666,0.03225806451612903,,,,,,1.0,,,,,,,,2.0,,True,,,,,,,,,,
317,1610612762,John Starks,John Starks,317,UTA,582.0,10,,17,17,7,9,3.0,34,1.0,,,2.0,1.0,3.0,7.0,17,,1.0,5.0,2.0,,1.0,1.0,5.0,7,1.0,1.0,0.3333333333333333,,0.4166666666666667,0.75,0.5,0.8333333333333334,35.0,,0.125,,0.16666666666666666,0.3333333333333333,,,,,0.6666666666666666,0.497425,0.48682499999999995,0.7142857142857143,13.5,0.4117647058823529,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,3.0,1.0,,,,,,,,,1.0,,0.3333333333333333,1.0,0.3333333333333333,0.5,,,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,24.433333333333334,1.0,,,,,,2.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,0.14285714285714285,,,,,,,,0.3333333333333333,,,1.0,1.0,1.0,,,,,,,,0.58185,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,3.0,,1.0,,,,,1.0,1.0,,,True,,,,,,,,,,
180,1610612762,John Crotty,John Crotty,180,UTA,141.0,2,1.0,3,5,3,4,,8,,,,,,,2.0,5,,,2.0,,,,,2.0,3,,,,,,,1.0,1.0,33.333333333333336,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
