EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,3SecondViolations,OffAtRimReboundPct,FTDefRebounds,DefFTReboundPct,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyFG3M,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyArc3Accuracy,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,BlockedLongMidRange,OffFTReboundPct,on,Blocked3s,BlockedArc3
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,3267.0,54,-16.0,111,111,9,23.0,15,222,7.0,11.0,2.0,5.0,,,1.0,3.0,,,,,,,,,8.0,14.0,,,4.0,20.0,132.0,2.0,5.0,,1.0,5.0,,,,1.0,1.0,8.0,8.0,,,4.0,,,,,1.0,,1.0,,,1.0,,,2.0,3.0,4.0,1.0,7.0,9.0,7.0,16.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,,12.0,17.0,1.0,1.0,8.0,,4.0,,2.0,,2.0,2.0,1.0,1.0,9,1.0,0.5,0.6666666666666666,,,,0.5714285714285714,0.4,,0.5714285714285714,0.4,,0.5555555555555556,0.35714285714285715,0.5,,,,,,,,15.267175572519083,0.5,0.1320754716981132,0.09523809523809523,0.2,0.23076923076923078,0.13793103448275862,0.12727272727272726,0.06666666666666667,0.05263157894736842,0.25,,0.12,0.2,0.2,,0.3333333333333333,0.5,0.7857142857142857,0.6363636363636364,0.6363636363636364,0.42857142857142855,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,1.0,0.4,,,,,,0.7857142857142857,,0.5441214285714285,0.5811666666666667,,0.2222222222222222,0.2222222222222222,0.25,0.05,2.4857142857142853,,0.08108108108108109,,0.25,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,406.0,7,2.0,13,10,10,2.0,4,23,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,2.0,2.0,,,1.0,5.0,9.0,2.0,2.0,,,4.0,1.0,1.0,,1.0,3.0,,4.0,,,4.0,,,,,,,,,,,,,,,2.0,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,1.0,1.0,,,2.0,,,1.0,1.0,1.0,,1.0,,3.0,10,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.75,,,,,,,,17.64705882352941,,0.16666666666666666,0.4,,,0.16666666666666666,0.2857142857142857,,0.3333333333333333,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,0.5872999999999999,0.5872999999999999,0.5502,,,0.8,0.6,,,0.7692307692307693,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,1112.0,19,5.0,34,35,7,14.0,4,69,1.0,2.0,,,,,1.0,2.0,,,,,,,,,2.0,4.0,,,2.0,6.0,36.0,,,,,,,1.0,,2.0,2.0,2.0,2.0,,,,,,,,1.0,3.0,4.0,2.0,1.0,,,1.0,11.0,,1.0,,1.0,1.0,1.0,2.0,,,,,2.0,,,,2.0,2.0,,1.0,1.0,1.0,,,2.0,,,1.0,,,,,,2.0,7,,0.5,0.5,,,,0.5,,,0.5,,,0.6,,0.5,,,,,,,,17.5,1.0,0.1111111111111111,0.07142857142857142,,,0.0625,0.058823529411764705,,0.2,,,0.14285714285714285,,,,,,0.5,0.5,0.5,,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,0.5,,0.43367500000000003,,0.2002,,,,0.3333333333333333,3.475,,0.20588235294117646,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
1720,1610612753,Michael Doleac,Michael Doleac,1720,ORL,773.0,13,6.0,22,25,5,13.0,3,47,2.0,4.0,1.0,2.0,,,,,1.0,4.0,,,,,,,3.0,8.0,,,,6.0,21.0,1.0,2.0,,,2.0,,,,,,2.0,4.0,,,2.0,,,2.0,,,,,,,,,,,,2.0,2.0,1.0,5.0,2.0,7.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,5,,0.3333333333333333,0.5,,,,0.375,0.5,,0.375,0.5,,0.375,0.5,,,,0.25,0.25,,0.25,,33.33333333333333,,0.16666666666666666,0.2,0.4,,0.2727272727272727,0.16666666666666666,0.5,,,,0.2,,0.5,,0.3333333333333333,,0.5,0.5,0.6666666666666666,,,,,,0.5,0.25,0.3333333333333333,1.0,,,,,,1.0,0.5,,,,,,0.5,,0.5208625,0.5815,,,,0.3333333333333333,,9.3375,,0.22727272727272727,,0.3333333333333333,2.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,False,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,1177.0,20,10.0,36,37,9,16.0,6,73,,1.0,,,,,,1.0,2.0,4.0,,,3.0,3.0,,,2.0,6.0,3.0,3.0,,13.0,36.0,1.0,3.0,,,2.0,,1.0,,,,4.0,,9.0,,,3.0,3.0,,,,2.0,2.0,2.0,,,,,6.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,9,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,0.7222222222222222,0.3333333333333333,,0.7222222222222222,0.3333333333333333,,0.3333333333333333,,,,,,,22.22222222222222,1.0,,,,,,,,,,,,,,,,,0.1111111111111111,,,,0.1111111111111111,,,,0.4444444444444444,0.5,0.5,1.0,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,0.4444444444444444,1.0,0.4126111111111111,0.36025,0.3728,,,0.15384615384615385,,13.033333333333333,25.900000000000002,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,195.0,3,,7,6,4,3.0,2,13,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,3.0,,3.0,7.0,,1.0,1.0,,3.0,,1.0,3.0,,3.0,,,3.0,,,2.0,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4,,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.375,0.75,0.375,0.375,0.75,0.375,0.75,0.3333333333333333,,,,,0.5,40.0,,,,,0.5,,0.2,,,1.0,,,,,,,,,,,,,,,,0.25,,,,0.25,0.5,0.5,1.0,1.0,,,0.5,,,0.25,0.5,0.75,0.5,0.41831250000000003,0.4029,0.41831250000000003,,,1.0,1.0,16.9,25.5,0.5714285714285714,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,1.0,1.0,,0.3333333333333333,0.5,,,,,,False,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,473.0,8,2.0,16,16,4,5.0,3,32,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,2.0,,,,2.0,19.0,1.0,2.0,,,2.0,1.0,1.0,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,2.0,,1.0,1.0,2.0,3.0,,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,2.0,4,,,,,,,0.5,0.5,1.0,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,,,,,,,,15.0,1.0,0.3333333333333333,0.4,,,0.125,0.2857142857142857,,0.5,,,0.5,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,1.0,0.5,,1.0,1.0,,,1.0,,0.55375,0.55375,0.5502,,,1.0,1.0,,,0.25,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,1.0
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,734.0,12,8.0,21,23,6,13.0,3,44,1.0,1.0,,,,,1.0,2.0,,1.0,,,1.0,3.0,,2.0,2.0,4.0,1.0,3.0,,7.0,17.0,,,,,,,,2.0,,3.0,,4.0,3.0,,,3.0,1.0,,,1.0,,1.0,,,,,1.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6,,,,1.0,0.3333333333333333,0.3333333333333333,0.5,,,0.5,,0.75,0.5,,0.75,0.42857142857142855,,,,,,,26.923076923076923,,,,,0.5,,0.07692307692307693,,,0.5,,,,,,0.25,,0.14285714285714285,1.0,1.0,,0.2857142857142857,0.5,0.5,,0.14285714285714285,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,,1.0,0.5714285714285714,0.3333333333333333,0.47455714285714284,,0.51585,,,,0.42857142857142855,10.0,24.8,0.2857142857142857,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,0.5,,,,,,False,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,753.0,13,13.0,21,23,6,13.0,5,44,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,17.0,1.0,1.0,,,2.0,,,,,,,2.0,,,,,,,,1.0,1.0,2.0,1.0,,,1.0,,5.0,,2.0,2.0,2.0,5.0,2.0,7.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,6,1.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,3.4482758620689657,,0.3333333333333333,0.16666666666666666,0.5,,0.4,0.13333333333333333,,0.2857142857142857,,,0.4,,0.6666666666666666,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,0.5221,0.5221,,,,1.0,,,,0.2857142857142857,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,False,,
244,1610612753,Dee Brown,Dee Brown,244,ORL,288.0,5,2.0,10,9,1,1.0,1,19,,,,,,,,,,,1.0,,1.0,1.0,,,,,2.0,2.0,,6.0,12.0,,,,,,,,,,,,,6.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1,,,,1.0,1.0,1.0,,,,1.5,,,1.5,,,1.0,,,,,,,18.181818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,1.0,1.0,,,,,,,,1.0,1.0,0.557925,,,,,,,,24.7,0.1,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,False,,
680,1610612753,John Amaechi,John Amaechi,680,ORL,316.0,5,-1.0,11,9,1,,1,20,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,1,,,,,,,,,,,,,0.25,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.571,,,0.5,0.5,,,1.5,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
690,1610612753,Don Reid,Don Reid,690,ORL,64.0,1,5.0,2,2,2,2.0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
