EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,Fg2aBlocked,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,Avg2ptShotDistance,PenaltyFtPoints,OffThreePtRebounds,DeadBallTurnovers,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,FTDefRebounds,DefFTReboundPct,HeaveAttempts,ShortMidRangeAssists,Travels,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,OffCorner3ReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3FGA,SecondChanceArc3Frequency,on,BlockedLongMidRange,DefCorner3ReboundPct,3SecondViolations,Loose Ball Fouls
105,1610612748,Dan Majerle,Dan Majerle,105,MIA,4270.0,71,-18.0,129,133,43.0,47.0,17.0,262,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,12.0,1.0,2.0,4.0,14.0,2.0,16.0,152,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,9.0,3.0,2.0,12.0,4.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,12.0,3.0,1.0,6.0,7.0,3.0,10.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,7.0,4.0,2.0,2.0,43.0,0.75,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,0.4375,0.5,1.0,0.4444444444444444,0.5,1.0,0.875,13.698630136986301,1.0,0.11538461538461539,0.06382978723404255,0.14285714285714285,0.11864406779661017,0.04838709677419355,0.07692307692307693,0.08333333333333333,0.045454545454545456,0.21428571428571427,0.08333333333333333,0.07692307692307693,0.16666666666666666,0.09090909090909091,0.125,0.5,0.5,0.125,0.75,0.3333333333333333,0.3333333333333333,0.75,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.544725,0.6102000000000001,0.6167,0.1111111111111111,0.5,0.1875,0.125,24.964285714285715,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1477,1610612748,Bruce Bowen,Bruce Bowen,1477,MIA,141.0,2,3.0,5,4,,1.0,,9,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,2277.0,38,-7.0,70,69,27.0,32.0,10.0,139,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,21.0,1.0,4.0,3.0,22.0,75,1.0,3.0,2.0,4.0,3.0,5.0,9.0,12.0,,3.0,2.0,3.0,1.0,3.0,,3.0,,,,3.0,6.0,1.0,,2.0,2.0,1.0,3.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,3.0,5.0,3.0,2.0,9.0,27.0,,0.25,0.25,0.38095238095238093,0.3333333333333333,0.6,0.38,0.3333333333333333,0.5625,0.4230769230769231,0.5,0.5625,0.16,33.33333333333333,1.0,0.07692307692307693,0.029411764705882353,,0.06451612903225806,0.025,,,0.06666666666666667,,0.2,0.07142857142857142,,,0.16,0.75,1.0,0.04,0.12,0.3333333333333333,0.3333333333333333,,0.3333333333333333,1.0,0.125,1.0,0.32,0.3333333333333333,0.447282,0.45376666666666665,0.471125,0.07692307692307693,0.09090909090909091,0.18181818181818182,0.4090909090909091,25.674999999999997,0.38571428571428573,1.0,6.0,4.0,11.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,0.25,0.2857142857142857,0.3333333333333333,0.09523809523809523,0.25,0.09090909090909091,0.24,0.16666666666666666,0.16666666666666666,1.0,0.44,0.36363636363636365,0.4,0.25,0.125,0.25,0.5,11.947619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,2870.0,48,-2.0,88,86,27.0,26.0,13.0,174,3.0,5.0,1.0,2.0,1.0,3.0,,,,7.0,14.0,,,6.0,20.0,98,1.0,2.0,1.0,3.0,3.0,5.0,11.0,2.0,,,2.0,,,1.0,1.0,2.0,1.0,,,1.0,5.0,2.0,,4.0,4.0,3.0,7.0,,,,,,,,1.0,1.0,2.0,6.0,13.0,3.0,11.0,27.0,,,,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.75,0.55,,20.792079207920793,,0.11764705882352941,0.06666666666666667,,0.10526315789473684,0.07142857142857142,0.1,0.125,,0.1111111111111111,0.25,0.058823529411764705,,,0.35714285714285715,0.6,0.75,,,,,,1.0,0.5,0.6,0.3333333333333333,0.35714285714285715,,0.4498285714285714,0.5394,0.48647999999999997,0.1875,0.1875,0.15,0.55,,0.3068181818181818,,1.0,4.0,8.0,,,,,,12.0,2.0,1.0,2.0,0.8571428571428571,1.0,,0.14285714285714285,0.2,,0.07142857142857142,,,,0.5714285714285714,0.5,0.5,1.0,,,,10.707142857142857,5.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,0.08333333333333333,0.1,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,,,,
920,1610612748,A.C. Green,A.C. Green,920,MIA,501.0,8,-3.0,15,14,7.0,9.0,2.0,29,,,,,,,,,,,2.0,,,1.0,1.0,18,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,,7.0,,,,,,,,,,0.16666666666666666,,,,11.76470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34945000000000004,,0.3325,,,,,,0.4666666666666667,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,16.35,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,1846.0,31,-18.0,52,56,10.0,15.0,4.0,108,,1.0,,1.0,,,,,1.0,4.0,7.0,,1.0,,8.0,72,,1.0,,,,1.0,,6.0,,,,,,4.0,1.0,5.0,1.0,,1.0,2.0,11.0,,,,,,,,2.0,2.0,,2.0,2.0,,3.0,,,2.0,,,,10.0,,,,0.5714285714285714,,,0.5,,,0.5,,,0.125,19.642857142857142,0.6666666666666666,,,,,,,,,,,,,,0.125,,,,0.125,,,,1.0,,,,0.25,,0.41324285714285713,0.526,0.3507,,,,,40.1,0.19230769230769232,,,4.0,6.0,,,,,,2.0,,,1.0,0.25,0.25,,,,,,,,,0.75,0.6666666666666666,0.6666666666666666,0.25,,,,16.242857142857144,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,
193,1610612748,Anthony Mason,Anthony Mason,193,MIA,2514.0,42,-30.0,75,80,21.0,21.0,10.0,155,,1.0,,,,,,,,4.0,7.0,,,2.0,10.0,100,,,2.0,2.0,1.0,2.0,2.0,4.0,,,,,,1.0,1.0,2.0,1.0,,,1.0,5.0,,,4.0,5.0,1.0,6.0,,,,,2.0,2.0,,3.0,1.0,3.0,4.0,2.0,1.0,2.0,21.0,,,,0.5714285714285714,,0.5,0.5714285714285714,,0.5,0.625,1.0,0.5,,13.095238095238095,0.6666666666666666,0.14285714285714285,,,0.12121212121212122,0.02702702702702703,,,,,0.25,0.16666666666666666,,,0.14285714285714285,,,,,,,,,,,,0.14285714285714285,,0.3750714285714286,,0.33365,0.125,0.125,0.2,0.2,,0.28,2.0,3.0,2.0,3.0,,,,,,4.0,1.0,,,0.5,0.5,,0.14285714285714285,1.0,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,,10.642857142857142,,1.0,1.0,,,,,,,,,0.09090909090909091,0.125,,,1.0,0.5,,,,1.0,,,,,,,,,,,,,,,,,True,,,,
258,1610612748,Brian Grant,Brian Grant,258,MIA,3206.0,53,-13.0,97,101,33.0,40.0,11.0,198,,5.0,,1.0,,1.0,,,,7.0,18.0,,,7.0,21.0,116,,1.0,3.0,3.0,5.0,7.0,15.0,2.0,,,,,,,1.0,1.0,1.0,,,,3.0,2.0,,9.0,11.0,5.0,16.0,1.0,,,,3.0,3.0,,4.0,1.0,3.0,4.0,10.0,3.0,15.0,33.0,,,,0.3888888888888889,,0.7142857142857143,0.3888888888888889,,0.7142857142857143,0.45652173913043476,0.5,0.6818181818181818,,24.77064220183486,0.75,0.225,0.05714285714285714,,0.2,0.11627906976744186,0.1111111111111111,0.1111111111111111,,0.09090909090909091,0.42857142857142855,0.22727272727272727,,0.1111111111111111,0.2777777777777778,,,,,,,,1.0,,0.14285714285714285,,0.2777777777777778,,0.4345444444444444,0.5706,0.4214857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.7142857142857143,,0.3402061855670103,2.0,5.0,5.0,8.0,,,,,,12.0,2.0,,1.0,0.8571428571428571,0.8571428571428571,,0.1111111111111111,0.2,,0.2777777777777778,0.4,0.5,0.5,0.4444444444444444,0.625,0.625,1.0,,,,10.100000000000001,5.0,3.0,1.0,,2.0,3.0,2.0,1.0,3.0,1.0,0.2,0.375,0.3333333333333333,0.3333333333333333,,2.0,0.6666666666666666,,,,,1.0,2.0,0.5,,,,,,,,,,,,,,True,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,2797.0,47,,84,91,36.0,35.0,14.0,175,1.0,3.0,,,1.0,1.0,2.0,3.0,4.0,8.0,14.0,5.0,6.0,3.0,34.0,93,,,,3.0,4.0,5.0,9.0,10.0,9.0,6.0,,4.0,3.0,4.0,,4.0,,,,3.0,8.0,1.0,1.0,8.0,9.0,1.0,10.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,1.0,5.0,3.0,2.0,9.0,36.0,0.6,0.8333333333333334,0.8333333333333334,0.5714285714285714,,0.8,0.775,1.5,0.6666666666666666,0.8095238095238095,1.5,0.75,0.3,23.46938775510204,0.5,0.2,0.03333333333333333,0.5,0.21428571428571427,0.024390243902439025,,,0.08333333333333333,0.18181818181818182,,0.3,1.0,,0.15,0.3333333333333333,0.3333333333333333,0.1,0.2,0.75,0.75,0.6666666666666666,,,0.16666666666666666,1.0,0.45,0.75,0.48611499999999996,0.4566,0.4948833333333333,0.09523809523809523,0.13333333333333333,0.08823529411764706,0.2647058823529412,24.066666666666663,0.42857142857142855,,1.0,7.0,10.0,,,1.0,,1.0,6.0,1.0,1.0,2.0,0.375,0.375,,0.07142857142857142,,0.1,0.05,,,,0.5,0.7,0.7777777777777778,0.2857142857142857,,0.16666666666666666,,13.407142857142857,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,True,,,,
896,1610612748,Tim Hardaway,Tim Hardaway,896,MIA,737.0,12,4.0,25,25,11.0,9.0,4.0,50,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,2.0,24,,,,,1.0,1.0,2.0,2.0,,,,1.0,,4.0,,4.0,,,1.0,3.0,8.0,,,1.0,1.0,,1.0,,,,,2.0,1.0,1.0,2.0,1.0,,,,,2.0,11.0,,,,1.0,,1.0,0.5,,1.0,0.5,,1.0,0.5,14.285714285714285,1.0,0.08333333333333333,,,0.07692307692307693,,,,,0.2,,,,,0.5,1.0,1.0,,0.5,,,,,,1.0,1.0,1.0,,0.5467,0.5784,0.515,,,,1.0,24.2,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,True,,,,
