EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceOffPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,LostBallSteals,SecondChanceTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,2pt And 1 Free Throw Trips,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Travels,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,SecondChanceFtPoints,BlockedShortMidRange,3SecondViolations,OffAtRimReboundPct,OffCorner3ReboundPct,BlockedLongMidRange,on,SelfOReb,SelfORebPct
1594,1610612752,Rick Brunson,Rick Brunson,1594,NYK,199.0,3.0,1,10.0,9,8.0,9,19,1.0,1.0,3.0,3.0,8,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,8.0,0.5,0.75,1.0,1.0,40.0,1.0,1.0,1.0,0.4869,0.6666666666666666,0.6666666666666666,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
280,1610612752,Felton Spencer,Felton Spencer,280,NYK,230.0,4.0,1,11.0,10,9.0,10,21,,,,,10,,,,,,,,,,,9.0,,,,,,,,,,,,,0.8181818181818182,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
349,1610612752,Mark Jackson,Mark Jackson,349,NYK,4026.0,67.0,-4,127.0,123,48.0,83,250,5.0,7.0,2.0,11.0,139,2.0,7.0,,2.0,,3.0,2.0,2.0,,7.0,48.0,0.4583333333333333,0.875,,,11.194029850746269,0.6666666666666666,0.45454545454545453,0.8181818181818182,0.526205,,,0.6363636363636364,0.3779527559055118,2.0,5.0,2.0,8.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,6.0,4.0,10.0,1.0,3.0,4.0,1.0,1.0,24.0,1.0,1.0,8.0,1.0,10.0,1.0,11.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.3333333333333333,0.42857142857142855,1.0,0.4090909090909091,0.8333333333333334,0.36363636363636365,0.1111111111111111,0.14035087719298245,0.03571428571428571,0.2,0.14516129032258066,0.024390243902439025,0.09090909090909091,0.11764705882352941,0.16666666666666666,0.14285714285714285,0.2,0.6,0.6,0.3333333333333333,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.5,0.5232,1.9142857142857144,34.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
779,1610612752,Glen Rice,Glen Rice,779,NYK,8660.0,144.0,-5,262.0,257,73.0,134,519,8.0,38.0,7.0,61.0,276,5.0,15.0,3.0,5.0,3.0,7.0,2.0,8.0,2.0,15.0,73.0,0.5446428571428571,0.5769230769230769,0.07894736842105263,0.125,21.575342465753426,0.7142857142857143,0.15384615384615385,0.4230769230769231,0.4552759615384615,0.037037037037037035,0.05,0.2459016393442623,0.2786259541984733,3.0,10.0,2.0,26.0,7.0,,,14.0,5.0,2.0,9.0,,1.0,18.0,6.0,14.0,2.0,7.0,2.0,3.0,16.0,20.0,18.0,,9.0,2.0,2.0,1.0,3.0,,1.0,1.0,1.0,,7.0,,4.0,12.0,3.0,19.0,3.0,22.0,3.0,2.0,2.0,2.0,,2.0,2.0,,0.4444444444444444,0.47058823529411764,1.0,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.47368421052631576,0.2857142857142857,0.5192307692307693,0.5,0.2692307692307692,0.2,0.1016949152542373,,0.18181818181818182,0.11428571428571428,0.018691588785046728,,0.03571428571428571,0.13333333333333333,0.11666666666666667,0.18181818181818182,0.875,1.0,0.2857142857142857,0.2692307692307692,0.09615384615384616,0.17307692307692307,0.2222222222222222,0.2222222222222222,1.0,,,0.1,,0.2222222222222222,0.41151,12.0,24.221428571428568,2.0,2.0,6.0,5.0,16.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.14285714285714285,0.07407407407407407,0.09090909090909091,0.42857142857142855,0.5,0.6666666666666666,0.3076923076923077,0.3125,0.3125,0.4,0.8,0.8,1.0,0.6666666666666666,1.0,0.3333333333333333,0.2,1.0,0.5585,0.06557377049180328,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
970,1610612752,Othella Harrington,Othella Harrington,970,NYK,2865.0,48.0,-18,87.0,86,20.0,46,173,5.0,7.0,2.0,8.0,82,,2.0,3.0,2.0,1.0,3.0,,3.0,2.0,2.0,20.0,0.5,0.5,0.42857142857142855,0.6,11.458333333333334,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.5139285714285714,0.25,0.25,0.25,0.22988505747126436,3.0,11.0,1.0,9.0,2.0,1.0,2.0,2.0,,,,,,3.0,,,1.0,2.0,,,2.0,4.0,,,,,1.0,,1.0,,,1.0,,,2.0,1.0,1.0,2.0,,3.0,4.0,7.0,4.0,2.0,1.0,1.0,,2.0,,,0.3333333333333333,0.3333333333333333,,,,,0.42857142857142855,0.5,0.42857142857142855,0.5,,,0.06060606060606061,0.029411764705882353,0.125,0.07317073170731707,0.09302325581395349,0.09090909090909091,,0.1,0.06666666666666667,0.125,0.4,1.0,0.5,0.2857142857142857,,,,,,1.0,0.5,,,,0.53035,2.885714285714286,,,3.0,1.0,,,,,,,,3.0,,,,3.0,,2.0,,1.0,2.0,2.0,2.0,,,,,,0.3333333333333333,0.375,0.5,0.5,,,,,,,,,1.0,,,,,0.4988,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,
275,1610612752,Allan Houston,Allan Houston,275,NYK,5641.0,94.0,-13,170.0,165,51.0,86,335,2.0,24.0,13.0,54.0,186,10.0,27.0,,2.0,,7.0,2.0,13.0,1.0,27.0,51.0,0.6973684210526315,0.75,,,23.93617021276596,0.2857142857142857,0.0625,0.3125,0.4049625,0.030303030303030304,0.04,0.5,0.3,2.0,9.0,3.0,15.0,1.0,,,10.0,1.0,5.0,7.0,3.0,4.0,13.0,5.0,8.0,4.0,9.0,3.0,4.0,8.0,18.0,9.0,,7.0,5.0,2.0,,2.0,,,,1.0,1.0,4.0,,,5.0,,5.0,,5.0,1.0,1.0,2.0,5.0,1.0,,5.0,,0.3076923076923077,0.3076923076923077,0.6,0.625,0.75,0.625,0.5416666666666666,0.4444444444444444,0.640625,0.6538461538461539,0.25,,0.0625,,,0.05102040816326531,,,0.13043478260869565,0.09523809523809523,,,0.5,0.5,,0.3125,0.03125,0.21875,0.7142857142857143,0.7142857142857143,0.6,,,0.3076923076923077,0.75,0.7142857142857143,0.38065000000000004,13.183333333333332,24.887500000000003,,,3.0,9.0,12.0,,,,4.0,,,5.0,6.0,,,,,,3.0,1.0,1.0,1.0,,0.6,0.6,,,,,0.3,0.3,,0.375,0.75,0.75,0.4444444444444444,,,,,,0.8,,,0.5090625,0.1111111111111111,,,,1.0,2.0,2.0,6.0,1.0,1.0,0.4,0.2,0.5,1.0,,,,,,,,,,,,,,True,,
84,1610612752,Latrell Sprewell,Latrell Sprewell,84,NYK,6986.0,116.0,-6,209.0,207,57.0,108,416,16.0,41.0,15.0,63.0,237,7.0,17.0,6.0,8.0,2.0,10.0,1.0,19.0,6.0,17.0,57.0,0.5338983050847458,0.4722222222222222,0.14634146341463414,0.0625,29.48717948717949,0.8,0.3137254901960784,0.5098039215686274,0.4511725490196079,0.125,0.13333333333333333,0.2698412698412698,0.2727272727272727,5.0,13.0,4.0,21.0,13.0,2.0,2.0,12.0,2.0,1.0,8.0,,3.0,21.0,2.0,10.0,5.0,10.0,,4.0,6.0,36.0,6.0,,8.0,1.0,7.0,4.0,11.0,3.0,1.0,4.0,2.0,1.0,26.0,2.0,1.0,5.0,1.0,7.0,3.0,10.0,3.0,3.0,6.0,2.0,,,3.0,,0.14285714285714285,0.14285714285714285,1.0,0.2,,0.2,0.5121951219512195,0.5,0.47058823529411764,0.35714285714285715,0.19607843137254902,0.07692307692307693,0.05,0.03333333333333333,0.08333333333333333,0.05357142857142857,0.036585365853658534,0.043478260869565216,0.09090909090909091,0.04,0.03773584905660377,0.08333333333333333,0.8125,0.8666666666666667,0.15384615384615385,0.23529411764705882,0.0392156862745098,0.1568627450980392,0.125,0.125,1.0,0.14285714285714285,1.0,0.21428571428571427,,0.125,0.4569607142857142,8.526829268292682,25.630000000000003,1.0,2.0,3.0,5.0,13.0,1.0,,1.0,,1.0,3.0,1.0,2.0,,1.0,,,,1.0,,,,0.3333333333333333,0.25,0.25,0.16666666666666666,,0.045454545454545456,0.058823529411764705,0.25,0.3,,0.2549019607843137,0.38461538461538464,0.5,0.2,0.5,0.5,1.0,0.5,0.5,,0.07142857142857142,,0.5053,0.031746031746031744,2.0,,,1.0,,,,,,,0.25,,,1.0,1.0,0.23076923076923078,0.05,1.0,0.09090909090909091,,,,,,,,True,,
369,1610612752,Charlie Ward,Charlie Ward,369,NYK,4758.0,79.0,2,140.0,139,27.0,58,279,8.0,13.0,5.0,22.0,140,3.0,3.0,1.0,7.0,3.0,8.0,2.0,5.0,1.0,3.0,27.0,0.4230769230769231,0.3,0.07692307692307693,,20.858895705521473,0.875,0.34782608695652173,0.782608695652174,0.49767608695652177,0.041666666666666664,0.07142857142857142,0.13636363636363635,0.19285714285714287,4.0,8.0,2.0,18.0,2.0,,,2.0,1.0,3.0,9.0,,1.0,4.0,3.0,10.0,,2.0,,1.0,2.0,6.0,6.0,,9.0,3.0,4.0,3.0,7.0,3.0,,2.0,1.0,1.0,17.0,2.0,1.0,4.0,,5.0,2.0,7.0,2.0,1.0,4.0,1.0,,,2.0,,0.25,0.25,0.6666666666666666,0.3,,0.3,0.3076923076923077,,0.3695652173913043,,0.43478260869565216,,0.06557377049180328,0.0392156862745098,0.0625,0.06493506493506493,0.029411764705882353,,0.08333333333333333,0.058823529411764705,0.0625,0.0625,0.25,0.25,0.5,0.08695652173913043,0.043478260869565216,0.391304347826087,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,0.3333333333333333,,0.3333333333333333,0.3853333333333333,5.707692307692309,24.71,,,1.0,1.0,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.5,0.5,,0.13043478260869565,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,0.3333333333333333,0.11764705882352941,,,1.0,,,,,,,True,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,5616.0,94.0,12,167.0,160,45.0,64,327,13.0,21.0,14.0,38.0,168,6.0,10.0,3.0,2.0,1.0,7.0,2.0,20.0,10.0,10.0,45.0,0.6333333333333333,0.8333333333333334,0.14285714285714285,0.15384615384615385,19.270833333333336,0.2857142857142857,0.6190476190476191,0.6190476190476191,0.4969285714285714,0.3448275862068966,0.3448275862068966,0.2631578947368421,0.2694610778443114,9.0,16.0,1.0,21.0,7.0,1.0,1.0,6.0,,,,,,12.0,,,2.0,2.0,,,12.0,12.0,,,,,4.0,2.0,6.0,2.0,,,,4.0,14.0,9.0,3.0,14.0,3.0,20.0,11.0,31.0,1.0,1.0,1.0,5.0,,2.0,1.0,,0.5,0.6666666666666666,,,,,0.5714285714285714,1.0,0.5714285714285714,1.0,,0.3,0.17073170731707318,0.16666666666666666,0.2,0.17525773195876287,0.15714285714285714,0.23809523809523808,0.2,0.13636363636363635,0.175,0.2,0.5384615384615384,0.6363636363636364,0.5714285714285714,0.2857142857142857,,,,,,0.5,1.0,,,,0.5297000000000001,3.7428571428571424,,3.0,5.0,4.0,1.0,2.0,,,,,4.0,6.0,,11.0,6.0,2.0,,,1.0,4.0,3.0,2.0,3.0,0.6666666666666666,0.6666666666666666,0.6875,0.16666666666666666,,0.125,0.08333333333333333,0.6666666666666666,0.8,0.25,0.09523809523809523,0.5,0.5,1.0,,,,0.8333333333333334,0.6,,,,0.5401833333333333,0.2894736842105263,2.0,1.0,0.3333333333333333,,,,,,,,,,,,,,0.06666666666666667,,,,3.0,1.0,1.0,0.16666666666666666,0.25,,True,,
948,1610612752,Marcus Camby,Marcus Camby,948,NYK,4319.0,72.0,5,127.0,129,27.0,72,256,7.0,8.0,1.0,11.0,134,,,,,,,,5.0,2.0,,27.0,0.55,,,,7.142857142857143,,0.875,0.875,0.5361,0.2222222222222222,0.2222222222222222,,0.2125984251968504,3.0,6.0,,12.0,4.0,,,1.0,,,,,,5.0,,,,,,,8.0,2.0,,,,,2.0,,2.0,,,2.0,,,4.0,2.0,1.0,10.0,4.0,15.0,3.0,18.0,,,,,,,1.0,,0.8,1.0,,,,,0.625,,0.625,,,0.5,0.17543859649122806,0.05263157894736842,0.07142857142857142,0.15492957746478872,0.04081632653061224,0.06666666666666667,,0.15384615384615385,0.23529411764705882,0.07142857142857142,0.5714285714285714,0.5714285714285714,0.75,0.125,,,,,,,,,,,,0.575,,1.0,2.0,1.0,,,,,,,1.0,2.0,,2.0,2.0,,1.0,,,,3.0,2.0,3.0,0.5,0.5,0.3333333333333333,,0.2,,,1.0,1.0,1.0,,,,,,,,1.0,0.5,,,,0.5618,0.18181818181818182,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,1.0,True,,
