EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChancePointsPct,FTOffRebounds,BlockedAtRim,OffFTReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SelfOReb,RecoveredBlocks,AtRimPctBlocked,ShortMidRangePctBlocked,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,on,Blocked3s,BlockedArc3,BlockedLongMidRange,HeaveAttempts
1035,1610612759,Shawnelle Scott,Shawnelle Scott,1035,SAS,233.0,4,-7,8,7,4,1,1.0,15,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0,10,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4,1.0,0.5,0.75,0.5,44.44444444444444,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.494175,0.34575,0.5,1.0,25.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1507,1610612759,Derek Anderson,Derek Anderson,1507,SAS,7108.0,118,21,225,225,96,50,26.0,450,3.0,6.0,11.0,3.0,6.0,20,15.0,8.0,38.0,211,6.0,10.0,11.0,3.0,2.0,1.0,11.0,3.0,1.0,4.0,10.0,1.0,3.0,96,0.3,0.42857142857142855,0.47368421052631576,0.42857142857142855,19.140625,0.2727272727272727,0.17142857142857143,0.5,0.5,0.3142857142857143,0.21428571428571427,0.6,0.50046,0.4829392857142857,0.08108108108108109,0.13636363636363635,24.639999999999997,0.4266666666666667,2.0,2.0,2.0,3.0,1.0,11.0,1.0,4.0,3.0,5.0,1.0,2.0,6.0,1.0,5.0,8.0,2.0,5.0,21.0,2.0,15.0,3.0,5.0,8.0,4.0,12.0,2.0,2.0,6.0,2.0,28.0,1.0,1.0,10.0,10.0,2.0,12.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,21.0,2.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.4,0.3333333333333333,0.4,0.625,0.5714285714285714,0.59375,0.10416666666666667,0.011764705882352941,0.047619047619047616,0.08695652173913043,0.018867924528301886,0.022727272727272728,0.07142857142857142,0.13333333333333333,0.15384615384615385,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.5,0.3142857142857143,0.09090909090909091,0.09090909090909091,0.11428571428571428,0.25,0.25,1.0,0.45454545454545453,0.45454545454545453,0.8,1.0,0.14285714285714285,1.0,0.21428571428571427,0.6666666666666666,0.45454545454545453,0.5367,0.5526315789473685,10.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,20081.0,335,-2,634,632,240,146,74.0,1266,,,22.0,5.0,6.0,22,46.0,,75.0,671,13.0,2.0,22.0,4.0,4.0,,6.0,3.0,15.0,32.0,,,,240,0.2727272727272727,0.5514705882352942,0.5514705882352942,0.6764705882352942,10.30640668523677,0.6666666666666666,,,,0.3235294117647059,0.20833333333333334,0.6764705882352942,0.5019455882352941,0.4684395833333333,,,24.065217391304348,0.3785488958990536,,,,2.0,6.0,20.0,13.0,24.0,8.0,8.0,3.0,2.0,21.0,6.0,2.0,11.0,6.0,,22.0,10.0,63.0,,8.0,15.0,2.0,17.0,2.0,,9.0,3.0,36.0,1.0,7.0,25.0,33.0,8.0,41.0,4.0,1.0,,2.0,,,,,,,22.0,4.0,0.8333333333333334,1.0,1.0,0.45652173913043476,0.46153846153846156,0.45652173913043476,0.18181818181818182,0.4583333333333333,0.4583333333333333,0.08992805755395683,0.030973451327433628,0.014925373134328358,0.09309309309309309,0.027303754266211604,0.030612244897959183,,0.07042253521126761,0.10256410256410256,0.029411764705882353,,,,0.29411764705882354,0.3,0.3157894736842105,0.35294117647058826,0.5416666666666666,0.5416666666666666,1.0,0.36363636363636365,0.4,1.0,0.3,,,0.3333333333333333,0.4,0.36363636363636365,0.48699375,0.29333333333333333,17.83636363636364,1.0,3.0,4.0,1.0,1.0,4.0,2.0,8.0,2.0,1.0,2.0,3.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.4,0.4,0.043478260869565216,0.045454545454545456,0.05,0.09090909090909091,0.1111111111111111,0.10909090909090909,0.04411764705882353,0.016666666666666666,0.04,0.08888888888888889,0.07317073170731707,0.21428571428571427,0.8333333333333334,0.3,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,0.10666666666666667,,,,,,,,,,,,,,,,,,,,True,,,,
70,1610612759,Steve Kerr,Steve Kerr,70,SAS,1340.0,22,-9,42,41,21,13,4.0,83,,,2.0,2.0,2.0,3,2.0,,7.0,51,2.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,21,0.6666666666666666,0.7,0.7,0.4,13.333333333333332,1.0,,,,0.4,0.4,0.4,0.42089,0.42089,,,24.25,0.5,,,,,2.0,3.0,,,,1.0,,1.0,1.0,,2.0,3.0,1.0,,7.0,2.0,,3.0,1.0,2.0,1.0,3.0,,1.0,,,7.0,,2.0,2.0,2.0,2.0,4.0,2.0,1.0,,,,,,,,,7.0,,0.5,0.5,,0.5,0.5,0.5,0.6666666666666666,0.7,0.7,0.18181818181818182,0.16666666666666666,,0.125,0.125,0.2857142857142857,,0.25,0.16666666666666666,,,,,0.6,0.6666666666666666,0.6666666666666666,,,,,0.5,0.5,,,,,,0.5,0.5,0.3357,1.0,17.500000000000004,,,,,1.0,2.0,,2.0,,,,2.0,,,1.0,,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,0.5,,,,,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,True,,,,
955,1610612759,Samaki Walker,Samaki Walker,955,SAS,1696.0,28,-13,55,51,36,24,8.0,106,,2.0,,,1.0,6,,,2.0,72,,2.0,,,,,1.0,1.0,2.0,4.0,2.0,,1.0,36,0.16666666666666666,0.16666666666666666,0.14285714285714285,,12.307692307692307,,0.3333333333333333,,,,,0.3333333333333333,0.42103333333333337,0.460325,0.14285714285714285,0.14285714285714285,,0.6545454545454545,,2.0,,2.0,1.0,2.0,,,,,,,,,1.0,4.0,,,2.0,,,,,,1.0,1.0,1.0,,,,3.0,,1.0,2.0,2.0,3.0,5.0,,,,1.0,,,1.0,,,,2.0,1.0,,,,,,,0.25,0.25,0.25,0.13333333333333333,0.0625,,0.09523809523809523,0.038461538461538464,,,,0.25,0.3333333333333333,,,,0.3333333333333333,0.5,0.5,,,,,,,,,0.5,,,,,,1.0,8.416666666666666,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.25,,,0.125,,,,,,,,,,,2.0,1.0,0.5,,,,,,,,,,,,,,,,,True,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,4325.0,72,-37,135,130,64,31,10.0,265,2.0,3.0,1.0,1.0,4.0,11,1.0,7.0,18.0,162,1.0,2.0,1.0,2.0,,2.0,2.0,1.0,7.0,15.0,8.0,,4.0,64,0.36363636363636365,0.4583333333333333,0.5625,0.08333333333333333,12.587412587412588,1.0,0.25,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.4769291666666668,0.46045833333333325,0.25,0.26666666666666666,24.1,0.4740740740740741,1.0,1.0,1.0,2.0,1.0,6.0,,,,1.0,,1.0,1.0,,2.0,5.0,1.0,3.0,10.0,6.0,3.0,,1.0,,1.0,1.0,1.0,,,,3.0,,3.0,9.0,9.0,3.0,12.0,1.0,1.0,,,,,,,,,10.0,2.0,0.75,1.0,1.0,1.0,1.0,1.0,0.4,0.5833333333333334,0.625,0.1956521739130435,0.06521739130434782,,0.16071428571428573,0.05084745762711865,0.045454545454545456,,,0.19047619047619047,0.16666666666666666,0.5,0.5,1.0,0.5,0.16666666666666666,0.16666666666666666,,,,,1.0,1.0,1.0,,0.16666666666666666,1.0,,1.0,1.0,0.6973,0.5555555555555556,12.590909090909092,,,,,1.0,1.0,,4.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,0.16666666666666666,,,0.3125,,,1.0,,,,,,,0.2222222222222222,,,,1.0,1.0,2.0,0.5,1.0,1.0,,,,,,,,,,,True,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,18041.0,301,15,570,568,210,126,67.0,1138,36.0,56.0,1.0,1.0,68.0,141,1.0,42.0,181.0,590,1.0,76.0,1.0,16.0,6.0,10.0,25.0,12.0,13.0,26.0,64.0,6.0,28.0,210,0.48226950354609927,0.4894366197183099,0.5292397660818714,0.007042253521126761,30.29366306027821,0.64,0.39436619718309857,0.6428571428571429,0.75,0.007042253521126761,0.02,0.4014084507042254,0.48483028169014075,0.477102,0.17073170731707318,0.17177914110429449,24.6,0.3684210526315789,10.0,18.0,23.0,57.0,9.0,28.0,,,,1.0,,1.0,1.0,,22.0,49.0,1.0,20.0,67.0,60.0,,3.0,1.0,16.0,12.0,28.0,6.0,6.0,8.0,1.0,68.0,7.0,17.0,55.0,75.0,25.0,100.0,6.0,4.0,2.0,9.0,1.0,3.0,3.0,,7.0,,67.0,4.0,0.4411764705882353,0.4838709677419355,,1.0,1.0,1.0,0.4489795918367347,0.47,0.5234375,0.21235521235521235,0.08292682926829269,0.11864406779661017,0.22039473684210525,0.09090909090909091,0.08045977011494253,0.07894736842105263,0.2,0.2018348623853211,0.4014084507042254,0.40350877192982454,0.45098039215686275,0.30434782608695654,0.19718309859154928,0.32142857142857145,0.3333333333333333,,,,,1.0,1.0,,,0.36,0.5555555555555556,,1.0,1.0,0.5021055555555555,0.3701657458563536,7.021276595744681,,,,,12.0,24.0,,26.0,12.0,15.0,,7.0,12.0,8.0,2.0,1.0,1.0,18.0,5.0,18.0,,0.5,0.5,0.52,,0.10638297872340426,0.03571428571428571,,0.5,0.26666666666666666,0.07936507936507936,0.09090909090909091,0.19047619047619047,0.23529411764705882,0.21212121212121213,0.4166666666666667,0.3333333333333333,,,,,,,0.143646408839779,1.0,13.0,0.043478260869565216,8.0,16.0,2.0,0.5555555555555556,0.6666666666666666,0.5,4.0,10.0,0.14285714285714285,0.10526315789473684,0.06896551724137931,0.5555555555555556,0.25,,,,True,,,,
1498,1610612759,Antonio Daniels,Antonio Daniels,1498,SAS,11754.0,196,-13,369,367,130,87,43.0,736,13.0,18.0,13.0,6.0,25.0,50,23.0,11.0,91.0,408,7.0,28.0,13.0,5.0,2.0,3.0,7.0,3.0,4.0,10.0,12.0,2.0,4.0,130,0.5,0.547945205479452,0.577922077922078,0.3150684931506849,20.047732696897373,0.7142857142857143,0.2465753424657534,0.7222222222222222,0.8125,0.1780821917808219,0.2727272727272727,0.5616438356164384,0.49530486111111116,0.49303571428571435,0.05333333333333334,0.07692307692307693,25.12608695652174,0.3523035230352303,4.0,7.0,6.0,11.0,6.0,21.0,7.0,10.0,1.0,3.0,2.0,2.0,10.0,3.0,7.0,15.0,2.0,5.0,25.0,22.0,27.0,3.0,3.0,12.0,6.0,18.0,4.0,2.0,7.0,4.0,42.0,2.0,1.0,6.0,8.0,3.0,11.0,2.0,1.0,1.0,2.0,,,,2.0,2.0,,25.0,3.0,0.44,0.44,0.9,0.43478260869565216,0.2857142857142857,0.43478260869565216,0.4666666666666667,0.45454545454545453,0.5,0.03550295857988166,0.007575757575757576,0.047619047619047616,0.038834951456310676,0.017241379310344827,,,0.037037037037037035,0.07142857142857142,0.1506849315068493,0.5454545454545454,0.6,0.5,0.2876712328767123,0.2857142857142857,0.2857142857142857,0.136986301369863,0.7,0.7,1.0,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3181818181818182,0.5714285714285714,0.045454545454545456,0.3333333333333333,0.23076923076923078,0.46251,0.27472527472527475,9.65,1.0,1.0,,,1.0,3.0,1.0,5.0,,3.0,,1.0,2.0,,1.0,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,,0.06,,,,0.05405405405405406,0.024390243902439025,,0.13333333333333333,,0.06666666666666667,,0.16666666666666666,0.16666666666666666,1.0,1.0,,,,0.054945054945054944,,,,,,,0.5384615384615384,,,1.0,,0.1111111111111111,0.09090909090909091,0.030303030303030304,,,,,,True,,,,
345,1610612759,Terry Porter,Terry Porter,345,SAS,14340.0,239,42,447,451,152,87,62.0,898,10.0,14.0,23.0,9.0,21.0,35,31.0,11.0,89.0,458,13.0,18.0,23.0,10.0,9.0,1.0,16.0,4.0,,10.0,16.0,,4.0,152,0.6,0.5909090909090909,0.6027397260273972,0.4696969696969697,17.115384615384613,0.625,0.21212121212121213,0.7142857142857143,0.9090909090909091,0.3484848484848485,0.3,0.6818181818181818,0.5252984848484848,0.4934616666666667,0.07042253521126761,0.10256410256410256,24.503225806451614,0.3400447427293065,4.0,6.0,3.0,7.0,8.0,14.0,2.0,8.0,4.0,10.0,2.0,2.0,12.0,4.0,9.0,17.0,4.0,1.0,31.0,24.0,27.0,9.0,10.0,24.0,12.0,36.0,3.0,9.0,12.0,4.0,84.0,1.0,,15.0,19.0,1.0,20.0,8.0,3.0,2.0,6.0,,,2.0,1.0,2.0,,31.0,2.0,0.5714285714285714,0.6,0.75,0.3870967741935484,0.3076923076923077,0.3870967741935484,0.5294117647058824,0.5,0.5,0.07389162561576355,,0.017857142857142856,0.07468879668049792,0.004651162790697674,,0.03125,0.023809523809523808,0.08888888888888889,0.10606060606060606,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.21212121212121213,0.5714285714285714,0.5714285714285714,0.12121212121212122,0.25,0.25,1.0,0.43478260869565216,0.43478260869565216,0.7,0.2857142857142857,0.2,0.6666666666666666,0.13333333333333333,0.2222222222222222,0.43478260869565216,0.4579625,0.34831460674157305,9.42857142857143,,2.0,2.0,1.0,2.0,3.0,1.0,7.0,2.0,3.0,,8.0,3.0,1.0,5.0,1.0,,,,,0.25,0.6666666666666666,0.5,0.5,,0.08571428571428572,,,0.07142857142857142,0.07894736842105263,,,,0.08450704225352113,0.07142857142857142,0.1,0.375,0.2857142857142857,,,0.5,1.0,0.5,0.07865168539325842,,,,1.0,1.0,,0.8,0.14285714285714285,1.0,,,0.21428571428571427,,,,,1.0,0.03125,,True,,,,
251,1610612759,Sean Elliott,Sean Elliott,251,SAS,1299.0,22,-21,46,44,16,9,3.0,90,,1.0,,,,2,3.0,2.0,5.0,58,,,,1.0,1.0,,1.0,1.0,,,2.0,,1.0,16,,0.3,0.4166666666666667,0.6,14.583333333333334,1.0,0.2,,,,,0.8,0.49477000000000004,0.3619,0.16666666666666666,0.3333333333333333,23.566666666666666,0.34782608695652173,,,,,,1.0,1.0,3.0,,,,,1.0,,,1.0,,,,,3.0,,,2.0,,2.0,,,2.0,,4.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,,0.06666666666666667,,,0.05555555555555555,,,,,,,,,,0.2,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
