EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShortMidRangeFGM,FtPoints,SecondChanceFtPoints,AtRimAssists,Steals,BadPassSteals,LostBallSteals,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,Fg2aBlocked,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,on,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTDefRebounds,SelfOReb,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,3SecondViolations,AtRimPctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAssists,Loose Ball Fouls,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Offensive Fouls,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,Corner3PctBlocked,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted
201,1610612756,Chris Dudley,Chris Dudley,201,PHX,193.0,3,2.0,8,8,8,1.0,2,16,1.0,1.0,1.0,1.0,1.0,1,2.0,8,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.25,0.2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.547,0.547,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,1610612756,Daniel Santiago,Daniel Santiago,2091,PHX,720.0,12,6.0,23,24,12,1.0,3,47,1.0,1.0,1.0,1.0,1.0,2,2.0,21,1.0,1.0,2.0,,3.0,4.0,5.0,1.0,2.0,2.0,12,,,0.5,1.0,0.5,1.0,0.5,1.0,11.538461538461538,0.23076923076923078,0.25,0.2,0.5,1.0,1.0,,1.0,1.0,0.5,0.56765,0.6943,1.0,0.5217391304347826,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.3333333333333333,0.08333333333333333,0.2,0.6666666666666666,0.5,0.5,0.5,1.0,1.0,0.6943,1.0,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1610612756,Vinny Del Negro,Vinny Del Negro,219,PHX,720.0,12,6.0,23,24,12,1.0,3,47,2.0,2.0,1.0,1.0,3.0,4,6.0,21,2.0,2.0,4.0,4.0,,,,1.0,1.0,4.0,12,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,1.0,0.75,1.0,15.384615384615383,,,,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.4551,0.4745,0.6666666666666666,0.5217391304347826,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,6.3500000000000005,1.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,1610612756,Elliot Perry,Elliot Perry,386,PHX,720.0,12,6.0,23,24,12,1.0,3,47,2.0,3.0,2.0,3.0,5.0,7,11.0,21,2.0,3.0,4.0,2.0,3.0,3.0,4.0,,,4.0,12,0.2,0.2,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.7857142857142857,0.6666666666666666,26.923076923076923,0.23076923076923078,0.1875,0.4,0.42857142857142855,0.6666666666666666,0.6666666666666666,,1.0,0.6666666666666666,0.42857142857142855,0.5495714285714286,0.7268,0.36363636363636365,0.5217391304347826,,,1.0,1.0,1.0,3.0,8.0,,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.5,,0.09090909090909091,,0.08333333333333333,,,,,0.14285714285714285,,,0.424,0.2727272727272727,8.871428571428572,2.0,3.0,4.0,4.0,3.0,8.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,1.0,1.0,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1610612756,Tony Delk,Tony Delk,960,PHX,720.0,12,6.0,23,24,12,1.0,3,47,,,,,1.0,4,4.0,21,,3.0,2.0,2.0,1.0,1.0,2.0,,,2.0,12,1.0,1.0,0.25,,0.2,,0.3333333333333333,0.2,23.076923076923077,0.07692307692307693,0.0625,0.2,,,,,,,0.2,0.38946000000000003,0.39115,0.5,0.5217391304347826,,,2.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,0.09090909090909091,,0.08333333333333333,0.2,,,,0.4,,,0.3189,,14.2,1.0,2.0,1.0,1.0,,2.0,0.4,0.5,0.5,1.0,,2.0,,1.0,,,,2.0,,1.0,,,,,0.16666666666666666,0.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2,0.25,0.5,0.2,0.25,25.6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,527.0,9,4.0,15,16,4,,1,31,,,,,1.0,5,2.0,13,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,2.0,4,1.0,1.0,0.2,1.0,0.2,1.0,0.2,1.0,31.25,0.1111111111111111,0.09090909090909091,,,,,,,,,0.35910000000000003,0.3633,1.0,0.26666666666666666,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,14.2,1.0,4.0,,,,,0.8,0.25,0.25,1.0,,,,,1.0,,1.0,,,,,0.25,,,,,,,,,,,1.0,,0.2,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,8353.0,139,-8.0,286,283,54,71.0,34,569,5.0,10.0,2.0,4.0,22.0,61,59.0,281,4.0,10.0,14.0,28.0,19.0,23.0,33.0,8.0,13.0,14.0,54,0.6363636363636364,0.7368421052631579,0.36065573770491804,0.4,0.3790322580645161,0.5,0.4264705882352941,0.5416666666666666,22.5609756097561,0.15702479338842976,0.14583333333333334,0.0975609756097561,0.16129032258064516,0.5,0.5,0.4,0.36363636363636365,0.5,0.1774193548387097,0.4296983870967742,0.4805454545454545,0.23728813559322035,0.1888111888111888,3.0,7.0,30.0,4.0,10.0,8.0,16.0,6.0,8.0,2.0,10.0,5.0,3.0,6.0,2.0,6.0,3.0,3.0,6.0,4.0,,0.4,0.4,0.4,0.8333333333333334,0.06722689075630252,0.08695652173913043,0.06711409395973154,0.08333333333333333,0.2127659574468085,0.1111111111111111,0.6666666666666666,0.4838709677419355,0.7,0.42857142857142855,0.519125,0.13559322033898305,10.024590163934427,5.0,21.0,1.0,3.0,,8.0,0.3387096774193548,0.23809523809523808,0.25,0.8,12.0,12.0,,1.0,6.0,6.0,,14.0,1.0,7.0,0.05172413793103448,0.15151515151515152,0.4,0.42857142857142855,0.10294117647058823,0.1044776119402985,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.016129032258064516,0.04918032786885246,0.06666666666666667,0.016129032258064516,0.09090909090909091,24.3,False,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.047619047619047616,0.25,0.06666666666666667,0.08,0.08695652173913043,0.08333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1610612756,Chris Dudley,Chris Dudley,201,PHX,1416.0,24,,52,51,14,44.0,5,103,,1.0,,,,1,,53,,,,,2.0,3.0,6.0,,,,14,,,,,,,,,8.620689655172415,0.1111111111111111,0.15,,1.0,,,,,,1.0,0.5519,,,0.2692307692307692,,,,,,,,,2.0,1.0,3.0,2.0,1.0,4.0,,1.0,,1.0,1.0,1.0,,,,,0.5,0.1111111111111111,0.5,0.14285714285714285,0.2,0.125,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,0.3333333333333333,,,,,,,,,,,1.0,,1.0,,,,,False,,,,,,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,0.3333333333333333,0.125,,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1610612756,Vinny Del Negro,Vinny Del Negro,219,PHX,827.0,14,-12.0,26,25,8,8.0,3,51,,,,,1.0,3,2.0,35,,,,2.0,2.0,2.0,2.0,,1.0,,8,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,10.344827586206897,0.18181818181818182,0.16666666666666666,0.3333333333333333,,,,,,,,0.39419999999999994,,,0.3076923076923077,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,0.6666666666666666,,,,,11.933333333333332,1.0,1.0,4.0,4.0,3.0,8.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,4625.0,77,-41.0,160,161,45,78.0,21,321,2.0,3.0,1.0,1.0,7.0,21,21.0,170,1.0,6.0,4.0,12.0,6.0,10.0,14.0,6.0,9.0,4.0,45,0.8571428571428571,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.42,0.2857142857142857,16.39344262295082,0.1,0.10666666666666667,0.15789473684210525,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,1.0,0.14285714285714285,0.40403333333333336,0.40176666666666666,0.19047619047619047,0.28125,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,5.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,0.75,0.6,0.04918032786885246,0.13333333333333333,0.046511627906976744,0.125,0.125,0.2222222222222222,,0.09523809523809523,1.0,1.0,0.6372,0.14285714285714285,14.819047619047618,5.0,16.0,2.0,3.0,2.0,7.0,0.7619047619047619,0.3125,0.3125,1.0,,7.0,1.0,,7.0,5.0,2.0,9.0,1.0,4.0,,,,,0.16666666666666666,0.16666666666666666,,,,,2.0,,,,,,,,,False,,,,,,,1.0,1.0,,1.0,2.0,,2.0,2.0,,,1.0,,,,,,0.25,0.04,0.05555555555555555,,,,,,,,,,,0.2,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
