EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,OffRebounds,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,DefThreePtRebounds,ShootingFouls,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceFtPoints,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,NonShootingFoulsDrawn,BadPassTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,on,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,OffThreePtRebounds,SelfOReb,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyCorner3FGA,BadPassOutOfBoundsTurnovers,AtRimPctBlocked,OffAtRimReboundPct,DefAtRimReboundPct,PenaltyCorner3Frequency,HeaveAttempts,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,OffCorner3ReboundPct,PenaltyArc3Accuracy,PenaltyCorner3FGM,PtsUnassisted3s,Corner3Assists,FTOffRebounds,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffFTReboundPct,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,BlockedAtRim,OffensiveGoaltends,DefCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
147,1610612754,Jalen Rose,Jalen Rose,147,IND,1178.0,20,-15.0,39,37,6.0,5,76,3.0,7.0,1.0,3.0,4.0,10,8.0,46,6.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,0.75,0.75,0.4,0.4,0.4,0.2,0.2857142857142857,22.22222222222222,0.25,0.15384615384615385,0.14285714285714285,0.25,0.7,0.42857142857142855,0.6,0.6666666666666666,0.3,0.3333333333333333,0.3333333333333333,1.0,0.39354,10.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,550.0,9,-10.0,19,18,6.0,4,37,1.0,1.0,,1.0,3.0,4,10.0,27,2.0,4.0,,1.0,,1.0,2.0,,0.3333333333333333,0.5,0.75,0.9,0.8333333333333334,,,26.08695652173913,,0.25,0.2,0.3333333333333333,0.2,1.0,1.0,,0.2,,,,0.44820000000000004,7.324999999999999,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.1666666666666667,0.2,0.09090909090909091,0.09090909090909091,0.2,0.4,1.0,1.0,0.5,0.2,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,1.0,0.6,1.0,0.5159666666666667,0.16666666666666666,0.2,0.7,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,964.0,16,-14.0,33,31,6.0,4,64,,2.0,,5.0,1.0,8,4.0,40,2.0,,,2.0,,2.0,2.0,1.0,1.0,1.0,0.125,0.125,0.2222222222222222,,,31.57894736842105,,0.18181818181818182,0.16666666666666666,0.3333333333333333,0.25,,,,0.625,,,,0.4506,11.7375,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,0.125,1.0,1.0,1.0,,,,,,,,,,,0.125,,,0.1111111111111111,0.1111111111111111,,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1610612754,Sam Perkins,Sam Perkins,64,IND,1178.0,20,-15.0,39,37,6.0,5,76,,3.0,1.0,1.0,1.0,4,5.0,46,2.0,,,1.0,1.0,3.0,4.0,3.0,1.0,1.0,0.25,0.3125,0.3125,,,17.77777777777778,0.25,0.07692307692307693,0.14285714285714285,,0.375,,,,0.125,1.0,1.0,1.0,0.41331875,13.350000000000001,,,,,1.0,4.0,,,1.0,4.0,,,1.0,,,,3.0,,4.0,1.0,1.0,1.0,,,1.0,0.25,,0.25,,,,0.5,0.047619047619047616,0.041666666666666664,,,,,,0.5,0.25,0.25,1.0,,,,,,,0.5,0.25,0.4083,,,,27.875,,,,,,,,,,,,,,1.0,3.0,1.0,0.1111111111111111,0.25,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1610612754,Travis Best,Travis Best,696,IND,1027.0,17,-13.0,32,30,,4,62,,2.0,,1.0,,3,2.0,35,,,,1.0,,1.0,2.0,1.0,,,,,0.25,,,13.513513513513514,,0.09090909090909091,0.08333333333333333,,0.6666666666666666,,,,0.3333333333333333,,,,0.42426666666666674,11.633333333333333,,,,,,,,,,,2.0,,,,,2.0,,,,,1.0,1.0,2.0,,,,,,,,1.0,,0.05555555555555555,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,1.0,13.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,0.125,0.3333333333333333,,2.0,5.0,1.0,2.0,2.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,993.0,17,-8.0,33,32,6.0,3,65,1.0,2.0,,,1.0,2,2.0,36,,2.0,,1.0,2.0,3.0,5.0,2.0,,,0.5,0.5,0.5,,,8.108108108108109,0.5,0.07692307692307693,0.07692307692307693,,1.0,0.5,0.5,,,,,,0.35785,11.2,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,0.13333333333333333,0.1111111111111111,0.1,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,,,1.0,,1.0,,2.0,,0.2,0.25,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1610612754,Jalen Rose,Jalen Rose,147,IND,8702.0,145,-14.0,261,258,65.0,35,519,8.0,28.0,9.0,20.0,21.0,53,64.0,276,26.0,16.0,2.0,9.0,1.0,12.0,15.0,15.0,0.6190476190476191,0.6842105263157895,0.39622641509433965,0.41304347826086957,0.4444444444444444,0.03773584905660377,0.03571428571428571,26.91029900332226,0.16666666666666666,0.08181818181818182,0.08270676691729323,0.11627906976744186,0.4057971014492754,0.2857142857142857,0.2962962962962963,0.375,0.2898550724637681,0.45,0.47368421052631576,0.8888888888888888,0.42595289855072466,11.733962264150943,4.0,5.0,2.0,3.0,2.0,10.0,,2.0,5.0,16.0,7.0,4.0,9.0,,3.0,9.0,15.0,4.0,10.0,2.0,2.0,3.0,7.0,2.0,1.0,0.3125,,0.3125,0.4444444444444444,0.3333333333333333,0.375,0.2318840579710145,0.019230769230769232,0.02097902097902098,0.038461538461538464,0.07246376811594203,0.8,0.8,0.5,0.14492753623188406,0.2,0.2,1.0,0.25,0.6666666666666666,0.5,0.16666666666666666,,,0.30434782608695654,0.2,0.4492928571428572,0.02857142857142857,0.037037037037037035,0.140625,25.7625,2.0,11.0,2.0,24.0,6.0,4.0,4.0,5.0,2.0,2.0,9.0,3.0,0.4444444444444444,2.0,4.0,0.08695652173913043,,0.08,0.13333333333333333,1.0,9.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,,False,88.0,1.0,2.0,3.0,6.0,1.0,4.0,7.0,18.0,4.0,4.0,18.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,18.0,88.0,0.3888888888888889,0.3181818181818182,0.375,0.05,0.02564102564102564,0.038461538461538464,0.07317073170731707,0.08695652173913043,0.5,0.5,1.0,0.08333333333333333,0.09090909090909091,0.5,0.18181818181818182,0.3873840909090909,0.28125,0.3371647509578544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,7201.0,120,-2.0,216,212,61.0,37,428,,3.0,2.0,7.0,9.0,21,33.0,219,12.0,6.0,3.0,11.0,3.0,14.0,18.0,15.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.35,0.4714285714285714,0.14285714285714285,,17.120622568093385,0.75,0.11224489795918367,0.09243697478991597,0.08108108108108109,0.1,,,,0.23333333333333334,0.2857142857142857,0.2857142857142857,1.0,0.4630716666666667,7.595238095238094,7.0,11.0,1.0,1.0,1.0,5.0,,1.0,1.0,9.0,12.0,1.0,1.0,,2.0,3.0,3.0,,5.0,1.0,1.0,4.0,13.0,5.0,1.0,0.1111111111111111,,0.1111111111111111,1.0,0.3333333333333333,0.5,0.3,0.011627906976744186,0.03278688524590164,,0.36666666666666664,0.6363636363636364,0.875,0.5714285714285714,0.16666666666666666,0.2,0.2,1.0,0.3333333333333333,1.0,,0.3333333333333333,,,0.6666666666666666,0.2,0.5481,0.15625,0.21739130434782608,0.09090909090909091,24.844444444444445,,6.0,,12.0,4.0,2.0,7.0,2.0,3.0,,9.0,3.0,0.7777777777777778,,6.0,,,0.13043478260869565,,1.0,6.0,4.0,2.0,,2.0,3.0,4.0,2.0,2.0,2.0,1.0,0.5,False,92.0,1.0,4.0,,4.0,1.0,3.0,2.0,6.0,5.0,5.0,9.0,3.0,1.0,4.0,6.0,3.0,1.0,3.0,9.0,92.0,0.3333333333333333,0.18181818181818182,0.32142857142857145,,0.08333333333333333,0.11538461538461539,0.058823529411764705,0.13333333333333333,,,,0.3333333333333333,0.36363636363636365,0.25,0.2727272727272727,0.4324545454545454,0.2727272727272727,0.42592592592592593,2.0,1.0,0.2727272727272727,0.07692307692307693,0.13333333333333333,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,2442.0,41,-27.0,75,74,17.0,15,149,1.0,7.0,,1.0,2.0,11,5.0,99,,4.0,4.0,1.0,,1.0,4.0,8.0,,,0.18181818181818182,0.15384615384615385,0.17857142857142858,0.36363636363636365,0.2857142857142857,16.483516483516482,,0.03571428571428571,0.030303030303030304,,0.5384615384615384,0.14285714285714285,0.2,,0.07692307692307693,,,,0.3641541666666666,9.572727272727272,1.0,3.0,,,,2.0,,,,2.0,1.0,,1.0,,,,,,1.0,,2.0,3.0,2.0,1.0,,,,,,,,0.15384615384615385,0.06060606060606061,0.06976744186046512,0.08695652173913043,0.23076923076923078,0.3333333333333333,1.0,,0.15384615384615385,,,,,,,,,,0.38461538461538464,,0.4219,0.07142857142857142,0.08333333333333333,,33.900000000000006,1.0,3.0,1.0,7.0,,,,1.0,,,1.0,2.0,,,3.0,,,0.1,,,2.0,2.0,,,,,,,,,,,False,31.0,,1.0,,,,2.0,1.0,3.0,2.0,,2.0,1.0,,,1.0,1.0,1.0,,2.0,31.0,0.3333333333333333,0.2,0.2,,0.1,0.1111111111111111,,,,,,,0.2,,0.4,0.3511125,0.4,0.41333333333333333,,,0.6666666666666666,,,,1.0,,,,,,,,,,,,,,,,,,,,,
365,1610612754,Derrick McKey,Derrick McKey,365,IND,2109.0,35,-3.0,64,68,38.0,11,132,,1.0,,1.0,1.0,4,6.0,66,2.0,,1.0,4.0,1.0,5.0,9.0,7.0,1.0,1.0,0.25,0.5,0.5,0.25,,9.333333333333334,0.2,0.11764705882352941,0.10256410256410256,0.18181818181818182,0.2,,,,0.2,,,,0.44620000000000004,6.1499999999999995,1.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,3.0,,1.0,1.0,1.0,4.0,2.0,,1.0,1.0,,1.0,,,,0.2,0.05,0.10810810810810811,0.14285714285714285,0.4,0.5,1.0,1.0,0.2,1.0,1.0,1.0,1.0,,,,,,0.6,1.0,0.337,,,,25.3,1.0,4.0,1.0,9.0,1.0,,,1.0,,,1.0,,,,4.0,,,0.11764705882352941,,,3.0,3.0,,,1.0,1.0,,,,,,,False,41.0,,1.0,,,,1.0,,2.0,1.0,1.0,4.0,3.0,,,,1.0,1.0,,4.0,41.0,,0.5,0.5,,0.17647058823529413,0.09090909090909091,,,,,,,0.3333333333333333,,0.3333333333333333,0.39176666666666665,0.6666666666666666,0.640625,,,0.5,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,
