EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPossPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceCorner3FGA,PenaltyCorner3FGM,Fg3aBlocked,FTDefRebounds,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,Blocked2s,BlockedAtRim,Blocks,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,SelfOReb,BlockedShortMidRange,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts
1035,1610612759,Shawnelle Scott,Shawnelle Scott,1035,SAS,191.0,3,-5.0,6,6,2,1.0,12,1.0,1.0,1.0,1,1.0,3.0,8,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.5,28.57142857142857,1.0,1.0,1.0,1.0,1.0,0.6426,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1507,1610612759,Derek Anderson,Derek Anderson,1507,SAS,11633.0,194,-4.0,363,364,149,47.0,727,6.0,14.0,10.0,39,16.0,54.0,361,18.0,5.0,3.0,15.0,5.0,2.0,10.0,21.0,2.0,7.0,149,0.2564102564102564,0.3114754098360656,0.37681159420289856,20.09569377990431,0.3333333333333333,0.22950819672131148,0.42857142857142855,0.5,0.5901639344262295,0.5054065573770492,0.10606060606060606,0.1590909090909091,0.41046831955922863,88.0,3.0,5.0,3.0,8.0,1.0,17.0,1.0,6.0,4.0,5.0,16.0,1.0,2.0,4.0,6.0,22.0,1.0,1.0,6.0,17.0,2.0,8.0,7.0,25.0,2.0,15.0,3.0,16.0,5.0,3.0,12.0,5.0,17.0,2.0,3.0,8.0,2.0,2.0,39.0,1.0,2.0,1.0,15.0,16.0,3.0,19.0,3.0,2.0,1.0,3.0,2.0,10.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,25.0,4.0,0.1,0.1,0.8333333333333334,0.2727272727272727,0.25,0.2727272727272727,0.35294117647058826,0.36,0.39655172413793105,0.36065573770491804,0.07692307692307693,0.14285714285714285,0.058823529411764705,0.09375,0.0136986301369863,0.03125,0.02857142857142857,0.08333333333333333,0.016574585635359115,0.02857142857142857,0.041666666666666664,0.08571428571428572,0.021739130434782608,0.13924050632911392,0.05,0.13114754098360656,0.375,0.375,0.3333333333333333,0.2786885245901639,0.058823529411764705,0.0625,0.09836065573770492,0.16666666666666666,0.16666666666666666,1.0,0.26229508196721313,0.3125,0.3125,0.8,0.5,0.2,0.6,0.16,0.16,0.5,0.3125,0.47534999999999994,0.4747479999999999,0.46296296296296297,9.405128205128207,24.563636363636363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,7108.0,118,21.0,225,225,96,26.0,450,,,3.0,8,,30.0,211,,1.0,,2.0,2.0,2.0,11.0,,,,96,0.375,0.6,0.6,10.546875,0.5,,,,0.68,0.50619,,,0.4266666666666667,50.0,,,,,3.0,8.0,5.0,8.0,3.0,3.0,9.0,1.0,1.0,2.0,8.0,17.0,1.0,2.0,1.0,3.0,3.0,5.0,,11.0,6.0,24.0,,9.0,3.0,,5.0,1.0,6.0,1.0,,3.0,1.0,1.0,13.0,,2.0,2.0,11.0,14.0,2.0,16.0,1.0,,1.0,,1.0,1.0,,,,,,,,11.0,2.0,1.0,1.0,1.0,0.47058823529411764,0.6,0.47058823529411764,0.3333333333333333,0.6875,0.6875,0.68,,,,0.11458333333333333,0.023529411764705882,0.10526315789473684,,0.11304347826086956,0.018867924528301886,0.045454545454545456,,,0.1724137931034483,0.11538461538461539,0.08333333333333333,,,,,0.32,0.375,0.375,0.32,0.625,0.625,1.0,0.36,0.3333333333333333,0.375,1.0,0.3333333333333333,,,0.375,0.25,0.5,0.3333333333333333,0.404,0.49553125,0.36666666666666664,18.425,24.311764705882354,1.0,2.0,1.0,1.0,1.0,0.058823529411764705,0.1111111111111111,0.16666666666666666,0.14285714285714285,1.0,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
70,1610612759,Steve Kerr,Steve Kerr,70,SAS,246.0,4,-5.0,8,8,2,1.0,16,,,,1,,,8,,,,,,,,,,,2,,,,11.11111111111111,,,,,,0.3406,,,0.25,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,0.2,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3406,0.3406,,18.8,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
955,1610612759,Samaki Walker,Samaki Walker,955,SAS,1706.0,28,-6.0,47,47,27,7.0,94,,,,2,3.0,3.0,61,,,,,,2.0,4.0,4.0,,1.0,27,,,0.375,7.142857142857142,,,,,,0.31965,0.3333333333333333,0.3333333333333333,0.574468085106383,25.0,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,4.0,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,0.25,,,,,0.15,,,,0.125,,,,,0.2,0.2,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,0.3262,0.3333333333333333,13.75,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,9879.0,165,8.0,313,314,117,38.0,627,21.0,34.0,41.0,85,18.0,100.0,304,40.0,6.0,4.0,12.0,3.0,11.0,19.0,33.0,3.0,13.0,117,0.4823529411764706,0.4823529411764706,0.5,31.372549019607845,0.5,0.4,0.6176470588235294,0.7777777777777778,0.4,0.47838,0.1368421052631579,0.1368421052631579,0.3738019169329074,68.0,10.0,15.0,14.0,32.0,6.0,19.0,,,,,,,,,,,15.0,,19.0,34.0,,,12.0,50.0,42.0,,,,,11.0,8.0,7.0,15.0,3.0,4.0,4.0,1.0,3.0,37.0,4.0,14.0,7.0,26.0,37.0,19.0,56.0,5.0,5.0,,1.0,2.0,6.0,1.0,3.0,1.0,4.0,,5.0,,50.0,2.0,0.5121951219512195,0.5675675675675675,,,,,0.5588235294117647,0.5588235294117647,0.5952380952380952,,0.12941176470588237,0.20588235294117646,,0.18181818181818182,0.11290322580645161,0.2692307692307692,0.16,0.1952662721893491,0.12080536912751678,0.15,0.1875,0.12903225806451613,0.23076923076923078,0.1780821917808219,0.2,0.3764705882352941,0.4375,0.5,0.35714285714285715,0.2235294117647059,0.3157894736842105,0.3157894736842105,,,,,,,,,,0.4411764705882353,0.6666666666666666,,,,,0.5152692307692307,0.492814705882353,0.5,7.090588235294118,,,,,4.0,,,,0.36363636363636365,0.36363636363636365,,,,8.0,6.0,8.0,1.0,0.07142857142857142,5.0,9.0,9.0,1.0,19.0,8.0,1.0,2.0,6.0,0.6,0.6,0.59375,0.125,0.11428571428571428,0.034482758620689655,0.1111111111111111,0.030303030303030304,0.75,0.7619047619047619,0.6,0.5555555555555556,0.2,0.19,,,,,,True,,,,,,,,,,
1498,1610612759,Antonio Daniels,Antonio Daniels,1498,SAS,2895.0,48,-39.0,94,92,29,12.0,186,,,3.0,8,5.0,14.0,120,4.0,2.0,,2.0,1.0,1.0,1.0,5.0,1.0,2.0,29,0.375,0.375,0.5,14.814814814814813,1.0,,,,0.3333333333333333,0.4369041666666666,0.15384615384615385,0.2222222222222222,0.30851063829787234,30.0,,,2.0,4.0,1.0,4.0,1.0,1.0,1.0,,3.0,1.0,,1.0,1.0,4.0,1.0,1.0,,2.0,1.0,2.0,2.0,5.0,2.0,3.0,,3.0,,,3.0,,3.0,,,1.0,1.0,1.0,6.0,,1.0,1.0,1.0,2.0,1.0,3.0,,,,,2.0,,,,,,,1.0,,5.0,,0.3333333333333333,0.5,1.0,0.25,0.5,0.25,,0.375,0.5,0.3333333333333333,,,,0.034482758620689655,0.02564102564102564,0.08333333333333333,,0.04878048780487805,0.02,,,,0.09090909090909091,,0.14285714285714285,0.3333333333333333,0.5,0.5,,0.3333333333333333,0.25,0.25,0.08333333333333333,1.0,1.0,1.0,0.25,,,,0.5,,,0.25,0.25,,,0.470875,0.48114999999999997,0.35714285714285715,13.674999999999999,24.75,,1.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,2.0,2.0,,,,1.0,0.5,0.5,,0.125,,,,,,,,,0.14285714285714285,,,,,,True,,,,,,,,,,
345,1610612759,Terry Porter,Terry Porter,345,SAS,7877.0,131,6.0,251,254,101,32.0,505,5.0,8.0,12.0,23,9.0,45.0,260,14.0,6.0,2.0,10.0,3.0,,6.0,11.0,1.0,3.0,101,0.5217391304347826,0.5454545454545454,0.5921052631578947,16.608996539792386,0.6,0.24242424242424243,0.625,0.8333333333333334,0.5454545454545454,0.5185621212121212,0.08571428571428572,0.12,0.40239043824701193,67.0,4.0,6.0,2.0,3.0,5.0,12.0,1.0,4.0,1.0,3.0,6.0,1.0,,2.0,4.0,10.0,,1.0,8.0,13.0,1.0,3.0,3.0,22.0,10.0,9.0,3.0,6.0,3.0,2.0,11.0,3.0,14.0,1.0,2.0,3.0,3.0,5.0,31.0,,,1.0,6.0,8.0,,8.0,4.0,1.0,3.0,1.0,4.0,4.0,,,,2.0,,3.0,,22.0,2.0,0.4166666666666667,0.4166666666666667,0.75,0.4,0.3333333333333333,0.4,0.6153846153846154,0.59375,0.6111111111111112,0.30303030303030304,0.08695652173913043,0.25,,0.061855670103092786,,0.045454545454545456,,0.058823529411764705,,,,0.06666666666666667,0.03125,0.08,0.07692307692307693,0.09090909090909091,0.6666666666666666,0.6666666666666666,,0.36363636363636365,0.4166666666666667,0.4166666666666667,0.12121212121212122,0.25,0.25,1.0,0.18181818181818182,0.5,0.5,0.6666666666666666,1.0,0.375,0.6666666666666666,0.0625,0.125,,0.5,0.61035,0.515175,0.4888888888888889,11.182608695652174,24.509999999999998,,1.0,,1.0,,,,0.08333333333333333,,0.2,,1.0,,,,,,,,,,3.0,,,,,,1.5,1.5,,,,,,,0.8,,,,0.06666666666666667,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,2580.0,43,-10.0,78,78,37,13.0,156,2.0,4.0,4.0,12,4.0,12.0,68,2.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,,3.0,37,0.3333333333333333,0.3333333333333333,0.4,17.02127659574468,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.4229666666666667,0.2,0.2,0.47435897435897434,17.0,1.0,2.0,,,2.0,8.0,,,,,,,,,,,2.0,,2.0,6.0,,,,4.0,6.0,,,,,2.0,,,,,,,,,,,3.0,1.0,3.0,4.0,3.0,7.0,1.0,1.0,,,,,,,,,,,,4.0,1.0,0.75,1.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.16666666666666666,0.5,,0.07317073170731707,0.06818181818181818,0.09090909090909091,,0.07692307692307693,0.06,0.05,,0.09090909090909091,0.08333333333333333,0.05555555555555555,0.14285714285714285,,,,,0.6666666666666666,0.25,0.25,,,,,,,,,,0.3333333333333333,0.5,,,,,0.49174999999999996,0.45603333333333335,0.3333333333333333,11.608333333333333,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,2.0,1.0,5.0,2.0,,,,1.0,1.0,0.8333333333333334,,0.08333333333333333,0.08333333333333333,,,,0.5,0.5,1.0,,0.4166666666666667,,,,,,True,,,,,,,,,,
764,1610612759,David Robinson,David Robinson,764,SAS,8707.0,145,8.0,275,277,109,35.0,552,17.0,28.0,29.0,59,24.0,82.0,272,26.0,7.0,4.0,10.0,6.0,8.0,18.0,31.0,1.0,12.0,109,0.4915254237288136,0.4915254237288136,0.5540540540540541,26.666666666666668,0.7,0.4745762711864407,0.6071428571428571,0.68,0.4745762711864407,0.5000694915254238,0.17142857142857143,0.17142857142857143,0.39636363636363636,61.0,6.0,10.0,6.0,13.0,6.0,18.0,,,,,,,,,,,14.0,,9.0,15.0,,,15.0,33.0,32.0,,,,,3.0,7.0,2.0,9.0,2.0,,6.0,1.0,,20.0,5.0,11.0,5.0,31.0,43.0,16.0,59.0,7.0,7.0,,,3.0,3.0,,,,2.0,,4.0,,33.0,3.0,0.5517241379310345,0.7619047619047619,,,,,0.6,0.6,0.6875,,0.05084745762711865,0.10714285714285714,,0.2719298245614035,0.10679611650485436,0.23809523809523808,0.1724137931034483,0.26666666666666666,0.12121212121212122,0.02127659574468085,0.16666666666666666,0.2727272727272727,0.2857142857142857,0.2631578947368421,0.3076923076923077,0.22033898305084745,0.46153846153846156,0.46153846153846156,0.6666666666666666,0.3050847457627119,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.6666666666666666,0.6,,,,,0.5853333333333334,0.5411,0.4024390243902439,6.993220338983051,,,,,7.0,,,,0.5833333333333334,0.125,0.8333333333333334,,,8.0,4.0,8.0,,,9.0,12.0,10.0,11.0,31.0,16.0,5.0,4.0,4.0,0.7142857142857143,0.7142857142857143,0.7380952380952381,,0.21875,0.125,0.18181818181818182,0.18518518518518517,0.5,0.4117647058823529,0.8571428571428571,0.75,0.1111111111111111,0.3780487804878049,,,,,,True,,,,,,,,,,
