EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2A,PtsAssisted2s,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceFG2A,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,LongMidRangePctBlocked,BlocksRecoveredPct,SecondChanceShotQualityAvg,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,DefAtRimReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Technical Free Throw Trips,SecondChanceCorner3Frequency,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,on,PenaltyArc3FGM,PtsUnassisted3s,PenaltyArc3Accuracy,3SecondViolations,DefensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
128,1610612762,David Benoit,David Benoit,128,UTA,625.0,10,-26.0,18,20,6.0,9.0,2.0,38,1.0,1.0,1.0,2.0,1.0,4.0,2.0,35,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,0.25,0.25,0.25,19.047619047619047,1.0,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.5,1.0,0.25,0.375275,0.3277,11.6,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1521,1610612762,Jacque Vaughn,Jacque Vaughn,1521,UTA,1749.0,29,-11.0,54,51,13.0,23.0,8.0,105,,,,4.0,,4.0,,63,1.0,,,,,,1.0,4.0,1.0,,1.0,13.0,,,,,,6.0606060606060606,,,,,,,1.0,,,,,0.335925,0.3944,18.699999999999996,0.24074074074074073,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,0.25,0.25,1.0,0.3866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
178,1610612762,Olden Polynice,Olden Polynice,178,UTA,4806.0,80,5.0,143,144,11.0,19.0,23.0,287,17.0,7.0,1.0,2.0,14.0,26.0,34.0,141,5.0,14.0,2.0,,3.0,16.0,2.0,8.0,2.0,2.0,2.0,11.0,0.5,0.6363636363636364,0.5384615384615384,0.5384615384615384,0.5666666666666667,20.710059171597635,,0.038461538461538464,0.041666666666666664,0.07142857142857142,0.6538461538461539,0.2692307692307692,0.07692307692307693,0.5,0.5,1.0,0.6538461538461539,0.5004384615384615,0.53966,3.396153846153846,0.07692307692307693,9.0,1.0,1.0,,1.0,,,1.0,,,2.0,,,1.0,0.038461538461538464,,,0.5627555555555556,10.0,4.0,8.0,1.0,4.0,3.0,6.0,4.0,1.0,9.0,2.0,4.0,14.0,6.0,13.0,1.0,13.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,4.0,4.0,0.4444444444444444,0.4,0.4444444444444444,0.4,0.45,0.4,0.058823529411764705,0.2,0.18055555555555555,0.05,0.16666666666666666,0.23076923076923078,0.11538461538461539,0.2,0.037037037037037035,0.05263157894736842,0.2727272727272727,0.5882352941176471,0.625,0.5,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.8888888888888888,0.5,0.8,0.25,0.13333333333333333,0.13333333333333333,0.2647058823529412,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
923,1610612762,Donyell Marshall,Donyell Marshall,923,UTA,9565.0,159,-15.0,285,284,53.0,95.0,43.0,569,26.0,14.0,2.0,6.0,21.0,46.0,52.0,312,5.0,26.0,23.0,,25.0,38.0,9.0,19.0,5.0,1.0,5.0,53.0,0.6190476190476191,0.8125,0.45652173913043476,0.4166666666666667,0.4482758620689655,19.94047619047619,,0.22549019607843138,0.1736111111111111,0.3333333333333333,0.48148148148148145,0.25925925925925924,0.1111111111111111,0.3333333333333333,0.4,1.0,0.6296296296296297,0.49697592592592593,0.5515833333333333,4.908695652173913,0.18596491228070175,9.0,6.0,7.0,1.0,8.0,1.0,,5.0,,2.0,17.0,2.0,4.0,3.0,0.13043478260869565,0.16666666666666666,0.8,0.5628650000000001,15.0,7.0,8.0,1.0,4.0,4.0,7.0,7.0,3.0,17.0,1.0,7.0,16.0,10.0,13.0,2.0,13.0,2.0,2.0,,4.0,5.0,,,,9.0,5.0,3.0,9.0,2.0,7.0,0.7777777777777778,0.2,0.7,0.16666666666666666,0.7727272727272727,0.3888888888888889,0.15384615384615385,0.4444444444444444,0.1,0.047619047619047616,0.08609271523178808,0.1276595744680851,0.07142857142857142,0.0975609756097561,0.19047619047619047,0.04878048780487805,0.07692307692307693,0.5769230769230769,0.6818181818181818,0.6,0.2857142857142857,0.3076923076923077,0.5,0.8,0.875,0.6666666666666666,0.25,0.03636363636363636,0.0425531914893617,0.3269230769230769,0.1346153846153846,2.0,1.0,6.0,1.0,1.0,1.0,8.0,1.0,1.0,5.0,3.0,6.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,0.125,0.125,0.14814814814814814,0.07142857142857142,0.125,0.037037037037037035,0.1111111111111111,0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,0.1,0.16666666666666666,0.16666666666666666,24.125,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
935,1610612762,Bryon Russell,Bryon Russell,935,UTA,8953.0,149,,270,266,52.0,94.0,41.0,536,13.0,4.0,2.0,5.0,10.0,22.0,41.0,288,,14.0,14.0,,23.0,26.0,3.0,11.0,1.0,1.0,1.0,52.0,0.7,0.7777777777777778,0.45454545454545453,0.47297297297297297,0.5125,13.015873015873016,,0.15053763440860216,0.17293233082706766,0.16666666666666666,0.35135135135135137,0.10810810810810811,0.13513513513513514,0.4,0.4,1.0,0.7567567567567568,0.5338283783783784,0.513275,6.122727272727272,0.1925925925925926,2.0,2.0,13.0,,13.0,,,9.0,1.0,3.0,26.0,,1.0,2.0,0.09090909090909091,,1.0,0.560825,7.0,1.0,2.0,,,1.0,6.0,1.0,,2.0,,10.0,6.0,2.0,3.0,9.0,3.0,,2.0,2.0,,1.0,1.0,,,1.0,1.0,,6.0,1.0,10.0,0.5,,0.25,0.5,0.25,0.625,0.15384615384615385,,0.02608695652173913,0.225,0.022058823529411766,,0.05263157894736842,0.02857142857142857,0.16666666666666666,0.20512820512820512,,0.5384615384615384,0.6363636363636364,0.5714285714285714,0.25,0.25,1.0,0.5,0.5,,,0.02631578947368421,0.043478260869565216,0.04878048780487805,0.24390243902439024,6.0,2.0,9.0,2.0,2.0,5.0,15.0,2.0,6.0,4.0,15.0,9.0,2.0,,,,,1.0,,2.0,,1.0,0.3333333333333333,0.3333333333333333,0.40540540540540543,,0.09523809523809523,0.16216216216216217,0.24324324324324326,0.2222222222222222,0.2222222222222222,1.0,,0.5,0.3333333333333333,0.2222222222222222,24.086666666666666,3.0,2.0,4.0,2.0,0.3333333333333333,1.0,0.5,0.5,1.0,0.6666666666666666,0.5,,,,,,,,True,,,,,,,,,
252,1610612762,Karl Malone,Karl Malone,252,UTA,8660.0,144,-3.0,258,255,48.0,78.0,36.0,513,38.0,23.0,9.0,35.0,40.0,96.0,110.0,281,15.0,64.0,17.0,1.0,23.0,29.0,4.0,10.0,2.0,,2.0,48.0,0.8,0.8421052631578947,0.4166666666666667,0.42346938775510207,0.4778761061946903,42.08754208754208,0.5,0.1827956989247312,0.16417910447761194,0.15625,0.3877551020408163,0.23469387755102042,0.35714285714285715,0.2571428571428571,0.2571428571428571,0.7777777777777778,0.40816326530612246,0.45814387755102043,0.43344,8.73125,0.18604651162790697,16.0,3.0,12.0,1.0,13.0,1.0,,8.0,2.0,2.0,27.0,2.0,2.0,1.0,0.03125,,1.0,0.5587566666666667,26.0,7.0,12.0,4.0,5.0,5.0,27.0,7.0,1.0,15.0,5.0,21.0,16.0,4.0,6.0,5.0,6.0,4.0,4.0,2.0,7.0,5.0,1.0,1.0,1.0,12.0,,2.0,34.0,12.0,21.0,0.4375,0.3333333333333333,0.4117647058823529,0.3333333333333333,0.4411764705882353,0.5,0.05263157894736842,0.5833333333333334,0.05454545454545454,0.12195121951219512,0.046875,0.10256410256410256,0.029411764705882353,0.02702702702702703,0.23684210526315788,0.125,0.07547169811320754,0.6842105263157895,0.7222222222222222,0.7692307692307693,0.21739130434782608,0.22727272727272727,1.0,0.7058823529411765,0.5833333333333334,0.3333333333333333,0.8,0.1111111111111111,0.11320754716981132,0.13636363636363635,0.19090909090909092,1.0,1.0,1.0,,,1.0,2.0,1.0,,11.0,3.0,1.0,1.0,2.0,1.0,6.0,1.0,4.0,2.0,5.0,,1.0,0.5,0.5,0.02040816326530612,0.043478260869565216,0.13043478260869565,0.01020408163265306,0.01020408163265306,1.0,1.0,1.0,0.7142857142857143,,,1.0,23.55,,,,,,,,,,,,1.0,2.0,0.058823529411764705,,,,,True,,,,,,,,,
317,1610612762,John Starks,John Starks,317,UTA,630.0,10,-18.0,18,23,3.0,6.0,2.0,41,,,,,,,,28,,,,,1.0,1.0,,2.0,,,,3.0,,,,,,,,,0.07692307692307693,,,,,,,,,,,,0.16666666666666666,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
180,1610612762,John Crotty,John Crotty,180,UTA,164.0,3,-7.0,3,6,1.0,3.0,1.0,9,,,,,,,1.0,10,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,53.0,1,-3.0,1,2,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,1268.0,21,-3.0,34,36,10.0,17.0,6.0,70,2.0,1.0,,,1.0,3.0,2.0,42,,2.0,2.0,1.0,4.0,7.0,1.0,3.0,,,,10.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,9.090909090909092,1.0,0.18181818181818182,0.21428571428571427,0.14285714285714285,0.6666666666666666,0.3333333333333333,,,,,0.6666666666666666,0.4660333333333333,,2.0,0.29411764705882354,1.0,,,,,,,,,,,,,1.0,,,,0.5329,1.0,,1.0,,,,,,,,,,,,3.0,1.0,3.0,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,0.15789473684210525,0.3333333333333333,0.14285714285714285,0.25,0.125,0.14285714285714285,0.5,0.3333333333333333,,0.5,0.5,1.0,,,,1.0,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
