EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimAssists,OffTwoPtRebounds,OffRebounds,Fouls,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,LongMidRangeFGA,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Steals,LostBallSteals,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,DefThreePtRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,on,LongMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FTDefRebounds,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefFTReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,BlockedShortMidRange,3SecondViolations,FG2APctBlocked,LongMidRangePctBlocked,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,SelfOReb,BadPassSteals,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,DefensiveGoaltends,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3FGA,SecondChanceFG3A,BadPassTurnovers,Technical Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct
128,1610612762,David Benoit,David Benoit,128,UTA,502.0,8,-4,14,15,8.0,4.0,2.0,29,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4,2.0,2.0,6.0,14,1.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,8.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.5,0.3333333333333333,50.0,0.14285714285714285,0.125,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.8333333333333334,0.6297,0.6876000000000001,0.14285714285714285,0.2,0.6666666666666666,1.4,23.1,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1610612762,John Crotty,John Crotty,180,UTA,502.0,8,-4,14,15,8.0,4.0,2.0,29,,1.0,,,,,,,1,,,,14,,,,,,,1.0,1.0,,2.0,1.0,1.0,2.0,,,,,,,,8.0,,,,,,,,,,6.25,0.14285714285714285,0.125,,1.0,,,,,,,,,1.0,0.5391,,,,,,,0.5714285714285714,1.0,1.0,1.0,1.0,0.16666666666666666,0.125,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,502.0,8,-4,14,15,8.0,4.0,2.0,29,1.0,1.0,1.0,1.0,,,,1.0,2,,,2.0,14,1.0,1.0,,,2.0,2.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,2.0,8.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,,18.75,0.14285714285714285,0.125,,0.5,1.0,1.0,1.0,,,1.0,1.0,,0.5,0.4699,0.5449,,,1.0,9.35,,0.5714285714285714,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1610612762,Danny Manning,Danny Manning,330,UTA,449.0,7,-1,13,13,8.0,4.0,2.0,26,,,,,1.0,,,1.0,1,,,2.0,11,,,,,,2.0,1.0,1.0,,2.0,,,,,,,,,,,8.0,1.0,1.0,1.0,,1.0,,1.0,,,7.142857142857142,,,,,,,,1.0,,,,,,0.3345,,,,,9.1,,0.6153846153846154,1.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3345,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,502.0,8,-4,14,15,8.0,4.0,2.0,29,,1.0,,1.0,,,,,1,,,,14,,1.0,,,,,1.0,1.0,,2.0,2.0,3.0,4.0,,,,,2.0,1.0,,8.0,,,,,,,,,,12.5,0.2857142857142857,0.375,,1.0,,,,,,1.0,,,1.0,0.5786,0.5786,0.5,0.5,,,,0.5714285714285714,1.0,1.0,1.0,1.0,0.16666666666666666,0.125,,0.25,,,,,0.5,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,1610612762,Donyell Marshall,Donyell Marshall,923,UTA,53.0,1,-3,1,2,,,,3,,,,,1.0,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,1.0,,,,,,0.3642,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1610612762,David Benoit,David Benoit,128,UTA,3212.0,54,-16,98,98,47.0,56.0,13.0,196,1.0,4.0,1.0,2.0,,,,3.0,9,4.0,5.0,17.0,121,2.0,4.0,2.0,5.0,12.0,4.0,1.0,1.0,,2.0,2.0,5.0,6.0,,1.0,1.0,1.0,5.0,1.0,12.0,47.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.46153846153846156,0.5833333333333334,0.5666666666666667,0.75,0.3076923076923077,14.414414414414413,0.07407407407407407,0.10256410256410256,0.14285714285714285,0.3076923076923077,0.25,0.25,,,,0.3333333333333333,0.5,,0.6153846153846154,0.47534615384615386,0.50975,0.07692307692307693,0.1111111111111111,0.7058823529411765,10.833333333333334,24.425,0.47959183673469385,1.0,1.0,1.0,6.0,0.02564102564102564,0.020833333333333332,,,5.0,,,,0.09090909090909091,0.38461538461538464,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,0.16666666666666666,,,0.5,False,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,0.2,0.06666666666666667,0.16666666666666666,0.4,0.4,1.0,0.3076923076923077,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1610612762,Jacque Vaughn,Jacque Vaughn,1521,UTA,3329.0,55,-10,104,101,39.0,53.0,13.0,205,,2.0,,1.0,,,,,8,2.0,,3.0,113,,3.0,2.0,,3.0,,4.0,8.0,2.0,20.0,1.0,2.0,2.0,,1.0,1.0,,,,3.0,39.0,,,,,0.15,0.3,0.15,0.3,0.2,9.01639344262295,0.038461538461538464,0.05,,0.2,,,,,,0.2,,,0.4,0.38737999999999995,0.39784,,,1.0,14.2625,26.65,0.375,1.0,,,13.0,,,,0.14285714285714285,6.0,,,,,0.6,,,1.0,,,,5.0,,,,,,,0.3866,,1.0,1.0,,1.0,1.0,0.07142857142857142,,,1.0,False,,1.0,2.0,1.0,2.0,1.0,1.0,,,3.0,2.0,1.0,,,4.0,,,,,0.5,0.5,0.5,,,0.07142857142857142,,,,0.2,0.5,0.5,,0.4,0.5,0.5,1.0,4.0,2.0,2.0,1.0,1.0,1.0,0.125,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1610612762,Olden Polynice,Olden Polynice,178,UTA,5996.0,100,7,179,178,30.0,41.0,30.0,357,12.0,19.0,3.0,6.0,8.0,,,16.0,29,1.0,7.0,39.0,178,4.0,7.0,,1.0,9.0,14.0,1.0,1.0,,2.0,2.0,3.0,19.0,,5.0,6.0,,10.0,4.0,9.0,30.0,0.4375,0.6363636363636364,0.5517241379310345,0.5714285714285714,0.5333333333333333,0.5714285714285714,0.5571428571428572,0.5625,0.03333333333333333,19.339622641509433,0.031746031746031744,0.034482758620689655,,0.6333333333333333,0.631578947368421,0.6666666666666666,0.4166666666666667,0.26666666666666666,,0.8571428571428571,0.5,,0.6666666666666666,0.5053275862068966,0.5761285714285714,0.11764705882352941,0.12121212121212122,0.23076923076923078,3.2517241379310344,36.7,0.16759776536312848,1.0,15.0,16.0,12.0,0.1744186046511628,0.16494845360824742,0.22580645161290322,0.03333333333333333,2.0,1.0,1.0,0.16666666666666666,0.05,0.06666666666666667,3.0,6.0,11.0,13.0,1.0,,1.0,0.5454545454545454,0.5454545454545454,0.5416666666666666,0.375,0.375,0.3333333333333333,0.57294,0.3333333333333333,1.0,2.0,2.0,2.0,,0.041666666666666664,0.10344827586206896,,,False,1.0,,1.0,,,,,18.0,,,1.0,,,,4.0,1.0,,1.0,,,,,,0.19230769230769232,0.043478260869565216,0.5,0.5,1.0,0.03333333333333333,,,,,,,1.0,,,,,,1.0,0.034482758620689655,,6.0,10.0,1.0,10.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.05263157894736842,0.09090909090909091,0.125,0.25,0.9090909090909091,0.6,,,,,,,,,,,,,,,,,,,,,
252,1610612762,Karl Malone,Karl Malone,252,UTA,12002.0,200,-7,357,358,101.0,136.0,50.0,715,31.0,45.0,7.0,8.0,31.0,1.0,,48.0,119,2.0,39.0,138.0,389,10.0,26.0,,20.0,40.0,76.0,16.0,17.0,2.0,35.0,24.0,35.0,44.0,2.0,11.0,19.0,9.0,49.0,13.0,40.0,101.0,0.7916666666666666,0.8260869565217391,0.40336134453781514,0.38461538461538464,0.4090909090909091,0.38461538461538464,0.46830985915492956,0.5135135135135135,0.01652892561983471,39.268292682926834,0.1875,0.17391304347826086,0.16129032258064516,0.371900826446281,0.6888888888888889,0.7380952380952381,0.7741935483870968,0.256198347107438,0.008264462809917356,0.3076923076923077,0.875,,0.3884297520661157,0.45298429752066116,0.425723076923077,0.09848484848484848,0.1,0.2898550724637681,8.750420168067226,23.55,0.28291316526610644,11.0,7.0,9.0,13.0,0.0472972972972973,0.05142857142857143,0.08163265306122448,0.2037037037037037,43.0,8.0,1.0,0.42105263157894735,0.18604651162790697,0.35537190082644626,6.0,8.0,18.0,17.0,5.0,2.0,1.0,0.4444444444444444,0.42105263157894735,0.4473684210526316,0.1935483870967742,0.20689655172413793,1.0,0.5439323529411765,0.12318840579710146,8.0,4.0,,4.0,4.0,0.14285714285714285,0.022222222222222223,,1.0,False,11.0,1.0,1.0,,,1.0,,20.0,3.0,,1.0,1.0,3.0,3.0,6.0,3.0,2.0,10.0,1.0,0.5,,0.5,0.6,0.037037037037037035,0.14545454545454545,0.2558139534883721,0.2619047619047619,0.7272727272727273,0.008264462809917356,1.0,1.0,1.0,,,1.0,6.0,1.0,1.0,,3.0,3.0,,0.05042016806722689,0.023255813953488372,8.0,13.0,1.0,4.0,2.0,4.0,3.0,2.0,4.0,,,0.06666666666666667,0.07407407407407407,0.09090909090909091,0.06153846153846154,0.6842105263157895,0.6153846153846154,1.0,1.0,7.0,5.0,1.0,1.0,0.06451612903225806,0.75,0.05263157894736842,,,,,,,,,,,,
