EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2A,PenaltyFG2A,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Usage,DefLongMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,AtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,FG2M,FtPoints,Points,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Loose Ball Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,LostBallTurnovers,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,Corner3FGA,PenaltyCorner3FGA,ThreePtAssists,Arc3Assists,Corner3Frequency,PenaltyCorner3Frequency,3SecondViolations,OffLongMidRangeReboundPct,LostBallSteals,Fg3aBlocked,OffThreePtRebounds,BlockedAtRim,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,on,PtsUnassisted3s,ShortMidRangeAssists,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Corner3Assists,ShortMidRangeFGM,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceCorner3FGA,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,OffCorner3ReboundPct
128,1610612762,David Benoit,David Benoit,128,UTA,134.0,2,-4.0,5,6,2,3,11,6,1.0,1.0,2.0,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1521,1610612762,Jacque Vaughn,Jacque Vaughn,1521,UTA,612.0,10,-15.0,20,23,10,14,43,25,1.0,,1.0,1.0,1.0,1.0,10,,0.2,0.14285714285714285,,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,9.090909090909092,0.5,0.5,0.5,1.0,0.5,0.44865,0.5523,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
252,1610612762,Karl Malone,Karl Malone,252,UTA,1860.0,31,-14.0,53,56,15,16,109,55,3.0,,4.0,5.0,,1.0,15,,0.13043478260869565,0.12903225806451613,0.25,0.2830188679245283,7.0,6.0,,8.0,18.0,1.0,3.0,3.0,1.0,6.0,40.0,,0.3333333333333333,0.4444444444444444,,0.3333333333333333,0.4363222222222222,0.2583,10.0,2.0,1.0,4.0,2.0,4.0,4.0,12.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.75,0.75,0.2222222222222222,0.2222222222222222,0.275,0.1111111111111111,0.16666666666666666,0.125,0.25,0.038461538461538464,0.125,0.03225806451612903,0.1111111111111111,0.16666666666666666,0.125,0.09090909090909091,1.0,0.3333333333333333,0.4,0.5,0.2222222222222222,0.25,0.2857142857142857,1.0,0.3333333333333333,0.46040000000000003,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
317,1610612762,John Starks,John Starks,317,UTA,2140.0,36,-32.0,62,70,21,27,132,79,2.0,,3.0,3.0,,5.0,21,,0.07692307692307693,0.08823529411764706,0.1111111111111111,0.3387096774193548,8.0,4.0,1.0,3.0,8.0,3.0,1.0,1.0,,2.0,21.42857142857143,0.09090909090909091,0.3333333333333333,0.25,0.25,0.6666666666666666,0.49105,0.4566875,8.0125,3.0,,1.0,,3.0,2.0,11.0,,6.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,2.0,,2.0,1.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,0.375,0.375,0.4230769230769231,0.125,0.25,,,,0.125,,,,0.125,,1.0,0.75,1.0,1.0,0.08333333333333333,,,,,0.58185,,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,7.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,0.25,1.0,0.25,0.3333333333333333,0.625,0.7,0.3333333333333333,0.3333333333333333,0.25,0.25,1.0,1.0,1.0,0.25,1.0,0.25,0.6363636363636364,24.424999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
923,1610612762,Donyell Marshall,Donyell Marshall,923,UTA,630.0,10,-18.0,18,23,3,6,41,28,2.0,,2.0,2.0,,1.0,3,,0.18181818181818182,0.15384615384615385,0.2,0.16666666666666666,2.0,1.0,,,1.0,,,,,,15.0,,0.5,,,1.0,0.49734999999999996,0.4047,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,0.25,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,0.5,0.5,,,,,,1.0,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,933.0,16,-22.0,26,30,5,9,56,41,2.0,,3.0,5.0,1.0,1.0,5,,0.3333333333333333,0.3,1.0,0.19230769230769232,2.0,5.0,1.0,,6.0,2.0,,,,,28.57142857142857,0.25,0.8333333333333334,,0.5,0.8333333333333334,0.5169333333333334,0.4717,0.9,4.0,2.0,1.0,,4.0,,8.0,2.0,4.0,4.0,1.0,,2.0,1.0,2.0,,,,2.0,,,,,2.0,1.0,,,,,,,,,,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.2,,1.0,0.14285714285714285,0.25,0.13333333333333333,,,0.25,,,0.8,1.0,0.5,0.16666666666666666,,,,1.0,0.5786,,,1.0,,,,,,,,,1.0,,,,2.0,,,,,,2.0,,,,,,0.5,0.5,0.5,,,,,,,1.0,,,,0.25,,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,0.4,1.0,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
935,1610612762,Bryon Russell,Bryon Russell,935,UTA,1694.0,28,-23.0,51,56,21,26,107,61,5.0,,7.0,7.0,1.0,1.0,21,,0.2631578947368421,0.28,,0.4117647058823529,8.0,1.0,,4.0,6.0,1.0,,1.0,,3.0,16.949152542372882,0.45454545454545453,0.1111111111111111,0.4444444444444444,,0.4444444444444444,0.45765,0.40841666666666665,14.983333333333334,,,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,,,,2.0,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,0.5,0.5,0.3333333333333333,0.2222222222222222,0.25,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,0.1111111111111111,0.5,0.5,0.5,,0.3416,,,,,2.0,,,1.0,,3.0,,,,2.0,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,,0.125,0.3333333333333333,0.2222222222222222,,,,,,0.3333333333333333,,,0.2,23.76666666666667,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
178,1610612762,Olden Polynice,Olden Polynice,178,UTA,582.0,10,,17,17,7,9,34,17,,,,1.0,1.0,2.0,7,,,,,0.4117647058823529,3.0,,,,1.0,,,,,,10.0,,,,,,0.3085,,6.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,0.1,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
330,1610612762,Danny Manning,Danny Manning,330,UTA,587.0,10,-15.0,16,22,10,12,38,29,1.0,,2.0,2.0,2.0,4.0,10,,0.09090909090909091,0.14285714285714285,,0.625,2.0,1.0,1.0,1.0,3.0,3.0,,,,,22.22222222222222,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.43966666666666665,0.43966666666666665,6.866666666666667,1.0,,1.0,1.0,2.0,,4.0,1.0,4.0,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,0.3555,,,1.0,,,,,,,,,2.0,,,,4.0,,,,,1.0,4.0,1.0,,,,,0.6666666666666666,0.6666666666666666,0.5,,,,,,,1.0,,,,1.0,,,1.0,2.0,,,,1.0,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
180,1610612762,John Crotty,John Crotty,180,UTA,146.0,2,1.0,3,6,3,5,9,5,,,,,,1.0,3,,,,,1.0,,,,,,,,,,,33.333333333333336,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
